labels,text,emo_name,prob_emo_name,prob_max
joy,I am determined to practice deep listening. I am determined to practice loving speech. by T. Nhat Hanh ,joy,"[0.002754781, 0.00041744547, 0.00023834188, 0.013674941, 0.00074816693, 0.0056796134]",0.013674941
joy,THAT WAS HORRIBLE! anddddd I get to go back and do it again tonight ,disgust,"[0.65452355, 0.99211055, 0.8696405, 0.00050173205, 0.932922, 0.3821383]",0.99211055
joy,"Made my decision, nap time til ",sadness,"[0.078741185, 0.43092754, 0.015606237, 0.19210829, 0.45155975, 0.004022077]",0.45155975
joy,Marcel you got me in twitter jail! gt_M ,anger,"[0.921876, 0.89828545, 0.83330095, 0.007875895, 0.6964121, 0.8770192]",0.921876
joy,Oh bugger. weeks of iron tablets have made diddly squat difference ,sadness,"[0.6474452, 0.83483523, 0.64209425, 0.0012878187, 0.9294055, 0.8145435]",0.9294055
fear,Les meilleurs Rick Roll restent à venir ! ,disgust,"[0.5667269, 0.7665781, 0.7398526, 0.53144765, 0.5791425, 0.67613006]",0.7665781
joy,Lying in bed. . . lost in my thoughts about how to do what I'm called to and love in the midst/bcuz of it all. ,joy,"[0.018257564, 0.00961125, 0.14729957, 0.6941861, 0.633633, 0.3777413]",0.6941861
surprise,"Like a quotcelebrity death watch,quot I say lt hours til Rural Meyer and jointly announce his HC hiring. ",fear,"[0.09770109, 0.43619218, 0.82004905, 0.0055175987, 0.7475191, 0.20256332]",0.82004905
joy,You See The Outfit Bitch I'm Killing You Hoes ,anger,"[0.92764926, 0.69896454, 0.5666896, 0.012626151, 0.2784392, 0.03215272]",0.92764926
surprise,Tht moment when someone messages you who you normally don't talk to ,surprise,"[0.3852013, 0.17952539, 0.41958186, 0.44838488, 0.23291235, 0.9339692]",0.9339692
sadness,idk about that last one guys. wasnt so good  needs laid.  we find some help or end him ,disgust,"[0.71806043, 0.89761066, 0.68774414, 0.020009084, 0.86114484, 0.4546139]",0.89761066
anger,What the hell. Why is mealhall playing Small Town. . . ? ! I hate that song. So much. ,disgust,"[0.6690149, 0.7952368, 0.57666016, 0.003458368, 0.6417046, 0.35882765]",0.7952368
joy," lots of things bring me like my bed but I have to say Christmas, I love it especially when I'm with family! Xmas JOY ",joy,"[0.12159683, 0.00027506947, 0.0008246023, 0.9797987, 0.0007762017, 0.19431831]",0.9797987
joy,Time for my floor meeting! sarcasm ,anger,"[0.8294587, 0.41362986, 0.0075543555, 0.0017845732, 0.35944578, 0.012480333]",0.8294587
joy,working till and then its relax time because i have to work all day tomorrow too ,sadness,"[0.021927532, 0.013309165, 0.034538094, 0.0025509293, 0.08095553, 0.0052581155]",0.08095553
surprise,Putting up a tree and decorating  house with  can't wait to see marias face when she comes home ,joy,"[0.012064971, 0.00019309255, 0.0005474242, 0.88666743, 0.00058049633, 0.70278466]",0.88666743
joy,Eat chocolate! RT  Same headache booming in my head. ,sadness,"[0.36249876, 0.16793951, 0.30358925, 0.0016249756, 0.44249624, 0.061459623]",0.44249624
joy, Can't wait until you're back N Los Angeles. A Night of Hope was so inspirational when u were at Dodgers Stadium. That's ,joy,"[0.03789533, 0.0004541769, 0.0039405827, 0.64944166, 0.00030355164, 0.029336587]",0.64944166
surprise,Found the mosquito in the shower. ,disgust,"[0.63153434, 0.82828146, 0.62746286, 0.06944514, 0.7116828, 0.7664056]",0.82828146
joy,"Hopefully the next year will bring good cheer to, well meeeee ",joy,"[0.0010844247, 0.00029688323, 0.002641218, 0.9808642, 0.0007716656, 0.056605518]",0.9808642
joy,When your dreams are gone and there is nothing left to give- let that broken praise turn into hallelujah and see what happens) ,joy,"[0.012297572, 0.00065085624, 0.003994146, 0.895043, 0.011146117, 0.65376705]",0.895043
joy,"teacher strike on wednesday, yet my maths teacher insists on coming in. ",disgust,"[0.4639476, 0.57095623, 0.55613995, 0.009882981, 0.5400336, 0.46303824]",0.57095623
joy,Fav quotes of tonight since . quotso glad to be homequot quotkatelyn are you real? quot ,joy,"[0.0022734434, 0.0008882851, 0.003523954, 0.9584665, 0.0002493792, 0.32230958]",0.9584665
fear,Day of my brother's stay in emergency. whatstheanswer pleasadmithim ,joy,"[0.071753, 0.013381469, 0.11326954, 0.62513995, 0.57307523, 0.33096397]",0.62513995
surprise,Come back on y'all next year thick lol y'all thought I couldn't get no better ,sadness,"[0.47018, 0.72395, 0.28425428, 0.012797282, 0.7281181, 0.10601635]",0.7281181
surprise,Mum just texting me saying quotme amp dad have a surprise for you when your homequot Im hoping its not quotsurprise we have no roofquot ,fear,"[0.65385234, 0.5084128, 0.8030003, 0.034569666, 0.5837902, 0.36288288]",0.8030003
joy,Need to get some new trainers and canvas's and clothes fank god its near christmas! ! ,anger,"[0.5635184, 0.12880486, 0.3085175, 0.06972807, 0.025350863, 0.113106824]",0.5635184
joy,I feel a cold coming on. . . ,fear,"[0.037648525, 0.55940586, 0.5832585, 0.0007925406, 0.56516045, 0.061662227]",0.5832585
sadness,"Sometimes I cry , no one knows how hard it is to have your best friend in another flipping country ",sadness,"[0.34500685, 0.21994644, 0.68127394, 0.027417466, 0.99257904, 0.45182902]",0.99257904
joy,Christmas Christmas Christmas . I can't wait. I love it. Worldslongestcandycane. com ,joy,"[0.012901137, 0.00049610256, 0.0042311936, 0.72635335, 0.000597168, 0.15866917]",0.72635335
joy,Family time tomorrow. . . ,joy,"[0.010657406, 0.05926762, 0.07277375, 0.24394585, 0.054035887, 0.067960694]",0.24394585
joy,Break! Remember what it's like to float in water? Feel your buoyancy. Let yourself totally relax in the water. LJB ,joy,"[0.011717456, 0.0038374823, 0.0029707148, 0.36148262, 0.002166305, 0.047675963]",0.36148262
sadness, girl i miss you too! I LOVE YOU TOO! we need to skype soon! ,joy,"[0.27692977, 0.0069853314, 0.024441902, 0.8067494, 0.5236841, 0.107265614]",0.8067494
joy,today shitcockfuckballsandshitdickarsetwat mixed with overwhelming feelings of joy. confusing times. need a gin. getmeagin ,joy,"[0.11974145, 0.1915706, 0.026661687, 0.9320895, 0.0029249191, 0.48384264]",0.9320895
joy,Spending my day doing points recovery ,joy,"[0.045486685, 0.029927254, 0.020898467, 0.46123737, 0.11487722, 0.30303565]",0.46123737
sadness,My little spoon  didn't visit me today( ,sadness,"[0.5831999, 0.84515876, 0.61635214, 0.01295681, 0.9400158, 0.8259295]",0.9400158
joy,time to curl my hair ,surprise,"[0.016452529, 0.0005452821, 0.0011973002, 0.21797173, 0.0005518321, 0.32436058]",0.32436058
joy,Yay chick fe lay sweet tea! ,joy,"[0.0026488977, 0.00053405267, 0.0011744201, 0.96544623, 0.0006390839, 0.1508131]",0.96544623
joy,Did you see this free sms app? Wlhi it is working cool. ,joy,"[0.010086376, 0.0013406, 0.03696561, 0.7838464, 0.0010999364, 0.6587662]",0.7838464
joy,Home at last! Only a . hour day today ,joy,"[0.015486794, 0.008157422, 0.0038876366, 0.69232285, 0.014610451, 0.057317767]",0.69232285
surprise, properly going somewhere adventurous or watching one of the too! I love a haha! ,joy,"[0.30094996, 0.0004284122, 0.005518007, 0.7968477, 0.0006241811, 0.5564077]",0.7968477
joy,"The other highlight was seeing one of my students receive an important award. I had nominated her, but had no idea she was getting it. ",surprise,"[0.10282547, 0.00024348414, 0.019582156, 0.67058474, 0.00046350513, 0.90055203]",0.90055203
surprise,is in het land en de komt er weer aan! Geen idee wat je als moet maken? Geen stress hier komen allerlei tips ,anger,"[0.3264174, 0.06956216, 0.27297518, 0.21905988, 0.27040347, 0.20645301]",0.3264174
surprise,guess im moving to a new house sometime soon. . . ,sadness,"[0.32431337, 0.23115805, 0.3045186, 0.13105646, 0.60535675, 0.5891319]",0.60535675
surprise, Ah s . . Dommage alors ! . . Ben j'te dis la par écrit ? ,sadness,"[0.9521663, 0.89964706, 0.93330616, 0.021052545, 0.974213, 0.6262475]",0.974213
disgust,Lieing about your mum being dead is as low as you can get. lieingfucker ,disgust,"[0.74474657, 0.9153627, 0.2556663, 0.00587788, 0.6870121, 0.19976765]",0.9153627
sadness,Found my first gray hair today. ,surprise,"[0.33732128, 0.15682381, 0.36174858, 0.11982954, 0.45275462, 0.8610869]",0.8610869
fear,  xAxAAdd those three things up and you have a symptom called NERVOSO xAxAu wanna learn [ ,fear,"[0.2464943, 0.48187596, 0.8839582, 0.021603813, 0.5038121, 0.68159646]",0.8839582
anger,Id Love To Punch You In The Face ,anger,"[0.83799165, 0.2548567, 0.009164092, 0.5784354, 0.119410545, 0.09816779]",0.83799165
sadness,"Walking in the dark, stepping on something paper + instantly realizing I just stepped on my Gaga poster. ",surprise,"[0.4714919, 0.6584073, 0.71493894, 0.04917091, 0.78416526, 0.8359395]",0.8359395
fear,"If I said I nothing, I'd be a lying. I'm deathly afraid of grown, straight men with uncomfortably high voices. WhyDoYouSoundLikeThat ",fear,"[0.050072554, 0.54744, 0.9503221, 0.0017833995, 0.5538818, 0.10061361]",0.9503221
surprise, thank god she's retiring because she does not give a fuck ,joy,"[0.10979607, 0.014745431, 0.0057810573, 0.654826, 0.006253391, 0.051654164]",0.654826
anger,"Brother your in your riding clothes like, everyday. Literally. Me yes. . ? Brother you ride those horses EVERYDAY? ! . . . DO YOU WORK? ! ",surprise,"[0.26835728, 0.771639, 0.22594018, 0.06620854, 0.42978284, 0.800186]",0.800186
joy,Give your faith feet and God will give it wings! ,joy,"[0.14004412, 0.010283903, 0.0037435298, 0.6349066, 0.003252935, 0.15223512]",0.6349066
surprise,"I was expecting to come home and go to sleep. Not get and ipod, come home and sleep. ",sadness,"[0.5319882, 0.7642952, 0.7260337, 0.018147329, 0.8653403, 0.8511862]",0.8653403
fear,end of life symptoms/not eating sleeping alot/is Ma's life ending? ,sadness,"[0.51543623, 0.6105914, 0.95912445, 0.001754, 0.9808007, 0.5627271]",0.9808007
fear,"my humble prediction - all day. . . hope I'm wrong either way, trade the range! ",fear,"[0.047241397, 0.12118102, 0.37503815, 0.0856341, 0.19982274, 0.05213071]",0.37503815
sadness,Spent half of my money at the mall today ,surprise,"[0.37282294, 0.20120868, 0.19245826, 0.03586356, 0.24473137, 0.5112689]",0.5112689
surprise, tout à l'heure tu aura une twitpic live de carrefour! ,surprise,"[0.27586564, 0.23790076, 0.19269286, 0.60374993, 0.09390399, 0.62517315]",0.62517315
joy,Food tec exam tomo because I really care about bread production ,surprise,"[0.024538772, 0.0017448516, 0.0013797337, 0.05673588, 0.004271545, 0.068967745]",0.068967745
joy,God is up too something REALLY MAJOR IN MY LIFE- I KNOW I'VE COME ALONG WAY IN MY CHRISTIAN WALK - STRUGGLE FAITH POWER NEWLOVE ,surprise,"[0.5150778, 0.007618989, 0.03342195, 0.5318233, 0.013189204, 0.8455037]",0.8455037
joy,"red wine, trash tv ",disgust,"[0.12738402, 0.9505082, 0.009751743, 0.002133632, 0.65293974, 0.035109162]",0.9505082
joy,An hours very productive writing. ,joy,"[0.0052679786, 0.00018713909, 0.005738789, 0.58642596, 0.00037721446, 0.044484235]",0.58642596
fear,)  quotsecurity is a very juicy business. quot ,surprise,"[0.020967193, 0.00030387915, 0.0021317038, 0.028578276, 0.00012750359, 0.06340456]",0.06340456
fear, I hope you know that y'all the reason I have fun still )' ltdrakequot ,joy,"[0.013673063, 0.0007293336, 0.0017844236, 0.9741587, 0.00085054623, 0.11978121]",0.9741587
anger,"quotHe passed Away and i Didnt Cry, Cuz My wouldn't let me feel for a STRANGERquot --pac ",sadness,"[0.27164224, 0.3886321, 0.56683236, 0.005190308, 0.6779923, 0.48002872]",0.6779923
joy,"Still got about half of my homework to do, and an algebra quiz to study for. Then gotta be at school EXTRA early. schoolsadrag ",sadness,"[0.09652928, 0.1528075, 0.15503375, 0.008331913, 0.43046328, 0.16330259]",0.43046328
anger,Why won't my make the cute tweet sound when I get tweets? ! It is set to tweet mode! ,sadness,"[0.4007802, 0.15271287, 0.6329177, 0.012714761, 0.7050843, 0.5145415]",0.7050843
joy,Happy Holidays. Let the family drama begin. ,surprise,"[0.016844772, 0.0020866434, 0.0028121795, 0.03927121, 0.0021033308, 0.055567767]",0.055567767
fear,Eventually I will get tired of running . . . ,sadness,"[0.29488692, 0.31146336, 0.52227896, 0.012666398, 0.79160875, 0.18028367]",0.79160875
fear,We nah ah nah ah nobody xAWe nah talk from nobody xANo bowy nah badda Dan weeeee xAsuckyuhmummapussyhole ,anger,"[0.9864189, 0.9837128, 0.9322652, 0.0024297985, 0.96773994, 0.63513994]",0.9864189
sadness,Ugh the rain has ruined my toms nooooooo ,disgust,"[0.7978335, 0.9808982, 0.7651971, 0.00083322043, 0.9749299, 0.42707187]",0.9808982
joy,Driving into Chicago for a doctors appointment. ,fear,"[0.50046617, 0.576886, 0.6255227, 0.10135645, 0.59215623, 0.06511791]",0.6255227
joy," a Terrific Thanksgiving to you hon! love peace and,,,,,music! ) Have a great one. ",joy,"[0.002988289, 0.00020011209, 0.0022933967, 0.9365257, 0.00032818445, 0.057949383]",0.9365257
surprise,heb niet genoeg papier voor mijn balen P en dan zijn de kados nog te groot ,fear,"[0.5635848, 0.86659336, 0.8845316, 0.012358081, 0.80225986, 0.84738916]",0.8845316
joy,In Detroit. Now to airport people watch for hours 'till my next flight. . . . . ,disgust,"[0.36138892, 0.6282397, 0.6233688, 0.06226144, 0.60179996, 0.1696722]",0.6282397
sadness,At least I hope so. My visa is still under assessment ,fear,"[0.25931802, 0.22554168, 0.37926954, 0.29712385, 0.36449564, 0.22614083]",0.37926954
joy,These wonderful things are the things we remember all through our lives. ,joy,"[0.012082801, 6.8360976e-05, 0.001117789, 0.7015467, 0.00021814824, 0.108940415]",0.7015467
joy,"To celebrate the rainy day, Hannah and I are sipping tea, watching quotThe Nutcrackerquot and letting Josh play with all the Legos. ",joy,"[0.016055528, 0.00025070345, 0.0019998413, 0.6147787, 0.0005662706, 0.07813519]",0.6147787
joy,My bb doesn't recognise the work quotfuckquot there for it can be spelt in what ever manner I please ,surprise,"[0.46520936, 0.6652007, 0.44822565, 0.2593778, 0.6724898, 0.78685486]",0.78685486
anger,Fuck this bs wait. Now I'm pissed off. ,anger,"[0.9799009, 0.96049213, 0.6320099, 0.013401597, 0.7777615, 0.7113489]",0.9799009
joy,quotgive it two months but if it's like mine. . prolly a year / quot LMFAOOOOOOOOOOOOOO ,disgust,"[0.020180628, 0.51706576, 0.39854532, 0.07011433, 0.29989713, 0.055378586]",0.51706576
joy,Time for my annual Sunday prokastinated homework. ,disgust,"[0.111769415, 0.5697489, 0.18820257, 0.007295349, 0.347333, 0.0059773605]",0.5697489
sadness,I love  but he doesn't love me back ( ,sadness,"[0.21838303, 0.01976244, 0.009060427, 0.075464435, 0.92254096, 0.7711399]",0.92254096
joy,"Very upset about my fluctuating twitter follower count. When I'm just bout to hit it drops a little. Oh well, work calls ",anger,"[0.9139013, 0.8843363, 0.66138315, 0.004593624, 0.82444084, 0.20824024]",0.9139013
sadness,my heart just broke a little when i remembered all my coffee cups are in my office. no coffee this morning. ,sadness,"[0.52406687, 0.5990829, 0.8671587, 0.0012688604, 0.9664423, 0.45755672]",0.9664423
joy,Get to finish this exciting Sunday with a show about midgets ,joy,"[0.29031017, 0.0025311115, 0.0037410764, 0.7696432, 0.0011704363, 0.62263846]",0.7696432
sadness,Still can't believe  has left so SAD. Love u always Mr Bell. ,sadness,"[0.5819885, 0.8451212, 0.08744596, 0.0009799798, 0.9811482, 0.36373308]",0.9811482
surprise," schat jou ketting licht nog hier, mag ik die straks om ? ",surprise,"[0.4191327, 0.5637234, 0.7361718, 0.33028626, 0.62179226, 0.8868863]",0.8868863
surprise,Nothing better than coming home to flowers and dinner from the boy. . . best ,joy,"[0.005569375, 0.00017687868, 0.0035682498, 0.8637221, 0.0012177525, 0.76105744]",0.8637221
surprise,Surprising my boyfriend this weekend with a trip to Stan hywet hall ) somethingtolookforwardto ,surprise,"[0.0070745493, 0.0009749501, 0.0023130157, 0.72511595, 0.0025889124, 0.97126603]",0.97126603
sadness,"I can't leave for lunch for another hour, and all I'm doing is searching for pix of Todd Haley yelling to sigh over. withyelling ",sadness,"[0.6732174, 0.648382, 0.49567828, 0.08527648, 0.8205638, 0.37518707]",0.8205638
surprise, check please your mailbox would you please give a message back to  and  ? ? ? THANKS ) ,joy,"[0.29447308, 0.0058885333, 0.09430848, 0.59760547, 0.102117255, 0.085354075]",0.59760547
sadness,  can't call sex line. Has to be ,sadness,"[0.07711819, 0.4183302, 0.3164615, 0.01080313, 0.61538345, 0.032177497]",0.61538345
joy,so it turns out you can see through my pants that I wore for the entire day . _. ,surprise,"[0.44245657, 0.7426779, 0.52678317, 0.054577194, 0.5857752, 0.8713315]",0.8713315
joy,quotIt is not that makes us grateful. It is gratitude that makes xAus joyful. quot - David Rast ,joy,"[0.0008750803, 0.00074757467, 0.00050812983, 0.20360978, 0.00020750366, 0.0027289635]",0.20360978
anger, fucking email from Sarah. she's so mad at us. ,anger,"[0.9882775, 0.90068346, 0.71762234, 0.012735484, 0.7405244, 0.6412801]",0.9882775
disgust, ewwwwe McDonald's is soooo I'm so anti McDonald's and they're to expensive and don't even fill u up done ,disgust,"[0.9806667, 0.9960479, 0.9173578, 0.0023460346, 0.96573335, 0.68183076]",0.9960479
surprise,Breaking dawn was actually so good ,joy,"[0.0054836413, 0.00036704363, 0.0024177823, 0.95284164, 0.0013155551, 0.82744473]",0.95284164
surprise, well theres no hoodrats over here lol but I like it alot over here ^_^ got my first snow day today! ,joy,"[0.056648705, 0.0024084202, 0.0035628444, 0.52512556, 0.0008833386, 0.37288144]",0.52512556
sadness, I made a point to get my girls together and go lingerie shopping on Sunday bc what I have now is lol ,surprise,"[0.060183674, 0.001217124, 0.08491627, 0.34966734, 0.06106786, 0.4225688]",0.4225688
surprise,headphones officially broken. guess that means the roommates are going to be subjected to my music and netflix. - idontcare ,sadness,"[0.21620451, 0.3954814, 0.10007994, 0.0024338078, 0.69669306, 0.5452039]",0.69669306
sadness,He don't love me. like he. love his IPhone. ,sadness,"[0.2280334, 0.5622831, 0.119565144, 0.0022462534, 0.60745895, 0.23851122]",0.60745895
anger,"is short, live it. is rare, grab it. is bad, dump it. Fear is awful, face it. Memories are sweet, cherish it. ",disgust,"[0.04154246, 0.06229351, 0.01641633, 0.031506173, 0.057520404, 0.027463023]",0.06229351
joy,"Waking up early to curl my hair, ",joy,"[0.030169608, 0.0007077536, 0.009093347, 0.49549204, 0.006066518, 0.25460285]",0.49549204
sadness, wanna call me you broken girl! But are those guess jeanns that ripped ,sadness,"[0.8336306, 0.8134979, 0.74624944, 0.024336195, 0.9189545, 0.6905435]",0.9189545
joy,Plan for the last assignment is done. Just need to write the bloody thing now. ,disgust,"[0.06391924, 0.6031816, 0.27979752, 0.093869045, 0.5507368, 0.06880907]",0.6031816
joy,I should probably get to bed at a decent time tonight since I'm starting my big girl job tomorrow. ,sadness,"[0.34649202, 0.45592132, 0.5087079, 0.09478267, 0.6858073, 0.3382692]",0.6858073
joy,Stomach flu today! -/ ,sadness,"[0.25508422, 0.95437264, 0.7018145, 0.0009045106, 0.9604622, 0.8845516]",0.9604622
joy,Don't ask who will love Me! Who do you love? caring ,surprise,"[0.001776302, 0.00066631165, 0.003261676, 0.023425432, 0.0051136417, 0.026001917]",0.026001917
joy,Wow. That was easier than I thought. Payment is reinstated. Thanks pdoc letter! money ,joy,"[0.060994633, 0.017669987, 0.023802938, 0.6980859, 0.0131718395, 0.38961723]",0.6980859
fear,"If we deny that is given to us,if we refuse to give love because we pain or loss,then our lives will be empty,our loss greater. ",sadness,"[0.17270684, 0.2982456, 0.21057826, 0.13142368, 0.7944379, 0.178614]",0.7944379
disgust,"Krallice's new album is awesome, why was I such a fool to pass this up earlier this year. ",joy,"[0.3850987, 0.0049023298, 0.1634206, 0.82903934, 0.1661834, 0.39537784]",0.82903934
joy,Laying in bed at my parents house watching tv amp eating chocolate. Hello my names Julie Foreskin amp I'm again ,joy,"[0.094016574, 0.016858526, 0.019598417, 0.15103073, 0.10667636, 0.13809274]",0.15103073
fear,saw on the tv stand. they smelled like a combination of and shame. if that btch thinks i'm wearing them. . . ,sadness,"[0.19658391, 0.899386, 0.82857686, 0.0017172629, 0.95642024, 0.4424746]",0.95642024
sadness,I lost my pin today. . . . . ,sadness,"[0.48264366, 0.77118045, 0.6264745, 0.015152772, 0.9382711, 0.71924424]",0.9382711
fear,"Life is a game, the chips fall where they may but most times they don't fall where you want them ",surprise,"[0.81257385, 0.5716479, 0.49921203, 0.65188485, 0.8094171, 0.8829756]",0.8829756
joy,"Bout to lay it down, im tired . . Tmrws gonna feel so long considering I haven't had school for a week ",sadness,"[0.30946448, 0.2718564, 0.23947507, 0.0763232, 0.7365252, 0.20556006]",0.7365252
anger,YOU DIRTY LITTLE RASCAL. GO BACK TO YOUR SHIT HOLE HOME AND DONT EVER TOUCH MY GOALIE. ,disgust,"[0.8119605, 0.9603186, 0.8802177, 0.010257041, 0.7053439, 0.11858725]",0.9603186
sadness,"My newer, slightly-preferred non-Starbucks coffee shop in WestCo closed. ",sadness,"[0.35999537, 0.5014622, 0.46970764, 0.020333707, 0.82856, 0.75804543]",0.82856
joy,Muse in studio working on new album. ,joy,"[0.10582545, 0.005654211, 0.06681746, 0.43096653, 0.008052418, 0.2016153]",0.43096653
joy,Joy and fear share the same pathway in your brain. One cannot exist at the same time as the other. Which do u choose?  ,surprise,"[0.00025720499, 0.00036520124, 0.03260807, 0.011952114, 0.001320191, 0.15220904]",0.15220904
joy,Nothing beats getting a Christmas card from friends amp seeing that a pic u took of them is their Xmas card! + nd inside! photography ,joy,"[0.0011410268, 0.00016437891, 0.001928125, 0.9194986, 0.0010606231, 0.8729392]",0.9194986
sadness,I hate waking up in the morning and my babes not there next to me ( ,sadness,"[0.7683539, 0.9049381, 0.8927812, 0.002819375, 0.98994446, 0.022440832]",0.98994446
surprise,"After watching the new 'The Thing' I can't get the original's music out of my head. Lubbly! (new film ok, not as good as original) ",fear,"[0.08468305, 0.0017729113, 0.47813332, 0.044790626, 0.3203139, 0.24683794]",0.47813332
disgust,Jaguars had like monday night football games ,anger,"[0.37185773, 0.30571473, 0.20986407, 0.08519371, 0.33058134, 0.22056542]",0.37185773
joy,Fuquay parade! ! time to perform some happines! ! ) ,joy,"[0.0034019495, 0.00063008035, 0.0009796409, 0.9573266, 0.0004565665, 0.5003203]",0.9573266
surprise,Hele avond druk bezig geweest. Ben slimmer geworden in het oplossen van knutselproblemen. Ik zuig nog steeds hard in knutselen. ,anger,"[0.07573032, 0.044288438, 0.0577024, 0.024160866, 0.06679935, 0.014505653]",0.07573032
sadness,I wish I was in london so I could go to trafalgar square  I wish I could meet you all ,sadness,"[0.13029115, 0.007938171, 0.04351917, 0.26019126, 0.71728987, 0.04658556]",0.71728987
sadness,today was national kiss day. . . and my boyfriend wasnt here. . . ( ,sadness,"[0.62726873, 0.39402485, 0.4394895, 0.04374576, 0.6635384, 0.6254459]",0.6635384
surprise,Want to let your parents know that your gay? Tell them at Xmas dinner. ,surprise,"[0.15816528, 0.4299929, 0.2542076, 0.11734212, 0.61120224, 0.74748814]",0.74748814
joy, you have incredible talent! ! ! ! Sharing your video with everyone ) christmas ,joy,"[0.057963062, 0.00014068348, 0.0019808975, 0.84049976, 0.0001979808, 0.5017064]",0.84049976
surprise,Came out of my room and Aaron came in and was laying on our couch watching tv waiting for somebody to come into the living room ,sadness,"[0.47542086, 0.63333696, 0.63503724, 0.4452079, 0.6716975, 0.16195977]",0.6716975
joy,Well I embarrassed myself in my dance exam ,disgust,"[0.61951, 0.9716904, 0.5185518, 0.0039909394, 0.970259, 0.90700233]",0.9716904
sadness,"So I deleted the angry birds app on my phone because I didn't know how to. play ,( ",sadness,"[0.18333156, 0.48917472, 0.291805, 0.0028850809, 0.71673685, 0.27984285]",0.71673685
joy,"Que rabia en vísperas de la gran fiesta me pongo mala ,la digo a mi madre que estoy mejor pero . . . no funciona ,no voy a ( ",sadness,"[0.7766337, 0.8717337, 0.9404018, 0.012780095, 0.9744039, 0.32712194]",0.9744039
anger,I don't know why but i really just want to kick the shit of you. ,anger,"[0.9653005, 0.7127668, 0.0871081, 0.1126889, 0.09763187, 0.24812943]",0.9653005
joy,"When I see an organ grinder with a monkey wearing a top hat, my reaction is the same as seeing a chubby dude in skinny jeans. laughter ",surprise,"[0.0029959804, 0.0009924151, 0.0017890306, 0.14705376, 0.0008932217, 0.64389664]",0.64389664
surprise,my mom just made me carry in a inch tv with my eyes closed because it was my christmas present. ,surprise,"[0.36978072, 0.37218973, 0.5441775, 0.28701305, 0.5616805, 0.73135054]",0.73135054
surprise,Surprising twitter less Brooke and Sarah for their birthdays them ,surprise,"[0.37729493, 0.33721563, 0.17293984, 0.3478174, 0.6212513, 0.99402446]",0.99402446
joy,"On my birthday, this happened Oslo was covered in snow, all Italian teams are through and only two English teams are through. ",disgust,"[0.32796055, 0.807879, 0.52048385, 0.03061291, 0.778121, 0.6450867]",0.807879
joy,Day off haircut then work on multiple homework O ,sadness,"[0.053107593, 0.06615691, 0.06924808, 0.022825195, 0.09285821, 0.06346375]",0.09285821
joy," I love so much that youre a lt lt lt cant stop listening to quotchristmas, baby please come homequot. ",joy,"[0.0014613215, 0.00019484751, 0.0011679071, 0.8025543, 0.0027489015, 0.02239782]",0.8025543
sadness,And here come the tears. . . I wish my life was a chick flick. ,sadness,"[0.034899697, 0.1303973, 0.14393684, 0.00144681, 0.9352836, 0.17772573]",0.9352836
joy,quotFind in life the mere sense of living is enough. quotxAEmily Dickinson quote ,joy,"[0.006767693, 0.00062803295, 0.000725875, 0.71793693, 0.0011591879, 0.0043082647]",0.71793693
disgust,. . . because we know everybody likes their fair share of insider information. Isn't that right   ,joy,"[0.01766418, 0.0005507564, 0.020408249, 0.7525778, 0.017434511, 0.11019027]",0.7525778
joy,"Time for bed, finally ( / ",sadness,"[0.067497306, 0.1742484, 0.09299448, 0.10425845, 0.47343343, 0.0031159134]",0.47343343
sadness,That awkward moment when a fat guy cockblocks you away from a hot guy. shuttleride ,sadness,"[0.42519036, 0.6211634, 0.40106967, 0.0010520092, 0.6561488, 0.016921457]",0.6561488
sadness, you lucky duck! ! ! i live in michigan. where NO ONE comes. ,surprise,"[0.23755059, 0.38797823, 0.07598368, 0.32997367, 0.005166015, 0.3969162]",0.3969162
fear," Oh god, the drunken disorderlyness on Sat night was outrageous amp the has set in nicely! Hope u had a good one  ",anger,"[0.9244267, 0.88809013, 0.15789934, 0.014740769, 0.16579153, 0.014716371]",0.9244267
sadness,Got my script for the play! ! Kinda sad w/ my talking amount ,sadness,"[0.38630748, 0.8205266, 0.4178595, 0.007840336, 0.9563783, 0.16887495]",0.9563783
anger,"pissed the fuck off, aboutta just go to the gym to take my out ",anger,"[0.99807334, 0.97493356, 0.6032714, 0.00091871864, 0.8647403, 0.10664632]",0.99807334
sadness,I almost feel sry for people who allow their futures be as empty as their minds. ,sadness,"[0.29326195, 0.2656025, 0.32753077, 0.0006943908, 0.97781986, 0.07932103]",0.97781986
surprise,This sweet lady at the market complimented me on my outfit and said you're so cute you probably have a g/f. ,joy,"[0.0014944274, 6.589046e-05, 0.02241305, 0.6493073, 0.006728621, 0.39585412]",0.6493073
joy, WHERE? ! So jealous. I'm writing my dissertation all day tomorrow. Festive BahHumbug AhBumhug ,joy,"[0.023808017, 0.03717562, 0.021073703, 0.17779425, 0.006132181, 0.07269262]",0.17779425
sadness, hi sexc i miss you we didnt play this weekend ,sadness,"[0.17749763, 0.00078537664, 0.010583737, 0.2450697, 0.9568681, 0.011006737]",0.9568681
joy,got a word drama play review to write some point this evening ,anger,"[0.583921, 0.0034415673, 0.10594417, 0.24266233, 0.13932483, 0.4791116]",0.583921
surprise,Anti-abortionist on Today choosing to ignore solid evidence that undermines his case. ,disgust,"[0.5948313, 0.7544384, 0.4726327, 0.011703958, 0.71352655, 0.5514321]",0.7544384
