labels,text,emo_name,prob_emo_name,prob_max
joy,"Still got about half of my homework to do, and an algebra quiz to study for. Then gotta be at school EXTRA early. schoolsadrag ",sadness,"[0.18702763, 0.25373298, 0.27527896, 0.013699112, 0.5498931, 0.16038062]",0.5498931
anger,Why won't my make the cute tweet sound when I get tweets? ! It is set to tweet mode! ,anger,"[0.4313479, 0.1416364, 0.11422794, 0.017496904, 0.108628556, 0.043229792]",0.4313479
joy,Happy Holidays. Let the family drama begin. ,anger,"[0.39443752, 0.010360917, 0.06059841, 0.011525488, 0.10078101, 0.024318736]",0.39443752
fear,Eventually I will get tired of running . . . ,fear,"[0.21551657, 0.32384586, 0.42075032, 0.012865976, 0.33312622, 0.31765413]",0.42075032
fear,We nah ah nah ah nobody xAWe nah talk from nobody xANo bowy nah badda Dan weeeee xAsuckyuhmummapussyhole ,disgust,"[0.40758705, 0.92895657, 0.2655432, 0.10682159, 0.4055933, 0.20445393]",0.92895657
sadness,Ugh the rain has ruined my toms nooooooo ,disgust,"[0.69932956, 0.914316, 0.3704332, 0.0021063555, 0.90541655, 0.22811596]",0.914316
joy,Driving into Chicago for a doctors appointment. ,fear,"[0.05048486, 0.028048491, 0.22190918, 0.033518128, 0.068388276, 0.058382437]",0.22190918
joy," a Terrific Thanksgiving to you hon! love peace and,,,,,music! ) Have a great one. ",joy,"[0.058529656, 0.28190908, 0.77469385, 0.99252534, 0.042803045, 0.8924981]",0.99252534
surprise,heb niet genoeg papier voor mijn balen P en dan zijn de kados nog te groot ,sadness,"[0.5502515, 0.41489765, 0.40388995, 0.05480467, 0.6188702, 0.60831684]",0.6188702
joy,In Detroit. Now to airport people watch for hours 'till my next flight. . . . . ,fear,"[0.17974094, 0.16611545, 0.2968733, 0.023355577, 0.24928781, 0.117402524]",0.2968733
sadness,At least I hope so. My visa is still under assessment ,fear,"[0.81556827, 0.7442364, 0.8305992, 0.6024852, 0.65138113, 0.6589613]",0.8305992
joy,These wonderful things are the things we remember all through our lives. ,joy,"[0.0018364212, 0.0007005391, 0.0036565443, 0.9250556, 0.00095138245, 0.3803453]",0.9250556
joy,"To celebrate the rainy day, Hannah and I are sipping tea, watching quotThe Nutcrackerquot and letting Josh play with all the Legos. ",joy,"[0.019697607, 0.025296703, 0.14753573, 0.6558777, 0.023104474, 0.11117462]",0.6558777
joy,My bb doesn't recognise the work quotfuckquot there for it can be spelt in what ever manner I please ,disgust,"[0.037998278, 0.11100317, 0.0028597983, 0.019015672, 0.017400758, 0.05276268]",0.11100317
anger,Fuck this bs wait. Now I'm pissed off. ,anger,"[0.99239117, 0.982428, 0.3957128, 0.007681401, 0.15378702, 0.85621506]",0.99239117
joy,quotgive it two months but if it's like mine. . prolly a year / quot LMFAOOOOOOOOOOOOOO ,fear,"[0.44911835, 0.29319945, 0.62045115, 0.030037249, 0.56722325, 0.15584767]",0.62045115
joy,Time for my annual Sunday prokastinated homework. ,sadness,"[0.12379048, 0.1571469, 0.14705294, 0.008523892, 0.17625603, 0.085408315]",0.17625603
sadness,I love  but he doesn't love me back ( ,sadness,"[0.4655225, 0.03432007, 0.25035113, 0.020628935, 0.7653133, 0.21755883]",0.7653133
joy,"Very upset about my fluctuating twitter follower count. When I'm just bout to hit it drops a little. Oh well, work calls ",anger,"[0.1647557, 0.05360188, 0.0961838, 0.008997835, 0.08897491, 0.040710267]",0.1647557
sadness,my heart just broke a little when i remembered all my coffee cups are in my office. no coffee this morning. ,sadness,"[0.030999226, 0.043857284, 0.73407084, 0.0008538081, 0.9958002, 0.44605705]",0.9958002
joy,Get to finish this exciting Sunday with a show about midgets ,joy,"[0.18634032, 0.04502576, 0.15544997, 0.42312914, 0.0076595843, 0.27186474]",0.42312914
sadness,Still can't believe  has left so SAD. Love u always Mr Bell. ,sadness,"[0.009920202, 0.0021269054, 0.08690018, 0.0013653185, 0.98354554, 0.113685146]",0.98354554
surprise," schat jou ketting licht nog hier, mag ik die straks om ? ",fear,"[0.48072675, 0.400807, 0.58079183, 0.28922057, 0.31782225, 0.46317732]",0.58079183
surprise,Nothing better than coming home to flowers and dinner from the boy. . . best ,joy,"[0.0040668915, 0.0059671635, 0.007992182, 0.9320783, 0.0023685668, 0.92329514]",0.9320783
surprise,Surprising my boyfriend this weekend with a trip to Stan hywet hall ) somethingtolookforwardto ,surprise,"[0.018558811, 0.005953481, 0.029916909, 0.963716, 0.0040526288, 0.988027]",0.988027
sadness,"I can't leave for lunch for another hour, and all I'm doing is searching for pix of Todd Haley yelling to sigh over. withyelling ",anger,"[0.9271641, 0.72739065, 0.3247609, 0.45298165, 0.90852994, 0.39336532]",0.9271641
surprise, check please your mailbox would you please give a message back to  and  ? ? ? THANKS ) ,joy,"[0.041212488, 0.0061034895, 0.075178824, 0.37958178, 0.04358908, 0.12530048]",0.37958178
sadness,  can't call sex line. Has to be ,surprise,"[0.00894677, 0.022216551, 0.09756508, 0.009260021, 0.010035168, 0.41031137]",0.41031137
joy,so it turns out you can see through my pants that I wore for the entire day . _. ,sadness,"[0.4940031, 0.35718474, 0.28528973, 0.0024912404, 0.84897256, 0.59473413]",0.84897256
joy,quotIt is not that makes us grateful. It is gratitude that makes xAus joyful. quot - David Rast ,joy,"[0.0332115, 0.014525883, 0.08995167, 0.409508, 0.026067857, 0.11214692]",0.409508
anger, fucking email from Sarah. she's so mad at us. ,anger,"[0.97956306, 0.7877103, 0.4555128, 0.0029837054, 0.45407817, 0.17144743]",0.97956306
disgust, ewwwwe McDonald's is soooo I'm so anti McDonald's and they're to expensive and don't even fill u up done ,disgust,"[0.7075002, 0.915717, 0.09966351, 0.008953448, 0.70943105, 0.11113739]",0.915717
surprise,Breaking dawn was actually so good ,joy,"[0.036571242, 0.011958658, 0.089585885, 0.89743984, 0.0073383967, 0.62706244]",0.89743984
surprise, well theres no hoodrats over here lol but I like it alot over here ^_^ got my first snow day today! ,surprise,"[0.025826365, 0.024135077, 0.043576166, 0.07637264, 0.0052665495, 0.17634338]",0.17634338
sadness, I made a point to get my girls together and go lingerie shopping on Sunday bc what I have now is lol ,disgust,"[0.15650652, 0.23966031, 0.2168524, 0.06642666, 0.21105418, 0.13156314]",0.23966031
surprise,headphones officially broken. guess that means the roommates are going to be subjected to my music and netflix. - idontcare ,surprise,"[0.03836336, 0.045735687, 0.017580852, 0.056035753, 0.080033146, 0.09623489]",0.09623489
sadness,He don't love me. like he. love his IPhone. ,sadness,"[0.2712064, 0.120696016, 0.11611693, 0.015153996, 0.65945923, 0.10784314]",0.65945923
anger,"is short, live it. is rare, grab it. is bad, dump it. Fear is awful, face it. Memories are sweet, cherish it. ",fear,"[0.016133174, 0.010979494, 0.07800337, 0.038358755, 0.019374933, 0.022577386]",0.07800337
joy,"Waking up early to curl my hair, ",joy,"[0.09322677, 0.020838056, 0.06994375, 0.57077616, 0.018563967, 0.35914144]",0.57077616
sadness, wanna call me you broken girl! But are those guess jeanns that ripped ,sadness,"[0.11051935, 0.044902246, 0.09252766, 0.013599814, 0.17907281, 0.08838092]",0.17907281
joy,Plan for the last assignment is done. Just need to write the bloody thing now. ,anger,"[0.7822854, 0.5720832, 0.41667262, 0.14260411, 0.3301186, 0.053165037]",0.7822854
joy,I should probably get to bed at a decent time tonight since I'm starting my big girl job tomorrow. ,fear,"[0.15389732, 0.15221512, 0.51243526, 0.1329676, 0.17723113, 0.19136104]",0.51243526
joy,Stomach flu today! -/ ,disgust,"[0.004308416, 0.69316137, 0.11323042, 0.002637839, 0.2704353, 0.2071853]",0.69316137
joy,Don't ask who will love Me! Who do you love? caring ,surprise,"[0.014696333, 0.0057960716, 0.038974866, 0.06029753, 0.024434967, 0.12655264]",0.12655264
joy,Wow. That was easier than I thought. Payment is reinstated. Thanks pdoc letter! money ,surprise,"[0.06982577, 0.017688313, 0.07856026, 0.29062113, 0.015170694, 0.7294956]",0.7294956
fear,"If we deny that is given to us,if we refuse to give love because we pain or loss,then our lives will be empty,our loss greater. ",sadness,"[0.3240638, 0.17532171, 0.68830866, 0.13158455, 0.77341783, 0.17235331]",0.77341783
disgust,"Krallice's new album is awesome, why was I such a fool to pass this up earlier this year. ",joy,"[0.098517224, 0.0034984697, 0.049309406, 0.32838377, 0.005973899, 0.31523338]",0.32838377
joy,Laying in bed at my parents house watching tv amp eating chocolate. Hello my names Julie Foreskin amp I'm again ,joy,"[0.031992346, 0.04414416, 0.07130576, 0.16926487, 0.05933525, 0.12508224]",0.16926487
fear,saw on the tv stand. they smelled like a combination of and shame. if that btch thinks i'm wearing them. . . ,disgust,"[0.89356416, 0.9262058, 0.77380776, 0.003894264, 0.72068095, 0.06818998]",0.9262058
sadness,I lost my pin today. . . . . ,sadness,"[0.66999936, 0.59759676, 0.60103905, 0.0020755432, 0.8984792, 0.48050213]",0.8984792
fear,"Life is a game, the chips fall where they may but most times they don't fall where you want them ",anger,"[0.5304266, 0.384716, 0.45066944, 0.14182968, 0.48225605, 0.5156755]",0.5304266
joy,"Bout to lay it down, im tired . . Tmrws gonna feel so long considering I haven't had school for a week ",fear,"[0.112136155, 0.124680996, 0.13278952, 0.029096326, 0.09790985, 0.11773379]",0.13278952
anger,YOU DIRTY LITTLE RASCAL. GO BACK TO YOUR SHIT HOLE HOME AND DONT EVER TOUCH MY GOALIE. ,anger,"[0.9645528, 0.9420549, 0.68482214, 0.022805633, 0.3611652, 0.1916981]",0.9645528
sadness,"My newer, slightly-preferred non-Starbucks coffee shop in WestCo closed. ",sadness,"[0.50509584, 0.2656225, 0.50192297, 0.004289487, 0.77743936, 0.31043413]",0.77743936
joy,Muse in studio working on new album. ,joy,"[0.17643629, 0.066590734, 0.117839895, 0.5320646, 0.073058024, 0.26338938]",0.5320646
joy,Joy and fear share the same pathway in your brain. One cannot exist at the same time as the other. Which do u choose?  ,joy,"[0.061530147, 0.03363057, 0.2537745, 0.28681183, 0.033230167, 0.051409755]",0.28681183
joy,Nothing beats getting a Christmas card from friends amp seeing that a pic u took of them is their Xmas card! + nd inside! photography ,joy,"[0.033766784, 0.0012633656, 0.037620008, 0.9750436, 0.001297343, 0.95669645]",0.9750436
sadness,I hate waking up in the morning and my babes not there next to me ( ,sadness,"[0.6357205, 0.36990288, 0.443412, 0.0010175732, 0.95012456, 0.1861713]",0.95012456
surprise,"After watching the new 'The Thing' I can't get the original's music out of my head. Lubbly! (new film ok, not as good as original) ",sadness,"[0.15447313, 0.2105435, 0.27407444, 0.12449936, 0.6562939, 0.20319146]",0.6562939
disgust,Jaguars had like monday night football games ,joy,"[0.42550147, 0.097578645, 0.29708973, 0.5407548, 0.07747017, 0.30134597]",0.5407548
joy,Fuquay parade! ! time to perform some happines! ! ) ,joy,"[0.0055094096, 0.0029474853, 0.014921383, 0.974001, 0.005898451, 0.21705264]",0.974001
surprise,Hele avond druk bezig geweest. Ben slimmer geworden in het oplossen van knutselproblemen. Ik zuig nog steeds hard in knutselen. ,sadness,"[0.17962968, 0.2934666, 0.39442465, 0.02235025, 0.6545995, 0.18670192]",0.6545995
sadness,I wish I was in london so I could go to trafalgar square  I wish I could meet you all ,joy,"[0.098163076, 0.026205668, 0.047355976, 0.25997332, 0.052117694, 0.08292755]",0.25997332
sadness,today was national kiss day. . . and my boyfriend wasnt here. . . ( ,sadness,"[0.6431648, 0.41865093, 0.59454453, 0.03517558, 0.84312665, 0.3360342]",0.84312665
surprise,Want to let your parents know that your gay? Tell them at Xmas dinner. ,surprise,"[0.07354452, 0.118297726, 0.056519154, 0.0739696, 0.05620776, 0.20891973]",0.20891973
joy, you have incredible talent! ! ! ! Sharing your video with everyone ) christmas ,joy,"[0.011153612, 0.008049155, 0.11286152, 0.7161761, 0.011118075, 0.27476066]",0.7161761
surprise,Came out of my room and Aaron came in and was laying on our couch watching tv waiting for somebody to come into the living room ,surprise,"[0.2622998, 0.08389634, 0.12668267, 0.31077728, 0.23954156, 0.32832763]",0.32832763
joy,Well I embarrassed myself in my dance exam ,disgust,"[0.30089965, 0.87275285, 0.33678237, 0.029080026, 0.36738518, 0.45503747]",0.87275285
sadness,"So I deleted the angry birds app on my phone because I didn't know how to. play ,( ",anger,"[0.73189956, 0.102961734, 0.14063646, 0.011947666, 0.20240739, 0.10336923]",0.73189956
joy,"Que rabia en vísperas de la gran fiesta me pongo mala ,la digo a mi madre que estoy mejor pero . . . no funciona ,no voy a ( ",anger,"[0.82653975, 0.15961364, 0.53280866, 0.028641028, 0.8142434, 0.14487264]",0.82653975
anger,I don't know why but i really just want to kick the shit of you. ,anger,"[0.95521325, 0.78860736, 0.11680673, 0.007395715, 0.08111251, 0.18053278]",0.95521325
joy,"When I see an organ grinder with a monkey wearing a top hat, my reaction is the same as seeing a chubby dude in skinny jeans. laughter ",surprise,"[0.0030952722, 0.00863944, 0.0044531166, 0.17015068, 0.004124762, 0.22889484]",0.22889484
surprise,my mom just made me carry in a inch tv with my eyes closed because it was my christmas present. ,fear,"[0.36878595, 0.115832806, 0.52230674, 0.011356708, 0.23056611, 0.16667883]",0.52230674
surprise,Surprising twitter less Brooke and Sarah for their birthdays them ,surprise,"[0.015126942, 0.0076320986, 0.1313838, 0.2577958, 0.010760877, 0.9398097]",0.9398097
joy,"On my birthday, this happened Oslo was covered in snow, all Italian teams are through and only two English teams are through. ",sadness,"[0.1594262, 0.043629836, 0.109043546, 0.0070812916, 0.3040456, 0.20238939]",0.3040456
joy,Day off haircut then work on multiple homework O ,fear,"[0.048184097, 0.02976881, 0.08664074, 0.014075162, 0.050626066, 0.05217163]",0.08664074
joy," I love so much that youre a lt lt lt cant stop listening to quotchristmas, baby please come homequot. ",joy,"[0.0031558224, 0.000530831, 0.005064357, 0.83943707, 0.006996294, 0.09319373]",0.83943707
sadness,And here come the tears. . . I wish my life was a chick flick. ,sadness,"[0.005338582, 0.01030651, 0.09532924, 0.001830865, 0.96318406, 0.0283843]",0.96318406
joy,quotFind in life the mere sense of living is enough. quotxAEmily Dickinson quote ,joy,"[0.26948407, 0.17081162, 0.22250295, 0.72669494, 0.2665131, 0.43564242]",0.72669494
disgust,. . . because we know everybody likes their fair share of insider information. Isn't that right   ,joy,"[0.029547013, 0.020596974, 0.2376691, 0.49886167, 0.048201475, 0.2330726]",0.49886167
joy,"Time for bed, finally ( / ",surprise,"[0.055854443, 0.117248386, 0.11091405, 0.39688474, 0.087118365, 0.40340316]",0.40340316
sadness,That awkward moment when a fat guy cockblocks you away from a hot guy. shuttleride ,fear,"[0.042854182, 0.023274092, 0.0687756, 0.0009852077, 0.032937735, 0.019671476]",0.0687756
sadness, you lucky duck! ! ! i live in michigan. where NO ONE comes. ,anger,"[0.049056355, 0.020563642, 0.01596331, 0.007729092, 0.011294824, 0.0054572867]",0.049056355
fear," Oh god, the drunken disorderlyness on Sat night was outrageous amp the has set in nicely! Hope u had a good one  ",anger,"[0.29827386, 0.02031406, 0.019587256, 0.038198713, 0.010114578, 0.03656704]",0.29827386
sadness,Got my script for the play! ! Kinda sad w/ my talking amount ,sadness,"[0.070711374, 0.10152903, 0.08486698, 0.13402462, 0.42601973, 0.07137152]",0.42601973
anger,"pissed the fuck off, aboutta just go to the gym to take my out ",disgust,"[0.71073693, 0.9499107, 0.25618398, 0.09632808, 0.044574164, 0.14943838]",0.9499107
sadness,I almost feel sry for people who allow their futures be as empty as their minds. ,sadness,"[0.033280592, 0.002649292, 0.58190006, 0.033247862, 0.95683783, 0.09824843]",0.95683783
surprise,This sweet lady at the market complimented me on my outfit and said you're so cute you probably have a g/f. ,joy,"[0.008241603, 0.0041178707, 0.13630296, 0.45457843, 0.009000222, 0.22307788]",0.45457843
joy, WHERE? ! So jealous. I'm writing my dissertation all day tomorrow. Festive BahHumbug AhBumhug ,surprise,"[0.0031758046, 0.0013357372, 0.002468153, 0.00720422, 0.0019280656, 0.027163593]",0.027163593
sadness, hi sexc i miss you we didnt play this weekend ,sadness,"[0.0791655, 0.031509563, 0.29080787, 0.12520586, 0.82088834, 0.4039692]",0.82088834
joy,got a word drama play review to write some point this evening ,surprise,"[0.18244314, 0.15644568, 0.2759055, 0.13042915, 0.10203972, 0.28303975]",0.28303975
surprise,Anti-abortionist on Today choosing to ignore solid evidence that undermines his case. ,anger,"[0.6100249, 0.5112, 0.54322565, 0.016587248, 0.5410371, 0.14876421]",0.6100249
joy, Yep oh btw Going to B lunch wont help the fact that its a A lunch cypher! ,sadness,"[0.07851809, 0.014564609, 0.056576353, 0.0038676749, 0.11496367, 0.023943318]",0.11496367
fear, I live about an hour from Burbank too. Maybe I will purchase today and get it by Fri so I can watch it before ,sadness,"[0.14161694, 0.0715871, 0.15123376, 0.13820457, 0.15955746, 0.105891615]",0.15955746
surprise, yes please enjoy Thanksgiving amp black friday ,joy,"[0.004319281, 0.00036988975, 0.011202829, 0.9177247, 0.0014040986, 0.043876424]",0.9177247
anger,Omg secretary Jun's jealous! He slammed the table! ,anger,"[0.94665426, 0.034573246, 0.06514798, 0.00218588, 0.03720539, 0.47011873]",0.94665426
joy,"used this mascara that I really liked as I'm going to bed,I realize it refuses to come off. quotSemipermanent lash tintquot ",surprise,"[0.6758733, 0.42132622, 0.7146206, 0.3581504, 0.71211046, 0.8447185]",0.8447185
surprise,wrote a page paper in one sitting AND its good goodnight ,joy,"[0.08763396, 0.006631921, 0.06792454, 0.42637625, 0.0044571557, 0.40446168]",0.42637625
sadness, we should be watching  right now at the brat stop sending you my love  hope to see you guys soon! ,joy,"[0.007687913, 0.003318946, 0.0071253176, 0.35465747, 0.012369219, 0.07956131]",0.35465747
surprise,would HAVE! ! RT  Nearly picked up the pot of chili to put on my toast instead of jam. . . . That would of been a nice ,joy,"[0.2816361, 0.32741526, 0.36632308, 0.6592222, 0.04639717, 0.59957844]",0.6592222
surprise,"DEAR TWITTER I am, in fact, A GIRL D forreal thedickisfake ",anger,"[0.22135185, 0.16539463, 0.10388261, 0.0561535, 0.18242308, 0.17787755]",0.22135185
sadness,If cute guys think I'm attractive then why don't I think I'm attractive? ,fear,"[0.3340186, 0.12903947, 0.5293418, 0.11884527, 0.4159368, 0.3362791]",0.5293418
sadness,Life is just an Can't believe I'm heading home. I will miss my friends. ,sadness,"[0.12138399, 0.0670152, 0.16333705, 0.03531382, 0.88582855, 0.75284684]",0.88582855
surprise, I can't wait til my dad comes home and sees the speakers in my basement lmao ,surprise,"[0.21850139, 0.14982712, 0.1681957, 0.16182487, 0.004571247, 0.38094738]",0.38094738
joy,Open your arms and welcome the of today! (◕‿-) You are a gtgt★VERIFIED★★STAR★ ★★★★★★★★★★★★★★★★★ ,joy,"[0.08117852, 0.06108727, 0.13470772, 0.6789827, 0.06293878, 0.32285005]",0.6789827
sadness,last month I bought tickets to the zoo and now I can't afford the train fare to get there ( ,anger,"[0.44744006, 0.15801634, 0.26157224, 0.03983522, 0.4457125, 0.07864875]",0.44744006
anger,Alot of guy make their girls feel insecure amp less of themselves so they could feel more of themselves ,fear,"[0.03684613, 0.03510996, 0.4070126, 0.0043309242, 0.04064955, 0.03890024]",0.4070126
joy,SUCK IT mathlab I'm forever done with you. You didn't teach me anything btw ,disgust,"[0.11688922, 0.4964298, 0.08267754, 0.017325245, 0.14710511, 0.13280118]",0.4964298
surprise,love how when they told me to stand up to sing happy birthday at kabutos I forgot I had undone my pants after i was done eating ,joy,"[0.0044979313, 0.0006085679, 0.035703555, 0.5586614, 0.00074626185, 0.40766597]",0.5586614
surprise,Never woulda guessed this is how today was gunna go. The way my morning went i thought i was fucked. a lovely ,fear,"[0.05504207, 0.0423427, 0.31038788, 0.0011117031, 0.033329822, 0.059574835]",0.31038788
sadness,Why do u continue to speak to Jepthe and u no longer speak to me ? ? ? ? ,sadness,"[0.4313959, 0.14243269, 0.20513418, 0.03908414, 0.45475537, 0.22247103]",0.45475537
sadness,"My throat's still in pain. Darn, it seriously destroyed my plans for the weekend. life ",sadness,"[0.3186245, 0.26286235, 0.2505977, 0.037472185, 0.48980364, 0.19850779]",0.48980364
joy,I just love the fact that I will be spending my weekend playing basketball and studying for exams ineedabreak ,joy,"[0.036104586, 0.0050125336, 0.051101975, 0.6372521, 0.003802886, 0.07936478]",0.6372521
joy,Time to study for human anat ,anger,"[0.1327452, 0.05784323, 0.1004613, 0.06327118, 0.022336878, 0.12044183]",0.1327452
surprise,For all the hard work everyone at Betsson Tech just got iPaded! Everyone here has smiles like kids at Christmas today. Thanks! ,joy,"[0.0033630799, 0.010300826, 0.046786867, 0.9484453, 0.0019748001, 0.75376946]",0.9484453
joy,The simple formula that turns into is looking at it as a learnt lesson. ,fear,"[0.15276812, 0.02744586, 0.19921666, 0.04419268, 0.09863434, 0.16737577]",0.19921666
surprise,waarom lukt het me nooit om in een keer een leuk gedicht te maken xD ,surprise,"[0.38646087, 0.07724329, 0.25489178, 0.06854652, 0.23306936, 0.8926636]",0.8926636
joy,I have been so sick since this morning. my stomach is absolutely killing me. . might have to go to the ER. ,fear,"[0.2082805, 0.81115395, 0.91237766, 0.04407358, 0.6206601, 0.4260019]",0.91237766
surprise,waarom kan ik op google niet eens een plaatje van een rood kruisje van een computer (rechtsboven) vinden? ! O_o nodig voor ! ,sadness,"[0.63179016, 0.31501502, 0.42917615, 0.0050744386, 0.7542033, 0.7488512]",0.7542033
fear,Why is  touching kitten and me so much? What is happening? ,fear,"[0.1519204, 0.16887362, 0.57962984, 0.0044740257, 0.115067, 0.38061556]",0.57962984
joy,I rejoiced when I heard them say 'lets us go to God's house' ,joy,"[0.0017370202, 0.0007412258, 0.009460979, 0.9946414, 0.0011911666, 0.1739712]",0.9946414
fear," When fear knocks on your door, answer with faith! VS Faith” ",fear,"[0.0182573, 0.017554436, 0.6852904, 0.1610173, 0.021636337, 0.21161039]",0.6852904
fear,"quotnot afraid of tomorrow, for I have seen yesterday and I love today lessquot ",disgust,"[0.06969308, 0.27929202, 0.06964606, 0.12842661, 0.09381384, 0.109740525]",0.27929202
disgust,So I was at work and I was emptying the trash in the women's bathroom. Why did I find a tube of Vagisil on the floor? ? ? ,surprise,"[0.41059414, 0.31813434, 0.27648762, 0.020844784, 0.13701041, 0.5960349]",0.5960349
joy,There is a river of flowing through the city of our God-the sacred home of the God above all gods. quot ,joy,"[0.10963708, 0.029561264, 0.24904408, 0.5967397, 0.091715604, 0.28416166]",0.5967397
disgust,What the fuck is wrong with you people? ! ! ,disgust,"[0.7252621, 0.7684096, 0.1876107, 0.0014447889, 0.22543815, 0.1388662]",0.7684096
fear,Adam I was afraid -Gen. ~ Abram Do not be afraid -Gen. ~ Sarah she was afraid-Gen. ~ JacobI was afraid -Gen. ,fear,"[0.585087, 0.4534435, 0.97426605, 0.044184502, 0.6979751, 0.73308194]",0.97426605
sadness,Me siento mal porque mi chino amigo decidio cerrar sus puertas en este dia feriado y no puedo ir a comprar cosas a un lugar cerca ,sadness,"[0.7192044, 0.55928236, 0.5172248, 0.05544042, 0.96608466, 0.35073802]",0.96608466
surprise, told me to tweet her cuz shes gross and has a total of zero friends. . lol ,disgust,"[0.27013996, 0.9159243, 0.19048055, 0.035361692, 0.106971055, 0.1310054]",0.9159243
joy,"The boys are out doing boy-things, the baby is asleep, the sun is shining, I am by the lido about to read papers and have fab breakfast ",joy,"[0.05528041, 0.08037539, 0.33136976, 0.69980204, 0.035691332, 0.62001276]",0.69980204
joy,Please remember to bring in cans for the families in need this holiday season! ,disgust,"[0.13882145, 0.46245703, 0.31409675, 0.34577277, 0.22454314, 0.13968176]",0.46245703
joy,GOD IS GOOD. . . . IS NOT OVER AND HE PROMISED ME AN INCREASE IN THIS YEAR. . . . I SERVE A GOD WHO ALWAYS KEEPS HIS PROMISES YOU HEAR ME. . ,joy,"[0.19865456, 0.72600913, 0.51213413, 0.740978, 0.31615248, 0.48457447]",0.740978
surprise,Wait. . . The mall is open until pm tonight? ! ,surprise,"[0.11228197, 0.04482631, 0.06272174, 0.14345069, 0.015368682, 0.6851528]",0.6851528
surprise,Union salad with too much dressing ,surprise,"[0.04609757, 0.1802418, 0.10839128, 0.09238438, 0.09619625, 0.20734873]",0.20734873
surprise, don't worry there for the Christmas party. Along with some other treats I'm making. ilovechristmas ,joy,"[0.0425386, 0.019328384, 0.3909947, 0.9098896, 0.009358206, 0.64319026]",0.9098896
joy, Just read on Squid's trip to the land of yes. So overwhelmed w/tears. That boy has come a long way! ,sadness,"[0.004509754, 0.005538168, 0.16705856, 0.061895654, 0.5666157, 0.3868863]",0.5666157
joy,"Over the next few weeks, I will post excerpts from my The of a Faith-Filled Life. I hope you'll purchase your copy today! ",joy,"[0.13485736, 0.29786724, 0.21507874, 0.5960693, 0.09264088, 0.19533695]",0.5960693
anger,F YOU Seriously almost got me in a major car accident! ! ! Your lucky I'm a good driver! ! ! ! ,anger,"[0.94943196, 0.911774, 0.51264346, 0.00063249096, 0.0057116016, 0.1867517]",0.94943196
joy,Knows it is a fun night when your taxi is stopped by the police ,joy,"[0.32586724, 0.06678073, 0.17884827, 0.72811645, 0.0058972407, 0.21763639]",0.72811645
sadness,I would go shopping tonight but I don't have any money to shop with brokecollegestudent ,sadness,"[0.69879264, 0.5633247, 0.65795416, 0.1321489, 0.84045297, 0.48540723]",0.84045297
joy,Ah looks like it's that time of the night where  and  take up my entire timeline. But really though. ,fear,"[0.12844439, 0.104249425, 0.21722497, 0.0064017735, 0.09429821, 0.11015835]",0.21722497
anger,"Wow, seriously bummed that  shut down ESPNU CollegeTown. I don't know what I'm going to do with my life now. ",sadness,"[0.15541896, 0.19915596, 0.66379035, 0.0003982127, 0.98948294, 0.11729717]",0.98948294
joy,Oh holidays with the family. . . how joyous it is to hear my father throw fits because the christmas lights aren't doing what he wants. ,joy,"[0.8709199, 0.0016208553, 0.015259966, 0.9325757, 0.0022548866, 0.07826014]",0.9325757
sadness,"ugh I can't leave twitter. but but, need tooo -. - ",sadness,"[0.4165655, 0.4306311, 0.45760673, 0.002017264, 0.46044517, 0.08150187]",0.46044517
surprise,Just threw  a surprise graduation at the theatre. He thought he was in trouble. Ha! ,surprise,"[0.033201944, 0.007943351, 0.5091761, 0.059614766, 0.002810511, 0.68737906]",0.68737906
joy,"--- she does wat she want to prove to bitches. . . . I dnt want wat u have but no matter hw much drama u create, i still can get it -) ",anger,"[0.120725706, 0.0364667, 0.0625759, 0.009402201, 0.040531706, 0.015423328]",0.120725706
sadness,Walking down the street and my knee just gave out on me. When I fell it looked like haha ,surprise,"[0.018283578, 0.03065442, 0.03518055, 0.02250414, 0.0065000774, 0.124909274]",0.124909274
sadness,Aww I just saw a commercial for the Hallmark recording stories. A troop got a Charlie Brown one from his son and wife( ,sadness,"[0.002009113, 0.0019025693, 0.04395662, 0.22668731, 0.25964108, 0.055023238]",0.25964108
joy,"After working at this travel agency for years, my supervisor finally got my name right today. He said Amisa amp not Anisa. ",surprise,"[0.09374197, 0.037639577, 0.1483837, 0.1629051, 0.061843336, 0.22169185]",0.22169185
sadness,Grease burns hurt like a mother ,joy,"[0.20013644, 0.2929117, 0.1349818, 0.35529035, 0.068924434, 0.28778237]",0.35529035
joy,The murderer side of me is coming out in this book. ,anger,"[0.43202135, 0.1637582, 0.27945995, 0.0010466679, 0.042095035, 0.16109097]",0.43202135
sadness,i wish i had time to work out during the week ,surprise,"[0.3237732, 0.27961478, 0.23294045, 0.29145527, 0.3016263, 0.41273588]",0.41273588
joy,i tweet for hour and twitter jails me for hours   wonderfulthings ,joy,"[0.028147211, 0.0026731177, 0.02163727, 0.06487477, 0.0024988272, 0.036517423]",0.06487477
surprise,Je préssens la happy end. ,joy,"[0.015896406, 0.0045843516, 0.036838856, 0.9714215, 0.0038148526, 0.065369226]",0.9714215
joy,Willy wonks and the chocolate factory! ! ,joy,"[0.19983792, 0.06068829, 0.0520267, 0.2888165, 0.008940397, 0.15286279]",0.2888165
