labels,text,expr_emo,prob_expr_emo,prob_max
joy,A weekend full of babysitting lol and did I mention  Wants to pull and all nighter on Saturday to study! Excuse me? nerd ,surprise,"[0.86295456, 0.6888738, 0.5254003, 0.17587101, 0.18960197, 0.99431026]",0.99431026
fear,Put a snake in front of me and I'll pet it. . . put a rat in its place and I will stop breathing. . . ,anger,"[0.8768129, 0.63856256, 0.8083632, 0.0509042, 0.72142357, 0.7659865]",0.8768129
sadness, quotWhose Wiz Khalifa? quot shake of the head in disbelief. . ,surprise,"[0.88205326, 0.97769004, 0.3939386, 0.0040216087, 0.69666225, 0.997889]",0.997889
sadness,left my coffee and muffin in my last class ( fml ,surprise,"[0.95694864, 0.94322866, 0.9158016, 0.13863046, 0.97635275, 0.9804803]",0.9804803
surprise, I made my sisters wrap their own presents once. ,anger,"[0.89226586, 0.8238755, 0.7781785, 0.2648314, 0.85140556, 0.7953831]",0.89226586
joy,Waking up early tomorrow to finish assignment ,surprise,"[0.1305153, 0.058166236, 0.049124382, 0.15704228, 0.126718, 0.29974082]",0.29974082
joy,I'm so tired and I have to work tonight still. ,sadness,"[0.87950206, 0.77360296, 0.9729831, 0.006459856, 0.99053335, 0.2741361]",0.99053335
surprise,I guess I'm about to call it a night. . Stupid Netflix isn't working again. . . neednewinternet ,anger,"[0.993856, 0.9877314, 0.98069555, 0.01583647, 0.9927133, 0.98017156]",0.993856
joy,Today i ate la paz batchoy for lunch ,joy,"[0.07381887, 0.06426677, 0.1682971, 0.9497301, 0.60176617, 0.9312706]",0.9497301
sadness,  jealousy. And them not playing anywhere near me the rest of the year? / ,anger,"[0.9963617, 0.96407485, 0.64232326, 0.0009179246, 0.80904794, 0.99027705]",0.9963617
sadness,Lapit kn dating. Magiging friends pb tyo? ? ? Magppansinan pb? ? ? O wala na tlga chance to talk ,surprise,"[0.12535976, 0.057158194, 0.07047081, 0.36239085, 0.42185757, 0.6875952]",0.6875952
fear,said As simbu is close friend of wont release his movie source zeetamil shameless escape mayakkamenna ,anger,"[0.8314635, 0.4196353, 0.7344394, 0.07822838, 0.827729, 0.7849335]",0.8314635
sadness, Yeah it does! Esp. since I want to pursue an acting career Dreams ,surprise,"[0.026659139, 0.029968595, 0.036623064, 0.9845041, 0.10351383, 0.99723023]",0.99723023
sadness,been waiting for this moment for forever . . . . . just too scared to to . ,fear,"[0.2305507, 0.4062454, 0.9800709, 0.018660208, 0.94252944, 0.23984984]",0.9800709
joy,Hectic work day and back tomorrow. sarcasm ,anger,"[0.99326587, 0.9711104, 0.121717356, 0.011146315, 0.03923629, 0.9162183]",0.99326587
joy,wooWOOF Hear bells ringingamptweeps singing Holidays are so near Itz a wondrful time of th year Wishes for amp good Cheer uampurs ,joy,"[0.010342608, 0.012806732, 0.017978715, 0.9970763, 0.03307258, 0.9906204]",0.9970763
joy,Just walking in the door of  makes me full of the atmosphere the prices the smell. . . It's all great. xx ,joy,"[0.007835297, 0.005039041, 0.006856166, 0.9963625, 0.00546623, 0.9780005]",0.9963625
sadness,gonna be at work during the game today. ,sadness,"[0.63745916, 0.62934285, 0.57312876, 0.3380525, 0.852756, 0.71450925]",0.852756
fear,I seem to have lost my coffee mug between here and West Des Moines. . . ,surprise,"[0.9609961, 0.8963378, 0.96473354, 0.055384424, 0.9796386, 0.99320024]",0.99320024
joy," Hi brother, appreciate your talents aqnd I love the band. Just started following today. . . any chance you can follow me back? ",joy,"[0.008541516, 0.002260342, 0.030768951, 0.9888298, 0.08465905, 0.9506326]",0.9888298
joy,All I really want to do right now is sit on the couch amp relax a bit. . . sadly I need to get ready for a holiday party. ,sadness,"[0.27000096, 0.57016677, 0.8996974, 0.02865699, 0.9931746, 0.56577563]",0.9931746
sadness," che sfaiga! Io non so perchè sono così tranquilla, forse perchè ho la consapevolezza di non avere soldi ( ",surprise,"[0.11093994, 0.68063104, 0.40372193, 0.19131543, 0.41569626, 0.9545441]",0.9545441
joy,hours into the trip and my butt is already asleep! This is going to be a long hour ride. ,fear,"[0.289559, 0.91111416, 0.9806887, 0.012728172, 0.6916468, 0.9752839]",0.9806887
surprise,Shoulda went home beat as fuck ,anger,"[0.9965233, 0.9955571, 0.97224593, 0.010054058, 0.98182076, 0.9224984]",0.9965233
joy, These ladies are new to me   but I bet you and  would love them [! ] ,surprise,"[0.04542646, 0.0049825204, 0.023907874, 0.9956605, 0.020824432, 0.9970299]",0.9970299
joy,I found Peace Love Forgiveness Favor amp more In Christ ! ! I will NEVER EVER leave God amp turn back. Never ,surprise,"[0.0053457143, 0.00995023, 0.015774874, 0.91973513, 0.11468864, 0.9383845]",0.9383845
surprise, He know's the rules! It's strictly consensual if you yell ,anger,"[0.9912212, 0.887095, 0.6257903, 0.15323322, 0.46069825, 0.9907637]",0.9912212
anger,"The my motivation to be stronger, the is the passion increased to accomplish more and the Desire increases my hunger! ! ",surprise,"[0.91439384, 0.27307516, 0.063569635, 0.15497752, 0.047385044, 0.99590933]",0.99590933
joy,Washing machine Ruinedddd . . . To the laundrette ,disgust,"[0.9529035, 0.99328995, 0.9490522, 0.04131803, 0.9905667, 0.9889448]",0.99328995
surprise,Wondering how my aunt will react when she finds out I'm a veggie. ,fear,"[0.5896602, 0.46065694, 0.99617344, 0.0016081035, 0.94831055, 0.9681675]",0.99617344
joy,hours sleep and now work ,sadness,"[0.123167746, 0.4525445, 0.17008415, 0.026028147, 0.61722493, 0.6034262]",0.61722493
surprise,Adriana just showed up on the porch. . Hooray for coming home early! ! ,surprise,"[0.011387511, 0.005273759, 0.03296833, 0.9978672, 0.010660343, 0.997943]",0.997943
joy,On the road again. Headed back to the . And then practice. ,surprise,"[0.23227346, 0.24638641, 0.16114758, 0.6385415, 0.112347245, 0.72071004]",0.72071004
fear," not afraid of tomorrow, for I have seen yesterday and I love today less” ",sadness,"[0.16706318, 0.80804926, 0.28729096, 0.10294538, 0.9739885, 0.53968453]",0.9739885
sadness,Can't have my Apple Jacks there's no ice for my milk ( ,surprise,"[0.99326247, 0.99340135, 0.993185, 0.050432514, 0.9932602, 0.99406415]",0.99406415
sadness,Ugh worst night ( ,disgust,"[0.99682426, 0.9981452, 0.9971136, 0.0033254419, 0.99756753, 0.7533646]",0.9981452
joy,Working on Antigone review and assess questions and worksheets. ,sadness,"[0.31540197, 0.28728533, 0.395676, 0.20941342, 0.6050612, 0.49906284]",0.6050612
sadness,"Also, someone took down the Swanson Pyramid of Greatness that was in the lab. ",sadness,"[0.83589756, 0.6054229, 0.7028612, 0.034102656, 0.8549778, 0.831395]",0.8549778
sadness,"All I wanted was a Monday morning makeover, and my salon is closed. ",sadness,"[0.9865124, 0.9407973, 0.96851414, 0.01851343, 0.98862296, 0.98407644]",0.98862296
joy,"Laughter, amp SANTA amp THE LITTLE TEDDY BEAR A Christmas book on amazon paperback amp Kindle ",joy,"[0.0034677808, 0.0047783735, 0.0056698355, 0.99206406, 0.0028868662, 0.95030034]",0.99206406
joy,great night at church! ,surprise,"[0.012398501, 0.00872896, 0.020694304, 0.9970886, 0.01148036, 0.9973072]",0.9973072
surprise,TO CELEBRATE OUR LAUNCH WE HAVE A SNEAKY UP OUR SLEEVE. COPIES OF A SURPRISE. . . WE WILL REVEAL ALL SOON. . . EXCITING ,joy,"[0.018844297, 0.011572049, 0.017266702, 0.98778814, 0.004634115, 0.9795297]",0.98778814
fear,"no one. ,, u give them the respect that is y that they the power. Don't give em shit makem earn it. . . lifelesson ",sadness,"[0.33181527, 0.6566426, 0.49498063, 0.103812315, 0.91225076, 0.7879958]",0.91225076
fear,Driving back to sa and I think my gps has just taken me to the mexican side of austin. . . ,fear,"[0.9023368, 0.81986725, 0.9697752, 0.35943627, 0.96023905, 0.955353]",0.9697752
joy,I think for every hot cup of coffee you buy you should buy one for that person standing on the street outside shivering . . . Just sayin. ,sadness,"[0.97709113, 0.9616129, 0.95915604, 0.05271704, 0.98274946, 0.4296525]",0.98274946
fear,"On the night of Super Dragon's return to action, California will get so see the Dragon's Blood Full Moon. Coincidence? Hell no. ",surprise,"[0.7753796, 0.6799718, 0.72523844, 0.40858704, 0.77145755, 0.97799337]",0.97799337
fear,God? . . You there? I know I don't talk to you much but please watch over me todat. . especially when I get home. ,fear,"[0.058407754, 0.02260045, 0.9566527, 0.021389829, 0.91914004, 0.92600745]",0.9566527
disgust, hahah I get to clean it up when people do that at my work vomvomvom ,disgust,"[0.96106756, 0.9790451, 0.63290113, 0.9288084, 0.29069525, 0.96956384]",0.9790451
joy,. . . running to it on a starry November night in Priceless. ,joy,"[0.039129842, 0.0032157535, 0.1676931, 0.98315215, 0.06640613, 0.96683073]",0.98315215
joy,Rise n shine! Its a beautiful day n I'm filled w/ the and LOVE of Jesus . GetKnowHim relationshipiskey amen ,joy,"[0.0058409935, 0.00263052, 0.0064834487, 0.9954744, 0.007953579, 0.98154676]",0.9954744
joy,Working on a necklace design! ,surprise,"[0.24777928, 0.11890267, 0.28197038, 0.94886166, 0.40155944, 0.9883245]",0.9883245
sadness, well I'm still kinda jealous! ! Weren't you involved with a wonderful guy not to long ago? ,anger,"[0.99679404, 0.74247885, 0.78437394, 0.021640101, 0.9801707, 0.99583733]",0.99679404
fear, I don't understand! what was gonna end me? ! ,surprise,"[0.9960083, 0.93301314, 0.991875, 0.009773358, 0.98851717, 0.9985876]",0.9985876
anger,I keep missing   and  's  give-a-ways becuase of work. . . I just want one ,sadness,"[0.9717145, 0.89192677, 0.9824991, 0.025806312, 0.99617875, 0.82554007]",0.99617875
surprise, jajajaja maldita seas. Yo me quedo aquí con mi amigo Pert(que se quiere acostar conmigo) Nos veremos en contabilidad? ,sadness,"[0.9823006, 0.9593833, 0.98452574, 0.2522278, 0.9930971, 0.9906922]",0.9930971
sadness,I miss her so much. . . Huhhhh! ! ! If only i had that chance to b with her before she left! ! ! ,sadness,"[0.9867203, 0.05118972, 0.97446, 0.106400676, 0.9986463, 0.9873727]",0.9986463
joy,"people listened to our Christmas EP in a hour period! spread the word, www. vanastudios. com/xmas ",joy,"[0.022399165, 0.022391127, 0.4178532, 0.81021357, 0.6004415, 0.5159848]",0.81021357
fear,our greatest is not that we are inadequate but that we are powerful beyond measure. ,surprise,"[0.28313455, 0.051065013, 0.020790195, 0.43395406, 0.17388156, 0.7739446]",0.7739446
fear,"Too weird to live, too rare to die loathing ",fear,"[0.9274406, 0.9010982, 0.9753635, 0.007503475, 0.84616303, 0.9408254]",0.9753635
sadness,I don't wanna goo to school '( ! ! ! hateschool hatelife ,disgust,"[0.9981487, 0.998422, 0.99736845, 0.010815766, 0.9977449, 0.8459367]",0.998422
surprise, happy birthday baby girl ) can't wait for dindin and don't forget my car after school ,joy,"[0.023058373, 0.008786868, 0.11480954, 0.99723697, 0.039685145, 0.9942636]",0.99723697
fear," not afraid of tomorrow, for I have seen yesterday and I love today lessquot ",joy,"[0.054179095, 0.023546195, 0.2276196, 0.9708647, 0.17172952, 0.690433]",0.9708647
anger,Trying so hard not to just break shit. frustration ,anger,"[0.99703205, 0.9658571, 0.6888249, 0.00045993508, 0.5013174, 0.048128437]",0.99703205
joy,Today is one of THE happiest day of my life. An Email from my Libyan friend who disappeared for months ,joy,"[0.0054774377, 0.0030232957, 0.008224246, 0.9970669, 0.0026505864, 0.9244211]",0.9970669
joy,An fb notification at in the afternoon with no previous statuses or wall posts made deff gonna be a club invite ,fear,"[0.6020705, 0.39270374, 0.80186754, 0.052791495, 0.66611344, 0.77623487]",0.80186754
surprise,Viendo a  en con  wow ! ! Yo crei saber todo de y oh ) ,surprise,"[0.067360334, 0.035030834, 0.06437224, 0.9752991, 0.056060717, 0.9978225]",0.9978225
joy,"quotOur worship should change the world. . . quot Even if it's one life, it's one change for the better. This is the time to be infectious! ",joy,"[0.029239384, 0.021595014, 0.029223574, 0.89827543, 0.13484737, 0.6967596]",0.89827543
sadness,At this very moment in history nothing important has happened and nothing ever will. ,sadness,"[0.75966704, 0.8120403, 0.8578736, 0.012340652, 0.9205668, 0.37205485]",0.9205668
joy,Putting the christmas tree up with mother ) ,joy,"[0.013134763, 0.03363044, 0.048958376, 0.97035056, 0.8990051, 0.9348998]",0.97035056
fear," not afraid of tomorrow, for I have seen yesterday and I love today lessquot ",joy,"[0.054179095, 0.023546195, 0.2276196, 0.9708647, 0.17172952, 0.690433]",0.9708647
surprise,BTW. . . . who knew that red velvet was just german chocolate with red food coloring? ! ,surprise,"[0.89013875, 0.85846657, 0.74601513, 0.8982715, 0.8639211, 0.99777704]",0.99777704
fear,"Retweet  not afraid of tomorrow, for I have seen yesterday and I love today less” ",sadness,"[0.20797461, 0.5531236, 0.04995262, 0.35562342, 0.8762533, 0.7295954]",0.8762533
joy,ew matt fucking decker is sleeping over. . killmenow ,anger,"[0.9958359, 0.9948954, 0.65305257, 0.036486972, 0.8759877, 0.78319186]",0.9958359
surprise,"okeee het begin van mijn gedicht is er, nu de rest nog. . . ",sadness,"[0.82459277, 0.8516469, 0.8663841, 0.6906329, 0.94296616, 0.89707905]",0.94296616
anger,I don't actually believe in I just believe in all the characteristics that follow. Darkness ,sadness,"[0.9386521, 0.9416889, 0.96904814, 0.001973284, 0.9905213, 0.41023108]",0.9905213
surprise,Thankful for breakfast visit with  ,joy,"[0.0045262203, 0.0054139104, 0.016111376, 0.9900005, 0.003631208, 0.64036]",0.9900005
anger,losing your pen lid and going mad trying to find it ,anger,"[0.9944892, 0.98289883, 0.9929584, 0.009803599, 0.98911977, 0.95455444]",0.9944892
joy," yeah haha, how's all the uni stuff going? Tottenham are gonna come third, we boss things! You watching adebayor ",surprise,"[0.34973693, 0.03232585, 0.09311665, 0.9735615, 0.051639836, 0.99451965]",0.99451965
sadness,Je suis en train de finir Secret of Mana. Je vais enfin pouvoir mourir en paix. ,sadness,"[0.98843676, 0.98645705, 0.98911124, 0.10252576, 0.9955, 0.7892886]",0.9955
joy,Job hunting with Kelly ,surprise,"[0.059369512, 0.042644374, 0.30240285, 0.14684834, 0.38229075, 0.5859211]",0.5859211
joy,I see the patent on 'angry birds' finally ended. Now we have 'angry chickens' for everyone to get addicted to. ,surprise,"[0.9594762, 0.75751716, 0.70451033, 0.6959816, 0.91974765, 0.9859148]",0.9859148
surprise,had a dream with rob in it. we were working out with some twi cast where rob ended up injuring a finger. butwhatdoesitmean ,sadness,"[0.69758636, 0.5864769, 0.77066815, 0.05763838, 0.9141816, 0.58794534]",0.9141816
joy,Doesn't matter that I don't know all the words to Have Yourself A Merry Little I sound GOOD. smoovebaritone ,joy,"[0.07284483, 0.031765066, 0.027610302, 0.7142555, 0.027372504, 0.5397833]",0.7142555
anger,Just witnessed an episode of christmas rage! ! Wooooo hoooooo! I ♥ watching people lose it this time of year! ! ! ,surprise,"[0.9826407, 0.028491328, 0.044024207, 0.59555614, 0.045818493, 0.9973441]",0.9973441
surprise, Who put together the orphan video from the service? Great job! The song in it was from a chicago band  ,surprise,"[0.66276157, 0.044803172, 0.64561737, 0.7909235, 0.8466731, 0.96756625]",0.96756625
sadness,Can't believe there will be no more Buehrle on the south side. He'll just be at South Beach instead. whitesox ,surprise,"[0.99123865, 0.99394095, 0.9966903, 0.016157445, 0.99632615, 0.9980216]",0.9980216
fear,"I think I'm scared of what the future holds, I was wishing for some things and now I'm used to those ",fear,"[0.66581833, 0.39428386, 0.9986199, 0.0037460362, 0.9894616, 0.47396097]",0.9986199
anger,"Da er det bare å åpne luke nr i julekalenderen da ) Nei, det er det ikke. For den spiste jeg opp for mange uker siden. ",sadness,"[0.8225611, 0.7650111, 0.88044715, 0.90127, 0.9639302, 0.8946873]",0.9639302
anger,Wishes the history sub would shut the fuck up and let us do our work! ! gt/ ,anger,"[0.9973116, 0.99190336, 0.850669, 0.04600889, 0.9296962, 0.8559846]",0.9973116
joy,Typing this page paper. ,sadness,"[0.40509492, 0.43719992, 0.39564705, 0.29723942, 0.4941958, 0.41097742]",0.4941958
sadness,Amazon lied about two day shipping. My phone isn't coming until Wednesday! shakingmyfist ,fear,"[0.9980197, 0.9976942, 0.99825436, 0.025973046, 0.9972385, 0.99773574]",0.99825436
joy,I want to have a disney movie marathon madness. Thanks to Dinsey pandora station! ,joy,"[0.013103858, 0.0042792144, 0.041077986, 0.96950936, 0.07393177, 0.9530187]",0.96950936
surprise,- I just got the chance to really SEE what's inside the small box they gave us. ,surprise,"[0.7062331, 0.5437415, 0.7388553, 0.9232756, 0.8387112, 0.9898968]",0.9898968
fear,i wanna bitch about my exams but  would shit two bricks if i did so imma keep my mouth shut ,fear,"[0.52747786, 0.84051013, 0.97360367, 0.003946689, 0.68319076, 0.48910692]",0.97360367
surprise,trip somewhere tomorrow when I get home. . . ,sadness,"[0.59228885, 0.23477097, 0.684357, 0.7207401, 0.80297726, 0.74877036]",0.80297726
joy,I'm goin call it a night. Up early tomorrow to continue studying. ) ,sadness,"[0.3304073, 0.29645172, 0.33527175, 0.21397536, 0.92063296, 0.5323522]",0.92063296
joy,"I dropped my phone trying to tickle tyler, and the battery popped out. ",fear,"[0.3278962, 0.45777193, 0.71236473, 0.011062796, 0.593017, 0.62258786]",0.71236473
surprise,So excited to give their present for Christmas. ,joy,"[0.0037265704, 0.0032500096, 0.0030962995, 0.99590874, 0.0032488192, 0.99430907]",0.99590874
anger, Why is it SO HARD to get this company to process claims? Utter amp complete FAIL. ,surprise,"[0.9802215, 0.98674417, 0.897351, 0.033137564, 0.9327309, 0.99040425]",0.99040425
fear,The greatest mistake you can make in life is to be continually fearing you will make one. Elbert Hubbard courage ,surprise,"[0.020964837, 0.018658552, 0.03623847, 0.19936618, 0.023604821, 0.5558562]",0.5558562
joy,its too early for me to be awake. now to start my three hour drive to lbk ,surprise,"[0.88798624, 0.8025463, 0.946839, 0.11473761, 0.88698864, 0.95936525]",0.95936525
fear," not afraid of tomorrow, for I have seen yesterday and I love today lessquot ",joy,"[0.054179095, 0.023546195, 0.2276196, 0.9708647, 0.17172952, 0.690433]",0.9708647
disgust,Ew dis unstable creature on steve wilkos is having sex wit her dad like she calling him her bf like ew ,disgust,"[0.9347172, 0.9720518, 0.8796901, 0.018607952, 0.5511702, 0.9592926]",0.9720518
surprise,Me and my mom having a real deep conservation. ,sadness,"[0.016848484, 0.07880518, 0.55098593, 0.8855817, 0.90145826, 0.71868527]",0.90145826
anger, Horrible PI call. . . again. Why do the Lions even show up? Refs already decided what will happen. ,anger,"[0.995529, 0.99509794, 0.9901972, 0.0027322972, 0.9890219, 0.94637835]",0.995529
joy,It never fails. . the one night I need to study the most. .   amp I can't stop laughing! ! God knew what I needed ,surprise,"[0.009702271, 0.03397583, 0.033919036, 0.97415847, 0.007455056, 0.99443346]",0.99443346
fear,I can not wait till factor I LOVE THAT SHOW! ! ! ! ! ! Missed watching it -) ,joy,"[0.4737518, 0.016167726, 0.11105192, 0.99845374, 0.99276936, 0.99754107]",0.99845374
surprise,Word wel met de auto gebracht lol. ,surprise,"[0.02436221, 0.09091901, 0.069222316, 0.4018564, 0.01910954, 0.9210601]",0.9210601
sadness,No Booster Juice on campus. CUProblems ,anger,"[0.8720679, 0.83510613, 0.59040433, 0.0031206005, 0.8405909, 0.4657236]",0.8720679
joy,Mike Breaux finished Phillipians strong  Now to live with some rebellious joy and contentment. Gratitude ,joy,"[0.008297497, 0.0025047068, 0.0042596804, 0.84102005, 0.0032925096, 0.62679976]",0.84102005
surprise,I'm Too Excited For This Weekend Baby! ! ! ! ! Waaaaaaaaaaa ,joy,"[0.030349344, 0.007828449, 0.015322822, 0.9984446, 0.004271281, 0.9982553]",0.9984446
joy,Hate being ill. . . Hockey match tomorrow when feelings shite. . . -_- ,disgust,"[0.99248874, 0.9967301, 0.9866268, 0.002948549, 0.9959454, 0.3547956]",0.9967301
disgust,I hate nasty cooks if you working in a restaurant put a hair net on your head and gloves on your hands even if its not required ,disgust,"[0.9982645, 0.9983467, 0.9779383, 0.013160483, 0.8656716, 0.9020121]",0.9983467
surprise,"I'm not from this planet, I'm from one of the other planets that hold life amp are just being discovered. ",surprise,"[0.6630472, 0.43719688, 0.74005675, 0.16035536, 0.7645293, 0.870862]",0.870862
sadness,Sebastian Village is pissing me off I still don't have my mailbox key ,anger,"[0.9957645, 0.99224746, 0.8590721, 0.0015570729, 0.7103728, 0.5312815]",0.9957645
fear,Bon oral passé. . . Je sais si j'ai mon diplôme dans h environ ,joy,"[0.08157581, 0.7371509, 0.7316681, 0.9863051, 0.7956525, 0.98409235]",0.9863051
sadness,Feeling like a dope. In Vegas most of my coworkers were also friends (you know who you are! ). Here I can't seem to make that happen ,sadness,"[0.98556525, 0.98578435, 0.97453725, 0.0064058453, 0.99040025, 0.9443199]",0.99040025
sadness,Visiting sister at her job. Don't want to grow up. ,sadness,"[0.9366398, 0.96101743, 0.9887183, 0.028533641, 0.9896063, 0.86460865]",0.9896063
sadness,"S'allonger, pour l'éternité. . Tout oublier, ne plus avoir de regrets, arrêter de se faire mal. ",disgust,"[0.63341826, 0.9545163, 0.76246554, 0.058622636, 0.939779, 0.73574144]",0.9545163
sadness,characters can't describe my feelings right now. . . ,sadness,"[0.022898288, 0.062215507, 0.035315443, 0.0016720974, 0.092385925, 0.015607132]",0.092385925
joy,Enjoy amp Share Gift of amp Workout Together W/ Family! Love Workouts w/ My Mom  ,joy,"[0.012205849, 0.003937045, 0.05717054, 0.9961069, 0.018595843, 0.7907975]",0.9961069
surprise,Pretty sure I just gave my grandmother a heart attack. ,fear,"[0.9703618, 0.9203943, 0.98490465, 0.04888494, 0.9499933, 0.88444006]",0.98490465
disgust,when you walk past someone and taste their b. o. ,disgust,"[0.9294039, 0.9681809, 0.7305598, 0.4672284, 0.88277423, 0.8721761]",0.9681809
fear,"from the evolution. The efforts to Strategically Incapacitate the % have tripped the switch, blown the breakers-- -gt of the % ",disgust,"[0.57873595, 0.7781248, 0.24088676, 0.041968223, 0.70264894, 0.40505472]",0.7781248
sadness,"Ang lungkot lang. Alam mong may BV sayo, andaming gawain, tapos mukhang sad and makakarelate pa ako sa The Distance To Andromeda. ",sadness,"[0.047538664, 0.81704754, 0.9362594, 0.0055661625, 0.99643916, 0.49793392]",0.99643916
fear,And if my tears hold value I will drop one for everything you showed us ,sadness,"[0.8961036, 0.949567, 0.9405163, 0.5764636, 0.99495786, 0.95578057]",0.99495786
joy,Dije eta mañana que tenia gana de comida china y cuando llego a mi casa la comida e comida china ! ,surprise,"[0.98033476, 0.9735004, 0.9586183, 0.9797514, 0.9741227, 0.9825508]",0.9825508
fear," not afraid of tomorrow, for I have seen yesterday and I love today less” ",sadness,"[0.16706318, 0.80804926, 0.28729096, 0.10294538, 0.9739885, 0.53968453]",0.9739885
sadness,"I would have work on a great day when I could be on the bike, or setting up for Xmas wit mom drinking coquito. ",anger,"[0.85173225, 0.537969, 0.6790415, 0.70825887, 0.7026798, 0.6803455]",0.85173225
surprise,You don't like secrets Nucky? How are you on surprises? Last week he bedded the missus and now Emily has polio! boardwalkempire ,anger,"[0.95126355, 0.861353, 0.82200974, 0.04761011, 0.8406883, 0.82559276]",0.95126355
surprise, totally! I want to see them too! Dolo doesn't think I'm coming home till the th I'm getting home on the th ,surprise,"[0.9473227, 0.043118175, 0.96617234, 0.9567055, 0.8846937, 0.9880162]",0.9880162
fear,Don't waste your day being busy. . . Make sure you're productive by doing the things you don't want to do first. ,sadness,"[0.37523806, 0.22787966, 0.13173318, 0.121745296, 0.43965083, 0.3635953]",0.43965083
joy,feeling great this morning. . . . ,joy,"[0.003231325, 0.0023404632, 0.0021877703, 0.9980642, 0.0018803289, 0.80614704]",0.9980642
joy,Heading to the ear doctor ,sadness,"[0.34797153, 0.72360903, 0.6494122, 0.09239184, 0.8357527, 0.6693722]",0.8357527
joy,My house area is flooded like a swallow pool / ,fear,"[0.99270284, 0.9944285, 0.99530584, 0.016645415, 0.99390656, 0.9938471]",0.99530584
joy,Not feeling good. . . need sleep ,sadness,"[0.04313845, 0.75257653, 0.9594364, 0.0018152109, 0.99492455, 0.40360972]",0.99492455
sadness,I hear Michelle Duggar's baby passed. And that people are saying shitty things about it. I'm glad I don't see that in my stream. ,disgust,"[0.8097776, 0.9699088, 0.95504683, 0.011770907, 0.70327926, 0.92518795]",0.9699088
sadness,At the end of the day more Americans will know about the Herman Cain press conference than the climate change one. pizza ,surprise,"[0.52598345, 0.3967378, 0.5901792, 0.4040251, 0.42154187, 0.6424919]",0.6424919
disgust,This shit has me ready to delete my twitter. Ignorance is contagious and I don't wanna risk catching it. ,disgust,"[0.99585307, 0.9960359, 0.9933624, 0.005779932, 0.9816405, 0.7334181]",0.9960359
sadness,"Finally home,now off to the funeral ",sadness,"[0.6173454, 0.8697848, 0.9079648, 0.03247778, 0.9943141, 0.96811867]",0.9943141
fear,You should have the of not living up to one's repentance and breaking one's promise. ,fear,"[0.8704519, 0.8144021, 0.9455294, 0.023752447, 0.7978719, 0.54753155]",0.9455294
surprise,Zin in vanavond met  en  en papa en mama en tante ,sadness,"[0.29932514, 0.5209756, 0.67522293, 0.8320218, 0.89149266, 0.87664396]",0.89149266
sadness,friday night at home without mom that's gonna be loneliness T_T ,sadness,"[0.83007914, 0.9490419, 0.99107426, 0.0045903283, 0.99176157, 0.5915664]",0.99176157
sadness,"Weehh, Ricki Lake made Derek lose '( ",surprise,"[0.9484966, 0.97861826, 0.9456417, 0.14504544, 0.9919594, 0.9935481]",0.9935481
fear," could it be their obsession with terrorism, of attacksxA Jus asking ",anger,"[0.97607917, 0.82714355, 0.9681649, 0.0073143644, 0.7867392, 0.958579]",0.97607917
surprise,I can now actually tolerate and just so happen to love the song 'pretty girl rock' thanks to  and  lt ,joy,"[0.020782199, 0.0027844284, 0.057179254, 0.9555045, 0.12151414, 0.9430673]",0.9555045
anger,Literally NO ONE is texting me back today. ,disgust,"[0.1336466, 0.25392857, 0.24817829, 0.0033854914, 0.10654897, 0.16147047]",0.25392857
anger,Punching all of y'all in throat would feel great right about now ,anger,"[0.9963295, 0.9918058, 0.79675484, 0.016106417, 0.5595836, 0.5064732]",0.9963295
joy,A list of rules is the worst substitute for Jesus ever. Same is true for quotyourquot church. doesn't work on prescription. ,disgust,"[0.9367139, 0.98852575, 0.9356352, 0.011245442, 0.8092096, 0.23550871]",0.98852575
joy, Was hilarious seeing you run across the screen when  went to some old school praise! Haha! ,surprise,"[0.034272257, 0.025154946, 0.22355409, 0.7768996, 0.15950921, 0.9940607]",0.9940607
joy,The plan rise n shine n give God the glory. . . . ,joy,"[0.028970234, 0.009652851, 0.013580354, 0.9369182, 0.015468512, 0.697741]",0.9369182
sadness,first day of not wearing my cross necklace since i got it. and i'm not getting it back til christmas. nooooooooo ,sadness,"[0.9867678, 0.9841112, 0.9914676, 0.02224267, 0.99240804, 0.9864976]",0.99240804
surprise, that's cuz  is a Kiss Ass Bitch and will do whatever  tells him do includin homo shit! ,anger,"[0.99395967, 0.94403946, 0.66093403, 0.57807446, 0.30856296, 0.94842976]",0.99395967
disgust,Sometimes I go to Hooters and see the same ol dusty perverts that were there when I worked. Just preying on naive young girls. Smh ,disgust,"[0.97761965, 0.9969584, 0.9550877, 0.006603996, 0.99151695, 0.9660506]",0.9969584
joy,Working till then word research paper. ,sadness,"[0.06883078, 0.1742956, 0.08053024, 0.09761445, 0.4943396, 0.25047606]",0.4943396
anger,what the hell did they do with the popular list in its all messed up! ,surprise,"[0.9962369, 0.9954726, 0.9751648, 0.033882692, 0.92184794, 0.9973284]",0.9973284
joy,About to watch dancing all night ,joy,"[0.008282084, 0.011439916, 0.01768042, 0.98175067, 0.006009084, 0.88183206]",0.98175067
joy,"When Aviva laughs in her sleep, it's the most perfect sound in the whole world! ",surprise,"[0.039883908, 0.018792748, 0.04014237, 0.98551685, 0.022933587, 0.98994726]",0.98994726
