labels,text,expr_emo,prob_expr_emo,prob_max
anger, Why is it SO HARD to get this company to process claims? Utter amp complete FAIL. ,disgust,"[0.9930588, 0.9963168, 0.9579995, 0.0015886864, 0.9686781, 0.9867575]",0.9963168
fear,The greatest mistake you can make in life is to be continually fearing you will make one. Elbert Hubbard courage ,fear,"[0.36230302, 0.1886307, 0.89782166, 0.006268943, 0.47308648, 0.42550012]",0.89782166
joy,its too early for me to be awake. now to start my three hour drive to lbk ,surprise,"[0.8000439, 0.6624777, 0.81840515, 0.03775639, 0.6585805, 0.9210415]",0.9210415
fear," not afraid of tomorrow, for I have seen yesterday and I love today lessquot ",joy,"[0.014705423, 0.018215619, 0.038358826, 0.9746012, 0.22879383, 0.26560584]",0.9746012
disgust,Ew dis unstable creature on steve wilkos is having sex wit her dad like she calling him her bf like ew ,disgust,"[0.98854977, 0.99802977, 0.9840476, 0.0002374722, 0.8598619, 0.97263473]",0.99802977
surprise,Me and my mom having a real deep conservation. ,fear,"[0.00099226, 0.0012677817, 0.07626709, 0.070425026, 0.032036647, 0.04911305]",0.07626709
anger, Horrible PI call. . . again. Why do the Lions even show up? Refs already decided what will happen. ,disgust,"[0.9795361, 0.98539954, 0.88931334, 0.004900153, 0.9596586, 0.9436837]",0.98539954
joy,It never fails. . the one night I need to study the most. .   amp I can't stop laughing! ! God knew what I needed ,joy,"[0.3012168, 0.12478043, 0.14395604, 0.9614046, 0.011461015, 0.9489737]",0.9614046
fear,I can not wait till factor I LOVE THAT SHOW! ! ! ! ! ! Missed watching it -) ,joy,"[0.11632451, 0.0013209537, 0.036586624, 0.99095565, 0.016326383, 0.8182044]",0.99095565
surprise,Word wel met de auto gebracht lol. ,surprise,"[0.98451877, 0.97971606, 0.9625633, 0.98938143, 0.7478241, 0.9976851]",0.9976851
sadness,No Booster Juice on campus. CUProblems ,sadness,"[0.91847324, 0.91189295, 0.8882153, 0.0023750395, 0.9663349, 0.9570484]",0.9663349
joy,Mike Breaux finished Phillipians strong  Now to live with some rebellious joy and contentment. Gratitude ,joy,"[0.0036293925, 0.0006997525, 0.0017033921, 0.9324004, 0.0015373697, 0.3162937]",0.9324004
surprise,I'm Too Excited For This Weekend Baby! ! ! ! ! Waaaaaaaaaaa ,joy,"[0.79542744, 0.026040558, 0.006337354, 0.9970079, 0.007892037, 0.931809]",0.9970079
joy,Hate being ill. . . Hockey match tomorrow when feelings shite. . . -_- ,disgust,"[0.9786164, 0.99386203, 0.97124535, 0.0017555453, 0.98383117, 0.90706617]",0.99386203
disgust,I hate nasty cooks if you working in a restaurant put a hair net on your head and gloves on your hands even if its not required ,disgust,"[0.9848238, 0.9964056, 0.9452206, 0.0045307265, 0.78302807, 0.6625527]",0.9964056
surprise,"I'm not from this planet, I'm from one of the other planets that hold life amp are just being discovered. ",surprise,"[0.64266586, 0.50638294, 0.7189038, 0.1378409, 0.64179486, 0.92882985]",0.92882985
sadness,Sebastian Village is pissing me off I still don't have my mailbox key ,anger,"[0.9984958, 0.9957184, 0.94390815, 0.000105690575, 0.9025974, 0.8773566]",0.9984958
fear,Bon oral passé. . . Je sais si j'ai mon diplôme dans h environ ,sadness,"[0.75100535, 0.9301213, 0.8194837, 0.9565205, 0.9716185, 0.9035307]",0.9716185
sadness,Feeling like a dope. In Vegas most of my coworkers were also friends (you know who you are! ). Here I can't seem to make that happen ,sadness,"[0.95808214, 0.9700426, 0.9061863, 0.001077752, 0.98665905, 0.9093691]",0.98665905
sadness,Visiting sister at her job. Don't want to grow up. ,sadness,"[0.85929155, 0.8821375, 0.6675094, 0.49214342, 0.9000461, 0.7674342]",0.9000461
sadness,"S'allonger, pour l'éternité. . Tout oublier, ne plus avoir de regrets, arrêter de se faire mal. ",anger,"[0.9912668, 0.9807957, 0.9883995, 0.56638604, 0.9910748, 0.93437546]",0.9912668
sadness,characters can't describe my feelings right now. . . ,surprise,"[0.6969524, 0.828431, 0.78270805, 0.00855027, 0.9159535, 0.95525837]",0.95525837
joy,Enjoy amp Share Gift of amp Workout Together W/ Family! Love Workouts w/ My Mom  ,joy,"[0.00051126763, 0.00041139213, 0.0008640646, 0.99204504, 0.0006280584, 0.34979331]",0.99204504
surprise,Pretty sure I just gave my grandmother a heart attack. ,surprise,"[0.9879953, 0.9798753, 0.9877609, 0.0007108867, 0.9274826, 0.9910438]",0.9910438
disgust,when you walk past someone and taste their b. o. ,disgust,"[0.9598911, 0.96909475, 0.9222242, 0.10031672, 0.92615783, 0.88259625]",0.96909475
fear,"from the evolution. The efforts to Strategically Incapacitate the % have tripped the switch, blown the breakers-- -gt of the % ",surprise,"[0.90837765, 0.9020474, 0.93944734, 0.017195344, 0.9264568, 0.96816117]",0.96816117
sadness,"Ang lungkot lang. Alam mong may BV sayo, andaming gawain, tapos mukhang sad and makakarelate pa ako sa The Distance To Andromeda. ",sadness,"[0.6505179, 0.9588722, 0.97715306, 0.0007044549, 0.9992287, 0.97213215]",0.9992287
fear,And if my tears hold value I will drop one for everything you showed us ,sadness,"[0.004486885, 0.0036558863, 0.10031981, 0.09123358, 0.9686383, 0.8256166]",0.9686383
joy,Dije eta mañana que tenia gana de comida china y cuando llego a mi casa la comida e comida china ! ,joy,"[0.82978475, 0.6035276, 0.2707343, 0.9954787, 0.17971723, 0.98345953]",0.9954787
fear," not afraid of tomorrow, for I have seen yesterday and I love today less” ",sadness,"[0.8212634, 0.5001135, 0.026614891, 0.03821765, 0.9853579, 0.2014461]",0.9853579
sadness,"I would have work on a great day when I could be on the bike, or setting up for Xmas wit mom drinking coquito. ",sadness,"[0.9066109, 0.89488536, 0.7170723, 0.57658505, 0.94888526, 0.7836184]",0.94888526
surprise,You don't like secrets Nucky? How are you on surprises? Last week he bedded the missus and now Emily has polio! boardwalkempire ,anger,"[0.9942947, 0.99042666, 0.9838455, 0.00084233645, 0.97759277, 0.97453976]",0.9942947
surprise, totally! I want to see them too! Dolo doesn't think I'm coming home till the th I'm getting home on the th ,surprise,"[0.94639516, 0.14427884, 0.8695025, 0.95070946, 0.7811107, 0.98535824]",0.98535824
fear,Don't waste your day being busy. . . Make sure you're productive by doing the things you don't want to do first. ,anger,"[0.81830204, 0.75313437, 0.7426977, 0.10204949, 0.58992887, 0.7036582]",0.81830204
joy,feeling great this morning. . . . ,joy,"[0.00017916903, 0.000222445, 0.00061418454, 0.9951683, 0.00027468475, 0.081417225]",0.9951683
joy,Heading to the ear doctor ,surprise,"[0.58496535, 0.6983543, 0.83394057, 0.0020174617, 0.79745656, 0.8495519]",0.8495519
joy,My house area is flooded like a swallow pool / ,fear,"[0.9657478, 0.96345043, 0.9771255, 0.005088431, 0.97291666, 0.97566354]",0.9771255
joy,Not feeling good. . . need sleep ,sadness,"[0.88815594, 0.97423685, 0.968495, 0.00038596205, 0.99448955, 0.8885044]",0.99448955
sadness,I hear Michelle Duggar's baby passed. And that people are saying shitty things about it. I'm glad I don't see that in my stream. ,sadness,"[0.8870866, 0.95427144, 0.8906018, 0.00091054745, 0.95911217, 0.89647996]",0.95911217
sadness,At the end of the day more Americans will know about the Herman Cain press conference than the climate change one. pizza ,anger,"[0.9201191, 0.8815408, 0.87087965, 0.007301904, 0.75961834, 0.85312]",0.9201191
disgust,This shit has me ready to delete my twitter. Ignorance is contagious and I don't wanna risk catching it. ,disgust,"[0.97632253, 0.988337, 0.91327, 0.00091964693, 0.76704395, 0.8146192]",0.988337
sadness,"Finally home,now off to the funeral ",sadness,"[0.7494941, 0.6667002, 0.6206078, 0.027662024, 0.97417396, 0.8145026]",0.97417396
fear,You should have the of not living up to one's repentance and breaking one's promise. ,disgust,"[0.94523853, 0.95037395, 0.9296644, 0.00023886285, 0.9291189, 0.86313146]",0.95037395
surprise,Zin in vanavond met  en  en papa en mama en tante ,joy,"[0.58861744, 0.49719593, 0.7942138, 0.9784546, 0.97062206, 0.86634994]",0.9784546
sadness,friday night at home without mom that's gonna be loneliness T_T ,sadness,"[0.91436285, 0.8126813, 0.98709446, 0.00017955177, 0.9959122, 0.8965354]",0.9959122
sadness,"Weehh, Ricki Lake made Derek lose '( ",surprise,"[0.97207075, 0.9853867, 0.9263405, 0.015494937, 0.966725, 0.9893426]",0.9893426
fear," could it be their obsession with terrorism, of attacksxA Jus asking ",fear,"[0.9344894, 0.76509523, 0.9792812, 0.00027873108, 0.10573017, 0.9232695]",0.9792812
surprise,I can now actually tolerate and just so happen to love the song 'pretty girl rock' thanks to  and  lt ,joy,"[0.0015712917, 0.0009627449, 0.014195476, 0.833294, 0.015508861, 0.8227469]",0.833294
anger,Literally NO ONE is texting me back today. ,surprise,"[0.8884782, 0.7749186, 0.7660883, 0.0021206713, 0.8608449, 0.9053701]",0.9053701
anger,Punching all of y'all in throat would feel great right about now ,anger,"[0.99750704, 0.9850767, 0.7849416, 0.79253274, 0.098396435, 0.7637913]",0.99750704
joy,A list of rules is the worst substitute for Jesus ever. Same is true for quotyourquot church. doesn't work on prescription. ,disgust,"[0.8252787, 0.95827115, 0.71188587, 0.008291206, 0.81823623, 0.6527557]",0.95827115
joy, Was hilarious seeing you run across the screen when  went to some old school praise! Haha! ,surprise,"[0.007845534, 0.00031050362, 0.0010903915, 0.9483781, 0.00035761524, 0.954646]",0.954646
joy,The plan rise n shine n give God the glory. . . . ,joy,"[0.014976439, 0.0019402446, 0.036418445, 0.84450686, 0.013396113, 0.27059653]",0.84450686
sadness,first day of not wearing my cross necklace since i got it. and i'm not getting it back til christmas. nooooooooo ,sadness,"[0.95696515, 0.94323045, 0.95129526, 0.08569477, 0.976189, 0.96793205]",0.976189
surprise, that's cuz  is a Kiss Ass Bitch and will do whatever  tells him do includin homo shit! ,anger,"[0.99077904, 0.987439, 0.4075606, 0.005196369, 0.059489965, 0.1055077]",0.99077904
disgust,Sometimes I go to Hooters and see the same ol dusty perverts that were there when I worked. Just preying on naive young girls. Smh ,disgust,"[0.96773094, 0.99187076, 0.9217403, 0.021015748, 0.92350054, 0.74093705]",0.99187076
joy,Working till then word research paper. ,surprise,"[0.038588002, 0.036552988, 0.122715056, 0.0027070465, 0.07645551, 0.23920481]",0.23920481
anger,what the hell did they do with the popular list in its all messed up! ,surprise,"[0.99344134, 0.99494725, 0.97685325, 0.0006598601, 0.9273168, 0.99551374]",0.99551374
joy,About to watch dancing all night ,joy,"[0.0016154974, 0.00046524254, 0.0010018464, 0.9742019, 0.0003133394, 0.63389206]",0.9742019
joy,"When Aviva laughs in her sleep, it's the most perfect sound in the whole world! ",joy,"[0.000890687, 0.0006342666, 0.0016755139, 0.97326964, 0.001097938, 0.66555107]",0.97326964
joy,Mall with jake and dakota not faggets ,disgust,"[0.9786808, 0.99006546, 0.45646873, 0.79162633, 0.47082326, 0.94401413]",0.99006546
joy,Celebrate Life this is your one chance Give the of amp TY ,joy,"[0.0027842326, 0.0005261106, 0.002525128, 0.9893119, 0.0014004768, 0.5292848]",0.9893119
surprise,"Mijn is af, hij is echt vet cool. Mama heeft me een beetje geholpen met mijn gedicht. Nu gauw naar school! ",joy,"[0.4944839, 0.7656246, 0.7908774, 0.98054606, 0.8652079, 0.97808015]",0.98054606
joy,Such a bad headache that it hurts to open my eyes ,disgust,"[0.91901803, 0.95334244, 0.9374902, 0.00015112116, 0.94727874, 0.61153954]",0.95334244
sadness,"So erkd. Been doing this speech for a week amp still can't get it. Yea, I'm boutta fail my communications class. -__- defeated ",disgust,"[0.98776335, 0.9925476, 0.9788343, 0.0013886568, 0.99107903, 0.9846362]",0.9925476
disgust, Youre discipline is a joke. You are destroying NHL hockey. Really? Youre going to suspend Sutton for a hit like that? quot ,disgust,"[0.98707503, 0.99199307, 0.9274113, 0.04834317, 0.9004028, 0.9907007]",0.99199307
surprise,I really hope maintenance enjoyed seeing how pretty I look when I first roll out of bed ,joy,"[0.3559467, 0.01131894, 0.18429983, 0.75285625, 0.4148433, 0.6782136]",0.75285625
surprise,Heb een mooie blauwe ketting en een bruine muts gekregen D ,joy,"[0.9827855, 0.9876793, 0.97651595, 0.98884517, 0.9804483, 0.9886945]",0.98884517
joy,in one's heart amp some laughter on one's lips is a sign that a person down deep has a pretty good grasp of life. ~Sidey smile amp LLAFF ,joy,"[0.00020180208, 0.00015477724, 0.00030209514, 0.9820727, 0.00070334814, 0.1096266]",0.9820727
surprise,Currently on my way back home frm doin A lil Shopn for my Wife  Honey) ,joy,"[0.2782439, 0.02520605, 0.274745, 0.8267546, 0.408785, 0.5655566]",0.8267546
joy,I Find It TOO  Truth Is I find in sharing The Gospel! quot ,joy,"[0.0011229459, 0.0008506929, 0.0016479103, 0.8057402, 0.004869695, 0.22658223]",0.8057402
surprise,New Christmas music book? My favoriteeeee! thanksdaddy ,joy,"[0.01943453, 0.0009309368, 0.013089682, 0.99689096, 0.038996205, 0.9860513]",0.99689096
surprise,Wrapping my xmas presents like smithy from gavin and stacey this year. . . In tin foil. . ,joy,"[0.6600313, 0.2564533, 0.20867777, 0.93533, 0.14554267, 0.79639024]",0.93533
fear,i promise to take care of my eyes for my own future in the industry. | photography ,surprise,"[0.19915557, 0.11705579, 0.4306785, 0.15169169, 0.5133468, 0.5623949]",0.5623949
fear,Infiltration in our lives. The illusion of so we accept their political Solutions. Tyranny ,fear,"[0.76351595, 0.83344746, 0.9300871, 0.002612353, 0.83590955, 0.7215139]",0.9300871
surprise,Will I get to OO by the end of the night ! ? ( RT MY TWEETS FOR SHOUT Outs! ( HURRY ! (lt muchlove ,joy,"[0.07454379, 0.0024303542, 0.8755631, 0.94820535, 0.023184126, 0.8570868]",0.94820535
surprise,Klaar wachten op mama dan naar school bij me quot ,joy,"[0.8459245, 0.60618836, 0.8099203, 0.9403963, 0.90919334, 0.8948225]",0.9403963
disgust," if I wasn't eating a granola right now, I would have to pound you after that last tweet. ",anger,"[0.9950664, 0.9854915, 0.8771652, 0.013625705, 0.62834275, 0.9594562]",0.9950664
anger,Thinking about killing my self cuz I've studied the wrong subject and I've just realized that NOW quot((((( ,anger,"[0.9948257, 0.95109946, 0.9864304, 0.0006438114, 0.9495263, 0.95206666]",0.9948257
joy,Such a good day to be home. I love having friends that just know me so well. ,joy,"[0.003537286, 0.0037132103, 0.012641104, 0.9897518, 0.0025366067, 0.22483563]",0.9897518
disgust,Stop fucking callin me! UGH! ! you me! ! ! ,anger,"[0.9993382, 0.9991141, 0.9888719, 0.0002898064, 0.9852504, 0.99387264]",0.9993382
surprise,"oh wow im right now , someone is finally waking up ",surprise,"[0.8645136, 0.38427413, 0.85369486, 0.9655518, 0.448603, 0.9972168]",0.9972168
sadness," wow that is a lot, no peanut butter ",surprise,"[0.9693775, 0.97421783, 0.9455507, 0.38264614, 0.869326, 0.9970055]",0.9970055
joy,Cnt remember the last time I cryed tears of ,sadness,"[0.20954736, 0.7496458, 0.67017806, 0.023883121, 0.9793935, 0.95703214]",0.9793935
fear,I didnt like how I did personally but it was my st try after a couple more I'll know how to be funny and rap in front of a camera. ,disgust,"[0.94259053, 0.9551994, 0.7275505, 0.00193334, 0.9444085, 0.9236843]",0.9551994
joy,"My voice is gonna be shot on Tuesday. . all day singing, auditions AND night rehearsal . Oh . . . -__- ",fear,"[0.9682855, 0.9520673, 0.9863331, 0.004573187, 0.9621103, 0.9672085]",0.9863331
joy,So now I get to stand here waiting for him to do what he has to do inside and I have no way of contacting him ,sadness,"[0.95777017, 0.90875125, 0.96470016, 0.0006591471, 0.9675627, 0.76855284]",0.9675627
joy,"“Sometimes your is the source of your smile, but sometimes your smile can be the source of your joy. ” ~Thich Nhat Hanh Quote ",joy,"[0.00034898863, 0.0005500147, 0.0008635996, 0.9705889, 0.0006029118, 0.62074196]",0.9705889
sadness,"many ppl lie themselves, even when cud plainly point out dat person totally rationally reasons why they're lying themselves ",disgust,"[0.81488216, 0.9051345, 0.70826924, 0.0040730108, 0.59912413, 0.7377741]",0.9051345
surprise,Unintentionally attending a doctor who convention nerdlife ,surprise,"[0.4910788, 0.3636281, 0.25577623, 0.066464394, 0.6787581, 0.93372947]",0.93372947
joy,Can't really talk to anybody but my sister and her phone is broke. . ,sadness,"[0.91628253, 0.85447454, 0.9466364, 0.0044866297, 0.9654929, 0.82345]",0.9654929
surprise,"Hey,  and  I don't follow you for ads, I follow you for science. Except now I don't follow you at all. ",surprise,"[0.7875101, 0.70386213, 0.59923905, 0.118919626, 0.68936384, 0.92462075]",0.92462075
surprise,Finally didn't dress like a bum today . ,surprise,"[0.36702344, 0.4769854, 0.10323783, 0.9415392, 0.47981003, 0.9632342]",0.9632342
joy,Community service at the Oakland cemetery. ,sadness,"[0.0041947714, 0.088302165, 0.25946888, 0.45426506, 0.73779553, 0.5053531]",0.73779553
surprise,I got dressed today. Which means no slacks or sweats on. ,surprise,"[0.5660926, 0.35455742, 0.48233795, 0.533746, 0.40258706, 0.78781784]",0.78781784
sadness,Unable to download Path because I have an ancient iPod. ,sadness,"[0.8873353, 0.8963581, 0.8622682, 0.064405404, 0.9648851, 0.9462111]",0.9648851
surprise, Yeah yeah lol. ampamp You won't know what you quotleftquot unless you come get it ,surprise,"[0.9249198, 0.67849666, 0.7637943, 0.7759887, 0.39867216, 0.9652815]",0.9652815
sadness,my family stilll doesnt have a tree up and i will tweet this every day untill we do.  the haisley house ,sadness,"[0.6402496, 0.627174, 0.30591542, 0.26230037, 0.7766572, 0.7336369]",0.7766572
sadness,Good morning my honey  missing you loads have a good day ,sadness,"[0.069753826, 0.004013446, 0.12521793, 0.9655708, 0.9893036, 0.5454634]",0.9893036
surprise,I just feel sick today ,disgust,"[0.7856628, 0.997528, 0.96705097, 0.00015220752, 0.9889347, 0.25922698]",0.997528
anger,There's nothing more annoying than someone not replying to a text message ,disgust,"[0.8010795, 0.88031, 0.18306617, 0.00023540163, 0.15241626, 0.075813636]",0.88031
joy,"Oh how I just want to annoy, poke, amp jump on her bed again ",anger,"[0.9963297, 0.030911058, 0.0007834627, 0.5918415, 0.0009533528, 0.28077105]",0.9963297
surprise,I just want a puppy. Preferably a black lab or a golden retriever. ,surprise,"[0.4135942, 0.26908723, 0.42146784, 0.8835421, 0.779098, 0.89087874]",0.89087874
disgust,"My aunty is such a cougar, she was hitting on the teenage boy singing in Miss south pacific. . argh ",anger,"[0.9909184, 0.98940265, 0.9046719, 0.013936538, 0.87922305, 0.97243494]",0.9909184
joy,Plan for tonight packaging a couple of small and sweet silver pendants I made and send them off to their new home ,joy,"[0.0061834943, 0.002228341, 0.031654745, 0.85399276, 0.14792623, 0.07989363]",0.85399276
joy,On hold to the bank to find out why they've taken my money but after days still haven't sent it on. . . ,anger,"[0.9748498, 0.9309091, 0.9627778, 0.0003208065, 0.9561001, 0.95010227]",0.9748498
sadness,. . . . . Not gonna lie. I'm hungry. But Mom packed all the food for tomorrow's trip back home. ,anger,"[0.8960093, 0.49131384, 0.750339, 0.023913508, 0.8922599, 0.8714581]",0.8960093
joy,Love is the highest vibration in the Universe. It sends shivers of up my spine! Quote for love peace and joy ,joy,"[0.00011083902, 0.00014371383, 0.0004387554, 0.9955512, 0.00012786643, 0.8345521]",0.9955512
joy,Love is the highest vibration in the Universe. It sends shivers of up my spine! for and ,joy,"[0.00018364689, 0.00018495008, 0.003656579, 0.9737138, 0.00034929023, 0.7787962]",0.9737138
joy,Just bombed my french test ,surprise,"[0.9828257, 0.98660976, 0.94963, 0.0003289375, 0.9872305, 0.9894422]",0.9894422
sadness,feet are killing . . hate standing all day  work ,disgust,"[0.99227, 0.9971842, 0.98301226, 0.00015369937, 0.98794204, 0.65904975]",0.9971842
disgust,junior girls got that freshman boy fever. . ,surprise,"[0.39851108, 0.2567682, 0.22160289, 0.048678916, 0.1347567, 0.9098956]",0.9098956
joy,Just as a problem shared is a problem halved so joy shared is doubled. Looking forward to my next creative moment with  ,joy,"[0.00041326706, 0.00052208774, 0.0006720274, 0.969205, 0.00026136517, 0.49097383]",0.969205
sadness,"Was so excited that it was saturday, last day of my work week. Then I remembered that I have to work tomorrow too. ",joy,"[0.7702494, 0.33983383, 0.5670055, 0.95043963, 0.5717584, 0.94805825]",0.95043963
sadness,Hey friends stop drifting away from me . I miss you all ,sadness,"[0.87225896, 0.58142626, 0.5900608, 0.009646408, 0.9908298, 0.8733423]",0.9908298
sadness,What the hell has happened to the online L. A. Times Crossword puzzle? anger ,anger,"[0.99784744, 0.97546273, 0.022377813, 0.00031277857, 0.0013729832, 0.9891719]",0.99784744
surprise, I MADE BROWNIES so we're good( just haven't done any schoolwork lol ,joy,"[0.073328875, 0.022797361, 0.06894849, 0.97408515, 0.1248574, 0.7381489]",0.97408515
sadness,"Mo' Money, Mo' Problems ",anger,"[0.94058317, 0.8919904, 0.7124167, 0.0012671654, 0.908011, 0.785738]",0.94058317
joy,dish washer is broken. got to wash all our dishes by hand now ,sadness,"[0.8994991, 0.8957646, 0.9609338, 0.024085859, 0.98740155, 0.97690773]",0.98740155
joy,"thanksgiving's at my house this year, here comes the crazy cleaning, and grocery shopping ! ",surprise,"[0.8408997, 0.55505526, 0.6792572, 0.89907753, 0.34113914, 0.89935017]",0.89935017
surprise,Folks it's Shop till u drop amp them wait the at the end of the month (bills). Shop wisely! ,anger,"[0.86072564, 0.59598595, 0.67634356, 0.3612406, 0.54631823, 0.6246741]",0.86072564
joy,In my own lane. . . happy pleasing My God. ,joy,"[0.0005665054, 0.00043843265, 0.0008037324, 0.99706334, 0.00060311356, 0.018547675]",0.99706334
joy,"oh fuck YES, brother moving out new room me ",anger,"[0.99594116, 0.9833046, 0.9768971, 0.98554176, 0.9420569, 0.98502284]",0.99594116
joy,"Good to see you up and walking around, and the you have b/c you don't have a physical hindrance to preaching His name!  ",joy,"[0.0047816075, 0.00026075987, 0.0025163132, 0.93899673, 0.0011356928, 0.88931024]",0.93899673
joy,im sick. and i sound like a man. ,disgust,"[0.8147805, 0.9919926, 0.91770256, 0.002025472, 0.8624947, 0.75066805]",0.9919926
joy,"I always feel a sense of elation when im out in public, need the toilet, and the single seat toilet is both empty and clean ",joy,"[0.00034656702, 0.00039497434, 0.0005823448, 0.9820556, 0.00023608629, 0.88178384]",0.9820556
sadness,I'm going to miss my little brother so much when I go to college. ,sadness,"[0.33714986, 0.093852855, 0.45717856, 0.020117644, 0.9943493, 0.69806665]",0.9943493
joy,"finished my essay, now its time for some studying. . . ",surprise,"[0.17708406, 0.21600685, 0.27226362, 0.071669854, 0.35775322, 0.6456276]",0.6456276
joy,"Ahhh didn't think it would last, up mins later and taken me an hour to get him back to sleep ",surprise,"[0.9318021, 0.83968437, 0.92163295, 0.010943949, 0.9716077, 0.9933073]",0.9933073
anger,When you leave something to charge over night and never turn the plug on. . . ,anger,"[0.953752, 0.92033714, 0.85935044, 0.07354373, 0.82357365, 0.8758005]",0.953752
joy,"No school today, off reading ",surprise,"[0.35686266, 0.27864265, 0.37509325, 0.6930742, 0.7625225, 0.90618306]",0.90618306
joy,Memory is sooo sweet she's singing to Izzy while I relax. . ,joy,"[8.850162e-05, 8.831479e-05, 0.00013492367, 0.97845775, 0.0005336903, 0.0021773393]",0.97845775
joy,"Just pulled a w my film lecture homework! Now, we are watching the episode where Ellen said she was gay and some Glee episode. ",anger,"[0.9879556, 0.9499344, 0.85156506, 0.34679863, 0.88427067, 0.9574034]",0.9879556
sadness,+ P RT  It pains my heart to see  leave  ,sadness,"[0.44052652, 0.9399843, 0.940057, 0.0009856762, 0.99891067, 0.88395685]",0.99891067
joy,"Vienna's plum cake! ! !  ,  ",surprise,"[0.9094587, 0.6652657, 0.21156965, 0.9856332, 0.040589843, 0.9884532]",0.9884532
joy,As I'm not freezing my arse off on a picket line it's back to cell control and communication for me ,anger,"[0.59101856, 0.51827484, 0.22195561, 0.10294025, 0.28147587, 0.5025197]",0.59101856
sadness,"Slightly bummed out- I have english muffins left over from my  party, but no butter to put on them after toasting ",sadness,"[0.88950324, 0.9665158, 0.9583501, 0.00014994874, 0.99756324, 0.99110925]",0.99756324
sadness,I hate the rain. . . Wish I could go home ,disgust,"[0.98460495, 0.9947048, 0.9349422, 0.000364201, 0.99111044, 0.88894665]",0.9947048
sadness, Oro allora )son spariti tutti da twitter oggi. . . ,anger,"[0.96917915, 0.45912313, 0.6866019, 0.7951625, 0.4148258, 0.9159012]",0.96917915
surprise,Haha turtle head in my pants! ,surprise,"[0.9899267, 0.98217356, 0.97749114, 0.80075747, 0.35417455, 0.99716944]",0.99716944
sadness,Seeing the Iphone S advert and wanting it! Way out of my budget! ,surprise,"[0.868376, 0.20216414, 0.024815595, 0.28446838, 0.29725894, 0.9745234]",0.9745234
joy,Hot chocolate in the morning! ! ,joy,"[0.5651203, 0.083514504, 0.066415265, 0.9850129, 0.02660212, 0.953624]",0.9850129
joy,"Oh, sitting at the restaurant by myself for / hours. ( ",sadness,"[0.8417194, 0.7873463, 0.8172955, 0.40225336, 0.9578886, 0.9540349]",0.9578886
joy,"Cheers to Dec st! I can finally keep real butter in my fridge, eat the skin on my chicken amp no more battles over cheap Ikea furniture! ",joy,"[0.02131277, 0.0015176567, 0.0018780214, 0.99651104, 0.0006323599, 0.6545158]",0.99651104
joy,Love being my parents taxi. . ,joy,"[0.0011114129, 0.0007112103, 0.0024203165, 0.985182, 0.006933409, 0.6318451]",0.985182
anger,  from to to to lolquot scratch the anger. . . add drakedepression ,anger,"[0.99025995, 0.7787098, 0.003420509, 0.010324965, 0.0026319667, 0.689389]",0.99025995
joy,Tommy Cooper time ,surprise,"[0.69640595, 0.4662361, 0.5766526, 0.73359656, 0.7216876, 0.74886894]",0.74886894
joy,Just got home from work six hours ago. . amp I'm already on my way back. . ,surprise,"[0.8350224, 0.58037764, 0.71732706, 0.3372838, 0.69449216, 0.8705378]",0.8705378
fear,My brothers friends say they saw a UFO ,surprise,"[0.6442093, 0.4582939, 0.96717435, 0.03781372, 0.49674633, 0.97581065]",0.97581065
anger,"quotIf you are patient in one moment of anger, you will escape a hundred days of sorrow. quot ",anger,"[0.9749833, 0.9084215, 0.42662343, 0.0013418159, 0.92836297, 0.8053876]",0.9749833
anger,"This is so unbeliveably annoying. . . i can't tell if it's my class, my lag, my mouse or my playing! ! ! ! ! ! ! ! ! awweagblherh flawfweb ",disgust,"[0.9850249, 0.9929837, 0.8646876, 0.0005219648, 0.58474034, 0.94066775]",0.9929837
joy,Bath amp an early night ready to see what another week has to chuck at us! ,anger,"[0.9373149, 0.80783916, 0.92014945, 0.01171335, 0.5960077, 0.8380354]",0.9373149
fear,Ima sexy niqqa but sometimes my confidence level is on a all time low. ,anger,"[0.9419857, 0.71678096, 0.93181926, 0.005191412, 0.7681582, 0.8885767]",0.9419857
fear,Premature wrinkles amp grey hair ,sadness,"[0.46175414, 0.88407516, 0.67194486, 0.0002534561, 0.92627865, 0.7187454]",0.92627865
fear,"not afraid of tomorrow, for I have seen yesterday and I love today less ",sadness,"[0.49340895, 0.4928182, 0.016352555, 0.28562215, 0.9710576, 0.24900669]",0.9710576
fear,watch amp anxiety fade when you FreeShafi Thanksgiving is a time to be surrounded by Family amp LovedOnes.  ,surprise,"[0.0032292444, 0.0043844343, 0.47212052, 0.58101493, 0.047479868, 0.58352464]",0.58352464
fear,"leads to anger, anger leads to hate hate suffering ",anger,"[0.95900166, 0.92041683, 0.011095575, 0.0002625235, 0.018714536, 0.029007196]",0.95900166
disgust,I hate rude people! Just makes me feel sick and sorry for them. . . ,disgust,"[0.99234205, 0.99775785, 0.84031427, 0.0002594663, 0.9887162, 0.7152426]",0.99775785
surprise,School today. Actually excited. ( ,joy,"[0.00081162463, 0.00063401763, 0.0011693453, 0.99434066, 0.00043165224, 0.8717228]",0.99434066
surprise,is even wezen shoppen in voor een stoute cadeaus! Wat een quotACTIONquot! Nu nog een en een gedicht. ,surprise,"[0.97762764, 0.9628232, 0.95311695, 0.91804224, 0.74159706, 0.9815486]",0.9815486
