labels,text,expr_emo,prob_expr_emo,prob_max
sadness,Boo for medication! Longing a glass of wine. ,sadness,"[0.96662056, 0.9788614, 0.10456453, 0.005277523, 0.9908977, 0.6979911]",0.9908977
joy,N I'm sure ur stomach can tolerate it all smh RT  I get to eat at the houses tomorrow. . ,surprise,"[0.5222133, 0.33667067, 0.13004741, 0.59799516, 0.1714026, 0.8712815]",0.8712815
joy,Feels like the inside of my train bogie has turned into CST train station! ,surprise,"[0.30500698, 0.24545136, 0.7662478, 0.29664275, 0.10877883, 0.97419536]",0.97419536
joy,Christmas music. Is the best. Period! love calming ,joy,"[0.0018355876, 0.0007512612, 0.002083976, 0.92349374, 0.0016098361, 0.33063036]",0.92349374
fear,"not afraid of tomorrow, for I have seen yesterday and I love today less ",disgust,"[0.2085577, 0.7987337, 0.008064494, 0.05392823, 0.21166602, 0.082556754]",0.7987337
joy,Don't allow your emotions to control you unless they are feelings of God. ,surprise,"[0.05972384, 0.028899476, 0.057899047, 0.034958005, 0.122986585, 0.3815553]",0.3815553
surprise, True. We had them fooled. It IS real people. Cale Glendening is the father of my children. And I… am a woman. ,surprise,"[0.22126368, 0.057440706, 0.119452015, 0.03685516, 0.09982129, 0.8347734]",0.8347734
anger,I'm Ready To Get In The Weight Room. Needa release some ,anger,"[0.78862554, 0.009664884, 0.05059572, 0.009704516, 0.18950906, 0.07191721]",0.78862554
joy,"Power out since , causes me to sleep in minutes late when I have to get to work. ",sadness,"[0.38582537, 0.1548461, 0.4090375, 0.008920013, 0.6971771, 0.51795954]",0.6971771
joy, He smiled so big back at me! My heart was filled with ,joy,"[0.0011072663, 0.00050737, 0.0018101776, 0.9959031, 0.00086455053, 0.9865311]",0.9959031
fear,"Indeed we from our Lord a day, frowning and fateful ",sadness,"[0.994477, 0.99462247, 0.9946808, 0.0009680092, 0.99885464, 0.9663176]",0.99885464
sadness,When ppl don't know whats going on in ur life they go crazy tryin to find out what's going on wit you. . . . ,surprise,"[0.4364511, 0.037034478, 0.72942483, 0.0038970395, 0.37792274, 0.8823409]",0.8823409
fear,"Girl I wanna tell you how you drive me crazy, how I think about you all the time, how I smile every time we talk. . But I can't. . ",joy,"[0.1719036, 0.0023324091, 0.7747706, 0.8893453, 0.3709037, 0.20882343]",0.8893453
surprise, most women do that you guys grow beards we grow leg hair lmao ,surprise,"[0.4404581, 0.19728942, 0.062152572, 0.04629082, 0.0297251, 0.87539434]",0.87539434
joy,On a train towards the Wharf. . . and there's signalling problems ,surprise,"[0.7732819, 0.7575078, 0.8631374, 0.0020683007, 0.7734624, 0.95147425]",0.95147425
sadness,Av found my inspiration poetry . . . . . strange buh i gat complete pieces already o feel lik fing shakespear today! ,surprise,"[0.04101882, 0.018578308, 0.43115333, 0.6757446, 0.019982101, 0.977472]",0.977472
joy," sex tampons, simple tampon, the rolling tampons, razorTampon, the tampon detectives, shut up amp tampon hahahah ",joy,"[0.11658429, 0.04273001, 0.007682629, 0.9069333, 0.0010238674, 0.8534659]",0.9069333
surprise," hahahaha ouais c'est clair, moi aussi je ne sais mm pas quoi avoir a Noel, avec ma miff, faut s'attendre a tt lool ",surprise,"[0.32916504, 0.93463904, 0.8599553, 0.8725037, 0.008484914, 0.9755137]",0.9755137
sadness,The last  made my eyes get real soggy! whyyouend! ! ? ? ,sadness,"[0.98747444, 0.97807544, 0.8851703, 0.0027239565, 0.9917406, 0.98141474]",0.9917406
fear," Seems ridiculous. People rarely search via domain, and the amount of domain combinations/word variations is astronomical. ",surprise,"[0.37057158, 0.64556587, 0.2804699, 0.09605774, 0.24770288, 0.9932348]",0.9932348
surprise, bout to take a bath relax listen to sme ♪♩♪♩ and wait on my )” caking ass lol love u nite ,joy,"[0.3473282, 0.8079122, 0.03105377, 0.942244, 0.009159044, 0.41185305]",0.942244
joy,Pecan pie is my life! ,joy,"[0.11998147, 0.00067729177, 0.008975265, 0.98011476, 0.0038052157, 0.7858825]",0.98011476
sadness,"It's official, I miss my golden brown hair. ",sadness,"[0.13100693, 0.01996194, 0.16040123, 0.0020898648, 0.9942035, 0.943364]",0.9942035
joy,HA! Dig me some Panther trickery! Live Cam's casual jaunt before he took off. ,joy,"[0.054864142, 0.003123797, 0.006953768, 0.9805253, 0.0030134318, 0.97692686]",0.9805253
sadness, you should be excited you're in CHICAGO! But I can't go to water tower place tonight ( ,sadness,"[0.90994745, 0.061933804, 0.34592882, 0.2847925, 0.97691375, 0.88570786]",0.97691375
surprise, female fight club than beat the shit out of her ,anger,"[0.9903499, 0.8887993, 0.79685706, 0.008709919, 0.02030577, 0.5698612]",0.9903499
joy,bad hair day wednseday amp we have cheer pictures today . ,joy,"[0.14265046, 0.44112873, 0.021076014, 0.7893852, 0.27681634, 0.39967957]",0.7893852
sadness,that really sad moment when you realize its not your birthday anymore. . . ,sadness,"[0.0021394978, 0.008850697, 0.04610077, 0.000592057, 0.99703753, 0.43345052]",0.99703753
joy,Pop quiz in mrs prices class    ,surprise,"[0.2391772, 0.033738535, 0.18801041, 0.046762016, 0.010462677, 0.92630124]",0.92630124
joy,I will say Merry Christmas to EVERYONE! Even those who emphasize happy holidays! There is in CHRISTmas ! ! ! ,joy,"[0.0058015613, 0.0038804307, 0.015147742, 0.9421475, 0.003488786, 0.49567956]",0.9421475
sadness,ARRRRRG! Curse my G Phone telling me this Product is incompable for this phone ( for iPhone ,anger,"[0.996738, 0.9938214, 0.94398147, 0.00037861138, 0.046607967, 0.9413026]",0.996738
joy,S/O to my daughter in Christ  have a great and Happy Birthday. You are ,joy,"[0.001408922, 0.0008461867, 0.01137752, 0.987894, 0.0005743831, 0.6736105]",0.987894
surprise,goodmornin waking up before the weekend and thinking damn i got an class ,surprise,"[0.82217944, 0.60744077, 0.9353237, 0.0014834066, 0.948926, 0.9935675]",0.9935675
surprise,C'est bien la première fois que je dois repousser la limite de temps d’exécution d'un script PHP . . . comingsoon minecraft ,surprise,"[0.65795624, 0.22618282, 0.43770072, 0.040439125, 0.19839501, 0.9799816]",0.9799816
joy,"Everytime I want to start studying, I make up an excuse not to. ",fear,"[0.2114966, 0.1916609, 0.853383, 0.01031632, 0.4222418, 0.26214114]",0.853383
surprise,  yum yum! i am sleepy yaaaawn ,joy,"[0.0026192423, 0.0009809377, 0.002890466, 0.23896486, 0.0048165335, 0.04277174]",0.23896486
sadness,Dogs are coming home from the war with post traumatic stress disorder ( ,fear,"[0.69429064, 0.46985194, 0.9851231, 0.0011803022, 0.9709174, 0.5471127]",0.9851231
joy,Going to get in shape with Will tomorrow morning. lovehim ,joy,"[0.0017671619, 0.00047141968, 0.0019566368, 0.76207006, 0.008090439, 0.31116706]",0.76207006
joy,Monday. . . or the night I have chosen to reset my mobile ,fear,"[0.30808386, 0.18843797, 0.42879465, 0.06620051, 0.4074231, 0.34778583]",0.42879465
joy,My nails are so ugly. Painting them when i finish cleaning my room. ,disgust,"[0.47758028, 0.97608554, 0.3041826, 0.012603675, 0.3925836, 0.5637295]",0.97608554
surprise, shan did you know I'm the blonde one out of little mix? ! ) ,surprise,"[0.19969797, 0.024425589, 0.07207992, 0.04582728, 0.048193302, 0.9911305]",0.9911305
fear,"is an emotion thats overrated is an emotion thats out of control bt i like fear, fear keeps you sharp ",fear,"[0.022172425, 0.008676765, 0.7758923, 0.001804463, 0.028101915, 0.29520947]",0.7758923
fear,Family dinner outing. ,joy,"[0.031064924, 0.0060962215, 0.050187126, 0.48096356, 0.021338586, 0.33410957]",0.48096356
anger,I Wana Fight Ah Bitch Jus Too Release All The ,anger,"[0.996463, 0.93927115, 0.007766994, 0.0018640849, 0.002709849, 0.111190654]",0.996463
sadness,"Lunch today consisted of Starbucks and Taco Bell. For some reason, my belly hurts. . . ",surprise,"[0.08166761, 0.14337118, 0.0905892, 0.0018725379, 0.5207578, 0.5802721]",0.5802721
sadness,My puppy gets surgery tomorrow. Omg. ) ,fear,"[0.8381959, 0.9698552, 0.9970228, 0.0013254478, 0.9936801, 0.99683833]",0.9970228
fear,I hope you know that y'all the reason I have fun still )' ltdrake ,joy,"[0.051898517, 0.022618352, 0.020785877, 0.9835586, 0.005766684, 0.44815552]",0.9835586
joy,"Omg, just got asked if a wanted to walk in a fashion show in tilburg, im so happy! Totally freakinh out ",joy,"[0.001380187, 0.0010044747, 0.5676527, 0.99625254, 0.00059739576, 0.990462]",0.99625254
joy,Deeply Inspiring! RT  RT   Forgot to bring tissues to tonight! service heroes” ,surprise,"[0.0026822584, 0.000934589, 0.0052352613, 0.014169803, 0.81506085, 0.9494948]",0.9494948
anger, bubbs really wish I could bud my last weekend in Merthyr site so gotta b there like fkkk ,sadness,"[0.95950174, 0.9363613, 0.922686, 0.14319904, 0.9764356, 0.8923412]",0.9764356
fear," not afraid of tomorrow, for I have seen yesterday and I love today lessquot ",disgust,"[0.14082243, 0.6759889, 0.006492162, 0.06994541, 0.086546496, 0.08383445]",0.6759889
joy,thnk i cud listen to music like dis ALL BLOODY DAY! D ,anger,"[0.9418814, 0.5470879, 0.093252204, 0.67991775, 0.081661046, 0.60476017]",0.9418814
surprise,it's mommys birthday) i should be making her an extrordinary breakfast right now. . . ,surprise,"[0.21299447, 0.0027066062, 0.036825754, 0.22739318, 0.054739263, 0.27562967]",0.27562967
joy, Currently I'm freezing cold and my nose has started running. . . . I'm assuming I've got the hot sweats to come later ,fear,"[0.017866954, 0.25482365, 0.32463446, 0.0006158433, 0.17844172, 0.29694593]",0.32463446
joy, Ooh a nice winter walk with the dogs followed by a long hot soak in your Divine Calm Serenity Bath powder ,joy,"[0.0028461055, 0.00073781057, 0.0038976837, 0.980452, 0.001748012, 0.44641227]",0.980452
disgust,Students at Penn State are rioting because Joe P was fired! ? And I thought my priorities were out of line. ,surprise,"[0.9892623, 0.9734508, 0.87979585, 0.001780692, 0.4096892, 0.99566156]",0.99566156
joy,Media exam tomorrow. . Guess I'll revise this evening. ,surprise,"[0.40535244, 0.079437025, 0.5563959, 0.024582729, 0.47369936, 0.84341335]",0.84341335
fear," not afraid of tomorrow, for I have seen yesterday and I love today lessquot ",disgust,"[0.14082243, 0.6759889, 0.006492162, 0.06994541, 0.086546496, 0.08383445]",0.6759889
joy,Yeah I didn't do my homework yesterday. . Sue me. So now all day I shall be doing said homework ,disgust,"[0.95242923, 0.95573264, 0.5132705, 0.0015382271, 0.8416514, 0.94243294]",0.95573264
surprise,"White out bullying tomorrow, surprise. ",surprise,"[0.96188605, 0.9408237, 0.5855719, 0.5372608, 0.06455692, 0.9986975]",0.9986975
joy,Today is gonna be a rough day. ,sadness,"[0.9434655, 0.8969964, 0.98717505, 0.0007342034, 0.994975, 0.7503221]",0.994975
sadness,"Played Skyrim for first time since patch, horrible framerate I suspect is caused by their dual core quotoptimisationsquot ",anger,"[0.7817996, 0.6789617, 0.3717636, 0.006333674, 0.34423932, 0.67991847]",0.7817996
sadness,". . . . I be on heavy chill mode, just bobbin my head. . then I just pause amp search for another song. . ",joy,"[0.0020103757, 0.002971951, 0.004461161, 0.19049129, 0.012647491, 0.10877778]",0.19049129
fear,"Just saw freestyle on WestWood, men JJags is good. him jude, u gotta rival in that guy.  ",surprise,"[0.25508875, 0.0015901929, 0.06310839, 0.3635967, 0.0048235515, 0.95503974]",0.95503974
joy,As it's the weekend I'm taking this . slump and crawling back into my bed rather than pushing through it. ,sadness,"[0.17660685, 0.53256744, 0.64449126, 0.0019295005, 0.9806116, 0.318077]",0.9806116
joy,wrong that girls thing labiaplasty is the answer of Teen Sex. Shocking! ,surprise,"[0.7494557, 0.9483561, 0.77727586, 0.0034916403, 0.34260392, 0.9974456]",0.9974456
joy,Who has two thumbs and won't touch the court tomorrow? This chick truestory ,surprise,"[0.38203394, 0.37118623, 0.3657134, 0.052840233, 0.37207234, 0.79025334]",0.79025334
anger,"Watching /'s exposé on how children in foster care are being inundated with psychotropic drugs. Damn, not the babies. . . ",sadness,"[0.99495727, 0.9956955, 0.99184287, 0.00139104, 0.9964568, 0.9883696]",0.9964568
surprise,Farewell party for one of my buddy  in a while -D for his yr break in his coll life ! He'd ve least expected it ! -D ,surprise,"[0.060659662, 0.017690541, 0.09109811, 0.5783625, 0.8520463, 0.99115574]",0.99115574
disgust,Triscuits are a pathetic excuse for edible cardboard ,disgust,"[0.96559393, 0.9904118, 0.4546914, 0.009601459, 0.886983, 0.615684]",0.9904118
joy,I hate when i buy a $ train ticket and only have $ to pay it with ,disgust,"[0.98393124, 0.997489, 0.94729435, 0.0013438456, 0.97227955, 0.72245324]",0.997489
surprise,"Practice, thai food, nao christmas tree shopping? ",surprise,"[0.1241674, 0.08355035, 0.04606261, 0.05180178, 0.058360744, 0.96591324]",0.96591324
joy," Hi, thanks for the Coconut Giftset in the comp. It arrived a few minutes ago amp I'm giving it to my bestie next week -) ",joy,"[0.0005389341, 0.0006128352, 0.005958072, 0.50530666, 0.0009298359, 0.37355092]",0.50530666
fear,_ had you ever looked in the face ampamp said I don't care. ,surprise,"[0.77880794, 0.57129174, 0.03920068, 0.0034924205, 0.07160929, 0.9652314]",0.9652314
joy,"MT steveadamsmusic  Nothing like snow outside, while hot cocoa in hand, fresh Christmas cookies and The Santa Clause on TV. ",joy,"[0.002749002, 0.00085500407, 0.0035401108, 0.98856676, 0.0011613661, 0.052206244]",0.98856676
surprise,klaar nu alleen nog gedicht. t Is best mooi geworden. . Nu nog een dagje wachten. . . ,surprise,"[0.054055866, 0.0048945528, 0.24890204, 0.9872376, 0.035622336, 0.98939043]",0.98939043
anger,time is too precious to waste on ,anger,"[0.48937654, 0.08566736, 0.17797504, 0.0033991782, 0.05627603, 0.46580243]",0.48937654
surprise,Link's a hero in this game? ! literally ,surprise,"[0.85324687, 0.58571076, 0.2262864, 0.48063654, 0.023135968, 0.99590826]",0.99590826
sadness,"Downloaded update on my iPhone, but still can't access the new site on the web… ",surprise,"[0.72320473, 0.5323266, 0.3220427, 0.014844021, 0.53671235, 0.75859725]",0.75859725
joy,Back to the gym tonight! Gotta loose the million pounds I put on while I was off work for weeks. ,disgust,"[0.39806437, 0.67900825, 0.10156392, 0.035633482, 0.08943761, 0.5115117]",0.67900825
joy,"You will be closest to God when you are most satisfied in Him amp find true joy in God, gladly submitting to Him. gladness satisfaction ",joy,"[0.0009003258, 0.00048338142, 0.0016479087, 0.9804159, 0.0007169548, 0.5443754]",0.9804159
sadness,"Missing you isn't the problem, it's wondering if you'll ever come back that's killing me. ",sadness,"[0.35608095, 0.15695253, 0.99471587, 0.0013569961, 0.99550843, 0.5984954]",0.99550843
joy,Goin home fot the first time after school since school started ,surprise,"[0.3562078, 0.11758455, 0.57831484, 0.8169365, 0.5097758, 0.9783464]",0.9783464
joy,Really need to sort my sleeping pattern out. Gonna be a zombie tomorrow ,fear,"[0.4329039, 0.5824567, 0.77350104, 0.031203177, 0.6106778, 0.5080785]",0.77350104
disgust,I swear the most homosexual thing I have ever seen is brown guys taking pictures in their bathroom mirrors x ,disgust,"[0.8203265, 0.97645175, 0.20890974, 0.01690475, 0.14782922, 0.95657665]",0.97645175
joy,"tax free round two, ",surprise,"[0.19637245, 0.025107475, 0.078713916, 0.21157031, 0.04475784, 0.27009526]",0.27009526
fear,"J'aurais pas du m'habiller en rouge, ça attire les cougars -/ dansLeBus ",surprise,"[0.9658185, 0.9626333, 0.95723593, 0.0150190145, 0.9556167, 0.9906758]",0.9906758
joy,Probably no school again tomorrow! Feel like death! ,sadness,"[0.8997903, 0.9914487, 0.98837644, 0.0027218498, 0.9960366, 0.93079865]",0.9960366
sadness,it's when you look back and think of all the fun you had as a child. ,joy,"[0.00061809365, 0.0002850493, 0.0006644277, 0.9647061, 0.002700444, 0.28638014]",0.9647061
joy,"If you're not happy single, you won't be happy taken. Godisgood ",joy,"[0.013150701, 0.0065256115, 0.024007326, 0.8230553, 0.0025606053, 0.47189417]",0.8230553
disgust,First thing I heard when I turned on my tv this morning was Bob Costas amp Jerry Sandusky who was digging his own grave. . . ,disgust,"[0.90568817, 0.9413513, 0.8593094, 0.005713644, 0.87890154, 0.8959301]",0.9413513
joy, when a friend goes out of his or her way to be there for me. True friends are few and far between but we all have one. ,joy,"[0.008005312, 0.001274503, 0.02835103, 0.54015255, 0.015266375, 0.36371782]",0.54015255
joy,"Know that is rarer, more difficult, and more beautiful than sadness. Andre Gide ",sadness,"[0.007168549, 0.0031332404, 0.039687686, 0.35902017, 0.97417396, 0.8480056]",0.97417396
surprise,Happy December people can't wait to see what you have all got me ) ))) ,joy,"[0.0030630704, 0.00066854875, 0.0013997742, 0.99316037, 0.00063077617, 0.9864719]",0.99316037
joy,countdown two days til the pie! ) ,joy,"[0.14002514, 0.010698929, 0.062447198, 0.9645715, 0.0038414726, 0.75521135]",0.9645715
joy,I only keep those close in my life who bring me not drama ,surprise,"[0.064490214, 0.04746087, 0.11425131, 0.031976964, 0.07285849, 0.29994658]",0.29994658
joy,I enjoy the people who make my heart happy. ,joy,"[0.0005963146, 0.00032817884, 0.00088006223, 0.9970902, 0.00077767455, 0.09032647]",0.9970902
joy,Brussels sprouts with sea salt and a couple of quick quesadillas. ,surprise,"[0.109365806, 0.015268003, 0.06177429, 0.31462786, 0.050222535, 0.42323804]",0.42323804
joy,  greatttt. This means Bobby's trashed self is going to come in my room and kick everything over. ,disgust,"[0.96993285, 0.97393835, 0.9526105, 0.8690533, 0.013971132, 0.22052471]",0.97393835
surprise,My family does not know I am coming home for Thanksgiving! ,surprise,"[0.92406493, 0.26485178, 0.89816225, 0.7285838, 0.78285915, 0.9968035]",0.9968035
fear,Looking for people suffering with water. To help me with my research project. I will ask a range of simple questions! ,sadness,"[0.0984849, 0.113197565, 0.16755354, 0.011240251, 0.5212056, 0.28286344]",0.5212056
anger,cool. got my phone taken away and can't see Michael. ,surprise,"[0.022984613, 0.0009680783, 0.040039763, 0.0150101585, 0.005164976, 0.25442553]",0.25442553
surprise, of ik denk dat volgende week ook nog training is want dan haan we naar Tim ' meteen uit de yraining ,fear,"[0.75204057, 0.47696397, 0.96968687, 0.094341435, 0.8518269, 0.9375208]",0.96968687
surprise,I forgot about this big ten championship game. . . What a nice ,surprise,"[0.0102822725, 0.0018439287, 0.011165551, 0.9743844, 0.0072971284, 0.9905538]",0.9905538
anger,"When people make my girlfriend cry, I want to hurt them. whatever. ",anger,"[0.99591845, 0.9517968, 0.36644077, 0.0011895587, 0.2189843, 0.31749237]",0.99591845
sadness,I'd rather not ruin another friendship so I'll keep my distance ,fear,"[0.30643788, 0.37997866, 0.7626294, 0.0026196537, 0.45089856, 0.43549109]",0.7626294
sadness,nothing is worse than hearing everyone leaving for the football game while you are trying to write a paper godeacs ,disgust,"[0.84514505, 0.9843015, 0.94434965, 0.0015200438, 0.9002787, 0.6394018]",0.9843015
fear,Days of Christmas organ instrumental. This station plays on a loop in mom's offices. This must be where the 'bad passengers' go. ,disgust,"[0.20562164, 0.6980844, 0.6961493, 0.016569968, 0.04390269, 0.18028939]",0.6980844
joy,Super excited for . . Excited to have one my presents delivered today and love shopping! Season is better with inside ) ,joy,"[0.00057035213, 0.00030829897, 0.00064607186, 0.99687177, 0.00045587894, 0.057234004]",0.99687177
fear,Two girls one cup? Uhm. . . come on factor! ! Give the contestant's AID's ) ,surprise,"[0.9707224, 0.97941375, 0.618703, 0.0058852355, 0.2638012, 0.99021226]",0.99021226
joy,Break! Step on an escalator. Let it carry you up. Step off into wide open space amp fresh air. Breathe amp enjoy! LJB ,joy,"[0.01859781, 0.0015113688, 0.016066296, 0.93650836, 0.0066873753, 0.38956785]",0.93650836
sadness, I wish I could baby! I'm feeling lonely too! ,sadness,"[0.026437866, 0.01080622, 0.06780737, 0.0030902561, 0.9931618, 0.5013222]",0.9931618
sadness,"Take your Feelings like and put them into a picture . . . thats what I do,I don't Cry,I draw my feelings ",surprise,"[0.11720876, 0.06815538, 0.11402299, 0.15245427, 0.14158268, 0.36472276]",0.36472276
surprise, san francisco hippies let that shit get braidable. and do braid it. ,disgust,"[0.67797464, 0.9293976, 0.12288211, 0.040873505, 0.22881603, 0.5353077]",0.9293976
surprise,Step dad just brought home a quot D TV. ,surprise,"[0.1395097, 0.06530599, 0.03625121, 0.6967939, 0.013643058, 0.9109086]",0.9109086
surprise,"that heart-thumpy feeling when you have a secret and you wanna tell it so bad you feel like peeing your pants, but keeping it a ",fear,"[0.0040204097, 0.0024405338, 0.9325725, 0.02293911, 0.34775645, 0.24895535]",0.9325725
fear,Do not allow to control your actions. You overcome fear by doing exactly the thing you are afraid of. ,fear,"[0.045954727, 0.061617486, 0.488846, 0.008124778, 0.06390898, 0.32138816]",0.488846
joy, enjoy Hun. I have to start packing my stuff up for big office move ,joy,"[0.016030578, 0.003032479, 0.18786444, 0.5062405, 0.18924728, 0.0888004]",0.5062405
joy,Immense to the FBCV Deaconess Ministry for hosting a very successful open house for the benefit of our in ,joy,"[0.014071033, 0.0010181245, 0.10837862, 0.6579588, 0.0053151236, 0.5235779]",0.6579588
anger,A wOmAn Worth SUm iz EFFORT ,surprise,"[0.43392786, 0.045963563, 0.073045895, 0.11572621, 0.15090826, 0.91051465]",0.91051465
surprise,"Bonjour à tous, nous avons une pour vous aujourd'hui . . . un peu de patience ) ",surprise,"[0.028507046, 0.046000455, 0.11641002, 0.39454925, 0.36753136, 0.92098624]",0.92098624
joy,"Esta noche todo el mundo en la menos yo. Yuujuu,se le llama originalidad. Jajajajajaja. ",surprise,"[0.9127327, 0.5199615, 0.24185066, 0.9439322, 0.9132499, 0.9836437]",0.9836437
joy,"Break! If you could be anywhere on Earth, what would be the best? What would it feel like to be there right now? LJB ",surprise,"[0.087386735, 0.004179153, 0.007238981, 0.42795664, 0.011525547, 0.64383256]",0.64383256
surprise,when a burglar really is behind the shower curtain. . . . ,fear,"[0.75056136, 0.45002338, 0.98727626, 0.0012978999, 0.33689675, 0.9740034]",0.98727626
surprise,Wearing my hair down to school tomorrow ( ,joy,"[0.18975474, 0.014567053, 0.05890895, 0.7430433, 0.05831516, 0.64501226]",0.7430433
anger,"Just spent ages doing a really good post on tumbr, and it just vanished! -_- ",surprise,"[0.8747212, 0.9281613, 0.7342656, 0.00077752053, 0.9928677, 0.9930433]",0.9930433
surprise, Danny is all excited and is going to pop in tomorrow when he is passing to score some more. Christmas budgeting is FUN ,joy,"[0.0031404572, 0.0010526438, 0.00248606, 0.9842943, 0.0010116391, 0.49607933]",0.9842943
disgust,"So. . . . Congress made pizza a vegetable, based on tomato paste, rather than calling for more real fruits and veggies in schools. ",surprise,"[0.8616929, 0.69259596, 0.53779507, 0.0033899252, 0.8557608, 0.9662752]",0.9662752
joy,My earlier quip about motivational speakers has ensured I'm now followed by a creepy-looking motivational type. ,surprise,"[0.5830368, 0.832853, 0.8444248, 0.002590904, 0.19137548, 0.90170884]",0.90170884
joy,I mean I was really over here but y let a low life mf steal my ,anger,"[0.9941527, 0.9766207, 0.11738634, 0.0071131326, 0.911612, 0.9851517]",0.9941527
joy,Wooo! Macbeth essays are finally written. . . . . Just have to learn them all now ,joy,"[0.6547474, 0.14289577, 0.85419124, 0.93318695, 0.32716453, 0.9222741]",0.93318695
joy,"I miss my Friend, Father, my protector. I need you God. and from above. ",sadness,"[0.009886448, 0.002767139, 0.7871498, 0.0013058381, 0.99122447, 0.52636874]",0.99122447
surprise,"So like, my mom's birthday is on December . I dunno what I should give her so I asked my bro amp he almost told it to my mom -. - ",surprise,"[0.19930138, 0.07497513, 0.5708933, 0.07371281, 0.1569458, 0.9073316]",0.9073316
sadness,She fell asleep before i could say goodnight.  now i will have no sleep. ,sadness,"[0.9153626, 0.7163215, 0.98787886, 0.0009763722, 0.99405116, 0.9759989]",0.99405116
joy,I love making lil kids upset it gives me ,anger,"[0.9805233, 0.07647976, 0.662189, 0.8204698, 0.096383154, 0.33260256]",0.9805233
joy,Starting my hr Journey from Smart Village to Nasr City cairotraffic yamehawen ,anger,"[0.61567825, 0.08760018, 0.56851345, 0.0630881, 0.22260873, 0.5318377]",0.61567825
joy," wow dude. Don't know which is more impressive, the video or getting a  acknowledgment. Congrats on both. ",surprise,"[0.016663086, 0.0007513962, 0.050370175, 0.8126206, 0.0010480449, 0.9966092]",0.9966092
sadness,Omg this poor deer! ! ! On the bus and a deers laying there dead _( ,sadness,"[0.44661394, 0.97300375, 0.99321884, 0.00092402764, 0.9958224, 0.99491704]",0.9958224
joy,So. . .  finally on the mend as the fever has broken. . . but off to the docs so  can have his first jabs. ,surprise,"[0.11943431, 0.15920576, 0.33876857, 0.11017693, 0.042586364, 0.82603544]",0.82603544
joy,Elf time! Cosied in front of the tv with proof-reading to be done ,surprise,"[0.024150241, 0.020791555, 0.03875064, 0.03448827, 0.05030814, 0.11534257]",0.11534257
joy,"So tired amp not able to sleep for the next few hours, working am to pm tomorrow ",sadness,"[0.021570548, 0.031001884, 0.051604014, 0.0013191522, 0.083860904, 0.031571686]",0.083860904
surprise,I wish  would hurry up and go home to see what Easton did to make up for his mess he made. . ,anger,"[0.9920204, 0.9193154, 0.26509008, 0.007242137, 0.83221596, 0.9085954]",0.9920204
joy,watch out Flo's in town! i love my dear grandma ,surprise,"[0.05598063, 0.001900504, 0.77678263, 0.8820152, 0.16227506, 0.9639789]",0.9639789
joy,Dear Lord the lady behind me in line is monotone and won't stop complaining. ,anger,"[0.9915139, 0.9900975, 0.79987, 0.000758715, 0.9772398, 0.7268137]",0.9915139
joy," Being able to relax and let go, forget stress and give gifts to loved ones and see smiles ) Gives me ",joy,"[0.0007357926, 0.00046706753, 0.0011543108, 0.98746544, 0.0006816868, 0.13193037]",0.98746544
surprise,Is Miller considered as alcohol these days? Lol so much for quitting drinking. . . This is taking forever to finish. Lame party! ! ! ,disgust,"[0.59529626, 0.8714096, 0.018001484, 0.009580506, 0.7997054, 0.660813]",0.8714096
fear,La nana qui lit à voix haute son bouquin sur Direct me fait flipper. ,surprise,"[0.92956084, 0.9129621, 0.9230265, 0.2638382, 0.9228038, 0.9817084]",0.9817084
joy,The world didn't give it amp the world can't take it away  ! ,surprise,"[0.88962984, 0.5129286, 0.0263685, 0.24140315, 0.16172664, 0.9539165]",0.9539165
sadness,"The saddest words to me would be inconsolable, devastated, anguished, desolate,cheerless, forlorn, lost, bereaved and undone. ",sadness,"[0.0053827725, 0.09685724, 0.39868632, 0.0011195675, 0.9951385, 0.1378159]",0.9951385
disgust,when you walk past someone and taste the bo. ,disgust,"[0.5651245, 0.97991985, 0.13194713, 0.045139816, 0.23601285, 0.94460297]",0.97991985
joy,Kind of happy i AM SLEEPING ALONE TONIGHT. . . THE BED IS SO COZY ,joy,"[0.0006813743, 0.0004961646, 0.00043178315, 0.9920007, 0.0007651348, 0.049955115]",0.9920007
joy,Never felt so ill in a long time and now I'm waiting in an airport to be picked up ,surprise,"[0.35373065, 0.93306565, 0.8826067, 0.00092544267, 0.8834636, 0.9876902]",0.9876902
joy,Voice update no voice has developed into an ugly man whisper ,disgust,"[0.45797616, 0.9130051, 0.4220443, 0.0034633086, 0.24492511, 0.30207452]",0.9130051
joy,Put more fun and joy in your life! Your children will thank you! ,joy,"[0.0007332719, 0.0004120792, 0.00073424005, 0.9795573, 0.00071758375, 0.025199763]",0.9795573
sadness,My behavior on days when I don't get a nap has changed little since I was . kicking biting grrrrr ,anger,"[0.9935855, 0.9917836, 0.96333206, 0.00063219864, 0.007696987, 0.0064896466]",0.9935855
joy,"Unbeknown to me, my flatmate has become a wkd make-up artist. My kitchen has a client in it. The hob now doubles as the counter at MAC. ",surprise,"[0.57918686, 0.5263415, 0.48859978, 0.025395047, 0.3863293, 0.99293715]",0.99293715
surprise,SHROOOMMMSRT   is the best girlfriend ever. she's taking me on a trip today. ,joy,"[0.0031514543, 0.0009941886, 0.005772882, 0.9547803, 0.0023588482, 0.7679378]",0.9547803
