labels,text,emotion,prob_emotion,prob_max
shame,"I thought I would be able to use the mangle of the house, and so I did not want any help. However, I blocked it and I had to get the janitor to help me out. He reproached me for not having followed the instructions ",sadness,"[0.6369771, 0.6096299, 0.74344325, 0.543612, 0.013966692, 0.7826369, 0.56675136]",0.7826369
guilt,"I promised my friends that I would take care of something, but I kept forgetting about it. When they asked me about it, I promised to do it immediately. However, I got started only after a couple of months. I felt that I had betrayed my friends. ",sadness,"[0.8606104, 0.7698739, 0.79473925, 0.8589625, 0.008999414, 0.9613851, 0.8336438]",0.9613851
joy,"When I got an unexpected letter from a guy, who had been my school mate. ",sadness,"[0.5295083, 0.47947302, 0.6392513, 0.5396299, 0.46763855, 0.74425304, 0.48104322]",0.74425304
fear,"When my brother went to shoot wild ducks, I feared that the boat would overturn and he would drown or that the gun would accidentally go off. ",fear,"[0.66253984, 0.42059064, 0.98543566, 0.7843966, 0.0002447832, 0.7298215, 0.5896024]",0.98543566
anger,My father had once again told me that I should be careful and try to seek admission to other places also apart from the faculty of Social Sciences at the university of Helsinki. I was not at all interested in any other place and had no time to study for other entrance exams. ,sadness,"[0.3363083, 0.47892448, 0.5753832, 0.3659098, 0.046875156, 0.60994875, 0.3707664]",0.60994875
sadness,"I would have liked to go out to chat with some acquaintances, but I realized that I was not wanted. I felt hurt, disappointed, lonely and deserted. ",sadness,"[0.8832944, 0.8927645, 0.91971195, 0.7617383, 0.00020418096, 0.99750155, 0.9087693]",0.99750155
disgust,"When an acquaintance (he was drunk) of my room-mate vomitted on the kitchen carpet. It was past mid-night and my room-mate had just moved in, this acquaintance had helped her move in. ",disgust,"[0.66965216, 0.79833674, 0.41745195, 0.586755, 0.009044795, 0.58827686, 0.73302245]",0.79833674
shame,"I was carried away while talking about my visits abroad and I tended to boast a little, till I realized that the listener was amused. ",joy,"[0.005407125, 0.000321496, 0.002635372, 0.07778734, 0.50128806, 0.000114101065, 0.009732234]",0.50128806
guilt,"When I was baby-sitting at my cousin's place, I tried to have a pleasant time and did not really take care of the child. I do not care very much about children. ",sadness,"[0.4990502, 0.59561074, 0.5774187, 0.64602834, 0.21032971, 0.7102943, 0.53281146]",0.7102943
joy,"When I got / points in an exam of statistics. The result was unexpected and it made me realize that statistics do not surpass my abilities, as I have sometimes thought. ",joy,"[0.12693004, 0.18383215, 0.13476935, 0.30347753, 0.58165663, 0.14626122, 0.1804786]",0.58165663
fear,When a big angry dog put its snout on my arm and had I made one movement it would have bitten me. ,anger,"[0.91907954, 0.42056495, 0.19693656, 0.104464635, 0.00015202303, 0.00061934965, 0.017800637]",0.91907954
anger,When my room-mates were watching video-tapes and prevented me from watching the news. The first feeling I had was that I was being treated unfairly and then came the feeling of anger. ,anger,"[0.9931733, 0.0035648202, 0.0005878466, 0.003325666, 0.00013209967, 0.0001876138, 0.0019015345]",0.9931733
sadness,"[ When after a night of sleeping in another's arms, one wakes alone and knows that the lonely arms of the night are not the same that one meets in the morning. ] ",sadness,"[0.6241586, 0.6738262, 0.77207637, 0.58891445, 0.004501336, 0.91700876, 0.74510676]",0.91700876
disgust,"When an unpleasant person tried to make friends with me. A subtle, small, insignificant, grey being whose helplessness and neutrality evoked the feeling of disgust in me. ",disgust,"[0.5614033, 0.9874609, 0.42665085, 0.08163295, 0.0002637028, 0.28093806, 0.56823486]",0.9874609
shame,Badly chosen words to a vague acquaintance of mine made me feel ashamed at having given the wrong impression about what I wanted to say. Thoughtlessness. ,shame,"[0.52918696, 0.5715539, 0.6583805, 0.7674844, 0.0005419775, 0.8506409, 0.96727026]",0.96727026
guilt,"When I behaved improperly - fought in a public place. Afterwards, I felt guilty about my conduct. ",guilt,"[0.432584, 0.5516843, 0.7619885, 0.9863522, 0.00038056634, 0.75492984, 0.95517373]",0.9863522
joy,When my friend told me that he would come and meet me in a moment. ,sadness,"[0.5929314, 0.55983764, 0.69643277, 0.58618253, 0.6054376, 0.7786033, 0.48913664]",0.7786033
fear,My father had been drinking and I feared him when we went to bed at night. ,fear,"[0.8306657, 0.7416464, 0.9899939, 0.8029105, 0.0004334868, 0.9138544, 0.7580293]",0.9899939
anger,My friends promised me that they would definitely call me to tell me if they were visiting me or not. ,sadness,"[0.5442123, 0.5401488, 0.7590728, 0.49985397, 0.54121226, 0.78116184, 0.42498192]",0.78116184
sadness,A close friend of mine had not contacted me for a long time. ,sadness,"[0.6396613, 0.67631185, 0.73372376, 0.6789965, 0.24032497, 0.9294285, 0.623408]",0.9294285
disgust,A friend of mine came to see me when he was quite drunk. ,disgust,"[0.54607236, 0.62216705, 0.47770792, 0.5524305, 0.07710425, 0.5047075, 0.57126826]",0.62216705
shame,I said something especially stupid which I did not mean at all. ,shame,"[0.7191745, 0.55870587, 0.63880634, 0.58568996, 0.0012439153, 0.63124067, 0.84023684]",0.84023684
guilt,"I did not go to help a friend of mine, though she probably needed me. ",sadness,"[0.8034158, 0.8022564, 0.8056843, 0.80939025, 0.07948171, 0.94816077, 0.7944909]",0.94816077
joy,"When I felt that an exam, which I had feared, was an easy one and went well. ",joy,"[0.10673334, 0.17334601, 0.23000906, 0.29267406, 0.7173261, 0.09126069, 0.16455545]",0.7173261
fear,I was afraid when my dog ran out through a crack in the fence when a train was coming. ,fear,"[0.18934457, 0.2536626, 0.9925534, 0.5911906, 0.00029164576, 0.5363107, 0.3536852]",0.9925534
anger,"When a friend of mine was drawn into a fight because of the stupid gang he belonged to. I felt angry with him and his friends. They could not think about anything sensible, but would fool around without taking into consideration the feelings of other persons. ",anger,"[0.9867381, 0.6536605, 0.4251866, 0.42447913, 0.0011399665, 0.042378027, 0.35271508]",0.9867381
sadness,I felt sad after having had an argument with my boyfriend. I felt that he did not understand me and that there was no point in carrying on with the relationship. ,sadness,"[0.0057679527, 0.49265507, 0.5008733, 0.6244896, 0.00035153978, 0.99926776, 0.7350049]",0.99926776
disgust,"I detested my father who was a drunkard. He would rave, threaten and blame my mother and me. He finally drove us away from home. ",disgust,"[0.9343081, 0.98804444, 0.8888644, 0.69629234, 0.0015944745, 0.933875, 0.67984307]",0.98804444
shame,"When I was on holiday with my former boyfriend, he hit me and behaved in a very evil and ugly manner in front of the hotel personnel. ",fear,"[0.84685093, 0.85770535, 0.8645515, 0.7351408, 0.00163491, 0.8107865, 0.85279894]",0.8645515
guilt,"When as a child I stole, from a friend of mine, the ring she had got in an easter egg. ",guilt,"[0.7778243, 0.81184363, 0.69150656, 0.83960265, 0.28604195, 0.8154937, 0.8313275]",0.83960265
joy,"When I got home from a pleasant trip abroad, I got to know that I had been accepted at university. ",joy,"[0.21603507, 0.07406573, 0.3373783, 0.34519532, 0.78255427, 0.07309026, 0.1186278]",0.78255427
fear,"At school, I had acted against the will of the group, and the next day they promised to take revenge on me. ",anger,"[0.9123332, 0.77157557, 0.87357646, 0.8582396, 0.00048337772, 0.5910665, 0.8101525]",0.9123332
anger,"My mother had for some time been trying to separate me from a good friend who, she thought, was not good company for me. Finally, at breakfast one day, we had an argument and I tried to defend my friend. ",sadness,"[0.7750763, 0.5655326, 0.66708696, 0.55550593, 0.062229555, 0.856584, 0.48999244]",0.856584
sadness,I got to know about the death of a close friend. ,sadness,"[0.51366025, 0.5345955, 0.7338841, 0.62380433, 0.0017122836, 0.97778064, 0.585036]",0.97778064
disgust,"When I was watching a movie with many violent episodes. They accurately showed the cutting of corpses, etc. . . ",disgust,"[0.6724486, 0.68688387, 0.6214877, 0.46027696, 0.0033818877, 0.0032694486, 0.41139305]",0.68688387
shame,"When I was caught telling a white lie. At that time, I was not allowed to stay outdoors after p. m. One day when I was late, I made up a story that our neighbour had invited me to his place, though I had actually forgotten about the time while playing with my pals. ",fear,"[0.6992264, 0.64851135, 0.8283682, 0.7312443, 0.073741704, 0.6908132, 0.70469606]",0.8283682
guilt,"When before the last exam I have taken, I went out instead of studying. ",shame,"[0.5970358, 0.63474894, 0.65949446, 0.6993827, 0.1205192, 0.5495498, 0.76510596]",0.76510596
joy,When I was pressing figures on the curtain cloth. I had bought the cloth after months of hindrances. ,guilt,"[0.35890085, 0.42808235, 0.38396642, 0.5272301, 0.34354866, 0.27808595, 0.3824082]",0.5272301
fear,I am a kindergarten teacher and I am thoroughly weary of my job. After having taken the university entrance exam I suffered from anxiety for weeks as I did not want to carry on with my work - studies were the only alternative. ,sadness,"[0.23321094, 0.6826443, 0.765673, 0.3675005, 0.0002505723, 0.80900985, 0.46253034]",0.80900985
anger,"My life-partner, who was drinking more and more, spoke about kicking the cat. He had never done anything of the kind, but I knew that he would do so one day, without thinking about it. ",anger,"[0.7046982, 0.665406, 0.69575185, 0.5011969, 0.00550408, 0.69213986, 0.4717189]",0.7046982
sadness,"Estrangement from my best woman friend. We have been going different ways for quite some time now, but the break was total when she got married as her husband is unreasonably jealous of me. ",sadness,"[0.7458847, 0.67742485, 0.5806535, 0.4247968, 0.00039850685, 0.95360667, 0.638851]",0.95360667
disgust,"My life-partner is going through a crisis (way of life, old-fashioned values) and can only get out of it by talking bold decisions. I have noticed his cowardice and attempts to escape his problems by drinking. I detest his drinking and his being full of self-pity. ",disgust,"[0.8022149, 0.9014438, 0.70755965, 0.5855102, 0.003267159, 0.8786327, 0.6262945]",0.9014438
shame,"Again, a quarrel had come up in our difficult relationship. My life-partner threw all the books off the shelf. I am sure that it disturbed our neighbours since this happened late in the night. ",sadness,"[0.8125246, 0.69027734, 0.69488, 0.5961836, 0.0009772852, 0.9127108, 0.6917821]",0.9127108
guilt,"A lonely, neurotic, shy girl lives nearby. She has expressed a wish to meet me, I have however avoided her (turned down an invitation) as the crisis my partner is going through uses up all my empathy. ",sadness,"[0.40643418, 0.5886199, 0.5061199, 0.5703952, 0.002000599, 0.87117785, 0.504753]",0.87117785
joy,"Begining the week-end with my girlfriend cozyness, beer and wine. ",joy,"[0.0016086486, 0.004877868, 0.06042045, 0.19514605, 0.6580554, 0.013401623, 0.015252962]",0.6580554
fear,"The fear about my future work, making ends meet and health. Coping. ",fear,"[0.0026923208, 0.018128855, 0.9973635, 0.1071752, 0.0003023089, 0.00747084, 0.03728374]",0.9973635
anger,"A friend of mine ridiculed me, telling me that I would never accomplish anything. I felt that he had interfered with my life. ",anger,"[0.90266484, 0.73727685, 0.80963093, 0.75021744, 0.013943681, 0.7716058, 0.73391545]",0.90266484
sadness,I felt sad at having to leave my girlfriend after constant problems and failed attempts at reconciliation. My sadness was caused by the irreversibility of the decision. ,sadness,"[0.0056526614, 0.29337138, 0.22244088, 0.49741843, 0.00022735725, 0.9987237, 0.41061252]",0.9987237
disgust,A man spat on the wall of a house. ,anger,"[0.8761158, 0.87361, 0.5147266, 0.5401563, 0.01775229, 0.41563427, 0.72865754]",0.8761158
shame,In an express bus I sat on a seat meant for senior citizens and invalids. ,fear,"[0.6414689, 0.69396704, 0.78312844, 0.6216531, 0.10546174, 0.7318644, 0.67464614]",0.78312844
guilt,When I did not succeed in finding a job after having finished a nonacademic degree. ,sadness,"[0.79483205, 0.73327696, 0.694439, 0.6899579, 0.0018234627, 0.94234973, 0.8063402]",0.94234973
joy,"When after an overwhelming anxiety and enquiry, I understood something about why I exist and what my task in life is. ",fear,"[0.16862457, 0.12571982, 0.7924982, 0.40299878, 0.041076705, 0.022889057, 0.23560664]",0.7924982
fear,"At the railway station, while waiting for the last train at night I noticed that a drunk young man was appraching me in a purposeful mannner. ",fear,"[0.69402367, 0.7787746, 0.7802591, 0.6635573, 0.017484752, 0.47696856, 0.7266174]",0.7802591
anger,"While having a discussion with my mother, I realized that she does not for a moment doubt the justification of her making the decisions concerning my life. ",anger,"[0.3804601, 0.23693141, 0.27444458, 0.28727832, 0.3082909, 0.21829869, 0.13810036]",0.3804601
sadness,When I think that I will probably never have a genuine contact with my parents. ,sadness,"[0.7316998, 0.72756237, 0.85249346, 0.72659403, 0.0023002329, 0.97480243, 0.8150699]",0.97480243
disgust,"While reading Olli Jalonen's new book, the distant, cold and selfish relationships between people (in the book) made me feel disgusted. ",disgust,"[0.7274527, 0.99426985, 0.24468023, 0.1903487, 0.00022369857, 0.11979146, 0.74037]",0.99426985
shame,When I approached a person of the opposite sex and was rejected. ,sadness,"[0.78544027, 0.7637937, 0.84525627, 0.69408363, 0.008141703, 0.9135356, 0.77371144]",0.9135356
guilt,"When I noticed that my little sister was sulking, because I could not meet her because of a misunderstanding. ",sadness,"[0.7362984, 0.70408016, 0.7279436, 0.74901724, 0.00016480406, 0.9947568, 0.8510767]",0.9947568
joy,"The day I got to know that I would get a shared dwelling with my boyfriend. My parents place was getting a little crowded with my growing bother wanting a room to himself. I first felt doubt, then joy, but also sadness. The feeling of joy was the strongest. ",joy,"[0.0006802279, 0.0010343771, 0.00041236897, 0.0022804227, 0.6156206, 0.0033846435, 0.002945979]",0.6156206
fear,My grandfather had lung-cancer and was being nursed at home. I felt fear when I was alone with him and he almost choked on mucus secretions. ,fear,"[0.04027679, 0.3573952, 0.99219453, 0.47518793, 0.00045609736, 0.58278817, 0.35120425]",0.99219453
anger,The outrageous conduct of a relative towards me and those close to me. (blaming us and lying) ,anger,"[0.8800467, 0.86890954, 0.7004478, 0.68087476, 0.00043105113, 0.6597521, 0.81355596]",0.8800467
sadness,We had to finish the life of our year-old dog. ,sadness,"[0.7326289, 0.8073539, 0.8223993, 0.780795, 0.008003826, 0.99141055, 0.7735321]",0.99141055
disgust,A very drunk person. ,shame,"[0.5346559, 0.6505278, 0.2786192, 0.5312007, 0.0031553067, 0.13857335, 0.6592655]",0.6592655
shame,"An argument that grew out of an ordinary conversation with a person very close to me, when we should have been having a good time together. ",sadness,"[0.81856114, 0.7138401, 0.34554332, 0.6637711, 0.00025624572, 0.9307775, 0.6948222]",0.9307775
guilt,"While trying to get my little brother over a ditch, he fell on his head and started crying. I was scared of having caused him permanent injury. ",fear,"[0.35445416, 0.22790906, 0.94825566, 0.8634293, 0.0060989265, 0.8418923, 0.54735196]",0.94825566
joy,[ A chat on the telephone with a friend. ] ,joy,"[0.33442977, 0.46282524, 0.41584206, 0.38419914, 0.5585881, 0.35541207, 0.49305958]",0.5585881
fear,"[ Meeting some new (unpleasant) people or some new, demanding situation. ] ",fear,"[0.7416499, 0.7462451, 0.7701273, 0.5622792, 0.0008401097, 0.3331135, 0.66574055]",0.7701273
anger,"[ For example, unfair pushing in a bus. ] ",anger,"[0.8624394, 0.8496239, 0.3852198, 0.66420376, 0.002506194, 0.09283014, 0.812708]",0.8624394
sadness,"[ When I am, in my opinion, not understood correctly. ] ",anger,"[0.8601412, 0.8023595, 0.73642975, 0.68998677, 0.032237537, 0.62346256, 0.7756179]",0.8601412
disgust,[ When some people act very important in any situation. ] ,anger,"[0.2949564, 0.059262574, 0.14890343, 0.2043016, 0.044476684, 0.0031841253, 0.054807846]",0.2949564
shame,"[ Generally, when I am late in attending to matters (for example paying bills). ] ",shame,"[0.637388, 0.6632774, 0.646607, 0.5789318, 0.013778792, 0.36834082, 0.73558974]",0.73558974
guilt,"[ If one has planned to do something ""important"" and then, for some reason, fails to do it. ] ",fear,"[0.6860909, 0.63329256, 0.7207639, 0.6890571, 0.01054322, 0.68564, 0.7203872]",0.7207639
joy,"I was in a dancing-tavern and the atmosphere was one of waiting for the end of the world. Suddenly people began dancing wildly, inspired by the band. An unbelievable experience wonderful that even Finns sometimes flare up and forget to think ""what others are thinking of me"". It was delightful to dance to one's heart content. ",joy,"[0.0018102335, 0.0003673683, 0.0019275207, 0.0052605756, 0.5844146, 0.0002998338, 0.0009442101]",0.5844146
fear,"I was travelling back home by boat with two friends of mine after a lovely holiday trip. The night and the sea were dark, and the wind was blowing. I feared that death was there on the boat, I somehow felt sure about it. I feared being left alone. ",fear,"[0.508406, 0.23551871, 0.98248464, 0.46799767, 0.0008552346, 0.9028203, 0.28698274]",0.98248464
anger,"I was at home, filling my tax report. Nobody had time to help me. I would have liked to do it quickly so that I could go and meet a friend of mine who had just returned from hospital. I got angry as both my brother and my father refused to give me their calculator as I had not asked for it nicely. I could not leave as I had to wait for help and the tax report had to be done. ",anger,"[0.9917236, 0.4523934, 0.4901893, 0.37873065, 0.0027356003, 0.0031737115, 0.25409678]",0.9917236
sadness,"I tried to talk to my parents over the phone, as I wanted to go home for the week-end and I knew that I would not be able to bear it. I tried to reduce the gulf and the conflict between us by talking in order to unite our worlds. Result hysterical mess, blinding and blaming. ",anger,"[0.7860658, 0.65342784, 0.6969216, 0.6421282, 0.0005983838, 0.6947091, 0.5783238]",0.7860658
disgust,"My mother called me because she had read through the enveloppe a letter addressed to me. She denied having read it intentionally and said ""the words just popped out through the enveloppe as the sun was shining on it"". Hah Hah. ",sadness,"[0.717037, 0.624474, 0.6301133, 0.57365274, 0.25129196, 0.7252858, 0.47126287]",0.7252858
shame,"I feared that I would have to describe my sexual life to an older, strange woman. ",fear,"[0.29923603, 0.5779742, 0.97855616, 0.6435738, 0.0002608434, 0.2263529, 0.711388]",0.97855616
guilt,When I moved away from home. ,sadness,"[0.56966895, 0.5305026, 0.7056409, 0.6080801, 0.20879222, 0.8329918, 0.5253258]",0.8329918
joy,The inflammation of the ear of my child got cured and the doctor said that the ear was completely all right. ,joy,"[0.18311429, 0.21927203, 0.28959942, 0.33337265, 0.728508, 0.15266779, 0.21182421]",0.728508
fear,My husband suddenly fell ill seriously and during the medical examinations we did not know what would follow. ,sadness,"[0.5135105, 0.4795929, 0.8297083, 0.63765067, 0.003065424, 0.85339373, 0.5834254]",0.85339373
anger,The housing council asked the city to cut linden trees so that the inhabitants of the lower floors would have a view to the sea. ,anger,"[0.48716834, 0.46835843, 0.4288452, 0.3752762, 0.27678025, 0.3893125, 0.4480515]",0.48716834
sadness,"My child, unexpectedly started acting in a restless and disturbing way at school. In addition his performance at school weakened. ",disgust,"[0.5485436, 0.70162565, 0.6311268, 0.52276623, 0.00038325545, 0.25861347, 0.68256044]",0.70162565
disgust,"On a trip abroad, a lady-like member of our group turned out to be an alcoholic. She spoilt many days of my holidays because of her behaviour and paranoia. ",sadness,"[0.7219476, 0.72727853, 0.62619513, 0.61934555, 0.0019677728, 0.7829598, 0.7482085]",0.7829598
shame,I failed an exam which I thought I would certainly pass. ,sadness,"[0.77214557, 0.7879094, 0.79387385, 0.77868515, 0.0015760763, 0.96805465, 0.9105546]",0.96805465
guilt,"I had been guilty of gossiping and blaming others, and one of my superiors at the workplace made a formal reprimand. ",guilt,"[0.84022194, 0.8135747, 0.60305953, 0.9494356, 0.0023143732, 0.7350179, 0.92437196]",0.9494356
joy,When a student of mine (at music) performed and played remarkably well. ,joy,"[0.1747128, 0.08366967, 0.17785637, 0.2735983, 0.65600276, 0.06491648, 0.09611298]",0.65600276
fear,When climbing up the stairs to the top of a ski-jumping hill. ,fear,"[0.41960457, 0.4642727, 0.5991475, 0.33531368, 0.4622087, 0.06763694, 0.45648313]",0.5991475
anger,My boy-friend came home late one night without having told me about it before. ,sadness,"[0.6972742, 0.70142066, 0.6960532, 0.6692865, 0.42621034, 0.8096043, 0.6866028]",0.8096043
sadness,The breaking up of a long lasting relationship. ,sadness,"[0.6846256, 0.611441, 0.60404325, 0.57728213, 0.0006681761, 0.9692022, 0.6001592]",0.9692022
disgust,"While watching the movie called ""Deer hunter"" on TV, when it showed how prisoners were treated. ",disgust,"[0.7412514, 0.84771657, 0.6975543, 0.6350411, 0.010666711, 0.838132, 0.77385175]",0.84771657
shame,When I noticed that a person I found attractive had seen me picking my nose. ,shame,"[0.6253283, 0.75876266, 0.5260643, 0.69643, 0.149709, 0.34016305, 0.83898675]",0.83898675
guilt,When I think that I have been too stict or narrow minded towards my students. ,shame,"[0.6350057, 0.49334106, 0.5196115, 0.8163428, 0.0024580962, 0.5202224, 0.81777203]",0.81777203
joy,When I made up with a girl-friend of mine after having been on unfriendly terms with her (my fault). I cried with joy that evening. ,joy,"[0.0003603584, 0.00019502836, 0.00030182998, 0.02828969, 0.9757607, 0.00019285426, 0.00029473956]",0.9757607
fear,"While cycling in the country, I came across a large herd of cows. ",fear,"[0.4644461, 0.47706902, 0.64432406, 0.5033814, 0.50984925, 0.38596553, 0.39861315]",0.64432406
anger,When I heard that my step-mother had treated my mother in a wrong manner. ,sadness,"[0.8763436, 0.7847396, 0.7635244, 0.7826089, 0.007598469, 0.9439633, 0.7987299]",0.9439633
sadness,When my friend did not pass the high school graduation examinations. ,sadness,"[0.67132175, 0.66521496, 0.6190573, 0.5821059, 0.016641466, 0.9490462, 0.71400416]",0.9490462
disgust,"When I heard about the advances an acquaintance of mine had made to my friends, who did not approve of them. ",anger,"[0.8796154, 0.873505, 0.7930986, 0.6672742, 0.0047360747, 0.84350777, 0.7756729]",0.8796154
shame,"When after having had sexual intercourse with a friend, I thought that he had told about it to a friend of his. ",shame,"[0.73526806, 0.8184175, 0.7236523, 0.8211394, 0.07260974, 0.5133896, 0.853627]",0.853627
guilt,"When I promised a male friend of mine to visit him, and did not. ",sadness,"[0.80258614, 0.7901177, 0.77153724, 0.7812304, 0.04707005, 0.95378536, 0.7967887]",0.95378536
joy,"During lectures, I sensed an unexpressed understanding with a boy I did not know. We exchange glances I think he likes me, and I like him too. Perhaps he has fallen in love with me . . . . . . . . . ",joy,"[0.00040523816, 0.00036647546, 0.007144426, 0.11586768, 0.25926307, 0.0012851213, 0.05365798]",0.25926307
fear,"At night, I walk home past a forest. Once, somebody got stabbed in the forest. I imagine someone attacking me and I hurry up. ",fear,"[0.56492513, 0.4599092, 0.91172224, 0.59317267, 0.01879407, 0.34504193, 0.4082826]",0.91172224
anger,"In a tram, the ticket seller was commanding, taking the role of a leader, trying to emphasize her non-existent authority with undue strictness towards a good-humoured drunk who could not find his ticket at once. ",anger,"[0.4996453, 0.38314745, 0.25736868, 0.29282042, 0.024630802, 0.011689936, 0.13737172]",0.4996453
sadness,"A relationship in which I had put my trust, broke up. I was sad when I realized how easy it is to forget something that one had once regarded as great and significant. ",sadness,"[0.12401465, 0.31950617, 0.6706974, 0.6365113, 0.00022817338, 0.9974716, 0.7175791]",0.9974716
disgust,"A nightmare. I was dreaming about bloodsuckers, which I tried to shake off from my body, they are everywhere, they get glued, they suck. And there are a lot of them. I panic. ",fear,"[0.7701031, 0.79353285, 0.97250205, 0.6813647, 0.00071106903, 0.46754318, 0.6707215]",0.97250205
shame,"I told evil lies about a close friend of mine. I was evil in order to sound jolly, to charm a person whom I wanted to impress. I sold my friend, I was despicable. ",shame,"[0.64642704, 0.82736915, 0.5127938, 0.81491524, 0.054092024, 0.019690797, 0.91163844]",0.91163844
guilt,"I met my ex boyfriend by chance. We separated a few months ago and I am now with a new boyfriend. My ex boyfriend looked depressed, and I know I am not to be blamed. ",sadness,"[0.3019928, 0.34565765, 0.44440636, 0.41120067, 0.0039637345, 0.8247905, 0.4072703]",0.8247905
joy,"[ During inter-rail-trip, after troubles, I met my little sister. ] ",fear,"[0.6501067, 0.59986544, 0.741263, 0.6864132, 0.31937093, 0.72915375, 0.63637906]",0.741263
fear,Traveling as the only female in a railway carriage in the middle of the night in Italy. ,fear,"[0.5961463, 0.62180346, 0.66372144, 0.53927636, 0.15430176, 0.42412457, 0.6264203]",0.66372144
anger,"A male, Honduran acquaintance of mine despised my opinions. ",disgust,"[0.9342156, 0.9670192, 0.84627885, 0.66634977, 0.0005463918, 0.8692349, 0.8794444]",0.9670192
sadness,When our dog died. ,sadness,"[0.5705898, 0.6355691, 0.7506673, 0.6167294, 0.0012842837, 0.98358256, 0.6089604]",0.98358256
disgust,"While walking on the street with a good friend of mine, we met an acquaintance of hers. My friend started showing off and telling false stories about herself and praising herself. ",anger,"[0.59675425, 0.22109011, 0.2394168, 0.4188497, 0.2464546, 0.0032909468, 0.09173799]",0.59675425
shame,I was dishonest to my boyfriend concerning something that is important to our relationship. ,shame,"[0.80833536, 0.78251415, 0.6996065, 0.87918884, 0.0017725365, 0.87792, 0.90801996]",0.90801996
guilt,A parking fine. ,disgust,"[0.65740275, 0.76729876, 0.29677173, 0.46966982, 0.002355121, 0.510537, 0.7399241]",0.76729876
joy,"After having at last finished my master's thesis, I felt great joy and relief. I had been haunted by the thesis during the whole of my studies. ",joy,"[0.0004218561, 0.0002197754, 0.00045777456, 0.0016424146, 0.98784685, 0.00017688372, 0.0004010322]",0.98784685
fear,"While preparing my master's thesis, I was scared that I would not accomplish anything as the subject was rather difficult. ",fear,"[0.5162925, 0.52920604, 0.9631092, 0.5887796, 0.00025307335, 0.50691664, 0.53669804]",0.9631092
anger,"During the Summer, at my workplace, a person kept interfering with my tasks and making unfounded remarks. I felt hatred for him but it stopped when I realized that he just longed for attention. ",anger,"[0.8980433, 0.8682149, 0.038455553, 0.07356321, 0.00024767383, 0.0350328, 0.04721966]",0.8980433
sadness,"The last time I felt sad and disappointed was when I did not do as well as I had hoped in one of the final exams. As compared with the earlier exams, the questions, I think, were unjust. ",sadness,"[0.017156886, 0.65092397, 0.3400878, 0.6478281, 0.0010020193, 0.99544793, 0.76328516]",0.99544793
disgust,"After the first of May, I detested my fiance's friends, who had piled on to our party and spoilt it completely. ",disgust,"[0.94916797, 0.97231674, 0.7823846, 0.68796414, 0.00079319347, 0.96572125, 0.82269734]",0.97231674
shame,"After our sad first of May party, I felt ashamed because the friends who had been invited had to suffer. We, the organizers of the party, did not drive the intruders away. ",sadness,"[0.82682514, 0.9620063, 0.8616775, 0.9285601, 0.00026957653, 0.99615735, 0.99078864]",0.99615735
guilt,"At my summer job, I was responsible for making various orders. It was not me who had ordered some seasonal merchandise, but when much of it was left over and had to be thrown away in the Autumn, I felt partly responsible for the much too large order. ",guilt,"[0.6223804, 0.5670303, 0.57488877, 0.9155402, 0.03644812, 0.8732478, 0.6874651]",0.9155402
joy,When I met a good friend of mine after a long time. ,sadness,"[0.43809113, 0.457619, 0.5146197, 0.55980855, 0.5434983, 0.67030394, 0.38390902]",0.67030394
fear,I was camping with a friend of mine and we spent the night in the forest. I could not fall off to sleep and could clearly hear noises from outside (steps ? ) approaching our tent. ,fear,"[0.7500743, 0.67085904, 0.89665365, 0.63504565, 0.02035054, 0.76566774, 0.5879026]",0.89665365
anger,When I quarelled with my parents. ,fear,"[0.55276954, 0.5327082, 0.7310229, 0.5005147, 0.37669092, 0.59070146, 0.67115676]",0.7310229
sadness,"Being away from a very close friend, I was away from Finland for a year as an exchange student. ",sadness,"[0.6468547, 0.6234702, 0.7897227, 0.67827046, 0.008358829, 0.9749747, 0.66795313]",0.9749747
disgust,When I saw a spider. ,fear,"[0.32985684, 0.7427367, 0.84269404, 0.33587816, 0.11286941, 0.2568997, 0.5558331]",0.84269404
shame,While playing I urinated on grandma's floor and did not go to the lavatory. My cousin told grandma and she came. ,shame,"[0.469771, 0.7396232, 0.3489334, 0.72918415, 0.024180906, 0.28592172, 0.7683584]",0.7683584
guilt,"While travelling in a bus with an invalid ticket, I got caught. ",shame,"[0.7002135, 0.7492211, 0.79303277, 0.74785435, 0.015347302, 0.729803, 0.84050155]",0.84050155
joy,"While having a discussion with a colleague of mine, I realized that her conception of man and work were similar to mine. ",disgust,"[0.22355938, 0.39876637, 0.20447922, 0.36544558, 0.2505361, 0.07387007, 0.19944648]",0.39876637
fear,"While he was drunk, my life partner tried to hit me. I felt scared and fled to the bathroom. ",fear,"[0.7799598, 0.7894342, 0.9740107, 0.7425376, 0.0012951418, 0.745396, 0.71616566]",0.9740107
anger,"A ""higher status"" colleague of mine despised my attitude and organization of work. ",disgust,"[0.90238744, 0.93592626, 0.7656954, 0.6443193, 0.0014220665, 0.8672484, 0.8724209]",0.93592626
sadness,"I could not meet my love, after having waited for a month, due to illness. ",sadness,"[0.58370304, 0.61896306, 0.61344683, 0.6832653, 0.016049955, 0.9842614, 0.6754876]",0.9842614
