labels,text,emotion,prob_emotion,prob_max
fear,"A late Saturday night I found myself locked in the central underground station of Stockholm with a group of hard rockers who were drunk and equipped with various kinds of chains, etc. ",guilt,"[0.391006, 0.3209462, 0.3173621, 0.43008375, 0.014746228, 0.24691038, 0.31123585]",0.43008375
anger,"When I was forced to call the telephone company about a bill concerning a disconnected phone belonging to my landlord. The bill was four months overdue and in the meanwhile he had been using my phone, he seemed to have no intention of having his own phone reconnected. ",sadness,"[0.31229296, 0.27485034, 0.11268549, 0.48178798, 0.009975297, 0.5459916, 0.2770905]",0.5459916
sadness,Whenever I read or think about the way people treat animals and nature. ,sadness,"[0.43010235, 0.55108964, 0.079765804, 0.3971481, 0.013574288, 0.5706918, 0.5094572]",0.5706918
disgust,When I saw a T. V programme on animals in the film world (mistreated and used). ,shame,"[0.45398223, 0.61701787, 0.15986288, 0.568573, 0.0044821, 0.65295947, 0.6556315]",0.6556315
shame,When I was years old I wrote passionate love letters to my boyfriend and I later found out that his sister had read them. ,joy,"[0.0014848355, 0.0026071523, 0.0040248744, 0.12856828, 0.19342993, 0.006064781, 0.01287127]",0.19342993
guilt,"When I ""hated"" one of mmy flatmates who was nice to me. ",sadness,"[0.8659561, 0.8730485, 0.36699194, 0.64235854, 0.0033288572, 0.91541034, 0.44719464]",0.91541034
joy,When my month old son is happy and well. ,joy,"[0.0026320147, 0.003612869, 0.002592185, 0.051265795, 0.9457658, 0.0017007808, 0.0068744244]",0.9457658
fear,A four year girl ran away from her father straight in front of my car. I was forced to use the emergency brakes. ,sadness,"[0.29201669, 0.30586067, 0.45415655, 0.51963234, 0.017369153, 0.68996674, 0.36231962]",0.68996674
anger,[ After an examine I had been satisfied with. ] ,joy,"[0.0014010058, 0.0014605054, 0.0034785978, 0.011909482, 0.39648727, 0.00314631, 0.0040278994]",0.39648727
sadness,When a colleague failed to contact me at the arranged time. ,sadness,"[0.37977794, 0.41217262, 0.13162622, 0.6179087, 0.006445372, 0.73597014, 0.39177686]",0.73597014
disgust,When I read racist slogans on the walls. ,anger,"[0.96933985, 0.1733215, 0.036088444, 0.06742684, 0.0010473736, 0.014308777, 0.09436711]",0.96933985
shame,About Sweden's arms exports. ,guilt,"[0.108917244, 0.15069507, 0.032193698, 0.1859302, 0.025933972, 0.14786576, 0.18579257]",0.1859302
guilt,Not doing something I had promised. ,guilt,"[0.6249626, 0.682123, 0.28714055, 0.8832901, 0.0076641627, 0.81491935, 0.57326436]",0.8832901
joy,When I gave birth to a healthy boy. ,joy,"[0.006708774, 0.005684107, 0.0053602876, 0.040211547, 0.54924524, 0.014793009, 0.0115445815]",0.54924524
fear,When my husband and I spent a night by ourselves in a house which was in an area on the outskirts of a large town with which we were not familiar. We heard strange noises outside the house and the house had glass walls so the whole thing was even more frightening. ,fear,"[0.15782495, 0.2839221, 0.94108707, 0.46338776, 0.01340159, 0.6445611, 0.27141505]",0.94108707
anger,Jealous of my husband's old girlfriend. We met her with her husband and there was a lot of reminiscing. ,guilt,"[0.061353214, 0.017627973, 0.061267376, 0.9692588, 0.053890087, 0.5677882, 0.21063088]",0.9692588
sadness,When my daughter had problems with her friends and I could see her predicament from the window. She was given a the cold shoulder. ,sadness,"[0.47782728, 0.5775128, 0.44607908, 0.47875592, 0.005628052, 0.8333348, 0.5547971]",0.8333348
disgust,"When I was an auxiliary nurse at the hospital and I had to change the nappies, for the first time, of a very old and sick woman. ",sadness,"[0.13627805, 0.25389537, 0.1051041, 0.58259547, 0.07337301, 0.8629289, 0.35904723]",0.8629289
shame,When friends found out that I had been lying about where I had been on a particular occasion. ,guilt,"[0.2786679, 0.30327865, 0.116856225, 0.6632987, 0.0059028845, 0.5141441, 0.45619953]",0.6632987
guilt,When my middle child became very difficult to handle after the birth of his baby brother and I did not have any patience with him. ,sadness,"[0.7775397, 0.67057186, 0.21586534, 0.6503216, 0.0042394353, 0.8100606, 0.4447362]",0.8100606
joy,When my husband and I decided to take a few days holiday after a particularly trying period. ,guilt,"[0.011756023, 0.008546044, 0.015197211, 0.1418465, 0.021991603, 0.03275122, 0.010290613]",0.1418465
fear,Before a hospital visit prior to a DC under anasthesia for an expected miscarriage. ,sadness,"[0.10208781, 0.19811533, 0.5070365, 0.5055561, 0.009550095, 0.69884866, 0.3621923]",0.69884866
anger,Exchange of points of view with my sister on a family matter. ,sadness,"[0.07748244, 0.034175593, 0.0226693, 0.05298665, 0.031413905, 0.09049415, 0.048976347]",0.09049415
sadness,Treatment to become pregnant with a negative result. ,sadness,"[0.17034118, 0.58765364, 0.28513116, 0.38077968, 0.00515758, 0.7273898, 0.596883]",0.7273898
disgust,"When I woke up one morning and went to the kitchen I discovered that our dog had diarrhoea. There were small ""piles"" all over the floor and the smell was choking. ",sadness,"[0.36364132, 0.7443457, 0.25394627, 0.5766584, 0.008766894, 0.8977972, 0.4459929]",0.8977972
shame,"When I was young, about or , I did not make it to the toilet on time. I hid the dirty trousers in the cellar as I feared it being discovered by my parents. ",fear,"[0.39280218, 0.5352575, 0.9803687, 0.9290709, 0.052489374, 0.8583346, 0.8460447]",0.9803687
guilt,At work a boy was injured because of my lack of supervision. ,sadness,"[0.47704884, 0.65525824, 0.36512095, 0.8858277, 0.014006142, 0.8877781, 0.7040454]",0.8877781
joy,When I gave birth to a child and saw that it was normal when it was put against my breast. ,joy,"[0.02768886, 0.015104706, 0.007938449, 0.15627033, 0.36883354, 0.14649992, 0.0991128]",0.36883354
fear,During labour when the foetal sounds became faint and there was a big alert for a forceps delivery. ,guilt,"[0.10142352, 0.1847874, 0.25174826, 0.4439764, 0.053049166, 0.42985445, 0.37415305]",0.4439764
anger,"At a cash desk where I had gone to buy rolls of kitchen paper at a reduced price. After queuing with screaming children it turned out that I had taken two roll packets instead of the one roll packet to which the rebate applied. The assistant said ""You will have to get it another time. "" ",anger,"[0.92911935, 0.7098922, 0.52206206, 0.74704796, 0.017521447, 0.79355377, 0.591902]",0.92911935
sadness,When I first heard that Tage Dannielsson had died. ,sadness,"[0.45911846, 0.38424197, 0.41585577, 0.5399281, 0.008685283, 0.90731335, 0.4190349]",0.90731335
disgust,The lift of Stockholm central station stank of vomit and urine. ,disgust,"[0.36053506, 0.91564095, 0.2842752, 0.6009785, 0.0043107793, 0.68788964, 0.5945782]",0.91564095
shame,On the train a drunk person touched my baby and I reacted very disapprovingly. I felt ashamed later as the person had not been aggressive though he could have been. ,shame,"[0.6600802, 0.8888131, 0.47840157, 0.98793995, 0.0021586202, 0.94624805, 0.99355996]",0.99355996
guilt,I get irritated with my son when he screams or is sick all over his clean clothes. ,anger,"[0.9865492, 0.9601837, 0.13456023, 0.49524176, 0.0032217002, 0.12913404, 0.32152826]",0.9865492
joy,The high school entrance exam. ,sadness,"[0.038907446, 0.058921747, 0.037626036, 0.09573742, 0.02396489, 0.10788559, 0.089891285]",0.10788559
fear,"A gang of screaming and drunk youths ""captured"" a tram. ",anger,"[0.90413815, 0.32673493, 0.1608364, 0.554833, 0.011019618, 0.3662799, 0.3222151]",0.90413815
anger,An unjust refree decision at a sports event when I was the team leader. ,sadness,"[0.5983845, 0.7500056, 0.07960684, 0.6175555, 0.0044834865, 0.79133767, 0.78734064]",0.79133767
sadness,When my girlfriend left me. ,sadness,"[0.55583394, 0.6922689, 0.30858144, 0.78488386, 0.0041884365, 0.9328693, 0.5736091]",0.9328693
disgust,I was dominated by a certain person and even though I knew it I could not change my own reactions. ,guilt,"[0.2369911, 0.15208007, 0.21914409, 0.6789025, 0.007759457, 0.35102355, 0.47629118]",0.6789025
shame,When I was given detention at secondary school. ,sadness,"[0.42473277, 0.39735693, 0.38056242, 0.6970447, 0.0052568065, 0.75756484, 0.4916778]",0.75756484
guilt,When I splashed a child by not slowing down while driving through a puddle of water. ,guilt,"[0.27903563, 0.40457657, 0.061776027, 0.8033944, 0.012800397, 0.35157466, 0.5315362]",0.8033944
joy,"Yesterday, when the final whistle blew at the final match between OIS and IFK and it was certain that OIS had won the Swedish title. ",guilt,"[0.07627457, 0.03760354, 0.01846083, 0.21788731, 0.20439327, 0.1834683, 0.025379308]",0.21788731
fear,I was teaching someone to drive and when we were about to crash I was scared. ,fear,"[0.21090409, 0.3526005, 0.9897914, 0.92179793, 0.0075538587, 0.92587304, 0.68707925]",0.9897914
anger,A drummer who had borrowed my drums destroyed both the drumskin and the sticks. He did not repair them nor did he tell me about it. ,sadness,"[0.43107715, 0.5458214, 0.12141631, 0.6150371, 0.016669977, 0.7183794, 0.5414684]",0.7183794
sadness,When my dad gives priority to my kid brother's band and his other activities. We both play in different bands and rehearse in my parents garage. ,guilt,"[0.09535281, 0.03626136, 0.03110127, 0.26219067, 0.10262519, 0.12611221, 0.06158679]",0.26219067
disgust,A friend unjustly put the blame on me to relieve his conscience and also spread lies for the same purpose. ,guilt,"[0.2941903, 0.5240196, 0.23678957, 0.74448866, 0.0066623203, 0.41562054, 0.65015936]",0.74448866
shame,"My behaviour at a recent party. I passed out early, luckily. ",guilt,"[0.21819341, 0.16476178, 0.10894683, 0.6017554, 0.018950656, 0.1006803, 0.17096263]",0.6017554
guilt,When I was face to face with my deceived friend after sleeping with his wife. ,sadness,"[0.48153958, 0.5197004, 0.22020125, 0.81792474, 0.009102241, 0.83782166, 0.6949516]",0.83782166
joy,"When I dived among sharks and the brightly coloured fish on the outer reef of Tvavni, Fidgi. ",joy,"[0.023596933, 0.01140808, 0.017584138, 0.18109553, 0.23769851, 0.038123727, 0.01781198]",0.23769851
fear,"When I missed crashing, by a hair's breadth, into a man who came out metres ahead of me when I was driving at km/h. ",guilt,"[0.19390324, 0.16105323, 0.22068386, 0.71338433, 0.022146791, 0.64188886, 0.4681764]",0.71338433
anger,When I told off a computer teacher who did not want to teach me beacause of prejudice. ,anger,"[0.9312195, 0.71659577, 0.40315935, 0.72893745, 0.0071449773, 0.4104682, 0.58454704]",0.9312195
sadness,When I could not do anything because of a bad back. ,sadness,"[0.20206763, 0.24175541, 0.19482614, 0.6867485, 0.011223868, 0.85277504, 0.4235877]",0.85277504
disgust,When I discovered that the house we had hired in Tonga was full of cockroaches. ,sadness,"[0.59370613, 0.88276345, 0.62943673, 0.73958457, 0.0066510355, 0.8918419, 0.6789384]",0.8918419
shame,When I excreted on the mat instead of the potty. ,guilt,"[0.35041296, 0.47932824, 0.12568425, 0.57275325, 0.02989662, 0.46084177, 0.46076074]",0.57275325
guilt,When I pulled a chair from under someone at kindergarten and he hit his head. ,sadness,"[0.32969147, 0.38889733, 0.24097767, 0.7247472, 0.009972426, 0.81055, 0.6681614]",0.81055
joy,When I passed the driving test three weeks ago and got my licence. ,joy,"[0.014199238, 0.009168245, 0.008153534, 0.03862157, 0.3020872, 0.03420244, 0.01223437]",0.3020872
fear,When the car I was driving skidded on an icy road and landed in a ditch with one side against a rock. ,sadness,"[0.25446716, 0.3990522, 0.2845676, 0.58064574, 0.017972073, 0.79363513, 0.38723227]",0.79363513
joy,When I met friends I had not seen for the last - years. ,guilt,"[0.09628591, 0.04299891, 0.058456577, 0.42069575, 0.08154798, 0.33277762, 0.1248373]",0.42069575
fear,When a guy chased me when I was out jogging. ,sadness,"[0.43161094, 0.40127152, 0.4436615, 0.5362713, 0.006123237, 0.59657705, 0.42616436]",0.59657705
anger,When the morning newspaper has not arrived. ,sadness,"[0.20828912, 0.31696242, 0.13242394, 0.537076, 0.009198647, 0.6495433, 0.27370977]",0.6495433
joy,"I feel unbelievably happy about the relationship between my boyfriend and me, it is a reoccurring feeling. ",joy,"[0.00056516577, 0.0009768755, 0.0015068852, 0.011807388, 0.9944193, 0.00047935548, 0.0036542243]",0.9944193
fear,A reoccurring fear that something will happen to my relatives. ,fear,"[0.010868207, 0.034536354, 0.9951042, 0.8242891, 0.0002944292, 0.96709836, 0.525548]",0.9951042
anger,"When I argue with my boyfriend, I feel as though he feels superior to me. ",anger,"[0.8029138, 0.16828196, 0.17300293, 0.3913316, 0.0073203566, 0.21393824, 0.19657862]",0.8029138
sadness,When I failed an exam last Summer. I had worked very hard for it and I was very disappointed thinking that it was hopeless to continue at college. I did overreact. ,sadness,"[0.92095774, 0.59161896, 0.47235417, 0.8696784, 0.0018537791, 0.9816507, 0.8095312]",0.9816507
guilt,When I argue with my sister. It feels sometimes that I have the upper hand and I use it. I often argue better and this makes her terribly angry. ,anger,"[0.9403824, 0.4751189, 0.12781961, 0.46918404, 0.012459276, 0.29416004, 0.106718004]",0.9403824
joy,I was very happy when I got an attractive Summer job. ,joy,"[0.0010569672, 0.00092912285, 0.0028710873, 0.008167864, 0.9945109, 0.00047211675, 0.0006502033]",0.9945109
joy,The birth of my child. ,guilt,"[0.0075586718, 0.015396117, 0.0073995525, 0.48045605, 0.46118414, 0.27013567, 0.031775452]",0.48045605
fear,"When I have to leave the baby in the carriage and go shopping, I fear that something will happen to the baby. ",fear,"[0.61999166, 0.76377237, 0.9950334, 0.92221713, 0.004126429, 0.9836251, 0.6253104]",0.9950334
anger,When during Winter the water pipes froze and we did not have any water for two days. ,sadness,"[0.22556418, 0.39580616, 0.45023295, 0.4351607, 0.010361386, 0.81979454, 0.34741732]",0.81979454
sadness,I did not quite succeed in breast feeding my baby. ,guilt,"[0.3044135, 0.35534158, 0.34841612, 0.864152, 0.010470291, 0.80048233, 0.528047]",0.864152
disgust,The smell of garlic in rush-hour bus. ,disgust,"[0.022578863, 0.45627517, 0.024282452, 0.13109845, 0.016663056, 0.0293706, 0.07488902]",0.45627517
shame,"I fell on the ground while crossing the street. My cap covered my eyes and I felt quite ""difficult"". ",sadness,"[0.7721293, 0.4479416, 0.63195693, 0.88812464, 0.0044060433, 0.958372, 0.807179]",0.958372
guilt,"I have a two-month old baby. When I came here, to the university, to attend lectures, I had to leave the baby with his father. I felt guilty. ",guilt,"[0.12097394, 0.11170252, 0.102471, 0.9918853, 0.0023207965, 0.9825681, 0.9044189]",0.9918853
joy,"During the Christmas holidays, I met some of my old friends, after not having seen them for six months. ",sadness,"[0.011964722, 0.013700865, 0.020510225, 0.18977939, 0.18622896, 0.20886329, 0.029149657]",0.20886329
fear,"We were driving a car of a friend of mine when we turned in the wrong direction towards an unknown district, and nearly drove down a precipice. ",sadness,"[0.35108966, 0.57243943, 0.5093564, 0.76010907, 0.009130843, 0.83220994, 0.6895904]",0.83220994
anger,When our religion teacher presented shocking sectarian thoughts and doom's day as official teaching. ,fear,"[0.58709407, 0.64985704, 0.83812934, 0.36196208, 0.0012386211, 0.627454, 0.6159416]",0.83812934
sadness,"My grandfather died, when I was an exchange student in the USA. ",sadness,"[0.29928088, 0.41127363, 0.4238384, 0.73041594, 0.0129574025, 0.9586087, 0.48809865]",0.9586087
disgust,"I happened to see the video-tape movie ""This is America - Part one"" at my friend's place. ",sadness,"[0.20871335, 0.1580226, 0.033563048, 0.21629056, 0.16290101, 0.231702, 0.14991386]",0.231702
shame,"I insulted a couple of good friends of mine and even tried to hit them when I was drunk. The next day, I was ashamed of course. ",shame,"[0.9315081, 0.92319196, 0.34176022, 0.97044104, 0.00609786, 0.9838119, 0.99507445]",0.99507445
guilt,I stole carrots and got caught. I had to apologize to the owner. ,guilt,"[0.032531183, 0.32291672, 0.14799798, 0.94914293, 0.0070235776, 0.9457778, 0.87751627]",0.94914293
joy,"In the underground's escalator, a youngish bum asked me for money. Although I did not give him anything, the fellow told me that I was really good-looking. A man who was in front of me also turned to look at me. ",guilt,"[0.010727945, 0.0044302605, 0.009676945, 0.08835419, 0.050832428, 0.0058514583, 0.010241669]",0.08835419
fear,I was afraid of moving away from home and moving to Helsinki for my studies. ,fear,"[0.15124126, 0.13036802, 0.9955509, 0.88920087, 0.0054102987, 0.8943854, 0.6123413]",0.9955509
anger,"In the student kitchen that we share, somebody drank from my juice pot (one litre) so that I only got one glass out of the whole pot. ",guilt,"[0.22514853, 0.34180433, 0.09746298, 0.4465965, 0.010752298, 0.36762986, 0.39993843]",0.4465965
sadness,My father gave money to my brother but not to me. ,sadness,"[0.4312811, 0.48433763, 0.27897397, 0.56946045, 0.010743166, 0.7232267, 0.42099398]",0.7232267
disgust,"During the week-end at home, my mother fries greasy and unhealthy meat dishes which make me feel sick. ",disgust,"[0.33376577, 0.96560293, 0.3468701, 0.622261, 0.005767291, 0.6465452, 0.41659006]",0.96560293
shame,I was wearing slippery shoes and I tumbled down in a place where there were many people walking by. ,guilt,"[0.19473028, 0.43154642, 0.30004376, 0.6818012, 0.013585083, 0.64678603, 0.5137481]",0.6818012
guilt,"I ate a Runeberg's cake, though I knew that I would immediately put on a kilo. ",guilt,"[0.061012402, 0.09328417, 0.4920394, 0.56581116, 0.009860125, 0.24850583, 0.27926606]",0.56581116
fear,"At about nine p. m. , I went home by bike on a dark cycle-track because of lack of time I had to take the short-cut. ",guilt,"[0.21572532, 0.20721018, 0.1829086, 0.5581767, 0.0892899, 0.4587153, 0.19456935]",0.5581767
fear,Once I had to go home on foot at a. m. I had to pass through a forest and I was going alone. ,guilt,"[0.22713354, 0.20637327, 0.28336316, 0.5866595, 0.06769843, 0.53707176, 0.34189284]",0.5866595
anger,I missed the train and had to wait for the next for two hours. For this reason I missed an appointment which had been very important for me. ,sadness,"[0.3063312, 0.41542023, 0.19760989, 0.757931, 0.011565778, 0.87400025, 0.572737]",0.87400025
sadness,When my grandmother died. I had lived with her for ten years. ,sadness,"[0.21989141, 0.2878568, 0.24519019, 0.561492, 0.01724745, 0.9395428, 0.28544235]",0.9395428
disgust,"When I went home by train from Sicilia, I was molested by a man. ",sadness,"[0.41030902, 0.7220136, 0.60453296, 0.7329072, 0.011621288, 0.9169928, 0.667827]",0.9169928
shame,I lied to someone and some time later this person found out that I had not told him the truth. ,guilt,"[0.24070355, 0.35684258, 0.117187984, 0.85602224, 0.0124877645, 0.5929688, 0.6836684]",0.85602224
guilt,I had to decline an appointment which had been very important for the other person. For this reason we even got into trouble. ,guilt,"[0.34106362, 0.25452122, 0.33799133, 0.7651481, 0.0115602305, 0.7541829, 0.56859165]",0.7651481
joy,"A person with whom I had been on bad terms, gave me a present. We became reconciled. ",joy,"[0.00967039, 0.0077793873, 0.016866041, 0.19542879, 0.21034679, 0.040046703, 0.028744144]",0.21034679
fear,"A friend's father had died, I was to come and see this friend although I did not know his family. ",sadness,"[0.14934917, 0.06826859, 0.24824896, 0.66277814, 0.008231678, 0.9056959, 0.33573592]",0.9056959
anger,I was watching TV with a friend. After the first film I wanted to watch another film on the same channel. My friend switched over to the other cannel without asking me what I wanted. ,sadness,"[0.13116874, 0.17258856, 0.058260202, 0.22514088, 0.027182398, 0.258902, 0.18856342]",0.258902
sadness,My boy-friend an I seperated on his initiative. ,sadness,"[0.28186473, 0.3926553, 0.32003126, 0.49980205, 0.009324891, 0.7073698, 0.38277808]",0.7073698
disgust,"A friend's boy-friend treated her very badly, let her serve him, provoked her and just utilized her. ",disgust,"[0.8562366, 0.8770535, 0.21392158, 0.73240477, 0.0031280853, 0.84627146, 0.7806827]",0.8770535
shame,I had lied to a person because I had thought that I could not tell him the truth. When he found out he was not angry but understanding. We talked the whole thing over. ,guilt,"[0.0058465395, 0.0053110616, 0.38481757, 0.4434149, 0.04503018, 0.018472366, 0.2322949]",0.4434149
guilt,I had told a person unpleasant things in a bad manner. He was very depressed and caused an accident. ,sadness,"[0.4523709, 0.8069765, 0.30197778, 0.7353294, 0.004339484, 0.9752516, 0.6684704]",0.9752516
joy,After having considered it for hours I was able to overcome my scruples and to call a friend with whom I had fallen in love. I realized that my decision was right - and was very glad. ,joy,"[0.0066877045, 0.0076724645, 0.013980364, 0.032561224, 0.87215453, 0.0053903037, 0.013108015]",0.87215453
fear,After having slept for a short time I woke up - I had the feeling of someone standing beside me and was very frightened. I had to turn on the light turn on the light for several minutes before I was able to get to sleep again. ,fear,"[0.0702111, 0.22815911, 0.9851399, 0.47102958, 0.024015043, 0.5466741, 0.38008484]",0.9851399
anger,"I moved to a flat. A friend who had lived there before, had left the flat in a terrible mess. I was very angry about that sloppiness and impudence. ",anger,"[0.99449617, 0.9641475, 0.14014909, 0.6762324, 0.0015245294, 0.12925658, 0.79632777]",0.99449617
sadness,"My father had a complicated operation. A long time before and also a long time after that, we did not know how he would get over it. During all that time I felt very sad. ",sadness,"[0.010915731, 0.041131817, 0.55806273, 0.8654219, 0.00075141084, 0.9980457, 0.6960754]",0.9980457
disgust,It was in a tramway-carriage A stranger insulted a girl just because she blew her nose. I detested his behaviour. ,disgust,"[0.9832011, 0.99164516, 0.117869034, 0.46249923, 0.0032645853, 0.8321692, 0.83039534]",0.99164516
shame,"Quite recently I realized that I had had some erroneous views about life. For instance, I had always lived for other people, had forgotten my own person and suppressed my own feelings. I was ashamed because I had not been concious of that until I had a conversation about it with a person. ",shame,"[0.06352294, 0.093404055, 0.051909402, 0.6592502, 0.011875363, 0.22639528, 0.99375665]",0.99375665
guilt,I had a quarrel with near persons. I said many ill-considered things and I regretted it when it was to late. ,sadness,"[0.6241991, 0.6427038, 0.08301496, 0.85107493, 0.00463474, 0.9703728, 0.8122765]",0.9703728
joy,In summer when I was sailing with friends in Greece I felt joy. ,joy,"[0.00038229537, 0.00049850735, 0.00046727457, 0.0017095323, 0.9978618, 0.0005607033, 0.0005409899]",0.9978618
fear,I was riding with a friend in his car. At a speed of km/h on the snow-covered motorway I would have liked to get out. ,sadness,"[0.3971355, 0.5734664, 0.47645304, 0.71976393, 0.015276285, 0.8853455, 0.39318806]",0.8853455
guilt,Meeting a male friend with whose wife I was having an affair. ,guilt,"[0.19926672, 0.29736125, 0.035620946, 0.6530757, 0.0058545433, 0.543996, 0.4947754]",0.6530757
joy,"Walking along the beach with a friend (another girl), talking, picking up shells, laughing, chasing seagulls. ",joy,"[0.0028422852, 0.0021488327, 0.0033541354, 0.01943668, 0.7516895, 0.0012736031, 0.005461009]",0.7516895
fear,"Climbing a mountain to see a view, towards the top we suddenly came across a ledge with a nearly sheer drop on either side, which I had to cross. ",sadness,"[0.064792745, 0.13013536, 0.083628654, 0.27034783, 0.0061143055, 0.45122433, 0.1039123]",0.45122433
anger,"A friend suggested in a round-about way that the reason we were late for something was because of me, and that I'm often late. I know this was partly true, but felt it unjustified that particular time and I felt I couldn't do anything about it anyway (i. e. being late). ",guilt,"[0.34553206, 0.13494077, 0.23462532, 0.84859437, 0.015234765, 0.5955352, 0.62856823]",0.84859437
sadness,Talking to a very good friend who had just had a very bad experience which was changing his whole way of looking at life etc. ,sadness,"[0.04533936, 0.13996837, 0.26162794, 0.4910199, 0.004244849, 0.89660645, 0.4560685]",0.89660645
disgust,I came across a group of people with the same basic ideas/beliefs who were all fighting and going against what they would say was good. ,anger,"[0.6062623, 0.18573102, 0.17679246, 0.26776227, 0.004827719, 0.15689945, 0.15317295]",0.6062623
shame,"I was working in a job in which I could not work quickly enough, and was told that my work was not up to standard. ",sadness,"[0.36208338, 0.46097773, 0.2377346, 0.5948896, 0.0062133963, 0.7615307, 0.50027114]",0.7615307
guilt,I had wasted some time instead of doing something I needed to do to give to a friend. (Also in the time I wasted I had done some things I did not consider morally right). ,guilt,"[0.31126454, 0.34476188, 0.06030402, 0.86257285, 0.007090349, 0.7395795, 0.62750137]",0.86257285
joy,On meeting an old friend of mine. ,joy,"[0.0354011, 0.028632427, 0.013208811, 0.111844, 0.23832442, 0.1574073, 0.027678974]",0.23832442
fear,When my brother was very late in arriving home from work. ,sadness,"[0.3625475, 0.4493025, 0.19019197, 0.71281683, 0.0169597, 0.77443653, 0.47738445]",0.77443653
anger,During a fight with my best friend. ,anger,"[0.74522215, 0.30610564, 0.074211664, 0.34285766, 0.0035068428, 0.3425767, 0.21263696]",0.74522215
sadness,When my dog died. ,sadness,"[0.7390762, 0.76290745, 0.5035079, 0.88551223, 0.0055749347, 0.9693322, 0.61311305]",0.9693322
disgust,During a movie in which I saw the effect of white settlers in Africa. ,sadness,"[0.17973317, 0.24696518, 0.13706091, 0.26106766, 0.007549917, 0.32554615, 0.2885656]",0.32554615
shame,When I got a bad result for one of my assignments. ,sadness,"[0.56640834, 0.6794392, 0.1347002, 0.7504135, 0.0045564035, 0.8387286, 0.695964]",0.8387286
guilt,Leaving a friend of mine alone at a dance - I felt I should have kept her company. ,guilt,"[0.461745, 0.23846574, 0.22573365, 0.95093226, 0.027894316, 0.9174727, 0.68530846]",0.95093226
joy,"When I realised that I was forgiven by the God who is there, when I realised how much God loves me and that my acceptance with him is not based on my performance - that he loves me unconditionally and showed that love in Christ who died because I do need forgiveness. ",joy,"[0.0060439776, 0.005942523, 0.0063026412, 0.030605422, 0.17760266, 0.12760697, 0.011739936]",0.17760266
fear,"Fear - paralysing - that I would not be accepted by the God who I believed to be there because I was ""morally bankrupt"" (before becoming a Christian and realising that that was why Christ came to free us from sin and to forgive us). ",fear,"[0.014302449, 0.034463003, 0.9955238, 0.5922184, 0.00040959465, 0.73378205, 0.55544376]",0.9955238
anger,"At my father's treatment of my mother, at his disregard for her, and not being committed to her. ",anger,"[0.95732903, 0.8965977, 0.1554027, 0.6981065, 0.0025903806, 0.8590939, 0.88603985]",0.95732903
sadness,"At a lack of love of my father for my mum, sadness for him more than anyone else because he does not realise how much love and happiness there could be between them, and is, and how much he is damaging himself apart from mum. ",sadness,"[0.020115219, 0.15763327, 0.03483738, 0.69677025, 0.00064881117, 0.9968311, 0.77145857]",0.9968311
disgust,"At what I was capable of of selfishly using others for sexual encounters, while I held a vision of having a deepening above-board (you know, ""girl next door"") devotion to a girl in my head. My drives and actions did not match this so consequently I felt disgusted at my failure. ",disgust,"[0.83228993, 0.996852, 0.12373014, 0.9272139, 0.0048397197, 0.8987153, 0.9492395]",0.996852
shame,"At using other people, because of sexual experience that was using another to the detriment of both. Anxiety that I may have affected another for the worst. ",fear,"[0.9450232, 0.6875807, 0.98575807, 0.9570703, 0.0026681672, 0.8106203, 0.73325735]",0.98575807
guilt,"For the above guilt at not living up to my own moral expectation, guilt for not being the type of person my patents wanted, guilt for just about bloody everything, just realising that I have failed drastically in my own eyes. ",guilt,"[0.05284034, 0.33981648, 0.20206705, 0.9927806, 0.0010564568, 0.35932833, 0.87852734]",0.9927806
fear,"I was rock-climbing and absailing felt OK, but suddenly as I was going over the cliff I was hit by fear - I couldn't go on absailing down the cliff and had to be actually hauled back up it. ",fear,"[0.07350027, 0.074978165, 0.96048707, 0.7239413, 0.008189576, 0.7640307, 0.41207296]",0.96048707
anger,"I told my boy friend not to park in a certain place because the car would ger towed away - he didn't listen and it was towed away. At that stage, our finances were below the poverty line it cost us $. - all the money we had to get us through that week (including rent). ",sadness,"[0.37548438, 0.42536387, 0.5450483, 0.7666772, 0.011489666, 0.823507, 0.59155846]",0.823507
sadness,My sister won a scholarship to Norway and it was particularly as she walked across the tarmac to get on the plane and she looked back at us. ,guilt,"[0.09196642, 0.027986506, 0.035150908, 0.57523125, 0.37810004, 0.43652108, 0.053550344]",0.57523125
disgust,I work part-time as a shop-assistant and a customer spoke to me very loudly about an Indian man white woman with children - how horrible that was and would I want to have little dark children. ,disgust,"[0.91655004, 0.94403255, 0.5871363, 0.71261525, 0.004271374, 0.93931323, 0.7175123]",0.94403255
shame,"My mother told my uncle who is a Roman Catholic Priest (Redemptist Father) that I had been living in a de-facto relationship for three years. He was very, very angry at me. ",anger,"[0.9946965, 0.9657056, 0.27335593, 0.56503665, 0.0028949631, 0.31919923, 0.59150016]",0.9946965
guilt,"I ""snapped"" very abruptly at my mother when she said something silly and stupid, (in front of other people) she looked so defenceless hurt told them that I'm always doing that. ",anger,"[0.9364487, 0.701776, 0.53637516, 0.8080316, 0.004483719, 0.8509264, 0.64035225]",0.9364487
