labels,text,emotion,prob_emotion,prob_max
fear,"After my boy-friend had beaten me for the first time, I always trembled when somebody knocked on my door or when I heard steps coming nearer. ",fear,"[0.046086553, 0.038231056, 0.98783314, 0.7796647, 0.001039015, 0.05209666, 0.7866995]",0.98783314
anger,I had not eaten anything for days to be able to pay the fine for my fiancT. But he stayed in another town and spent one thousand shillings in the restaurant during the same time. ,guilt,"[0.7839237, 0.66476613, 0.6304874, 0.9283381, 0.007610611, 0.88500404, 0.8212221]",0.9283381
sadness,"I had to give up my love, because it did not work out well. ",sadness,"[0.077016115, 0.014295453, 0.027829424, 0.8350666, 0.010215831, 0.9750224, 0.7498638]",0.9750224
disgust,I was insulted without a reason by a drunk man. ,anger,"[0.9596039, 0.9214028, 0.59359586, 0.7989248, 0.0035440654, 0.63111913, 0.8767295]",0.9596039
shame,"My boyfriend had drunk too much and beaten me. When I had to show the letter the door, which was almost crashed, I felt ashamed. ",shame,"[0.011645001, 0.93923014, 0.10015321, 0.97902805, 0.0010781393, 0.18767, 0.9959894]",0.9959894
guilt,I spied on my fiancT and was terribly jealous. Later I saw that there was no reason for that. ,anger,"[0.115744635, 0.0011255607, 0.0072069042, 0.05469784, 0.00036620162, 0.0011864372, 0.004541699]",0.115744635
joy,My sister had a daughter. I saw the baby for the first time through a pane of glass and she looked at me. ,joy,"[0.20605633, 0.06835455, 0.38321003, 0.5302923, 0.8619041, 0.44632074, 0.1923643]",0.8619041
fear,"My mother, my sister and I were sitting in the sitting room and watching a film on TV. My father came home drunk and told us to turn off. When we did not do that he switched off the fuse and started shouting. We were sitting in the dark and I was afraid that he would do us a harm. ",fear,"[0.9784046, 0.28513312, 0.99649113, 0.856335, 0.0038826521, 0.57170856, 0.647619]",0.99649113
anger,I bought an aquarium which made me much pleasure. I was watching the fish when my father came in and asked me how much I had payed for it. He said he would not pay for the current that it would require. ,joy,"[0.013443753, 0.0005814501, 0.0036609422, 0.02398552, 0.9906961, 0.00033614715, 0.0017182096]",0.9906961
sadness,"When I was years old, I got a cat, but after days he died. I was very sad, because I had nursed him and taken him to the veterinary's - but in vain. Although I had had him only for a short time I had liked him very much. ",sadness,"[0.0029278079, 0.001126022, 0.091419995, 0.8545468, 0.0019867793, 0.99944013, 0.57849836]",0.99944013
disgust,"When my grandmother was about years old, she lived with us for several years. I saw her illness. I did not even want to breath the air that smelled of her presence. ",disgust,"[0.7625429, 0.98905724, 0.9481414, 0.746888, 0.00060780067, 0.978222, 0.78946894]",0.98905724
shame,"I am left-handed. When I attended the first form, we learned to write with pens. I smeared everything I had written. All my friends had written well and wanted to know why the teacher was looking at my note-book. I was ashamed. ",shame,"[0.042944122, 0.9016265, 0.9042428, 0.974098, 0.0010269935, 0.9090631, 0.99550796]",0.99550796
guilt,"When I was , we spent our holidays at the seaside. My sister and her friend wanted to go to a bay on an undangerous way. I wanted to arrive before them and went on a shorter, but more dangerous way. When I arrived, I found nobody there. I waited for a long time, but nobody came. On my way back I met my mother who had been searching for me desperatly. She did not scold me, but I saw how much she had worried (herself). ",guilt,"[0.50169176, 0.32028005, 0.9045241, 0.9526433, 0.016718391, 0.9367511, 0.8888292]",0.9526433
joy,"When I was , I had a mystic vision. I melted into a dazzling light, which omitted perfect love. The physical experience became unimportant, I heard or saw the words ""overcome egotism"". The feeling of joy remained for month after that experience. ",joy,"[0.0005747451, 0.00032248785, 0.0005640249, 0.0006706007, 0.98810345, 0.0005587068, 0.0004897784]",0.98810345
fear,"When we had swimming instruction, we had to take a header from the springboard. I usually refused to do that, but at least I was forced to. ",fear,"[0.6255894, 0.9548023, 0.9582201, 0.7790939, 0.06901268, 0.47609687, 0.743856]",0.9582201
anger,"When I played in a chess championship, I was disturbed by other people. I asked them to be quiet, but in vain. ",sadness,"[0.7279393, 0.46337575, 0.4845927, 0.5542291, 0.0036595892, 0.76494515, 0.54727334]",0.76494515
sadness,When my flute-teacher was replaced by a new one. ,sadness,"[0.7305143, 0.38906547, 0.64809734, 0.65487385, 0.29249662, 0.8224121, 0.55226374]",0.8224121
disgust,"When I was a child, I was sometimes forced to eat things that disgusted me. ",disgust,"[0.8345804, 0.9862342, 0.8578685, 0.7918734, 0.0060185306, 0.93287504, 0.819608]",0.9862342
shame,"When I was years old, some friends of our family had come to watch TV. I lay on the floor and moved my pelvis. When the other people had gone, my mother told me that it had looked as if I had wanted to make sex. ",guilt,"[0.7302826, 0.9208233, 0.6133403, 0.9359317, 0.06777129, 0.28142804, 0.9240557]",0.9359317
guilt,When I shirked the gymnastic lesson I met the director of our school who asked me what I was doing. ,guilt,"[0.6213626, 0.6496174, 0.7150381, 0.8596564, 0.038120255, 0.4775905, 0.7771815]",0.8596564
joy,"When I was in a situation which seemed hopeless for me, I moved back to my parents. For my father it went without saying anything (normally he ofter grumbles at me). ",fear,"[0.20830278, 0.009197977, 0.7668925, 0.15209627, 0.022258097, 0.6894211, 0.1292921]",0.7668925
fear,"I lived in a flat with a couple. The woman was so jealous of me, that she sometimes had crying fits. Eventually her husband could not stand that any more and wanted to kill me. ",anger,"[0.6694274, 0.056150146, 0.5364865, 0.13510704, 0.0020656972, 0.45978987, 0.0060546002]",0.6694274
anger,I have a very big family. At my grandmother's funeral we all met and everybody pretended mourning. In reality it was like a fashion-show everybody wanted to show himself. ,sadness,"[0.002141818, 0.0050524874, 0.003980298, 0.025291897, 0.0037170898, 0.16607404, 0.017816884]",0.16607404
sadness,Often a dog which is treated very badly by his owner comes to us. ,sadness,"[0.707108, 0.5481693, 0.7377698, 0.76617473, 0.08010514, 0.920259, 0.80828786]",0.920259
disgust,"After a pleasant evening with friends in my flat, one of them did not want to leave, because he wanted to sleep with me. He said that he had fallen in love with me, that he felt alone and so on. ",sadness,"[0.0040075844, 0.00048667114, 0.017009227, 0.08738627, 0.011404975, 0.6289979, 0.013521854]",0.6289979
shame,"I look up to my Karate-teacher. When I came to a training lesson after I had not trained for one week, I was totally stiff. I was ashamed. ",shame,"[0.021779608, 0.9139897, 0.76384914, 0.96017927, 0.0031256569, 0.5917672, 0.9959578]",0.9959578
guilt,My sisters asked me to fetch them at a discotheque which is km off. There was a thick fog and snowfall. There was not enough room in the car for all of them and they asked me to go there once again. When I did not do that they had a way to make me feel guilty. ,guilt,"[0.40078497, 0.028274663, 0.41250983, 0.99410146, 0.0017821174, 0.21433121, 0.883845]",0.99410146
joy,When I heard that I had passed my final examination at school (with success). ,joy,"[0.01397407, 0.003330845, 0.011396345, 0.03054995, 0.9496488, 0.018195868, 0.009010477]",0.9496488
fear,Before my final examination. ,fear,"[0.57392275, 0.26099417, 0.9129009, 0.71806353, 0.31379917, 0.734175, 0.5587349]",0.9129009
anger,When my mother kept me in leading-strings. ,sadness,"[0.8927762, 0.5847203, 0.9241587, 0.9049615, 0.010812863, 0.9419302, 0.7671244]",0.9419302
sadness,When my father died. ,sadness,"[0.6837145, 0.5328909, 0.81551456, 0.86124766, 0.0050430284, 0.9723794, 0.7366768]",0.9723794
disgust,When I worked at the life-saving sevice and saw the first exitus. ,fear,"[0.24476667, 0.30609983, 0.7225607, 0.39915398, 0.45954278, 0.53135765, 0.106148474]",0.7225607
shame,When I made a fool at an examination. ,shame,"[0.8338769, 0.92116284, 0.83481395, 0.9659729, 0.013909991, 0.93430513, 0.97928226]",0.97928226
guilt,When I had wrongly explained someone an important exemple for an examination. ,guilt,"[0.62846446, 0.6472948, 0.5549245, 0.8866851, 0.015939066, 0.6991128, 0.83357865]",0.8866851
joy,Last year I went to see friends in Yugoslavia - two girls with whom I get along very well. ,joy,"[0.051793784, 0.0026595602, 0.02949296, 0.16682507, 0.7663593, 0.08215868, 0.036018115]",0.7663593
fear,"Before I went to the urologist's I was afraid for several reasons because it was for the first time, because the medical check-up might be painful, because of the uncertainty and because someone had informed me about it. ",fear,"[0.0107862465, 0.0088199, 0.9969079, 0.19918899, 0.00066669536, 0.0064642583, 0.012910011]",0.9969079
anger,My girl-friend did not understand me I was angry with myself because I had problems when we seperated - I could not resign myself to it. ,anger,"[0.99721944, 0.20716207, 0.15557534, 0.9377668, 0.0011042536, 0.0015208757, 0.45045587]",0.99721944
sadness,A friend who was years old died. ,sadness,"[0.59774345, 0.60710704, 0.6170323, 0.8064887, 0.0017570466, 0.97256076, 0.7558192]",0.97256076
disgust,"When I was in the army, we got a certain dish for dinner that I do not like at all. We were not obliged to eat, but I was very hungry. ",disgust,"[0.4860353, 0.9023796, 0.43661997, 0.5833392, 0.023145005, 0.56481045, 0.42623693]",0.9023796
shame,I had to pay a fine because of speeding. ,guilt,"[0.77943105, 0.708196, 0.64180773, 0.9207143, 0.004734569, 0.8753398, 0.855166]",0.9207143
guilt,"A friend who was years old, died of leukemia I had not known that he was so ill and therefore had not cared. ",sadness,"[0.03456662, 0.0074738394, 0.09602925, 0.9529622, 0.0007001133, 0.984984, 0.73531353]",0.984984
joy,When we got a young dog. ,joy,"[0.29673353, 0.035305265, 0.6841894, 0.57637376, 0.8226522, 0.33151907, 0.17898515]",0.8226522
fear,I was afraid before I went to the doctor's. ,fear,"[0.003821553, 0.00482645, 0.9984535, 0.022069894, 0.00046939694, 0.004646193, 0.0063136225]",0.9984535
anger,I had an accident with damage to the car body. ,guilt,"[0.7484494, 0.55109084, 0.7563774, 0.84178936, 0.0028358959, 0.81390005, 0.77067673]",0.84178936
sadness,My dog died of a cerebral tumor. ,sadness,"[0.72307295, 0.6759101, 0.6468724, 0.9089765, 0.0017066215, 0.98118925, 0.7900009]",0.98118925
disgust,When I worked at the life-saving service I was disgusted by a patient whose outward appearance was distasteful. ,disgust,"[0.13824844, 0.99431854, 0.08672958, 0.22088447, 0.0007212709, 0.0057768524, 0.65125537]",0.99431854
shame,"When I was a child, I had a medical check-up. I had to undress myself and was examined by several doctors. ",fear,"[0.49597377, 0.58063614, 0.88088286, 0.51464, 0.018671798, 0.80947, 0.7299056]",0.88088286
guilt,"When a classmate wanted to sit down, I pulled his chair away, so that he was slightly injured. ",anger,"[0.9408253, 0.77877915, 0.7394047, 0.9168186, 0.023600698, 0.41083974, 0.6595685]",0.9408253
joy,"When I heard that a good friend, who had been abroad for a long time, would come and see me. ",joy,"[0.008478582, 0.000897023, 0.06121915, 0.07519026, 0.93177456, 0.10746734, 0.010887769]",0.93177456
fear,When I had my first oral examination after a long time especially one day before the examination when I had the feeling that I had not studied enough and had not enough time to make up for it. ,fear,"[0.19796215, 0.0689058, 0.83732855, 0.7635243, 0.0018960102, 0.24859785, 0.5293266]",0.83732855
anger,"I heard friends grumbling at me in an adjoining room, although they had behaved in a friendly way when I was present. ",anger,"[0.97489005, 0.87769264, 0.40929183, 0.7266566, 0.0023092928, 0.37010524, 0.73673177]",0.97489005
sadness,When my brother died. ,sadness,"[0.77355546, 0.6256982, 0.8365371, 0.9157381, 0.0035937238, 0.97540843, 0.81188935]",0.97540843
disgust,I read about a murderer who brutalized his victims by cutting open their stomaches and taking out their bowels. ,disgust,"[0.8887478, 0.9487801, 0.8333169, 0.6341097, 0.005991883, 0.89871675, 0.7194354]",0.9487801
shame,When I was a child I had told my mother a lie and she found it out. ,guilt,"[0.841274, 0.8627513, 0.82838356, 0.9546447, 0.009096691, 0.92867416, 0.91634524]",0.9546447
guilt,My father had been alone for a long time because my mother and sister were on holiday. I had not seen him for a long time and when I finally called him I realized that he had been very sad about that. ,sadness,"[0.0023680632, 0.0032287333, 0.107351586, 0.14039157, 0.0012977355, 0.9977569, 0.0311464]",0.9977569
joy,I unexpectedly got a present from my father. ,joy,"[0.04415855, 0.008183399, 0.059209716, 0.11981932, 0.91361576, 0.074044004, 0.014605262]",0.91361576
fear,When I had to go through lonely streets in the middle of the night. ,sadness,"[0.7504097, 0.72380537, 0.94809765, 0.7592071, 0.0021711818, 0.9634042, 0.6007099]",0.9634042
anger,My boy-friend had promised me to come home at about p. m. He did not return until midnight and had consumed a lot of alcohol. ,sadness,"[0.9468395, 0.90209067, 0.88585615, 0.9639152, 0.030533625, 0.98019505, 0.92786086]",0.98019505
sadness,"A relative, whom I like very much, left for the United States. ",sadness,"[0.18285456, 0.00054313743, 0.11068561, 0.7195846, 0.16306104, 0.9563183, 0.29746833]",0.9563183
disgust,"When I was walking on the street, I slipped on the dung of a dog. I did not fall down, but I felt disgusted by the bad smell on my sole. ",disgust,"[0.09557152, 0.9951568, 0.10110515, 0.72309846, 0.00070286903, 0.07313551, 0.93007606]",0.9951568
shame,"Some persons, who are important for me, came to see me and I had not washed the dishes. ",guilt,"[0.8259607, 0.8746483, 0.7545683, 0.9691059, 0.033007022, 0.94765866, 0.9492394]",0.9691059
guilt,"I was looking after my cousin's little daughter she fell down, was slightly injured and cried vociferously. ",sadness,"[0.14032377, 0.18255156, 0.8602879, 0.8436445, 0.004058217, 0.9897396, 0.6199212]",0.9897396
joy,I met again a very good friend whom I had not seen for a long time. ,joy,"[0.004855173, 0.001119413, 0.011946186, 0.07274452, 0.945734, 0.044557307, 0.014523032]",0.945734
fear,I got lost in a foreign town. I did not know the language of that country and it took me hours to meet my friends again. ,sadness,"[0.6112483, 0.6053012, 0.8469021, 0.8557073, 0.0061372747, 0.94972914, 0.8475958]",0.94972914
anger,"A friend had promised to get me a book which was very important for my work, but she forgot it. ",sadness,"[0.7352483, 0.6309899, 0.5224897, 0.8786131, 0.005404001, 0.9610153, 0.86016184]",0.9610153
sadness,"My dog, whom I had had for eleven years, died. I watched his soporification. ",sadness,"[0.48745885, 0.45605057, 0.6511493, 0.7639458, 0.0022418182, 0.97791517, 0.5670131]",0.97791517
disgust,A drunk man bumped into me and wanted to grip me. Fortunately I was able to break loose. ,fear,"[0.8982815, 0.7996969, 0.9238908, 0.75995845, 0.06736297, 0.32634193, 0.75633]",0.9238908
shame,"When I stayed on a nudism beach, a man was watching me in a disagreeable way. I had the feeling that he was examining my body. ",disgust,"[0.79756016, 0.9672513, 0.834892, 0.78127533, 0.001955263, 0.19517435, 0.8088811]",0.9672513
guilt,"I had a quarrel with my father. He was depressed, because somebody had treated him injustly. As we had an argument, it was impossible for me to help him. ",sadness,"[0.57174635, 0.14429063, 0.096632026, 0.6894155, 0.00048521202, 0.98871887, 0.26052916]",0.98871887
joy,My friend came to see me after she had stayed abroad. I waited at the station. ,joy,"[0.06961668, 0.018150924, 0.32220763, 0.2940488, 0.8739178, 0.46682867, 0.076290965]",0.8739178
fear,After a motor accident (I was the frong-seat-passenger) I spit blood. ,disgust,"[0.8221952, 0.9715092, 0.8844177, 0.87730247, 0.0024749034, 0.62820756, 0.80791724]",0.9715092
anger,At an office an application that I had made was turned down because of a scrupulous interpretation of the rules. ,sadness,"[0.7396134, 0.58683634, 0.5291642, 0.6068711, 0.00819097, 0.8392672, 0.7586085]",0.8392672
sadness,My uncle died - I felt sad at the funeral. ,sadness,"[0.0008465656, 0.00087606855, 0.0057576005, 0.014736103, 0.00047386222, 0.999405, 0.007840726]",0.999405
disgust,I saw a drunk man tottering behind his wife and insulting her awfully. ,anger,"[0.975392, 0.9432855, 0.7268359, 0.83257306, 0.005029342, 0.7777892, 0.7833405]",0.975392
shame,"After an oral examination I shook the professor's hand, but he had only stretched it out for my ball-point-pen. ",guilt,"[0.43091384, 0.2384643, 0.14505933, 0.654436, 0.2860899, 0.62881994, 0.56052786]",0.654436
guilt,I spread abroad an intimate secret. ,guilt,"[0.3033916, 0.14782979, 0.38022196, 0.95141405, 0.2612264, 0.47104895, 0.86480016]",0.95141405
joy,I bought a Christmas present for my girl-friend. On my way home I was really glad about having found such a suitable thing. ,joy,"[0.0007965834, 0.0004195411, 0.0013069834, 0.0038444316, 0.986953, 0.0005382426, 0.0007577583]",0.986953
fear,"My fear appeared in the form of jealousy. I was afraid that my girl-friend had fallen in love with another man, I was afraid to lose her. ",fear,"[0.06412626, 0.008033298, 0.99556196, 0.10040836, 0.007725366, 0.008387661, 0.024643721]",0.99556196
anger,I was angry when I watched a ski-race. All the Austrian skiers dropped out. ,anger,"[0.9988857, 0.39215174, 0.0051303497, 0.01676115, 0.0005741127, 0.00069252186, 0.003141792]",0.9988857
sadness,"During my holiday I met again a friend who had tried to commit suicide. She had just left hospital, her lips were trembling, she looked miserable. ",sadness,"[0.02922798, 0.50781137, 0.9046545, 0.8072039, 0.00064874126, 0.9947449, 0.85044765]",0.9947449
disgust,"On my way home in the middle of the night I saw a drunk man and a woman who were quarreling, beating each other, shouting and so on. I felt disgusted especially because they treated each other in such a degrading way. ",disgust,"[0.7492203, 0.99769396, 0.033165287, 0.6909494, 0.00045340304, 0.007876207, 0.9523862]",0.99769396
shame,My girl-friend and I live in one flat with another couple. We get along very well and usually we share everything. Once we two were sitting in our room and eating a cake when the others came in. ,joy,"[0.06099308, 0.035942636, 0.12496375, 0.23773718, 0.7561288, 0.027131522, 0.118650936]",0.7561288
guilt,"I was on a visit to friends who have a baby. The baby was crying in another room, but soon it became quieter and it seemed that it would fall asleep. I went into the room where the baby was lying - and it started crying again. ",sadness,"[0.6438203, 0.5883009, 0.8628675, 0.75383437, 0.083557785, 0.97593373, 0.54943055]",0.97593373
joy,"I went to fetch my girl-friend at the station. When the train arrived and I saw her descending and running up to me, I felt glad. ",joy,"[0.0013274273, 0.000634915, 0.0014267775, 0.0020316888, 0.9868384, 0.0008067164, 0.00092222233]",0.9868384
fear,"When I wanted to go into a house, there was suddenly a big dog standing beside me. It was hardly moving, but I did not know how it would react later on. ",fear,"[0.7654212, 0.6162369, 0.9560201, 0.72283685, 0.05170474, 0.73112845, 0.48008138]",0.9560201
anger,"My father had bought too many goods for his shop, there was not enough space to store them. ",sadness,"[0.7600218, 0.6287179, 0.71718836, 0.89784646, 0.07531874, 0.899416, 0.79227006]",0.899416
sadness,A friend died of cancer when he was years old. ,sadness,"[0.67147124, 0.64461035, 0.86324966, 0.82522756, 0.0028747183, 0.9799969, 0.7465343]",0.9799969
disgust,At a party I saw two persons having a fight. The aggressions and the hate between these persons produced an unpleasant impression on me. ,anger,"[0.9796504, 0.95113724, 0.6243581, 0.6324411, 0.0007729362, 0.63710666, 0.702236]",0.9796504
shame,During a discussion I said something rather stupid and unnecessary. ,shame,"[0.4281688, 0.79232717, 0.29502174, 0.84509677, 0.024908062, 0.20488138, 0.8920038]",0.8920038
guilt,"When I was driving my car, I wanted to pick something from the floor of the car and drove into the guide-rail. I thought that I should not have done that and felt guilty. ",guilt,"[0.003664633, 0.03714499, 0.034748938, 0.99788815, 0.0008916197, 0.40978882, 0.9045157]",0.99788815
joy,On my birthday a friend came to see me unexpectedly and brought me flowers. I usually do not see her very often. ,joy,"[0.052809298, 0.01732992, 0.18605334, 0.51710004, 0.92863715, 0.12571438, 0.14178145]",0.92863715
fear,I was awakened by a dream in the middle of the night. I dreamt that a stranger was in my house. ,fear,"[0.8784869, 0.8854795, 0.97043097, 0.8651865, 0.06501107, 0.88306975, 0.82622886]",0.97043097
anger,My boy-friend had promised me to come an a. m. - he was hours late. ,sadness,"[0.9325247, 0.84790885, 0.72412497, 0.9212924, 0.030090366, 0.9726716, 0.9209242]",0.9726716
disgust,When I heard about a murder of a -year-old girl. ,disgust,"[0.88847256, 0.9199437, 0.88027215, 0.83846873, 0.000896507, 0.91679007, 0.67512685]",0.9199437
shame,When I broke the piggy bank of my brother and my mother discovered that. ,guilt,"[0.93108535, 0.9381033, 0.81910497, 0.9753484, 0.07558374, 0.8627792, 0.92741525]",0.9753484
guilt,I was sitting in a restaurant with friends and I knew that in the meantime my girl-friend must have come to my flat and found the door closed. ,sadness,"[0.8557965, 0.64851063, 0.93857545, 0.95277, 0.1652594, 0.95722044, 0.8578151]",0.95722044
joy,After I had been away for a long time a friend told me that I had passed all my written examinations. ,joy,"[0.18885258, 0.024042752, 0.07163516, 0.13862921, 0.9247957, 0.280752, 0.055768073]",0.9247957
fear,"Recently my younger brother disappeared for two days without leaving a trace. Usually he tells me when he wants to do something like that, therefore I was afraid that something had happened to him. ",fear,"[0.103890754, 0.0072102966, 0.99661946, 0.88770545, 0.0051999907, 0.83160436, 0.18971686]",0.99661946
anger,I played chess with my -year-old brother. I made a stupid mistake - and he won! ,sadness,"[0.84021944, 0.87972295, 0.7364387, 0.8568698, 0.055986576, 0.9469063, 0.89503783]",0.9469063
sadness,It was only once that I really felt sad at my grandfather's funeral (after a long time of suffering he had died of cancer). ,sadness,"[0.000838181, 0.0008345959, 0.004135904, 0.006214557, 0.0010231594, 0.99755895, 0.0036467302]",0.99755895
disgust,"years ago I served in the army. Once a collegue denounced me because of a delict, which is usually committed. I was arrested for days. I still detest this man. ",disgust,"[0.98968714, 0.9898868, 0.5254303, 0.857355, 0.0035026744, 0.008020116, 0.8055463]",0.9898868
shame,Once I went home totally drunk and roused all our neighbours from sleep. ,guilt,"[0.43035355, 0.5584643, 0.14882272, 0.8064805, 0.038834527, 0.0264953, 0.69738984]",0.8064805
guilt,When I was in the puberty I smashed the favourite toy of my little brother because of a fit of rage. ,anger,"[0.99243015, 0.0152448695, 0.001604507, 0.7986292, 0.0018583082, 0.0013460706, 0.46315134]",0.99243015
joy,"After I had had a disappointment in my private life, my friend, who studies in Vienna, came to see me spontaneously. ",sadness,"[0.37103474, 0.18012354, 0.09712717, 0.39127195, 0.00067223236, 0.9812701, 0.53640026]",0.9812701
fear,Before an oral examination - which I did not take eventually. ,fear,"[0.3507514, 0.2639062, 0.8542322, 0.62061185, 0.16345711, 0.51851285, 0.54852664]",0.8542322
anger,A friend had promised me to give me a lift to Graz. To be sure I called her before we went. She told me that she had just promised another person to give him a lift. ,guilt,"[0.5154785, 0.3519466, 0.65142876, 0.67496, 0.2547334, 0.6448933, 0.46702984]",0.67496
sadness,I am sad because some relations to friends are not very good. ,sadness,"[0.0021169824, 0.005189329, 0.013147997, 0.42350602, 0.0004844511, 0.9996518, 0.22254714]",0.9996518
disgust,"I think I have hardly had a situation where I felt disgusted. Perhaps once, when I saw a big spider. ",disgust,"[0.027606998, 0.97613734, 0.10770173, 0.01737766, 0.0029602125, 0.0026706657, 0.3184755]",0.97613734
shame,When my boy-friend left me and I wanted to persuade him to stay. ,sadness,"[0.58889073, 0.004917939, 0.46892053, 0.83786625, 0.0018988876, 0.9614162, 0.28997764]",0.9614162
guilt,"I promised my mother to come home on her birthday, but at last I was prevented. Nevertheless it would have been possible to go but I did not. ",sadness,"[0.89574856, 0.70020723, 0.72503304, 0.96620095, 0.67640454, 0.9776857, 0.9207314]",0.9776857
joy,Seeing relations from overseas after a few years. ,joy,"[0.1841794, 0.12685089, 0.3134426, 0.32961676, 0.87615174, 0.6395511, 0.15259822]",0.87615174
fear,Unknown person knocking repeatedly on backdoor when no one else was at home. ,fear,"[0.8316537, 0.67435956, 0.93388414, 0.7617827, 0.04936223, 0.6051294, 0.67948806]",0.93388414
anger,"Boyfriend ""chatting up"" another girl. ",guilt,"[0.32475033, 0.35077998, 0.13366021, 0.6954567, 0.20862098, 0.04021176, 0.62593544]",0.6954567
sadness,A friend breaking up with her boyfriend. ,sadness,"[0.7640514, 0.57124025, 0.6856836, 0.740462, 0.06330545, 0.95687115, 0.7353121]",0.95687115
disgust,Accidentally seeing a friend in a compromising situation with a stranger. ,sadness,"[0.89759666, 0.92987317, 0.9380368, 0.94710666, 0.023627495, 0.95819604, 0.89009964]",0.95819604
shame,Parents finding out I smoked. ,fear,"[0.86913943, 0.91095775, 0.94497454, 0.91958845, 0.004125557, 0.9356892, 0.91314465]",0.94497454
guilt,Not thanking relatives for a favor done. ,guilt,"[0.5168396, 0.19727035, 0.29003197, 0.77847147, 0.037554268, 0.5242805, 0.41981503]",0.77847147
joy,Emotional reassurances by spouse. ,joy,"[0.0073880814, 0.0013530613, 0.057016958, 0.0052739438, 0.11427202, 0.009723801, 0.00496855]",0.11427202
fear,Movement in bush late at night while camping. ,fear,"[0.41761708, 0.3881438, 0.8836785, 0.5411719, 0.2134639, 0.14283895, 0.2633569]",0.8836785
anger,Heated discussion with spouse concerning new house. ,anger,"[0.9833023, 0.058248997, 0.26379523, 0.14431085, 0.0014046938, 0.00273638, 0.009645261]",0.9833023
sadness,Loss of close relative. ,sadness,"[0.70616055, 0.33131397, 0.8937087, 0.80220133, 0.00069544517, 0.98329204, 0.6730711]",0.98329204
disgust,The price I was charged for work on my car. ,anger,"[0.3217628, 0.14315525, 0.044529013, 0.15514468, 0.016842673, 0.026087016, 0.14285663]",0.3217628
shame,Caused fault in V. C. R. by not following instructions carefully. ,guilt,"[0.7026847, 0.6025984, 0.28949705, 0.9197041, 0.017697323, 0.29862994, 0.75539947]",0.9197041
guilt,Losing my temper with my spouse. ,anger,"[0.9974717, 0.4757299, 0.019154567, 0.25998077, 0.0023011216, 0.001879293, 0.3047677]",0.9974717
joy,A night spent with a group of friends. ,joy,"[0.025501147, 0.007710438, 0.019515539, 0.10815861, 0.9377331, 0.017307505, 0.031523217]",0.9377331
fear,A car came very close to hitting me whilst I was crossing the street. ,fear,"[0.87813026, 0.77985054, 0.96191305, 0.860899, 0.017481722, 0.88902473, 0.8704107]",0.96191305
anger,"A friend whom I had gone out of my way to do something for did not bother to acknowledge my efforts, and treated me badly thereafter. ",sadness,"[0.9245785, 0.83295906, 0.6277065, 0.9058507, 0.002305862, 0.9611064, 0.85968477]",0.9611064
sadness,A girlfriend ended our relationship in an abrupt and unexpected manner. ,sadness,"[0.85711443, 0.7362393, 0.7122343, 0.719562, 0.0033495033, 0.9444012, 0.7142004]",0.9444012
disgust,"A friend once reacted childishly (he is yearrs old) to my not responding in his favour to a request, that is he asked me for some money I refused, and his reaction was quite childish. ",anger,"[0.81480247, 0.75697505, 0.623664, 0.58977294, 0.018405756, 0.19705853, 0.56107104]",0.81480247
shame,"On one occasion whilst engaging in horseplay with my girlfriend, I caused her to be physically harmed. ",guilt,"[0.8431139, 0.797432, 0.7078807, 0.9284341, 0.002498334, 0.9181469, 0.87019724]",0.9284341
guilt,I borrowed money from a friend and did not pay back the debt when I said I would. ,guilt,"[0.7555403, 0.70324, 0.54550207, 0.94695914, 0.013817927, 0.87701553, 0.86930275]",0.94695914
joy,Getting a phone call from a very old friend. ,joy,"[0.13441847, 0.007399101, 0.33858353, 0.31799263, 0.90296537, 0.796604, 0.13007057]",0.90296537
fear,Before giving a seminar to a rather large audience. ,fear,"[0.19855502, 0.07046996, 0.6578991, 0.30928323, 0.3410795, 0.1398038, 0.20342861]",0.6578991
anger,Being stopped by the police for a traffic offence which I don't think I committed. ,fear,"[0.92511266, 0.7617419, 0.9675102, 0.93800956, 0.008006474, 0.8714517, 0.8296561]",0.9675102
sadness,Death of a parent. ,sadness,"[0.670773, 0.6124103, 0.89584714, 0.8089722, 0.0024503039, 0.96311074, 0.69808435]",0.96311074
disgust,At a social event when none of the guests would help to serve food or clear tables. It was all beneath them. ,disgust,"[0.6823902, 0.77723074, 0.3453625, 0.36739448, 0.03328681, 0.70268214, 0.7411341]",0.77723074
shame,"The mother of a small child found me shaking the child in exasperation, because I couldn't get it to sleep. ",anger,"[0.95618707, 0.031954736, 0.48597208, 0.7475994, 0.0012594279, 0.027109757, 0.33791742]",0.95618707
joy,The more than satisfactory result of a recently-completed university subject was communicated to me by phone. ,joy,"[0.009942951, 0.00067667366, 0.007112176, 0.016036835, 0.8968532, 0.0015314026, 0.0026667172]",0.8968532
fear,"I was a passenger in a jumbo-jet which was accelerating down the runway and almost at the point of take-off, when the pilot suddenly braked and put the engines into reverse thrust, in an obviously urgent attempt to stop the aircraft. The hostesses show signs of concern and my first thought was that something was on the runway in our path and that we were in danger of hitting it. ",fear,"[0.07302839, 0.0066458704, 0.931029, 0.35685912, 0.0012604586, 0.10153616, 0.09607066]",0.931029
