labels,text,emotion,prob_emotion,emotion_word,prob_max
sadness,The death of my grandmother. ,sadness,"[0.7275519967079163, 0.7599944472312927, 0.8026238679885864, 0.801294207572937, 0.5409914255142212, 0.9691420793533325, 0.6500554084777832]",sadness,0.9691420793533325
disgust,"In the army, I had been in hospital for two weeks and as soon as I returned to the company, a sergeant ordered me to fetch a load on the tractor trailer. ",fear,"[0.8084643483161926, 0.7302594184875488, 0.864967942237854, 0.7510145902633667, 0.5036181211471558, 0.5263149738311768, 0.8237848877906799]",anxiety,0.864967942237854
shame,"On the way back from a Summer spent in Sweden, I drunk with a man in the train. I had drunk so much that when I got home I fell asleep in the entrance hall. I have never drunk that much, neither before nor after that incident. I was ashamed because my mother and my sister had to see me in that state and my father had to carry me to bed. ",shame,"[0.5874989032745361, 0.9655007123947144, 0.6626682877540588, 0.9865474700927734, 0.33979254961013794, 0.9356750249862671, 0.9963410496711731]",embarrassment,0.9963410496711731
guilt,"While at primary school, I did not let a friend ring a bell although he would have liked to do it. Afterwards I felt bad. ",guilt,"[0.3302217721939087, 0.8502886891365051, 0.7364028692245483, 0.9772875308990479, 0.5025538206100464, 0.9643573760986328, 0.9434140920639038]",guilt,0.9772875308990479
joy,I got a fairly large amount of my taxes back. ,joy,"[0.19800668954849243, 0.10418297350406647, 0.198994979262352, 0.19564083218574524, 0.9235554337501526, 0.08563864231109619, 0.09265691041946411]",happiness,0.9235554337501526
fear,"I was jogging in the forest, in the central park area, when I saw a man hiding behind a tree. I got frigthened, turned around and ran out of the forest. ",fear,"[0.8688665628433228, 0.9876266121864319, 0.9959756731987, 0.9074803590774536, 0.15803112089633942, 0.009810790419578552, 0.5871096849441528]",fear,0.9959756731987
anger,"I was coming home in a taxi with a fellow worker of mine. He was criticizing my earlier conduct towards him, which to my mind was unfounded. When I reached home, I ran out of the taxi and slammed the door. ",anger,"[0.9804015755653381, 0.9393677115440369, 0.8414031863212585, 0.7142475843429565, 0.7277418971061707, 0.08163329213857651, 0.8130365014076233]",anger,0.9804015755653381
sadness,I had had a farewell party at the place where I had been working for a year. That night I could not fall off to sleep. I was sad thinking that I would not see my nice fellow workers again. ,sadness,"[0.012016505934298038, 0.05205337330698967, 0.5118170976638794, 0.08977553248405457, 0.538545548915863, 0.998174786567688, 0.39343661069869995]",sadness,0.998174786567688
disgust,"I was travelling in a local train when a drunkard, smelling terribly, entered the same carriage and started eating fish that was stinking. ",disgust,"[0.9307488799095154, 0.9782635569572449, 0.930450439453125, 0.8982354998588562, 0.24284304678440094, 0.8532717227935791, 0.9349705576896667]",disgust,0.9782635569572449
shame,"While quarelling with a fellow worker of mine, I was vehement and irritated and I told him what I thought of him in plain language. I was ashamed of myself when I met him the next day. ",shame,"[0.9765947461128235, 0.8496617078781128, 0.8643865585327148, 0.9782846570014954, 0.47405463457107544, 0.5721139311790466, 0.9924070239067078]",shame,0.9924070239067078
guilt,"I was working as a secretary. My boss was to go to give a lecture, and wanted me to give him the exact address of the place. ",fear,"[0.3020751476287842, 0.2930543124675751, 0.6637958288192749, 0.42656469345092773, 0.4981355667114258, 0.21925097703933716, 0.363083153963089]",anxiety,0.6637958288192749
joy,"A sunny Autumn day, after a long rainy period. ",joy,"[0.01000557653605938, 0.004727117717266083, 0.008697399869561195, 0.022249829024076462, 0.9596371054649353, 0.0019842018373310566, 0.016697419807314873]",pleasure,0.9596371054649353
fear,"Years ago, on my way to school by the forest path I came across an exhibitionist. ",anger,"[0.6028600335121155, 0.5735552310943604, 0.5850690603256226, 0.26057156920433044, 0.5904853940010071, 0.05333476886153221, 0.4430329501628876]",outrage,0.6028600335121155
anger,"A person close to me mistook my good intentions for bad, and therefore associated unpleasant traits to me. ",shame,"[0.6615489721298218, 0.6108456254005432, 0.7762879729270935, 0.7952337265014648, 0.0303740706294775, 0.7215369343757629, 0.8264842629432678]",humiliation,0.8264842629432678
sadness,[ A person close to me told me that his positive regard depended on my conduct. ] ,guilt,"[0.5949109196662903, 0.5236680507659912, 0.7500080466270447, 0.8052049875259399, 0.5895389318466187, 0.6570806503295898, 0.7276144027709961]",guilt,0.8052049875259399
disgust,When an untidy and heavyly drunk person made endeavours to approach me. ,fear,"[0.8366996645927429, 0.8498067259788513, 0.9010928869247437, 0.7440427541732788, 0.38115808367729187, 0.401056170463562, 0.8635252118110657]",scare,0.9010928869247437
shame,"As a little girl, I was sick in the middle of a school day and I vomitted in the basin of the classroom. ",disgust,"[0.6480818390846252, 0.9513011574745178, 0.8736773729324341, 0.8923307657241821, 0.453326016664505, 0.9000107645988464, 0.9283636808395386]",revulsion,0.9513011574745178
guilt,I lost my self-control and raised my voice at a child. ,anger,"[0.947161078453064, 0.5800307393074036, 0.426237016916275, 0.9112061858177185, 0.3997626304626465, 0.00907397735863924, 0.8240281939506531]",anger,0.947161078453064
joy,I got to know that I had been accepted at university. ,joy,"[0.048978351056575775, 0.02726372703909874, 0.17299702763557434, 0.0430118702352047, 0.9658190608024597, 0.07169186323881149, 0.07684199512004852]",happiness,0.9658190608024597
fear,I had been watching a TV-program on paranormal phenomena. At night I could not fall off to sleep as I feared that humanoids were on the move. ,fear,"[0.055432140827178955, 0.32005518674850464, 0.9966549873352051, 0.06952158361673355, 0.2314048856496811, 0.022027332335710526, 0.04548381268978119]",fear,0.9966549873352051
anger,"My superior blamed me for some neglects at work in front of others. In fact, the task in question was not supposed to be done by me. ",shame,"[0.8813340663909912, 0.8153083920478821, 0.769757866859436, 0.9085344076156616, 0.18815457820892334, 0.7556614279747009, 0.9230833649635315]",humiliation,0.9230833649635315
sadness,My father suddenly fell ill and died. ,sadness,"[0.8323173522949219, 0.8167385458946228, 0.9280234575271606, 0.9094610810279846, 0.7196129560470581, 0.9836732149124146, 0.8617497086524963]",sadness,0.9836732149124146
disgust,When a friend of mine got drunk and started to blame and scorn my other friends and me. ,shame,"[0.9448493719100952, 0.9687918424606323, 0.8217529058456421, 0.9168758392333984, 0.32911789417266846, 0.9358916878700256, 0.9748518466949463]",disgrace,0.9748518466949463
shame,When I forgot a promise made to a friend of mine. ,guilt,"[0.7211084961891174, 0.7856422066688538, 0.8099307417869568, 0.9491267204284668, 0.5045755505561829, 0.9270991086959839, 0.907392144203186]",guilt,0.9491267204284668
guilt,It was my turn to cook dinner. I forgot a dish (the favourite of the family) in the oven and it got burnt and was uneatable. ,guilt,"[0.8522459268569946, 0.9120736718177795, 0.8808162808418274, 0.9639747142791748, 0.09912813454866409, 0.9428788423538208, 0.9379384517669678]",guilt,0.9639747142791748
joy,My joy was the joy of meeting again. My husband came home after having been away for weeks (for work). I was on the railway station to meet him. ,joy,"[0.0008302309433929622, 0.0014925224240869284, 0.002692262176424265, 0.0011548784095793962, 0.9982144832611084, 0.000822142232209444, 0.0009549441747367382]",joy,0.9982144832611084
fear,"I was alone at home and I could hear odd noises coming from above our bedroom. I knew that nobody lived there since it was an office. I got frightened (later I was given a ""natural"" explanation). ",fear,"[0.002002008492127061, 0.33820584416389465, 0.997040331363678, 0.011238591745495796, 0.3995985686779022, 0.004132294096052647, 0.002540115499868989]",fear,0.997040331363678
anger,A relative of mine had come to see my husband to talk to him about a problem concerning his sister and me. I was angry because this relative of mine did not dare to speak to me and instead spoke to my husband. I got to know about it later the same day. ,anger,"[0.9983276724815369, 0.9133315682411194, 0.05234172195196152, 0.10217314213514328, 0.22854109108448029, 0.0029031732119619846, 0.3604951798915863]",anger,0.9983276724815369
sadness,"The death of my father, even though we had not been very close to each other. ",sadness,"[0.5605515241622925, 0.4336526095867157, 0.6678249835968018, 0.7017459273338318, 0.38960206508636475, 0.9819950461387634, 0.22491201758384705]",sadness,0.9819950461387634
disgust,The male friend of my mother (a widow) moved in to live with us. I did not like the man. ,disgust,"[0.816084086894989, 0.8809130191802979, 0.7797635793685913, 0.4503082036972046, 0.22854426503181458, 0.5715584754943848, 0.4662688076496124]",disgust,0.8809130191802979
shame,"At school I was talking to a classmate about mathematics. I had grown weary of it and said ""I would like to throw the book on the arse of Kuikka"". My classmate said ""Now, he is sitting there and waiting for the book"" (Kuikka was one of the most quiet boys of the class). I was ashamed of myself. ",shame,"[0.9610018134117126, 0.9753229022026062, 0.8533293604850769, 0.9845305681228638, 0.28080132603645325, 0.8645727634429932, 0.9947351217269897]",embarrassment,0.9947351217269897
guilt,"The death of my father made me feel quite guilty, because my attitude towards him had been cold and indifferent. ",guilt,"[0.1853235512971878, 0.23028872907161713, 0.5101516842842102, 0.9968608617782593, 0.3800451457500458, 0.910234272480011, 0.9801437258720398]",guilt,0.9968608617782593
joy,"My mother, sister and I were thinking about old times, our childhood, and we had a very happy time. ",joy,"[0.0027811445761471987, 0.0036271545104682446, 0.006820164620876312, 0.002575082704424858, 0.9972906708717346, 0.0008753142319619656, 0.0021933007519692183]",happiness,0.9972906708717346
fear,"My husband had gone to drive a strange, broken car. At the agreed time, he had not returned, and I feared that he had had an accident. ",fear,"[0.2669698894023895, 0.24245350062847137, 0.9978312849998474, 0.9673657417297363, 0.787285566329956, 0.987728476524353, 0.4509567618370056]",fear,0.9978312849998474
anger,"I am a school teacher. One of the classes does not obey me at all, keeps on talking, does no work. One afternoon, everything went wrong, and I got exceedingly angry. ",anger,"[0.9969173669815063, 0.7065913081169128, 0.08267068862915039, 0.023719217628240585, 0.5975347757339478, 0.006128047127276659, 0.15491659939289093]",anger,0.9969173669815063
sadness,"A young, close relative of mine died, leaving behind a baby a few months old. ",sadness,"[0.7835198640823364, 0.7317535877227783, 0.8046430349349976, 0.9150297045707703, 0.5614123344421387, 0.9807738661766052, 0.8739036321640015]",sadness,0.9807738661766052
disgust,"A series about Freud was shown on TV. In it, a tampon had been set in the nose of a woman, and forgotten there. After great pain it was taken off (close-up picture), the woman was bleeding from the nose and the mouth. ",disgust,"[0.6790686845779419, 0.8744266033172607, 0.8431593775749207, 0.7939140796661377, 0.5541407465934753, 0.7408996224403381, 0.8009663820266724]",revulsion,0.8744266033172607
shame,"I had promised to lend something to my mother-in-law and I forgot it a couple of times. When she asked me about it the third time, I was ashamed at my absent-mindedness. ",shame,"[0.07893386483192444, 0.8641848564147949, 0.5840950012207031, 0.9872279167175293, 0.6750885844230652, 0.9404072761535645, 0.9966272115707397]",shame,0.9966272115707397
guilt,"A borrowed car broke down while I was using it. It was not my fault, nevertheless I felt guilty. ",guilt,"[0.0293240025639534, 0.38714399933815, 0.2725442051887512, 0.9971200227737427, 0.3281087875366211, 0.3725963532924652, 0.8818531632423401]",guilt,0.9971200227737427
joy,I started a new branch of studies after having failed a former one. When I got back my exam papers I was very happy to know that I almost had full marks. ,joy,"[0.0006396225653588772, 0.00438749510794878, 0.00518052838742733, 0.006164438556879759, 0.9973125457763672, 0.0005542059079743922, 0.0013160837115719914]",happiness,0.9973125457763672
fear,"I was diving below the ice, in a cave, at a depth of metres. Visibility was almost zero and the oxygen level decreased threateningly. There were three of us divers on one safety rope. ",fear,"[0.35050153732299805, 0.43697622418403625, 0.9665688872337341, 0.6220446228981018, 0.2310611754655838, 0.31765761971473694, 0.323424369096756]",scare,0.9665688872337341
anger,My mother carried on using mental pressure concerning something which was serious and a real burden to me. ,fear,"[0.3670652210712433, 0.3426918685436249, 0.8283587694168091, 0.5596999526023865, 0.04834926500916481, 0.5431020259857178, 0.325423002243042]",anxiety,0.8283587694168091
sadness,"My grandfather died, I went to the mortuary and saw the corpse. ",sadness,"[0.560391902923584, 0.618747353553772, 0.7745079398155212, 0.7275910377502441, 0.5691723823547363, 0.9658695459365845, 0.613910436630249]",grief,0.9658695459365845
disgust,[ The same as in anger. ] ,anger,"[0.994481086730957, 0.0801146999001503, 0.004626300185918808, 0.002692306647077203, 0.15213286876678467, 0.0015416911337524652, 0.002913088072091341]",anger,0.994481086730957
shame,As a child when I was blamed for peeing in the swimming-pool. ,guilt,"[0.9201595783233643, 0.9098557233810425, 0.887221097946167, 0.9796165227890015, 0.25610020756721497, 0.9162036776542664, 0.9587084650993347]",guilt,0.9796165227890015
guilt,"A friend of mine was drunk and having an argument on the street with a woman, appparently his girlfriend. I was walking on the other side of the street and thought that I was not supposed to interfere. Later I heard that he had shot himself that evening. ",sadness,"[0.9093840718269348, 0.7465517520904541, 0.9158695936203003, 0.9352855682373047, 0.3229648768901825, 0.9728143215179443, 0.8406685590744019]",sadness,0.9728143215179443
joy,My girlfriend sent me a letter with a shiny picture in it. ,joy,"[0.14835695922374725, 0.03814958408474922, 0.3425930440425873, 0.34248086810112, 0.9432111978530884, 0.1064024493098259, 0.2567935585975647]",pleasure,0.9432111978530884
fear,I was about to begin a journey in a car with an acquaintance of mine. ,fear,"[0.23526765406131744, 0.1421876847743988, 0.8245549201965332, 0.3845018446445465, 0.6714893579483032, 0.20818713307380676, 0.21343940496444702]",anxiety,0.8245549201965332
anger,On the TV news I heard that Nicaragua had complained about the increasing threat of war with the USA. ,fear,"[0.8973415493965149, 0.9365736246109009, 0.9495341181755066, 0.5447936654090881, 0.644062876701355, 0.7024912238121033, 0.4165842831134796]",scare,0.9495341181755066
sadness,My girlfriend gave me the mitten (left me). ,sadness,"[0.9177541732788086, 0.9350812435150146, 0.720698893070221, 0.7643025517463684, 0.38239172101020813, 0.981859028339386, 0.7891523241996765]",sadness,0.981859028339386
disgust,Watching a violent movie. ,fear,"[0.9234945774078369, 0.8392394781112671, 0.9794348478317261, 0.2578413486480713, 0.5983766317367554, 0.011727114208042622, 0.1865730732679367]",scare,0.9794348478317261
shame,The morning after a wild party. ,joy,"[0.3708077669143677, 0.5259041786193848, 0.8265174031257629, 0.7845233082771301, 0.8501224517822266, 0.20052562654018402, 0.6654406189918518]",pleasure,0.8501224517822266
guilt,"I ""picked up"" a girl and I thought that I had misused my position and authority over her as there did not seem to be any realistic possibility of continuing the relationship. ",guilt,"[0.8064280152320862, 0.8907928466796875, 0.8968711495399475, 0.9756532311439514, 0.07145444303750992, 0.815000057220459, 0.926198422908783]",guilt,0.9756532311439514
joy,"When, to my surprise, I got to know about having got ""very good"" high school graduation marks. ",joy,"[0.12081929296255112, 0.004336920566856861, 0.22299467027187347, 0.03611084818840027, 0.9568854570388794, 0.0012379344552755356, 0.024074986577033997]",an achievement,0.9568854570388794
fear,"My grandmother was about to die, and it had the effect that at night, after having read a book, and once in bed, in perfect darkness, the fear arose that I too may suddenly die. ",fear,"[0.0031159399077296257, 0.21695855259895325, 0.9961103796958923, 0.02834775671362877, 0.3048188090324402, 0.8898717164993286, 0.011200416833162308]",fear,0.9961103796958923
anger,"When I checked my examination paper and realized that I had been careless, thoughtless, lazy and hasty so as to make unnecessary mistakes concerning things I know and understand. ",shame,"[0.7608201503753662, 0.8870310187339783, 0.8808419704437256, 0.9153549075126648, 0.4601334035396576, 0.8776207566261292, 0.945219874382019]",embarrassment,0.945219874382019
sadness,"When we decided, my boyfriend and I, that we would separate, I realized that he would have wanted to continue our relationship and the coming separation hurt him. ",sadness,"[0.09872901439666748, 0.6076953411102295, 0.31399545073509216, 0.6772293448448181, 0.3690571188926697, 0.9814208149909973, 0.238725945353508]",sadness,0.9814208149909973
disgust,"When an acquaintance of mine told me about the way his parents treated their sons in an unequal manner. The most successful of them got continuous encouragement, and the youngest was not encouraged and was rejected. ",sadness,"[0.8337648510932922, 0.7880170941352844, 0.7910237908363342, 0.7499414682388306, 0.5805252194404602, 0.9213058948516846, 0.81632399559021]",sadness,0.9213058948516846
shame,"I was talking to a friend of mine about our parents and education. I said something and then realized that I did not know my friend's parents, their motives and education. I felt ashamed at having talked about something I did not know anything about. ",shame,"[0.04908512160181999, 0.6001472473144531, 0.20106971263885498, 0.9815664291381836, 0.2957139313220978, 0.36389368772506714, 0.9973570704460144]",shame,0.9973570704460144
guilt,My mother told me that the enveloppes that I had been tearing (I had torn the stamps away) in good faith had been the first-day enveloppes which my father had collected as a young man. ,sadness,"[0.7136948704719543, 0.587298572063446, 0.6906530857086182, 0.7308945059776306, 0.7604010105133057, 0.9021373391151428, 0.8754761219024658]",grief,0.9021373391151428
joy,"I am not especially good at English, and after the high school graduation exam in English I tensely waited for the result the whole day. In the evening, when I heard that I had done excellently, I became very happy and the anxiety vanished. My family was at home. ",joy,"[0.0013070885324850678, 0.09835901856422424, 0.9813838601112366, 0.004330134484916925, 0.9904301762580872, 0.0007143471739254892, 0.004107199609279633]",happiness,0.9904301762580872
fear,"I feared that I was pregnant. It was not planned and I would have been compelled to have an abortion, which I would not have liked at all. Fortunately, after a week's anxiety, I got to know that I was not pregnant. ",fear,"[0.04279392957687378, 0.47819459438323975, 0.9979686141014099, 0.3508290946483612, 0.8366616368293762, 0.14161548018455505, 0.09843026101589203]",anxiety,0.9979686141014099
anger,"A member of a religious sect tried to convert me, using really evil tricks to persuade me. After he had left, I was anxious and angry for a long time. After the event, I was alone. ",anger,"[0.9950661659240723, 0.9383745789527893, 0.9898014664649963, 0.5447131395339966, 0.21953146159648895, 0.015922103077173233, 0.3263548016548157]",anger,0.9950661659240723
sadness,"When my boyfriend wanted to leave me, I felt sad and melancholic. ",sadness,"[0.0008943944703787565, 0.23720256984233856, 0.07872212678194046, 0.23404879868030548, 0.4190587103366852, 0.9953546524047852, 0.04299965128302574]",sadness,0.9953546524047852
disgust,"In a film, there was an episode where they used a chain saw to cut a man. I could not look at it, but I could not avoid listening either. I sought shelter in my boyfriend's arms. ",fear,"[0.7243028879165649, 0.9713058471679688, 0.9769369959831238, 0.5244869589805603, 0.12354528158903122, 0.8327997922897339, 0.6533787250518799]",scare,0.9769369959831238
shame,"I thought I would be able to use the mangle of the house, and so I did not want any help. However, I blocked it and I had to get the janitor to help me out. He reproached me for not having followed the instructions ",guilt,"[0.8494234681129456, 0.9102488160133362, 0.6749525666236877, 0.9674861431121826, 0.13693171739578247, 0.7546830177307129, 0.9576691389083862]",guilt,0.9674861431121826
guilt,"I promised my friends that I would take care of something, but I kept forgetting about it. When they asked me about it, I promised to do it immediately. However, I got started only after a couple of months. I felt that I had betrayed my friends. ",sadness,"[0.839228630065918, 0.9331477284431458, 0.597663402557373, 0.9607148766517639, 0.1562143713235855, 0.9653915762901306, 0.928467869758606]",sadness,0.9653915762901306
joy,"When I got an unexpected letter from a guy, who had been my school mate. ",fear,"[0.6266738772392273, 0.4030415117740631, 0.7668237686157227, 0.5089486241340637, 0.7179625034332275, 0.7308815121650696, 0.6573006510734558]",scare,0.7668237686157227
fear,"When my brother went to shoot wild ducks, I feared that the boat would overturn and he would drown or that the gun would accidentally go off. ",fear,"[0.05700214207172394, 0.48347949981689453, 0.9976373910903931, 0.9367886781692505, 0.7239881753921509, 0.9704026579856873, 0.0792640820145607]",fear,0.9976373910903931
anger,My father had once again told me that I should be careful and try to seek admission to other places also apart from the faculty of Social Sciences at the university of Helsinki. I was not at all interested in any other place and had no time to study for other entrance exams. ,fear,"[0.2725396454334259, 0.3904532194137573, 0.8008852005004883, 0.5420812964439392, 0.11788275092840195, 0.2794685661792755, 0.3380812108516693]",scare,0.8008852005004883
sadness,"I would have liked to go out to chat with some acquaintances, but I realized that I was not wanted. I felt hurt, disappointed, lonely and deserted. ",sadness,"[0.4431724548339844, 0.9411849975585938, 0.21090058982372284, 0.08337891101837158, 0.12163976579904556, 0.9863219261169434, 0.5405673980712891]",sadness,0.9863219261169434
disgust,"When an acquaintance (he was drunk) of my room-mate vomitted on the kitchen carpet. It was past mid-night and my room-mate had just moved in, this acquaintance had helped her move in. ",disgust,"[0.8423551321029663, 0.9417989253997803, 0.8687346577644348, 0.8441606760025024, 0.3161359429359436, 0.853110134601593, 0.906611442565918]",disgust,0.9417989253997803
shame,"I was carried away while talking about my visits abroad and I tended to boast a little, till I realized that the listener was amused. ",joy,"[0.008281867951154709, 0.06044166535139084, 0.015025484375655651, 0.38009291887283325, 0.9521163702011108, 0.006830544210970402, 0.4891798198223114]",pleasure,0.9521163702011108
guilt,"When I was baby-sitting at my cousin's place, I tried to have a pleasant time and did not really take care of the child. I do not care very much about children. ",fear,"[0.2219543159008026, 0.30792737007141113, 0.5239174962043762, 0.2781536281108856, 0.3875378966331482, 0.3134987950325012, 0.33735722303390503]",scare,0.5239174962043762
joy,"When I got / points in an exam of statistics. The result was unexpected and it made me realize that statistics do not surpass my abilities, as I have sometimes thought. ",fear,"[0.6511107087135315, 0.5912007093429565, 0.8673936128616333, 0.4999082088470459, 0.28354504704475403, 0.8028879761695862, 0.8012389540672302]",scare,0.8673936128616333
fear,When a big angry dog put its snout on my arm and had I made one movement it would have bitten me. ,anger,"[0.9948990941047668, 0.8605726957321167, 0.9804689288139343, 0.8960036039352417, 0.44033676385879517, 0.07592707127332687, 0.8898138403892517]",anger,0.9948990941047668
anger,When my room-mates were watching video-tapes and prevented me from watching the news. The first feeling I had was that I was being treated unfairly and then came the feeling of anger. ,anger,"[0.9837740659713745, 0.5527178645133972, 0.048536207526922226, 0.03414756804704666, 0.32032138109207153, 0.012106761336326599, 0.04628460854291916]",anger,0.9837740659713745
sadness,"[ When after a night of sleeping in another's arms, one wakes alone and knows that the lonely arms of the night are not the same that one meets in the morning. ] ",sadness,"[0.4689379930496216, 0.6648486256599426, 0.7939810752868652, 0.5968987345695496, 0.23414574563503265, 0.9160081148147583, 0.5214740037918091]",sadness,0.9160081148147583
disgust,"When an unpleasant person tried to make friends with me. A subtle, small, insignificant, grey being whose helplessness and neutrality evoked the feeling of disgust in me. ",disgust,"[0.09886591881513596, 0.99405437707901, 0.2411477118730545, 0.016991091892123222, 0.24776391685009003, 0.004978280980139971, 0.46268314123153687]",disgust,0.99405437707901
shame,Badly chosen words to a vague acquaintance of mine made me feel ashamed at having given the wrong impression about what I wanted to say. Thoughtlessness. ,shame,"[0.09579840302467346, 0.42562156915664673, 0.3324871361255646, 0.9570553302764893, 0.04498627781867981, 0.2678576409816742, 0.986799955368042]",humiliation,0.986799955368042
guilt,"When I behaved improperly - fought in a public place. Afterwards, I felt guilty about my conduct. ",guilt,"[0.4973287880420685, 0.8092607855796814, 0.19909845292568207, 0.99610835313797, 0.33084461092948914, 0.9408533573150635, 0.9391362071037292]",guilt,0.99610835313797
joy,When my friend told me that he would come and meet me in a moment. ,joy,"[0.2124125063419342, 0.2058447301387787, 0.5880225896835327, 0.46371743083000183, 0.9078922271728516, 0.6116563677787781, 0.3672533929347992]",happiness,0.9078922271728516
fear,My father had been drinking and I feared him when we went to bed at night. ,fear,"[0.25175511837005615, 0.3990126848220825, 0.9977129697799683, 0.8147083520889282, 0.7501339316368103, 0.7327258586883545, 0.24865098297595978]",fear,0.9977129697799683
anger,My friends promised me that they would definitely call me to tell me if they were visiting me or not. ,joy,"[0.5013599395751953, 0.2625731825828552, 0.7756831645965576, 0.837592601776123, 0.8468052744865417, 0.5627363324165344, 0.5236030220985413]",happiness,0.8468052744865417
sadness,A close friend of mine had not contacted me for a long time. ,sadness,"[0.5066336989402771, 0.4224059283733368, 0.6404315233230591, 0.6613635420799255, 0.5818578004837036, 0.898367702960968, 0.5851280093193054]",sadness,0.898367702960968
disgust,A friend of mine came to see me when he was quite drunk. ,shame,"[0.49198877811431885, 0.5420016050338745, 0.4886913597583771, 0.6912411451339722, 0.6607823371887207, 0.3825432062149048, 0.8471157550811768]",embarrassment,0.8471157550811768
shame,I said something especially stupid which I did not mean at all. ,shame,"[0.7020986080169678, 0.7626651525497437, 0.6453231573104858, 0.8738000392913818, 0.04914827644824982, 0.4539315402507782, 0.9414498209953308]",embarrassment,0.9414498209953308
guilt,"I did not go to help a friend of mine, though she probably needed me. ",guilt,"[0.5948175191879272, 0.6844003796577454, 0.7359289526939392, 0.9406666159629822, 0.26943889260292053, 0.895365834236145, 0.8205450773239136]",guilt,0.9406666159629822
joy,"When I felt that an exam, which I had feared, was an easy one and went well. ",fear,"[0.0660562515258789, 0.16967302560806274, 0.9261285066604614, 0.25649863481521606, 0.8409242630004883, 0.10835275799036026, 0.0712827518582344]",fear,0.9261285066604614
fear,I was afraid when my dog ran out through a crack in the fence when a train was coming. ,fear,"[0.005318265873938799, 0.06710167229175568, 0.9983140230178833, 0.029881445690989494, 0.28159525990486145, 0.015513992868363857, 0.0049941507168114185]",fear,0.9983140230178833
anger,"When a friend of mine was drawn into a fight because of the stupid gang he belonged to. I felt angry with him and his friends. They could not think about anything sensible, but would fool around without taking into consideration the feelings of other persons. ",anger,"[0.9978876709938049, 0.8870094418525696, 0.04394417256116867, 0.2969457507133484, 0.23284028470516205, 0.0453205481171608, 0.2652744650840759]",anger,0.9978876709938049
sadness,I felt sad after having had an argument with my boyfriend. I felt that he did not understand me and that there was no point in carrying on with the relationship. ,sadness,"[0.006870746612548828, 0.19042295217514038, 0.034128785133361816, 0.13202999532222748, 0.09650038927793503, 0.9989431500434875, 0.05572248250246048]",sadness,0.9989431500434875
disgust,"I detested my father who was a drunkard. He would rave, threaten and blame my mother and me. He finally drove us away from home. ",disgust,"[0.9912028312683105, 0.9960784316062927, 0.9622219800949097, 0.8003537058830261, 0.4885048270225525, 0.6838652491569519, 0.8670815229415894]",disgust,0.9960784316062927
shame,"When I was on holiday with my former boyfriend, he hit me and behaved in a very evil and ugly manner in front of the hotel personnel. ",disgust,"[0.959520161151886, 0.9683490991592407, 0.9587440490722656, 0.8428537249565125, 0.07309452444314957, 0.8618882298469543, 0.9334360957145691]",revulsion,0.9683490991592407
guilt,"When as a child I stole, from a friend of mine, the ring she had got in an easter egg. ",guilt,"[0.7948309183120728, 0.8591550588607788, 0.7063998579978943, 0.9771904945373535, 0.3570973575115204, 0.5619638562202454, 0.8456104397773743]",guilt,0.9771904945373535
joy,"When I got home from a pleasant trip abroad, I got to know that I had been accepted at university. ",joy,"[0.0419890321791172, 0.008060341700911522, 0.11311476677656174, 0.08776906132698059, 0.9924112558364868, 0.02123343013226986, 0.036759763956069946]",pleasure,0.9924112558364868
fear,"At school, I had acted against the will of the group, and the next day they promised to take revenge on me. ",fear,"[0.9576329588890076, 0.9647563099861145, 0.9652361869812012, 0.9526127576828003, 0.45427241921424866, 0.8562307357788086, 0.9220650792121887]",scare,0.9652361869812012
anger,"My mother had for some time been trying to separate me from a good friend who, she thought, was not good company for me. Finally, at breakfast one day, we had an argument and I tried to defend my friend. ",anger,"[0.9162015914916992, 0.7472807765007019, 0.7755597829818726, 0.6123450994491577, 0.7913152575492859, 0.38527777791023254, 0.6147434711456299]",anger,0.9162015914916992
sadness,I got to know about the death of a close friend. ,sadness,"[0.7914788126945496, 0.7316352725028992, 0.8351723551750183, 0.808672308921814, 0.4285343885421753, 0.9682067036628723, 0.8217458724975586]",sadness,0.9682067036628723
disgust,"When I was watching a movie with many violent episodes. They accurately showed the cutting of corpses, etc. . . ",fear,"[0.7691904306411743, 0.8258618116378784, 0.8841874599456787, 0.47548049688339233, 0.7758901715278625, 0.04225737228989601, 0.49991273880004883]",terror,0.8841874599456787
shame,"When I was caught telling a white lie. At that time, I was not allowed to stay outdoors after p. m. One day when I was late, I made up a story that our neighbour had invited me to his place, though I had actually forgotten about the time while playing with my pals. ",shame,"[0.8316025733947754, 0.803642988204956, 0.8584191799163818, 0.9513561129570007, 0.42769089341163635, 0.7009434700012207, 0.9632358551025391]",embarrassment,0.9632358551025391
guilt,"When before the last exam I have taken, I went out instead of studying. ",guilt,"[0.2952641546726227, 0.5446650981903076, 0.8447051644325256, 0.8695133924484253, 0.45319971442222595, 0.2492036372423172, 0.7732189297676086]",guilt,0.8695133924484253
joy,When I was pressing figures on the curtain cloth. I had bought the cloth after months of hindrances. ,joy,"[0.2272128462791443, 0.30021199584007263, 0.5458787083625793, 0.40502551198005676, 0.5663564801216125, 0.20376701653003693, 0.2368796169757843]",an achievement,0.5663564801216125
