labels,text,feels_s,prob_feels_s,emotion_word,prob_max
shame,Fighting with my father while drunk. ,anger,"[0.9966976642608643, 0.9873396158218384, 0.8282746076583862, 0.992323637008667, 0.5725212097167969, 0.9771754741668701, 0.9492270350456238]",anger,0.9966976642608643
guilt,During th grade our class mobbed a famale teacher so badly that she had a breackdown and was hospitalized. ,anger,"[0.975660502910614, 0.9037609696388245, 0.9694752097129822, 0.9041650295257568, 0.508817195892334, 0.9270296692848206, 0.8670030236244202]",anger,0.975660502910614
joy,I am a school teacher. At a teacher-parent meeting I received a good deal of positive feed-back on my work both from the parents and through them from the pupils. ,joy,"[0.020933659747242928, 0.24353894591331482, 0.18132145702838898, 0.8422404527664185, 0.9895774126052856, 0.4266678988933563, 0.018057702109217644]",happy,0.9895774126052856
fear,"As a child, when I was at home alone, I felt in an indefinate manner afraid of the death of my father and mother. ",fear,"[0.43916842341423035, 0.921836793422699, 0.9957809448242188, 0.8510474562644958, 0.03946888446807861, 0.8601562976837158, 0.40124139189720154]",fear,0.9957809448242188
anger,"I had a discussion with my mother concerning my sister's divorce, we disagreed strongly. ",disgust,"[0.9770307540893555, 0.9848548769950867, 0.6821601986885071, 0.9531078338623047, 0.4805796146392822, 0.9399121403694153, 0.825096607208252]",repugnance,0.9848548769950867
sadness,As a ten-year-old I was at the funeral of my grand-father. It was more the ceremonies held in the church and not really the death of my grand-father which made me sad. ,sadness,"[0.5917352437973022, 0.7776960134506226, 0.7673861384391785, 0.8986064195632935, 0.5790610909461975, 0.9951318502426147, 0.5780274868011475]",sadness,0.9951318502426147
disgust,"I had a discussion with my wife about an over-weight acquaintance of our's, about her eating habits and the scars caused by her pregnancy. ",disgust,"[0.6896745562553406, 0.7774451375007629, 0.5976870059967041, 0.6690758466720581, 0.0959293395280838, 0.5703046917915344, 0.6765207052230835]",repugnance,0.7774451375007629
shame,When I confessed to my girl-friend (now my wife) that I had betrayed her with another woman. ,guilt,"[0.8003849983215332, 0.9486236572265625, 0.8560425043106079, 0.9915076494216919, 0.7453439831733704, 0.9697450399398804, 0.9756808280944824]",culpable,0.9915076494216919
guilt,"The same as in ""shame"". ",disgust,"[0.9112343192100525, 0.9975825548171997, 0.9595552682876587, 0.9937698245048523, 0.0016255241353064775, 0.9871366024017334, 0.9918112754821777]",repugnance,0.9975825548171997
joy,[ A successful lesson. ] ,joy,"[0.06995272636413574, 0.11885665357112885, 0.17873603105545044, 0.6530832648277283, 0.9904430508613586, 0.10102861374616623, 0.013644355349242687]",accomplished,0.9904430508613586
fear,[ I was thinking about death. ] ,sadness,"[0.7025967836380005, 0.9612959623336792, 0.9815691709518433, 0.8485943675041199, 0.009086278267204762, 0.9880819320678711, 0.4649043381214142]",sadness,0.9880819320678711
anger,A conflict with a pupil. ,anger,"[0.9922073483467102, 0.9722157716751099, 0.8391585946083069, 0.9326296448707581, 0.00711085693910718, 0.9767172336578369, 0.7134467363357544]",irritated,0.9922073483467102
sadness,When I am at home alone. ,sadness,"[0.8774732947349548, 0.8010388016700745, 0.9180601239204407, 0.9445291757583618, 0.7835720181465149, 0.9723089337348938, 0.5890679359436035]",lonely,0.9723089337348938
disgust,A saturday night a bus full of drunken people. ,disgust,"[0.8050561547279358, 0.813197135925293, 0.5868220925331116, 0.7140287160873413, 0.23206163942813873, 0.5325055718421936, 0.5500419735908508]",repugnance,0.813197135925293
shame,A conflict with a pupil and there were probatory teachers present. ,anger,"[0.9806621074676514, 0.9408078789710999, 0.8364704251289368, 0.9300571084022522, 0.07322076708078384, 0.955186128616333, 0.7062586545944214]",anger,0.9806621074676514
guilt,Selling the appartment after my divorce. ,sadness,"[0.8859516382217407, 0.8648194074630737, 0.757465660572052, 0.8866048455238342, 0.7874205112457275, 0.9277701377868652, 0.7778958678245544]",grieved,0.9277701377868652
joy,When in an economic crisis I got an unexpected sum of money. ,joy,"[0.5353724956512451, 0.1520799994468689, 0.7404018640518188, 0.36821967363357544, 0.956967294216156, 0.11734963208436966, 0.12443293631076813]",blessed,0.956967294216156
fear,In the dark an unreal figure formed by a shadow. ,fear,"[0.5553649663925171, 0.6625142693519592, 0.7062433958053589, 0.49105674028396606, 0.17414303123950958, 0.5581594109535217, 0.5237058401107788]",anxiety,0.7062433958053589
anger,"[ When I was treated unfairly, regardless of my motives or deeds. ] ",disgust,"[0.9854850172996521, 0.9924799203872681, 0.8978995680809021, 0.9896727800369263, 0.020211489871144295, 0.9909867644309998, 0.9793046116828918]",repugnance,0.9924799203872681
sadness,When I noticed obvious marks of old age (in a negative sense) on a close relative of mine. ,sadness,"[0.9034117460250854, 0.8498550057411194, 0.7969284653663635, 0.8721821904182434, 0.053216539323329926, 0.9171079993247986, 0.5143464803695679]",sadness,0.9171079993247986
disgust,"As a child, when I saw an ""unesthetic"" sight. ",disgust,"[0.9574534893035889, 0.9884954690933228, 0.9659428596496582, 0.8441082239151001, 0.12053774297237396, 0.9477090835571289, 0.9017027020454407]",repugnance,0.9884954690933228
shame,"On a social occasion, I noticed that I reacted on the basis of my autonomous nerve system (I could not help it). ",anger,"[0.8813475966453552, 0.4765174388885498, 0.8552855253219604, 0.43291792273521423, 0.7797794938087463, 0.5827092528343201, 0.5388455390930176]",irritated,0.8813475966453552
guilt,When I caused needless anxiety to a person close to me because of my lack of self-insight. ,fear,"[0.823432207107544, 0.6097353100776672, 0.9935779571533203, 0.9406699538230896, 0.002020040061324835, 0.8352701663970947, 0.4676736295223236]",anxiety,0.9935779571533203
joy,I was coming home from an exam and I supposed that I had passed it so I ran to a restaurant for a beer. ,joy,"[0.7186400294303894, 0.653879702091217, 0.9577885270118713, 0.9362990260124207, 0.991234540939331, 0.2496357560157776, 0.5509442687034607]",accomplished,0.991234540939331
fear,I had been drinking with a pal and I later ( o' clock) had a date with my fiancee. We were going to a Spanish lesson and I was afraid that she would smell that I had been drinking. ,fear,"[0.9678605198860168, 0.9864142537117004, 0.9976194500923157, 0.9860410094261169, 0.3077612519264221, 0.9147916436195374, 0.9926679730415344]",fear,0.9976194500923157
anger,My fiancee and I were at my parent's place watching TV. There were only two TV-chairs and we were sitting on them when my drunken brother came in and rudely chased my fiancee off the chair she was sitting on. ,anger,"[0.9914058446884155, 0.9554338455200195, 0.9755473732948303, 0.9880687594413757, 0.12349262833595276, 0.9874374270439148, 0.9518130421638489]",annoyed,0.9914058446884155
sadness,I had drunk a couple of beers and my fiancee got angry at me. ,anger,"[0.9975812435150146, 0.988740861415863, 0.8217939734458923, 0.996852457523346, 0.06341931968927383, 0.9946610331535339, 0.9850152134895325]",irritated,0.9975812435150146
disgust,We were at a hamburger bar and a man at a table nearby started coughing and spitting into his plate. ,disgust,"[0.9880309700965881, 0.9918147921562195, 0.9767072200775146, 0.9316210150718689, 0.14653007686138153, 0.9863205552101135, 0.8982187509536743]",revulsion,0.9918147921562195
shame,We got into a fight with some chaps in front of our family house. The value of the property destroyed was approximately FIM. I felt ashamed when my parents came to know about this. ,shame,"[0.9747118353843689, 0.9972938895225525, 0.939156711101532, 0.9971605539321899, 0.0025429222732782364, 0.993361234664917, 0.9981734752655029]",embarrassed,0.9981734752655029
guilt,We had had a party the night before and we still had some liquors left the morning after. I went to the kitchen pretending to prepare some tea and was caught by my fiancee pouring some rum down my throat. ,guilt,"[0.9582127332687378, 0.939354419708252, 0.9819874167442322, 0.992276132106781, 0.9103641510009766, 0.9644371867179871, 0.984476625919342]",culpable,0.992276132106781
joy,While dancing in a restaurant last week. ,joy,"[0.09824976325035095, 0.07152622193098068, 0.1042223647236824, 0.5079639554023743, 0.9837136268615723, 0.025580143555998802, 0.17296333611011505]",joyful,0.9837136268615723
fear,I was on the Inter Rail in Naples alone. After an evening in a restaurant I was going back to the hotel when a prostitute approached me to sell herself. I refused but as I carried on walking I felt that I was being followed by someone. ,fear,"[0.8049423098564148, 0.8681896328926086, 0.9605492353439331, 0.8166478872299194, 0.3563879728317261, 0.8747830390930176, 0.8482666611671448]",anxiety,0.9605492353439331
anger,When a girl left me. ,sadness,"[0.9725014567375183, 0.9801428914070129, 0.8809061050415039, 0.9892082810401917, 0.1395055055618286, 0.9936355352401733, 0.8727885484695435]",sadness,0.9936355352401733
sadness,"I was on my way back from the Inter Rail, on board the ferry from Stockholm when my father called me at o'clock to tell me that my uncle had died and that I would be seeing him off on his final journey within four days. ",sadness,"[0.9154748916625977, 0.9327423572540283, 0.9708804488182068, 0.9854669570922852, 0.2193983942270279, 0.9963129162788391, 0.7907346487045288]",grieved,0.9963129162788391
disgust,"On Reperbahn, in a restaurant, a ""charming"" old saleswoman came to beg a drink for herself. ",joy,"[0.10301561653614044, 0.05538306385278702, 0.3928482234477997, 0.8677330613136292, 0.8975992202758789, 0.8267802000045776, 0.2541283071041107]",pleasure,0.8975992202758789
shame,"At the funeral of my uncle, I was one of the bearers. I was not familiar with the etiquette and acted tactlessly because of my ignorance. ",guilt,"[0.9567177295684814, 0.9447535872459412, 0.8548286557197571, 0.9849362969398499, 0.15770138800144196, 0.982986330986023, 0.9389761090278625]",culpable,0.9849362969398499
guilt,"On Reberbahn, I was in a ""restaurant"" where drinks were overpriced. I did not ask for the prices beforehand, and when the bill came I could not pay the bill. ",sadness,"[0.9862204790115356, 0.9472561478614807, 0.8589525818824768, 0.9750609397888184, 0.04741068556904793, 0.9934406876564026, 0.823235034942627]",unhappy,0.9934406876564026
joy,My girlfriend gave me some feed-back and I understood that it meant that our relationship was about to turn even closer. ,joy,"[0.9406294822692871, 0.8938024640083313, 0.278227299451828, 0.9220348000526428, 0.9474407434463501, 0.34653589129447937, 0.448216050863266]",happy,0.9474407434463501
fear,"At the dentist's, waiting for my turn to come. ",anger,"[0.9889274835586548, 0.8312696218490601, 0.9856066703796387, 0.8093925714492798, 0.5716142058372498, 0.8216082453727722, 0.7910419702529907]",irritated,0.9889274835586548
anger,"While in the army, I was treated unfairly by my superiors. I was held responsible for a deed of which I was innocent. ",sadness,"[0.9903974533081055, 0.9954822063446045, 0.9183036088943481, 0.9959314465522766, 0.07393084466457367, 0.9965356588363647, 0.9850854277610779]",unhappy,0.9965356588363647
sadness,When I came to know that my grandmother had died. She was very close to me. ,sadness,"[0.8455958962440491, 0.8681444525718689, 0.9752587080001831, 0.9868396520614624, 0.44513222575187683, 0.9967489242553711, 0.7392821907997131]",grieved,0.9967489242553711
disgust,"In the army, an acquaintance of mine tended to use his position to advance his own interests. ",anger,"[0.8826581835746765, 0.4608946740627289, 0.697039783000946, 0.5390539169311523, 0.38751640915870667, 0.44965699315071106, 0.3483905792236328]",irritated,0.8826581835746765
shame,"When I lied to my girlfriend, telling her that I had passed an exam, when I actually did not even take it. ",guilt,"[0.9678789973258972, 0.9534493088722229, 0.8512749671936035, 0.9937636256217957, 0.15562160313129425, 0.9648942351341248, 0.9625582098960876]",culpable,0.9937636256217957
guilt,When I spoke ill of a fellow worker in the absence of this person. ,shame,"[0.8212042450904846, 0.80046147108078, 0.48304685950279236, 0.8184216022491455, 0.0335969515144825, 0.8375331163406372, 0.9036149978637695]",discredit,0.9036149978637695
joy,When I look at people around and know that people who are stupid look stupid. ,disgust,"[0.9253556132316589, 0.9873208999633789, 0.7491640448570251, 0.9019055366516113, 0.43362492322921753, 0.6690778732299805, 0.9403634667396545]",repugnance,0.9873208999633789
fear,"When I saw Russian roulette on TV. (obviously the movie ""Deer hunter"") ",disgust,"[0.914204478263855, 0.9888852834701538, 0.9856553077697754, 0.8851990103721619, 0.41183575987815857, 0.8105908036231995, 0.7845968008041382]",repugnance,0.9888852834701538
anger,When stupid people push me during rush time in the city. ,anger,"[0.9989156723022461, 0.9956181049346924, 0.9706244468688965, 0.9964596629142761, 0.33330073952674866, 0.9953398704528809, 0.9788261651992798]",annoyed,0.9989156723022461
sadness,[ Laziness makes one sad. ] ,sadness,"[0.09638518840074539, 0.9714533090591431, 0.5495890974998474, 0.9868155121803284, 0.0025158131029456854, 0.9964152574539185, 0.7565434575080872]",sorrow,0.9964152574539185
disgust,When I saw hundreds of snakes twisting over one another in a movie. ,fear,"[0.9388846755027771, 0.9870116710662842, 0.9893246293067932, 0.8369103670120239, 0.8255647420883179, 0.7990332841873169, 0.7122987508773804]",fear,0.9893246293067932
shame,I saw a skid-row (chronical) alcoholic and I was ashamed of the people with a high standard of living. ,disgust,"[0.9824303388595581, 0.9974390268325806, 0.9867329001426697, 0.9946308135986328, 0.019879519939422607, 0.9886393547058105, 0.9952768087387085]",repugnance,0.9974390268325806
guilt,When I shot a bird in the head with a shotgun. ,guilt,"[0.8779652714729309, 0.7847742438316345, 0.868261456489563, 0.9742686748504639, 0.964427649974823, 0.5503796339035034, 0.668027400970459]",culpable,0.9742686748504639
joy,[ Being close to another person. ] ,joy,"[0.02989819645881653, 0.06148160248994827, 0.3723171353340149, 0.7240080833435059, 0.9542824029922485, 0.23413212597370148, 0.04625934362411499]",pleasure,0.9542824029922485
fear,[ Uncertainty about my own abilities in an exam. ] ,fear,"[0.6149276494979858, 0.6873051524162292, 0.9969011545181274, 0.9346990585327148, 0.004054591991007328, 0.7082130312919617, 0.6957768201828003]",anxiety,0.9969011545181274
anger,[ An unfair punishment. ] ,guilt,"[0.9798012971878052, 0.9839089512825012, 0.8416838049888611, 0.9922550916671753, 0.0015259229112416506, 0.975343644618988, 0.9189426898956299]",misconduct,0.9922550916671753
sadness,"Loneliness, being uncertain of myself in the Autumn. ",sadness,"[0.3992457389831543, 0.9690815210342407, 0.9939255118370056, 0.8196232318878174, 0.0011065755970776081, 0.9995505213737488, 0.8804883360862732]",lonely,0.9995505213737488
disgust,A rich man expressing disgust towards an alcoholic. ,disgust,"[0.9978530406951904, 0.9987550973892212, 0.9964225888252258, 0.9901453852653503, 0.04960418492555618, 0.9961870312690735, 0.9949936270713806]",revulsion,0.9987550973892212
joy,I went to a doctor with a complaint. The doctor told me that I was completely healthy. ,guilt,"[0.9788289070129395, 0.9642860889434814, 0.7861803770065308, 0.9788354635238647, 0.8388778567314148, 0.9666684865951538, 0.9505008459091187]",misconduct,0.9788354635238647
fear,"My father was away from home and he did not come back when he was expected, he came back several hours later than expected. ",sadness,"[0.9850389957427979, 0.9566707015037537, 0.9428144097328186, 0.9849543571472168, 0.6481003165245056, 0.9891637563705444, 0.8885582089424133]",unhappy,0.9891637563705444
anger,"I had an implicit agreement with my sister about meeting her, however she had not understood the situation the same way so she did not turn up. ",guilt,"[0.9538545608520508, 0.817081093788147, 0.8538852334022522, 0.9741064310073853, 0.5340312123298645, 0.9522168040275574, 0.8880807161331177]",culpable,0.9741064310073853
sadness,I realized that the girl I loved had to leave me. ,sadness,"[0.9664763808250427, 0.9384317994117737, 0.9847947955131531, 0.9963625073432922, 0.17504745721817017, 0.99714595079422, 0.9578507542610168]",grieved,0.99714595079422
disgust,In the bus I was sitting next to a colleage who was drunk and behaved in keeping with his state. ,anger,"[0.9114104509353638, 0.6907592415809631, 0.7337178587913513, 0.5308157205581665, 0.528602123260498, 0.7867074608802795, 0.33164653182029724]",annoyed,0.9114104509353638
shame,I had promised to help out with domestic chores and I forgot about it. ,guilt,"[0.9841310381889343, 0.9659637808799744, 0.8959068655967712, 0.9972792267799377, 0.32961276173591614, 0.9814676642417908, 0.9816288948059082]",culpable,0.9972792267799377
guilt,I had promised to call a girl but I did not do it. ,guilt,"[0.9236786961555481, 0.833859384059906, 0.7641794085502625, 0.991068959236145, 0.0776364728808403, 0.9305233955383301, 0.9144645929336548]",culpable,0.991068959236145
joy,When I unexpectedly received birthday greetings from a person I like. ,joy,"[0.01713794469833374, 0.027269622310996056, 0.4559156000614166, 0.5148599147796631, 0.9871435761451721, 0.18515317142009735, 0.05366009846329689]",pleasure,0.9871435761451721
fear,I returned home late from a party last night and I felt afraid trying to anticipate the reaction of my father. ,fear,"[0.8839386701583862, 0.9791849851608276, 0.9988722205162048, 0.9880887866020203, 0.00356696336530149, 0.8955714106559753, 0.9713298678398132]",fear,0.9988722205162048
anger,When I learned that my brother had spoilt an LP of mine. ,sadness,"[0.9945741295814514, 0.992493748664856, 0.9848361611366272, 0.9935008883476257, 0.2675401568412781, 0.9968795776367188, 0.9850814938545227]",unhappy,0.9968795776367188
sadness,When I came to know that a girl I was fond of already had a boyfriend. ,sadness,"[0.9885636568069458, 0.9660038948059082, 0.9553099274635315, 0.9918025135993958, 0.053916092962026596, 0.9953073859214783, 0.9692172408103943]",unhappy,0.9953073859214783
disgust,A too eager approach by a dirty drunken person in a bus. ,guilt,"[0.8600189685821533, 0.28866881132125854, 0.17442886531352997, 0.8811936974525452, 0.3839067220687866, 0.4064130485057831, 0.1793188452720642]",misconduct,0.8811936974525452
shame,I made a major mistake while learning how to use a computer programme and the teacher criticized me. ,guilt,"[0.9898096323013306, 0.990802526473999, 0.8965019583702087, 0.9976307153701782, 0.024575266987085342, 0.9900619983673096, 0.9906442165374756]",culpable,0.9976307153701782
guilt,"I reproached my mother's cooking and criticised her personality, and she felt hurt and depressed. ",sadness,"[0.9903854131698608, 0.9933997392654419, 0.8917765021324158, 0.9907139539718628, 0.053129151463508606, 0.9972272515296936, 0.9928344488143921]",sadness,0.9972272515296936
joy,I shot the decisive goal in an ice-hockey match. ,joy,"[0.5498767495155334, 0.2162829339504242, 0.23847228288650513, 0.9851155877113342, 0.9904940724372864, 0.11158306151628494, 0.2799411714076996]",accomplished,0.9904940724372864
fear,When I got lost in New York city a late friday night with a friend of mine. ,fear,"[0.889640212059021, 0.6153193712234497, 0.9344798922538757, 0.920358419418335, 0.6078221797943115, 0.7412687540054321, 0.8057981729507446]",fear,0.9344798922538757
anger,After having quarelled with a relative of mine about politics. ,anger,"[0.9146376848220825, 0.6906083226203918, 0.6088840961456299, 0.8005803227424622, 0.2503989338874817, 0.7675199508666992, 0.5417845249176025]",irritated,0.9146376848220825
sadness,The death of my grandmother. ,sadness,"[0.8380953073501587, 0.9215961694717407, 0.9142946004867554, 0.9730097651481628, 0.054853327572345734, 0.9955556988716125, 0.6965736150741577]",grieved,0.9955556988716125
disgust,When I noticed that a nice person was being exploited economically. ,guilt,"[0.6174193620681763, 0.44585534930229187, 0.5786218047142029, 0.732437014579773, 0.01074434258043766, 0.7164655327796936, 0.5524285435676575]",misconduct,0.732437014579773
shame,I slandered a person behind his back and he got to know about it. ,shame,"[0.9194298982620239, 0.9448786377906799, 0.7849397659301758, 0.9596247673034668, 0.6580095291137695, 0.9469533562660217, 0.9819352626800537]",dishonored,0.9819352626800537
guilt,I had quarelled with a friend of mine and I later realized that it was also my fault. ,guilt,"[0.9696372151374817, 0.8854454755783081, 0.83990478515625, 0.9985448122024536, 0.4591785967350006, 0.9272626042366028, 0.8541677594184875]",culpable,0.9985448122024536
joy,I passed an exam which I was not sure at all to pass. I rejoyced at the result because the possibility of continuing my studies depended on it. ,joy,"[0.0025592162273824215, 0.11220540851354599, 0.9872307181358337, 0.8432536721229553, 0.997962236404419, 0.09817980229854584, 0.001954905688762665]",accomplished,0.997962236404419
fear,"In the traffic with a car, I nearly got crushed between a bus and a tram. The attention of other drivers saved me at the last moment. ",fear,"[0.897368311882019, 0.923514187335968, 0.9836709499359131, 0.700664758682251, 0.965120255947113, 0.7779439687728882, 0.5927767753601074]",fear,0.9836709499359131
anger,"I was disappointed and angry at the bad quality of a documentay program on TV. In my opinion, the topic was important and the program should have been made with seriousness and consideration. ",sadness,"[0.9981208443641663, 0.9854053854942322, 0.7967104315757751, 0.9892445802688599, 0.004227522760629654, 0.9986076951026917, 0.9776443839073181]",unhappy,0.9986076951026917
sadness,My father had a heart attack when I was not at home (I was still living with them). He recovered relatively well although he had to retire (which implied relief from the stress of a small scale enterprise). ,fear,"[0.635968029499054, 0.5282289385795593, 0.9535155892372131, 0.860191822052002, 0.7681980133056641, 0.9451561570167542, 0.5596365928649902]",anxiety,0.9535155892372131
disgust,"At my grandmother's detestable and selfish conduct towards my elder sister, although her behavior was due to senility and lack of understanding. ",disgust,"[0.9967243075370789, 0.997610330581665, 0.986213743686676, 0.985882043838501, 0.37879395484924316, 0.9961812496185303, 0.9802436828613281]",repugnance,0.997610330581665
shame,"I arrived late at a seminar concerning my major subject at university, although I had been appointed to formally oppose the paper which was being presented. ",anger,"[0.9750085473060608, 0.9723396897315979, 0.9596516489982605, 0.9481073021888733, 0.16858376562595367, 0.9647725820541382, 0.9275985956192017]",annoyed,0.9750085473060608
guilt,"I had asked the Salvation Army to take away a piece of furniture of mine, but I forgot to cancel the agreement (a friend of mine took it) and I thereby caused the Salvation Army people some unnecessary work. ",guilt,"[0.983258843421936, 0.9406024813652039, 0.8903614282608032, 0.9934881925582886, 0.043887242674827576, 0.9780920147895813, 0.9172014594078064]",culpable,0.9934881925582886
joy,"On the cliff by the sea, the silence and the sudden voice of a bird. (swans of the bay) ",joy,"[0.26667386293411255, 0.14969800412654877, 0.4127468764781952, 0.4813442826271057, 0.7103660702705383, 0.181150421500206, 0.20283153653144836]",pleasure,0.7103660702705383
fear,A dark night when I had to go to the outdoor lavatory. ,anger,"[0.9524487853050232, 0.9515154957771301, 0.9466683268547058, 0.9042025208473206, 0.3766968250274658, 0.9002195000648499, 0.8803106546401978]",irritated,0.9524487853050232
anger,When I realized that I was far behind the others in the language course and I could no longer catch up with the others. ,sadness,"[0.9794566035270691, 0.9611726999282837, 0.965056836605072, 0.9862907528877258, 0.05756976827979088, 0.9864701628684998, 0.9606533050537109]",unhappy,0.9864701628684998
sadness,"The long lasting illness of my grand-mother, and the changes in family relationships caused by it. ",sadness,"[0.9130710363388062, 0.8273417949676514, 0.8046998381614685, 0.9537783861160278, 0.14735132455825806, 0.9917987585067749, 0.4874788522720337]",grieved,0.9917987585067749
disgust,"Spoilt, smashed and molded potatoes in the fridge, and having to clean up the dish later. ",anger,"[0.9958123564720154, 0.9883584976196289, 0.9504188895225525, 0.9797478318214417, 0.01870918832719326, 0.9955517649650574, 0.9272167682647705]",annoyed,0.9958123564720154
shame,"A truth expressed unthinkingly at a coffee party. I realized later that I had been inconsiderate, at a wrong moment and the wrong place. ",guilt,"[0.8868061304092407, 0.9682987332344055, 0.5896663665771484, 0.9944856762886047, 0.07407339662313461, 0.86101233959198, 0.9609050750732422]",regretful,0.9944856762886047
guilt,"I did not go to the exercises, without any adequate reason. ",guilt,"[0.8809438347816467, 0.8882800936698914, 0.8132707476615906, 0.9524069428443909, 0.10707428306341171, 0.8507664203643799, 0.7810336351394653]",misconduct,0.9524069428443909
joy,"When I got home from my job, I found a letter from the university telling me that I had been admitted to begin my studies. ",joy,"[0.567850649356842, 0.4136202931404114, 0.23084895312786102, 0.777898371219635, 0.9918318390846252, 0.2008221596479416, 0.09937841445207596]",happy,0.9918318390846252
fear,"While watching TV (a war movie), I felt a strong fear of death, threat and fear of loosing people close to me. ",fear,"[0.07404652237892151, 0.854326605796814, 0.9978041052818298, 0.9068503379821777, 0.0029230229556560516, 0.714439868927002, 0.43305134773254395]",fear,0.9978041052818298
anger,I was angry with a friend of mine who behaved in an affected manner. ,anger,"[0.9982981085777283, 0.853108823299408, 0.5099804401397705, 0.9614703059196472, 0.9645294547080994, 0.8707982897758484, 0.7525410056114197]",irritated,0.9982981085777283
sadness,I made a long-distance call to people rather close to me and I thought about the sad incident that had happened to them in the near past I knew that they were thinking about it too when I made the call. ,sadness,"[0.49337494373321533, 0.736348569393158, 0.8649574518203735, 0.8930008411407471, 0.03552334010601044, 0.9926376342773438, 0.6607668399810791]",sorrow,0.9926376342773438
disgust,My parents inherited an appartment and this made them behave in a peculiar manner. ,guilt,"[0.940321683883667, 0.926116943359375, 0.7695541381835938, 0.9653918147087097, 0.5688877105712891, 0.666217029094696, 0.8408027291297913]",culpable,0.9653918147087097
shame,When my friend let my personal matters be publicaly known. ,guilt,"[0.9750731587409973, 0.9075605869293213, 0.8032400012016296, 0.9768460988998413, 0.2615831792354584, 0.9689629673957825, 0.9250237941741943]",misconduct,0.9768460988998413
guilt,"When I think about my family (parents, brothers, sisters) guilt is a part of my feelings. ",guilt,"[0.10652149468660355, 0.9959635734558105, 0.6637154817581177, 0.9986590147018433, 0.0016311499057337642, 0.9787195324897766, 0.9884290099143982]",guilty,0.9986590147018433
joy,I unexpectedly met a girl with whom I have always got along well. ( I had not seen her for several months. ) ,joy,"[0.06507717818021774, 0.23002132773399353, 0.37575075030326843, 0.44389766454696655, 0.9386352896690369, 0.4653487503528595, 0.25698086619377136]",happy,0.9386352896690369
fear,When my father was very drunk and raging at home. ,anger,"[0.9932429194450378, 0.9817801117897034, 0.974449634552002, 0.9703410267829895, 0.6842159628868103, 0.9806153178215027, 0.9303318858146667]",rage,0.9932429194450378
anger,"When I did not find the rack used for beating up rugs, in the yard. ",anger,"[0.9722152948379517, 0.9205622673034668, 0.857991099357605, 0.9592825174331665, 0.09265907108783722, 0.9613681435585022, 0.8110834360122681]",annoyed,0.9722152948379517
sadness,When one of my cat died of a disease. ,sadness,"[0.9227169752120972, 0.9716648459434509, 0.9595426917076111, 0.9875184893608093, 0.11425109207630157, 0.9919639825820923, 0.7328681349754333]",sorrow,0.9919639825820923
disgust,I felt disgusted at the environment while getting back to my student lodging. I did not see anything in the suburb which had been planned by taking people's comfort into account. ,disgust,"[0.9924741387367249, 0.996942937374115, 0.9811765551567078, 0.9631375074386597, 0.0022564951796084642, 0.9954671859741211, 0.991665780544281]",disgusted,0.996942937374115
shame,My girlfriend was away visiting another city and I brought another girl home. Next morning when I started getting sober I felt quite ashamed of myself. ,guilt,"[0.9208558201789856, 0.9982208609580994, 0.9868357181549072, 0.9984203577041626, 0.13093335926532745, 0.9913555979728699, 0.998117208480835]",regretful,0.9984203577041626
guilt,I got FIM too much when I changed money at the bank. They soon called me at my job and the situation was embarrasing for me. ,shame,"[0.9942188262939453, 0.9964062571525574, 0.9919004440307617, 0.9954226613044739, 0.05625900253653526, 0.9908759593963623, 0.9985785484313965]",humiliated,0.9985785484313965
fear,"In Sweden, a friend and I lived in an appartment owned by a Finn. One day, this man came back to the appartment heavily drunk (hashish and alcohol). He was quite dizzy and he broke down, and I could not foretell his reactions. However, nothing happened. ",fear,"[0.2931758463382721, 0.14361809194087982, 0.3793661594390869, 0.20599842071533203, 0.01336708478629589, 0.3055795431137085, 0.11850085854530334]",fear,0.3793661594390869
anger,"I had an appointment downtown, and the person in question was half an hour late. ",anger,"[0.9405477643013, 0.44662657380104065, 0.6028981804847717, 0.710046112537384, 0.06956715136766434, 0.80908203125, 0.6070374250411987]",annoyed,0.9405477643013
sadness,The death of my grandmother. ,sadness,"[0.8380953073501587, 0.9215961694717407, 0.9142946004867554, 0.9730097651481628, 0.054853327572345734, 0.9955556988716125, 0.6965736150741577]",grieved,0.9955556988716125
disgust,"In the army, I had been in hospital for two weeks and as soon as I returned to the company, a sergeant ordered me to fetch a load on the tractor trailer. ",anger,"[0.975276529788971, 0.9479373693466187, 0.9654802680015564, 0.9670801758766174, 0.8082883358001709, 0.9453839063644409, 0.9191808700561523]",irritated,0.975276529788971
shame,"On the way back from a Summer spent in Sweden, I drunk with a man in the train. I had drunk so much that when I got home I fell asleep in the entrance hall. I have never drunk that much, neither before nor after that incident. I was ashamed because my mother and my sister had to see me in that state and my father had to carry me to bed. ",shame,"[0.9373948574066162, 0.9976963400840759, 0.9794623255729675, 0.997285008430481, 0.056665968149900436, 0.9938430786132812, 0.9984203577041626]",embarrassed,0.9984203577041626
guilt,"While at primary school, I did not let a friend ring a bell although he would have liked to do it. Afterwards I felt bad. ",guilt,"[0.9320191144943237, 0.9954919219017029, 0.9343816041946411, 0.9982788562774658, 0.03277169167995453, 0.9915669560432434, 0.9913603663444519]",regretful,0.9982788562774658
