labels,text,emotion,prob_emotion,emotion_word,prob_max
guilt,"The negative feelings towards me displayed by my ""parents-in-law"". ",disgust,"[0.7755702137947083, 0.9691118597984314, 0.5619108080863953, 0.6947347521781921, 0.023388894274830818, 0.9505929350852966, 0.8246849775314331]",repugnance,0.9691118597984314
joy,Reunion with my wife after a legal separation. ,joy,"[0.4064739942550659, 0.2498067021369934, 0.5319046378135681, 0.7025166153907776, 0.8478920459747314, 0.405525803565979, 0.6457370519638062]",happiness,0.8478920459747314
fear,"The house was on fire, and I was saved by the dog. I am afraid of the fire, verging on panic. ",fear,"[0.0043413639068603516, 0.9445691108703613, 0.9984992742538452, 0.811950147151947, 0.11608102172613144, 0.3358224332332611, 0.4809124171733856]",fear,0.9984992742538452
anger,"Physical violence. A friend wouldn't listen to me I repeatedly tried to warn him, to no avail. Result eight people were ""pissed off"". ",anger,"[0.982435941696167, 0.922245442867279, 0.3975133001804352, 0.8663553595542908, 0.07517824321985245, 0.9257497191429138, 0.19483837485313416]",anger,0.982435941696167
sadness,My father dying. ,sadness,"[0.8484373688697815, 0.8880274891853333, 0.9540192484855652, 0.9578579664230347, 0.6958976984024048, 0.9840384721755981, 0.8598681688308716]",sadness,0.9840384721755981
disgust,Maltreatment of children. ,disgust,"[0.9327870607376099, 0.9781972765922546, 0.9288038611412048, 0.949269711971283, 0.09575686603784561, 0.9434168338775635, 0.9227724671363831]",repugnance,0.9781972765922546
shame,I lost my driver's licence because of speeding. ,guilt,"[0.9437110424041748, 0.958014965057373, 0.8801864385604858, 0.9773284792900085, 0.11085200309753418, 0.9175499677658081, 0.90650874376297]",culpability,0.9773284792900085
guilt,"Car accident, hurt three of my closest family. ",sadness,"[0.8820174932479858, 0.8746802806854248, 0.9194921851158142, 0.9422855973243713, 0.18691517412662506, 0.9682818055152893, 0.7971872091293335]",unhappiness,0.9682818055152893
joy,Relating to my closest family. ,guilt,"[0.4391818046569824, 0.10284008085727692, 0.3486376702785492, 0.912204921245575, 0.868135929107666, 0.5355129837989807, 0.2279292494058609]",responsibility,0.912204921245575
fear,"Thinking of the unknown, what happens at the moment of death, etc. ",fear,"[0.4682675898075104, 0.8409844636917114, 0.9793095588684082, 0.8695061802864075, 0.16164346039295197, 0.9117112755775452, 0.3155919909477234]",scare,0.9793095588684082
anger,"In traffic I often get relatively angry with other drivers. Several transgressions make me mad, especially not yielding to priority traffic (e. g. coming from the right). ",anger,"[0.9982165694236755, 0.8019623756408691, 0.1546761393547058, 0.9623417854309082, 0.15393774211406708, 0.09890453517436981, 0.6609379053115845]",anger,0.9982165694236755
sadness,"Losing close people and animals. So far, I've felt most when losing our dog in a traffic accident. ",sadness,"[0.18430256843566895, 0.36748987436294556, 0.6899612545967102, 0.8399659991264343, 0.06928873062133789, 0.9577150344848633, 0.4454875886440277]",grief,0.9577150344848633
disgust,I feel disgust towards those who are responsible for the death of others. ,disgust,"[0.8977165222167969, 0.998029887676239, 0.9537011981010437, 0.8841370940208435, 0.3476187288761139, 0.8453572988510132, 0.9832261204719543]",disgust,0.998029887676239
shame,"Talking about a person's unattractiveness, not realizing that the person was listening. ",disgust,"[0.9516616463661194, 0.9849668145179749, 0.7866761088371277, 0.9516673684120178, 0.15575078129768372, 0.9451051950454712, 0.964996874332428]",repugnance,0.9849668145179749
guilt,"I often feel guilty, and it has to do with other people, e. g. if I haven't visited my older relatives for a while. ",guilt,"[0.007282807491719723, 0.6839544177055359, 0.024326402693986893, 0.9980827569961548, 0.07262630015611649, 0.16955457627773285, 0.6967294216156006]",guilt,0.9980827569961548
joy,When the contract about my shop was signed. ,guilt,"[0.6520687937736511, 0.5813601016998291, 0.5998418927192688, 0.8868985176086426, 0.7830747961997986, 0.6269277334213257, 0.5073832273483276]",responsibility,0.8868985176086426
fear,"Being very close to having an auto accident, almost driving off the road. ",fear,"[0.9070025682449341, 0.8979901075363159, 0.947975754737854, 0.9328910708427429, 0.23181363940238953, 0.8686845898628235, 0.8139371275901794]",scare,0.947975754737854
anger,"Having gone to school without learning anything, as usual. ",anger,"[0.941146194934845, 0.8305004239082336, 0.5450019836425781, 0.771229088306427, 0.029945852234959602, 0.9123830795288086, 0.7904556393623352]",annoyance,0.941146194934845
sadness,"My sweatheart were away on a trip, and then she got problems. ",sadness,"[0.9405866861343384, 0.8844429850578308, 0.9250766634941101, 0.9541131854057312, 0.23618943989276886, 0.9587575793266296, 0.8090934157371521]",sadness,0.9587575793266296
disgust,Overeating a traditional type of food - blood pudding. ,guilt,"[0.5171698927879333, 0.4408349096775055, 0.764032781124115, 0.8345869779586792, 0.5787783265113831, 0.1680232435464859, 0.6533558368682861]",guilt,0.8345869779586792
shame,Forgot to do some shopping that I had promised to do. ,guilt,"[0.9419069290161133, 0.7404441237449646, 0.8128222227096558, 0.9794570803642273, 0.16178950667381287, 0.8782734274864197, 0.8959802389144897]",responsibility,0.9794570803642273
guilt,I crashed my father's car. ,guilt,"[0.9154283404350281, 0.9435482025146484, 0.8758097290992737, 0.9879692792892456, 0.06249745562672615, 0.9343509078025818, 0.8938919901847839]",culpability,0.9879692792892456
joy,Receiving a letter form a girl that means a lot to me emotionally. ,joy,"[0.003390637459233403, 0.0051150270737707615, 0.05660875886678696, 0.4964243769645691, 0.8358537554740906, 0.11956346035003662, 0.1119471937417984]",happiness,0.8358537554740906
fear,Being close to drowning. ,fear,"[0.6910635232925415, 0.9226008653640747, 0.9747796654701233, 0.8445500135421753, 0.14103348553180695, 0.8560732007026672, 0.4467422366142273]",fear,0.9747796654701233
anger,Being slandered by friends. ,shame,"[0.9504545331001282, 0.9805493950843811, 0.9197749495506287, 0.9542247653007507, 0.21421897411346436, 0.9510244131088257, 0.9926998019218445]",discredit,0.9926998019218445
sadness,Love problems. ,sadness,"[0.7951917052268982, 0.4145283102989197, 0.4712466895580292, 0.8984658122062683, 0.9163190722465515, 0.9628057479858398, 0.7095239758491516]",unhappiness,0.9628057479858398
disgust,Does not apply. ,anger,"[0.3585822582244873, 0.28615790605545044, 0.11926088482141495, 0.2128591239452362, 0.1229441910982132, 0.21567180752754211, 0.3327925503253937]",irritation,0.3585822582244873
shame,"Having finally to admit I was wrong, after having denied it for a long time. ",guilt,"[0.9017820358276367, 0.9006205797195435, 0.7513415217399597, 0.9664837121963501, 0.3210131525993347, 0.9508882761001587, 0.9222801923751831]",regret,0.9664837121963501
guilt,Being aggressive against members of my family. ,anger,"[0.9756209254264832, 0.9205144047737122, 0.8243770003318787, 0.9412285089492798, 0.18857744336128235, 0.34322595596313477, 0.8340858221054077]",anger,0.9756209254264832
joy,I won the country ski championship. ,joy,"[0.05206353962421417, 0.01277968566864729, 0.03549182415008545, 0.840743899345398, 0.9701763987541199, 0.012752101756632328, 0.017324503511190414]",an achievement,0.9701763987541199
fear,I was scared in the dark when I was a little boy. ,fear,"[0.10956316441297531, 0.5842323303222656, 0.9971032738685608, 0.9581935405731201, 0.4739323556423187, 0.27020129561424255, 0.6346389651298523]",fear,0.9971032738685608
anger,Angry when our team (small boys) lost the county championship football final. ,anger,"[0.9988948702812195, 0.9860225915908813, 0.3945932388305664, 0.8661372065544128, 0.1928296536207199, 0.5490305423736572, 0.8726212978363037]",anger,0.9988948702812195
sadness,My grandfather's death. ,sadness,"[0.7644386291503906, 0.8336437940597534, 0.884053647518158, 0.9563573598861694, 0.5649771690368652, 0.981120765209198, 0.8252032995223999]",sadness,0.981120765209198
disgust,"A teacher gave me lower grades than I was entitled to, and was hoping for. ",sadness,"[0.9722048044204712, 0.9614513516426086, 0.8015784025192261, 0.9410791993141174, 0.20056936144828796, 0.9883105754852295, 0.9253960847854614]",unhappiness,0.9883105754852295
shame,Was caught stealing apples in a neighbor's garden. ,guilt,"[0.9489138126373291, 0.9703492522239685, 0.9121283292770386, 0.9863200783729553, 0.16880561411380768, 0.7303311228752136, 0.9572381377220154]",culpability,0.9863200783729553
guilt,Not helping parents enough at home and at the farm - this has happened many times. ,guilt,"[0.9252625703811646, 0.86109858751297, 0.6272132396697998, 0.969478189945221, 0.07804945856332779, 0.8838114738464355, 0.756430983543396]",responsibility,0.969478189945221
joy,"When the bank let me borrow some money this winter, after my grant was spent. ",joy,"[0.4942232072353363, 0.10188472270965576, 0.4198307693004608, 0.8403458595275879, 0.859235942363739, 0.18948490917682648, 0.22552548348903656]",happiness,0.859235942363739
fear,"Once I was stopped by the police in Spain, when I had some ""grass"" in my tobacco. ",guilt,"[0.9228934645652771, 0.9225409030914307, 0.9147724509239197, 0.944507896900177, 0.1442677080631256, 0.5140849947929382, 0.8593029975891113]",culpability,0.944507896900177
anger,"My father accused my brother of having bumped his car, and it was wrong. ",guilt,"[0.9491927623748779, 0.9662134051322937, 0.8665788173675537, 0.9742792844772339, 0.42116692662239075, 0.8914133906364441, 0.9155848026275635]",culpability,0.9742792844772339
sadness,When a girlfriend left me. ,sadness,"[0.8850359320640564, 0.909425675868988, 0.8186578154563904, 0.9459547996520996, 0.5360430479049683, 0.9673072099685669, 0.8504728078842163]",unhappiness,0.9673072099685669
disgust,"When a ""friend"" dropped a frog down my neck, and I didn't know what it was. ",fear,"[0.9710864424705505, 0.9709210991859436, 0.979009211063385, 0.9210647940635681, 0.3339761793613434, 0.895248293876648, 0.957861065864563]",scare,0.979009211063385
shame,Fighting with my father while drunk. ,anger,"[0.9942102432250977, 0.950528621673584, 0.592588484287262, 0.955202043056488, 0.36616086959838867, 0.9404395818710327, 0.7988592982292175]",anger,0.9942102432250977
guilt,During th grade our class mobbed a famale teacher so badly that she had a breackdown and was hospitalized. ,anger,"[0.934382975101471, 0.8977871537208557, 0.9253279566764832, 0.8997377753257751, 0.6705787777900696, 0.6046925783157349, 0.7743558287620544]",fury,0.934382975101471
joy,I am a school teacher. At a teacher-parent meeting I received a good deal of positive feed-back on my work both from the parents and through them from the pupils. ,joy,"[0.006682189181447029, 0.008527494966983795, 0.052867963910102844, 0.8239999413490295, 0.9468714594841003, 0.04112238064408302, 0.3369721472263336]",happiness,0.9468714594841003
fear,"As a child, when I was at home alone, I felt in an indefinate manner afraid of the death of my father and mother. ",fear,"[0.021431876346468925, 0.36180561780929565, 0.993263304233551, 0.6956360340118408, 0.6377981305122375, 0.5627780556678772, 0.37563303112983704]",fear,0.993263304233551
anger,"I had a discussion with my mother concerning my sister's divorce, we disagreed strongly. ",disgust,"[0.928303599357605, 0.965268611907959, 0.6713289022445679, 0.8772268295288086, 0.7342722415924072, 0.8742382526397705, 0.8019086718559265]",repugnance,0.965268611907959
sadness,As a ten-year-old I was at the funeral of my grand-father. It was more the ceremonies held in the church and not really the death of my grand-father which made me sad. ,sadness,"[0.2603704035282135, 0.4218829572200775, 0.5485721826553345, 0.7015761137008667, 0.34670791029930115, 0.9406242966651917, 0.48361945152282715]",unhappiness,0.9406242966651917
disgust,"I had a discussion with my wife about an over-weight acquaintance of our's, about her eating habits and the scars caused by her pregnancy. ",disgust,"[0.9009491801261902, 0.9268831014633179, 0.7950681447982788, 0.8831465244293213, 0.5578530430793762, 0.8459935188293457, 0.7895746231079102]",repugnance,0.9268831014633179
shame,When I confessed to my girl-friend (now my wife) that I had betrayed her with another woman. ,shame,"[0.7631244659423828, 0.9652056097984314, 0.7968507409095764, 0.9708643555641174, 0.6417120695114136, 0.9156122803688049, 0.9768924713134766]",dishonor,0.9768924713134766
guilt,"The same as in ""shame"". ",shame,"[0.0875803753733635, 0.9862366914749146, 0.6408138275146484, 0.9628883004188538, 0.0031668071169406176, 0.9320968389511108, 0.9906569719314575]",humiliation,0.9906569719314575
joy,[ A successful lesson. ] ,joy,"[0.18346725404262543, 0.06917817890644073, 0.18570154905319214, 0.883898138999939, 0.9800824522972107, 0.2997102439403534, 0.046585772186517715]",an achievement,0.9800824522972107
fear,[ I was thinking about death. ] ,sadness,"[0.5723835825920105, 0.8913506865501404, 0.9292526245117188, 0.8817307949066162, 0.23717884719371796, 0.9577575922012329, 0.7456387877464294]",sadness,0.9577575922012329
anger,A conflict with a pupil. ,anger,"[0.9765790700912476, 0.9154317378997803, 0.7435795664787292, 0.8900202512741089, 0.25130322575569153, 0.9409870505332947, 0.5238965749740601]",irritation,0.9765790700912476
sadness,When I am at home alone. ,sadness,"[0.676694393157959, 0.4214492440223694, 0.7168907523155212, 0.8175851702690125, 0.6952134966850281, 0.9745895266532898, 0.44457000494003296]",loneliness,0.9745895266532898
disgust,A saturday night a bus full of drunken people. ,guilt,"[0.7284631729125977, 0.7917579412460327, 0.5966805815696716, 0.9563583135604858, 0.6119559407234192, 0.21136997640132904, 0.571670651435852]",misconduct,0.9563583135604858
shame,A conflict with a pupil and there were probatory teachers present. ,anger,"[0.9591819047927856, 0.9002828598022461, 0.7819839119911194, 0.9183428287506104, 0.5774975419044495, 0.9029163122177124, 0.44749942421913147]",irritation,0.9591819047927856
guilt,Selling the appartment after my divorce. ,guilt,"[0.6749073266983032, 0.6114318370819092, 0.6345202922821045, 0.9182142615318298, 0.5207592844963074, 0.7776674032211304, 0.6035874485969543]",responsibility,0.9182142615318298
joy,When in an economic crisis I got an unexpected sum of money. ,joy,"[0.4396938681602478, 0.2680540084838867, 0.44217023253440857, 0.6152220368385315, 0.7736606001853943, 0.09270679205656052, 0.2764774262905121]",happiness,0.7736606001853943
fear,In the dark an unreal figure formed by a shadow. ,fear,"[0.6172894835472107, 0.6947656869888306, 0.8504560589790344, 0.48269060254096985, 0.7941651940345764, 0.717625081539154, 0.3856932818889618]",scare,0.8504560589790344
anger,"[ When I was treated unfairly, regardless of my motives or deeds. ] ",disgust,"[0.9091433882713318, 0.970198392868042, 0.6966492533683777, 0.8746775388717651, 0.4932309687137604, 0.9623855948448181, 0.929581880569458]",repugnance,0.970198392868042
sadness,When I noticed obvious marks of old age (in a negative sense) on a close relative of mine. ,sadness,"[0.94901043176651, 0.9526596069335938, 0.7470585703849792, 0.83274245262146, 0.15066635608673096, 0.9701054096221924, 0.7955819368362427]",unhappiness,0.9701054096221924
disgust,"As a child, when I saw an ""unesthetic"" sight. ",disgust,"[0.8487713932991028, 0.9311966896057129, 0.6942917108535767, 0.5872092843055725, 0.14753058552742004, 0.9130635857582092, 0.5553804039955139]",repugnance,0.9311966896057129
shame,"On a social occasion, I noticed that I reacted on the basis of my autonomous nerve system (I could not help it). ",anger,"[0.5931115746498108, 0.4808785319328308, 0.5106856226921082, 0.3345155417919159, 0.4642869234085083, 0.3747333586215973, 0.47656527161598206]",irritation,0.5931115746498108
guilt,When I caused needless anxiety to a person close to me because of my lack of self-insight. ,fear,"[0.22948038578033447, 0.5017051696777344, 0.9939886331558228, 0.9694739580154419, 0.03682688623666763, 0.43304458260536194, 0.5830345749855042]",anxiety,0.9939886331558228
joy,I was coming home from an exam and I supposed that I had passed it so I ran to a restaurant for a beer. ,joy,"[0.2613057494163513, 0.32442691922187805, 0.7436150312423706, 0.8950525522232056, 0.9851424098014832, 0.06284645944833755, 0.5407794713973999]",happiness,0.9851424098014832
fear,I had been drinking with a pal and I later ( o' clock) had a date with my fiancee. We were going to a Spanish lesson and I was afraid that she would smell that I had been drinking. ,fear,"[0.9283342957496643, 0.9767245054244995, 0.997258186340332, 0.9698776006698608, 0.7552605271339417, 0.8406199812889099, 0.9612782597541809]",fear,0.997258186340332
anger,My fiancee and I were at my parent's place watching TV. There were only two TV-chairs and we were sitting on them when my drunken brother came in and rudely chased my fiancee off the chair she was sitting on. ,anger,"[0.9779781699180603, 0.9747062921524048, 0.9466025233268738, 0.9043585062026978, 0.41033855080604553, 0.9485853910446167, 0.9053444862365723]",irritation,0.9779781699180603
sadness,I had drunk a couple of beers and my fiancee got angry at me. ,anger,"[0.9945936799049377, 0.6534767746925354, 0.31604841351509094, 0.9610599875450134, 0.47338080406188965, 0.37466728687286377, 0.653032124042511]",anger,0.9945936799049377
disgust,We were at a hamburger bar and a man at a table nearby started coughing and spitting into his plate. ,disgust,"[0.9577252268791199, 0.982203483581543, 0.9021791815757751, 0.8832557201385498, 0.6700162291526794, 0.9613057971000671, 0.811985433101654]",disgust,0.982203483581543
shame,We got into a fight with some chaps in front of our family house. The value of the property destroyed was approximately FIM. I felt ashamed when my parents came to know about this. ,shame,"[0.6112256646156311, 0.9846978187561035, 0.2617567777633667, 0.980147123336792, 0.32250532507896423, 0.9370979070663452, 0.9965794682502747]",shame,0.9965794682502747
guilt,We had had a party the night before and we still had some liquors left the morning after. I went to the kitchen pretending to prepare some tea and was caught by my fiancee pouring some rum down my throat. ,shame,"[0.9475345015525818, 0.9161284565925598, 0.9501091837882996, 0.9429519176483154, 0.600694477558136, 0.5593360066413879, 0.9636214375495911]",embarrassment,0.9636214375495911
joy,While dancing in a restaurant last week. ,joy,"[0.006730332504957914, 0.004423156846314669, 0.019062038511037827, 0.4087698757648468, 0.9577228426933289, 0.008319550193846226, 0.33309856057167053]",joy,0.9577228426933289
fear,I was on the Inter Rail in Naples alone. After an evening in a restaurant I was going back to the hotel when a prostitute approached me to sell herself. I refused but as I carried on walking I felt that I was being followed by someone. ,fear,"[0.8094732761383057, 0.8542078137397766, 0.9183520674705505, 0.8691583275794983, 0.5206179618835449, 0.8943825364112854, 0.7486668825149536]",anxiety,0.9183520674705505
anger,When a girl left me. ,sadness,"[0.8967780470848083, 0.9079602956771851, 0.7819334864616394, 0.9631202816963196, 0.5146711468696594, 0.9750664830207825, 0.8601478338241577]",loneliness,0.9750664830207825
sadness,"I was on my way back from the Inter Rail, on board the ferry from Stockholm when my father called me at o'clock to tell me that my uncle had died and that I would be seeing him off on his final journey within four days. ",sadness,"[0.6414384245872498, 0.7638618350028992, 0.8408002853393555, 0.9497735500335693, 0.5943551063537598, 0.9799209237098694, 0.786548912525177]",sadness,0.9799209237098694
disgust,"On Reperbahn, in a restaurant, a ""charming"" old saleswoman came to beg a drink for herself. ",joy,"[0.15220920741558075, 0.01606890559196472, 0.19615693390369415, 0.7305029630661011, 0.8492638468742371, 0.11889706552028656, 0.21117085218429565]",pleasure,0.8492638468742371
shame,"At the funeral of my uncle, I was one of the bearers. I was not familiar with the etiquette and acted tactlessly because of my ignorance. ",sadness,"[0.8618490099906921, 0.6969336271286011, 0.7324559092521667, 0.9122372269630432, 0.5543491840362549, 0.9576051831245422, 0.9103223085403442]",sadness,0.9576051831245422
guilt,"On Reberbahn, I was in a ""restaurant"" where drinks were overpriced. I did not ask for the prices beforehand, and when the bill came I could not pay the bill. ",sadness,"[0.9410054087638855, 0.9045349359512329, 0.788484513759613, 0.9035840034484863, 0.15805882215499878, 0.9587576389312744, 0.7798668146133423]",unhappiness,0.9587576389312744
joy,My girlfriend gave me some feed-back and I understood that it meant that our relationship was about to turn even closer. ,guilt,"[0.11642512679100037, 0.09510548412799835, 0.05337601155042648, 0.8956906795501709, 0.8738782405853271, 0.0548982098698616, 0.6180374026298523]",misconduct,0.8956906795501709
fear,"At the dentist's, waiting for my turn to come. ",fear,"[0.9394629001617432, 0.7025350332260132, 0.962945818901062, 0.7993738651275635, 0.3899938464164734, 0.847887396812439, 0.5126267075538635]",anxiety,0.962945818901062
anger,"While in the army, I was treated unfairly by my superiors. I was held responsible for a deed of which I was innocent. ",disgust,"[0.9451767206192017, 0.9568696022033691, 0.8080629110336304, 0.9506402015686035, 0.2535284459590912, 0.9548160433769226, 0.896967351436615]",repugnance,0.9568696022033691
sadness,When I came to know that my grandmother had died. She was very close to me. ,sadness,"[0.7725024819374084, 0.6306207776069641, 0.8787357211112976, 0.9621352553367615, 0.7261744141578674, 0.9707310199737549, 0.9155248403549194]",sadness,0.9707310199737549
disgust,"In the army, an acquaintance of mine tended to use his position to advance his own interests. ",guilt,"[0.9116716384887695, 0.8459317684173584, 0.6142168045043945, 0.9391927719116211, 0.3326513171195984, 0.603377103805542, 0.7945277690887451]",culpability,0.9391927719116211
shame,"When I lied to my girlfriend, telling her that I had passed an exam, when I actually did not even take it. ",guilt,"[0.9300528764724731, 0.94776850938797, 0.7790685892105103, 0.9816384315490723, 0.18118061125278473, 0.8944905996322632, 0.945341169834137]",culpability,0.9816384315490723
guilt,When I spoke ill of a fellow worker in the absence of this person. ,guilt,"[0.8846877813339233, 0.9591189622879028, 0.6032512187957764, 0.9658122658729553, 0.20577847957611084, 0.8958383798599243, 0.95894455909729]",culpability,0.9658122658729553
joy,When I look at people around and know that people who are stupid look stupid. ,shame,"[0.8528863191604614, 0.9274692535400391, 0.6952847242355347, 0.8959084153175354, 0.4595412015914917, 0.8412123918533325, 0.961310863494873]",discredit,0.961310863494873
fear,"When I saw Russian roulette on TV. (obviously the movie ""Deer hunter"") ",fear,"[0.6052512526512146, 0.9248011708259583, 0.9518209099769592, 0.7520010471343994, 0.20429298281669617, 0.6552326679229736, 0.6232129335403442]",fear,0.9518209099769592
anger,When stupid people push me during rush time in the city. ,anger,"[0.9936032891273499, 0.9861019849777222, 0.9497817158699036, 0.9548176527023315, 0.06723619252443314, 0.9854610562324524, 0.8966830372810364]",irritation,0.9936032891273499
sadness,[ Laziness makes one sad. ] ,sadness,"[0.009324708953499794, 0.46653151512145996, 0.02961457520723343, 0.8993128538131714, 0.12821882963180542, 0.9953723549842834, 0.7574169635772705]",unhappiness,0.9953723549842834
disgust,When I saw hundreds of snakes twisting over one another in a movie. ,fear,"[0.8391239643096924, 0.940930187702179, 0.9564288854598999, 0.847225546836853, 0.7869284152984619, 0.770897626876831, 0.6205486059188843]",fear,0.9564288854598999
shame,I saw a skid-row (chronical) alcoholic and I was ashamed of the people with a high standard of living. ,shame,"[0.863694965839386, 0.9929331541061401, 0.7669484615325928, 0.9734088778495789, 0.4655708968639374, 0.9526941180229187, 0.9951352477073669]",shame,0.9951352477073669
guilt,When I shot a bird in the head with a shotgun. ,guilt,"[0.6306702494621277, 0.7167329788208008, 0.4634782373905182, 0.9393991231918335, 0.8393247723579407, 0.5542370080947876, 0.49061495065689087]",culpability,0.9393991231918335
joy,[ Being close to another person. ] ,joy,"[0.06721574068069458, 0.01834477111697197, 0.3421366512775421, 0.792654812335968, 0.9182710647583008, 0.11374840140342712, 0.23967628180980682]",pleasure,0.9182710647583008
fear,[ Uncertainty about my own abilities in an exam. ] ,fear,"[0.06221930310130119, 0.11523766815662384, 0.9375961422920227, 0.7905015349388123, 0.10679507255554199, 0.44804027676582336, 0.2039099931716919]",anxiety,0.9375961422920227
anger,[ An unfair punishment. ] ,disgust,"[0.9647383093833923, 0.9799221754074097, 0.887333869934082, 0.8969619870185852, 0.08678983151912689, 0.9630541205406189, 0.939254641532898]",repugnance,0.9799221754074097
sadness,"Loneliness, being uncertain of myself in the Autumn. ",sadness,"[0.01091036293655634, 0.11010972410440445, 0.8151125907897949, 0.2804683446884155, 0.025465112179517746, 0.9987378716468811, 0.25862398743629456]",loneliness,0.9987378716468811
disgust,A rich man expressing disgust towards an alcoholic. ,disgust,"[0.9658883213996887, 0.9984835982322693, 0.978726863861084, 0.8371387124061584, 0.41782647371292114, 0.9566296339035034, 0.9831387996673584]",disgust,0.9984835982322693
joy,I went to a doctor with a complaint. The doctor told me that I was completely healthy. ,shame,"[0.727499783039093, 0.5567090511322021, 0.46602779626846313, 0.3097039759159088, 0.062044110149145126, 0.39267322421073914, 0.7405609488487244]",discredit,0.7405609488487244
fear,"My father was away from home and he did not come back when he was expected, he came back several hours later than expected. ",sadness,"[0.9197219014167786, 0.8596900701522827, 0.9086214900016785, 0.9230114817619324, 0.48169979453086853, 0.9441400766372681, 0.8470292687416077]",sadness,0.9441400766372681
anger,"I had an implicit agreement with my sister about meeting her, however she had not understood the situation the same way so she did not turn up. ",guilt,"[0.8879505395889282, 0.6215808391571045, 0.7101139426231384, 0.9352672100067139, 0.49042975902557373, 0.8279941082000732, 0.8270646929740906]",regret,0.9352672100067139
sadness,I realized that the girl I loved had to leave me. ,sadness,"[0.8255025744438171, 0.8210233449935913, 0.8692994117736816, 0.9663810729980469, 0.4160841405391693, 0.9795089960098267, 0.7603545784950256]",unhappiness,0.9795089960098267
disgust,In the bus I was sitting next to a colleage who was drunk and behaved in keeping with his state. ,anger,"[0.9149600267410278, 0.8898047804832458, 0.7082870006561279, 0.8739216923713684, 0.4379746615886688, 0.47951558232307434, 0.8329055309295654]",irritation,0.9149600267410278
shame,I had promised to help out with domestic chores and I forgot about it. ,guilt,"[0.9645629525184631, 0.8653640747070312, 0.8468875885009766, 0.9886117577552795, 0.21369118988513947, 0.9396304488182068, 0.9497289061546326]",culpability,0.9886117577552795
guilt,I had promised to call a girl but I did not do it. ,guilt,"[0.9018250703811646, 0.8163248300552368, 0.7352283000946045, 0.9849143624305725, 0.23965013027191162, 0.9043312072753906, 0.9356793761253357]",culpability,0.9849143624305725
joy,When I unexpectedly received birthday greetings from a person I like. ,joy,"[0.0191087294369936, 0.002258201828226447, 0.3036753535270691, 0.8415955901145935, 0.9613062143325806, 0.055959608405828476, 0.3106784224510193]",pleasure,0.9613062143325806
fear,I returned home late from a party last night and I felt afraid trying to anticipate the reaction of my father. ,fear,"[0.17775781452655792, 0.312309205532074, 0.9981206059455872, 0.93451327085495, 0.10525599122047424, 0.16098976135253906, 0.5900915265083313]",fear,0.9981206059455872
anger,When I learned that my brother had spoilt an LP of mine. ,sadness,"[0.9613845348358154, 0.9634742736816406, 0.8948194980621338, 0.9664153456687927, 0.5802793502807617, 0.9827471971511841, 0.9466342329978943]",unhappiness,0.9827471971511841
sadness,When I came to know that a girl I was fond of already had a boyfriend. ,sadness,"[0.9303936958312988, 0.8960977792739868, 0.7964067459106445, 0.953892707824707, 0.22706055641174316, 0.9818803071975708, 0.8799936175346375]",unhappiness,0.9818803071975708
disgust,A too eager approach by a dirty drunken person in a bus. ,anger,"[0.9542301893234253, 0.9476561546325684, 0.7497662305831909, 0.9478654265403748, 0.12030491232872009, 0.21743719279766083, 0.707439124584198]",irritation,0.9542301893234253
shame,I made a major mistake while learning how to use a computer programme and the teacher criticized me. ,guilt,"[0.9570581316947937, 0.9505470395088196, 0.8119443655014038, 0.986436665058136, 0.15704281628131866, 0.9346740245819092, 0.9589769840240479]",culpability,0.986436665058136
guilt,"I reproached my mother's cooking and criticised her personality, and she felt hurt and depressed. ",sadness,"[0.7366055846214294, 0.9840403199195862, 0.46636977791786194, 0.8935312628746033, 0.32503101229667664, 0.9889494180679321, 0.9369311928749084]",depression,0.9889494180679321
joy,I shot the decisive goal in an ice-hockey match. ,guilt,"[0.18992602825164795, 0.17751538753509521, 0.2298816591501236, 0.9607234597206116, 0.9237909913063049, 0.0975903570652008, 0.5315067768096924]",responsibility,0.9607234597206116
fear,When I got lost in New York city a late friday night with a friend of mine. ,fear,"[0.9234839677810669, 0.8220669627189636, 0.9553606510162354, 0.9211872816085815, 0.3089590072631836, 0.8023715019226074, 0.8027744889259338]",scare,0.9553606510162354
anger,After having quarelled with a relative of mine about politics. ,anger,"[0.9564948678016663, 0.8403640985488892, 0.5189897418022156, 0.864812433719635, 0.4568219482898712, 0.795151948928833, 0.6222783923149109]",irritation,0.9564948678016663
sadness,The death of my grandmother. ,sadness,"[0.7275522351264954, 0.7730410099029541, 0.8410619497299194, 0.9293302893638611, 0.54099041223526, 0.9691420793533325, 0.783656656742096]",sadness,0.9691420793533325
disgust,When I noticed that a nice person was being exploited economically. ,disgust,"[0.9305201768875122, 0.9595015048980713, 0.8052546381950378, 0.9508278965950012, 0.4732065796852112, 0.939875602722168, 0.8805912137031555]",repugnance,0.9595015048980713
shame,I slandered a person behind his back and he got to know about it. ,shame,"[0.950768232345581, 0.9733456373214722, 0.8611997365951538, 0.9826692342758179, 0.22680319845676422, 0.8573530316352844, 0.9886149168014526]",dishonor,0.9886149168014526
