labels,text,expr_emo,prob_expr_emo,prob_max
anger,"I had an appointment downtown, and the person in question was half an hour late. ",anger,"[0.929143, 0.79096997, 0.513468, 0.7751965, 0.0067697153, 0.87658364, 0.7857143]",0.929143
sadness,The death of my grandmother. ,sadness,"[0.2734153, 0.19283158, 0.729891, 0.5758171, 0.0004151218, 0.98955953, 0.16972274]",0.98955953
disgust,"In the army, I had been in hospital for two weeks and as soon as I returned to the company, a sergeant ordered me to fetch a load on the tractor trailer. ",anger,"[0.87496144, 0.73080164, 0.79397714, 0.8250743, 0.0130248545, 0.30467936, 0.50225997]",0.87496144
shame,"On the way back from a Summer spent in Sweden, I drunk with a man in the train. I had drunk so much that when I got home I fell asleep in the entrance hall. I have never drunk that much, neither before nor after that incident. I was ashamed because my mother and my sister had to see me in that state and my father had to carry me to bed. ",shame,"[0.16831699, 0.96371424, 0.90157413, 0.9951846, 0.00079717534, 0.9747499, 0.9956813]",0.9956813
guilt,"While at primary school, I did not let a friend ring a bell although he would have liked to do it. Afterwards I felt bad. ",guilt,"[0.5856193, 0.61871296, 0.6047629, 0.9942515, 0.007363134, 0.9656286, 0.98736274]",0.9942515
joy,I got a fairly large amount of my taxes back. ,joy,"[0.04624593, 0.01684681, 0.07616394, 0.07077708, 0.8271016, 0.010037754, 0.022790868]",0.8271016
fear,"I was jogging in the forest, in the central park area, when I saw a man hiding behind a tree. I got frigthened, turned around and ran out of the forest. ",fear,"[0.7518942, 0.9915588, 0.99884003, 0.9494948, 0.0005400509, 0.1378397, 0.9275706]",0.99884003
anger,"I was coming home in a taxi with a fellow worker of mine. He was criticizing my earlier conduct towards him, which to my mind was unfounded. When I reached home, I ran out of the taxi and slammed the door. ",anger,"[0.9926346, 0.96657306, 0.8845212, 0.36271352, 0.003195073, 0.021770116, 0.40519878]",0.9926346
sadness,I had had a farewell party at the place where I had been working for a year. That night I could not fall off to sleep. I was sad thinking that I would not see my nice fellow workers again. ,sadness,"[0.0046456875, 0.0016629376, 0.088241905, 0.48422548, 0.00059243856, 0.99863917, 0.57747155]",0.99863917
disgust,"I was travelling in a local train when a drunkard, smelling terribly, entered the same carriage and started eating fish that was stinking. ",disgust,"[0.8540206, 0.97586936, 0.856827, 0.80555755, 0.0024439308, 0.66867894, 0.88199717]",0.97586936
shame,"While quarelling with a fellow worker of mine, I was vehement and irritated and I told him what I thought of him in plain language. I was ashamed of myself when I met him the next day. ",anger,"[0.99586415, 0.9778259, 0.06503038, 0.9955983, 0.004040297, 0.31886694, 0.9885317]",0.99586415
guilt,"I was working as a secretary. My boss was to go to give a lecture, and wanted me to give him the exact address of the place. ",guilt,"[0.21096323, 0.09813526, 0.20916018, 0.31889725, 0.1162657, 0.18187696, 0.17900361]",0.31889725
joy,"A sunny Autumn day, after a long rainy period. ",joy,"[0.010644926, 0.0027135347, 0.004399806, 0.03260125, 0.90957636, 0.0017424354, 0.008745851]",0.90957636
fear,"Years ago, on my way to school by the forest path I came across an exhibitionist. ",guilt,"[0.24854872, 0.38046998, 0.16801052, 0.43872806, 0.06370516, 0.098237224, 0.078391016]",0.43872806
anger,"A person close to me mistook my good intentions for bad, and therefore associated unpleasant traits to me. ",sadness,"[0.6635006, 0.28931403, 0.5864142, 0.87927896, 0.0013682343, 0.87951654, 0.82566667]",0.87951654
sadness,[ A person close to me told me that his positive regard depended on my conduct. ] ,guilt,"[0.44437176, 0.015805228, 0.7215411, 0.8278791, 0.04206735, 0.28040373, 0.425995]",0.8278791
disgust,When an untidy and heavyly drunk person made endeavours to approach me. ,fear,"[0.73096603, 0.7965067, 0.8784477, 0.69789624, 0.0079769045, 0.32720533, 0.52473295]",0.8784477
shame,"As a little girl, I was sick in the middle of a school day and I vomitted in the basin of the classroom. ",shame,"[0.22788225, 0.8763964, 0.7921471, 0.9050992, 0.021415368, 0.78956985, 0.91530985]",0.91530985
guilt,I lost my self-control and raised my voice at a child. ,anger,"[0.9962184, 0.8411161, 0.2855037, 0.9783136, 0.0013575597, 0.020590171, 0.885407]",0.9962184
joy,I got to know that I had been accepted at university. ,joy,"[0.00981635, 0.0038863628, 0.009873192, 0.021879656, 0.92156166, 0.007960526, 0.006791347]",0.92156166
fear,I had been watching a TV-program on paranormal phenomena. At night I could not fall off to sleep as I feared that humanoids were on the move. ,fear,"[0.1371828, 0.03032575, 0.99741155, 0.34207022, 0.0029579476, 0.09377829, 0.12990227]",0.99741155
anger,"My superior blamed me for some neglects at work in front of others. In fact, the task in question was not supposed to be done by me. ",guilt,"[0.92745346, 0.48129764, 0.52946424, 0.9449213, 0.002114383, 0.52124375, 0.91966516]",0.9449213
sadness,My father suddenly fell ill and died. ,sadness,"[0.5083098, 0.47847906, 0.9351104, 0.87572896, 0.00052852574, 0.98854584, 0.8087274]",0.98854584
disgust,When a friend of mine got drunk and started to blame and scorn my other friends and me. ,disgust,"[0.97101337, 0.97513944, 0.743953, 0.8954183, 0.0028394486, 0.8675153, 0.92991304]",0.97513944
shame,When I forgot a promise made to a friend of mine. ,guilt,"[0.4537901, 0.3416268, 0.46210152, 0.9910682, 0.0051671574, 0.9234812, 0.9504384]",0.9910682
guilt,It was my turn to cook dinner. I forgot a dish (the favourite of the family) in the oven and it got burnt and was uneatable. ,guilt,"[0.7399908, 0.83192676, 0.51807195, 0.9787893, 0.0029312312, 0.96702397, 0.9619542]",0.9787893
joy,My joy was the joy of meeting again. My husband came home after having been away for weeks (for work). I was on the railway station to meet him. ,joy,"[0.001137546, 0.0006708542, 0.0010675468, 0.0024644227, 0.9954364, 0.0009593392, 0.0009791921]",0.9954364
fear,"I was alone at home and I could hear odd noises coming from above our bedroom. I knew that nobody lived there since it was an office. I got frightened (later I was given a ""natural"" explanation). ",fear,"[0.016227761, 0.007234939, 0.9969547, 0.3960037, 0.00074382545, 0.018274331, 0.050295718]",0.9969547
anger,A relative of mine had come to see my husband to talk to him about a problem concerning his sister and me. I was angry because this relative of mine did not dare to speak to me and instead spoke to my husband. I got to know about it later the same day. ,anger,"[0.99759066, 0.8644743, 0.122932695, 0.17485537, 0.0019640464, 0.0034203238, 0.09311263]",0.99759066
sadness,"The death of my father, even though we had not been very close to each other. ",sadness,"[0.33375397, 0.1792616, 0.6928692, 0.62794733, 0.0010722087, 0.9935208, 0.17721906]",0.9935208
disgust,The male friend of my mother (a widow) moved in to live with us. I did not like the man. ,disgust,"[0.89426976, 0.96737146, 0.76807135, 0.57230854, 0.00121066, 0.6094937, 0.4614209]",0.96737146
shame,"At school I was talking to a classmate about mathematics. I had grown weary of it and said ""I would like to throw the book on the arse of Kuikka"". My classmate said ""Now, he is sitting there and waiting for the book"" (Kuikka was one of the most quiet boys of the class). I was ashamed of myself. ",guilt,"[0.98671144, 0.9801895, 0.68566144, 0.9944454, 0.0007628193, 0.9130298, 0.9936086]",0.9944454
guilt,"The death of my father made me feel quite guilty, because my attitude towards him had been cold and indifferent. ",guilt,"[0.028605808, 0.13195029, 0.18563092, 0.99691415, 0.0009357192, 0.9690086, 0.99213505]",0.99691415
joy,"My mother, sister and I were thinking about old times, our childhood, and we had a very happy time. ",joy,"[0.0008044752, 0.00041573742, 0.001893544, 0.00931212, 0.99555415, 0.00092719105, 0.0010743877]",0.99555415
fear,"My husband had gone to drive a strange, broken car. At the agreed time, he had not returned, and I feared that he had had an accident. ",fear,"[0.35484752, 0.16929188, 0.9968497, 0.7930272, 0.0009849041, 0.98811406, 0.5686641]",0.9968497
anger,"I am a school teacher. One of the classes does not obey me at all, keeps on talking, does no work. One afternoon, everything went wrong, and I got exceedingly angry. ",anger,"[0.99683553, 0.8057447, 0.09218393, 0.18656485, 0.0015155915, 0.003884277, 0.017136939]",0.99683553
sadness,"A young, close relative of mine died, leaving behind a baby a few months old. ",sadness,"[0.7672067, 0.4651246, 0.72490585, 0.9154627, 0.0011471683, 0.98349494, 0.90319383]",0.98349494
disgust,"A series about Freud was shown on TV. In it, a tampon had been set in the nose of a woman, and forgotten there. After great pain it was taken off (close-up picture), the woman was bleeding from the nose and the mouth. ",sadness,"[0.32783052, 0.7952426, 0.7648578, 0.8826558, 0.002915215, 0.8829938, 0.7806435]",0.8829938
shame,"I had promised to lend something to my mother-in-law and I forgot it a couple of times. When she asked me about it the third time, I was ashamed at my absent-mindedness. ",guilt,"[0.14473785, 0.9335241, 0.8678976, 0.99703825, 0.0011518734, 0.9791701, 0.9965534]",0.99703825
guilt,"A borrowed car broke down while I was using it. It was not my fault, nevertheless I felt guilty. ",guilt,"[0.19526508, 0.25133306, 0.8037384, 0.9926237, 0.0009399251, 0.967449, 0.9828114]",0.9926237
joy,I started a new branch of studies after having failed a former one. When I got back my exam papers I was very happy to know that I almost had full marks. ,joy,"[0.00057922874, 0.0003714626, 0.00096311, 0.013957088, 0.99394196, 0.00048705048, 0.0007685701]",0.99394196
fear,"I was diving below the ice, in a cave, at a depth of metres. Visibility was almost zero and the oxygen level decreased threateningly. There were three of us divers on one safety rope. ",fear,"[0.34135988, 0.2195218, 0.9713778, 0.36397365, 0.0014859401, 0.50011617, 0.17605071]",0.9713778
anger,My mother carried on using mental pressure concerning something which was serious and a real burden to me. ,fear,"[0.5806535, 0.26060316, 0.886403, 0.70127535, 0.0019814372, 0.5165562, 0.45141092]",0.886403
sadness,"My grandfather died, I went to the mortuary and saw the corpse. ",sadness,"[0.40370682, 0.55272335, 0.7427589, 0.70127535, 0.0027529383, 0.9875299, 0.59533083]",0.9875299
disgust,[ The same as in anger. ] ,anger,"[0.989135, 0.8927468, 0.0020200922, 0.0047165244, 0.00047788574, 0.0008977447, 0.0013178048]",0.989135
shame,As a child when I was blamed for peeing in the swimming-pool. ,guilt,"[0.9146526, 0.8956987, 0.6360209, 0.9552191, 0.0020155695, 0.85749316, 0.93807334]",0.9552191
guilt,"A friend of mine was drunk and having an argument on the street with a woman, appparently his girlfriend. I was walking on the other side of the street and thought that I was not supposed to interfere. Later I heard that he had shot himself that evening. ",sadness,"[0.81220067, 0.36587894, 0.91697776, 0.93334943, 0.00083214097, 0.98530376, 0.8613365]",0.98530376
joy,My girlfriend sent me a letter with a shiny picture in it. ,joy,"[0.027629042, 0.004506993, 0.013029672, 0.08371574, 0.86717117, 0.0039532096, 0.01912457]",0.86717117
fear,I was about to begin a journey in a car with an acquaintance of mine. ,fear,"[0.120312236, 0.037242893, 0.3052325, 0.2300382, 0.2191682, 0.081673965, 0.048678845]",0.3052325
anger,On the TV news I heard that Nicaragua had complained about the increasing threat of war with the USA. ,fear,"[0.89687073, 0.5324382, 0.9566736, 0.35892156, 0.0037316617, 0.55514973, 0.115920894]",0.9566736
sadness,My girlfriend gave me the mitten (left me). ,sadness,"[0.9223151, 0.9390412, 0.63389206, 0.82876694, 0.001275115, 0.98922974, 0.8360338]",0.98922974
disgust,Watching a violent movie. ,fear,"[0.88691163, 0.54602796, 0.95605487, 0.5437109, 0.00814186, 0.07100085, 0.16282915]",0.95605487
shame,The morning after a wild party. ,guilt,"[0.16882674, 0.14811897, 0.10285803, 0.5844623, 0.19694881, 0.0426261, 0.22727147]",0.5844623
guilt,"I ""picked up"" a girl and I thought that I had misused my position and authority over her as there did not seem to be any realistic possibility of continuing the relationship. ",guilt,"[0.81939715, 0.7216925, 0.9281725, 0.99470735, 0.0015068164, 0.83585215, 0.9773537]",0.99470735
joy,"When, to my surprise, I got to know about having got ""very good"" high school graduation marks. ",joy,"[0.01716833, 0.0011657332, 0.0014782908, 0.1263328, 0.8444752, 0.0008697283, 0.0014748606]",0.8444752
fear,"My grandmother was about to die, and it had the effect that at night, after having read a book, and once in bed, in perfect darkness, the fear arose that I too may suddenly die. ",fear,"[0.019145992, 0.008852102, 0.99362576, 0.3963862, 0.0006795073, 0.9840247, 0.07695809]",0.99362576
anger,"When I checked my examination paper and realized that I had been careless, thoughtless, lazy and hasty so as to make unnecessary mistakes concerning things I know and understand. ",guilt,"[0.60525686, 0.9146424, 0.7976853, 0.9802813, 0.014654962, 0.91608024, 0.97080517]",0.9802813
sadness,"When we decided, my boyfriend and I, that we would separate, I realized that he would have wanted to continue our relationship and the coming separation hurt him. ",sadness,"[0.5805169, 0.36908433, 0.6509554, 0.8435911, 0.005135614, 0.9885975, 0.6296038]",0.9885975
disgust,"When an acquaintance of mine told me about the way his parents treated their sons in an unequal manner. The most successful of them got continuous encouragement, and the youngest was not encouraged and was rejected. ",sadness,"[0.6929171, 0.60623795, 0.5131514, 0.55903727, 0.015660532, 0.8972502, 0.5755192]",0.8972502
shame,"I was talking to a friend of mine about our parents and education. I said something and then realized that I did not know my friend's parents, their motives and education. I felt ashamed at having talked about something I did not know anything about. ",shame,"[0.054815337, 0.84684086, 0.88220984, 0.99723756, 0.001087589, 0.9615433, 0.99846905]",0.99846905
guilt,My mother told me that the enveloppes that I had been tearing (I had torn the stamps away) in good faith had been the first-day enveloppes which my father had collected as a young man. ,sadness,"[0.6297813, 0.37822017, 0.31785807, 0.73350304, 0.06924768, 0.79910547, 0.7169069]",0.79910547
joy,"I am not especially good at English, and after the high school graduation exam in English I tensely waited for the result the whole day. In the evening, when I heard that I had done excellently, I became very happy and the anxiety vanished. My family was at home. ",joy,"[0.015322815, 0.00096428115, 0.8701634, 0.031381175, 0.9778201, 0.0007349376, 0.0013140173]",0.9778201
fear,"I feared that I was pregnant. It was not planned and I would have been compelled to have an abortion, which I would not have liked at all. Fortunately, after a week's anxiety, I got to know that I was not pregnant. ",fear,"[0.37755513, 0.6373001, 0.9973865, 0.71292764, 0.87534136, 0.07613312, 0.3304514]",0.9973865
anger,"A member of a religious sect tried to convert me, using really evil tricks to persuade me. After he had left, I was anxious and angry for a long time. After the event, I was alone. ",anger,"[0.99457175, 0.9797075, 0.9669557, 0.8919611, 0.002576146, 0.15565455, 0.5332705]",0.99457175
sadness,"When my boyfriend wanted to leave me, I felt sad and melancholic. ",sadness,"[0.0008002167, 0.0026333015, 0.018342327, 0.46882337, 0.00080491387, 0.9966192, 0.1148698]",0.9966192
disgust,"In a film, there was an episode where they used a chain saw to cut a man. I could not look at it, but I could not avoid listening either. I sought shelter in my boyfriend's arms. ",fear,"[0.3083868, 0.95758694, 0.9889072, 0.47782508, 0.0015579729, 0.92187154, 0.75777495]",0.9889072
shame,"I thought I would be able to use the mangle of the house, and so I did not want any help. However, I blocked it and I had to get the janitor to help me out. He reproached me for not having followed the instructions ",guilt,"[0.9118095, 0.9128372, 0.4082885, 0.97803307, 0.0061569563, 0.74392205, 0.97529095]",0.97803307
guilt,"I promised my friends that I would take care of something, but I kept forgetting about it. When they asked me about it, I promised to do it immediately. However, I got started only after a couple of months. I felt that I had betrayed my friends. ",guilt,"[0.93676543, 0.9189422, 0.7179297, 0.995971, 0.004906363, 0.98364496, 0.991443]",0.995971
joy,"When I got an unexpected letter from a guy, who had been my school mate. ",sadness,"[0.27444828, 0.06469728, 0.21620686, 0.30477858, 0.25245643, 0.41828254, 0.1603613]",0.41828254
fear,"When my brother went to shoot wild ducks, I feared that the boat would overturn and he would drown or that the gun would accidentally go off. ",fear,"[0.2835274, 0.31565365, 0.9986523, 0.95942885, 0.0008475245, 0.97949445, 0.5047408]",0.9986523
anger,My father had once again told me that I should be careful and try to seek admission to other places also apart from the faculty of Social Sciences at the university of Helsinki. I was not at all interested in any other place and had no time to study for other entrance exams. ,fear,"[0.37218833, 0.27928358, 0.88214, 0.6260169, 0.004469708, 0.3186869, 0.21092845]",0.88214
sadness,"I would have liked to go out to chat with some acquaintances, but I realized that I was not wanted. I felt hurt, disappointed, lonely and deserted. ",sadness,"[0.9742532, 0.91392624, 0.18578964, 0.6979833, 0.00050122035, 0.998793, 0.8612082]",0.998793
disgust,"When an acquaintance (he was drunk) of my room-mate vomitted on the kitchen carpet. It was past mid-night and my room-mate had just moved in, this acquaintance had helped her move in. ",disgust,"[0.85401654, 0.9316446, 0.61345804, 0.9018285, 0.0019447367, 0.8113201, 0.91472137]",0.9316446
shame,"I was carried away while talking about my visits abroad and I tended to boast a little, till I realized that the listener was amused. ",joy,"[0.01447299, 0.0013514702, 0.0106999455, 0.39791858, 0.52195215, 0.0023374343, 0.004039574]",0.52195215
guilt,"When I was baby-sitting at my cousin's place, I tried to have a pleasant time and did not really take care of the child. I do not care very much about children. ",fear,"[0.346914, 0.19635804, 0.41413307, 0.3733658, 0.019555727, 0.40171948, 0.27511057]",0.41413307
joy,"When I got / points in an exam of statistics. The result was unexpected and it made me realize that statistics do not surpass my abilities, as I have sometimes thought. ",sadness,"[0.25282434, 0.20456164, 0.20791632, 0.26264992, 0.047583528, 0.66537553, 0.58924854]",0.66537553
fear,When a big angry dog put its snout on my arm and had I made one movement it would have bitten me. ,anger,"[0.9934348, 0.8967032, 0.99328095, 0.892456, 0.0011126482, 0.78055644, 0.739664]",0.9934348
anger,When my room-mates were watching video-tapes and prevented me from watching the news. The first feeling I had was that I was being treated unfairly and then came the feeling of anger. ,anger,"[0.9885593, 0.64782006, 0.17876391, 0.33525392, 0.016942611, 0.022443896, 0.016066696]",0.9885593
sadness,"[ When after a night of sleeping in another's arms, one wakes alone and knows that the lonely arms of the night are not the same that one meets in the morning. ] ",sadness,"[0.5341585, 0.3764838, 0.907485, 0.7253315, 0.005117505, 0.98552495, 0.28725806]",0.98552495
disgust,"When an unpleasant person tried to make friends with me. A subtle, small, insignificant, grey being whose helplessness and neutrality evoked the feeling of disgust in me. ",disgust,"[0.87977445, 0.990275, 0.25271899, 0.38771552, 0.0014150215, 0.14901757, 0.53169256]",0.990275
shame,Badly chosen words to a vague acquaintance of mine made me feel ashamed at having given the wrong impression about what I wanted to say. Thoughtlessness. ,shame,"[0.23931968, 0.6376717, 0.50018847, 0.9907086, 0.0023139592, 0.59688705, 0.9907706]",0.9907706
guilt,"When I behaved improperly - fought in a public place. Afterwards, I felt guilty about my conduct. ",guilt,"[0.91414213, 0.770546, 0.5283189, 0.9916003, 0.0027650096, 0.9306928, 0.9878155]",0.9916003
joy,When my friend told me that he would come and meet me in a moment. ,joy,"[0.25484833, 0.09764563, 0.25618303, 0.5177726, 0.8344977, 0.3871003, 0.119453035]",0.8344977
fear,My father had been drinking and I feared him when we went to bed at night. ,fear,"[0.7997874, 0.30218893, 0.9988175, 0.92062145, 0.0011605822, 0.7044453, 0.88358796]",0.9988175
anger,My friends promised me that they would definitely call me to tell me if they were visiting me or not. ,guilt,"[0.18184367, 0.04485855, 0.17769845, 0.7732739, 0.2814671, 0.22952294, 0.21014133]",0.7732739
sadness,A close friend of mine had not contacted me for a long time. ,sadness,"[0.10397852, 0.044378035, 0.29507715, 0.23245592, 0.14623699, 0.63750815, 0.30971625]",0.63750815
disgust,A friend of mine came to see me when he was quite drunk. ,guilt,"[0.36118218, 0.3660148, 0.25622585, 0.6670223, 0.15214883, 0.24558327, 0.5603697]",0.6670223
shame,I said something especially stupid which I did not mean at all. ,guilt,"[0.39376202, 0.705285, 0.39826593, 0.978823, 0.0029173235, 0.14923774, 0.96955204]",0.978823
guilt,"I did not go to help a friend of mine, though she probably needed me. ",guilt,"[0.5335974, 0.29375038, 0.7030495, 0.9730968, 0.0033876093, 0.8865161, 0.93016744]",0.9730968
joy,"When I felt that an exam, which I had feared, was an easy one and went well. ",joy,"[0.11548594, 0.09233772, 0.8394563, 0.60285825, 0.847227, 0.1921544, 0.06474578]",0.847227
fear,I was afraid when my dog ran out through a crack in the fence when a train was coming. ,fear,"[0.060171228, 0.03234726, 0.9988727, 0.7970312, 0.0006841293, 0.2680538, 0.19968714]",0.9988727
anger,"When a friend of mine was drawn into a fight because of the stupid gang he belonged to. I felt angry with him and his friends. They could not think about anything sensible, but would fool around without taking into consideration the feelings of other persons. ",anger,"[0.9973985, 0.97944874, 0.2656315, 0.5841973, 0.0017563023, 0.027467813, 0.22025234]",0.9973985
sadness,I felt sad after having had an argument with my boyfriend. I felt that he did not understand me and that there was no point in carrying on with the relationship. ,sadness,"[0.021337101, 0.011127128, 0.048699412, 0.32318938, 0.00062765455, 0.99887866, 0.43181795]",0.99887866
disgust,"I detested my father who was a drunkard. He would rave, threaten and blame my mother and me. He finally drove us away from home. ",disgust,"[0.9947147, 0.99718946, 0.93564516, 0.68348753, 0.000764047, 0.9417318, 0.7935556]",0.99718946
shame,"When I was on holiday with my former boyfriend, he hit me and behaved in a very evil and ugly manner in front of the hotel personnel. ",anger,"[0.9726505, 0.97093964, 0.9535377, 0.7637164, 0.00048006518, 0.92992574, 0.93775785]",0.9726505
guilt,"When as a child I stole, from a friend of mine, the ring she had got in an easter egg. ",guilt,"[0.6268443, 0.2695864, 0.07617089, 0.9813064, 0.016679721, 0.119269595, 0.83010477]",0.9813064
joy,"When I got home from a pleasant trip abroad, I got to know that I had been accepted at university. ",joy,"[0.008317388, 0.001066067, 0.003477983, 0.06992637, 0.97888047, 0.0057922695, 0.008754794]",0.97888047
fear,"At school, I had acted against the will of the group, and the next day they promised to take revenge on me. ",fear,"[0.96651626, 0.41918167, 0.97302204, 0.9689025, 0.001974138, 0.68942684, 0.8662528]",0.97302204
anger,"My mother had for some time been trying to separate me from a good friend who, she thought, was not good company for me. Finally, at breakfast one day, we had an argument and I tried to defend my friend. ",anger,"[0.972912, 0.1665806, 0.45416117, 0.50074065, 0.007229546, 0.28756046, 0.09692584]",0.972912
sadness,I got to know about the death of a close friend. ,sadness,"[0.32512328, 0.2840501, 0.73048985, 0.73552233, 0.00050421624, 0.9863007, 0.7899544]",0.9863007
disgust,"When I was watching a movie with many violent episodes. They accurately showed the cutting of corpses, etc. . . ",fear,"[0.7495387, 0.8259928, 0.9121073, 0.558253, 0.007954263, 0.30123332, 0.43675435]",0.9121073
shame,"When I was caught telling a white lie. At that time, I was not allowed to stay outdoors after p. m. One day when I was late, I made up a story that our neighbour had invited me to his place, though I had actually forgotten about the time while playing with my pals. ",guilt,"[0.5445441, 0.3824052, 0.77883446, 0.974002, 0.059848066, 0.70888025, 0.96212155]",0.974002
guilt,"When before the last exam I have taken, I went out instead of studying. ",guilt,"[0.2703598, 0.19897075, 0.5492682, 0.91139746, 0.14807369, 0.22671479, 0.8468257]",0.91139746
joy,When I was pressing figures on the curtain cloth. I had bought the cloth after months of hindrances. ,guilt,"[0.21498437, 0.028031463, 0.1376221, 0.36025658, 0.025515769, 0.115427904, 0.052899543]",0.36025658
fear,I am a kindergarten teacher and I am thoroughly weary of my job. After having taken the university entrance exam I suffered from anxiety for weeks as I did not want to carry on with my work - studies were the only alternative. ,disgust,"[0.71550345, 0.992409, 0.9850559, 0.74586797, 0.0005349978, 0.9729882, 0.48472628]",0.992409
anger,"My life-partner, who was drinking more and more, spoke about kicking the cat. He had never done anything of the kind, but I knew that he would do so one day, without thinking about it. ",fear,"[0.8775589, 0.81790054, 0.98158056, 0.883131, 0.00498497, 0.80738306, 0.5766655]",0.98158056
sadness,"Estrangement from my best woman friend. We have been going different ways for quite some time now, but the break was total when she got married as her husband is unreasonably jealous of me. ",sadness,"[0.405637, 0.07710548, 0.42639393, 0.3179008, 0.0007485442, 0.9438579, 0.27864823]",0.9438579
disgust,"My life-partner is going through a crisis (way of life, old-fashioned values) and can only get out of it by talking bold decisions. I have noticed his cowardice and attempts to escape his problems by drinking. I detest his drinking and his being full of self-pity. ",disgust,"[0.92670923, 0.99502087, 0.58817536, 0.35532475, 0.00037313963, 0.7586704, 0.77760595]",0.99502087
shame,"Again, a quarrel had come up in our difficult relationship. My life-partner threw all the books off the shelf. I am sure that it disturbed our neighbours since this happened late in the night. ",anger,"[0.97795665, 0.81327635, 0.6773542, 0.64807075, 0.0010111207, 0.62532586, 0.62426484]",0.97795665
guilt,"A lonely, neurotic, shy girl lives nearby. She has expressed a wish to meet me, I have however avoided her (turned down an invitation) as the crisis my partner is going through uses up all my empathy. ",sadness,"[0.09558376, 0.0126025425, 0.7946906, 0.5921262, 0.0061514094, 0.8194006, 0.43889508]",0.8194006
joy,"Begining the week-end with my girlfriend cozyness, beer and wine. ",joy,"[0.0013854787, 0.0006073583, 0.002017727, 0.02462293, 0.9179928, 0.00089827745, 0.0026866088]",0.9179928
fear,"The fear about my future work, making ends meet and health. Coping. ",fear,"[0.007307574, 0.013412061, 0.99653095, 0.064993195, 0.00073425163, 0.31035954, 0.03423091]",0.99653095
anger,"A friend of mine ridiculed me, telling me that I would never accomplish anything. I felt that he had interfered with my life. ",anger,"[0.98419696, 0.8506082, 0.68809825, 0.8613381, 0.0014238444, 0.88136137, 0.9154832]",0.98419696
sadness,I felt sad at having to leave my girlfriend after constant problems and failed attempts at reconciliation. My sadness was caused by the irreversibility of the decision. ,sadness,"[0.0012665687, 0.0025074529, 0.4971214, 0.74498737, 0.0005415149, 0.99612314, 0.3311747]",0.99612314
disgust,A man spat on the wall of a house. ,disgust,"[0.9943189, 0.99592763, 0.23218037, 0.9448398, 0.0059263115, 0.37758163, 0.66093934]",0.99592763
shame,In an express bus I sat on a seat meant for senior citizens and invalids. ,guilt,"[0.6073865, 0.5159164, 0.2924607, 0.790018, 0.05229119, 0.35779038, 0.5351681]",0.790018
guilt,When I did not succeed in finding a job after having finished a nonacademic degree. ,sadness,"[0.6116039, 0.6556557, 0.67707664, 0.78796536, 0.0010081069, 0.9365957, 0.73097056]",0.9365957
joy,"When after an overwhelming anxiety and enquiry, I understood something about why I exist and what my task in life is. ",fear,"[0.010656417, 0.0034645824, 0.9290543, 0.097242124, 0.0069498247, 0.00841149, 0.0115539655]",0.9290543
fear,"At the railway station, while waiting for the last train at night I noticed that a drunk young man was appraching me in a purposeful mannner. ",fear,"[0.7835795, 0.6627744, 0.8715879, 0.7590018, 0.0063575525, 0.2407193, 0.6039412]",0.8715879
anger,"While having a discussion with my mother, I realized that she does not for a moment doubt the justification of her making the decisions concerning my life. ",anger,"[0.3839992, 0.04001078, 0.013063725, 0.054267857, 0.029467288, 0.1719633, 0.02567172]",0.3839992
sadness,When I think that I will probably never have a genuine contact with my parents. ,sadness,"[0.52048326, 0.6405766, 0.9807828, 0.9645818, 0.00065383455, 0.9933836, 0.8986851]",0.9933836
disgust,"While reading Olli Jalonen's new book, the distant, cold and selfish relationships between people (in the book) made me feel disgusted. ",disgust,"[0.9524411, 0.9901453, 0.36066326, 0.7510163, 0.00047965028, 0.30668098, 0.97992706]",0.9901453
shame,When I approached a person of the opposite sex and was rejected. ,sadness,"[0.7488682, 0.59304816, 0.772945, 0.8642805, 0.0023849076, 0.91844314, 0.81281656]",0.91844314
guilt,"When I noticed that my little sister was sulking, because I could not meet her because of a misunderstanding. ",sadness,"[0.5539458, 0.17743815, 0.24523517, 0.95042706, 0.0009914945, 0.98634887, 0.6776451]",0.98634887
joy,"The day I got to know that I would get a shared dwelling with my boyfriend. My parents place was getting a little crowded with my growing bother wanting a room to himself. I first felt doubt, then joy, but also sadness. The feeling of joy was the strongest. ",joy,"[0.017051999, 0.003706844, 0.0041075763, 0.08346797, 0.9366593, 0.014734594, 0.015601543]",0.9366593
fear,My grandfather had lung-cancer and was being nursed at home. I felt fear when I was alone with him and he almost choked on mucus secretions. ,fear,"[0.0052210074, 0.061938222, 0.995275, 0.6922364, 0.0007292447, 0.96397424, 0.3188465]",0.995275
anger,The outrageous conduct of a relative towards me and those close to me. (blaming us and lying) ,anger,"[0.9755719, 0.97021705, 0.84802824, 0.85475385, 0.0007302622, 0.0458614, 0.905167]",0.9755719
sadness,We had to finish the life of our year-old dog. ,sadness,"[0.6511522, 0.76738584, 0.758456, 0.8760607, 0.001063754, 0.98220253, 0.7873956]",0.98220253
disgust,A very drunk person. ,disgust,"[0.11295457, 0.34532836, 0.039156545, 0.12573482, 0.0033914156, 0.028799534, 0.11259405]",0.34532836
