labels,text,expr_s,prob_expr_s,prob_max
anger,"One day I lent my tennis I just had washed to my sister because she asked it. I asked her not to soil it as I had just washed it. Next day I looked at the tennis, and it was dirty with wax. She could not have soiled it. It was lack of consideration. I felt very angry. ",anger,"[0.9825645287831625, 0.6678586353858312, 0.0856427379573385, 0.7218079020579656, 0.00963050285645295, 0.18197110978265604, 0.44758031020561856]",0.9825645287831625
sadness,The second time I went to the entrance exam to V. S. P. and didn't get approved. ,sadness,"[0.7471829354763031, 0.5455917989214262, 0.7597904205322266, 0.6618971079587936, 0.008179254422429949, 0.8826569616794586, 0.8618996938069662]",0.8826569616794586
disgust,"I was travelling, we were person, one of them I met at the travel and didn't like her. One night I was asleep while she and her friends were talking too loud in the kitchen. I got up to ask for silence and since that day I felt constant disgust for her. ",disgust,"[0.9155455231666565, 0.968444287776947, 0.48983999714255333, 0.6397826100389162, 0.005574887492305909, 0.2987314499914646, 0.7186615715424219]",0.968444287776947
shame,"I was working in I. when a friend of mine borrowed his car so I could get bach there, I had to come to S. Paulo and his car was here. He said ""When you get the car tell my mother that you are only taking the car bacause I asked, for she doesn't like me to borrow it"". Next day he borrowed me it again for I had to come back again. When I was coming back I crashed the car quite a lot. One of the first person I met at the accident was his mother, that said to me ""You weren't to take the car only yesterday ? "" (before I saw her I was already ashamed). ",shame,"[0.5357313106457392, 0.7060459752877554, 0.9018387397130331, 0.9101631542046865, 0.06353681833328058, 0.812713752190272, 0.9680082102616628]",0.9680082102616628
guilt,"I had a date with a boy, but I didn't feel liked, and didn't go, I wasn't home purposely at the time we arranged. ",disgust,"[0.5014004185795784, 0.7590154111385345, 0.30488098117833334, 0.7078449030717214, 0.008366381293550754, 0.7404783368110657, 0.6027724097172419]",0.7590154111385345
joy,"A friend of mine that is abroad undertook recently an axam to enter on University in Dallas, and was approved. ",joy,"[0.13804786776502928, 0.031115779963632424, 0.08445428932706515, 0.15704664339621863, 0.8751446902751923, 0.08676329379280408, 0.031073973203698795]",0.8751446902751923
fear,I felt afraid of losing somebody I love to another person because I was an incomprehensive person and lots of time I fight with this person. ,fear,"[0.7460397034883499, 0.4402560569966833, 0.9798240462938944, 0.8983661333719889, 0.0037495425203815103, 0.720184733470281, 0.6156560480594635]",0.9798240462938944
anger,In certain occasion I have a fight with my boyfriend. During the fight I closed the door at his face. He went away but came back next day. ,anger,"[0.9225616157054901, 0.5541482095917066, 0.4254021868109703, 0.8387161393960317, 0.03100481644893686, 0.20519060951968035, 0.4250111182530721]",0.9225616157054901
sadness,"Last year, when I took the college entrance examinations I failed the FUVEST. It was for me the most frustrating situation because I had studied all year long, and only thought about this. ",anger,"[0.9486595690250397, 0.722042533258597, 0.5405352972447872, 0.7012878656387329, 0.002068049507215619, 0.8718447138865789, 0.7700069546699524]",0.9486595690250397
disgust,In a certain occasion I saw a dog in the street eating something so strange gooey that I wasn't able to eat lunch because I remembered the scene all the time. ,fear,"[0.5601614440480868, 0.931075265010198, 0.9830162028471628, 0.5935249080260595, 0.048726034486511104, 0.7942140648762385, 0.3853861714402835]",0.9830162028471628
shame,"I had never made a malicious joke in front of my boyfriend. Last week I did it I was funny, he loved it, and I died of shame. ",shame,"[0.27886591230829555, 0.9371023178100586, 0.961853822072347, 0.9479891459147135, 0.08324426513475676, 0.6952064031114181, 0.9886602759361267]",0.9886602759361267
guilt,"When my parents fight lots of time, when I'm the reason of the fight, I feel guilty. ",guilt,"[0.3788909042874972, 0.4298369338115056, 0.5058351332942644, 0.965494175752004, 0.008936087562081715, 0.7220549335082372, 0.8448640604813894]",0.965494175752004
joy,When I knew about my first job. ,joy,"[0.0917747737839818, 0.045092370826750994, 0.21547388285398483, 0.2637033313512802, 0.7690082291762034, 0.03981723434602221, 0.038695322815328836]",0.7690082291762034
fear,When I was just to be divorced. ,sadness,"[0.6001327832539877, 0.5106829206148783, 0.6215445647637049, 0.7283870379130045, 0.07657591843356688, 0.8974339763323466, 0.5211723744869232]",0.8974339763323466
anger,My mother in law slept in my bed. ,guilt,"[0.3871411979198456, 0.27421922981739044, 0.358792004485925, 0.5600253194570541, 0.3171597272157669, 0.4113593278452754, 0.3582206505040328]",0.5600253194570541
fear,A terrible fight that I provoked with my friend. ,anger,"[0.9826747477054596, 0.9055245320002238, 0.6957426418860754, 0.9283813834190369, 0.001285574835492298, 0.18741250581418475, 0.7146467566490173]",0.9826747477054596
anger,In the last year of the high school we had a huge fight between my group and the graduation commission (two students of my classroom) because they accused us unjustly of a gossip about them. ,anger,"[0.9428869783878326, 0.6523219545682272, 0.37553394834200543, 0.7127532859643301, 0.01756154664326459, 0.17939283403878412, 0.4398067792256673]",0.9428869783878326
sadness,When I was / years old my father travelled very much for his work (he passed three months away from home). ,sadness,"[0.4265303487579028, 0.36621425052483875, 0.6466709127028784, 0.4937972178061803, 0.058615671625981726, 0.9024235804875692, 0.25753432015577954]",0.9024235804875692
disgust,I saw a film where snakes were crawling everywhere. I felt them crawling over all my body with that . . . skins. The noise that they did disturbed me very much. ,fear,"[0.6561768998702368, 0.8493897418181101, 0.9789616564909617, 0.2910561648507913, 0.015021517193720987, 0.3326201594124238, 0.22969821840524673]",0.9789616564909617
shame,In a play (secret friend) during the time of the high school I had to give a present to a boy and I was very ridiculous because of this. ,shame,"[0.47989708309372264, 0.507756436864535, 0.8263241151968638, 0.8030333320299784, 0.08990716468542814, 0.30551304544011754, 0.8498712678750356]",0.8498712678750356
guilt,When I was a child I used to play with my cousin gushing wather to each other in front of the door of my house. One day we decided to gush with on a passing car. The driver stopped and went to discuss with my mother and my aunt that were there. ,guilt,"[0.3489866902430852, 0.13994897948578, 0.24522877112030983, 0.7188049654165903, 0.38119160880645114, 0.060192020299534, 0.38935744017362595]",0.7188049654165903
joy,When I got a small present form a person I like very much. ,joy,"[0.0018012224269720416, 0.000993625163876762, 0.011213190310324231, 0.06080396558778981, 0.8125408565004667, 0.0022194613605582467, 0.0043885001602272196]",0.8125408565004667
fear,"When a friend of mine discussed with me, I felt fear of losing her. This occurred because we had a missunderstanding between mutual colleagues. ",fear,"[0.05065417460476359, 0.21312384369472662, 0.9728407661120096, 0.4260881120959918, 0.0024919704204269997, 0.3696599056323369, 0.18312205684681734]",0.9728407661120096
anger,When a boy tried to fool me so he would be OK trying to show me that he is a gook boy. ,anger,"[0.7697532127300898, 0.309110586065799, 0.180075592516611, 0.7554145455360413, 0.086266012241443, 0.18610740080475807, 0.24310466398795447]",0.7697532127300898
sadness,"In the / my boyfriend asked me to forget him, as it would be easy. ",guilt,"[0.35931577657659847, 0.2749065787841876, 0.057890951672258474, 0.36052839923650026, 0.02999589724155764, 0.32874792255461216, 0.34455157071352005]",0.36052839923650026
disgust,When my oldest sister discovered that her boyfriend had another girl. ,fear,"[0.8016475439071655, 0.6521060094237328, 0.8865721722443899, 0.6280602465073267, 0.03253287150679777, 0.8740109701951345, 0.6934686750173569]",0.8865721722443899
shame,We where in a bar and my friend had a fight with some guys who were in the table aside. ,anger,"[0.8835285902023315, 0.5014419630169868, 0.37932798514763516, 0.7029608537753423, 0.06129406574958315, 0.18240636152525744, 0.27907101064920425]",0.8835285902023315
guilt,When I deny something to my sister and after a while I feel sorry and try to bypass the situation. ,shame,"[0.15196453547105193, 0.29183220708121854, 0.2689202694843213, 0.7816266218821207, 0.028286897344514728, 0.7021639570593834, 0.8051277498404185]",0.8051277498404185
joy,When I saw my name in the newspaper and I knew that I entered at the University. ,joy,"[0.08466003369539976, 0.03626242706862589, 0.13336863306661448, 0.2405842791001002, 0.8683383961518606, 0.05128226367135843, 0.05562246932337681]",0.8683383961518606
fear,When my father died I felt myself alone and the fear possessed me. I was a child and all my sisters and brothers () were young. ,fear,"[0.027160760248079896, 0.28163260656098527, 0.9926891028881073, 0.4619259039560954, 0.0986423210221498, 0.8391006290912628, 0.20365058879057565]",0.9926891028881073
anger,I loved a person and he went away. It wasn't necessary that he left me to reach his goals. ,sadness,"[0.9260382850964864, 0.34923319404091063, 0.627626414100329, 0.8021387855211893, 0.027593738360640902, 0.9904476702213287, 0.5967614601055781]",0.9904476702213287
sadness,"A close friend travelled to another country. When I knew that he would only come back after many years, I felt very sad. ",sadness,"[0.003677131530518333, 0.10117485533313204, 0.18754606135189533, 0.3932965012888114, 0.004428105050465092, 0.9953151941299438, 0.10064541051785152]",0.9953151941299438
shame,"When I began to date, the first gestures of affection made me feel ashamed. ",shame,"[0.3537733231981595, 0.7512377897898356, 0.8911788364251455, 0.8538278639316559, 0.007089098158758134, 0.5475049652159214, 0.9773004849751791]",0.9773004849751791
guilt,The day I decided to get out of my house I saw in my brother's eyes that they blamed me for the situaiton. ,anger,"[0.6973173022270203, 0.48583832134803134, 0.5480266362428665, 0.6645385647813479, 0.021747955703176558, 0.5318582703669866, 0.6737262705961863]",0.6973173022270203
joy,I had a friend who I didn't see for a long time. We had a relationship from much union and interaction. It was more that one year that I didn't see her. She appeared in my home and we talked. ,joy,"[0.02486178760106365, 0.007337796327192336, 0.030906664673238993, 0.08997899992391467, 0.27400634189446765, 0.0703741939117511, 0.020438202346364658]",0.27400634189446765
fear,I was sitting on the bus coming back from school. A man from nearly forty years sat beside me. After a while I looked at him and saw that he was looking at me with opened throusers and holding his penis. ,fear,"[0.5491034388542175, 0.5569979324936867, 0.8555221954981486, 0.6607669244209925, 0.17538601268703738, 0.1416068603284657, 0.6759112427632014]",0.8555221954981486
anger,"My mother was ill and asked me to prpare our lunch. I went to do it, and while I was working, she stayed behind me telling what I had, or not to do. I asked her to stop meddling, and to go to bed. When I went to ask for help to my sister, my mother said that I was proud, that I asked for help only when I wanted and that I wasn't able to cook by myself. ",anger,"[0.9090711176395416, 0.6600946485996246, 0.21833984491725764, 0.733560636639595, 0.024862868594937027, 0.44288720190525055, 0.7773459156354269]",0.9090711176395416
sadness,When on Christmas day my grandmother died. I received the news when I was coming back from a party on the th at am. ,sadness,"[0.37383458763360977, 0.4394477307796478, 0.8409388164679209, 0.4252766395608584, 0.0317261460586451, 0.9696536461512247, 0.388614056011041]",0.9696536461512247
disgust,"The same event described under FEAR - in the bus a man sat beside me, with his trousers open and holding his penis. ",fear,"[0.0018885804359645892, 0.28084790023664635, 0.99201700091362, 0.35222489285903674, 0.02440767453420752, 0.011295542567192266, 0.039449396543204784]",0.99201700091362
shame,When I went to a halloween party and had to walk through a shopping center dressed like a witch. ,fear,"[0.7166956017414728, 0.6973172227541605, 0.8536950349807739, 0.5639222512642542, 0.15497304933766523, 0.3093017442151904, 0.5669377061227957]",0.8536950349807739
guilt,"I had parked in a corner, and when I was going out I didn't watch if another car was coming and went out. The car that was coming was obliged to stop suddenly. It didn't crash but for a little. ",guilt,"[0.4943531056245168, 0.40760983650883037, 0.6953733166058859, 0.9373941421508789, 0.2802284291634957, 0.4594821060697238, 0.6570015350977579]",0.9373941421508789
joy,When I got a record as a gift from a friend. ,joy,"[0.05636200060447057, 0.04073180335884293, 0.060248716113468014, 0.07954341545701027, 0.8697750071684519, 0.05534830673908194, 0.0379995492597421]",0.8697750071684519
fear,"Once when I crossed the street, and was nearly trampled by a car. ",fear,"[0.6438114792108536, 0.5750712528824806, 0.952962338924408, 0.6416475127140681, 0.005753718025516719, 0.7224200274795294, 0.5728914526601633]",0.952962338924408
anger,A girl entered in the division where I work and greeted everybody but not me. ,guilt,"[0.5038729384541512, 0.3082512989640236, 0.3964110501110554, 0.5592933818697929, 0.04813352087512612, 0.46740981936454773, 0.5502792000770569]",0.5592933818697929
sadness,A dear friend was removed from the division whre I work. ,sadness,"[0.6677442838748296, 0.3108973810255217, 0.620837981502215, 0.5165814161300659, 0.014409926642353335, 0.9168961644172668, 0.5135406603415807]",0.9168961644172668
disgust,When somebody despised a friend of mine. ,anger,"[0.9662375052769979, 0.9620830913384756, 0.7827466626962026, 0.9072026511033376, 0.028883906508175034, 0.8030786191423734, 0.9520429869492849]",0.9662375052769979
shame,When a friend told me a story and I stayed dumb because I had no story to tell. ,guilt,"[0.532472255329291, 0.4017011858522892, 0.3665047238270442, 0.9151045680046082, 0.018624645968278248, 0.5831215033928553, 0.8720320363839468]",0.9151045680046082
guilt,"When I slapped a nephew who did something that I considered wrong, and I was reprehended for this. ",anger,"[0.9331002732117971, 0.6933884620666504, 0.3441568911075592, 0.8931530912717184, 0.02455653079474966, 0.26336126774549484, 0.7729684809843699]",0.9331002732117971
joy,"I wanted to go out to walk but I didn't know either where or with whom, suddenly an invitation appeared. ",joy,"[0.18938004993833601, 0.011621999670751393, 0.14282641117461026, 0.12121278730531533, 0.625413770476977, 0.15572621036941806, 0.03301618139569958]",0.625413770476977
fear,"Passing (by car) over a bridge where only one car could pass. There was a precipice on both sides, no protection grilles, and the bridge was completely muddled. ",fear,"[0.45489780604839325, 0.5365861157576243, 0.6969233254591624, 0.35298575709263486, 0.13819159707054496, 0.326866847773393, 0.2670227612058322]",0.6969233254591624
anger,When my chief accused me of an error that I hadn't made. ,anger,"[0.9181298315525055, 0.6981809139251709, 0.803125927845637, 0.5451047234237194, 0.016893240118709702, 0.5384389609098434, 0.8665263752142588]",0.9181298315525055
sadness,When I knew about my sister's in law finacial situation and what she was facing. ,fear,"[0.5333509594202042, 0.38456641510128975, 0.8239597678184509, 0.5175338126718998, 0.01885306656671067, 0.6759583304325739, 0.1730848141014576]",0.8239597678184509
disgust,To see damaged lettuce (with worms) in the icebox. ,disgust,"[0.7548460712035497, 0.9162896374861399, 0.8320726056893667, 0.7150262246529261, 0.030568719531099003, 0.7948832623660564, 0.760143886009852]",0.9162896374861399
shame,When a group of friends began to make critics about me. ,shame,"[0.6041416898369789, 0.542397583524386, 0.36608195553223294, 0.522995263338089, 0.004352139018010348, 0.3423780119046569, 0.6429365972677866]",0.6429365972677866
guilt,When I knew that my niece did a bad schoolar examination because I couldn't explain her the lesson. ,guilt,"[0.7234602967898051, 0.48157232254743576, 0.7408180981874466, 0.9181618889172872, 0.03522749524563551, 0.7568066716194153, 0.7459843655427297]",0.9181618889172872
joy,"I felt a great joy when I knew that my father was going to sell the apartment from GUARUSA, because in some way we were helded by it, that means that we didn't go to any other place, because we had the apartment. ",joy,"[0.0008121613645926118, 0.0013028599011401336, 0.0008563649219771227, 0.21768945325554037, 0.9446884592374166, 0.0017706122113546978, 0.0018765324105819066]",0.9446884592374166
fear,"The day that there was a black-out in the city, and I was in an exposition, I felt fear that something more serious was happening, like a revolution for example. ",fear,"[0.1285087006787459, 0.2364839481500288, 0.9729453722635905, 0.3251210500796636, 0.024093030030295875, 0.2518178348739942, 0.04756844105819861]",0.9729453722635905
anger,"I don't use to lie to my parets about what I do, and the two times that I felt anger were when they doubted me I said that I was going to the club, and they didn't believe me because the day before they had met me at FLIPERAMA. I had the wish to kill them. ",anger,"[0.9829704066117605, 0.765363390247027, 0.07336081246224542, 0.5200029778449485, 0.004995150346076116, 0.1660132704807135, 0.16031138773541898]",0.9829704066117605
sadness,I felt very sad when I saw the first list from the names of the people who entered at the University and my name wasn't there. ,sadness,"[0.0019950677912371853, 0.09430533022775005, 0.052640011184848845, 0.3988664572437604, 0.0027362145095442734, 0.9967532455921173, 0.4454068032403787]",0.9967532455921173
disgust,"I felt disgust about all my friends. After having done a great effort to organize an evening together, and didn't work out, they put the blame on me. After this, I feel disgust towards those that blame me. ",disgust,"[0.9957129955291748, 0.9971069594224294, 0.9954124192396799, 0.9831135869026184, 0.6857239703337351, 0.9039926181236903, 0.9935106337070465]",0.9971069594224294
shame,I feel ashamed every time that someone makes me a positive or negative critic. ,shame,"[0.14988453732803464, 0.7962031165758768, 0.7754917765657107, 0.9348420600096384, 0.0037446323743400476, 0.5987154568235079, 0.9835858047008514]",0.9835858047008514
guilt,Yesterday I broke my sister's raio. She hears it always when she has school examinations and now she has examinations. ,guilt,"[0.8605125248432159, 0.5842177718877792, 0.8340653479099274, 0.9664437572161356, 0.16444733630244932, 0.7624020576477051, 0.8314127127329508]",0.9664437572161356
joy,When I discovered that I and my friend would be licensed at the first call. This emotion was accompanied by a great relief. It was the coronation of a year of sacrifice and extrene discipline. ,joy,"[0.0006990310309144357, 0.0008529309707228094, 0.002854859587387182, 0.12174089035640161, 0.7994791815678278, 0.0007920328159040461, 0.0012142364381967734]",0.7994791815678278
fear,"The week before I entered to army, when we were being selected. During days I had to pass hours a day waiting for the answer, which at last was the worst. The fear of being convoked, of hearing the fated phrase, was constant. ",fear,"[0.2716478345294793, 0.5872060085336367, 0.9900328715642294, 0.489615465203921, 0.03286073277316367, 0.628979096810023, 0.21729272417724133]",0.9900328715642294
anger,"When I was misleaded by a person who assured that something would not occur, that I had no reason to prepccupy myself, and suddenly I saw myself implicated by the fact, because of the incompetence, and irresponsibility of that person. ",fear,"[0.9198340773582458, 0.8104896744092306, 0.9214272598425547, 0.9196441372235616, 0.022791988274548203, 0.7536110679308573, 0.9174101849397024]",0.9214272598425547
sadness,"When I didn't succeed to enter at the University, I felt that the college entrance course sistem prejudiced me, that my integrity, and effort weren't corresponded. ",anger,"[0.8962845702966055, 0.5646572435895602, 0.6017276421189308, 0.8759291668732961, 0.023608296517825995, 0.8527252723773321, 0.8360187311967214]",0.8962845702966055
disgust,When I had to plunge in a swamp of fetid and stagnant water. ,disgust,"[0.8701419234275818, 0.9864244063695272, 0.9767087697982788, 0.6871256281932195, 0.05146562612693136, 0.7823745682835579, 0.6020328377683958]",0.9864244063695272
shame,"When I accused unjustly a person of robbery, who proved me the contrary, almost caused a public fight. ",anger,"[0.9019883275032043, 0.6579821209112803, 0.5353990371028582, 0.8989991943041483, 0.023142213836157072, 0.2814788731435935, 0.6715917885303497]",0.9019883275032043
guilt,"When in the initial interview for the recruiting, I don't know why, I accepted to do the test for army. ",guilt,"[0.17057280987501144, 0.07730943880354364, 0.1649312029282252, 0.7460498958826065, 0.11375819270809491, 0.15386505549152693, 0.167111124843359]",0.7460498958826065
joy,I felt joy when I entered at the University. ,joy,"[0.0005943086774398884, 0.0005972431051001573, 0.000735400263996174, 0.016592916237035144, 0.9874384303887686, 0.0005441400038156038, 0.0007414149634617692]",0.9874384303887686
fear,"One day, when I realized that I was alone, I felt fear of loneliness. ",fear,"[0.00659169473995765, 0.23241293942555785, 0.983686645825704, 0.17943555023521185, 0.0026513009312717863, 0.5953990568717321, 0.036116820139189564]",0.983686645825704
anger,"I felt anger when I saw that I was being misleaded by my boyfriend, he went out with other girls. I felt anger for his falsity. ",anger,"[0.9970646500587463, 0.9089455107847849, 0.5738894734531641, 0.9054904778798422, 0.07237516910148163, 0.3108708197250962, 0.8153376976648966]",0.9970646500587463
sadness,"When my boyfriend was changing his behavior there was something wrong, I felt sad, because it's desagreable when a relationship is ending. ",sadness,"[0.014515582161645094, 0.29392475929732126, 0.35156376698675257, 0.7164815266927084, 0.003937477352640902, 0.9861612121264139, 0.6315321152408918]",0.9861612121264139
disgust,"I felt disgust when I realized that I had eaten something fatty, and vomited too much. ",disgust,"[0.7140350552896658, 0.9913453261057535, 0.48732452001422644, 0.9356697201728821, 0.0035255675077981627, 0.23001862068971, 0.98611052831014]",0.9913453261057535
shame,"When I realized that my bathing suit was spotted, I had became menstruated. ",fear,"[0.5265818002323309, 0.6118435673415661, 0.8308334449927012, 0.7939355373382568, 0.033303138140278556, 0.48942085976401967, 0.7265185564756393]",0.8308334449927012
guilt,When I robbed a loop in supermarket. ,guilt,"[0.5815869222084681, 0.36968468750516575, 0.3286479040980339, 0.8098597756276528, 0.19479591933001453, 0.11608393536880612, 0.36038866887489956]",0.8098597756276528
joy,"A meeting with the family and the friends I felt dear and loved, sharing the gladness of being together at a birthday. ",joy,"[0.00040775619466633845, 0.0003126654870963345, 0.0005067319531614581, 0.007660494971787557, 0.8587002282341322, 0.0003215133256162517, 0.0006368844139312083]",0.8587002282341322
fear,When I saw a horror film. ,fear,"[0.7077119052410126, 0.8959614932537079, 0.983381470044454, 0.5123098343610764, 0.08789427767624147, 0.6937522863348325, 0.3426760559280713]",0.983381470044454
anger,When my sister took something that belonged to me without my permission. ,guilt,"[0.9232042531172434, 0.6794404312968254, 0.719227651755015, 0.9502568046251932, 0.01077844898100011, 0.6899764429156979, 0.84238267938296]",0.9502568046251932
sadness,When I felt alone and without love. ,sadness,"[0.1781603015648822, 0.3110013750071327, 0.4855424836277962, 0.3151993863284588, 0.0038874711899552494, 0.9750917057196299, 0.22393151993552843]",0.9750917057196299
disgust,When I visited a creche. The conditions weren't too precarious but the children were in conditions of physical and emotional penury. ,sadness,"[0.42481300483147305, 0.48992109795411426, 0.5202662423253059, 0.6048978517452875, 0.0321058341069147, 0.7588650981585184, 0.3314351936181386]",0.7588650981585184
shame,When I fell down. ,guilt,"[0.5373229583104452, 0.5608518620332082, 0.8715543746948242, 0.9493223130702972, 0.027511445029328268, 0.8867259124914805, 0.919943779706955]",0.9493223130702972
guilt,I lost a conference because I hadn't got in touch with a certain person to inform her that I would go with her. I thought she knew what I wanted. ,guilt,"[0.6698119541009268, 0.35730961213509244, 0.5113856643438339, 0.9035273790359497, 0.019682978473914165, 0.7411956687768301, 0.7168237666289011]",0.9035273790359497
joy,After making an effort to enter at University I found a course and a school of higher education which were compatible with my experience and potentiality. ,joy,"[0.04042036862423023, 0.017279111392175157, 0.03582042486717304, 0.14310106146149337, 0.7716391682624817, 0.025694758476068575, 0.013033739213521281]",0.7716391682624817
fear,I had an important amount of money with me and felt fear of being assaulted. ,fear,"[0.00624747541345035, 0.16532902935675034, 0.9873191316922506, 0.6050790299971899, 0.0038184338288071253, 0.09273604520907004, 0.09810020821169019]",0.9873191316922506
anger,When I realized that the person I was courting hadn't been really by my side for a long time already. He had deceived me and I let him deceive me. ,guilt,"[0.8110116720199585, 0.6888458803296089, 0.8181604743003845, 0.9804501831531525, 0.06381714953264843, 0.7213899145523707, 0.9102167089780172]",0.9804501831531525
sadness,When I noticed that I do many things to the pregiudice of myself. ,guilt,"[0.34027017652988434, 0.5372598692774773, 0.5946307815611362, 0.9202543596426646, 0.09668771099920075, 0.28335564335187274, 0.7903746366500854]",0.9202543596426646
disgust,Seeing persons spending money in a shopping center with completely indifference to the misery reigning in our country. ,anger,"[0.8350743254025778, 0.8125122586886088, 0.7987059454123179, 0.560279798383514, 0.13104292606779686, 0.8068283746639887, 0.7198064823945364]",0.8350743254025778
shame,"I felt ashamed to be Brazilian and to live under a military dictatorship that despoiled the people, when during my military service. ",shame,"[0.6982212165991465, 0.9843727648258209, 0.6410471821824709, 0.9402616024017334, 0.0018369594520966832, 0.7175560196240743, 0.9927860498428345]",0.9927860498428345
guilt,Facing the possibility of having a child when it wasn't either desired or permitted. ,fear,"[0.7029528766870499, 0.6799795230229696, 0.9399032294750214, 0.7179507489005724, 0.059729299372217305, 0.7280047526583076, 0.4638637416064739]",0.9399032294750214
joy,I felt joy when I passed the worst phase in my life and discovered how many people considered me important to them. ,joy,"[0.0005993168209291374, 0.0006853928983521959, 0.0014495438857314487, 0.07358469166016827, 0.9750468730926514, 0.0005999298737151548, 0.0008270959127306318]",0.9750468730926514
fear,I felt fear some months ago of losing the person whom I loved when she said to me that she didn't love me. ,fear,"[0.0016862711151285719, 0.08410708260877679, 0.9481083949406942, 0.22820198411742845, 0.0008441932053149989, 0.31739786282802623, 0.07702859048731625]",0.9481083949406942
anger,"I felt much anger and perhaps I feel it till now, against my girlfriend's sister who incited her to betray me just when I needed her very much. She didn't think of anything, simply passed over everything. ",anger,"[0.9947520097096761, 0.872890238960584, 0.057399662832419075, 0.5048048120612899, 0.0011435615936837469, 0.22151151555590332, 0.404390717856586]",0.9947520097096761
sadness,When my dog died. ,sadness,"[0.8004233638445536, 0.7584074785312017, 0.9140946269035339, 0.7520640095074972, 0.024374487227760255, 0.9812055428822836, 0.6096917316317558]",0.9812055428822836
disgust,About my girlfriend's sister who is a viper as I discovered some time ago. ,disgust,"[0.9226288000742594, 0.9352566003799438, 0.8895731667677561, 0.6785050332546234, 0.014220409250507752, 0.2771240894993146, 0.5418602526187897]",0.9352566003799438
shame,I felt ashamed of feeling sorry about myself when I passed through the situation of being betrayed by my girlfriend. ,shame,"[0.0540619035406659, 0.7815351287523905, 0.22033320553600788, 0.7985289841890335, 0.002359404209225128, 0.8639437506596247, 0.9909176528453827]",0.9909176528453827
guilt,I felt guilt when I betrayed the person whom I loved. ,guilt,"[0.04725442943163216, 0.33023042355974513, 0.23927634768188, 0.9935742417971293, 0.007997669114653641, 0.6263050511479378, 0.9451644917329153]",0.9935742417971293
joy,I didn't like my former fob and felt joy when I received a telegram offering me a new one that I though better and for which I had been waiting. ,joy,"[0.0004349790688138455, 0.08867608469639283, 0.00047782905312487856, 0.05691404770671701, 0.9799525439739227, 0.0005095656088087708, 0.0010776316242602964]",0.9799525439739227
fear,"I was in a train where a fight occurred. One person who was there opened his handbag and took out a gun, another who fought too looked among his things for a weapon to fight. ",fear,"[0.8062577843666077, 0.4631458967924118, 0.8302323321501414, 0.6413515110810598, 0.18080338234237084, 0.22993350339432558, 0.24358694752057394]",0.8302323321501414
anger,Without the employer's knowledge and even without any communication their bank accounts were changed and their personal accounts closed. ,fear,"[0.6841820379098257, 0.4705740610758464, 0.7375225027402242, 0.5561312443266312, 0.04668462468544021, 0.37100040167570114, 0.6424268285433451]",0.7375225027402242
sadness,My brother wanted me to buy a flute with him but I didn't accept afterwards I regretted it because he became sad. ,guilt,"[0.32754428482924897, 0.40265778452157974, 0.3682187348604202, 0.9196026225884756, 0.012669531803112477, 0.8417039463917414, 0.6700985878705978]",0.9196026225884756
disgust,I felt disgust when I saw a dead animal on the roadway. ,disgust,"[0.7998364716768265, 0.995699276526769, 0.45000654784962535, 0.5985069399078687, 0.00626947504739898, 0.1937848157249391, 0.9875290195147196]",0.995699276526769
shame,I was in a bus with my school material when I fell and sat on the lap of another passenger. ,guilt,"[0.4291771166026592, 0.2997232985993226, 0.572480375568072, 0.8443131744861603, 0.14733537783225378, 0.4435675066585342, 0.560909990221262]",0.8443131744861603
guilt,"When I forgot to take out money for my mother. She asked me what she would do, because I had messed up her program for the following day. ",guilt,"[0.7732768555482229, 0.5363969107468923, 0.811268945535024, 0.9782658616701762, 0.024052302973965805, 0.7180716420213381, 0.9163874387741089]",0.9782658616701762
joy,The day that my boyfriend appeared at home with a pair of rings for our wedding. ,joy,"[0.09450194860498111, 0.03194077879500886, 0.28206344197193783, 0.20885547095288834, 0.8834291299184164, 0.03203787610012417, 0.08563653798773885]",0.8834291299184164
fear,"One day I was near home, kissing my boyfriend in a car when my mother appeared and asked me to go home, because she didn't know about the event. ",fear,"[0.6876102834939957, 0.4929849070807298, 0.8442738056182861, 0.8363842964172363, 0.048389692790806293, 0.5950076741476854, 0.6506883253653845]",0.8442738056182861
anger,"A ex-boyfriend tried to prejudice me before my fiancT and his family saying things about me that let his family worried. We had to postpone our wedding and we were already using our wedding rings. To be honest I didn't feel just anger, I felt hate. ",disgust,"[0.9818658729394277, 0.9891451299190521, 0.7223609586556753, 0.583684861039122, 0.01858088479881796, 0.18214605279111615, 0.6959421162803968]",0.9891451299190521
sadness,"The day that the results of the college entrance examinations for the S. Paulo University were published and I didn't find my name on the list. Entering this University was my greatest wish, and the fact of not having succeded caused a great frustration, and not only sadness. ",sadness,"[0.8094166219234467, 0.4018702603255709, 0.323915668297559, 0.6189037213722864, 0.04797871635916332, 0.8672054260969162, 0.333247646689415]",0.8672054260969162
disgust,"When I saw the film ""Memorie of Prison"" I saw a scene of masturbation of a man in the hold of a ship apart form fact that the film wasn't pleasant I had a leg of coconut candies in my hands. ",disgust,"[0.5043737354377905, 0.7990026076634725, 0.5077029839158058, 0.6264890531698862, 0.03254602127708495, 0.4764544467131297, 0.4578842669725418]",0.7990026076634725
