labels,text,feels_emo,prob_feels_emo,prob_max
sadness,When my girlfriend told me that she wanted to leave me. ,fear,"[0.90998286, 0.46396565, 0.9857736, 0.8146953, 0.008381103, 0.9845812, 0.6609529]",0.9857736
disgust,"On a trip I passed by a cellulose factory. It was a fine day, beautiful landscape I observed this factory with disgust. ",disgust,"[0.98705196, 0.9963463, 0.9326832, 0.78152144, 0.0027903572, 0.8894469, 0.9333294]",0.9963463
shame,"When I went to a sauna with my father for the first time (I was ). When I entered the sauna naked, I felt ashamed for a short time. ",fear,"[0.061394222, 0.958579, 0.99535865, 0.9833134, 0.0014624769, 0.85992396, 0.99532855]",0.99535865
guilt,"I came home from a discotheque at half past four in the morning, although I had promised my parents to come home at midnight. From a. m. I felt guilty towards my parents. ",guilt,"[0.4016758, 0.08126721, 0.94915587, 0.9973928, 0.0025388, 0.9760852, 0.976592]",0.9973928
joy,A friend I had missed very much came to see me unexpectedly. ,joy,"[0.06273764, 0.016189696, 0.7373247, 0.37384504, 0.96621376, 0.30104586, 0.34748274]",0.96621376
fear,On my way through lonely streets I met with a huge stray dog. It stopped at some distance and looked at me. I tried to ignore it but I was very frightened. ,fear,"[0.7684127, 0.2523014, 0.99821705, 0.6998928, 0.009942923, 0.830391, 0.50164783]",0.99821705
anger,"A friend of mine tried to persuade me to go at her place to act as a model because she felt too tired. It was a quarter of an hour before the appointed time, I had just lied down and did not want to go because it was too late anyway. She said that I only was talking about looking for work, but if it was possible I would not accept it. I was angry about this unjust judgment. ",anger,"[0.9642842, 0.13109976, 0.7941017, 0.50518423, 0.0008831919, 0.09724164, 0.15735878]",0.9642842
sadness,"After I had lived with my boyfriend in a foreign country for half a year, I saw that it was impossible for me to stay with him (for economic reasons). We separated although I loved him. ",sadness,"[0.73978364, 0.051838998, 0.9593412, 0.71867996, 0.090173826, 0.9790163, 0.31624243]",0.9790163
disgust,In a certain book I read about cruelties and violence in prison and souteneur circles I felt especially disgusted when I read detailed descriptions of physical and mental torture of less powerful people. ,disgust,"[0.98650914, 0.997054, 0.95123386, 0.7726723, 0.0009358266, 0.015630145, 0.95128345]",0.997054
shame,"When I talked to a psychotherapist for the first time, I started to cry first I talked to him but he did not say anything and after a while I was crying. ",sadness,"[0.4047926, 0.16115028, 0.9662089, 0.8213853, 0.005153816, 0.99096924, 0.6582401]",0.99096924
guilt,"I went shopping with my mother and sister ( years old). Mother always told my sister what she should buy. Instead of assisting my sister in defending herself against mother's interference, I just behaved aggressively towards my sister. ",anger,"[0.9899165, 0.59438545, 0.9551976, 0.5757748, 0.1499129, 0.7965697, 0.63890743]",0.9899165
joy,"When I worked as an ""au-pair-girl"" in London, I received a call from a good friend who told me that she was in London too and wanted to see me. I was very glad - after that call and especially when I saw her. ",joy,"[0.36465326, 0.0052412697, 0.46429387, 0.689505, 0.99729973, 0.005480774, 0.31731066]",0.99729973
fear,It was on St. Claus Day when I was five years old. St. Claus and his Devil Servant came to see me. St. Claus' Devil Servant rattled with his chain and bowled terribly. I was so frightened that my parents had to ask him to leave. ,fear,"[0.8934691, 0.8629808, 0.99829763, 0.7890488, 0.016122967, 0.89896864, 0.64937097]",0.99829763
anger,A friend called me and told me that she wanted to come and see me. She lived in a village at km distance fom my home town. Next morning I expected her but she didn't arrive. As I got impatient I called her but her parents told me that she had gone skiing. I was very angry because I had cancelled an appointment to be able to see her. ,anger,"[0.99449736, 0.6045584, 0.90080965, 0.3035659, 0.002395768, 0.121286996, 0.2388018]",0.99449736
sadness,When I was eight years old my father was run over by a car. When I saw his body I was sad beyond words. ,sadness,"[0.02257879, 0.015870737, 0.9398397, 0.9107686, 0.0009750253, 0.99825174, 0.21854512]",0.99825174
disgust,A friend prepared a soup with chicken heads and invited me to eat it. I saw the eyes staring at me and the tongues hanging out of the bills. I was so disgusted that I felt nausea and had to leave the room. ,disgust,"[0.57762676, 0.99769896, 0.976295, 0.21278793, 0.0006499072, 0.32174143, 0.5386353]",0.99769896
shame,"When I had to go to the gynecologist and to sit on that special chair, I felt ashamed. ",shame,"[0.094516344, 0.9906749, 0.9956442, 0.99555796, 0.00077702466, 0.97835916, 0.9977253]",0.9977253
guilt,"After a terrible quarrel with my family, I withdrew in my room. I felt guilty because I had caused this scene by my aggressive behavior. ",guilt,"[0.9834099, 0.79052824, 0.98454094, 0.99843055, 0.0009296131, 0.9747591, 0.9920421]",0.99843055
joy,I had the unexpected possibility to see a friend I like very much. ,joy,"[0.03010621, 0.0010332298, 0.3863558, 0.22059672, 0.9790446, 0.21518357, 0.085880496]",0.9790446
fear,I was afraid of a certain examination although I was relatively well prepared. ,fear,"[0.34987155, 0.103053816, 0.99942833, 0.6267, 0.0016159359, 0.5650291, 0.47000542]",0.99942833
anger,"At the hairdresser's, I got two stains of dyestuff on my new trousers. These stains are not removable, so I cannot put on the trousers again. ",sadness,"[0.92852277, 0.9025341, 0.93895847, 0.88379294, 0.002268726, 0.9601384, 0.8711099]",0.9601384
sadness,"In , my grandfather, to whom I had a very close relationship, died. ",sadness,"[0.7710245, 0.097946234, 0.9791389, 0.75778073, 0.015122375, 0.99228853, 0.3158367]",0.99228853
disgust,A drunken man forced me to kiss him. ,anger,"[0.9742147, 0.92552215, 0.72883946, 0.6576427, 0.02217217, 0.697164, 0.413779]",0.9742147
shame,A friend started to insult another person without reason and I felt ashamed of her behavior. ,shame,"[0.9265871, 0.92789996, 0.8744651, 0.9963696, 0.0010990001, 0.70210785, 0.99762565]",0.99762565
guilt,"I had to call somebody between and . As I had no possibility to call him at this time, I did not do it until p. m. ",fear,"[0.07241407, 0.014327546, 0.38335997, 0.18280743, 0.024751108, 0.08110674, 0.038423445]",0.38335997
joy,"After a one year's stay abroad, I returned home. I was even more glad to see how much my family was pleased to see me. ",joy,"[0.020372836, 0.0034019868, 0.82240516, 0.04393985, 0.9969272, 0.0026344839, 0.0065103425]",0.9969272
fear,"I went home all alone from a restaurant. It was dark, I went very fast. Behind me, there were some drunk men who shouted at me. By chance, I met some friends who accompanied me. ",fear,"[0.60733753, 0.01931082, 0.953295, 0.37726316, 0.001284349, 0.015272942, 0.6625753]",0.953295
anger,"A friend who shares the room with me, opened the window in the morning and left the room the whole day. When I came home in the evening, the room was so cold that I couldn't stay there. ",fear,"[0.41174382, 0.08942707, 0.640035, 0.14718217, 0.055438705, 0.43130744, 0.1562125]",0.640035
sadness,"When my aunt, whom I had loved very much, died. When I heard about her death, I was not as touched as at the funeral. I really became conscious of her death at that moment. ",sadness,"[0.17301331, 0.0062221, 0.6204527, 0.31722495, 0.017919274, 0.9874993, 0.16515332]",0.9874993
disgust,A friend told me how he managed to win the sympathy of as many people as possible. He said he first listened to what they said and then he tried to only say things they would like to hear. He would never express his own opinion. I felt really disgusted when he told that. ,disgust,"[0.98115337, 0.9957814, 0.79250085, 0.5437304, 0.00061889295, 0.6863525, 0.47118717]",0.9957814
shame,"In a restaurant, I made the acquaintance of a boy who always told the same things in a very loud voice. I laughed and said to him that he always repeated the same things. Some time later I heard that he had undergone a complicated brain operation. ",fear,"[0.4131393, 0.123112544, 0.95892686, 0.33987257, 0.32913142, 0.27179542, 0.23267518]",0.95892686
guilt,After closing the front door I realized that I had left the key inside the house. I felt even more guilty since it was not my own house but the house of people I hardly knew. ,guilt,"[0.3422545, 0.63907504, 0.9733647, 0.99789727, 0.00041709686, 0.96833324, 0.99082386]",0.99789727
joy,"On our way to France, my girlfriend and I went to Verona. By chance we met an Italian couple - they gave us two tickets for the dress-rehearsal of ""Aida"". It was a different world for us full of fascination. After the representation we ate a phantastic pizza in a restaurant near the ""Arena"". ",joy,"[0.11595187, 0.0019498827, 0.65871525, 0.09676015, 0.9591529, 0.049358048, 0.026053885]",0.9591529
fear,"On a mountain tour, my girlfriend and I passed by an inn. Near the house there was a big dog which began to follow us. As my girlfriend is afraid of dogs, I had to draw his attention to me. He jumped towards my shoulders and wanted to play with me but I really did not like that. ",fear,"[0.8751723, 0.9163304, 0.9973174, 0.7949756, 0.020088285, 0.7316156, 0.5159783]",0.9973174
anger,I arrived in Vienna in the middle of the night. I asked for some silly information - as I realized myself afterwards - and the inquiry clerk reacted in a very arrogant manner. ,anger,"[0.95121026, 0.6908743, 0.8022062, 0.9234165, 0.013261191, 0.8105454, 0.08372967]",0.95121026
sadness,I had to leave my girlfriend for weeks because of my studies. This happens frequently. The last hours before my departure are always very depressing. ,sadness,"[0.47595167, 0.25363857, 0.9562796, 0.97969544, 0.0012677558, 0.99855524, 0.6890502]",0.99855524
disgust,"When I stayed in the house of friends, I washed my face and wanted to dry it with a towel. This towel seemed to have been used over a long time already. It smelled indefinably awful. ",disgust,"[0.87189025, 0.98473376, 0.86223894, 0.64734805, 0.009557305, 0.89047146, 0.66859657]",0.98473376
shame,"A friend of mine has not very much money. Therefore, once I stayed with him and his girlfriend, I bought some meat, but nobody wanted to go and prepare it for dinner. My friend said ""I thought you wanted to invite us for dinner"". ""Of course"", I said, but I thought by myself that it must have been enough that I had bought it. ",fear,"[0.603767, 0.07682266, 0.87140787, 0.52532834, 0.057671722, 0.6281371, 0.22302291]",0.87140787
guilt,"It happened when I still went to school I got closer to a girl but I considered it only as an ""affair"". Only much later I realized how painful this must have been for the girl. ",fear,"[0.6267955, 0.2368684, 0.960812, 0.88642305, 0.0022788339, 0.949071, 0.7385341]",0.960812
joy,When I was informed that a short story I had written had been accepted for publication. ,joy,"[0.05072218, 0.011743537, 0.895554, 0.10712623, 0.9835743, 0.020657891, 0.020956898]",0.9835743
fear,Some friends and I were crossing a street when one of my friends was seized by a car and thrown aside. I had seen the car coming in our direction but I did not have enough time to react and prevent the accident. ,guilt,"[0.9087439, 0.716537, 0.8826044, 0.94550467, 0.004347678, 0.937206, 0.7097043]",0.94550467
anger,"I wanted to clear up a misunderstanding with a friend that I had caused. A third person meddled in our conversation, turned my efforts to ridicule so that I did not succeed in what I had intended. ",sadness,"[0.8823949, 0.5411713, 0.88075227, 0.43473879, 0.0030730888, 0.88833934, 0.7024524]",0.88833934
sadness,Death of my grandmother. ,sadness,"[0.77379835, 0.3567522, 0.9806182, 0.80532753, 0.002350539, 0.99239665, 0.44811746]",0.99239665
disgust,"In school I had difficulties mith mathematics. When I had to work for an examination, I really felt disgusted. ",disgust,"[0.95562935, 0.9946089, 0.98404515, 0.91602683, 0.0015343074, 0.71329445, 0.9841908]",0.9946089
shame,"I played in a stage play. Suddenly, in front of people, I could not remember the words I had to say. ",fear,"[0.82135874, 0.59534305, 0.9774095, 0.7205074, 0.09350436, 0.84465814, 0.8984056]",0.9774095
guilt,One night I did not come home without telling my parents and I did not want to speak about it afterwards. My mother cried. I had a bad conscience and felt guilty. ,guilt,"[0.673588, 0.7044568, 0.9791612, 0.9977984, 0.023739023, 0.99422497, 0.9862375]",0.9977984
joy,After weeks I saw my girlfriend again. ,joy,"[0.2883285, 0.030083625, 0.93308896, 0.73127455, 0.96528536, 0.22104134, 0.13466425]",0.96528536
fear,"One evening, in the tramway, I was afraid of two drunk men molesting my girlfriend and me. ",fear,"[0.8615646, 0.92606765, 0.9991536, 0.8971819, 0.001028601, 0.869847, 0.8511876]",0.9991536
anger,"I went singing with a group of young people on January th (The three Magi), a local custom called ""star singing"". One of the girls, my girlfriend, broke the star. Being the accompanying person, I felt very angry thinking of the consequences. ",anger,"[0.99631315, 0.93576026, 0.790523, 0.7729459, 0.0013427044, 0.012610359, 0.48239228]",0.99631315
sadness,"When the grandmother of my friend died in a hospital. My friend was crying and I was sad, too. ",sadness,"[0.26008123, 0.059191223, 0.8209001, 0.52658737, 0.012172188, 0.99795544, 0.64722]",0.99795544
disgust,I saw a physically handicapped young man whose spittle ran out of his mouth while speaking. ,fear,"[0.95265085, 0.92608035, 0.9799947, 0.6126521, 0.08591063, 0.91226196, 0.6466601]",0.9799947
shame,"It was in a group situation suddenly it was my turn to say something, but I felt that I was not able to express myself very well - I felt ashamed and blushed. ",shame,"[0.121495634, 0.94825107, 0.9929559, 0.9882345, 0.00069442095, 0.8866651, 0.998042]",0.998042
guilt,My girlfriend's results in school had become worse because I prevented her from learning (we often went out etc. ). ,guilt,"[0.94638306, 0.5616824, 0.8802824, 0.989654, 0.27962554, 0.9431757, 0.8273363]",0.989654
joy,"I went shopping with my parents - my father payed everything for me, I was very glad. ",joy,"[0.0049098018, 0.0008008239, 0.90276474, 0.040991105, 0.9978157, 0.0018339464, 0.0069117765]",0.9978157
fear,"When I was a child, I heard the floor cracking and I thought there was a burglar in our house I hid under the blanket and trembled. ",fear,"[0.80778855, 0.094712935, 0.9984357, 0.67655736, 0.0020905707, 0.8318066, 0.6930018]",0.9984357
anger,"During a lecture, a colleague who did not know anything about the subject, got on my nerves asking silly questions. ",anger,"[0.97781587, 0.16678959, 0.57741195, 0.09587204, 0.057987697, 0.5472761, 0.06738324]",0.97781587
sadness,When my grandfathers died and I realized how much I would miss them. ,sadness,"[0.122693606, 0.010506135, 0.9685817, 0.58231735, 0.0023069945, 0.9954743, 0.20616424]",0.9954743
disgust,"During a football game, another player who was perspiring very strongly ran into me. ",fear,"[0.8060573, 0.33883607, 0.89189243, 0.2951614, 0.26019213, 0.6470044, 0.14833032]",0.89189243
shame,"I tried to pass an examination particularly well, but I did it worse than ever. I felt ashamed. ",shame,"[0.24723572, 0.9764415, 0.9762363, 0.9949092, 0.00054594077, 0.99163556, 0.99818724]",0.99818724
guilt,"During the military service, I lost a part of an equipment I accused another person and he was rebuked and punished. ",fear,"[0.7978833, 0.30110207, 0.9222645, 0.74796855, 0.03336372, 0.81509024, 0.55409175]",0.9222645
joy,"At a choral concert I appeared as a solist. The concert was very good, I forgot all the hard work that had been done before. There remained only an undescribable joy and a feeling of warmth, security etc. ",joy,"[0.02930857, 0.0023477026, 0.5701941, 0.018696338, 0.9963322, 0.0022134928, 0.0033739463]",0.9963322
fear,"I am a ""cantor"" - I sing psalms in church. Several weeks ago I had to sing too, but the organist did not tell me in time. As I did not know the psalm, I was afraid and said that I could not sing. ",fear,"[0.6456904, 0.099811375, 0.99874544, 0.60696393, 0.00093522895, 0.8561269, 0.46337298]",0.99874544
anger,"During the Christmas holdidays I wanted to invite my brother, his girlfriend and their child for dinner. When I said to my brother's girlfriend that I would like them to come at my place for dinner, she refused and never mentioned it again as if I had never asked her. ",sadness,"[0.91812855, 0.7642685, 0.9226961, 0.34219182, 0.03923892, 0.9555813, 0.70475256]",0.9555813
sadness,"Several years ago my brother died in an accident. When I heard about it, I was very sad. It took years until I resigned myself to it. ",sadness,"[0.029332519, 0.018289082, 0.80399096, 0.39906475, 0.0013951032, 0.9976701, 0.10052343]",0.9976701
disgust,"I read a book about the situation in South-Africa, about the terrible violations of human rights. I was disgusted with the white population. ",anger,"[0.99611205, 0.99354595, 0.93320304, 0.7038703, 0.00083029625, 0.1454634, 0.9839733]",0.99611205
shame,"My P. T. instructor also works as a masseur. He wanted to massage me, therefore I had to undress. For the first few times this was not easy for me I got gradually used to it. ",fear,"[0.5041208, 0.17603868, 0.99502194, 0.4134069, 0.14215705, 0.7066502, 0.9084605]",0.99502194
guilt,"Some time ago I took the driving test. I did answer the theoretical questions very well, but I failed the practical driving test. It was my fault because I had not enough practice. ",guilt,"[0.65667456, 0.29670107, 0.88178355, 0.9071319, 0.052668583, 0.8802181, 0.5397686]",0.9071319
joy,When my brother came back home after staying in hospital. He had undergone an operation which had been a matter of life or death. When he came home I could see him smile for the first time after may weeks. ,joy,"[0.055777695, 0.015427826, 0.83058953, 0.43779552, 0.98047477, 0.06945778, 0.13890994]",0.98047477
fear,After a short stay in Marocco we missed the ferry-boat back to Spain and we had to look for an accomodation. By chance we met a man who offered to take us to a camping site. While I was sitting in his car I was terribly afraid because I had heard of people being robbed in Marocco. ,fear,"[0.6125439, 0.38419914, 0.99814034, 0.7339396, 0.004039424, 0.70310307, 0.62491673]",0.99814034
anger,"After an exhausting day I came home and wanted to take a bath to relax. My father wanted to take a bath first and when he had finished after an hour, there was no hot water left for me. ",sadness,"[0.95853233, 0.41932333, 0.8841657, 0.89933306, 0.043770794, 0.9769404, 0.65349275]",0.9769404
sadness,I met some nice people during my holdidays. When they left I knew that I would never see them again. ,sadness,"[0.49810657, 0.0068303146, 0.94583, 0.73332167, 0.18478115, 0.98562074, 0.13699116]",0.98562074
disgust,"A drunk man attacked his wife and wanted to humiliate her by insulting her. Then he turned violent and started to beat her in front of her child. She left it happen without saying a word in order not to make things worse. I watched the scene and tried to calm the man, but without success. Just because he was stronger we had to comply. From that day I detested him. ",disgust,"[0.98003125, 0.99448204, 0.9148425, 0.41180015, 0.020031517, 0.8450529, 0.7484773]",0.99448204
shame,"For a medical check-up, we - boys and girls - had to take off our clothes with the exception of our underwear. Then we had to go into another classroom where older pupils were sitting and staring at us. ",fear,"[0.8233544, 0.7592851, 0.9420419, 0.83086914, 0.13164037, 0.86414206, 0.89111567]",0.9420419
guilt,"I allowed my little brother to clean the bathroom in his own way. My mother came and saw the floor overflowed with water, slapped my brother in the face and told him to go to bed immediately. ",anger,"[0.9869871, 0.9306633, 0.9466004, 0.96917176, 0.026858255, 0.7178137, 0.8370681]",0.9869871
joy,One day I did not feel very well and I wanted to talk to somebody. A friend invited me for dinner and I was very glad. ,joy,"[0.09167612, 0.0061040507, 0.8506193, 0.5128238, 0.97112906, 0.57683593, 0.21496923]",0.97112906
fear,"I was driving my car and it was very misty. It was in the night and I was alone in my car. I felt totally insecure, nervous and overstrained. ",fear,"[0.49770406, 0.44492346, 0.99858165, 0.7871804, 0.00057938724, 0.8057725, 0.8445424]",0.99858165
anger,My mother treated me unjustly as if I was a little child. I said mean things. I was unable to defend myself adequately. ,anger,"[0.98998207, 0.69239616, 0.92661494, 0.8416878, 0.041698605, 0.70915914, 0.86789423]",0.98998207
sadness,When my uncle died whom I had loved very much. I was very sad and I felt totally helpless. ,sadness,"[0.025310522, 0.007303099, 0.9719595, 0.93016875, 0.0013091274, 0.998871, 0.37918484]",0.998871
disgust,"I watched the news at the TV, it was a commentary about ""Hainburg"". I felt disgusted when I heard members of the union speak about the situation. ",disgust,"[0.98783827, 0.9966413, 0.8863915, 0.62533915, 0.0010380162, 0.02154992, 0.9786766]",0.9966413
shame,I took the tram without paying. There were many people around me when I was caught by a controller. I felt ashamed but also angry. ,shame,"[0.9939235, 0.9207207, 0.919205, 0.9977642, 0.00041100231, 0.20535195, 0.9980849]",0.9980849
guilt,"I behaved in a nasty manner towards a friend, I said things which I could have said in a more friendly way. After that I felt guilty. ",guilt,"[0.9091777, 0.69881314, 0.9176138, 0.9982255, 0.0032019585, 0.8167545, 0.98324746]",0.9982255
joy,A friend of mine often had difficulties with her parents. Once she had a child she had a better relationship with them. ,fear,"[0.32697073, 0.032970794, 0.9380532, 0.064569674, 0.12637587, 0.05093531, 0.059239324]",0.9380532
fear,"Once our school class went skiing. On a steep slope a boy standing behind me lost his balance, fell down and drew me with him. I slided down the whole slope. At about m distance from a tree I could stop. ",fear,"[0.85843986, 0.6029321, 0.90870774, 0.6926795, 0.21010084, 0.90830517, 0.63859636]",0.90870774
anger,It happened in a tram some older people started to grumble about the young people just because I had not immediately left my seat to them. ,fear,"[0.87154996, 0.49688008, 0.8873323, 0.70116025, 0.0060510947, 0.68550223, 0.4672197]",0.8873323
sadness,"When I was younger I was very good in apparatus gymnastics. I always won in competitions, but once I was only at the fourth place. ",joy,"[0.57168597, 0.066446215, 0.62140214, 0.48168224, 0.84325373, 0.5834747, 0.12760788]",0.84325373
disgust,A friend was assaulted by a young man on her way home. ,sadness,"[0.8891629, 0.7496691, 0.61273885, 0.4065056, 0.0022165913, 0.94250846, 0.70437527]",0.94250846
shame,Some men were talking about me and my sister. ,fear,"[0.9357152, 0.8455719, 0.97800964, 0.90131384, 0.18408622, 0.83031774, 0.97584015]",0.97800964
guilt,During my holidays I had a boyfriend who turned away from me outwardly. Therefore I danced with another man and raised certain hopes in him. After a while I had to explain to him the circumstances ,fear,"[0.32494095, 0.05267633, 0.9582151, 0.77920026, 0.16041975, 0.75597155, 0.34335965]",0.9582151
joy,I received a letter and a Christmas present from a person I had not seen for two years. ,joy,"[0.1008845, 0.0060142083, 0.57364964, 0.4739056, 0.9313933, 0.4629165, 0.08304998]",0.9313933
fear,I was at home alone and my mother had asked me to heat the house. I put too much fuel into the stove. It began to glow and there was a noise in the whole house as if it was going to explode. ,fear,"[0.95205826, 0.8572925, 0.9744032, 0.95739216, 0.1418016, 0.8884171, 0.8843588]",0.9744032
anger,At the end of my holiday job I got less money than was due to me and nobody mentioned anything about that. ,sadness,"[0.9655776, 0.8636809, 0.8280381, 0.8577813, 0.009068512, 0.97176266, 0.7418372]",0.97176266
sadness,"My little cat which I had raised all by myself, hanged itself when playing in the garden. ",sadness,"[0.9762798, 0.9408483, 0.98245496, 0.9714517, 0.002976934, 0.9974796, 0.9271173]",0.9974796
disgust,At school a classmate who was a very good pupil had to help another boy who performed less well. He told him on purpose the wrong things so that he had to repeat a year. ,fear,"[0.17796525, 0.03527632, 0.7956406, 0.06740969, 0.0024027354, 0.03299337, 0.009454688]",0.7956406
shame,When I was a child I played my mother a nasty trick to make her feel hurt. ,guilt,"[0.95744485, 0.73965484, 0.9217043, 0.9756579, 0.0010202709, 0.6598587, 0.8880247]",0.9756579
guilt,I had promised my friend to take her to an important appontment but I was late. So she missed the opportunity to get a wellpayed holiday job. ,guilt,"[0.9035388, 0.77493215, 0.8630551, 0.9650756, 0.004368262, 0.9505577, 0.84638166]",0.9650756
joy,"I have a boyfriend and I am very fond of him. When we had our ""-months jubilee"", I had forgotten it. But he gave me a red rose. ",joy,"[0.027130924, 0.001049709, 0.72019064, 0.6993155, 0.9922708, 0.27875006, 0.10257035]",0.9922708
fear,When I was a child I was afraid of big dogs. One day when I came home a big dog was laying in front of our door. I was so frightened that I did not dare to enter the door and I waited until somebody passed by. ,fear,"[0.67882043, 0.30943054, 0.9983713, 0.7610133, 0.0020315698, 0.95603263, 0.5940391]",0.9983713
anger,I share my small flat with my friend. On her birthday we could not see each other until evening because we had to stay at the University all day. In the evening I left a lecture before it finished to be able to buy flowers for her. When I was at home she called me to tell me that she would stay the night with her boyfriend. ,fear,"[0.64710534, 0.3264402, 0.9433553, 0.7695726, 0.37664494, 0.8828697, 0.6251138]",0.9433553
sadness,"When I was a child I had a grass-parakeet I liked very much. His legs were crippled so that he could not move very fast. Once I came into the room, did not notice him and stepped on him. A few days later he died. ",sadness,"[0.8910196, 0.635939, 0.8996916, 0.9322507, 0.058804013, 0.9881368, 0.7872247]",0.9881368
disgust,When I was younger I often saw my father come home drunk (he had big problems at that time). Once he woke me up in the middle of the night and shouted at me. ,anger,"[0.99238867, 0.72792715, 0.9458793, 0.9171002, 0.06459789, 0.94248927, 0.47568193]",0.99238867
shame,"At school I was bad in mathematics. Although my teacher had admonished me to do my homework, one day I had forgotten to do it. When my teacher noticed it, I blushed and was ashamed to be rebuked in front of the other pupils. ",shame,"[0.8545856, 0.9762106, 0.9971825, 0.9960931, 0.0013859511, 0.9761376, 0.9977005]",0.9977005
guilt,When I was a child I often quarrelled with my younger sister. Once I became so angry that I slapped her in the face. She cried and shouted so that my mother came in and scolded me. ,anger,"[0.9976913, 0.81960684, 0.9128147, 0.949725, 0.011022883, 0.79670393, 0.8514898]",0.9976913
joy,After a weekend at a seminar I saw my husband again. I hurried home hoping he would be there. We embraced - I enjoyed feeling his body. ,joy,"[0.01241396, 0.001702109, 0.8556695, 0.1259369, 0.99642295, 0.003381388, 0.041231018]",0.99642295
fear,"One evening I stayed at home all alone. As we lived on the ground floor, I was often afraid of burglers. ",fear,"[0.7820043, 0.19859606, 0.99904746, 0.7723762, 0.03660386, 0.89226633, 0.70630217]",0.99904746
anger,"One day, when riding on a bicycle path, a car coming from the opposite direction forced me to get off my bike although I had the priority. ",anger,"[0.9758513, 0.86363274, 0.84309, 0.86940575, 0.0148391, 0.96922934, 0.7367728]",0.9758513
sadness,My father died unexpectedly at the age of years. He certainly would have liked to live longer. I was also said because I was confronted with the fact that I would die one day too. ,sadness,"[0.780944, 0.24126916, 0.9884686, 0.7301562, 0.004233652, 0.99347633, 0.22883333]",0.99347633
disgust,"One day, when I was twelve years old, my brother took some slimy substance swimming on the surface of a pot of vinegar made of cider and threatened to throw it at me. ",anger,"[0.9866758, 0.9324474, 0.97390014, 0.9335331, 0.02481493, 0.92401886, 0.83390385]",0.9866758
shame,When I was ten years old a classmate laughed at me because I had told him that my father had retired. ,fear,"[0.9014851, 0.45607504, 0.97297984, 0.74488014, 0.036085397, 0.57436466, 0.84322107]",0.97297984
guilt,I felt guilty because I had not accomplished a thing as well as I had wanted to. ,guilt,"[0.08325633, 0.07137563, 0.92682034, 0.99827504, 0.00066210615, 0.877278, 0.977076]",0.99827504
joy,A party with friends on New Year's Eve. ,joy,"[0.1075461, 0.004626735, 0.676531, 0.1200396, 0.9868111, 0.0024339745, 0.06860939]",0.9868111
fear,When I was hitch-hiking and I went with a man who drived like a madman. ,anger,"[0.9741582, 0.8852326, 0.7829091, 0.7020567, 0.12893505, 0.6976984, 0.2921206]",0.9741582
anger,"I was in ""Hainburg"" in December and I was angry about the politicians and the police. ",anger,"[0.99774384, 0.9226257, 0.75419015, 0.13429165, 0.00068199215, 0.0018282474, 0.099339336]",0.99774384
sadness,I met again a very good friend after a year and realized that there had grown a certain distance between us. ,sadness,"[0.28928778, 0.059824955, 0.8260025, 0.54518163, 0.005803913, 0.84449035, 0.27578667]",0.84449035
disgust,When I listened to a conversation of friends talking about the power of money. ,fear,"[0.47683406, 0.23310517, 0.8120781, 0.20979598, 0.040191133, 0.19150768, 0.09968802]",0.8120781
sadness,When my grandmother died - at her funeral. ,sadness,"[0.65040344, 0.20043576, 0.96889293, 0.76561385, 0.02982339, 0.99451196, 0.38693097]",0.99451196
disgust,I read about a monk who had been murdered and put into a barrel which was filled with blood of pigs. ,sadness,"[0.9359666, 0.92754567, 0.919908, 0.31189063, 0.004198074, 0.94358623, 0.5922511]",0.94358623
shame,"I went for a walk with a very close friend we were talking about our problems, I told her lies. ",fear,"[0.5824511, 0.26163366, 0.97093326, 0.92970145, 0.0024790564, 0.95530915, 0.91562265]",0.97093326
guilt,I had to tell a collegue the time for an appointment with another collegue. I told her the wrong time - it was obviously my fault. ,guilt,"[0.7366881, 0.44482583, 0.72948694, 0.98795974, 0.042564683, 0.708312, 0.81413835]",0.98795974
joy,"I went to buy a bicycle with my father. When I wanted to pay, my father took his purse and payed. ",fear,"[0.92331, 0.63813233, 0.9631411, 0.91095585, 0.43545946, 0.89250004, 0.87882227]",0.9631411
fear,"My mother had fallen down from a ladder when she had been gathering cherries. Her back was hurt. Just when I arrived, I saw people of the life-saving service giving her medical care. ",sadness,"[0.7443288, 0.17220797, 0.75081813, 0.79031616, 0.18683763, 0.94204825, 0.44360808]",0.94204825
anger,"I was waiting behind a car which was going to leave the parking place, because I wanted to park my car there. Because of uncoming traffic I had to wait for a short time - another driver placed his car on the place. ",sadness,"[0.5113752, 0.11942156, 0.35860762, 0.19025342, 0.09407618, 0.6259734, 0.10812959]",0.6259734
sadness,My partner left me after we had been together for a long time. ,sadness,"[0.9721396, 0.81189585, 0.9279237, 0.87088406, 0.0035256844, 0.9945201, 0.8237903]",0.9945201
disgust,"At a discussion a friend took a ""faschistic view"", what I had not expected. ",fear,"[0.8703502, 0.6925392, 0.98389554, 0.79334515, 0.015492057, 0.5357729, 0.54860306]",0.98389554
shame,"At a weekend's seminar my trousers suddenly burst, therefore I was prevented from participating in several activities. ",fear,"[0.8546972, 0.5692894, 0.9599113, 0.7262777, 0.024422374, 0.949611, 0.79096955]",0.9599113
