labels,text,feels_emo,prob_feels_emo,prob_max
sadness,When my ex-girlfriend and I discovered that there was a certain risk of her being pregnant. ,fear,"[0.934364, 0.7988671, 0.98670447, 0.9475983, 0.006337393, 0.9083481, 0.87507766]",0.98670447
disgust,When I was about to clean the draining board and saw it looked underneath the sink (I live in a students hostel). ,fear,"[0.9428234, 0.8736833, 0.9691645, 0.9663738, 0.04399113, 0.92487013, 0.9588241]",0.9691645
shame,When my mother caught me masturbating. ,fear,"[0.9464716, 0.93822545, 0.97751606, 0.97586095, 0.005868598, 0.9112555, 0.964657]",0.97751606
guilt,"As the only person in my family into academics, I ought to have looked after my younger (and only) sister better, with respect to her education and life experiences. ",guilt,"[0.9849991, 0.9299393, 0.86402154, 0.99582064, 0.0051927217, 0.9757924, 0.98666984]",0.99582064
joy,When my older sister told us that she was thinking of joining the rest of the family for the winter sports holiday. ,guilt,"[0.62317747, 0.24361426, 0.6395428, 0.8933753, 0.2573918, 0.80136585, 0.77624226]",0.8933753
fear,Slept in a chapel and in the middle of the night I realized that there was someeone else in the chapel. I never discovered who it was and why he was there. ,sadness,"[0.8924962, 0.88779086, 0.9053477, 0.8915091, 0.0056223846, 0.9488722, 0.891484]",0.9488722
anger,"When we were in high school a few guys sometimes provoked a friend of mine. They called her a pig and then grunted. This irritated most of the girls. Once, one of the girls got angry at my friend and said something nasty and this made me terribly angry. ",anger,"[0.996024, 0.94535536, 0.71507484, 0.8426441, 0.0041492376, 0.14886342, 0.7493763]",0.996024
sadness,I talked to my boyfriend on the phone when I was in high spirits and had a lot to tell him. I had been looking forward to this conversation and he did not listen to me to the extent that I had anticipated. ,joy,"[0.014254457, 0.009760634, 0.24687211, 0.88941056, 0.9916113, 0.0020335393, 0.3089942]",0.9916113
disgust,A mother who shouts at her child for nothing. ,anger,"[0.9871453, 0.6707744, 0.7798509, 0.65063167, 0.005310719, 0.11315659, 0.7109597]",0.9871453
shame,"When I complained to my mother about how untidy the kitchen loooked, she boxed my ears ( this had never happened before). ",fear,"[0.988863, 0.9841892, 0.9919659, 0.92171204, 0.016995823, 0.8057603, 0.97102857]",0.9919659
guilt,"As I could not be home before midnight I called home at . and asked them to leave the door open so that I could get in. I actually woke up the whole family by calling them so late. My mother could not go back to sleep, besides she had a conference the next day and really needed to sleep. ",guilt,"[0.8515257, 0.69988877, 0.9548015, 0.97324795, 0.10894201, 0.8186592, 0.9466048]",0.97324795
joy,When I got through the first day here at the department. ,guilt,"[0.053985734, 0.08269423, 0.8242118, 0.83463746, 0.21937454, 0.43946394, 0.5343181]",0.83463746
fear,When I was cycling past a parked car someone opened the door and nearly pushed me off my bike and into the traffic. ,anger,"[0.84483767, 0.538943, 0.6867441, 0.1578838, 0.007450097, 0.47805658, 0.3753713]",0.84483767
anger,When my boyfriend sat up half the night playing computer games with a friend. ,anger,"[0.96737504, 0.9016808, 0.56062293, 0.9409173, 0.0388295, 0.91438615, 0.95120496]",0.96737504
sadness,When I had to leave my mother and my sister after a week's visit. ,guilt,"[0.946471, 0.85682744, 0.9618011, 0.9694242, 0.0044977986, 0.944272, 0.9520737]",0.9694242
disgust,When I saw a big spider from very close. ,fear,"[0.87027603, 0.9088623, 0.9891059, 0.9247439, 0.10873377, 0.82693434, 0.901788]",0.9891059
shame,When I asked a friend to return the money that I had loaned her and then remembered that she had repayed me in several ways. ,guilt,"[0.7137477, 0.19984804, 0.66965747, 0.77089995, 0.009333329, 0.44224134, 0.39977872]",0.77089995
guilt,When one of my parents insinuates something about the other (they are divorced). ,anger,"[0.86491764, 0.51833993, 0.41313162, 0.42794928, 0.013506635, 0.5158492, 0.64479214]",0.86491764
joy,When i was asked to be a child's godmother. ,guilt,"[0.69493383, 0.086433284, 0.8053162, 0.82649416, 0.47630706, 0.63623786, 0.49888632]",0.82649416
fear,On the way down a ski slope which was difficult and steep. ,fear,"[0.42693672, 0.45286754, 0.85315245, 0.7729119, 0.009221361, 0.55934656, 0.72492903]",0.85315245
anger,When my mother interfered in my life. ,guilt,"[0.97327155, 0.90834844, 0.9533521, 0.98072296, 0.0023191406, 0.9437617, 0.9715334]",0.98072296
sadness,When I was left alone one week-end without being prepared for it. ,fear,"[0.95713305, 0.8389244, 0.9826393, 0.9686811, 0.0072464417, 0.924673, 0.9542607]",0.9826393
disgust,The first time that I saw a surgeon cut off a leg and put it in a black rubbish bag. ,disgust,"[0.9558739, 0.9587789, 0.81754184, 0.8575879, 0.043638863, 0.9293745, 0.9156848]",0.9587789
shame,When I forgot about a meeting at work. ,guilt,"[0.9513696, 0.75666517, 0.88335466, 0.9862845, 0.014184408, 0.9112862, 0.97464037]",0.9862845
guilt,When I demand too much from my friends. ,guilt,"[0.9662938, 0.6300449, 0.90616465, 0.971142, 0.009345761, 0.699737, 0.9096544]",0.971142
joy,When my husband suddenly came to see me at my new job and brought some flowers and cake with him. ,joy,"[0.17168042, 0.07152562, 0.7978638, 0.83552927, 0.9127844, 0.40914756, 0.31965458]",0.9127844
fear,When I was nearly attackad by a man who had been chasing me. ,anger,"[0.9780342, 0.9265323, 0.965203, 0.96359974, 0.0058794827, 0.9448964, 0.9664165]",0.9780342
anger,"When my father asked me if I was a communist, at the same time he made it clear that I should no longer see myself as his daughter. ",shame,"[0.9573159, 0.8814801, 0.9624143, 0.96408284, 0.05097481, 0.90339994, 0.9670009]",0.9670009
sadness,"When I applied for a job which I thought I had a good chance of getting, I was not even granted an interview and did not get the job. ",fear,"[0.8994041, 0.787471, 0.9263698, 0.76240045, 0.006003977, 0.90205467, 0.7677021]",0.9263698
disgust,T. V features showing the violation of defenceless people. ,anger,"[0.9373741, 0.9363496, 0.9164366, 0.70506436, 0.007671368, 0.6806319, 0.83846796]",0.9373741
shame,When I as a child of or I was playing doctor with the neighbours boys their mother caught us. ,shame,"[0.83855635, 0.7367919, 0.8787581, 0.9684171, 0.09727716, 0.84844875, 0.9685516]",0.9685516
guilt,When my husband talked about the restrictions he will have to accept in his life to make our marriage work. I felt that it was directed at me as it was me who had demanded the changes. We were with a marriage counsellor then. ,guilt,"[0.9907211, 0.89847296, 0.9796491, 0.9925954, 0.0038356779, 0.8238037, 0.96253896]",0.9925954
joy,When we were able to afford a new sofa - a leather one which cost SEK . I had waited for it for - years. ,joy,"[0.07388255, 0.012746232, 0.7735562, 0.30278924, 0.8594015, 0.033753064, 0.103524424]",0.8594015
fear,Vertigo - standing on a ladder and painting the house. ,fear,"[0.4118108, 0.21005514, 0.84687, 0.8368255, 0.15166819, 0.30790463, 0.4876547]",0.84687
anger,When my boss enrolled in a course to satisfy his own ends - to trample on his associates. I have the misfortune to have one of my superiors in my course. ,anger,"[0.96572465, 0.9221018, 0.84646, 0.8702576, 0.0052809, 0.82903665, 0.9058877]",0.96572465
sadness,When I argue with my mother about the way she treats her two children differently. ,anger,"[0.9932162, 0.6973126, 0.8979238, 0.9772873, 0.0069493833, 0.71162015, 0.9399784]",0.9932162
disgust,Spit and vomit. ,disgust,"[0.996748, 0.9984724, 0.99541914, 0.98822856, 0.0015608177, 0.64894927, 0.9925195]",0.9984724
shame,Spots on the seat covers of my husband's car. ,guilt,"[0.9549958, 0.9397132, 0.96484816, 0.9827601, 0.13308467, 0.94298553, 0.97049123]",0.9827601
guilt,Not speaking to my sister-in-law due to lack of interest in a relationship on my side. ,anger,"[0.98135066, 0.9311536, 0.97217, 0.88161397, 0.008696352, 0.8927143, 0.9463726]",0.98135066
joy,"When I recently managed to get my first consulting assignment ""myself"" i. e on my own initiative. ",fear,"[0.069932215, 0.014954867, 0.54131943, 0.1287984, 0.44344622, 0.10358813, 0.04105855]",0.54131943
fear,I was within a hair's breadth of knocking down a drunkard who suddenly ran into the street. The fear came later when I realized what could have happened. ,fear,"[0.7338792, 0.83301604, 0.9956691, 0.979675, 0.0042171977, 0.8441116, 0.97372264]",0.9956691
anger,"When my friend, as usual, forgot the tickets at home for a performance. We missed it. ",sadness,"[0.8916257, 0.8001129, 0.80014706, 0.92409796, 0.010221483, 0.9341343, 0.8899021]",0.9341343
sadness,"The elections of and . The thought of what a social democrat and communist majority could achieve, especially ""worker share"" funds and its extension. ",guilt,"[0.33478898, 0.038348906, 0.6552069, 0.6575215, 0.22548291, 0.37939766, 0.14935346]",0.6575215
disgust,"A study visit to a chicken factory the butchery, the smell, the environment and the noise. ",disgust,"[0.35466433, 0.74236387, 0.66699487, 0.4823161, 0.024570435, 0.30158663, 0.5167994]",0.74236387
shame,Confession to my parents about my involvement in a moped theft. ,guilt,"[0.9095343, 0.8649444, 0.857514, 0.9939884, 0.009047228, 0.9362572, 0.9831813]",0.9939884
guilt,"[ No answer as I see very little difference between shame and guilt. Therefore see answer for ""shame"". ] ",shame,"[0.5264268, 0.8509275, 0.7108418, 0.64677876, 0.0041954806, 0.67599964, 0.9292229]",0.9292229
joy,When I was appointed to position of trust in a group set up to change the working environment. ,fear,"[0.10714757, 0.019363739, 0.7592192, 0.3967015, 0.13582699, 0.20039919, 0.0739938]",0.7592192
fear,I was alone in a cottage I often stay in. I was woken up by a rustling sound in the middle of the night. ,fear,"[0.86142683, 0.72490996, 0.9785726, 0.9004623, 0.017901419, 0.9328088, 0.9101426]",0.9785726
anger,"When I tried to explain to a plumber, face to face, that the toilet was broken and he did not believe it (it had been mended ten times). ",fear,"[0.93521667, 0.7265703, 0.9352282, 0.8902127, 0.014198412, 0.81619877, 0.92098385]",0.9352282
sadness,When the result of a project work was treated nonchalantly intead of being criticized by the teacher. ,fear,"[0.75119793, 0.6606613, 0.96836096, 0.6702795, 0.008717687, 0.45971775, 0.711491]",0.96836096
disgust,When programmes on violence or pornography are shown on T. V. ,anger,"[0.9596049, 0.9224457, 0.9175004, 0.89421445, 0.0062608477, 0.6168108, 0.897337]",0.9596049
shame,When I talked maliciously about a colleague at work to someone else. Immediately afterwards I felt ashamed. ,shame,"[0.6143193, 0.9875777, 0.8765731, 0.99744153, 0.00038133663, 0.98022765, 0.9977552]",0.9977552
guilt,When I decided to take a week s holiday without consulting the family first. ,guilt,"[0.8400044, 0.5766639, 0.805987, 0.94001114, 0.03227025, 0.47959045, 0.9186472]",0.94001114
joy,After my girl and I talked things over our relationship changed and became positive. A diificult time turned into pleasant one. ,joy,"[0.013384276, 0.009786686, 0.5512651, 0.28617126, 0.9959358, 0.004594073, 0.08535216]",0.9959358
fear,When we could not land our plane and we knew that the fuel was running out. Bad weather had already frightened us. ,fear,"[0.917742, 0.85654634, 0.99498016, 0.94605154, 0.0036213174, 0.87967026, 0.87429804]",0.99498016
anger,When I read about Reagan's tactical decision concerning the South African boycott. ,anger,"[0.96494615, 0.9082504, 0.8959792, 0.94401914, 0.04625054, 0.9542684, 0.9548244]",0.96494615
sadness,When my half brother became seriously ill with cancer and died later. ,sadness,"[0.9421337, 0.9184952, 0.9510072, 0.9774793, 0.00566132, 0.9846751, 0.9625801]",0.9846751
disgust,A film were a woman was attacked and raped. One did not see the worst but it had the desired effect - very strong. ,anger,"[0.89713806, 0.8282887, 0.76621634, 0.6028064, 0.0059849294, 0.88072914, 0.76650596]",0.89713806
shame,I made a comment and it was interpreted completely differently from what I had meant. When I said it I realized how my mother had understood it. ,shame,"[0.7912446, 0.6910491, 0.5848268, 0.79071766, 0.07564575, 0.7995575, 0.8746966]",0.8746966
guilt,I had promised to visit my girlfriend but for different reasons could not make it. I rang up later to tell her that I could not come. ,sadness,"[0.9227273, 0.7559104, 0.93435556, 0.953024, 0.016502803, 0.97169363, 0.939442]",0.97169363
joy,"When I was offered a high position of trust, which I later accepted. ",fear,"[0.03829931, 0.01159823, 0.66692173, 0.2995768, 0.16712882, 0.15984258, 0.07012133]",0.66692173
fear,I had the window open and the door was shut so that the kitten would not go out. My partner came in and started talking about something and I forgot about the window and suddenly I saw the kitten hanging from the window frame. I was rigid with fright till I got hold of her. ,fear,"[0.54606116, 0.91510564, 0.9979023, 0.96990585, 0.005580539, 0.92128414, 0.9489221]",0.9979023
anger,Some noisy guests arrived at the hotel. I had been slightly irritated earlier. At night when I was trying to sleep they were having a party so I went and yelled at them. I wanted to sleep as I had to get up early the next day. ,anger,"[0.9926287, 0.9606731, 0.7485266, 0.6680077, 0.0019335737, 0.22146635, 0.55871934]",0.9926287
sadness,When I was told that I had not been successful in getting the job I had been expecting. I was sure that I was sufficiently qualified. ,fear,"[0.8993608, 0.22914262, 0.9012379, 0.88452625, 0.005306846, 0.782868, 0.6843293]",0.9012379
disgust,When my cat vomited and a worm came out which was still alive. I was forced to wipe it up. ,guilt,"[0.932597, 0.9444478, 0.85421944, 0.95219344, 0.01282832, 0.920555, 0.94414175]",0.95219344
shame,When I was a child it was found out that I had taken off my clothes outdoors. It was summer and my friend and I were out in the woods. It had felt exciting at that time. My parents discovered that my trousers were back to front and I felt ashamed. ,shame,"[0.8373437, 0.9792037, 0.91619647, 0.9959824, 0.04705849, 0.7987286, 0.998073]",0.998073
guilt,When I stole money from my mother and she asked me later if I was responsible. I never admitted it. ,shame,"[0.9545192, 0.8894509, 0.9448082, 0.95291585, 0.044457473, 0.8658341, 0.97740936]",0.97740936
joy,"[ Cycling in the spring sunshine gives me such delight. Happiness is to be healthy, my wonderful finance. Simply being here on earth. ] ",joy,"[0.0012358157, 0.00024405542, 0.061952714, 0.0065207137, 0.99708575, 0.0005473053, 0.0036164308]",0.99708575
fear,"When my relationship with my family is very poor I often fear being excluded from the group, a fear which is stronger in situations when an argument is on hand. ",fear,"[0.78214574, 0.45760626, 0.99854255, 0.9927118, 0.0022983851, 0.87900966, 0.9938274]",0.99854255
anger,"Recently when my sister, who is four years younger than me and very spoiled, shouted at my mother for no apparent reason . The heart-broken expression on my mother's face made me feel very angry. ",anger,"[0.99775, 0.9347309, 0.8631715, 0.84653133, 0.00031867117, 0.1165973, 0.7756777]",0.99775
sadness,"When I watched the T. V programme called ""The living planet"" and saw the far reaching environmental destruction caused by man. ",disgust,"[0.9458821, 0.9614455, 0.8702398, 0.85896397, 0.004196206, 0.9557038, 0.9429621]",0.9614455
disgust,"Disgust is a feeling that I have never experienced with peoplie but , on the other hand, it has been with repulsive animals, ie snakes on T. V. ",shame,"[0.5329149, 0.777378, 0.9612501, 0.93128175, 0.00035747566, 0.8194487, 0.9784808]",0.9784808
shame,"When relatives have acted strangely, and unfriendly towards me. ",anger,"[0.9821859, 0.9551036, 0.9406462, 0.95099664, 0.0022108592, 0.9527687, 0.955837]",0.9821859
guilt,"When ,due to hunger and tiredness, I became generally irritated with my fiancee and made cutting remarks which really hurt him. Later I realized that my unfounded irritation had hurt the person I love most on earth. ",guilt,"[0.98552567, 0.57192296, 0.8084941, 0.9896471, 0.0047307555, 0.9047256, 0.9464172]",0.9896471
joy,"On a boat trip to Denmark, of us had a lot of fun and we spent SEK each on one armed bandits and against all odds we won the jackpot of SEK . ",joy,"[0.025908995, 0.008074998, 0.5496769, 0.2660597, 0.979359, 0.0066864127, 0.054215733]",0.979359
fear,"A rainy day, I was cycling downhill and a car door suddenly opened and while trying to avoid it the back wheels of my bike got caught in the tram tracks. I somersaulted but had no injuries. ",fear,"[0.75910074, 0.370233, 0.91938657, 0.43359822, 0.016972845, 0.77475536, 0.34814247]",0.91938657
anger,On the way home from Marstrand I was driving behind my father's car. Another car tried to push in front of my father and he was forced to swerve and he thus collided the car with a pillar. The other car drove off without even seeing what had happened. ,fear,"[0.93424517, 0.77892244, 0.93656284, 0.9274578, 0.04123491, 0.8990051, 0.881752]",0.93656284
sadness,My girlfriend who had spent months abroad broke off our relationship by letter. ,fear,"[0.88018227, 0.90655726, 0.9847268, 0.8245851, 0.0052298256, 0.8950158, 0.8384279]",0.9847268
disgust,At the police centre a man between - was brought in. He was very drunk and in all likelihood had not slept indoors for a long time and had relieved himself in his trousers. ,anger,"[0.7517493, 0.5249367, 0.6341464, 0.55211467, 0.02072684, 0.28720385, 0.6072035]",0.7517493
shame,A customer at the shop where I worked came in and asked if the goods that he had ordered had arrived. I had totally forgotten about this order and I tried to offer weak excuses. ,sadness,"[0.9431621, 0.57138807, 0.53291106, 0.9365165, 0.00528317, 0.9669462, 0.83507264]",0.9669462
guilt,I was - years old when I hid the bicycle keys of a not very good friend. After a few hours I pretended that I had found it. ,fear,"[0.81967163, 0.57173365, 0.9566401, 0.9030196, 0.020819131, 0.8613994, 0.88209397]",0.9566401
joy,When I was at the end-of-term party last week and had fun - was happy and sang and drank only soft drinks. It is possible to have a good time without alcohol. ,joy,"[0.0030664327, 0.0012635298, 0.065812185, 0.015415473, 0.9960471, 0.0005723774, 0.0071868235]",0.9960471
fear,Last Summer I was walking along the beach in a bikini and an awful man came cycling after me. He was shouting and I ran as fast as my legs could carry me. ,fear,"[0.99082446, 0.9910012, 0.99364823, 0.97002685, 0.006184591, 0.9391377, 0.9863794]",0.99364823
anger,In a course I thought that I deserved good marks but I only got ordinary marks with no justification as to why I was given these marks. ,anger,"[0.98497623, 0.9120736, 0.87865114, 0.98001397, 0.0065664263, 0.9580679, 0.9686987]",0.98497623
sadness,When I crashed my car and it had to be scrapped then. It was my fault and I feel depressed as I miss the car. ,guilt,"[0.23124689, 0.39098236, 0.9325757, 0.9986749, 0.00019809334, 0.99861383, 0.99563867]",0.9986749
disgust,"I had some sort of a stomach virus last week and I vomited in college in the morning, then in the cake shop, three times during the trip home and again when I got home. ",disgust,"[0.79791653, 0.9977938, 0.92515856, 0.96193796, 0.0067188954, 0.84927976, 0.97746736]",0.9977938
shame,When I was an evening school teacher it was my job to make the coffee but I was not able to get the coffee ready on time and I thus arrived half an hour late to the class. On top of this the coffee was undrinkable. ,shame,"[0.9562852, 0.9488147, 0.8334181, 0.955357, 0.11681724, 0.74560475, 0.96053594]",0.96053594
guilt,Many years ago a friend wanted me to with her to southern Europe and I preferred to travel alone. I felt guilty because I wanted to go on my own. ,guilt,"[0.2774455, 0.35587436, 0.9731141, 0.9968194, 0.004935861, 0.89681196, 0.98414075]",0.9968194
joy,When I felt that my love was returned. ,joy,"[0.0039734356, 0.0011103284, 0.4193354, 0.13834688, 0.93879527, 0.120825164, 0.00955078]",0.93879527
fear,When I was convinced that someonne had broken into my flat and I woke up and heard sounds that frightened me. ,fear,"[0.9261474, 0.764329, 0.9986951, 0.9742244, 0.0050564967, 0.7225203, 0.9298469]",0.9986951
anger,"When it became clear that a man had used many people sexually and psychologically, despite the fact that many people looked up to him. I understood that one could not trust him and I was forced to hide this for a while. ",disgust,"[0.8920244, 0.9527374, 0.35467395, 0.59493953, 0.009180707, 0.7914441, 0.7966169]",0.9527374
sadness,When I feel helpless after having tried to help someone without any result. ,guilt,"[0.7322246, 0.9072473, 0.8960052, 0.9967355, 0.0008725109, 0.9919887, 0.9896835]",0.9967355
disgust,When I think now about the way my father behaved when filing a divorce. ,guilt,"[0.95663327, 0.9104604, 0.91876596, 0.9851425, 0.006148733, 0.98183906, 0.9839251]",0.9851425
shame,"When as an year old, I wet myself in school. ",fear,"[0.9305918, 0.94539714, 0.98966926, 0.9449673, 0.011281035, 0.94585073, 0.95308155]",0.98966926
guilt,"When as a year old, I stole money from my mother. ",guilt,"[0.94855696, 0.8679692, 0.9213589, 0.96031743, 0.018524054, 0.9118318, 0.9341261]",0.96031743
joy,When I recently got a very positive answer from a clinic telling me that they would willingly assist and collect data for me for a clinical pilot study. ,joy,"[0.017524857, 0.006382833, 0.46109083, 0.12795034, 0.8897719, 0.018295264, 0.0230895]",0.8897719
fear,Every time I meet a certain dog that has once bitten me. ,fear,"[0.9873355, 0.97097284, 0.9943587, 0.95407194, 0.007212413, 0.9742268, 0.9671468]",0.9943587
anger,When after a lot of provocation my child threw a plate on the floor. ,anger,"[0.9859708, 0.9364828, 0.9610726, 0.9548571, 0.0067581953, 0.8331787, 0.94814485]",0.9859708
sadness,When I realized that I could not communicate properly with my closest friend. ,guilt,"[0.9668461, 0.8973278, 0.96764696, 0.9866195, 0.0052346364, 0.97487247, 0.97919214]",0.9866195
disgust,When I tried to explain to my child as to why there were magazines wiith naked girls on them at the kiosk. ,guilt,"[0.9526581, 0.9244919, 0.9249313, 0.98176724, 0.01737169, 0.8954588, 0.9725281]",0.98176724
shame,When I stole a packet of cigarettes from a neighbour and the next day I owned up and returned it. ,guilt,"[0.9042916, 0.6749272, 0.8900807, 0.98479176, 0.01671854, 0.67158693, 0.9578188]",0.98479176
guilt,When I was forced to decline the invitation to my mother's th birthday because of my work committments in another area. ,fear,"[0.9396049, 0.8200533, 0.981659, 0.9537473, 0.005221671, 0.931069, 0.9379031]",0.981659
joy,"When I began dansing, the teacher came and told me that I was very good and would soon get into the ballet academy. ",fear,"[0.13586794, 0.03670885, 0.79552054, 0.694204, 0.3674033, 0.32585835, 0.07130507]",0.79552054
fear,"A late Saturday night I found myself locked in the central underground station of Stockholm with a group of hard rockers who were drunk and equipped with various kinds of chains, etc. ",fear,"[0.95688325, 0.8446718, 0.98107064, 0.8880895, 0.0103341, 0.8126411, 0.9216482]",0.98107064
anger,"When I was forced to call the telephone company about a bill concerning a disconnected phone belonging to my landlord. The bill was four months overdue and in the meanwhile he had been using my phone, he seemed to have no intention of having his own phone reconnected. ",anger,"[0.94849795, 0.86627144, 0.8358844, 0.9417944, 0.013084471, 0.78579944, 0.72618645]",0.94849795
sadness,Whenever I read or think about the way people treat animals and nature. ,sadness,"[0.96812403, 0.97606224, 0.77030957, 0.94367784, 0.01766935, 0.9763264, 0.9573643]",0.9763264
disgust,When I saw a T. V programme on animals in the film world (mistreated and used). ,sadness,"[0.95532775, 0.96521974, 0.88439345, 0.9507789, 0.0085232025, 0.96962106, 0.96872187]",0.96962106
shame,When I was years old I wrote passionate love letters to my boyfriend and I later found out that his sister had read them. ,shame,"[0.41725346, 0.46500346, 0.8663855, 0.9331857, 0.048873622, 0.92753315, 0.939134]",0.939134
guilt,"When I ""hated"" one of mmy flatmates who was nice to me. ",anger,"[0.9838044, 0.9612453, 0.92295533, 0.96626216, 0.00035671992, 0.901456, 0.9155956]",0.9838044
joy,When my month old son is happy and well. ,joy,"[0.014267944, 0.017508967, 0.4152461, 0.57715565, 0.9709343, 0.008351197, 0.24541533]",0.9709343
fear,A four year girl ran away from her father straight in front of my car. I was forced to use the emergency brakes. ,fear,"[0.8735201, 0.7619688, 0.97823226, 0.8378208, 0.0154641485, 0.8442178, 0.8252054]",0.97823226
anger,[ After an examine I had been satisfied with. ] ,joy,"[0.0007277791, 0.0004347987, 0.12087055, 0.005211645, 0.90122104, 0.0011756053, 0.0050826743]",0.90122104
sadness,When a colleague failed to contact me at the arranged time. ,anger,"[0.89066327, 0.658364, 0.7580051, 0.7364334, 0.009857156, 0.87248296, 0.61787224]",0.89066327
disgust,When I read racist slogans on the walls. ,anger,"[0.99177283, 0.9859321, 0.9771063, 0.97742873, 0.0022160872, 0.89711297, 0.97451854]",0.99177283
shame,About Sweden's arms exports. ,anger,"[0.88849217, 0.7388879, 0.8038025, 0.8361727, 0.07470691, 0.5363881, 0.7894711]",0.88849217
guilt,Not doing something I had promised. ,guilt,"[0.9815943, 0.93557453, 0.9755763, 0.98731005, 0.0030969174, 0.9702262, 0.9767594]",0.98731005
joy,When I gave birth to a healthy boy. ,joy,"[0.04184862, 0.03395255, 0.6482379, 0.17088689, 0.9035036, 0.079555444, 0.07974478]",0.9035036
fear,When my husband and I spent a night by ourselves in a house which was in an area on the outskirts of a large town with which we were not familiar. We heard strange noises outside the house and the house had glass walls so the whole thing was even more frightening. ,fear,"[0.78952223, 0.8043352, 0.9932488, 0.92932916, 0.039527465, 0.7066806, 0.86793345]",0.9932488
anger,Jealous of my husband's old girlfriend. We met her with her husband and there was a lot of reminiscing. ,guilt,"[0.8965977, 0.116239615, 0.6453659, 0.9857787, 0.0069471793, 0.7903628, 0.80186737]",0.9857787
sadness,When my daughter had problems with her friends and I could see her predicament from the window. She was given a the cold shoulder. ,anger,"[0.9710745, 0.950108, 0.9621775, 0.91016155, 0.003415857, 0.9470551, 0.9450806]",0.9710745
disgust,"When I was an auxiliary nurse at the hospital and I had to change the nappies, for the first time, of a very old and sick woman. ",sadness,"[0.78153455, 0.6571408, 0.84240836, 0.85738194, 0.100743115, 0.9218289, 0.8155049]",0.9218289
shame,When friends found out that I had been lying about where I had been on a particular occasion. ,guilt,"[0.912158, 0.84187406, 0.9230768, 0.96485215, 0.006957945, 0.90530705, 0.9421378]",0.96485215
guilt,When my middle child became very difficult to handle after the birth of his baby brother and I did not have any patience with him. ,anger,"[0.978696, 0.9084007, 0.9516643, 0.94155204, 0.0021716612, 0.92020327, 0.90525323]",0.978696
joy,When my husband and I decided to take a few days holiday after a particularly trying period. ,fear,"[0.12500101, 0.21655966, 0.76156396, 0.6633614, 0.005469282, 0.45068023, 0.3803361]",0.76156396
fear,Before a hospital visit prior to a DC under anasthesia for an expected miscarriage. ,sadness,"[0.5040825, 0.59873235, 0.8615585, 0.7935242, 0.008269805, 0.8685366, 0.7319503]",0.8685366
anger,Exchange of points of view with my sister on a family matter. ,guilt,"[0.28380033, 0.056782123, 0.6125453, 0.8213391, 0.06144122, 0.49946192, 0.65029615]",0.8213391
sadness,Treatment to become pregnant with a negative result. ,fear,"[0.77744395, 0.7431238, 0.820946, 0.747408, 0.0061741634, 0.7656236, 0.5978076]",0.820946
disgust,"When I woke up one morning and went to the kitchen I discovered that our dog had diarrhoea. There were small ""piles"" all over the floor and the smell was choking. ",disgust,"[0.9571366, 0.98525965, 0.8479903, 0.9616117, 0.018760715, 0.96046257, 0.96519107]",0.98525965
shame,"When I was young, about or , I did not make it to the toilet on time. I hid the dirty trousers in the cellar as I feared it being discovered by my parents. ",fear,"[0.9284697, 0.96465665, 0.9978721, 0.98512787, 0.051342674, 0.95950097, 0.98517007]",0.9978721
guilt,At work a boy was injured because of my lack of supervision. ,anger,"[0.9645739, 0.9385156, 0.91104853, 0.9645537, 0.010451884, 0.9509148, 0.937185]",0.9645739
joy,When I gave birth to a child and saw that it was normal when it was put against my breast. ,joy,"[0.2414459, 0.045388523, 0.597458, 0.5866684, 0.6206192, 0.4517461, 0.25556585]",0.6206192
fear,During labour when the foetal sounds became faint and there was a big alert for a forceps delivery. ,guilt,"[0.58370966, 0.6155042, 0.7692935, 0.7946905, 0.044560675, 0.6354484, 0.7367622]",0.7946905
anger,"At a cash desk where I had gone to buy rolls of kitchen paper at a reduced price. After queuing with screaming children it turned out that I had taken two roll packets instead of the one roll packet to which the rebate applied. The assistant said ""You will have to get it another time. "" ",anger,"[0.99177504, 0.98098296, 0.8144138, 0.97047913, 0.015792416, 0.8962896, 0.96570396]",0.99177504
sadness,When I first heard that Tage Dannielsson had died. ,sadness,"[0.96810895, 0.9445434, 0.9161261, 0.97583747, 0.014118445, 0.9899462, 0.9731386]",0.9899462
disgust,The lift of Stockholm central station stank of vomit and urine. ,disgust,"[0.91943634, 0.9911993, 0.8913979, 0.8804502, 0.0066255657, 0.8192153, 0.92797273]",0.9911993
shame,On the train a drunk person touched my baby and I reacted very disapprovingly. I felt ashamed later as the person had not been aggressive though he could have been. ,guilt,"[0.8952464, 0.943717, 0.33509108, 0.9950997, 0.0010548473, 0.8800456, 0.99380773]",0.9950997
guilt,I get irritated with my son when he screams or is sick all over his clean clothes. ,anger,"[0.99840754, 0.9953219, 0.9106289, 0.9594322, 0.00088338874, 0.24432792, 0.9134909]",0.99840754
joy,The high school entrance exam. ,fear,"[0.45910734, 0.23172155, 0.78587234, 0.57687145, 0.063144095, 0.4399785, 0.41499412]",0.78587234
fear,"A gang of screaming and drunk youths ""captured"" a tram. ",anger,"[0.97303784, 0.8943, 0.64280677, 0.8907818, 0.016432855, 0.73230165, 0.8708036]",0.97303784
anger,An unjust refree decision at a sports event when I was the team leader. ,anger,"[0.9850189, 0.958702, 0.7876518, 0.97888, 0.0016034753, 0.9419162, 0.9541645]",0.9850189
