labels,text,feels_emo,prob_feels_emo,prob_max
sadness,"The fact that my mother is getting married again (my mother and father divorced about years ago) means that she will probably move to Turku, and our home, which is a one family house, will be sold (I myself have not been living at home for the past six years). ",sadness,"[0.92337745, 0.79713464, 0.8827823, 0.8787244, 0.049432628, 0.95107555, 0.75374633]",0.95107555
disgust,"While travelling in a bus, there were three people sitting behind me (two men and a woman). They were drunk and the conversation was unbelievable (about fucking, fellatio, etc. . . ). They tried to get others to take part in the conversation. I loathed it and felt like crying. ",disgust,"[0.9807016, 0.99431556, 0.8768576, 0.8001202, 0.004630971, 0.98869216, 0.9547413]",0.99431556
shame,"When I was seven years old, I stole a chewing-gum from a big glass bowl on the counter of a nearby shop, and I got caught. ",fear,"[0.58437663, 0.59567446, 0.8795641, 0.8435333, 0.005923405, 0.604658, 0.79073685]",0.8795641
guilt,"I am the secretary of an association, and during the last meeting I forgot to take the minutes. ",guilt,"[0.7899424, 0.7299441, 0.8281119, 0.88193196, 0.009857528, 0.784998, 0.8288706]",0.88193196
joy,"I had been away from home for a long time and when I came home I was delighted. It was wonderful to see familiar, dear people and I was rejoycing in advance. I had been feeling very lonely. ",joy,"[0.0061205095, 0.00096380356, 0.13537139, 0.0377897, 0.9870489, 0.03592578, 0.0057793097]",0.9870489
fear,"I awoke at night and did not remember dreaming about antthing in particular. I just felt oppressing fear, it was dark and all the others were sleeping. ",fear,"[0.38154057, 0.5309658, 0.9929569, 0.32920372, 0.00019201134, 0.6864312, 0.36714384]",0.9929569
anger,"One winter day I, unwillingly, was outdoors with my younger brother ( years younger than me). I lost my temper on him and wanted to throw my brother down the snow bank we were on. I pushed him but not as hard as I had wanted to. We were alone the two of us. ",anger,"[0.9669279, 0.6038374, 0.70435125, 0.7992121, 0.0026138194, 0.48450005, 0.553944]",0.9669279
sadness,"I was on a class excursion, by boat to Stockholm. At night my class mates prepared to clebrate their motive in life which was ""life is merriment"". I felt depressed about the way they sought happiness. ",sadness,"[0.882297, 0.98769534, 0.85331804, 0.9638201, 0.0012457543, 0.9930114, 0.97333527]",0.9930114
disgust,"I was on my way home by bus. A man who had drunk a fair amount of alcohol started talking, trying to hug and pat a woman sitting next to him. Fortunately it was not me. ",fear,"[0.6399443, 0.42670852, 0.6894376, 0.39055383, 0.15639058, 0.5049683, 0.15776598]",0.6894376
shame,I gave a wrong answer at school. ,guilt,"[0.9174021, 0.8001892, 0.86464804, 0.9572176, 0.001528457, 0.90632385, 0.8734091]",0.9572176
guilt,"When my little brother asked me to play with him, I told him that I had no time and that I would play with him the next day. However, the next day I said the same thing. ",fear,"[0.44633195, 0.3590289, 0.92241836, 0.62253904, 0.14601468, 0.445448, 0.36763835]",0.92241836
joy,"When, after a long time, I saw a girl with whom I was in love. ",sadness,"[0.03641511, 0.001220715, 0.45443493, 0.5361148, 0.43341106, 0.6051379, 0.056174424]",0.6051379
fear,When I was walking on a fairly out-of-the-way street. ,fear,"[0.7230499, 0.68836045, 0.91088444, 0.63558364, 0.18317333, 0.6936692, 0.4188351]",0.91088444
anger,"A friend of mine had promised to arrange me some tickets for a concert which I considered important. He could not get them the way he thought he would, so he gave up the whole thing. ",fear,"[0.7525208, 0.57106274, 0.9077595, 0.66940325, 0.013823314, 0.87065333, 0.5000865]",0.9077595
sadness,I was sad when I saw that a beautiful girl was not attainable. ,sadness,"[0.1870259, 0.80070114, 0.9257879, 0.7030322, 0.000272422, 0.99469686, 0.67862856]",0.99469686
disgust,"I heard somebody talk about studies in a highly enthusiastic ""student-like"" way. ",joy,"[0.0003926932, 0.00037997833, 0.020813128, 0.0014266858, 0.9660193, 0.00016998177, 0.0006929646]",0.9660193
shame,"While attending some affairs, which were taking some time, with a bank officer, I felt that my clothes and appearance were out of place, too raggy. ",sadness,"[0.8918375, 0.81157565, 0.94482434, 0.91836745, 0.0006044636, 0.9524372, 0.9342431]",0.9524372
guilt,"One evening I went out with some friends of mine, although I was supposed to stay at home with my little sister who is . ",fear,"[0.3760912, 0.17256054, 0.9031701, 0.64114904, 0.17374738, 0.4567185, 0.18203655]",0.9031701
joy,While watching an entertainment program in which there was a clever and amusing sketch. ,fear,"[0.0069809402, 0.00063189445, 0.43085578, 0.049384896, 0.42498368, 0.0055580176, 0.0011930083]",0.43085578
fear,"When I was in the army, a room mate of mine came back from furlough and threatened another fellow with a knife. ",fear,"[0.86373997, 0.66650814, 0.9632959, 0.64775574, 0.00042302575, 0.39717144, 0.4888279]",0.9632959
anger,"The last day of school is traditionally celebrated by singing a song about all the students who are leaving. In the song about me, there were things which irritated me a lot. ",anger,"[0.89037466, 0.6687018, 0.7006013, 0.17381209, 0.0021242253, 0.6438816, 0.24727051]",0.89037466
sadness,"I worked for seven months in a factory, and made friends with a fellow worker. Later, I visited my former fellow workers and was told that, while in the army, my friend had shot himself. ",sadness,"[0.86781126, 0.6862376, 0.88288647, 0.694406, 0.011393906, 0.94565046, 0.5885893]",0.94565046
disgust,The behaviour of a fellow towards me and some others in the army was really mean. I detested this. ,disgust,"[0.93780977, 0.9908901, 0.8319503, 0.43437606, 0.00035799746, 0.72363657, 0.65337753]",0.9908901
shame,"I tried to date a girl, but she refused. ",fear,"[0.89704347, 0.73673964, 0.9807178, 0.8450653, 0.006023639, 0.92246044, 0.6708201]",0.9807178
guilt,"While doing some calculation exercises, I neglected a part of it, though I had marked it as done. By chance, I was asked to demonstrate this very part on the blackboard. ",guilt,"[0.480309, 0.3562141, 0.49606648, 0.7707807, 0.016415354, 0.3802839, 0.5631838]",0.7707807
joy,"In the army, my result at the shooting exercises got me a three day furlough. ",fear,"[0.42570713, 0.35547155, 0.80695647, 0.31179738, 0.09880241, 0.40183535, 0.34811106]",0.80695647
fear,"When I was years old, I would usually come home from school with my mother in a car. For the first time I had to take the school bus, and I mistook the bus stop and found myself two kilometres away from where I lived. I was very scared, wondering how I would get back home. ",fear,"[0.6165431, 0.5645761, 0.98683727, 0.6712147, 0.005288513, 0.76229346, 0.47748104]",0.98683727
anger,I read in the newspaper that the Student Lodging Fund was going to build new appartments for refugees (in my opinion this is the state's affair). This is when only a fractoin of the students can find an appartment. ,anger,"[0.84577346, 0.62944263, 0.72166723, 0.4141515, 0.019758541, 0.43627393, 0.38178742]",0.84577346
sadness,I lead a rather secure life. The only thing I can remember is a song from the nineteenth century which is against alcohol. Both the melody and the word (although naive) effected my emotions. ,fear,"[0.31749, 0.34039217, 0.8385168, 0.29345447, 0.07722891, 0.6453867, 0.013612804]",0.8385168
disgust,"Yesterday in the elevator a man started smoking, this is something I just can not tolerate. ",disgust,"[0.9910172, 0.9945563, 0.76765853, 0.2579069, 0.0003690437, 0.61752594, 0.5868619]",0.9945563
shame,In primary school I once faltered while answering a question and the others started laughing. ,fear,"[0.4562886, 0.4224264, 0.94530624, 0.60689443, 0.006013347, 0.22945122, 0.62380594]",0.94530624
guilt,[ Generally when I am shopping I feel like I were guilty of all the thefts through the year (I have never stolen). ] ,guilt,"[0.98470783, 0.91406864, 0.9579952, 0.998966, 0.00029928776, 0.95445395, 0.98852366]",0.998966
joy,When my favourite football team made a goal and was about to win the Cup of England. ,joy,"[0.87493163, 0.35235262, 0.7679276, 0.5946889, 0.9226832, 0.916013, 0.28114247]",0.9226832
fear,I was less than years old when our neighbour's dog chased me to the roof of a small shed and there seemed to be no hope of getting away from there. ,fear,"[0.81733084, 0.6562021, 0.9729753, 0.713481, 0.008031653, 0.7777861, 0.5890395]",0.9729753
anger,"While playing a ball game, I was just about to make a goal when I was thrown off my feet, and I failed to score the goal. ",fear,"[0.81829953, 0.72441316, 0.86247176, 0.78641367, 0.0028753593, 0.8448784, 0.7976091]",0.86247176
sadness,"When I heard about the death of Frantois Truffaut, the French motion picture director, on the radio. I had planned to go and see his last film. ",sadness,"[0.7851849, 0.6661983, 0.8590974, 0.61648476, 0.07551139, 0.9829927, 0.4830228]",0.9829927
disgust,"I saw a movie called ""The Thing"", the film directed by John Carpenter. The monster in the film made me feel disgusted. ",disgust,"[0.9805164, 0.9966344, 0.9904772, 0.7194309, 0.00068318, 0.90327466, 0.9605348]",0.9966344
shame,I had misbehaved at a party and did not wish to meet the person in question later. ,shame,"[0.81738913, 0.7619009, 0.6571195, 0.7434251, 0.00034597842, 0.6528299, 0.87563455]",0.87563455
guilt,"While playing a ball game, I made a mistake and we lost the game. ",guilt,"[0.7949997, 0.7110974, 0.8673207, 0.90523976, 0.0010287832, 0.87290543, 0.78758144]",0.90523976
joy,When I was in the sauna bath. ,fear,"[0.2879975, 0.15744607, 0.8179577, 0.3810296, 0.23518585, 0.3538088, 0.16092242]",0.8179577
fear,I had a dream in which I was an African elephant. ,fear,"[0.1497005, 0.08595051, 0.91626805, 0.18091945, 0.12231461, 0.14324021, 0.065493405]",0.91626805
anger,"When I came for the lesson, it was cancelled and I had to fill in a questionnaire instead. ",anger,"[0.848971, 0.70419526, 0.82981205, 0.5679159, 0.004747249, 0.8005686, 0.57891375]",0.848971
sadness,"When my car froze, and I could not start it. ",sadness,"[0.9510525, 0.85484624, 0.95841897, 0.85993654, 0.0009932976, 0.96480125, 0.88810176]",0.96480125
disgust,When I saw our computer teacher. ,fear,"[0.5200928, 0.36078078, 0.879836, 0.38459864, 0.22603658, 0.4764882, 0.16873752]",0.879836
shame,"When I was going downhill on skis, and fell down twice the first time. ",fear,"[0.6446182, 0.5908909, 0.80051064, 0.68310094, 0.006932713, 0.6284543, 0.5631015]",0.80051064
guilt,When I was involved in a car crash. ,fear,"[0.6277641, 0.5089001, 0.89932597, 0.69990224, 0.0017180182, 0.83723456, 0.46351504]",0.89932597
joy,I passed an exam which I thought I had failed. ,fear,"[0.36272892, 0.087052666, 0.69826937, 0.49979085, 0.633291, 0.44075823, 0.09915943]",0.69826937
fear,My mother had not come home at midnight. She had forgotten to tell me about it. I was very young and all alone at home. ,fear,"[0.6431873, 0.55840844, 0.93247485, 0.6138335, 0.06935067, 0.8321701, 0.4990787]",0.93247485
anger,My girlfriend started singing (she cannot sing) and did not stop despite my asking her to do so. ,anger,"[0.7268613, 0.4411725, 0.6559318, 0.60525197, 0.37374848, 0.35820568, 0.31173858]",0.7268613
sadness,When my grandmother died of cancer. ,sadness,"[0.6373414, 0.56567895, 0.902266, 0.6978104, 0.010013386, 0.9695948, 0.36995202]",0.9695948
disgust,"When I was still a child, I saw a horror film on TV in which there was a rotten human skull. ",fear,"[0.6158587, 0.8626577, 0.98692966, 0.48940518, 0.0003539904, 0.6343297, 0.407909]",0.98692966
shame,"As a small boy, I took a coin from an empty taxi cab. My mother saw it and told the driver about it. I even knew the driver. ",fear,"[0.42978632, 0.37281767, 0.87592524, 0.729314, 0.055181857, 0.3663993, 0.47230938]",0.87592524
guilt,When I betrayed my former girlfriend. ,guilt,"[0.9523826, 0.81572276, 0.90418994, 0.98227227, 0.0017113016, 0.9180644, 0.9336731]",0.98227227
anger,"New Year's Eve party in the country, I hardly knew a person my partner spent most of the time at the bar. I had little opportunity to get to know people because our table was separated and my boyfriend's parents were present. ",fear,"[0.5385178, 0.5557599, 0.6725353, 0.47402835, 0.079644345, 0.6204837, 0.5031155]",0.6725353
sadness,"Christmas Eve there was a tension between my parents, they did not even try to restore a harmonic atmosphere. Mother stayed in her room almost the whole day. I felt alone and was very sad. ",sadness,"[0.88185996, 0.70943123, 0.8993507, 0.7475923, 0.0016324215, 0.9967777, 0.63978857]",0.9967777
disgust,"Father said If you are pregnant, you will have to procure abortion. I was filled with disgust against my father. ",disgust,"[0.9908875, 0.9958359, 0.9729723, 0.9392525, 0.000850731, 0.9699285, 0.9866484]",0.9958359
shame,"I had an intimate relation with my boyfriend, but unfortunately we had sexual problems therefore I deceived him, but I was ashamed when I told my friend about it. ",shame,"[0.8827308, 0.9454909, 0.97689945, 0.9919624, 0.0009238458, 0.96658874, 0.99243826]",0.99243826
guilt,I work at a commercial house from to a. m. On a very cold day in winter I was late - and let a fellow worker stand in the cold for half an hour. ,guilt,"[0.727573, 0.5717042, 0.78056085, 0.807865, 0.00508306, 0.47090638, 0.6458347]",0.807865
joy,"After one year of searching, my friend and I have found a flat we are able to pay for. ",joy,"[0.21275254, 0.09449107, 0.5533488, 0.2106418, 0.7156858, 0.28831998, 0.076448]",0.7156858
fear,Car accident in the middle of the night. ,fear,"[0.82563335, 0.7320441, 0.9298179, 0.7192924, 0.00062789174, 0.9290927, 0.6670136]",0.9298179
anger,"At the weekend I wanted to be absent from school because of a sports event, but my teacher refused to give me the day off because he didn't like me. ",fear,"[0.9104906, 0.6935159, 0.96068895, 0.8312476, 0.007469243, 0.85623026, 0.78840935]",0.96068895
sadness,"When I was six years old, my favourite cat died. ",sadness,"[0.7108546, 0.5341118, 0.8777326, 0.69804096, 0.005407059, 0.9827001, 0.39833254]",0.9827001
disgust,A gigantic spider climbed over my face and what is more - in my own flat. ,fear,"[0.9699744, 0.9215006, 0.9762054, 0.8294517, 0.00070213055, 0.9042715, 0.8904385]",0.9762054
shame,I was very fat and felt absolutely unwell. I was afraid of leaving the house and getting to know new people. ,fear,"[0.47036687, 0.61505985, 0.99454075, 0.5540939, 0.0006884978, 0.9114858, 0.75265956]",0.99454075
guilt,I was said to be responsible for my mother getting ill and growing thin. I did not realize that it really was my fault until several weeks later. ,guilt,"[0.77638364, 0.5058181, 0.90655065, 0.95744133, 0.0044598863, 0.7296968, 0.7337588]",0.95744133
joy,"I won a car in a prize-competition. The moment I was informed about it, I felt joy. ",joy,"[0.0008381124, 0.0001705591, 0.09352559, 0.0008516962, 0.9946385, 0.00062591524, 0.000256882]",0.9946385
fear,"My sister had to undergo a very complicated operation, her eyesight was at stake. ",fear,"[0.77914554, 0.61639464, 0.96566254, 0.78519404, 0.007349454, 0.8904939, 0.42681548]",0.96566254
anger,I had a quarrel with my parents ,anger,"[0.98608994, 0.6836375, 0.9222323, 0.9305915, 0.0007703736, 0.9508335, 0.7744209]",0.98608994
sadness,"I heard that a friend had died in an accident group situation suddenly a friend came in and said ""Have you already heard that. . . "" there was a terrible consternation, silence, then everybody shouted excitedly ""How could that happen. . . "". ",sadness,"[0.7856145, 0.3009232, 0.8528979, 0.4462118, 0.017454209, 0.91077375, 0.23505808]",0.91077375
disgust,"Scuffle in a carriage of the underground in Vienna, three drunk men thrashed a man in a wheel chair - I watched the scene from another carriage. ",anger,"[0.9121291, 0.82342964, 0.8783903, 0.45197242, 0.0015985394, 0.52327985, 0.50352925]",0.9121291
shame,I put an end to a friendship with a girl - I had only pretended love and affection to be able to sleep with her. ,fear,"[0.885864, 0.750304, 0.92371106, 0.9187655, 0.0012688398, 0.90622604, 0.8744603]",0.92371106
guilt,A young girl tried to put an end to her life because of lover's grief not until she was in hospital I heard that I had been the reason for her action. ,fear,"[0.6962173, 0.53744054, 0.9051454, 0.86261815, 0.00014206766, 0.7327133, 0.58660895]",0.9051454
joy,"In order to be admitted to my final examination, I had to pass two examinations. As I had not studied very much, I resigned myself to be left behind. Nevertheless I succeeded in these examinations. ",fear,"[0.14909066, 0.10508845, 0.6702191, 0.16437656, 0.072088376, 0.19021094, 0.057262227]",0.6702191
fear,"I had not told my parents about my bad marks in school. One day, my father wanted to speak to the teachers. Fortunately I could influence my parents to take it easy. ",fear,"[0.59115416, 0.4736561, 0.8435146, 0.5910124, 0.056440838, 0.7114644, 0.6395982]",0.8435146
anger,"I wanted to go to a friend of mine who had a party at the moment I wanted to leave, my father said I couldn't go because he needed me for some work in the afternoon. ",fear,"[0.95177263, 0.8255323, 0.97409475, 0.9323006, 0.014885526, 0.9621376, 0.82256013]",0.97409475
sadness,"A friend of mine, who had repeated a year at school once before, did not pass the final examination and had to take it again half a year later. ",fear,"[0.71723217, 0.5299979, 0.81113917, 0.54062307, 0.0010021873, 0.66335875, 0.5428921]",0.81113917
disgust,"Eco-activists demonstrated against a project to build a power station at the Danube in the middle of a lowland forest (Hainburg) and the government decided to delay it for another year. When my father heard about it, he said that we needed another Hitler. ",fear,"[0.9534876, 0.90269846, 0.98995703, 0.6084641, 0.005704988, 0.69270974, 0.57338935]",0.98995703
shame,There was a time when my room looked terribly untidy just at that time my aunt came to see me fortunately I could prevent her from entering the room. ,fear,"[0.53570145, 0.51717144, 0.9308592, 0.5521375, 0.034896877, 0.62158346, 0.39994192]",0.9308592
guilt,"I was supposed to fetch some friends at the bus stop, but I did not do it because my father was in a bad mood and I was afraid that he would grumble. ",fear,"[0.83199716, 0.59794945, 0.9970156, 0.9230473, 0.0016638665, 0.8808223, 0.67153466]",0.9970156
joy,My boyfriend returned after a long absence. ,fear,"[0.44061682, 0.26735973, 0.85928434, 0.49515873, 0.39076778, 0.65012836, 0.18826345]",0.85928434
fear,My car skidded on the wet street. ,fear,"[0.7860366, 0.6105778, 0.89248115, 0.83354956, 0.0032575533, 0.7887069, 0.6681304]",0.89248115
anger,"I wanted to see a friend, I had been looking forward to it and had certain expectations, but he did not pay any attention to me, played cards with other people. ",sadness,"[0.93552995, 0.7462349, 0.86515486, 0.7855785, 0.0031060113, 0.9490183, 0.6969297]",0.9490183
sadness,A good friend quitted me after he had behaved in a strange manner. ,fear,"[0.7751933, 0.7288582, 0.90797377, 0.663787, 0.00044405702, 0.8217187, 0.5674873]",0.90797377
disgust,In broad daylight I saw an untidy old man pissing and playing with his penis in the middle of the town. ,disgust,"[0.9311132, 0.96411794, 0.724798, 0.63848376, 0.0009783865, 0.60038024, 0.7325827]",0.96411794
shame,Somebody who knows me very well discovered that I had told him a lie. ,fear,"[0.7031125, 0.5676279, 0.8416512, 0.7217866, 0.007163352, 0.56284684, 0.55198115]",0.8416512
guilt,"When my boyfriend was away, I flirted with his best friend I felt guilty the next day. ",guilt,"[0.84360975, 0.7703803, 0.8870598, 0.9982285, 0.0007070424, 0.959255, 0.9906204]",0.9982285
anger,"Recently a good friend only called me when he needed something. He never said ""please"" or ""thank you"" or any other kind word. ",fear,"[0.45426962, 0.5039616, 0.6839801, 0.3607594, 0.0005768602, 0.5577817, 0.30351615]",0.6839801
sadness,"My favourite horse died. We had tried our best to save him, but it was hopeless, he had to be shot. ",sadness,"[0.9659642, 0.8752387, 0.87373495, 0.9440392, 0.0040061856, 0.9955603, 0.83532554]",0.9955603
disgust,I read a book about the sexual phantasies of women I read about a woman having sexual intercourse with a dog. ,disgust,"[0.53460306, 0.77021533, 0.7589753, 0.4014836, 0.007216634, 0.26369038, 0.40723568]",0.77021533
shame,In our flat the bath-tub is in the kitchen. At the beginning I had very intensive feelings of shame when I had a bath and people were in the kitchen. ,shame,"[0.39044362, 0.926014, 0.9774484, 0.963831, 0.0015685995, 0.9483141, 0.98791426]",0.98791426
guilt,"I had to take care of the plants of a friend of mine for several weeks. I watered them, but let them stand in a cold room so that two of them perished. ",sadness,"[0.7309138, 0.5513941, 0.790302, 0.88651973, 0.0018055385, 0.90830684, 0.6373736]",0.90830684
joy,When I met a good friend after a long time. We had had a quarrel but after two weeks I was really glad to see him again. ,joy,"[0.01414138, 0.000743644, 0.3658397, 0.053626888, 0.93810457, 0.02092639, 0.0024139865]",0.93810457
fear,"When we stayed in Vienna with our class, my friend and I behaved incorrectly. Our teacher threatened us with exclusion from school. ",guilt,"[0.8653196, 0.56936103, 0.87396044, 0.8899456, 0.024860423, 0.61671317, 0.646655]",0.8899456
anger,When I lost my driving license because I had been driving while under the influence of alcool. ,guilt,"[0.72138596, 0.6846901, 0.8318682, 0.8574762, 0.0040451684, 0.75973535, 0.7985848]",0.8574762
sadness,My mother's death. ,sadness,"[0.8669154, 0.70909715, 0.9654543, 0.8685602, 0.0011515713, 0.9789301, 0.60008514]",0.9789301
disgust,When I entered the dissecting room for the first time. I think I felt disgusted mainly because of the bad smell of formaline. ,disgust,"[0.78442615, 0.9938577, 0.9638378, 0.5688769, 0.0004186885, 0.76044977, 0.8814405]",0.9938577
shame,I think I felt ashamed for the first time when I entered a night club. ,fear,"[0.6330301, 0.9828294, 0.9840455, 0.957969, 0.00017913639, 0.96586764, 0.9820879]",0.9840455
guilt,"During a ski tour with a friend, we two had drunk too much. When we went down the slope on ski, I lost my friend who had lost his way. I thought that something must have happened to him (he finally arrived but after a very long time). ",guilt,"[0.7595712, 0.5816726, 0.81024057, 0.8817827, 0.02554725, 0.8717385, 0.63578373]",0.8817827
joy,My father stayed abroad for one year. He does not like to write letters because he makes ortographic mistakes. I never had a good relation to him. He wrote me a letter in which he said that he loved me. ,fear,"[0.15389135, 0.023377622, 0.63661003, 0.18588495, 0.041335914, 0.34989724, 0.040462136]",0.63661003
fear,"When I was a child, I was always afraid of my father. Just when he looked at me, I felt frightened. ",fear,"[0.34642348, 0.47964182, 0.99647576, 0.6817132, 0.00055427646, 0.81318825, 0.56137055]",0.99647576
anger,A colleague asked me to study with her. I could not explain things as perfectly as she had expected. So she reacted in an aggressive manner. ,anger,"[0.92819756, 0.26391783, 0.80418146, 0.66733, 0.0032098405, 0.31960133, 0.34608987]",0.92819756
sadness,"During the Christmas holidays, I went to see my parents and stayed with them for two weeks. After two or three days, we had the same conflicts we had had ten years before when I had lived with them. They were glad when I left. ",fear,"[0.8561625, 0.5094028, 0.8589244, 0.64722204, 0.01576594, 0.8053315, 0.42099154]",0.8589244
disgust,"Old man in hospital, hollow-cheeked, only one half of his nose and glass-eye, rattling breath. ",fear,"[0.91279054, 0.89061356, 0.98480344, 0.67795855, 0.0002131014, 0.952087, 0.8999316]",0.98480344
shame,When my father came into the bathroom and saw me standing there naked. ,fear,"[0.8510251, 0.7155995, 0.942875, 0.7735872, 0.03718977, 0.7232333, 0.8655862]",0.942875
guilt,"I live with my boyfriend, we have a close relationship, I fell in love with another man. ",fear,"[0.21061927, 0.08529417, 0.84313077, 0.5605087, 0.3937278, 0.4955427, 0.25842097]",0.84313077
joy,When I met my girlfriend - I had not counted on that. ,guilt,"[0.7594047, 0.4350012, 0.7040543, 0.9000353, 0.38107285, 0.88741153, 0.53234756]",0.9000353
fear,"One night I had a feeling that somebody was stealing my car, but I was too frightened to go and see. ",fear,"[0.7391661, 0.51994056, 0.9964844, 0.8275462, 0.00037709041, 0.8510199, 0.73098093]",0.9964844
anger,When we rearranged furniture in our flat and got stuck in a chair. ,fear,"[0.7156449, 0.58563125, 0.93717027, 0.6630844, 0.0035675499, 0.6841214, 0.60561854]",0.93717027
sadness,A person died (not really a friend). ,sadness,"[0.2903456, 0.44674453, 0.06775503, 0.35577568, 0.0002260614, 0.96895546, 0.23800409]",0.96895546
disgust,"Several weeks ago, I had problems with friends, I felt disgusted by a friend. ",disgust,"[0.90932333, 0.98331004, 0.81884253, 0.7707341, 0.0017377397, 0.8983513, 0.89416826]",0.98331004
shame,"When I was a child, I thought that I had to be ashamed when asking and doing certain forbidden things. ",fear,"[0.55346954, 0.41824594, 0.9697188, 0.72893435, 0.001582229, 0.67386174, 0.7730878]",0.9697188
guilt,When quarreling with friends. ,anger,"[0.91001624, 0.32221335, 0.6187493, 0.46401504, 0.0008311194, 0.2414836, 0.21933383]",0.91001624
joy,"In Southern Tyrol, I was gathering apples, it was a fine day, I was not thinking about anything, I felt an overwhelming joy. ",joy,"[0.00037945076, 0.00011396623, 0.07138521, 0.00062256807, 0.9968533, 0.00033642384, 0.00026469852]",0.9968533
fear,"My girlfriend and I slept in a lonely hut (we had drunk alcool). Suddenly some soil fell on us, then some water. Although we tried hard, we could not find out the cause. ",fear,"[0.72765696, 0.61847824, 0.9223902, 0.6638202, 0.020744251, 0.88568735, 0.56775177]",0.9223902
anger,I helped my little sister ( years) learning mathematics. Obviously she did not want to understand what I explained and started to cry. I grew angry. ,anger,"[0.9940534, 0.7065214, 0.94915, 0.85670745, 0.0019454579, 0.95518744, 0.58224034]",0.9940534
sadness,When my girlfriend told me that she wanted to leave me. ,fear,"[0.94315434, 0.82947594, 0.9854035, 0.8907772, 0.0043374365, 0.95864165, 0.8089382]",0.9854035
disgust,"On a trip I passed by a cellulose factory. It was a fine day, beautiful landscape I observed this factory with disgust. ",disgust,"[0.9890297, 0.99799687, 0.95328903, 0.7579775, 0.0003147481, 0.9540523, 0.9614681]",0.99799687
shame,"When I went to a sauna with my father for the first time (I was ). When I entered the sauna naked, I felt ashamed for a short time. ",fear,"[0.16917148, 0.7637652, 0.98164153, 0.9323116, 0.0012215967, 0.88169533, 0.97005]",0.98164153
guilt,"I came home from a discotheque at half past four in the morning, although I had promised my parents to come home at midnight. From a. m. I felt guilty towards my parents. ",guilt,"[0.8414015, 0.69796336, 0.87640244, 0.9893852, 0.016244607, 0.89308435, 0.8819381]",0.9893852
joy,A friend I had missed very much came to see me unexpectedly. ,joy,"[0.026139809, 0.004745686, 0.33009344, 0.10140486, 0.59944963, 0.29218888, 0.012616951]",0.59944963
fear,On my way through lonely streets I met with a huge stray dog. It stopped at some distance and looked at me. I tried to ignore it but I was very frightened. ,fear,"[0.8393475, 0.8149369, 0.9932352, 0.6907763, 0.0020038674, 0.92620194, 0.76379734]",0.9932352
anger,"A friend of mine tried to persuade me to go at her place to act as a model because she felt too tired. It was a quarter of an hour before the appointed time, I had just lied down and did not want to go because it was too late anyway. She said that I only was talking about looking for work, but if it was possible I would not accept it. I was angry about this unjust judgment. ",anger,"[0.99511933, 0.7858751, 0.8341147, 0.7248989, 0.060682204, 0.86719656, 0.5984529]",0.99511933
sadness,"After I had lived with my boyfriend in a foreign country for half a year, I saw that it was impossible for me to stay with him (for economic reasons). We separated although I loved him. ",fear,"[0.7173678, 0.58695054, 0.92204016, 0.6306106, 0.09969505, 0.9165973, 0.50566083]",0.92204016
disgust,In a certain book I read about cruelties and violence in prison and souteneur circles I felt especially disgusted when I read detailed descriptions of physical and mental torture of less powerful people. ,disgust,"[0.99419653, 0.99889636, 0.88671225, 0.8719365, 0.0002215511, 0.8961764, 0.9708505]",0.99889636
shame,"When I talked to a psychotherapist for the first time, I started to cry first I talked to him but he did not say anything and after a while I was crying. ",sadness,"[0.10197736, 0.22807178, 0.8871284, 0.382534, 0.0004424763, 0.97275066, 0.3427923]",0.97275066
guilt,"I went shopping with my mother and sister ( years old). Mother always told my sister what she should buy. Instead of assisting my sister in defending herself against mother's interference, I just behaved aggressively towards my sister. ",anger,"[0.9714739, 0.79583365, 0.94165283, 0.9327909, 0.006236199, 0.83626276, 0.8214288]",0.9714739
joy,"When I worked as an ""au-pair-girl"" in London, I received a call from a good friend who told me that she was in London too and wanted to see me. I was very glad - after that call and especially when I saw her. ",joy,"[0.22285445, 0.022959018, 0.73784506, 0.2274215, 0.9635544, 0.11104267, 0.028633868]",0.9635544
fear,It was on St. Claus Day when I was five years old. St. Claus and his Devil Servant came to see me. St. Claus' Devil Servant rattled with his chain and bowled terribly. I was so frightened that my parents had to ask him to leave. ,fear,"[0.5188066, 0.56469095, 0.99083406, 0.45668226, 0.006000987, 0.613807, 0.4177137]",0.99083406
anger,A friend called me and told me that she wanted to come and see me. She lived in a village at km distance fom my home town. Next morning I expected her but she didn't arrive. As I got impatient I called her but her parents told me that she had gone skiing. I was very angry because I had cancelled an appointment to be able to see her. ,anger,"[0.9903867, 0.8215607, 0.8655656, 0.86125755, 0.0048725614, 0.9399915, 0.7618642]",0.9903867
sadness,When I was eight years old my father was run over by a car. When I saw his body I was sad beyond words. ,sadness,"[0.77794397, 0.74091005, 0.8490093, 0.7204838, 0.001573728, 0.9820389, 0.5204685]",0.9820389
disgust,A friend prepared a soup with chicken heads and invited me to eat it. I saw the eyes staring at me and the tongues hanging out of the bills. I was so disgusted that I felt nausea and had to leave the room. ,disgust,"[0.9195306, 0.99489945, 0.9733156, 0.59483576, 0.0002202247, 0.86490345, 0.90918666]",0.99489945
shame,"When I had to go to the gynecologist and to sit on that special chair, I felt ashamed. ",shame,"[0.651916, 0.9913521, 0.99279344, 0.9867693, 0.00029023085, 0.9865594, 0.9961707]",0.9961707
