labels,text,feels_emo,prob_feels_emo,prob_max
anger, I sleep to try and ignore the and botyled up inside me”awwwwwwwww me to but it haunts my dreams ,fear,"[0.9928598, 0.9962302, 0.9987896, 0.0017408825, 0.9975419, 0.9886453]",0.9987896
fear,"not afraid of tomorrow, for I have seen yesterday and I love today less ",fear,"[0.49476972, 0.7759341, 0.8700184, 0.027865335, 0.7568913, 0.6974287]",0.8700184
surprise,Bout to start getting ready. I have no clue where Im going D But its somewhere outside n its a beautiful day ,surprise,"[0.04444635, 0.027406367, 0.8693633, 0.9622234, 0.019127443, 0.97636545]",0.97636545
surprise,Going to bed! gottowakeupearly going to Coronado tomorrow! ( I miss that place ❤ ,sadness,"[0.30672076, 0.01763711, 0.91201895, 0.9380794, 0.9965668, 0.9888433]",0.9965668
joy, Studying for history exam all day. wasteofagoodnapday nooneneedshistorytobeatrophywife” ,disgust,"[0.8294153, 0.94687843, 0.86033916, 0.2521906, 0.76864845, 0.86470795]",0.94687843
disgust, lol That was crazy ! Now that was just lotion imagine if it was somethin Bigger she couldn't stand the smell of. ,surprise,"[0.99302703, 0.98965746, 0.9776934, 0.021676956, 0.31875718, 0.9980696]",0.9980696
sadness,One of the worst feelings in the world finally admitting you've lost that summery glow. Hello pale winter. ,disgust,"[0.88903755, 0.9882158, 0.9536007, 0.00036733222, 0.9864871, 0.36722717]",0.9882158
joy, have a good day too! Yyyyaaa it is friday! ! ,joy,"[0.13278234, 0.025759118, 0.2808408, 0.9970003, 0.010472485, 0.9961182]",0.9970003
joy,"I cannot believe that musical practice just got over. If tomorrow is the same, then early morning dance Wednesday is going to be a ",surprise,"[0.9968346, 0.9962063, 0.9659988, 0.005306202, 0.99590045, 0.9986118]",0.9986118
joy,Sitting back eating soup watching degrassi reruns ,joy,"[0.016100578, 0.022535022, 0.17272437, 0.90700644, 0.10479768, 0.6148307]",0.90700644
sadness, Thanks - I hope there's a good turnout and I wish I could be there. ,sadness,"[0.72606826, 0.059793517, 0.5109123, 0.047717914, 0.9825713, 0.9695999]",0.9825713
fear,J'ai envie de dire que c'est la magie DEL INtNT ! On peut tomber sur des trucs WTF ,surprise,"[0.86066806, 0.12601887, 0.9533237, 0.4007494, 0.095806755, 0.99721944]",0.99721944
fear,"Serasa semua menuntuk tuk terjadi, segera. While my ego doubt to its other one. Memang ada satu jenis, pelan dan mematikan. ",fear,"[0.92137426, 0.6543535, 0.93596494, 0.01959831, 0.77029973, 0.9157861]",0.93596494
joy,"Science MOCK tomorrow, if I don't get a C I go on foundation. ",surprise,"[0.81038517, 0.754968, 0.89802647, 0.06552116, 0.63168705, 0.90602636]",0.90602636
joy,Wow. . . . I'm in a shitty mood today ,sadness,"[0.99895465, 0.9969798, 0.96076494, 0.0011429666, 0.9992706, 0.99706763]",0.9992706
sadness,Pahahaha I'm tireD. . . . . . . wish mah bed wuz smaller. . . . so I dnt have to wish someone else wuz in it. . . . ,surprise,"[0.95442694, 0.948756, 0.95864713, 0.01934749, 0.5886773, 0.97624755]",0.97624755
sadness,I really really really wanna listen to but I don't have them on my phone yet c ,sadness,"[0.9562677, 0.022747219, 0.93795365, 0.07877149, 0.9884819, 0.9717756]",0.9884819
surprise,So I am flying home right now and my mom has nooo idea! ,surprise,"[0.9957288, 0.98305154, 0.9839782, 0.06862472, 0.98378986, 0.996906]",0.996906
joy,This week is going to suck. Completely and utterly suck. ,disgust,"[0.9961404, 0.99824524, 0.918493, 0.0008345287, 0.9955687, 0.54338604]",0.99824524
surprise,Kuya anong gift mo sa kanya? wallet with pic of me and him Magugulat un! XD wahaha. ,surprise,"[0.0656898, 0.04981898, 0.27707213, 0.9108508, 0.059054784, 0.984141]",0.984141
joy,now's about time we should all gather 'round the spinet for some jolly caroling! ,joy,"[0.050780933, 0.008093451, 0.81924546, 0.9845632, 0.03726178, 0.957977]",0.9845632
joy,"Eurozone meltdown, recession, Iran crisis, pensions crisis. . . this is one happy news programme. . . oh and a bloody drought warning ",surprise,"[0.02546549, 0.030456567, 0.33311972, 0.74303323, 0.008779408, 0.89584714]",0.89584714
sadness,tht tht comes over u when u walk into a store nd there playing u nd ur ex's song (( ,surprise,"[0.99175185, 0.9899109, 0.9914955, 0.058553413, 0.99561524, 0.99769896]",0.99769896
sadness,"Right after you finish your essay on aphasia, there is a lect on aphasia irony ",surprise,"[0.5204315, 0.15898351, 0.67069113, 0.031704146, 0.32180366, 0.826081]",0.826081
joy,"~ ontem lá na minha voz tava muito Rocaaa , ai eu comecei a canta as musicas do Mr. Catra , Fico igualziinhu man , kkk [+] ",surprise,"[0.918184, 0.7801935, 0.920984, 0.9814755, 0.82867384, 0.9882969]",0.9882969
joy,☼ ☼ THANK YOU for the Twitter-LOVE! ) ☼ Wishing you ALL the BEST and a JOY-filled weekend! ☼ friends ,joy,"[0.012043767, 0.006849325, 0.5527493, 0.9890914, 0.007701709, 0.98834467]",0.9890914
joy,"ew,, i thought you dont wear one RT  I just shit my pants. Pure % gravy. ",disgust,"[0.9958925, 0.99882764, 0.9884957, 0.0030385167, 0.94001085, 0.998285]",0.99882764
joy,Bomb! I'm done my essay ) ) ) finally. . . . . ,surprise,"[0.9449952, 0.96623856, 0.975588, 0.59057623, 0.55643564, 0.9890469]",0.9890469
surprise,Can't wait till my mom comes home and sees where my dad and I cleaned and got rid of a bunch of stuff. ,surprise,"[0.34926012, 0.55220646, 0.9386656, 0.9415869, 0.08249993, 0.9888487]",0.9888487
surprise,AWWWW  your speech was amazing. GO and makes us PROUD! LDOC ,surprise,"[0.0024822142, 0.0011006015, 0.50187963, 0.9928894, 0.0029683318, 0.9983767]",0.9983767
surprise,I got my baby sister  perfume day she's gna be so happy with my purchase!  ♥ ,joy,"[0.009955186, 0.002676439, 0.49338415, 0.9963092, 0.003783563, 0.98949057]",0.9963092
joy,GM! ! ! Hope today be a great day for everybody! ! ,surprise,"[0.054327, 0.019154849, 0.5026698, 0.98965317, 0.038226455, 0.99478334]",0.99478334
joy,laughter had great time at kids party gave me energy to prepare to fly to Southampton - big presentation! ,joy,"[0.00933623, 0.008281316, 0.46850607, 0.9768339, 0.008686992, 0.9732982]",0.9768339
surprise, It will the avid deep soulful listener. Connecting those unaware of its spiritual strength. U'll Like them. . ,joy,"[0.02643164, 0.007365944, 0.066285, 0.8044245, 0.48774156, 0.68873477]",0.8044245
joy,Thanks to the scribblings of my creative brain has started working again ,surprise,"[0.07150709, 0.062164813, 0.6108176, 0.92201877, 0.08238211, 0.9246809]",0.9246809
joy, i had a sandwich today and didn't throw up. ,surprise,"[0.06141788, 0.06255645, 0.47667354, 0.25411344, 0.20292604, 0.9589664]",0.9589664
joy,Hey guys! morrow is  bday! show him some love morrow and day! ,surprise,"[0.044571295, 0.015700726, 0.28701007, 0.9123862, 0.1424509, 0.9249261]",0.9249261
joy,"I feel bad for the recruits staying over night, they picked the worst week to do an overnighter, studying all day/night ",sadness,"[0.013589977, 0.8953529, 0.9791628, 0.00025294308, 0.99874157, 0.7639865]",0.99874157
fear,“To live your in the of losing it is to lose the point of life. ” — Malcolm Forbes ,fear,"[0.65465695, 0.35912135, 0.9889204, 0.011761593, 0.6004527, 0.56742007]",0.9889204
joy,"May your neighbors respect you, Trouble neglect you, Angels protect you ampampamp Heaven accept you.  ",fear,"[0.1305555, 0.018731682, 0.90404284, 0.062561125, 0.3736124, 0.66773546]",0.90404284
joy,I hope the rest of this little vacation is better than the past two days. . . ,surprise,"[0.02981254, 0.015772808, 0.3771442, 0.046030667, 0.21031891, 0.93586224]",0.93586224
surprise,found a note in my car! ) ,surprise,"[0.9917007, 0.9778347, 0.96531284, 0.17237289, 0.9552878, 0.9975769]",0.9975769
joy,Love gettin abuse from tenants in the morning ,anger,"[0.78615355, 0.046497986, 0.67820406, 0.6206449, 0.008097418, 0.4803122]",0.78615355
fear,"I myself, by trying to clear the motivation of from my intentions amp trust that God is guiding me for his undefined purpose ",fear,"[0.4593677, 0.2802123, 0.9671628, 0.009821802, 0.8216046, 0.65989834]",0.9671628
joy,"i am at home and in bed and it's only ten. what is wrong with me? oh yeah, this week kicked my butt. and i have ACT. ",sadness,"[0.99417454, 0.9912582, 0.98056054, 0.001029674, 0.9964702, 0.97003204]",0.9964702
sadness,Boodat! I need a protege.  BassMonsterTIFF when you leave there's no one to follow in your footsteps. ,surprise,"[0.95569664, 0.86482406, 0.9569552, 0.025003938, 0.8555352, 0.9800251]",0.9800251
sadness, stab me in the heart why don't you! lol ,anger,"[0.9971208, 0.99266183, 0.9920431, 0.11851418, 0.79374427, 0.98513573]",0.9971208
joy,Ugh I'm so not ready for this week. . but lt-- Sarcasm ,disgust,"[0.9897384, 0.99128366, 0.9903329, 0.010871083, 0.51579744, 0.93141425]",0.99128366
surprise,Wah nowadays bugis street no more ah liana/bengs alr? ! ? ! ,surprise,"[0.9917293, 0.9053932, 0.97819656, 0.09729835, 0.9884798, 0.9971625]",0.9971625
sadness,finally home ! tired AF. thee sinks in. I can't sleep with my baby tonight. ,sadness,"[0.69577724, 0.8709045, 0.98560405, 0.0055462336, 0.99332386, 0.9346514]",0.99332386
joy,Ok this morning I am attempting to do all my Christmas shopping. With kids in tow. At the busiest shopping centre in Kent. ,surprise,"[0.7869656, 0.28422147, 0.63967, 0.045067966, 0.4332428, 0.93532914]",0.93532914
sadness, love you too! ! ! I won't get to see you this weekend! ( ,surprise,"[0.06960053, 0.02599238, 0.4652998, 0.6023704, 0.8865528, 0.9946108]",0.9946108
sadness,Still don't have an advent calendar to open ( ,sadness,"[0.91204435, 0.9461228, 0.95477206, 0.017265838, 0.98216677, 0.650451]",0.98216677
joy,Great going to bed at . that means I get to lose . this week to the world. At least I ate how I wanted to this weekend ,fear,"[0.9442842, 0.90322894, 0.97751415, 0.023787778, 0.9127121, 0.95843005]",0.97751415
fear,I feel like I'm missing out on the things I should be doing at this age. I really hope not though. ,sadness,"[0.9537004, 0.5250839, 0.9802853, 0.0045123603, 0.99662364, 0.90262055]",0.99662364
sadness,  Thx darlin' I am not ready yet. Much tonight. He was only yrs old! Taken by drunk driver ( ,sadness,"[0.28732947, 0.86652684, 0.9882359, 0.0469775, 0.99412847, 0.98575056]",0.99412847
joy,To each his own. (Suum Cuique)Cicero Celebrate Life this is your one chance Give a of amp ,joy,"[0.04526871, 0.010618177, 0.5268062, 0.92195666, 0.013434762, 0.73324424]",0.92195666
joy,Class for the next hrs on how to teach math and science ,fear,"[0.39723024, 0.10667705, 0.85738, 0.17358786, 0.6513739, 0.82259023]",0.85738
sadness, I KNOW RIGHT? ! my mom is all like quotHEALTHY FOOD HEALTHY FOOD ASLKFNEKRJNquot ,surprise,"[0.80164313, 0.29951176, 0.9335284, 0.37110063, 0.5374572, 0.9936073]",0.9936073
fear," not afraid of tomorrow, for I have seen yesterday and I love today less” Onwards amp upwards! ",fear,"[0.062415224, 0.10184097, 0.9588474, 0.725597, 0.086772576, 0.7542982]",0.9588474
fear," not afraid of tomorrow, for I have seen yesterday and I love today lessquot ",fear,"[0.05708934, 0.021737928, 0.9755485, 0.97518754, 0.10822628, 0.84425646]",0.9755485
sadness,Freud anatomy you have a cruel mind sometimes. ,anger,"[0.98247164, 0.96414655, 0.8360788, 0.0020388511, 0.30681327, 0.94293857]",0.98247164
surprise,plan gewijzigd mn zus heeft van de buitenkant een huis gemaakt echtmooii I loveyouult ,surprise,"[0.03566842, 0.03124864, 0.48547083, 0.9590082, 0.21998325, 0.96946454]",0.96946454
surprise,Ah ik heb echt geeen zin om nu een gedicht te schrijven ,surprise,"[0.98725176, 0.98744607, 0.9648807, 0.936052, 0.9670378, 0.9962993]",0.9962993
joy,I just wrapped the first Christmas present of the year ) ,surprise,"[0.060745254, 0.2524085, 0.63210785, 0.9789075, 0.445512, 0.9842105]",0.9842105
joy,i think i sweated out most of my sickness today. . . . ,disgust,"[0.82742095, 0.98778164, 0.980082, 0.0057625542, 0.93425286, 0.9364004]",0.98778164
joy,off to sleep in bed night night and to all say a prayer and be blessed ,fear,"[0.020032726, 0.014472819, 0.78268325, 0.27200538, 0.12944458, 0.6770073]",0.78268325
joy,That first cup of coffee on a Sunday morning ,joy,"[0.031260643, 0.019298138, 0.45299315, 0.92842865, 0.05860577, 0.92123485]",0.92842865
surprise,Spending time with my daddy. He knows how to make my day a little brighter grapejuice ,joy,"[0.02803447, 0.018310934, 0.7515815, 0.9971426, 0.022116672, 0.91329646]",0.9971426
joy,I would give anything for a nap. Its one of those am-pm days. ,sadness,"[0.7237294, 0.9518281, 0.9640741, 0.0039068507, 0.9942767, 0.9174415]",0.9942767
anger,"you know what really gets me going,  love of speaking in Spanish and owl city ",joy,"[0.102174014, 0.0016338683, 0.11552255, 0.98026824, 0.011092562, 0.9529124]",0.98026824
joy,watching toy story while writing up presentation notes. ,surprise,"[0.14886029, 0.30545083, 0.6405052, 0.23164131, 0.50446534, 0.863809]",0.863809
surprise,"Since Christmas is coming up soon, I think my girlfriend is gonna be in for a treat. ) hohoho ",joy,"[0.020786833, 0.0062261648, 0.24202363, 0.99249697, 0.008246581, 0.9537887]",0.99249697
sadness,Did not realize how excited I was to have my Netflix stream from my computer to my TV until the cords to make this happen failed. ,surprise,"[0.48504096, 0.05501186, 0.6373545, 0.81018627, 0.26636803, 0.995379]",0.995379
joy,"Just had a wonderful moment.  mentioned Sarah Palin in passing, and I actually had to think to remember who she was. ",joy,"[0.0033104867, 0.0018249751, 0.072534196, 0.9988686, 0.0011414803, 0.99494004]",0.9988686
surprise,actually sleeping in my bed instead of the couch ,surprise,"[0.6168794, 0.24674295, 0.96599555, 0.4160687, 0.5553448, 0.98231906]",0.98231906
joy,Expecting God to show up and show out tonight! ! ! Come join us at quincy ave for our night service  ! ,surprise,"[0.1805976, 0.03658769, 0.57597435, 0.7761384, 0.21537367, 0.96536314]",0.96536314
joy,Love watching my daughter be so excited around Christmas. ,joy,"[0.0071001523, 0.0009155597, 0.46593225, 0.9957451, 0.00269238, 0.76335543]",0.9957451
fear,"I neva was da type to bite ma tongue ampexplain maself anybdy,none but god. ",fear,"[0.80230135, 0.65037364, 0.9599482, 0.03137304, 0.799703, 0.94301504]",0.9599482
sadness," Disturbingly enough, I've found it faster to use an old feature phone with T- for tweeting than a smartphone. ",surprise,"[0.6117564, 0.7399702, 0.70298076, 0.058640614, 0.37089083, 0.9970642]",0.9970642
sadness, girl you know I will! Lazy night in the chapter room without you. notafanofnextyear ,sadness,"[0.54140276, 0.5839632, 0.8472625, 0.07758407, 0.9770445, 0.94961053]",0.9770445
joy,This reminds me of something  would say RT  I just shit my pants. Pure % gravy. ,disgust,"[0.9848311, 0.9968676, 0.96413356, 0.0022352026, 0.89221793, 0.9771285]",0.9968676
sadness,I wouldn't be surprised if Kris is privately mourning the loss of her Hacienda Luisita. She is no longer an haciendera. ,sadness,"[0.89157623, 0.82355416, 0.93657833, 0.0007806795, 0.99758005, 0.112547405]",0.99758005
sadness,"one little exam at , roomies are gone, not leaving til tomorrow morning. ",surprise,"[0.76613694, 0.54259086, 0.874707, 0.009409394, 0.8487546, 0.92251277]",0.92251277
surprise,  P haha don't be mad huney ) I'm gonna draw today again right? ) )) ,surprise,"[0.95436907, 0.14262389, 0.9781862, 0.21648306, 0.3896813, 0.99678624]",0.99678624
disgust,I always have a nose spot on my cup of coffee's cover. ) ,fear,"[0.9879907, 0.9883739, 0.9945509, 0.06877913, 0.899036, 0.9817848]",0.9945509
joy,Brought some ice cream and now it's time to watch movies ALONE -__- ,surprise,"[0.18934473, 0.03954474, 0.5439437, 0.8874368, 0.09560208, 0.9174931]",0.9174931
joy,Got my phone taken at school till friday ,fear,"[0.97503406, 0.92392737, 0.9910074, 0.029726451, 0.97060513, 0.9771085]",0.9910074
joy,I don't let negative ppl dictate who I am as person amp no one is bold/bad enuff to steal anything from me especially my ,fear,"[0.25184897, 0.07475925, 0.8877883, 0.4154345, 0.108926155, 0.81618434]",0.8877883
joy,"Anyway, time to settle in for a nice plane ride and lots of Russia I reading ",joy,"[0.044196837, 0.031766616, 0.5648079, 0.8329495, 0.027511153, 0.8290225]",0.8329495
joy,bout to be a very educatioal weekend for me. . . ACT and hw. ,surprise,"[0.09348755, 0.021548858, 0.6351044, 0.18360892, 0.03559494, 0.9598592]",0.9598592
fear,"Word RT  look, if we can't make the occasional crass sexual joke about serious protests, the terrorists have already won. ",anger,"[0.9736398, 0.77733606, 0.8314235, 0.021581123, 0.28540945, 0.9256836]",0.9736398
fear,Ce moment effrayant quand tu regardes un film d'horreur seul la nuit et que t'as l'impression d'avoir entendu un bruit . ,disgust,"[0.96730787, 0.9931456, 0.9927395, 0.008836098, 0.97695595, 0.99060434]",0.9931456
sadness,  I really hate box stores. Just remember my home town being annihilated by Wal Mart. ,anger,"[0.99867475, 0.9982839, 0.9765202, 0.0017351377, 0.9971138, 0.9381206]",0.99867475
anger, is nothing if not a very honest emotion but anger can and does cause people to say and do all kinds of dishonest things ,anger,"[0.95070446, 0.16363947, 0.46767938, 0.0019431991, 0.016625687, 0.40288064]",0.95070446
surprise,you are put on the spot and have to give a speech at your grandmas th birthday party ,surprise,"[0.73355246, 0.42555296, 0.96080303, 0.007814439, 0.8022134, 0.9916293]",0.9916293
surprise,  Don't be surprised if gets sidetracked at mile by chocolate cake. ,fear,"[0.41716337, 0.25345054, 0.914154, 0.15727691, 0.67220825, 0.47671562]",0.914154
anger,I hate when people think they can rap knowing they can't tweet ,anger,"[0.99858826, 0.99782395, 0.92838496, 0.0039648907, 0.860949, 0.4314067]",0.99858826
fear,"I remember you, this feeling isn't new. please don't be scared of me. ",fear,"[0.3506886, 0.40237287, 0.9981142, 0.009621886, 0.9548633, 0.10001985]",0.9981142
surprise, would you like a huge cake with Harry inside for your birthday ,surprise,"[0.03460496, 0.009396495, 0.4357322, 0.8371653, 0.02772058, 0.95094854]",0.95094854
surprise,"I love when I forget there's an exam. . , ",joy,"[0.013468884, 0.0038069673, 0.2611021, 0.9963535, 0.0035452684, 0.96652216]",0.9963535
joy,"Aids test, done! Attempt to look insightful at an international service conference. . . successful! ",surprise,"[0.03197776, 0.011077242, 0.68998164, 0.20700991, 0.07289613, 0.8062285]",0.8062285
joy,Practicing golf for the first time this month and loving it. ,joy,"[0.005501604, 0.00036711938, 0.17462018, 0.99655765, 0.0008467993, 0.67604023]",0.99655765
disgust,You gotta leave something to the imagination. . Girls need more class nowadays. ,surprise,"[0.8881554, 0.4466619, 0.9039382, 0.023760002, 0.58611333, 0.95808303]",0.95808303
sadness, just saw your tweet . . . andddd i won't ( i'll be working on a paper all night praiseemforme ,surprise,"[0.96499014, 0.96716666, 0.9882009, 0.09103638, 0.93662244, 0.9939262]",0.9939262
surprise,It sucks for us Marist kids taking exams tomorrow. . It's not like we do this every year! ,anger,"[0.9983575, 0.99582916, 0.85179245, 0.0019806959, 0.99829346, 0.9874351]",0.9983575
fear,And so it begins. . . the countdown to a and the possibility of an almost-new life ,surprise,"[0.06956221, 0.05837491, 0.43236002, 0.4497381, 0.022604914, 0.6465907]",0.6465907
surprise,Car was just k searched. What the hell? Didn't find anything! ,surprise,"[0.9972466, 0.99440753, 0.9608715, 0.0066847564, 0.9619566, 0.9984332]",0.9984332
joy,Just had a moment of panic that I was out of packing tape for all these boxes then remembered by box of rolls from Uline. ,fear,"[0.7031727, 0.13543142, 0.9987753, 0.0004914599, 0.8477489, 0.79000485]",0.9987753
fear, This is the shakiest -point lead in history of college football. ” lol ,surprise,"[0.081111714, 0.0902968, 0.8569318, 0.10814015, 0.019630138, 0.9936765]",0.9936765
joy,Looking at more houses in Hayward again today. My moms favorite is a bright ass green house -_____- hahaha ,surprise,"[0.49908963, 0.12880734, 0.7479236, 0.065472424, 0.04664381, 0.9843753]",0.9843753
joy,Goin to bed! Gonna get like hours of sleep ,surprise,"[0.1857863, 0.20898551, 0.8515811, 0.882194, 0.26476774, 0.9880558]",0.9880558
joy,My mom just got home from work. . . . ,sadness,"[0.93796885, 0.8187628, 0.9682237, 0.29257393, 0.9809616, 0.9767368]",0.9809616
fear,When you say something and you pray the person don't hear ,fear,"[0.25359985, 0.32084486, 0.8480028, 0.008405058, 0.5585609, 0.21862002]",0.8480028
surprise,aww one of my mom's old special ed students from like years ago came and visited her! ! soo cute! that just made her day ) ,surprise,"[0.006248509, 0.00085890794, 0.24554068, 0.9937273, 0.0064446023, 0.9962353]",0.9962353
fear," not afraid of tomorrow, for I have seen yesterday and I love today less” ",fear,"[0.24061613, 0.6764292, 0.988135, 0.03293846, 0.94889116, 0.78467387]",0.988135
surprise,"RT, follow  and WIN one of the special collector items that we are giving away to our Twitter friends! RT WIN ",surprise,"[0.2942899, 0.0628855, 0.53786093, 0.55012697, 0.29617208, 0.8027916]",0.8027916
fear," not afraid of tomorrow, for I have seen yesterday and I love today less” ",fear,"[0.24061613, 0.6764292, 0.988135, 0.03293846, 0.94889116, 0.78467387]",0.988135
fear,'The spirit of is from the evil one. Satan IS THAT spirit ,disgust,"[0.9367217, 0.95452, 0.915575, 0.004257723, 0.6948086, 0.8804694]",0.95452
joy,love mock exams! they fill my day with ,joy,"[0.013454528, 0.0012041917, 0.21782914, 0.9977557, 0.005060385, 0.9700477]",0.9977557
fear,"Late flight made me miss seeing  in Largo. Thank you, Chris, for coming to ",sadness,"[0.021352818, 0.010182805, 0.78658295, 0.029460957, 0.9884864, 0.9717927]",0.9884864
surprise," I'm doing my usual bit of stalking. . Road works just woke me up, and its quite sunny in bodmin whatsapp me please babe ",fear,"[0.9809368, 0.6611332, 0.98601645, 0.27927303, 0.67346203, 0.94129276]",0.98601645
surprise, goodnight Greyson I hope you have very sweet dreams( I can't wait for the ♥♥♥♥♥♥♥ ,joy,"[0.031541623, 0.016249463, 0.75078166, 0.9971988, 0.052952927, 0.9590219]",0.9971988
sadness,"I wish my name rhymed with something, so I could have a tight twitter handle ",anger,"[0.9901882, 0.6319182, 0.9449499, 0.013722133, 0.9543465, 0.96323526]",0.9901882
joy,"I am the Alpha amp the Omega, the Beginning amp the End. . . who is and who was and who is to come, the Almighty. Rev ",surprise,"[0.38625064, 0.07765255, 0.60919636, 0.17686611, 0.2207017, 0.74620146]",0.74620146
sadness,Even crackers and Mac n chees isn't making this better / ,anger,"[0.97619015, 0.96721494, 0.90845865, 0.0025454683, 0.9683207, 0.75830483]",0.97619015
surprise,Mum put hot bottle in my bed ,fear,"[0.94789517, 0.9380782, 0.9936761, 0.1848036, 0.90654075, 0.98477906]",0.9936761
surprise,Are your software developers in the middle of a call center? They might start to hate their jobs. ,disgust,"[0.9570686, 0.9666012, 0.93570423, 0.0013631812, 0.9159664, 0.9198845]",0.9666012
surprise,so apparently a piece meal comes with fries and drinks now ,surprise,"[0.45177796, 0.119564846, 0.7776303, 0.31161776, 0.3843272, 0.949087]",0.949087
sadness,I felt bad for HUMPTY DUMPTY when i was little. They never put him back together! ,sadness,"[0.026755756, 0.93546903, 0.89121836, 0.00049474166, 0.99711764, 0.9807031]",0.99711764
disgust,I hate when girls in soccer rub up all against you dude we are not playing basketball theirs a huge field backoff ,anger,"[0.9985832, 0.9971439, 0.9862407, 0.0031381114, 0.8514699, 0.9578311]",0.9985832
fear,"Listening to some older punk, including one of my favs, FEAR. amazed at how the lyrics, which are yrs old are still relevant today ",surprise,"[0.8500035, 0.07579938, 0.991318, 0.0958439, 0.75553167, 0.9983694]",0.9983694
joy,So instead of Going out to dinner for my birthday on Sunday my dad brother amp cousins are Going to the Broncos amp Chargers game -____- ,surprise,"[0.88226193, 0.8072216, 0.9371338, 0.04097252, 0.9066988, 0.97041005]",0.97041005
surprise,"Rdv à tous au centre commercial a cet après midi, dans la joie et la bonne humeur ! Une vous attendra ",joy,"[0.034533765, 0.019681318, 0.48078042, 0.99759465, 0.028904451, 0.94400036]",0.99759465
joy,Landed. Hellooooo Denver. It feels SO good to be home. ,joy,"[0.0029677262, 0.00066049304, 0.34813455, 0.99791044, 0.0010713735, 0.9634163]",0.99791044
fear,getting too comfortable being single amp end up lonely for the rest of my ,sadness,"[0.7014489, 0.7217116, 0.965511, 0.005255752, 0.9947378, 0.7102399]",0.9947378
joy,I love it when coaches send me preaches over text message. ,joy,"[0.0051705684, 0.0005865549, 0.21416847, 0.99659616, 0.005544872, 0.8765247]",0.99659616
joy,After o'clock tweets like shitting in pot. . Nobody care what crap u slipping. . ,anger,"[0.98267984, 0.96619797, 0.7470974, 0.010369189, 0.4010994, 0.63836163]",0.98267984
joy,So. . . road trip time! ,surprise,"[0.07743461, 0.017483769, 0.6401935, 0.9440831, 0.044168886, 0.9839671]",0.9839671
anger,The high schoolers are warming up IN THE HALLWAY ,surprise,"[0.48852295, 0.30395767, 0.8841748, 0.29268327, 0.5620998, 0.94081527]",0.94081527
surprise,Mon chef de filière m'envoie un mail pour me féliciter ! ,surprise,"[0.9785671, 0.90891474, 0.9558054, 0.9237767, 0.8745173, 0.9922315]",0.9922315
fear,"Bordel de merde, c'est moi ou la trend Française est à gerber en ce moment ? ",surprise,"[0.8482935, 0.9217098, 0.92342544, 0.8538827, 0.7703375, 0.98842186]",0.98842186
joy,So excited about the growth in my friend amp Brother Pastor Soto. The Holy Spirit is on this kid! ,joy,"[0.0046055173, 0.0008636078, 0.2586654, 0.99623245, 0.0017714924, 0.9843647]",0.99623245
joy,"quotThe backpackers r bac on the bandwagon like this was my comeback season back, back in the dayquot  ",surprise,"[0.7979113, 0.62079096, 0.40077472, 0.80780524, 0.22475052, 0.9620706]",0.9620706
surprise,Rubbing hand sanitizer on your hands when you have hidden cut. hurtsogood ,fear,"[0.6074319, 0.5195478, 0.91696274, 0.6790231, 0.7569477, 0.8707339]",0.91696274
fear,"I love that. . . RT  Not afraid of tomorrow, for I have seen yesterday and I love today less” ",joy,"[0.009268228, 0.0016605747, 0.6020855, 0.941376, 0.026412176, 0.8965378]",0.941376
sadness,holding back tha tears and tha heartbreak. . . Because I kno ur not worth it. . . ,sadness,"[0.8943351, 0.990854, 0.99449784, 0.00066863064, 0.9978515, 0.52133816]",0.9978515
disgust,I was hardly a km away when d incident happened. Cant get over it! Calcutta didnt learn anything even after d Stephen Court episode. ,anger,"[0.99838376, 0.9966905, 0.97710085, 0.0023155932, 0.99759644, 0.98869693]",0.99838376
joy,Well I'm going to be extremely tired tomorrow. And I have a day full of studying ,surprise,"[0.912512, 0.8204418, 0.9106983, 0.008854203, 0.91309994, 0.924485]",0.924485
sadness, why would you ignore it from ME though? ! I started it. . . I'm never there anymore. It's a big deal when I say it. . . ,anger,"[0.99494165, 0.65210426, 0.9383097, 0.043648206, 0.9696231, 0.979545]",0.99494165
fear,"At WalMart with  and she just saw a midget and freaked completely out! will KILL you, lol! ",fear,"[0.99405044, 0.9763293, 0.9989606, 0.0018772224, 0.30883762, 0.9910232]",0.9989606
sadness,Psyc midterm today. Feeling like I'm gonna bomb. tearyeyed ,sadness,"[0.1939678, 0.9872715, 0.99852633, 0.001141681, 0.9987256, 0.92396706]",0.9987256
joy,"Ah nan rien, en relisant mon cours, jvois que j'ai enfete completement raté ",surprise,"[0.9915046, 0.9924441, 0.9797524, 0.7139981, 0.9799653, 0.9953595]",0.9953595
sadness,Last unit of pickleball in high school ,sadness,"[0.7486902, 0.6693155, 0.8622392, 0.13048133, 0.9461793, 0.87473035]",0.9461793
joy,Listening to Christmas music is making my day oh so merry and bright happyholidays ,joy,"[0.0034028792, 0.0013402234, 0.44454807, 0.99912804, 0.0012178029, 0.9265695]",0.99912804
joy,doctor who ads showing up in my comic books ,anger,"[0.97045934, 0.78423405, 0.4213644, 0.36787066, 0.6009417, 0.9674058]",0.97045934
joy,Mom's personal assistant ,surprise,"[0.66891783, 0.4426771, 0.7938285, 0.29325113, 0.7169261, 0.8715317]",0.8715317
