labels,text,feels_emo,prob_feels_emo,prob_max
joy,THIS DAY REMINDS ME OF THE FIRST DAY I EVER GOT PUSSY! ,anger,"[0.95572895, 0.9327633, 0.8627186, 0.02914153, 0.9405137, 0.9329601]",0.95572895
fear,"and . . . . Think about it,,,,based on your belief, u don't even lose your LIFE when u lose your physical LIFE UseITdontUseIT ",fear,"[0.56000835, 0.6055453, 0.9385977, 0.025082381, 0.5562838, 0.88577443]",0.9385977
joy,I can feel it already. Its gonna be one of those crappy days. ,sadness,"[0.9386755, 0.8833152, 0.95860064, 0.00046361692, 0.99646264, 0.83799094]",0.99646264
joy,"Bought to start my big journey to Delaware first to Claymont, then New Castle and then Dover. ",surprise,"[0.4914687, 0.35045862, 0.6693585, 0.49414945, 0.36612704, 0.86278355]",0.86278355
sadness,I hate it when you talk to someone every single day and then it just stops. All of a sudden neither of you say a word to each other ,disgust,"[0.92896664, 0.9597741, 0.68485284, 0.00049483735, 0.87448716, 0.90800935]",0.9597741
fear,Moral to the story? A little can be used as a huge advanage. pointtoprove ,surprise,"[0.1380439, 0.074595414, 0.6792781, 0.076667264, 0.07739935, 0.7765144]",0.7765144
joy,hungry and have no lunch money / ,surprise,"[0.31748024, 0.027424576, 0.074933365, 0.00030059085, 0.5788788, 0.65296286]",0.65296286
fear,"Life is short, live it. is rare, grab it. Anger is bad, dump it. is awful, face it. Memories are sweet, cherish them. ",anger,"[0.7624355, 0.3153693, 0.7120108, 0.16131462, 0.75475633, 0.76099557]",0.7624355
surprise,"the most recent project for art is drawing a portrait of someone, which I've already done. first, Beyonce. second, ",surprise,"[0.0999711, 0.0754615, 0.22998096, 0.15850088, 0.1681533, 0.28587663]",0.28587663
sadness,I really can't be nice to some people without them getting the wrong idea. ,fear,"[0.48935944, 0.39447942, 0.7177741, 0.0014230412, 0.43325242, 0.53417623]",0.7177741
sadness,"im not gonna lie, my family celebrates christmas without christmas trees, where's the festivity? ! ? ! ? gay ",surprise,"[0.99304575, 0.9828609, 0.93037105, 0.00666895, 0.9865132, 0.9931844]",0.9931844
sadness,I really want to go black Friday shopping but I have no one to go with. . ,surprise,"[0.88936603, 0.13641527, 0.80076194, 0.07018471, 0.955014, 0.9669757]",0.9669757
sadness,My brand new machete needs sharpening after my first shave with it. ,surprise,"[0.79978126, 0.3820661, 0.7565096, 0.011847365, 0.36405987, 0.9581893]",0.9581893
joy,Few things in life are better than a toasted bagel with a cup of tea ,joy,"[0.014167118, 0.0004505996, 0.29992682, 0.80110884, 0.03361899, 0.6315247]",0.80110884
surprise,Time for bed. Bed full of hobby tinkering stuff. . . fuuuuuuuu ,surprise,"[0.4561098, 0.18425338, 0.6137254, 0.18834665, 0.3514051, 0.9143277]",0.9143277
joy,"SUPER grateful for da blessing of day amp da ones to come, Thank You God all u've done! ! ! ! ! ! ! ! ! ! heart of ",joy,"[0.0004166555, 0.00020191756, 0.06100961, 0.99569833, 0.0014901884, 0.8229697]",0.99569833
joy, seriously! At least you made about % of those tickets worth at work today jealousofyourdad ,anger,"[0.97589976, 0.30462164, 0.66988033, 0.74352044, 0.60407454, 0.95368147]",0.97589976
sadness,Actually crying because of gossip girl ,sadness,"[0.82514757, 0.89280456, 0.97804546, 0.00065657555, 0.9928791, 0.9184323]",0.9928791
surprise,Finally with the long lost best friend  ,joy,"[0.0040566414, 0.00047897248, 0.046035096, 0.95971406, 0.11290604, 0.8270968]",0.95971406
anger,Ive listened to drop the world so many times that im pretty sure my dog knows the lyrics ,fear,"[0.651833, 0.14350303, 0.8149495, 0.19269915, 0.6926151, 0.69668525]",0.8149495
joy,ew I forgot I have to see stupid fucking people today. ,disgust,"[0.98657715, 0.99325174, 0.8437348, 0.0006632288, 0.8909256, 0.95555496]",0.99325174
surprise, jus so u know I have stalked ur school website to see when u play and u will see me in the near future needseeu! ,fear,"[0.8128781, 0.06699067, 0.8152237, 0.69573563, 0.35971776, 0.24527271]",0.8152237
sadness,"ooooh early shifts. . . ooh my dear early shifts, why don't you all go to fk off! FML ",anger,"[0.99778795, 0.9903072, 0.9685763, 0.20670897, 0.99082804, 0.9881948]",0.99778795
surprise,keep tht job and grind it out bank statement come thru . . see yu grindin now. . ,fear,"[0.3414057, 0.1567409, 0.7226452, 0.013177306, 0.151695, 0.65971005]",0.7226452
sadness,Our main server got borked! Check here for deals instead! ,surprise,"[0.6929485, 0.4511506, 0.7089489, 0.016546248, 0.5514472, 0.9092764]",0.9092764
sadness,"So I think im watching a good movie, and then they kill the little boy. WTF. heartbreak ",disgust,"[0.99066585, 0.99219996, 0.8909214, 0.002359194, 0.9910774, 0.9774386]",0.99219996
sadness,I got my retainer on today. It feels so weird I can't sleep because I keep touching it with my tongue. . . ,surprise,"[0.54278797, 0.8412593, 0.9587351, 0.002157734, 0.70888346, 0.96174276]",0.96174276
joy,Purple + rainbow tights are the. B E S T ! ! ! ! ! ! ! ,surprise,"[0.9277091, 0.78226256, 0.8820604, 0.89008796, 0.6595837, 0.97837716]",0.97837716
sadness,Missing Judas Priest's farewell tour in Toronto tonight. ,sadness,"[0.91380876, 0.9207597, 0.95088744, 0.0086236, 0.98522854, 0.9735482]",0.98522854
surprise,you break into  house when she's out of town to get your birthday cake amp she doesn't know. ,surprise,"[0.87213194, 0.7261463, 0.93729496, 0.036551844, 0.5042021, 0.96631384]",0.96631384
anger,Really not liking myself right now! I hate fucking up. Fuck! ,anger,"[0.9965239, 0.996152, 0.9433721, 0.0009448769, 0.98789597, 0.9548832]",0.9965239
joy,Back home. Time to stress over school again. -_____- ,fear,"[0.9340764, 0.52834225, 0.93471926, 0.00047993637, 0.8149724, 0.19728969]",0.93471926
joy,Harry Potter is recorded. ,surprise,"[0.08939594, 0.03705069, 0.488838, 0.16647647, 0.14136542, 0.7560489]",0.7560489
sadness,when creepy people don't get the hint to stop texting you. . . . ,anger,"[0.88154495, 0.83037776, 0.66759366, 0.0004400778, 0.34365314, 0.8810711]",0.88154495
joy, better get your Hanukkah Bush up and decorated. . . Tis the season. . . and a Hanukkah Music Pandora station. . . ,surprise,"[0.1605586, 0.08798539, 0.5712769, 0.6264743, 0.09857039, 0.7470467]",0.7470467
sadness,This damn strip club is wacky as ,surprise,"[0.95408076, 0.9287992, 0.6664861, 0.0013712686, 0.09367584, 0.9774145]",0.9774145
sadness,I hate it when I cant help someone when they feel sad. It makes me sad. ,sadness,"[0.0061272546, 0.5033161, 0.7721584, 0.00052287726, 0.9926676, 0.49247533]",0.9926676
joy,So I get to the corner store. No grape/melon arizona. then the chinese guy goes in the back and gets me a mango arizona ,surprise,"[0.45292446, 0.31532097, 0.8681819, 0.056579076, 0.6407494, 0.95865095]",0.95865095
surprise, did succeed with pizza rolls last night. ,surprise,"[0.05637132, 0.0035683129, 0.50482863, 0.64498717, 0.018382825, 0.9329367]",0.9329367
fear,Just had a great movie marathon with my wonderful roommate wawa chinese can't get any better than that ) ,joy,"[0.02337668, 0.00070835825, 0.57719034, 0.9900311, 0.111505635, 0.8419631]",0.9900311
joy,"You know that feeling when you make the turn for home and your legs tell your brain to shut up, and you just run? Bc you love to run. ",joy,"[0.0060222056, 0.00038771113, 0.11745582, 0.87365764, 0.005967096, 0.45417207]",0.87365764
surprise,The first place I drive to the studio ,surprise,"[0.45230576, 0.24971713, 0.8745238, 0.22577429, 0.354756, 0.8750019]",0.8750019
sadness,  don't you dare waste a Daryl by turning him in to a walker! quot  Shame you dont sell outside the USA. ,disgust,"[0.99113935, 0.99419606, 0.9367601, 0.0032823682, 0.9518804, 0.9530579]",0.99419606
surprise,I was years old. My aunt took me to the mall and never told my parents. ,fear,"[0.62876356, 0.50287735, 0.9471259, 0.23360838, 0.65476173, 0.90962213]",0.9471259
surprise, you should be getting your early x mas present sometime in the next couple weeks. ,surprise,"[0.19153142, 0.09697773, 0.5069487, 0.27652544, 0.08792292, 0.6786428]",0.6786428
anger,People who say you broke their computer because you figured out what was wrong should die in a house fire. ,disgust,"[0.97130054, 0.98377174, 0.89052325, 0.00079407456, 0.7332842, 0.75678873]",0.98377174
sadness,"these ads that come on the side saying flirting has never been so easy. man, why is the world filled with desperate people i say ",anger,"[0.99091303, 0.9832609, 0.7380858, 0.0034988255, 0.88235724, 0.9772873]",0.99091303
sadness, i dn't even get wat actually happen. i just felt useless nw. ,surprise,"[0.9435589, 0.9615696, 0.95499456, 0.0010994525, 0.9752865, 0.99134386]",0.99134386
joy,Sometimes little things make me crazy happy. Hint water was on sale today so I stocked up ,joy,"[0.0015575043, 0.00030948845, 0.19962521, 0.9891235, 0.0015463709, 0.7450799]",0.9891235
anger,"after minutes of waiting, my project is finally printed out. . . . ",surprise,"[0.4468143, 0.25530064, 0.62625396, 0.29960757, 0.3151587, 0.95415455]",0.95415455
joy,"I have to make up nine assignments by Friday, I have terrible grades in all of my classes, and I'm going to fail all of my finals. ",anger,"[0.9842646, 0.9498585, 0.9148373, 0.00052154734, 0.97643083, 0.91876715]",0.9842646
surprise,Try to surprise birthday boy  and he ends up surprising us by showing up at our hiding spot. ,surprise,"[0.70254, 0.50881046, 0.8336525, 0.2469274, 0.5802654, 0.9909642]",0.9909642
joy,the awkward moment when your going to red robin with your family and you are a vegetarian. . ,surprise,"[0.50427806, 0.5357821, 0.97309285, 0.00025248193, 0.8192288, 0.9940428]",0.9940428
surprise,My Right Hand Has Fingers Able To Work. . . Gunna Release A Hopefully Tomorrow! Stoked ,joy,"[0.5135881, 0.00033896102, 0.78481674, 0.9826713, 0.0038226168, 0.9260325]",0.9826713
anger,  I don't want to walk . km everyday. . . Especially in the winter. . . . . ,fear,"[0.89222276, 0.829516, 0.97782487, 0.010201983, 0.90051097, 0.91430247]",0.97782487
joy, Do the work. Do the analysis. But feel your run. Feel your race. Feel the that is running~Kara  ,surprise,"[0.048853345, 0.059431154, 0.470295, 0.22410895, 0.0637838, 0.6799003]",0.6799003
joy,quotFamily Night. quot More like quotRub It In Caleb's Face That He Doesn't Have A Girlfriend Or Wife Night! quot ahwell jive ,anger,"[0.90524983, 0.46058574, 0.8404534, 0.40901333, 0.6938116, 0.9010737]",0.90524983
surprise,I love surprise bday parties! Doing last minute stuff before the birthday boy gets here. ,joy,"[0.00719589, 0.0002419351, 0.16340205, 0.94390625, 0.014877488, 0.8562675]",0.94390625
joy,Saved us all from Satan's power when we were gone astray. ,surprise,"[0.27805117, 0.027023254, 0.82181203, 0.23966123, 0.24004991, 0.83547693]",0.83547693
sadness,The break up scene in The Notebook ltlt ( ,sadness,"[0.35334417, 0.39991978, 0.8847262, 0.000119963166, 0.8857171, 0.8657217]",0.8857171
sadness," sounds like fun! ^^ btw, can't wait to hear you sing more and more ) AMAZING VOICE lt ",joy,"[0.0011837651, 0.00016225764, 0.058032803, 0.97016877, 0.0013469079, 0.8251076]",0.97016877
joy,Setting My Alarm On For Tomorrow . . . ,fear,"[0.5414566, 0.3311313, 0.95745695, 0.2432164, 0.5790056, 0.6258962]",0.95745695
joy,Bk. . . ! It's okay doesn't compare to wedding practice then wedding shower tonight. ! ! ,surprise,"[0.58634275, 0.56979346, 0.8668896, 0.39930454, 0.5441102, 0.94548005]",0.94548005
surprise,Heb nu alle kadotjes. Nu nog een idee en uitwerking voor derest ,fear,"[0.5698411, 0.5698212, 0.7650124, 0.1563731, 0.40444165, 0.7381952]",0.7650124
joy,Nice chilled morning ) now getting ready for work ,joy,"[0.0010847843, 0.00053975993, 0.7458773, 0.9323598, 0.0026859266, 0.6057656]",0.9323598
joy,Loving this iPad with the keyboard dock. I can sit here at work watching my Twitter stream s it happens! ,joy,"[0.01162857, 0.00037862384, 0.1690206, 0.95027816, 0.003974085, 0.8209091]",0.95027816
disgust,Dear  You homepage now looks like one of those fake pages you get when u misspell a URL. . . FIX IT! -Kevin ,anger,"[0.9483427, 0.88234276, 0.71124196, 0.017394107, 0.86689496, 0.9384863]",0.9483427
joy,Headache. . . headed back to cs for work at ,fear,"[0.12010679, 0.19728333, 0.8437956, 0.00034195976, 0.68534225, 0.517293]",0.8437956
joy,"THANK YOU! gtgt RT  Happy Thanksgiving, SusanCosmos! God bless you and us, all and also Be Happy! D ",joy,"[0.00058222265, 0.00018431403, 0.2265651, 0.9735034, 0.0014635008, 0.8552561]",0.9735034
surprise,Had the weirdest dream that I was engaged to Prince William and it was our engagement party Harry was making stupid jokes. ,surprise,"[0.29696867, 0.22671227, 0.76980853, 0.020497221, 0.34994113, 0.97321296]",0.97321296
fear,"I was interviewing a gurl and she flipped the tables on me by questioning me in the freakest way ever! The rapist got mind raped, ppl! ",anger,"[0.9931704, 0.979147, 0.97754616, 0.012258139, 0.79993445, 0.98994094]",0.9931704
fear,They say your penis is related to your shoe size. Well that makes the of getting raped by a clown much scarier. ,fear,"[0.6456711, 0.8397681, 0.98731124, 0.00095041073, 0.46444756, 0.92631555]",0.98731124
sadness,I'm going to feel extremely hungry tomorrow from not enjoying the yearly Thanksgiving meal. ,surprise,"[0.77774125, 0.7399405, 0.7638315, 0.0007595678, 0.87904805, 0.9211234]",0.9211234
joy,"don't go for the most beautiful girl in the world, go after the girl who makes your world the most beautiful ",fear,"[0.30424258, 0.21211961, 0.8980812, 0.14151758, 0.20914078, 0.7150878]",0.8980812
joy,Annnnnd we found the PERFECT present. . . But hannahs mom already got it for her. Amy and i have to hit the stores again ) ,surprise,"[0.09385585, 0.00722828, 0.45193073, 0.9100498, 0.08915442, 0.9227671]",0.9227671
surprise,"RT, follow  and WIN one of the special collector items that we are giving away to our Twitter friends! RT WIN ",surprise,"[0.13092236, 0.0556002, 0.31486425, 0.3391081, 0.117323525, 0.6440932]",0.6440932
surprise,That Quiet Lady in the nd segment of ,fear,"[0.0022096247, 0.18344052, 0.78454375, 0.00022918549, 0.2462298, 0.5270121]",0.78454375
joy,Going back to school tomorrow. . ,fear,"[0.4735295, 0.44590306, 0.9099685, 0.039439254, 0.49455443, 0.8982107]",0.9099685
joy,"Ah, coupons for free birthday food begin. ",surprise,"[0.028028555, 0.021623788, 0.5498698, 0.674314, 0.06938324, 0.93768567]",0.93768567
fear, tells us that we've sacrificed more than others. tells us it's time worry about the future. xAxALuke ,surprise,"[0.2459533, 0.0950183, 0.75033176, 0.0007035992, 0.56005675, 0.8369811]",0.8369811
joy,iss gets so old. . wack ass freshman staring at me all day ,disgust,"[0.97700226, 0.9881048, 0.93282825, 0.0004938408, 0.9688075, 0.22007132]",0.9881048
sadness,"Singing quotSomeone like youquot in a car, in the rain, with   What is this, an ABC family movie? Lol . . . ",surprise,"[0.11638224, 0.39725098, 0.88973457, 0.15268223, 0.3625563, 0.99341524]",0.99341524
surprise,Knutsel knip plak en klaar met de en dat zonder ducttape! Nu het gedicht nog. . ,surprise,"[0.8160421, 0.7725134, 0.86431783, 0.3418047, 0.59835976, 0.9804658]",0.9804658
joy,Nice to see  and  although my toes nearly fell off. Now as I'm an old man I'm going to snooze on the sofa ,surprise,"[0.09013536, 0.0020098551, 0.86694145, 0.45876348, 0.16803001, 0.9435294]",0.9435294
surprise," if different friends invite you to a party at your parents house, don't go its a trap intervention ",fear,"[0.6625018, 0.60816604, 0.9851918, 0.018255735, 0.697364, 0.91671354]",0.9851918
fear,Faith is the voice of God. Fear is the voice of satan. We can't listen to two voices. To do so makes us double-minded.  ,fear,"[0.36817402, 0.54904354, 0.9892013, 0.0416483, 0.46389988, 0.801358]",0.9892013
joy,The worst stomach pains. . ,fear,"[0.1633011, 0.87239176, 0.9442933, 0.00024158151, 0.5705616, 0.568588]",0.9442933
fear,Tenn and Ole Miss declined to play SC next year. ,surprise,"[0.6438191, 0.7227915, 0.9080868, 0.058040492, 0.8298324, 0.93129706]",0.93129706
anger,That awkward moment when you just want to punch a baby. ,anger,"[0.98987633, 0.98634225, 0.96334946, 0.00038158483, 0.6969238, 0.98675054]",0.98987633
anger,I'm sorry but if you're going to do an act run through I think maybe it should be finished before you try it. . ? ,fear,"[0.9164035, 0.9014058, 0.9694494, 0.00030356555, 0.79022765, 0.9439245]",0.9694494
surprise,Tonia coming into my house and scaring the shit out of me. ,fear,"[0.99180603, 0.918421, 0.99292713, 0.0003517624, 0.8337761, 0.98289156]",0.99292713
sadness,"The reasons I miss living in Houston Zio's, Gringos, and Casa Ole. The food of my childhood! Dallasrestaurantssuck ",sadness,"[0.85576683, 0.9367582, 0.67850065, 0.0065371343, 0.9781693, 0.7188847]",0.9781693
joy,"quotThe King will reply, ‘Truly I tell you, whatever you did for one of the least of these brothers and sisters of mine, you did for me. quot ",surprise,"[0.12866922, 0.12482983, 0.71855557, 0.17604667, 0.16794981, 0.8583843]",0.8583843
fear,"Je suis foutu. Les Québécois ont trouvé mon mail, ils m'avertissent que je dois utiliser courriel dans mes articles ",anger,"[0.99550396, 0.98508877, 0.9340444, 0.97322685, 0.96442497, 0.99121994]",0.99550396
sadness,Uhhh. . . Migraine. . . Go away! ! I'm not sure if I'm about to pass out or vomit. . . Uhh. . I wish someone was here to hold me! ,anger,"[0.98836356, 0.94218147, 0.9501815, 0.0011790819, 0.9142792, 0.9685638]",0.98836356
fear,Damn if only she knew. ( I don't wanna fall for you ckuz ik you won't pic me up. Trying hard not to. ,fear,"[0.9751338, 0.90726614, 0.98951375, 0.016138533, 0.9750284, 0.97303987]",0.98951375
joy,Me and  on the curry hype tonight at The Peg ,surprise,"[0.15121968, 0.0005798388, 0.4817863, 0.7086216, 0.057996802, 0.90613383]",0.90613383
joy,What's that? Another weekend of SW TOR testing? OH! SURE! Why not? I wasn't planning on getting any work done this vacation ANYWAY. ,surprise,"[0.23769096, 0.048161425, 0.81960756, 0.9419135, 0.15092063, 0.98137325]",0.98137325
surprise,Making cookies when my parents aren't home ,surprise,"[0.4509588, 0.067507535, 0.85669434, 0.7562162, 0.42931467, 0.91211075]",0.91211075
sadness," Tu me manques, nos tiny me manque, nos délires me manque, vivement qu'on rattrape le temps perdu mon chou lt ( ",fear,"[0.98778665, 0.9911514, 0.9977138, 0.4894445, 0.9946484, 0.9866108]",0.9977138
fear,Sneezing an simultaneously farting ,surprise,"[0.41561684, 0.8601059, 0.71637094, 0.0051419158, 0.18125805, 0.95680535]",0.95680535
anger,Anger prevents proper thinking and makes you vulnerable. - Wooden ,anger,"[0.96929663, 0.42857707, 0.47724983, 0.00021907892, 0.028878916, 0.29992607]",0.96929663
fear,Night tweeps! ! Back to school ulit bukas! If you think the worst is over. . . wait for the exam results. . ) Exams AHSJuniorsExams ,surprise,"[0.45987195, 0.19944392, 0.8285791, 0.01235772, 0.5497419, 0.85436845]",0.85436845
joy,Looking forward to spending time with my long lost honourary sisters tonight! ,joy,"[0.0053312443, 0.00024587836, 0.18276273, 0.96656245, 0.0036980582, 0.4008758]",0.96656245
anger,The advert is possibly the most annoying thing on Tv. Makes me run up to the twat and clatter him. ,anger,"[0.98566693, 0.98246217, 0.63475215, 0.0030121258, 0.32590243, 0.6865]",0.98566693
joy,Coming back tomorrow ,fear,"[0.49348292, 0.3429522, 0.9622179, 0.23090164, 0.53969234, 0.8844092]",0.9622179
surprise,best part of the day is opening the third floor quiet section door with  and  waiting there for me. ,joy,"[0.007096496, 0.0001482515, 0.54680914, 0.9632024, 0.0046938495, 0.76470685]",0.9632024
fear,Some folks r really mean me. That doesn't scare me. What scares me is how ridiculous it became suggest pay for music ,fear,"[0.95517296, 0.87817234, 0.98970944, 0.0026570053, 0.7378798, 0.8687832]",0.98970944
anger,Miss out on this wks AMAZING Msg by  ? Go championscentre. com click on Livestream/WatchOnDemand ,surprise,"[0.11041875, 0.002020998, 0.41242683, 0.4429394, 0.20080404, 0.73695546]",0.73695546
sadness,man. must now leave the warmth of my pvt bath and heater to brave the cold and wet outside to go food shopping. ,fear,"[0.7662408, 0.43262723, 0.90488434, 0.0039681457, 0.68763906, 0.86713654]",0.90488434
joy,"My God, my Life, and my man endurance physically, mentally, emotionally, and of course spiritually. peace ",joy,"[0.011634348, 0.005571708, 0.60341257, 0.9294703, 0.38546556, 0.6451003]",0.9294703
joy,"En owja, vanavond nog lekker met conditietraining door heel Diemen rennen. . . ",surprise,"[0.8919307, 0.9694099, 0.94673777, 0.07872348, 0.8956359, 0.97406477]",0.97406477
joy,"If a guy causes tears , they should be tears of not pain ",surprise,"[0.12109696, 0.37301135, 0.5552172, 0.12581988, 0.52425265, 0.6765441]",0.6765441
sadness,didn't buy a wii/zelda today and all I can think about is how much I wanna play skyward sword. woeisme ,sadness,"[0.75499016, 0.7357594, 0.8147918, 0.0049965233, 0.969765, 0.9511298]",0.969765
joy, I wonder wat my future wife is doin” lt~~ OH NIGGA YOU CHEATIN NOW DAMN IT'S LIKE THAT I WANT CHILD SUPPORT LLS ,anger,"[0.99785334, 0.9965593, 0.97181183, 0.0029068415, 0.978667, 0.9914517]",0.99785334
surprise,Coming home a day early to my mom! ! YAY ,joy,"[0.01957606, 0.0006746845, 0.68786484, 0.9898443, 0.007892716, 0.9781024]",0.9898443
fear," not afraid of tomorrow, for I have seen yesterday and I love today lessquot ",joy,"[0.0039440915, 0.0018694869, 0.7374286, 0.9692777, 0.06250867, 0.0091618495]",0.9692777
joy,"Today Do not sorrow, for the of the LORD is your strength. ” ~ Nehemiah ",fear,"[0.017346492, 0.027314134, 0.94795966, 0.11648629, 0.51247615, 0.383848]",0.94795966
anger," I did and they didn't really intrigue me. Plus, the campaign ending was anti-climatic to the nth degree. Uninstall game. ",surprise,"[0.7157506, 0.77859724, 0.738001, 0.005066006, 0.8094265, 0.8364434]",0.8364434
sadness, study sesh for evaaa this week? And me giving you your bday gifts? ! Last day of owning godfreys and it's raining ,surprise,"[0.96851146, 0.6500405, 0.95387787, 0.012634094, 0.9546197, 0.99415755]",0.99415755
surprise,About to leave bailey flowers on her step ,joy,"[0.0076456675, 0.00045273447, 0.76246125, 0.77359307, 0.3269274, 0.77339387]",0.77359307
joy,Get home amp immediately find my grandbaby! ,anger,"[0.97240657, 0.52394015, 0.9193222, 0.92273825, 0.85958636, 0.9627365]",0.97240657
sadness,Josh doesn't like Christmas music ,fear,"[0.8269228, 0.91223717, 0.96437186, 0.0034510924, 0.83212787, 0.9088945]",0.96437186
fear,"Rappel d'ici au /, les banques européennes doivent présenter des ratios de solva corrects malgré les pertes sur la Grèce ",surprise,"[0.6566147, 0.4931349, 0.6904505, 0.31638443, 0.5772799, 0.9295027]",0.9295027
joy,pumped for sistahd this morning with  amp  ! make a loud shout for He is good. ,joy,"[0.0019424249, 0.00020676818, 0.041281387, 0.99089956, 0.001172742, 0.46974844]",0.99089956
joy,Driving to berkly springs with my entire family ,joy,"[0.45247626, 0.009388461, 0.76203626, 0.9571622, 0.03495703, 0.8775967]",0.9571622
sadness,My dog has an ear infection taking to the vet now( ,surprise,"[0.55971855, 0.46303996, 0.6496784, 0.004108294, 0.8438066, 0.89838874]",0.89838874
sadness,been home for the past min and iv been working on homework '( break is so over ,sadness,"[0.70153165, 0.41352808, 0.88957304, 0.011182649, 0.97042435, 0.87388104]",0.97042435
sadness,Only you can make me fly to the moon and fall to the earth ,fear,"[0.958232, 0.39444193, 0.9624918, 0.116326116, 0.86442566, 0.95278966]",0.9624918
joy,"Its funny. . . A guy comes to ur house, feels u up, tries to kiss u, leaves with kissing ur hand, and then he never talks to u again. ",surprise,"[0.16416216, 0.19586557, 0.8323524, 0.0024844005, 0.011504362, 0.98461664]",0.98461664
surprise,some sort of Melbourne music week is happening ,surprise,"[0.058262452, 0.028432425, 0.45377755, 0.26800922, 0.033847973, 0.93205076]",0.93205076
joy, well at least you got to be me for a day now i love that its just hanging in the hallway haha alpha ,joy,"[0.5308253, 0.0013809857, 0.60259247, 0.9614214, 0.4045203, 0.90343773]",0.9614214
joy,"Happiness is always created within the mind. You can feel happy anytime, anywhere, doing anything by focusing on happy thoughts! ",joy,"[0.0053315833, 0.022726826, 0.17800124, 0.9019482, 0.0018223467, 0.39264104]",0.9019482
joy,Bacon sandwich on a sunday morning ,surprise,"[0.11249481, 0.14183904, 0.52830696, 0.5438909, 0.15474917, 0.89903146]",0.89903146
joy, ouais en titi! Lol gonna be able to take pills and have no more pain in my knee D ,surprise,"[0.6581305, 0.087520905, 0.8662246, 0.9441632, 0.6164717, 0.97733104]",0.97733104
surprise, why the hell not and check your twitter once you wake up. P ,surprise,"[0.7403384, 0.33480257, 0.8600239, 0.42006883, 0.40218183, 0.89186347]",0.89186347
joy,Thank God that the  and won . . . It really made my day D BlueNWhitePower ,joy,"[0.0030539713, 0.0003998187, 0.75451624, 0.9946885, 0.0038888664, 0.92925304]",0.9946885
joy,I'm In A Good Mood ¡! The Can't Steal My ( ,joy,"[0.0031213507, 0.00043244427, 0.36060503, 0.99912554, 0.00028293525, 0.098697826]",0.99912554
surprise,Lol damn u got it like that? Lol RT  Ugh if I get one more random dick-pick imma scream! ,disgust,"[0.9981463, 0.99838555, 0.99496293, 0.006997818, 0.9275317, 0.99795544]",0.99838555
surprise,Zoo gedichtje uitgeprint. Nu surprise puntjes op de i . . en klaar voor morgen ) voetbalvrouwuh ,surprise,"[0.47495377, 0.33730677, 0.7163596, 0.19809224, 0.3341882, 0.9807076]",0.9807076
joy,The smell of a coconut scented candle from Yankee Candle burning for then first time since I bought it. ThankfulFor ,joy,"[0.0030395987, 0.00081368064, 0.4858486, 0.9354159, 0.089636795, 0.8546684]",0.9354159
joy,The trains stopped in the middle of nowhere and said there's problem ,fear,"[0.8533051, 0.73840684, 0.9778587, 0.00041337695, 0.82935727, 0.95945567]",0.9778587
sadness,Most people are secret haters. They throw salt in the low! ,fear,"[0.8316175, 0.922548, 0.9846943, 0.0003120227, 0.5822912, 0.72311556]",0.9846943
joy,"Did you write that? Bro, you can post some of my tweets as your own. I don't mind.  I just shit my pants. Pure % gravy. ",anger,"[0.97825694, 0.952843, 0.9164183, 0.009097825, 0.9291564, 0.97813547]",0.97825694
fear,Loneliness. It can cause a bad effect-- when we least expect it and have the lowest tolerance for it. I only want it when I'm reading. ,sadness,"[0.27726963, 0.39583486, 0.80622023, 0.0017062584, 0.9554649, 0.9186781]",0.9554649
joy,"I want to keep going ) However, I MUST get some rest tonight. Just gave Caleb about kisses on his stinking face. I LOVE MY SON! ",surprise,"[0.84313446, 0.93247175, 0.858068, 0.17560229, 0.73893034, 0.941691]",0.941691
joy,Dan Wood on SSRadio Deep amp Soulful house ,joy,"[0.023076383, 0.0023186433, 0.5725031, 0.67613494, 0.12715057, 0.6501613]",0.67613494
fear,Seeing a stray dog run right pass you on Morehouse campus. . ,surprise,"[0.84014297, 0.86376345, 0.93463284, 0.35213205, 0.8994743, 0.98261297]",0.98261297
sadness,"For the first time this entire week, im going to bed before am ",surprise,"[0.7840849, 0.7372928, 0.9596487, 0.5401462, 0.87513494, 0.9752539]",0.9752539
sadness,if  was swoll like paul sr maybe he could get laid sleepwithjosh still watching American chopper wit him n  ,fear,"[0.5809731, 0.48161685, 0.97060984, 0.012831014, 0.66490877, 0.8481241]",0.97060984
joy,I wanna sleep till thanksgiving. But school is preventing me from doing that. ,sadness,"[0.9380605, 0.90202403, 0.92672735, 0.00634421, 0.96148515, 0.91133887]",0.96148515
fear,is nothing else than perverted faith. Your ability to fear is a proof of your ability to believe. ,fear,"[0.36587787, 0.6348445, 0.98707515, 0.001311912, 0.37366447, 0.5763161]",0.98707515
joy,Running late and my car is frozen solid ,anger,"[0.979928, 0.7301747, 0.9485853, 0.00058309146, 0.89494216, 0.9567499]",0.979928
sadness,I wish I lived on the West Coast so it would be hours earlier and it would be p. m. instead of p. m. ,sadness,"[0.9705879, 0.89197433, 0.90344256, 0.009718467, 0.9874938, 0.91261715]",0.9874938
surprise,Awkward moment when the girl ghost who was suppose to kill you in your sleep for not sending that chain letter shows up. ,surprise,"[0.93077564, 0.79965276, 0.9669972, 0.00020108737, 0.8719053, 0.99139977]",0.99139977
