labels,text,emotion,prob_emotion
sadness,"Looking up end-of-semester results, and finding I'd failed three out of seven (subjects). ",disgust,"[0.9403060078620911, 0.9697628021240234, 0.9161868095397949, 0.9248408675193787, 0.003386705880984664, 0.9689339995384216, 0.9230685830116272]"
disgust,When I found out some family friends were embezzelling the company they worked for - using company petrol and food supplies and claiming furniture and crockery. ,shame,"[0.980622410774231, 0.9814744591712952, 0.9315831065177917, 0.965381920337677, 0.005369788268581033, 0.9808605909347534, 0.9868826270103455]"
shame,When my best friend foud out I'd been lying about something I'd been doing behind her back. ,disgust,"[0.9156404733657837, 0.9557247161865234, 0.8331111073493958, 0.9516205191612244, 0.0523451566696167, 0.9411119818687439, 0.94622403383255]"
guilt,"After having told an authority figure a very large lie I was told she believed me, because she believed I had never lied to her. ",guilt,"[0.7718513607978821, 0.6711934804916382, 0.5592426061630249, 0.8221519589424133, 0.2027513086795807, 0.7699717283248901, 0.7382023930549622]"
joy,"After being away on a holiday for months, a friend, who lived interstate, had remembered when I'd get back and phoned to welcome me home on the night of my arrival. ",joy,"[0.07636161148548126, 0.006042639724910259, 0.5478519797325134, 0.918502926826477, 0.9723679423332214, 0.00928015261888504, 0.06302917003631592]"
fear,Walking along with a dog barking at you and following you. ,anger,"[0.9787943363189697, 0.9570438265800476, 0.9715004563331604, 0.7497289776802063, 0.0681375190615654, 0.9570719003677368, 0.824367105960846]"
anger,Doing a group assignment and being left to do all the work and take the blame for any mistakes. ,anger,"[0.9611189961433411, 0.935914158821106, 0.815307080745697, 0.9365755915641785, 0.008668572409078479, 0.9545440077781677, 0.8960444927215576]"
sadness,After training for an Australian championship competition for a year and then injuring myself weeks before the competiotion. ,sadness,"[0.9264690279960632, 0.8950988054275513, 0.854931652545929, 0.8044863343238831, 0.010480301920324564, 0.9410504102706909, 0.7971133589744568]"
disgust,Someone ruining someone's property just for the fun of it. ,disgust,"[0.45584940910339355, 0.7593212723731995, 0.01793498918414116, 0.7099975347518921, 0.6297862678766251, 0.016828281804919243, 0.04731104522943497]"
shame,A friend giving me an expensive Christmas gift while I gave her a cheap one. ,guilt,"[0.7112891674041748, 0.4104115664958954, 0.28364449739456177, 0.9188855290412903, 0.7733674645423889, 0.5158779621124268, 0.4501468241214752]"
guilt,Talking about someone behind their back. ,anger,"[0.955844521522522, 0.9459086060523987, 0.6845831274986267, 0.9247194528579712, 0.13333704601973295, 0.9248785972595215, 0.8503332138061523]"
joy,"I was captain of the school swimming team. The team was only two points in front before the last relay. We won the relay, which I swam in, and thus my team won the championship. ",guilt,"[0.14213155210018158, 0.05192779004573822, 0.4158300459384918, 0.9061694145202637, 0.8847627341747284, 0.03924627974629402, 0.04388608783483505]"
fear,"I was in about Grade , I came home from school one day and was told that my mother had skin cancer and would have to go to the hospital straight away. ",sadness,"[0.8092020153999329, 0.9003756046295166, 0.9605711102485657, 0.9017320871353149, 0.010058053769171238, 0.9687051773071289, 0.6300538182258606]"
anger,Brother provoked anger. It was when mother and father were away and we had to look after ourselves. He accused me of being selfish and a snob. ,anger,"[0.9926924109458923, 0.9741394519805908, 0.08305394649505615, 0.9427516460418701, 0.0037152094300836325, 0.272365540266037, 0.010317913256585598]"
sadness,Shifted from Melbourne to Brisbane. All my old school friends gave me a party and I had to say good-bye to them all. ,guilt,"[0.35130447149276733, 0.27797916531562805, 0.6524534225463867, 0.9115902185440063, 0.11006964184343815, 0.8067839741706848, 0.16202712059020996]"
disgust,Was picking up my father from work and on passing through the Valley watched three prostitutes walk up and down waiting for someone to pick them up. Clothing was disgusting. ,disgust,"[0.9374643564224243, 0.9921503067016602, 0.9306933283805847, 0.853969931602478, 0.05062570981681347, 0.9274176955223083, 0.8866035342216492]"
shame,Had a very good friend. We grew apart I found myself running her down to other friends. ,guilt,"[0.9189915060997009, 0.9393601417541504, 0.5315153002738953, 0.9578033089637756, 0.02021766919642687, 0.9509629607200623, 0.9240275621414185]"
guilt,Guilt after fighting with my sister (for) telling her how bad she was. ,guilt,"[0.1266961246728897, 0.8285172581672668, 0.05766671895980835, 0.9922074675559998, 0.0021643606014549732, 0.3120337724685669, 0.19136272370815277]"
joy,"When I won the ""Under "" Showjumping at the Brookfield Show. The competition was very stiff and there were many riders competing. ",joy,"[0.10699880123138428, 0.03123333305120468, 0.5579996705055237, 0.9027879238128662, 0.9216683506965637, 0.020278004929423332, 0.1001870408654213]"
fear,"When I was on holiday, walking back to where I was staying, at night, and two men started closely following me. There was nobody around that I could run to. ",fear,"[0.8855768442153931, 0.9474255442619324, 0.9881734251976013, 0.8798626661300659, 0.0009005690517369658, 0.8298662900924683, 0.7174236178398132]"
anger,"When my mother and father split up I was angry I felt deprived and ""different"" from other children at school. ",anger,"[0.9877623319625854, 0.9564365744590759, 0.24184691905975342, 0.7220250368118286, 0.0010860483744181693, 0.9197497367858887, 0.17777010798454285]"
sadness,"I was terribly upset when my kitten got hit by a car. He didn't die, but for several weeks we thought he might have to be put down. ",sadness,"[0.006239688489586115, 0.4377388060092926, 0.7361897230148315, 0.7916318774223328, 0.0018717060156632215, 0.9935816526412964, 0.009711760096251965]"
disgust,"When I heard that one of my good friends, when at a party, had got herself involved with some very undesirable characters and was experimenting with drugs. ",disgust,"[0.9457724094390869, 0.9875859022140503, 0.9562209248542786, 0.8850995302200317, 0.017193776788190007, 0.9654265642166138, 0.8955315351486206]"
shame,"When I hadn't studied for an exam, so I pretended to be sick so I wouldn't have to go to school. I lied to my mother - she realized I had been lying when she got home from work and found that I had been over to a friend's place. ",guilt,"[0.8393062353134155, 0.8241013288497925, 0.8142720460891724, 0.9701862931251526, 0.04953349567949772, 0.6198847889900208, 0.8655868172645569]"
guilt,"When I was young, I stole some money from my mother's purse. It wasn't very much, but I can remember when she found it gone I felt very guilty. ",disgust,"[0.27400872111320496, 0.9914552569389343, 0.6859127283096313, 0.9789782166481018, 0.002142150071449578, 0.9693883657455444, 0.9556496739387512]"
joy,Day I received my T. E. score and acceptance into my chosen course. ,joy,"[0.11145778745412827, 0.012057572603225708, 0.09999106824398041, 0.49344226717948914, 0.9522394835948944, 0.04453744739294052, 0.023039869964122772]"
fear,First day at University (I didn't know what to expect). ,fear,"[0.582518994808197, 0.2803703248500824, 0.9120631814002991, 0.519008219242096, 0.2319527268409729, 0.18227586150169373, 0.5119979381561279]"
anger,"At a school dance when my supposed ""best friend"" kept walking away from me whenever I came near her. ",sadness,"[0.9636368155479431, 0.9291117191314697, 0.9126974940299988, 0.9052034020423889, 0.01232587406411767, 0.9718326926231384, 0.9119688868522644]"
sadness,"At end of school - function to ""celebrate"" ? Leaving friends who I'd known for up to years. ",guilt,"[0.005670846439898014, 0.0038521180395036936, 0.016536999493837357, 0.6197088360786438, 0.30046696960926056, 0.00229515228420496, 0.004082119558006525]"
disgust,"While watching a film of an experimental operation on a cat's brain in which the cat had metal pieces protruding from its eyes, mouth etc. to keep the head stable while being cut open. ",disgust,"[0.8635072112083435, 0.9254933595657349, 0.897068440914154, 0.758206307888031, 0.016428274102509022, 0.8096410036087036, 0.6723273396492004]"
shame,"When my mother asked me to do a job for her which does not require much effort on my part, yet I refused for selfish reasons and saw her have to do it. ",guilt,"[0.9449611306190491, 0.7930019497871399, 0.4646991491317749, 0.9723385572433472, 0.014655107166618109, 0.9655007123947144, 0.8709469437599182]"
guilt,"After having been told not to take the car, I took it anyway and felt guilty about having taken it. ",guilt,"[0.03481043502688408, 0.9729877710342407, 0.03090648725628853, 0.9882956743240356, 0.0013255738886073232, 0.9029679298400879, 0.8533512949943542]"
joy,"Eating biscuits and drinking Milo (Chocolate energy drink made with milk and usually drunk warm) with my friend at College. We get on really well, don't withold any feelings about each other's friends and are pretty good at cheering each other up when we are homesick. ",joy,"[0.01816677302122116, 0.008909771218895912, 0.2282291054725647, 0.8045453429222107, 0.8833357393741608, 0.5846608281135559, 0.005555625539273024]"
fear,Going to a disco by myself to wait for some friends. We had separated and hadn't planned where to meet. I wasn't sure if they were even going to this place so I felt very conscious of being alone. ,guilt,"[0.5781602263450623, 0.7043775916099548, 0.8697049021720886, 0.8808954358100891, 0.0008972679497674108, 0.8124030828475952, 0.8584640026092529]"
anger,"A person ignored my advice, did not pay any attention to what was saying. She acted as though I wasn't even there. We were doing group work so everybody had the right to speak yet she just ignored me. She made me feel insignificant. ",sadness,"[0.9666022062301636, 0.9616295695304871, 0.8956182599067688, 0.91324782371521, 0.010428320849314332, 0.9811904430389404, 0.9509935975074768]"
sadness,A friend of mine is having psychiatric problems because of his mother's death ages ago. He is really quiet and because it relates back to his childhood I feel sadness for him. He doesn't lead a normal life and it just seems unfair. ,sadness,"[0.002290361560881138, 0.01575341820716858, 0.10115346312522888, 0.5452977418899536, 0.0019254438811913133, 0.9491477608680725, 0.006139602046459913]"
disgust,"At school, when the only thing people my age could think of was getting rolling drunk. They couldn't have a good time without firstly getting drunk. ",guilt,"[0.4856683313846588, 0.0032931689638644457, 0.08063767850399017, 0.7054017782211304, 0.20816819742321968, 0.0027188663370907307, 0.10326015204191208]"
shame,A girl I was with yelled something out to this group of guys I knew. It sounded really childish. ,anger,"[0.9629661440849304, 0.9276687502861023, 0.27063363790512085, 0.784102737903595, 0.04543114826083183, 0.8461035490036011, 0.7531847357749939]"
guilt,"I didn't tell my parents exacly what had made me so late in getting home one night. I left out some details and somehow, I felt I had lied to them. ",guilt,"[0.9083570241928101, 0.9689194560050964, 0.5059267282485962, 0.9696836471557617, 0.001011751708574593, 0.9696743488311768, 0.8674588203430176]"
joy,Getting a good mark for a subject I had worked hard at but expected only a moderate mark. ,joy,"[0.07130226492881775, 0.006874190177768469, 0.06365126371383667, 0.7247496247291565, 0.9810369908809662, 0.010110386647284031, 0.00409559765830636]"
fear,"When cleaning up a pile of junk under our house, a huge spider (a ""Jungle Spider"") ran out near me. (I do not like even small spiders). ",disgust,"[0.9646777510643005, 0.9945299029350281, 0.9812590479850769, 0.7579202055931091, 0.0032468944555148482, 0.776879608631134, 0.6627426147460938]"
anger,"At the hardware store, trying to convert Imperial to Metric measurements, I made a mistake, and didn't buy enough tiles for the bathroom. I was angry at myself, because I hope to be a Maths teacher. ",anger,"[0.9930976033210754, 0.9758847951889038, 0.18727697432041168, 0.9795898795127869, 0.0007020779303275049, 0.9759756326675415, 0.24553337693214417]"
sadness,My father died last year after an -week severe illness. ,sadness,"[0.6875432729721069, 0.7172952890396118, 0.8607504367828369, 0.6306908130645752, 0.010558047099038959, 0.9176677465438843, 0.3589581251144409]"
disgust,"During the PY film session on Tuesday, one of the films shown was of an experiment on a live cat involving strapping it into a machine for possibly days, and doing things to its brain. ",fear,"[0.8036786913871765, 0.8770753145217896, 0.8940903544425964, 0.8099947571754456, 0.04392655100673437, 0.3655507266521454, 0.5997265577316284]"
shame,Several years ago I was caught riding the train without a ticket. The station-mistress treated me like a criminal almost. ,guilt,"[0.9705063104629517, 0.9770227670669556, 0.960322380065918, 0.9791815280914307, 0.010520429350435734, 0.8252280354499817, 0.9662474989891052]"
guilt,"I was walking quite quickly and unthinking through a children's playground, when a toddler ran in front of me I knocked him over and he hit his head quite hard and began crying. ",guilt,"[0.9140284061431885, 0.8916093111038208, 0.9268131256103516, 0.9761137962341309, 0.01995995407924056, 0.9703453183174133, 0.811393141746521]"
joy,I got a good reaction from my tutor and tutorial group for a presentation I'd given that I was very worried about. ,fear,"[0.023867879062891006, 0.016163295134902, 0.9447041153907776, 0.7288200259208679, 0.8926511108875275, 0.010502629913389683, 0.024650204926729202]"
fear,"A man was yelling outside my window at . am, yelling threats, though not to me. ",fear,"[0.9046327471733093, 0.8640344142913818, 0.9866577982902527, 0.9148193597793579, 0.010294617852196097, 0.47794944047927856, 0.26954737305641174]"
anger,"Going away for the weekend, leaving my College room open - when I returned several friends had had a party there, leaving the mess. ",guilt,"[0.9667482376098633, 0.911639928817749, 0.868678092956543, 0.9728436470031738, 0.142802145332098, 0.8775738477706909, 0.9226972460746765]"
sadness,Passing away of my father. ,sadness,"[0.5950384736061096, 0.7413206696510315, 0.7555266618728638, 0.7761510610580444, 0.01212817756459117, 0.930827260017395, 0.5419219732284546]"
disgust,At a party where the boys were telling revolting stories about the girls they'd been with. ,disgust,"[0.96073979139328, 0.9959369897842407, 0.9629652500152588, 0.9247754216194153, 0.00812707212753594, 0.9779009222984314, 0.8768168091773987]"
shame,Getting slightly intoxicated at the I. C. C. Ball. ,guilt,"[0.039430130273103714, 0.021536266431212425, 0.03248228505253792, 0.8167082667350769, 0.40257660299539566, 0.07835271954536438, 0.022722655907273293]"
guilt,I felt guilty about going out when I should have been studying for a presentation I had to give on Wednesday the next week. ,guilt,"[0.013585306704044342, 0.9650446176528931, 0.05993145331740379, 0.9880945086479187, 0.002513212151825428, 0.583253026008606, 0.32071661949157715]"
joy,When I received the results from my final examination - Higher School Certificate - and received a mark that was beyond my wildest expectations. ,joy,"[0.003260491881519556, 0.0021540801972150803, 0.016855530440807343, 0.8215938806533813, 0.9633629620075226, 0.0013854376738891006, 0.019185421988368034]"
fear,"Walking around the University at night by myself, having been previously warned of rapes, etc. ",fear,"[0.8549705147743225, 0.9530220627784729, 0.9792312383651733, 0.8356145024299622, 0.02516511268913746, 0.8481467962265015, 0.7516852617263794]"
anger,"When I received the mark well above requirements for the course I wanted to enter, yet I was not accepted - anger at the injustice of it, because I didn't receive early release of H. S. C. marks. ",anger,"[0.9434641599655151, 0.5230857729911804, 0.003760347841307521, 0.21389438211917877, 0.0006488783110398799, 0.6191919445991516, 0.002544618444517255]"
sadness,"When I left all my friends at school (break up) knowing we would probably all go our separate ways, and none see one another for a long time. ",sadness,"[0.6209296584129333, 0.6460991501808167, 0.6903476119041443, 0.8631517291069031, 0.03301153425127268, 0.9341502785682678, 0.31043678522109985]"
disgust,"At my father, when he yelled and accused my sister's friend (over the phone) of doing something he didn't do, or know anything about. ",anger,"[0.9931865930557251, 0.9889927506446838, 0.7766391634941101, 0.9327157735824585, 0.06485034211073071, 0.9829234480857849, 0.764074444770813]"
shame,"When I was little and didn't own up to placing a lolly on the varnish, this pulled it all off and I didn't admit my guilt. ",guilt,"[0.8774802088737488, 0.9318104982376099, 0.8633992075920105, 0.9715180993080139, 0.05485241860151291, 0.8515215516090393, 0.9463557600975037]"
guilt,"I felt guilty when I skipped a two hour practical class I knew I would miss out on more information which I did not know, but I couldn't cope with going. ",guilt,"[0.002251132857054472, 0.6127681732177734, 0.03302621841430664, 0.977780282497406, 0.0007507707341574132, 0.39027854800224304, 0.02780846506357193]"
joy,Got through first semester University. ,joy,"[0.5695086121559143, 0.24700623750686646, 0.2794741690158844, 0.4947877526283264, 0.7999240756034851, 0.15013983845710754, 0.21332894265651703]"
fear,At the tender age of eleven a friend and I left a party and proceeded to walk through dark and secluded streets of a bad neighborhood to find a telephone (recent spate of Horror Movie watching had occurred). ,fear,"[0.8341135382652283, 0.9263997673988342, 0.9733008146286011, 0.89542555809021, 0.0344741209410131, 0.5574199557304382, 0.729408860206604]"
anger,In a situation whereby a friend's actions were deliberately against my wishes and (with) no regard to my feelings. ,sadness,"[0.952031135559082, 0.9702293872833252, 0.7408573627471924, 0.8934270143508911, 0.0017550368211232126, 0.9741403460502625, 0.7529077529907227]"
sadness,"I broke up with my boyfriend of seven months, but it was a very ""indepth"" relationship and so after feelings of grief and loss were over I felt an immense sadness. ",sadness,"[0.003087548539042473, 0.016960550099611282, 0.31060439348220825, 0.40340831875801086, 0.00207196845440194, 0.9440160989761353, 0.005540221929550171]"
disgust,A situation where I ignored my beliefs and principles for a trip of whimsy. ,guilt,"[0.8239523768424988, 0.7987765669822693, 0.012217525392770767, 0.9535494446754456, 0.5106522142887115, 0.6384358406066895, 0.6972923278808594]"
shame,I bacame involved with a boy for a very brief moment not because I liked him but because I needed some sort of company. The consequences weren't as I expected and caused me much shame. ,shame,"[0.21438126266002655, 0.9782191514968872, 0.22459016740322113, 0.8886054754257202, 0.003529057838022709, 0.9744107723236084, 0.9941786527633667]"
guilt,Ignoring my parents'wishes. ,disgust,"[0.913378894329071, 0.9443529844284058, 0.5056108236312866, 0.9348562359809875, 0.18589389324188232, 0.8231310844421387, 0.6925183534622192]"
joy,Getting back with my boyfriend after a year away - apart. ,guilt,"[0.3623727560043335, 0.04654683172702789, 0.5505469441413879, 0.8906893730163574, 0.8551003932952881, 0.11301723122596741, 0.06218713894486427]"
fear,Having my luggage checked at Customs. ,anger,"[0.9346789717674255, 0.8333746790885925, 0.8552494049072266, 0.896502673625946, 0.3226674646139145, 0.5584344267845154, 0.6825650930404663]"
anger,When a friend wouldn't speak to me and wouldn't tell me why. ,anger,"[0.9512065649032593, 0.783144474029541, 0.8527117967605591, 0.8265950679779053, 0.003821668913587928, 0.9344514608383179, 0.7866888642311096]"
sadness,Thinking about friends overseas. ,fear,"[0.47358644008636475, 0.6497082710266113, 0.8645588755607605, 0.5552302598953247, 0.8487663269042969, 0.7559190392494202, 0.3066082000732422]"
disgust,Hearing of a filthy situation over the phone. ,disgust,"[0.9760989546775818, 0.9924539923667908, 0.8755468130111694, 0.7869170904159546, 0.002906987618189305, 0.9906344413757324, 0.8583595752716064]"
shame,Sending pictures home when I'd put on so much weight. ,sadness,"[0.8756107687950134, 0.8850670456886292, 0.8043898940086365, 0.85362309217453, 0.09162434935569763, 0.919574499130249, 0.8931048512458801]"
guilt,Borrowed someone else's towel without asking. ,guilt,"[0.9246270656585693, 0.8981406688690186, 0.46516919136047363, 0.9754543304443359, 0.13862133026123047, 0.5990613102912903, 0.8508352041244507]"
joy,"When I opened my TE Score envelope, and saw I got into Physiotherapy. ",joy,"[0.30597376823425293, 0.12743574380874634, 0.23848332464694977, 0.4810418486595154, 0.8798514008522034, 0.37742865085601807, 0.25273874402046204]"
fear,When I was bringing in the shopping and nearly stood on a snake. ,fear,"[0.9700330495834351, 0.981059730052948, 0.986922562122345, 0.9451998472213745, 0.02872585505247116, 0.8037088513374329, 0.9660764336585999]"
anger,"When I was accused of ""bitching"" about best friend. ",disgust,"[0.9310559034347534, 0.9587218165397644, 0.6184242367744446, 0.8964777588844299, 0.008490010746754706, 0.8977615237236023, 0.8995239734649658]"
sadness,"At our Senior dinner - separated from school friends, nothing will ever be the same again. ",sadness,"[0.05951925739645958, 0.664604127407074, 0.7778276205062866, 0.804198682308197, 0.0003338292008265853, 0.9805967211723328, 0.055738553404808044]"
disgust,At a night club watching little tarts trying to earn a living. ,anger,"[0.8695101737976074, 0.8381230235099792, 0.4983116686344147, 0.7326810956001282, 0.41323696821928024, 0.7641317844390869, 0.7356008887290955]"
shame,When I was little - Mum caught me telling a lie about who broke the cup. ,guilt,"[0.9349962472915649, 0.9676905274391174, 0.9150848984718323, 0.9726699590682983, 0.06373664364218712, 0.7352636456489563, 0.9659439325332642]"
guilt,When I used to tell Mum I was going somewhere else than where I was (going). ,guilt,"[0.8758455514907837, 0.8263384103775024, 0.7713229060173035, 0.9277825355529785, 0.3848443627357483, 0.8054125905036926, 0.7801948189735413]"
joy,When my brothers had passed all of their exams and were able to graduate from their courses. ,joy,"[0.37069815397262573, 0.04231253266334534, 0.11536355316638947, 0.5598919987678528, 0.9621146321296692, 0.21438361704349518, 0.04396975412964821]"
fear,When I was caught in an elevator and it got stuck between floors. ,fear,"[0.9463267922401428, 0.9027804732322693, 0.9589961767196655, 0.8814060091972351, 0.06640963815152645, 0.8761056065559387, 0.8433477282524109]"
anger,When I was put into a tennis team below my standard. ,sadness,"[0.9063162803649902, 0.8938514590263367, 0.7471928596496582, 0.819904625415802, 0.01862991414964199, 0.9331236481666565, 0.7849218249320984]"
sadness,When my father died. ,sadness,"[0.7237162590026855, 0.7714467644691467, 0.8119033575057983, 0.7466403245925903, 0.009643468540161848, 0.9568583965301514, 0.5267550945281982]"
disgust,When I have seen people very drunk and making fools of themselves. ,shame,"[0.8760448694229126, 0.8852751851081848, 0.6836143136024475, 0.8784197568893433, 0.16956881619989872, 0.892819881439209, 0.9334948658943176]"
shame,When my friends were rude to a girl. ,disgust,"[0.9789987802505493, 0.9889799356460571, 0.5607983469963074, 0.9290419816970825, 0.016585755394771695, 0.9569549560546875, 0.8119925260543823]"
guilt,When I was rude to my mother and got angry with her. ,anger,"[0.9894886612892151, 0.7619119882583618, 0.3444291353225708, 0.9627239108085632, 0.0030762427486479282, 0.11781422048807144, 0.44711393117904663]"
joy,When my present boyfriend asked me initially to go out with him I had waited a long time for this to occur. ,joy,"[0.0357784666121006, 0.002370971255004406, 0.051598310470581055, 0.7607133984565735, 0.9320288002490997, 0.004693274851888418, 0.005072465632110834]"
fear,"When somebody broke into our home one night when my mother was out, and my sister and I had just gone to bed. ",fear,"[0.9420598745346069, 0.9681220054626465, 0.9741326570510864, 0.9237101078033447, 0.008979168487712741, 0.924031674861908, 0.8393383622169495]"
anger,When my sister lost my favourite jumper at a party and failed to tell me for several days after it happened. ,disgust,"[0.9779043197631836, 0.981244683265686, 0.9394359588623047, 0.9699429869651794, 0.033316412940621376, 0.9711695313453674, 0.969197154045105]"
sadness,"When my father passed away of cancer, I was extremely saddened. He was not very old, which made matters worse. The actual death was horrendous, but the moving funeral saddened me more so. ",sadness,"[0.12935280799865723, 0.3947118818759918, 0.7399184107780457, 0.7568094730377197, 0.006047323229722679, 0.982523500919342, 0.1238650530576706]"
disgust,"When walking along the beach with my boyfriend, we saw people having sex on the sand dunes in full view of everyone. It was the fact that they chose that area in which to have sex, that disgusted me. ",disgust,"[0.9314958453178406, 0.9956877827644348, 0.08687020093202591, 0.9277170896530151, 0.0022582709789276123, 0.9644064903259277, 0.5612232685089111]"
shame,"When I told my sister I had slept with my boyfriend, and she at first was mad at me I then felt shame for this act, but not guilt. ",shame,"[0.035503603518009186, 0.9834639430046082, 0.7392876744270325, 0.15639717876911163, 0.002552574034780264, 0.7401483654975891, 0.985076367855072]"
disgust,"I stayed at the Coast for a weekend with friends. My brother came to drive me home, but was rude, and in a hurry to rejoin his friends. I was embarrassed because the family involved was extremely nice, and hospitable to him. ",shame,"[0.9829566478729248, 0.9861264824867249, 0.7210745811462402, 0.9154775738716125, 0.008327826159074903, 0.9677541255950928, 0.9965458512306213]"
shame,"I allowed my then boyfriend to touch me, if only briefly. ",guilt,"[0.3793254494667053, 0.05171516537666321, 0.1954098641872406, 0.7557951211929321, 0.6903468370437622, 0.16412289440631866, 0.3192059099674225]"
guilt,I ate biscuits one night after tea while watching TV - I don't know why. ,guilt,"[0.4149842858314514, 0.023152602836489677, 0.1491074413061142, 0.5907403230667114, 0.12958233803510666, 0.2784869074821472, 0.38976866006851196]"
joy,"When I saw my brother in Church, and publically accept Jesus Christ as his saviour and Lord. ",joy,"[0.09526436030864716, 0.12240191549062729, 0.30803418159484863, 0.6679014563560486, 0.8460099101066589, 0.06469039618968964, 0.2071322649717331]"
fear,"I was seven years old and swimming outside the flags at the Gold Coast. I was caught in a rip and taken out about m. I couldn't swim too well, but an older friend () swam out and saved me. ",fear,"[0.8576562404632568, 0.8714039921760559, 0.9662765264511108, 0.8810242414474487, 0.23338031768798828, 0.8786364197731018, 0.7617508172988892]"
anger,"While at school I had to write an essay for doing something wrong that I didn't do. I wrote the essay about how I was mistreated and got Saturday morning detention along with a few other kids, but they didn't show up. ",disgust,"[0.9499088525772095, 0.9616597294807434, 0.7793006896972656, 0.8135935664176941, 0.02217564359307289, 0.9224237203598022, 0.7851883172988892]"
sadness,When one of my closest friends died unexpectantly. ,sadness,"[0.4582582712173462, 0.824542224407196, 0.8722693920135498, 0.6119186282157898, 0.0008378165948670357, 0.9730550050735474, 0.058075200766325]"
disgust,When I saw a male engineer one year and came back to find he was now a female (I don't know it/them personally). ,sadness,"[0.7230751514434814, 0.697085440158844, 0.5806728005409241, 0.563741147518158, 0.1990090236067772, 0.8355896472930908, 0.5965221524238586]"
shame,"When Dad went to a Sports Day and was the only parent there, and he was cheering for us. ",joy,"[0.0541858971118927, 0.013745236210525036, 0.4507957696914673, 0.8898058533668518, 0.9533213973045349, 0.002221779664978385, 0.10340020060539246]"
guilt,We owned a shop and I used to serve in it occasionally. We sometimes took lollies out of the stand and Dad caught me one day. ,guilt,"[0.8783895373344421, 0.9129529595375061, 0.8507214784622192, 0.9724356532096863, 0.39866191893815994, 0.3286369740962982, 0.9098048210144043]"
joy,On holidays - just driving along a road beautiful scenery. Just with my boyfriend - not really talking but just feeling overwhelmed. ,guilt,"[0.12286604940891266, 0.010863527655601501, 0.4229775667190552, 0.9149454832077026, 0.7514730095863342, 0.43950653076171875, 0.09985066950321198]"
shame,Lying to a friend about something that was trivial. ,guilt,"[0.9193049669265747, 0.9360201358795166, 0.6719890236854553, 0.9873484373092651, 0.06707595475018024, 0.7728097438812256, 0.879887580871582]"
guilt,"I had promised to do a task for someone that was close to me, and from the outset I knew it was important that I do it, but when it came to it, I let them down. ",guilt,"[0.900987982749939, 0.852403461933136, 0.5630646347999573, 0.9672434329986572, 0.0026336127193644643, 0.9558650851249695, 0.8881401419639587]"
joy,Good news about a sick relative. ,joy,"[0.002454058500006795, 0.0019898470491170883, 0.006423989310860634, 0.05383927375078201, 0.9870265424251556, 0.0011198977008461952, 0.0022931545972824097]"
fear,Walking in the dark by myself. ,fear,"[0.8529412150382996, 0.8512749671936035, 0.9728977084159851, 0.8262906074523926, 0.1729363314807415, 0.8253839015960693, 0.6580714583396912]"
anger,"Getting terrible meals, but paying heaps for them. ",sadness,"[0.9188656806945801, 0.9261955618858337, 0.4355132281780243, 0.8393237590789795, 0.004785435972735286, 0.9432083964347839, 0.55995112657547]"
sadness,When felt lonely about writing my family. ,sadness,"[0.03627307340502739, 0.029834941029548645, 0.0759260356426239, 0.3984937071800232, 0.0023205566685646772, 0.9035702347755432, 0.014677565544843674]"
disgust,Person talking about a situation while eating. ,anger,"[0.5342661738395691, 0.4391748011112213, 0.25878581404685974, 0.5252354145050049, 0.3802802786231041, 0.4272596538066864, 0.17425796389579773]"
shame,Felt it after I spoke terribly (got mad at) the person who is the most important in my life. ,guilt,"[0.8591091632843018, 0.8300660252571106, 0.31981587409973145, 0.873923122882843, 0.002791907812934369, 0.7078960537910461, 0.621208131313324]"
guilt,Not giving up something for Lent. ,disgust,"[0.8526957631111145, 0.9140701293945312, 0.6046940684318542, 0.8597713708877563, 0.4972153455018997, 0.8412322402000427, 0.7026687264442444]"
joy,When I received my TE Score and my acceptance from University - it had been a goal since I left the bank a year earlier. ,joy,"[0.0032213174272328615, 0.0007442913483828306, 0.016543392091989517, 0.5473670959472656, 0.9428701102733612, 0.0011461818357929587, 0.0016307708574458957]"
fear,Every time I see a spider or a snake. ,fear,"[0.8472004532814026, 0.8814112544059753, 0.8957258462905884, 0.5623620748519897, 0.32504061609506607, 0.7446842789649963, 0.3802465498447418]"
anger,My younger brother and I had been fighting over the TV/Video. He kept on turning it on and off every seconds and was not listening to my authority and was being cheeky. We fought and I ended up in tears - he'd won. ,sadness,"[0.8261175155639648, 0.797023594379425, 0.6830328702926636, 0.902643084526062, 0.001612760708667338, 0.9887774586677551, 0.49250441789627075]"
sadness,The first time I left home. ,fear,"[0.5756298899650574, 0.7348448634147644, 0.86949223279953, 0.6580787301063538, 0.6968461573123932, 0.6004347801208496, 0.534967839717865]"
disgust,"On a camp - boys and girls in one cabin. One guy forced himself upon another girl and was having intercourse, while the girl in the bunk beneath was pretending to be asleep and not be ill. ",guilt,"[0.9055701494216919, 0.9499886631965637, 0.9101192355155945, 0.9690111875534058, 0.03597662167157978, 0.9175825119018555, 0.8946605920791626]"
shame,When my new jeans split while I was with the youth group. ,sadness,"[0.978307843208313, 0.9517005085945129, 0.9236583709716797, 0.895720899105072, 0.04250470921397209, 0.9798697233200073, 0.9424063563346863]"
