labels,text,emo_name,prob_emo_name,prob_max
disgust,"A series about Freud was shown on TV. In it, a tampon had been set in the nose of a woman, and forgotten there. After great pain it was taken off (close-up picture), the woman was bleeding from the nose and the mouth. ",sadness,"[0.6116436, 0.9250133, 0.44840357, 0.82408535, 0.1329248, 0.93398875, 0.8803627]",0.93398875
shame,"I had promised to lend something to my mother-in-law and I forgot it a couple of times. When she asked me about it the third time, I was ashamed at my absent-mindedness. ",shame,"[0.57129407, 0.9683509, 0.7989972, 0.9926046, 0.20031193, 0.93502283, 0.9958106]",0.9958106
guilt,"A borrowed car broke down while I was using it. It was not my fault, nevertheless I felt guilty. ",guilt,"[0.83639735, 0.7419867, 0.78855634, 0.98814315, 0.07611646, 0.97926784, 0.9698741]",0.98814315
joy,I started a new branch of studies after having failed a former one. When I got back my exam papers I was very happy to know that I almost had full marks. ,joy,"[0.010998887, 0.019354437, 0.0311667, 0.1648343, 0.98054093, 0.0016626699, 0.02610623]",0.98054093
fear,"I was diving below the ice, in a cave, at a depth of metres. Visibility was almost zero and the oxygen level decreased threateningly. There were three of us divers on one safety rope. ",fear,"[0.6231947, 0.5995221, 0.64650005, 0.6319529, 0.26274237, 0.3353897, 0.48691782]",0.64650005
anger,My mother carried on using mental pressure concerning something which was serious and a real burden to me. ,fear,"[0.7803696, 0.65997785, 0.9622203, 0.9376962, 0.032165788, 0.8687132, 0.80944407]",0.9622203
sadness,"My grandfather died, I went to the mortuary and saw the corpse. ",sadness,"[0.82566875, 0.78599757, 0.6845029, 0.935487, 0.10241448, 0.97636014, 0.7942742]",0.97636014
disgust,[ The same as in anger. ] ,anger,"[0.9528348, 0.5162497, 0.021535128, 0.108562715, 0.0037162285, 0.012301046, 0.06700798]",0.9528348
shame,As a child when I was blamed for peeing in the swimming-pool. ,guilt,"[0.9316811, 0.87368464, 0.9251773, 0.9828378, 0.04046765, 0.954934, 0.9743079]",0.9828378
guilt,"A friend of mine was drunk and having an argument on the street with a woman, appparently his girlfriend. I was walking on the other side of the street and thought that I was not supposed to interfere. Later I heard that he had shot himself that evening. ",anger,"[0.9823735, 0.815406, 0.8136099, 0.84336454, 0.30611563, 0.826821, 0.82015383]",0.9823735
joy,My girlfriend sent me a letter with a shiny picture in it. ,joy,"[0.015425363, 0.03427394, 0.078740895, 0.47110653, 0.72504914, 0.0055361227, 0.05235206]",0.72504914
fear,I was about to begin a journey in a car with an acquaintance of mine. ,guilt,"[0.38977364, 0.2944032, 0.51020604, 0.69435537, 0.38627413, 0.15141577, 0.41743025]",0.69435537
anger,On the TV news I heard that Nicaragua had complained about the increasing threat of war with the USA. ,anger,"[0.9430141, 0.603663, 0.92893845, 0.51167184, 0.081420936, 0.73188376, 0.51622033]",0.9430141
sadness,My girlfriend gave me the mitten (left me). ,sadness,"[0.545123, 0.5376646, 0.6818018, 0.88438934, 0.18409252, 0.9576302, 0.77632785]",0.9576302
disgust,Watching a violent movie. ,anger,"[0.99203426, 0.92313933, 0.6843812, 0.81631476, 0.005991321, 0.088684864, 0.7552275]",0.99203426
shame,The morning after a wild party. ,anger,"[0.66004246, 0.23061559, 0.04642683, 0.6401196, 0.20147274, 0.005971538, 0.37738255]",0.66004246
guilt,"I ""picked up"" a girl and I thought that I had misused my position and authority over her as there did not seem to be any realistic possibility of continuing the relationship. ",guilt,"[0.67881554, 0.69420916, 0.74753517, 0.96015257, 0.15551771, 0.86866295, 0.85063744]",0.96015257
joy,"When, to my surprise, I got to know about having got ""very good"" high school graduation marks. ",guilt,"[0.0726767, 0.030102244, 0.09104502, 0.6147313, 0.4097298, 0.07354817, 0.095740065]",0.6147313
fear,"My grandmother was about to die, and it had the effect that at night, after having read a book, and once in bed, in perfect darkness, the fear arose that I too may suddenly die. ",fear,"[0.5504889, 0.53947735, 0.9947412, 0.89788085, 0.008957321, 0.9625959, 0.8852909]",0.9947412
anger,"When I checked my examination paper and realized that I had been careless, thoughtless, lazy and hasty so as to make unnecessary mistakes concerning things I know and understand. ",guilt,"[0.7047933, 0.8256575, 0.3904547, 0.957718, 0.02316271, 0.7483971, 0.9188959]",0.957718
sadness,"When we decided, my boyfriend and I, that we would separate, I realized that he would have wanted to continue our relationship and the coming separation hurt him. ",sadness,"[0.7836402, 0.55187875, 0.9133841, 0.97052157, 0.07272874, 0.982037, 0.87446845]",0.982037
disgust,"When an acquaintance of mine told me about the way his parents treated their sons in an unequal manner. The most successful of them got continuous encouragement, and the youngest was not encouraged and was rejected. ",shame,"[0.6793512, 0.86633253, 0.49768716, 0.83961034, 0.14238624, 0.89126533, 0.90880823]",0.90880823
shame,"I was talking to a friend of mine about our parents and education. I said something and then realized that I did not know my friend's parents, their motives and education. I felt ashamed at having talked about something I did not know anything about. ",shame,"[0.5192333, 0.99066716, 0.98032033, 0.9945476, 0.081920885, 0.9914466, 0.99668163]",0.99668163
guilt,My mother told me that the enveloppes that I had been tearing (I had torn the stamps away) in good faith had been the first-day enveloppes which my father had collected as a young man. ,guilt,"[0.8105406, 0.57545274, 0.77292395, 0.9232924, 0.322886, 0.83136714, 0.73904574]",0.9232924
joy,"I am not especially good at English, and after the high school graduation exam in English I tensely waited for the result the whole day. In the evening, when I heard that I had done excellently, I became very happy and the anxiety vanished. My family was at home. ",joy,"[0.072471045, 0.03775677, 0.6422664, 0.8108995, 0.9782324, 0.003959561, 0.03301643]",0.9782324
fear,"I feared that I was pregnant. It was not planned and I would have been compelled to have an abortion, which I would not have liked at all. Fortunately, after a week's anxiety, I got to know that I was not pregnant. ",fear,"[0.69812363, 0.69056934, 0.98837435, 0.9640048, 0.21655735, 0.78273326, 0.8145114]",0.98837435
anger,"A member of a religious sect tried to convert me, using really evil tricks to persuade me. After he had left, I was anxious and angry for a long time. After the event, I was alone. ",anger,"[0.9889299, 0.9434111, 0.9591861, 0.94085115, 0.0055746837, 0.81699175, 0.8699123]",0.9889299
sadness,"When my boyfriend wanted to leave me, I felt sad and melancholic. ",sadness,"[0.021186642, 0.29128045, 0.92716646, 0.9696835, 0.0014307718, 0.99841213, 0.9113125]",0.99841213
disgust,"In a film, there was an episode where they used a chain saw to cut a man. I could not look at it, but I could not avoid listening either. I sought shelter in my boyfriend's arms. ",fear,"[0.9102816, 0.9507903, 0.9604045, 0.9085429, 0.1864534, 0.89474374, 0.91061115]",0.9604045
shame,"I thought I would be able to use the mangle of the house, and so I did not want any help. However, I blocked it and I had to get the janitor to help me out. He reproached me for not having followed the instructions ",anger,"[0.90801334, 0.57671696, 0.7881512, 0.83279574, 0.20437934, 0.6636979, 0.48600754]",0.90801334
guilt,"I promised my friends that I would take care of something, but I kept forgetting about it. When they asked me about it, I promised to do it immediately. However, I got started only after a couple of months. I felt that I had betrayed my friends. ",guilt,"[0.93089134, 0.8532052, 0.8868161, 0.9843752, 0.30577275, 0.874501, 0.9558453]",0.9843752
joy,"When I got an unexpected letter from a guy, who had been my school mate. ",guilt,"[0.36239254, 0.28471684, 0.32938063, 0.69067043, 0.2855371, 0.2571484, 0.30088413]",0.69067043
fear,"When my brother went to shoot wild ducks, I feared that the boat would overturn and he would drown or that the gun would accidentally go off. ",fear,"[0.79314035, 0.59415895, 0.9924378, 0.87802356, 0.22537449, 0.6611513, 0.65692466]",0.9924378
anger,My father had once again told me that I should be careful and try to seek admission to other places also apart from the faculty of Social Sciences at the university of Helsinki. I was not at all interested in any other place and had no time to study for other entrance exams. ,guilt,"[0.2667383, 0.18766491, 0.7633011, 0.772195, 0.011967311, 0.62461835, 0.3165588]",0.772195
sadness,"I would have liked to go out to chat with some acquaintances, but I realized that I was not wanted. I felt hurt, disappointed, lonely and deserted. ",sadness,"[0.9426684, 0.9651248, 0.8607214, 0.9780392, 0.013160583, 0.9946979, 0.96246827]",0.9946979
disgust,"When an acquaintance (he was drunk) of my room-mate vomitted on the kitchen carpet. It was past mid-night and my room-mate had just moved in, this acquaintance had helped her move in. ",disgust,"[0.8247667, 0.9012866, 0.5713682, 0.8411031, 0.27015695, 0.8786823, 0.813841]",0.9012866
shame,"I was carried away while talking about my visits abroad and I tended to boast a little, till I realized that the listener was amused. ",guilt,"[0.061804414, 0.017304001, 0.061886866, 0.65095913, 0.54447496, 0.00987715, 0.10110387]",0.65095913
guilt,"When I was baby-sitting at my cousin's place, I tried to have a pleasant time and did not really take care of the child. I do not care very much about children. ",guilt,"[0.0569939, 0.29633936, 0.49956924, 0.8895838, 0.3714459, 0.55375373, 0.82442814]",0.8895838
joy,"When I got / points in an exam of statistics. The result was unexpected and it made me realize that statistics do not surpass my abilities, as I have sometimes thought. ",guilt,"[0.19691424, 0.25117773, 0.2712225, 0.5962028, 0.24645722, 0.15808965, 0.4442132]",0.5962028
fear,When a big angry dog put its snout on my arm and had I made one movement it would have bitten me. ,anger,"[0.9940585, 0.93329513, 0.8869154, 0.84779775, 0.011748497, 0.2948917, 0.82204175]",0.9940585
anger,When my room-mates were watching video-tapes and prevented me from watching the news. The first feeling I had was that I was being treated unfairly and then came the feeling of anger. ,anger,"[0.99368215, 0.62363833, 0.076369904, 0.41532072, 0.0018735738, 0.054573476, 0.60312873]",0.99368215
sadness,"[ When after a night of sleeping in another's arms, one wakes alone and knows that the lonely arms of the night are not the same that one meets in the morning. ] ",sadness,"[0.26744822, 0.53522664, 0.86118937, 0.8816766, 0.102175795, 0.9671951, 0.7410225]",0.9671951
disgust,"When an unpleasant person tried to make friends with me. A subtle, small, insignificant, grey being whose helplessness and neutrality evoked the feeling of disgust in me. ",disgust,"[0.9232744, 0.9941665, 0.5692537, 0.8903777, 0.007409868, 0.76397204, 0.94627076]",0.9941665
shame,Badly chosen words to a vague acquaintance of mine made me feel ashamed at having given the wrong impression about what I wanted to say. Thoughtlessness. ,shame,"[0.7345433, 0.9922341, 0.9246592, 0.99465466, 0.016436623, 0.98841584, 0.99639744]",0.99639744
guilt,"When I behaved improperly - fought in a public place. Afterwards, I felt guilty about my conduct. ",guilt,"[0.9801732, 0.9158911, 0.6092537, 0.9924528, 0.09622125, 0.92407817, 0.9875529]",0.9924528
joy,When my friend told me that he would come and meet me in a moment. ,guilt,"[0.047916755, 0.19386163, 0.18920916, 0.6183497, 0.3910228, 0.22494319, 0.31875038]",0.6183497
fear,My father had been drinking and I feared him when we went to bed at night. ,fear,"[0.9361076, 0.8666646, 0.99634296, 0.95021015, 0.097094275, 0.90256685, 0.89302963]",0.99634296
anger,My friends promised me that they would definitely call me to tell me if they were visiting me or not. ,guilt,"[0.054439165, 0.36030516, 0.2307587, 0.77777356, 0.4504954, 0.18237053, 0.30645427]",0.77777356
sadness,A close friend of mine had not contacted me for a long time. ,sadness,"[0.5041976, 0.50409764, 0.6314837, 0.71487194, 0.32397494, 0.91361916, 0.6281248]",0.91361916
disgust,A friend of mine came to see me when he was quite drunk. ,guilt,"[0.76408327, 0.6113248, 0.38202626, 0.8678477, 0.42170316, 0.61439985, 0.599109]",0.8678477
shame,I said something especially stupid which I did not mean at all. ,guilt,"[0.9077319, 0.8964165, 0.34499806, 0.96275276, 0.19547138, 0.63387746, 0.94322157]",0.96275276
guilt,"I did not go to help a friend of mine, though she probably needed me. ",guilt,"[0.6378757, 0.63112545, 0.89296967, 0.93233836, 0.31715506, 0.9255944, 0.86515075]",0.93233836
joy,"When I felt that an exam, which I had feared, was an easy one and went well. ",fear,"[0.022734653, 0.027989117, 0.89786035, 0.6239855, 0.15785667, 0.026264153, 0.16701761]",0.89786035
fear,I was afraid when my dog ran out through a crack in the fence when a train was coming. ,fear,"[0.56280077, 0.62667716, 0.99506396, 0.936767, 0.018329784, 0.5994577, 0.75517887]",0.99506396
anger,"When a friend of mine was drawn into a fight because of the stupid gang he belonged to. I felt angry with him and his friends. They could not think about anything sensible, but would fool around without taking into consideration the feelings of other persons. ",anger,"[0.9943878, 0.9881368, 0.480564, 0.83977306, 0.008311643, 0.47127888, 0.9331725]",0.9943878
sadness,I felt sad after having had an argument with my boyfriend. I felt that he did not understand me and that there was no point in carrying on with the relationship. ,sadness,"[0.18651973, 0.8645187, 0.92568564, 0.9568171, 0.0008573372, 0.99778616, 0.9471989]",0.99778616
disgust,"I detested my father who was a drunkard. He would rave, threaten and blame my mother and me. He finally drove us away from home. ",disgust,"[0.99285215, 0.99512, 0.8603979, 0.95163316, 0.020145591, 0.8797175, 0.83958125]",0.99512
shame,"When I was on holiday with my former boyfriend, he hit me and behaved in a very evil and ugly manner in front of the hotel personnel. ",anger,"[0.9873662, 0.98060685, 0.75241655, 0.94121605, 0.048306458, 0.94066405, 0.92095286]",0.9873662
guilt,"When as a child I stole, from a friend of mine, the ring she had got in an easter egg. ",guilt,"[0.55622566, 0.49740678, 0.38576397, 0.93248415, 0.41918325, 0.58316684, 0.7557772]",0.93248415
joy,"When I got home from a pleasant trip abroad, I got to know that I had been accepted at university. ",joy,"[0.0033621676, 0.0059229303, 0.027727641, 0.15405077, 0.8023178, 0.0029388764, 0.017742539]",0.8023178
fear,"At school, I had acted against the will of the group, and the next day they promised to take revenge on me. ",anger,"[0.9810558, 0.79513323, 0.7484089, 0.95489734, 0.081864275, 0.549886, 0.9330888]",0.9810558
anger,"My mother had for some time been trying to separate me from a good friend who, she thought, was not good company for me. Finally, at breakfast one day, we had an argument and I tried to defend my friend. ",anger,"[0.8010521, 0.35586587, 0.6185269, 0.674849, 0.19162846, 0.6321217, 0.5376443]",0.8010521
sadness,I got to know about the death of a close friend. ,sadness,"[0.5849912, 0.5112182, 0.57539874, 0.80027354, 0.08086297, 0.98042816, 0.67194736]",0.98042816
disgust,"When I was watching a movie with many violent episodes. They accurately showed the cutting of corpses, etc. . . ",anger,"[0.97046274, 0.9117449, 0.55559725, 0.73347265, 0.05675067, 0.5445929, 0.7109888]",0.97046274
shame,"When I was caught telling a white lie. At that time, I was not allowed to stay outdoors after p. m. One day when I was late, I made up a story that our neighbour had invited me to his place, though I had actually forgotten about the time while playing with my pals. ",shame,"[0.4785153, 0.68019575, 0.63321257, 0.938732, 0.21497786, 0.60218906, 0.9617926]",0.9617926
guilt,"When before the last exam I have taken, I went out instead of studying. ",guilt,"[0.8788403, 0.6016655, 0.62978727, 0.9003144, 0.056845758, 0.65607136, 0.8387428]",0.9003144
joy,When I was pressing figures on the curtain cloth. I had bought the cloth after months of hindrances. ,guilt,"[0.7381883, 0.2344767, 0.45996496, 0.8408687, 0.07748387, 0.30460343, 0.38290372]",0.8408687
fear,I am a kindergarten teacher and I am thoroughly weary of my job. After having taken the university entrance exam I suffered from anxiety for weeks as I did not want to carry on with my work - studies were the only alternative. ,sadness,"[0.82801163, 0.93259686, 0.9863366, 0.9090957, 0.030378547, 0.987107, 0.66753244]",0.987107
anger,"My life-partner, who was drinking more and more, spoke about kicking the cat. He had never done anything of the kind, but I knew that he would do so one day, without thinking about it. ",guilt,"[0.8031614, 0.7058027, 0.6199043, 0.86579293, 0.33069423, 0.83921194, 0.6749046]",0.86579293
sadness,"Estrangement from my best woman friend. We have been going different ways for quite some time now, but the break was total when she got married as her husband is unreasonably jealous of me. ",sadness,"[0.95957506, 0.7467334, 0.79023826, 0.8594395, 0.04122313, 0.9730742, 0.72206587]",0.9730742
disgust,"My life-partner is going through a crisis (way of life, old-fashioned values) and can only get out of it by talking bold decisions. I have noticed his cowardice and attempts to escape his problems by drinking. I detest his drinking and his being full of self-pity. ",disgust,"[0.6344968, 0.9945432, 0.4450016, 0.87862056, 0.06933383, 0.79375565, 0.7132982]",0.9945432
shame,"Again, a quarrel had come up in our difficult relationship. My life-partner threw all the books off the shelf. I am sure that it disturbed our neighbours since this happened late in the night. ",anger,"[0.976639, 0.75831944, 0.56204325, 0.75393105, 0.029534888, 0.8079154, 0.6922888]",0.976639
guilt,"A lonely, neurotic, shy girl lives nearby. She has expressed a wish to meet me, I have however avoided her (turned down an invitation) as the crisis my partner is going through uses up all my empathy. ",sadness,"[0.21404399, 0.46274984, 0.88899875, 0.7789978, 0.08959534, 0.96873415, 0.63719064]",0.96873415
joy,"Begining the week-end with my girlfriend cozyness, beer and wine. ",joy,"[0.005398839, 0.005665939, 0.018398544, 0.13493726, 0.8937151, 0.0053977557, 0.01379807]",0.8937151
fear,"The fear about my future work, making ends meet and health. Coping. ",fear,"[0.012109383, 0.045890372, 0.9913566, 0.74559784, 0.006117842, 0.52945054, 0.68097484]",0.9913566
anger,"A friend of mine ridiculed me, telling me that I would never accomplish anything. I felt that he had interfered with my life. ",anger,"[0.94792306, 0.94399023, 0.8286043, 0.8587957, 0.066376604, 0.77490693, 0.91992384]",0.94792306
sadness,I felt sad at having to leave my girlfriend after constant problems and failed attempts at reconciliation. My sadness was caused by the irreversibility of the decision. ,sadness,"[0.039570607, 0.49509186, 0.83729416, 0.89573133, 0.01178113, 0.9948291, 0.8528644]",0.9948291
disgust,A man spat on the wall of a house. ,anger,"[0.99176335, 0.96679217, 0.5547537, 0.7516171, 0.08298028, 0.90076244, 0.8665774]",0.99176335
shame,In an express bus I sat on a seat meant for senior citizens and invalids. ,guilt,"[0.34717974, 0.3199501, 0.2450729, 0.65540975, 0.35440505, 0.27898112, 0.5249012]",0.65540975
guilt,When I did not succeed in finding a job after having finished a nonacademic degree. ,guilt,"[0.5861152, 0.7818792, 0.52882683, 0.94187754, 0.016636487, 0.94148916, 0.8656345]",0.94187754
joy,"When after an overwhelming anxiety and enquiry, I understood something about why I exist and what my task in life is. ",fear,"[0.9451284, 0.33365968, 0.95573115, 0.6116154, 0.04371445, 0.36356375, 0.4462854]",0.95573115
fear,"At the railway station, while waiting for the last train at night I noticed that a drunk young man was appraching me in a purposeful mannner. ",anger,"[0.94668776, 0.85438645, 0.6143896, 0.78582513, 0.20536701, 0.6291523, 0.73546284]",0.94668776
anger,"While having a discussion with my mother, I realized that she does not for a moment doubt the justification of her making the decisions concerning my life. ",shame,"[0.1212258, 0.30587813, 0.081565216, 0.20021097, 0.324061, 0.2863783, 0.38923338]",0.38923338
sadness,When I think that I will probably never have a genuine contact with my parents. ,fear,"[0.7670679, 0.7474751, 0.9800252, 0.94246006, 0.01994646, 0.9791286, 0.8356062]",0.9800252
disgust,"While reading Olli Jalonen's new book, the distant, cold and selfish relationships between people (in the book) made me feel disgusted. ",disgust,"[0.6954811, 0.99462366, 0.5104885, 0.94236565, 0.0038315095, 0.88301194, 0.9790936]",0.99462366
shame,When I approached a person of the opposite sex and was rejected. ,sadness,"[0.86496896, 0.8430938, 0.54341006, 0.9105882, 0.03594366, 0.9186968, 0.88941157]",0.9186968
guilt,"When I noticed that my little sister was sulking, because I could not meet her because of a misunderstanding. ",sadness,"[0.9654371, 0.7671607, 0.72763157, 0.9510706, 0.011649217, 0.9958527, 0.8324089]",0.9958527
joy,"The day I got to know that I would get a shared dwelling with my boyfriend. My parents place was getting a little crowded with my growing bother wanting a room to himself. I first felt doubt, then joy, but also sadness. The feeling of joy was the strongest. ",joy,"[0.014333776, 0.009480857, 0.06652314, 0.13431293, 0.8937094, 0.094229534, 0.037463475]",0.8937094
fear,My grandfather had lung-cancer and was being nursed at home. I felt fear when I was alone with him and he almost choked on mucus secretions. ,fear,"[0.12983255, 0.54121065, 0.99714905, 0.9097512, 0.039084986, 0.95908016, 0.8138403]",0.99714905
anger,The outrageous conduct of a relative towards me and those close to me. (blaming us and lying) ,shame,"[0.92382497, 0.9367038, 0.3113651, 0.80903524, 0.023428246, 0.31373158, 0.9404495]",0.9404495
sadness,We had to finish the life of our year-old dog. ,sadness,"[0.9305592, 0.9156384, 0.7686651, 0.9373758, 0.067360334, 0.9606502, 0.8975528]",0.9606502
disgust,A very drunk person. ,disgust,"[0.19955009, 0.81382614, 0.17148817, 0.64777595, 0.24190089, 0.33973214, 0.8091079]",0.81382614
shame,"An argument that grew out of an ordinary conversation with a person very close to me, when we should have been having a good time together. ",anger,"[0.9728299, 0.45886505, 0.26817444, 0.8807011, 0.041909467, 0.53838545, 0.83028865]",0.9728299
guilt,"While trying to get my little brother over a ditch, he fell on his head and started crying. I was scared of having caused him permanent injury. ",fear,"[0.6116332, 0.65714294, 0.99275863, 0.9605853, 0.13304125, 0.9920632, 0.85495454]",0.99275863
joy,[ A chat on the telephone with a friend. ] ,joy,"[0.008779673, 0.18896532, 0.050749682, 0.4260307, 0.6640635, 0.11879605, 0.14542493]",0.6640635
fear,"[ Meeting some new (unpleasant) people or some new, demanding situation. ] ",anger,"[0.93110675, 0.89367145, 0.80333555, 0.7767655, 0.004508063, 0.89220804, 0.58659506]",0.93110675
anger,"[ For example, unfair pushing in a bus. ] ",anger,"[0.8754849, 0.7920464, 0.28953463, 0.60911375, 0.09230453, 0.5453263, 0.7798563]",0.8754849
sadness,"[ When I am, in my opinion, not understood correctly. ] ",anger,"[0.91841865, 0.642013, 0.34454498, 0.8356413, 0.047189515, 0.48955747, 0.5883126]",0.91841865
disgust,[ When some people act very important in any situation. ] ,guilt,"[0.16920808, 0.1339639, 0.072125226, 0.31349745, 0.18081945, 0.089346886, 0.19496088]",0.31349745
shame,"[ Generally, when I am late in attending to matters (for example paying bills). ] ",guilt,"[0.31169435, 0.45978025, 0.3276755, 0.9388552, 0.15172948, 0.34032497, 0.7182655]",0.9388552
guilt,"[ If one has planned to do something ""important"" and then, for some reason, fails to do it. ] ",sadness,"[0.50345105, 0.71929944, 0.1619066, 0.905817, 0.059535503, 0.9260873, 0.7585826]",0.9260873
joy,"I was in a dancing-tavern and the atmosphere was one of waiting for the end of the world. Suddenly people began dancing wildly, inspired by the band. An unbelievable experience wonderful that even Finns sometimes flare up and forget to think ""what others are thinking of me"". It was delightful to dance to one's heart content. ",fear,"[0.34647048, 0.06283175, 0.57592523, 0.21954164, 0.076097384, 0.19243969, 0.07460573]",0.57592523
fear,"I was travelling back home by boat with two friends of mine after a lovely holiday trip. The night and the sea were dark, and the wind was blowing. I feared that death was there on the boat, I somehow felt sure about it. I feared being left alone. ",fear,"[0.6134088, 0.31203637, 0.9830111, 0.8949103, 0.022864556, 0.86086076, 0.6846346]",0.9830111
anger,"I was at home, filling my tax report. Nobody had time to help me. I would have liked to do it quickly so that I could go and meet a friend of mine who had just returned from hospital. I got angry as both my brother and my father refused to give me their calculator as I had not asked for it nicely. I could not leave as I had to wait for help and the tax report had to be done. ",anger,"[0.9894274, 0.9350537, 0.82861775, 0.9239534, 0.060585845, 0.7700325, 0.79241455]",0.9894274
sadness,"I tried to talk to my parents over the phone, as I wanted to go home for the week-end and I knew that I would not be able to bear it. I tried to reduce the gulf and the conflict between us by talking in order to unite our worlds. Result hysterical mess, blinding and blaming. ",fear,"[0.9510621, 0.926046, 0.97286135, 0.94553256, 0.046759993, 0.93617254, 0.8837516]",0.97286135
disgust,"My mother called me because she had read through the enveloppe a letter addressed to me. She denied having read it intentionally and said ""the words just popped out through the enveloppe as the sun was shining on it"". Hah Hah. ",guilt,"[0.33426318, 0.35759267, 0.42593566, 0.71767896, 0.3360548, 0.36095378, 0.6019646]",0.71767896
shame,"I feared that I would have to describe my sexual life to an older, strange woman. ",fear,"[0.71876514, 0.5567888, 0.99740136, 0.96499324, 0.029270228, 0.9031987, 0.9081496]",0.99740136
guilt,When I moved away from home. ,guilt,"[0.5151368, 0.2826005, 0.33244613, 0.7731705, 0.2687938, 0.58568645, 0.5701535]",0.7731705
joy,The inflammation of the ear of my child got cured and the doctor said that the ear was completely all right. ,joy,"[0.03363729, 0.030242987, 0.06806537, 0.33632615, 0.42786682, 0.07373287, 0.090900466]",0.42786682
fear,My husband suddenly fell ill seriously and during the medical examinations we did not know what would follow. ,sadness,"[0.39945334, 0.54648095, 0.9596272, 0.8414576, 0.1029106, 0.96009994, 0.68014324]",0.96009994
anger,The housing council asked the city to cut linden trees so that the inhabitants of the lower floors would have a view to the sea. ,guilt,"[0.21088105, 0.07852236, 0.2698317, 0.61727875, 0.37282807, 0.19469553, 0.21763058]",0.61727875
sadness,"My child, unexpectedly started acting in a restless and disturbing way at school. In addition his performance at school weakened. ",anger,"[0.9849438, 0.92977905, 0.96052206, 0.90373874, 0.02488502, 0.96989506, 0.8182489]",0.9849438
disgust,"On a trip abroad, a lady-like member of our group turned out to be an alcoholic. She spoilt many days of my holidays because of her behaviour and paranoia. ",disgust,"[0.8543909, 0.9007043, 0.86996627, 0.88593704, 0.17552534, 0.82372487, 0.8941164]",0.9007043
shame,I failed an exam which I thought I would certainly pass. ,guilt,"[0.8257546, 0.9118652, 0.7928631, 0.9568642, 0.018671686, 0.95541483, 0.9292996]",0.9568642
guilt,"I had been guilty of gossiping and blaming others, and one of my superiors at the workplace made a formal reprimand. ",guilt,"[0.91615844, 0.9259039, 0.54258335, 0.9654877, 0.060887408, 0.68292654, 0.9576817]",0.9654877
joy,When a student of mine (at music) performed and played remarkably well. ,joy,"[0.0659786, 0.016046228, 0.04197894, 0.37186745, 0.51580495, 0.010706311, 0.021918057]",0.51580495
fear,When climbing up the stairs to the top of a ski-jumping hill. ,joy,"[0.24029395, 0.09744416, 0.12529248, 0.46755314, 0.5987332, 0.036290288, 0.32378224]",0.5987332
anger,My boy-friend came home late one night without having told me about it before. ,guilt,"[0.82279956, 0.6736925, 0.7051794, 0.92044115, 0.3027411, 0.8896956, 0.76205856]",0.92044115
sadness,The breaking up of a long lasting relationship. ,sadness,"[0.70406467, 0.65897036, 0.6069665, 0.70238405, 0.0149157345, 0.97804356, 0.87709165]",0.97804356
disgust,"While watching the movie called ""Deer hunter"" on TV, when it showed how prisoners were treated. ",shame,"[0.5704372, 0.8412405, 0.3359516, 0.69422525, 0.10544837, 0.87013304, 0.8954548]",0.8954548
shame,When I noticed that a person I found attractive had seen me picking my nose. ,guilt,"[0.673046, 0.34647128, 0.4374516, 0.96353966, 0.075525396, 0.84163654, 0.6471741]",0.96353966
guilt,When I think that I have been too stict or narrow minded towards my students. ,guilt,"[0.48426154, 0.37878156, 0.5195014, 0.95906633, 0.040593147, 0.51567894, 0.7691525]",0.95906633
joy,When I made up with a girl-friend of mine after having been on unfriendly terms with her (my fault). I cried with joy that evening. ,joy,"[0.015311502, 0.0035245288, 0.02073394, 0.6856875, 0.98025656, 0.004003203, 0.012761788]",0.98025656
fear,"While cycling in the country, I came across a large herd of cows. ",guilt,"[0.4123182, 0.5421191, 0.2979271, 0.5919781, 0.33632338, 0.34988207, 0.3648855]",0.5919781
anger,When I heard that my step-mother had treated my mother in a wrong manner. ,sadness,"[0.95389694, 0.93007636, 0.86893237, 0.9631143, 0.01993382, 0.968212, 0.95214826]",0.968212
sadness,When my friend did not pass the high school graduation examinations. ,sadness,"[0.79910856, 0.8340706, 0.5759769, 0.9453949, 0.020347307, 0.95358443, 0.90649104]",0.95358443
disgust,"When I heard about the advances an acquaintance of mine had made to my friends, who did not approve of them. ",guilt,"[0.8908414, 0.8461848, 0.5747316, 0.9078475, 0.04255349, 0.8855594, 0.87741274]",0.9078475
shame,"When after having had sexual intercourse with a friend, I thought that he had told about it to a friend of his. ",guilt,"[0.7065497, 0.5763023, 0.9263225, 0.9522742, 0.2212678, 0.7830291, 0.7823873]",0.9522742
guilt,"When I promised a male friend of mine to visit him, and did not. ",guilt,"[0.73005706, 0.8020028, 0.57373285, 0.9675628, 0.05931669, 0.9634966, 0.9236137]",0.9675628
joy,"During lectures, I sensed an unexpressed understanding with a boy I did not know. We exchange glances I think he likes me, and I like him too. Perhaps he has fallen in love with me . . . . . . . . . ",joy,"[0.015878858, 0.019077936, 0.082210466, 0.44656703, 0.48839086, 0.08865848, 0.27540177]",0.48839086
fear,"At night, I walk home past a forest. Once, somebody got stabbed in the forest. I imagine someone attacking me and I hurry up. ",fear,"[0.9506957, 0.68573505, 0.9801436, 0.9199655, 0.23312826, 0.8963753, 0.85420346]",0.9801436
