labels,text,emo_name,prob_emo_name,prob_max
anger,I share my small flat with my friend. On her birthday we could not see each other until evening because we had to stay at the University all day. In the evening I left a lecture before it finished to be able to buy flowers for her. When I was at home she called me to tell me that she would stay the night with her boyfriend. ,sadness,"[0.26531485, 0.19474924, 0.2908949, 0.2662022, 0.019514361, 0.54119885, 0.091229625]",0.54119885
sadness,"When I was a child I had a grass-parakeet I liked very much. His legs were crippled so that he could not move very fast. Once I came into the room, did not notice him and stepped on him. A few days later he died. ",sadness,"[0.3841151, 0.35826537, 0.6623215, 0.60270226, 0.06337647, 0.81437963, 0.34547296]",0.81437963
disgust,When I was younger I often saw my father come home drunk (he had big problems at that time). Once he woke me up in the middle of the night and shouted at me. ,anger,"[0.9432171, 0.5741384, 0.7473922, 0.66310006, 0.014179311, 0.821688, 0.3443745]",0.9432171
shame,"At school I was bad in mathematics. Although my teacher had admonished me to do my homework, one day I had forgotten to do it. When my teacher noticed it, I blushed and was ashamed to be rebuked in front of the other pupils. ",shame,"[0.105385914, 0.62865156, 0.9647066, 0.9773686, 0.003992085, 0.83113277, 0.98084074]",0.98084074
guilt,When I was a child I often quarrelled with my younger sister. Once I became so angry that I slapped her in the face. She cried and shouted so that my mother came in and scolded me. ,anger,"[0.90573734, 0.64255756, 0.71345574, 0.7729914, 0.028351745, 0.7363637, 0.60768336]",0.90573734
joy,After a weekend at a seminar I saw my husband again. I hurried home hoping he would be there. We embraced - I enjoyed feeling his body. ,joy,"[0.010257699, 0.0029466194, 0.03758565, 0.12083653, 0.92979234, 0.0046258415, 0.020965287]",0.92979234
fear,"One evening I stayed at home all alone. As we lived on the ground floor, I was often afraid of burglers. ",fear,"[0.5142739, 0.38086534, 0.9591489, 0.50425553, 0.0866558, 0.6883606, 0.39364463]",0.9591489
anger,"One day, when riding on a bicycle path, a car coming from the opposite direction forced me to get off my bike although I had the priority. ",sadness,"[0.68102187, 0.49984717, 0.7791467, 0.5954074, 0.010850496, 0.851951, 0.41235074]",0.851951
sadness,My father died unexpectedly at the age of years. He certainly would have liked to live longer. I was also said because I was confronted with the fact that I would die one day too. ,sadness,"[0.8222572, 0.39535573, 0.8570086, 0.6089588, 0.015469528, 0.94062304, 0.20355295]",0.94062304
disgust,"One day, when I was twelve years old, my brother took some slimy substance swimming on the surface of a pot of vinegar made of cider and threatened to throw it at me. ",fear,"[0.65438116, 0.40403256, 0.7441902, 0.4556723, 0.007541261, 0.51059055, 0.28537533]",0.7441902
shame,When I was ten years old a classmate laughed at me because I had told him that my father had retired. ,fear,"[0.4412306, 0.3095274, 0.5886204, 0.5224778, 0.025687387, 0.5188627, 0.29663628]",0.5886204
guilt,I felt guilty because I had not accomplished a thing as well as I had wanted to. ,guilt,"[0.06986578, 0.06371241, 0.35222954, 0.98039025, 0.0014309365, 0.8192084, 0.9160875]",0.98039025
joy,A party with friends on New Year's Eve. ,joy,"[0.011030917, 0.0073656053, 0.014360972, 0.065948755, 0.8733554, 0.0017443945, 0.007748751]",0.8733554
fear,When I was hitch-hiking and I went with a man who drived like a madman. ,anger,"[0.8877407, 0.34815735, 0.7686855, 0.5593646, 0.0057111466, 0.2784917, 0.11805025]",0.8877407
anger,"I was in ""Hainburg"" in December and I was angry about the politicians and the police. ",anger,"[0.97226185, 0.6751099, 0.10337847, 0.33915797, 0.0017064136, 0.011959093, 0.24614173]",0.97226185
sadness,I met again a very good friend after a year and realized that there had grown a certain distance between us. ,sadness,"[0.2653788, 0.11882306, 0.34460285, 0.47669196, 0.013274049, 0.7929655, 0.36897844]",0.7929655
disgust,When I listened to a conversation of friends talking about the power of money. ,sadness,"[0.32692608, 0.33465192, 0.23855798, 0.28686, 0.03671587, 0.42975414, 0.034792554]",0.42975414
sadness,When my grandmother died - at her funeral. ,sadness,"[0.27200472, 0.20018855, 0.4602746, 0.46187052, 0.011207933, 0.94232506, 0.1208828]",0.94232506
disgust,I read about a monk who had been murdered and put into a barrel which was filled with blood of pigs. ,sadness,"[0.57331884, 0.43247157, 0.61723715, 0.42682436, 0.004264865, 0.90044355, 0.3854766]",0.90044355
shame,"I went for a walk with a very close friend we were talking about our problems, I told her lies. ",guilt,"[0.13427438, 0.116733626, 0.26207855, 0.5377554, 0.0040390487, 0.5374339, 0.25410378]",0.5377554
guilt,I had to tell a collegue the time for an appointment with another collegue. I told her the wrong time - it was obviously my fault. ,guilt,"[0.5129969, 0.41471907, 0.6156481, 0.9071179, 0.054584783, 0.6851432, 0.5586388]",0.9071179
joy,"I went to buy a bicycle with my father. When I wanted to pay, my father took his purse and payed. ",fear,"[0.43664494, 0.2197898, 0.7200959, 0.38463357, 0.094725005, 0.52136135, 0.16891126]",0.7200959
fear,"My mother had fallen down from a ladder when she had been gathering cherries. Her back was hurt. Just when I arrived, I saw people of the life-saving service giving her medical care. ",sadness,"[0.3830429, 0.2809115, 0.6163507, 0.5117272, 0.07926843, 0.75701463, 0.13800986]",0.75701463
anger,"I was waiting behind a car which was going to leave the parking place, because I wanted to park my car there. Because of uncoming traffic I had to wait for a short time - another driver placed his car on the place. ",fear,"[0.31880048, 0.14054193, 0.40738416, 0.21901701, 0.11144801, 0.32481673, 0.11316794]",0.40738416
sadness,My partner left me after we had been together for a long time. ,sadness,"[0.734355, 0.38581833, 0.5386351, 0.66672766, 0.0034224242, 0.93372035, 0.5377797]",0.93372035
disgust,"At a discussion a friend took a ""faschistic view"", what I had not expected. ",fear,"[0.4920919, 0.395287, 0.888034, 0.51287717, 0.037301708, 0.4071083, 0.12687683]",0.888034
shame,"At a weekend's seminar my trousers suddenly burst, therefore I was prevented from participating in several activities. ",sadness,"[0.5036945, 0.34251404, 0.5216547, 0.47014257, 0.005210171, 0.79124695, 0.3462471]",0.79124695
guilt,"When I was driving my motorbike I went into a bend incautiously and fell down. I was slightly hurt, the motorbike was slightly damaged. ",sadness,"[0.67669, 0.44738024, 0.8424197, 0.7712204, 0.023841396, 0.88801837, 0.6966529]",0.88801837
joy,Before Christmas I got to know a girl but our relationshop could not consolidate before the holiday. Therefore it was a big surprise to get a carefully hand-made present from her. - Our relationship grew closer. ,joy,"[0.01747915, 0.022683727, 0.052242495, 0.0222796, 0.09153306, 0.017594637, 0.0059190737]",0.09153306
fear,"When I was a child, I fell into a cellar (when playing) and could be freed only with big difficulties. ",sadness,"[0.55653363, 0.27117768, 0.83727694, 0.56449634, 0.0029962824, 0.8574229, 0.31329516]",0.8574229
anger,I was angry about several drivers who showed an aggressive and dangerous driving habit. ,anger,"[0.9698178, 0.75927275, 0.37554145, 0.35803777, 0.007893258, 0.033854958, 0.34940383]",0.9698178
sadness,When my grandmother died. I had a very deep relation to her (I lived with her for several years). ,sadness,"[0.4074712, 0.15781607, 0.6262697, 0.63748103, 0.04324869, 0.95833147, 0.24028163]",0.95833147
disgust,Some time ago a girl tried to make me up without any action of my part. She used all possible means. Although I behaved refusingly she did not give up for a longer time. ,sadness,"[0.63719755, 0.5778833, 0.71684843, 0.65112835, 0.10227701, 0.73837763, 0.4799411]",0.73837763
shame,When I went to the sauna for the first time and there were men and women. ,fear,"[0.24089439, 0.17933841, 0.5626199, 0.26745036, 0.17537186, 0.1657055, 0.074063145]",0.5626199
guilt,When I was parking my car I was not cautious and bumped into another car. I caused considerable damage. The driver of the other car was very angry and I let him insult me because I felt guilty. ,guilt,"[0.94600695, 0.5717519, 0.917376, 0.972039, 0.015908765, 0.87097126, 0.922854]",0.972039
joy,A person whom I had not seen for a long time called me and invited me for a party. ,joy,"[0.13140567, 0.07243258, 0.1278155, 0.29153848, 0.29405645, 0.06659444, 0.027970366]",0.29405645
fear,"When I was walking on the street, a group of drunk, bawling young people approached. ",sadness,"[0.65635675, 0.5121664, 0.6513203, 0.38917202, 0.009101472, 0.88732535, 0.31403473]",0.88732535
anger,"When I was house-hunting Another person got a flat that I would have liked, too, because he heaped a floot of words on the letter. ",sadness,"[0.7139908, 0.34413144, 0.5109126, 0.68376577, 0.024020351, 0.733213, 0.22821414]",0.733213
sadness,When my grandmother died. ,sadness,"[0.39872682, 0.32477766, 0.55067873, 0.6028127, 0.0048738495, 0.91178244, 0.19980374]",0.91178244
guilt,When I shoplifted a pair of earrings from Coles and my Mum caught me with them in my bag. ,guilt,"[0.60938334, 0.4846853, 0.7603148, 0.8198007, 0.006205669, 0.64251345, 0.6408734]",0.8198007
joy,When my mother was tremendous on the phone and we talked for hours. She was in a good mood. ,joy,"[0.02589867, 0.14787237, 0.3868092, 0.43320706, 0.94275355, 0.17491174, 0.12799251]",0.94275355
fear,"When I saw a good male friend unexpectedly after a year, as I've just returned from overseas. I was feeling tired, looking a mess, and nervous. ",fear,"[0.19282249, 0.18242852, 0.9057986, 0.57813776, 0.0038999468, 0.54142296, 0.33641765]",0.9057986
anger,"When I wanted to talk to someone I liked and whom I have been told likes me (by his brother and even by himself) however he avoids any confrontation, and is vague. ",sadness,"[0.42619595, 0.14992955, 0.7606133, 0.49033228, 0.038215637, 0.76348686, 0.3590697]",0.76348686
sadness,"After having left the company of someone who gave me a lot of support and made me laugh, found myself alone for days on end. ",sadness,"[0.42270252, 0.18323673, 0.6358942, 0.6198963, 0.16146748, 0.8290443, 0.197859]",0.8290443
disgust,When a boy had continued to use foul language and swearing in front of a group of my friends. ,anger,"[0.8877136, 0.84646773, 0.63776666, 0.70379835, 0.0054491865, 0.461349, 0.6346348]",0.8877136
shame,When I was about seven or eight I was caught having stolen a doll's dress from my next-door neighbour. ,guilt,"[0.49258387, 0.40863714, 0.6354233, 0.75932294, 0.0058770273, 0.7438504, 0.5627112]",0.75932294
guilt,"Feeling guilt after greed, buying chocolate and pigging out to the point of feeling sick, especially as I am fat. ",guilt,"[0.059214633, 0.6556571, 0.4670697, 0.9902507, 0.0067070676, 0.4756708, 0.9099613]",0.9902507
joy,When planning to marry. ,fear,"[0.06307567, 0.01269527, 0.38655093, 0.2462767, 0.27617714, 0.031110324, 0.04229243]",0.38655093
fear,No really strong such emotion. Just falling off to sleep when I caught sight of a cm diameter spider crawling onto the pillow beside me. ,sadness,"[0.0072422745, 0.0063306377, 0.009728609, 0.009994861, 0.004899344, 0.023873061, 0.013943944]",0.023873061
anger,My feelings towards would-be in-laws for their participation in recent broken relationship. ,anger,"[0.77707684, 0.44158214, 0.435244, 0.68609077, 0.0036951434, 0.62236553, 0.36291134]",0.77707684
sadness,"Recent break-up of seriors long-term relationship, helped along by would-be in-laws. ",sadness,"[0.5847603, 0.19455759, 0.3772976, 0.39237264, 0.00223874, 0.7422477, 0.103322074]",0.7422477
disgust,"No very strong such emotion. Treatment of my sister by her dancing instructor - he is a ""user"", i. e. , takes advantage of her good nature. ",guilt,"[0.034707736, 0.10753895, 0.019998455, 0.16512285, 0.008818266, 0.12677364, 0.13211447]",0.16512285
shame,"After failing a second attempt at Med , following a number of difficult personal circumstances. ",sadness,"[0.42789406, 0.24300276, 0.5896052, 0.5049552, 0.004914844, 0.8266973, 0.22065012]",0.8266973
guilt,Failure to complete medical course as a result of failing fourth year twice. ,sadness,"[0.3219007, 0.16943829, 0.53196436, 0.44497055, 0.0035340097, 0.61096156, 0.27779394]",0.61096156
joy,When Wayne and Sue (close friends) were announced our guardians at ther wedding. ,joy,"[0.056066528, 0.02385231, 0.08571916, 0.0893909, 0.42716053, 0.02240924, 0.011078167]",0.42716053
fear,Car accident nearly occurred between us and drunk driver coming in opposite direction it missed us by approx m and collided (after rolling twice midair) into nearby scrub. ,fear,"[0.56587, 0.23292169, 0.73829985, 0.48173454, 0.0051795845, 0.47535133, 0.19959448]",0.73829985
anger,When boyfriend lied to me. ,anger,"[0.85335, 0.7820252, 0.65627295, 0.8225632, 0.003766652, 0.81778926, 0.7714476]",0.85335
sadness,When my boyfriend took me to his father's grave. ,sadness,"[0.16267133, 0.08348717, 0.4732003, 0.3845713, 0.05362585, 0.8053442, 0.043744855]",0.8053442
disgust,On boat trip - saw mother giving young child (aprox - years) cigarettes. ,sadness,"[0.50605893, 0.3654593, 0.29666835, 0.3847594, 0.06685477, 0.68385375, 0.33285895]",0.68385375
shame,When harassed by this boy - it was sexual (refer to GUILT). ,guilt,"[0.22918746, 0.56264734, 0.718448, 0.9900803, 0.0020678814, 0.23118411, 0.96483487]",0.9900803
guilt,"When in grade , late home from school every day for weeks because of harassment from a grade boy I lied to mother about why I was home late. ",fear,"[0.59161204, 0.25228506, 0.965962, 0.66511524, 0.017436838, 0.6552864, 0.4070012]",0.965962
joy,Getting a part-time job. ,joy,"[0.42215666, 0.1892381, 0.17727114, 0.2875636, 0.5302895, 0.1232194, 0.05451467]",0.5302895
fear,Small car accident. Black ice on the road - cars in front of us started zig-zagging and so did we. Car in front did a ? turn we followed and ended up in a gully. ,fear,"[0.2752711, 0.15569246, 0.4949236, 0.3061687, 0.022410393, 0.1295904, 0.1485847]",0.4949236
anger,People hunting animals. ,disgust,"[0.633791, 0.7899941, 0.12982978, 0.61384326, 0.091055356, 0.5554523, 0.57448083]",0.7899941
sadness,"When my grandfather was sick, and died I felt more sad, though, when he was sick. ",sadness,"[0.014945393, 0.020583471, 0.34253627, 0.6720104, 0.01545501, 0.9653517, 0.24643226]",0.9653517
disgust,People spitting in railway stations. ,anger,"[0.95850277, 0.9553741, 0.26357126, 0.44186857, 0.0038067682, 0.32709056, 0.3715445]",0.95850277
shame,Falling over. ,fear,"[0.08446631, 0.17186013, 0.6897525, 0.13142014, 0.15326528, 0.2280801, 0.36080912]",0.6897525
guilt,Eating too much I felt guilty afterwards because I knew I shouldn't have overeaten as I'm putting on too much weight. ,guilt,"[0.08715767, 0.21842836, 0.9286463, 0.99504846, 0.004119674, 0.85225767, 0.9773834]",0.99504846
joy,When my last year's second semester results came through - I was ecstatic. ,joy,"[0.0022669004, 0.00053734245, 0.013213536, 0.021695668, 0.9755822, 0.0015546802, 0.0016870872]",0.9755822
fear,I was sleeping in my room but woke in the middle of the night to think I could hear noises and see shadows moving. I felt that someone was in the house. ,fear,"[0.713272, 0.5379797, 0.9007431, 0.6876713, 0.24872275, 0.7894361, 0.5259261]",0.9007431
anger,"At school, a couple of years ago, a so-called acquaintance told lies about me to a teacher I was told about it by friends who overheard the conversation. ",sadness,"[0.6000602, 0.510197, 0.6133159, 0.61078507, 0.01664305, 0.75855476, 0.45084372]",0.75855476
sadness,"My grandfather died. He lived almost as a recluse not caring for himself as well as he should - Dad and we all helped as much as we could, but it didn't save him from himself. It was an unexpected death. His second de facto wife was lucky she wasn't jailed. ",sadness,"[0.16527624, 0.124648534, 0.2976087, 0.19445185, 0.0047172317, 0.82282406, 0.111413434]",0.82282406
sadness,"In my penultimate job I was responsible of a sections with several employers, after several years of dedication I was dismissed by a new chef, saying that I was incompetent. ",sadness,"[0.6103305, 0.31159624, 0.41285497, 0.33633882, 0.0043549454, 0.7684331, 0.2137196]",0.7684331
disgust,"I assisted to a scene where the police attacked a person that didn't have his documents. The savagery was too much, and the attacked person bleeded to much. ",sadness,"[0.77719074, 0.8147882, 0.722633, 0.7453765, 0.0056112176, 0.93463844, 0.6366228]",0.93463844
shame,In a party of friends I got completely drunk. ,guilt,"[0.19623487, 0.07314039, 0.19483751, 0.44334275, 0.14612055, 0.08737449, 0.19035414]",0.44334275
guilt,"Once in my homes yard, I was plaing football with my cousin and in a certain quick the ball went on uncontrolled putting down a bird-cage, killing it. ",sadness,"[0.58471906, 0.58240026, 0.73980284, 0.7623953, 0.0034220142, 0.9126393, 0.5543017]",0.9126393
joy,"When I get something that seemed very hard like getting a job, a boyfriend, etc. A specific sutuations, was when I started to date a boy whom I liked for a long time. ",fear,"[0.29922938, 0.18931337, 0.80847186, 0.3229618, 0.79697657, 0.11030146, 0.09858747]",0.80847186
fear,When I had to assume a position which I didn't expect. ,fear,"[0.6265385, 0.49307948, 0.81554407, 0.78532153, 0.022037115, 0.60170925, 0.17570083]",0.81554407
anger,"When I was dismissed unjustly from the firm where I worked, because there where persons that didn't have problems, and wouldn't miss in the jobs they occupied if they were dismissed. ",sadness,"[0.7652961, 0.52197075, 0.4531824, 0.73643625, 0.0104476595, 0.776475, 0.4018392]",0.776475
sadness,"I felt very sad when I had to give up something that by right was mine and although I didn't get it, a kind of suvenir that people don't give you the right to have. ",sadness,"[0.0041465, 0.0015398177, 0.09805879, 0.5987821, 0.0030650687, 0.97024107, 0.22661206]",0.97024107
disgust,"The acts of brutal violence in generally disgusts me. Fights, phisical aggrssion, etc. ",disgust,"[0.8753148, 0.9857312, 0.5765837, 0.65110403, 0.0046827807, 0.45845562, 0.8543136]",0.9857312
shame,I felt ashamed when in a certain occasion I had to read a text and didn't stop stuttering. ,guilt,"[0.117449634, 0.84761566, 0.86693096, 0.9772478, 0.0036343131, 0.8369955, 0.9770248]",0.9772478
guilt,When I was reproved eighth grade of high school. ,guilt,"[0.5335655, 0.2885089, 0.5884373, 0.77393776, 0.008654294, 0.69172955, 0.36146703]",0.77393776
anger,"When I talked with a teacher yesterday who, to say the least, was rude and unwise and had irrelevant opinions about a friend. ",anger,"[0.6560939, 0.59794486, 0.45292777, 0.3518662, 0.0013974514, 0.42569652, 0.4560133]",0.6560939
sadness,The loss of the woman who loved me most till today. ,sadness,"[0.2496939, 0.022674328, 0.25381953, 0.2939377, 0.0008732932, 0.96273726, 0.040852904]",0.96273726
disgust,In a sexual experience with an unknown woman where after the sexual act I only could go away without looking backwards. ,fear,"[0.31330353, 0.7023622, 0.8482645, 0.6865348, 0.012138292, 0.6878104, 0.56513953]",0.8482645
shame,"When I wanted to kiss a friend and didn't succeed, I felt shame. ",shame,"[0.0069097355, 0.5500673, 0.5425983, 0.9249511, 0.002770888, 0.82731175, 0.9532417]",0.9532417
guilt,"On a telephone talk where I was agressive and stupid without the least, reason or better motive. ",anger,"[0.8674827, 0.4105437, 0.050703924, 0.51319736, 0.014261909, 0.14950062, 0.437048]",0.8674827
joy,When I succeed in writing something I felt and doing it I felt well and very happy for being able to express to myself something that was suffocating me. ,joy,"[0.32100165, 0.017390652, 0.4176146, 0.071141906, 0.97754556, 0.29799885, 0.024933495]",0.97754556
fear,When I crashed my car. ,guilt,"[0.36855724, 0.1668416, 0.4845411, 0.59550506, 0.0042977002, 0.48487115, 0.4488033]",0.59550506
anger,When in a difficult moment I couldn't express myself correctly and my thought came out with distortions bringing about highly negative and distorted results. ,sadness,"[0.6842078, 0.43122733, 0.7586713, 0.5660341, 0.005744494, 0.85293996, 0.36690176]",0.85293996
sadness,When I heard about the death of somebody I liked very much and I was not present either to see the person or to try to share my emotions with other friends. ,sadness,"[0.3438969, 0.14704193, 0.7849862, 0.9204004, 0.041410018, 0.971705, 0.66751474]",0.971705
disgust,"When I saw a woman subjugated by money and not being able to hide how she hated herself for not having the will power to get out of such a situation because it was convenient, according to what she told me. ",guilt,"[0.72374576, 0.8674071, 0.73679596, 0.93899024, 0.0036906414, 0.93239576, 0.9278445]",0.93899024
shame,When somebody suddenly said something (about me) at a wrong moment and I didn't agree (at that exact moment I was needing an extremely positive word). ,anger,"[0.7741047, 0.35653192, 0.4975999, 0.58322656, 0.020402059, 0.6318943, 0.33582595]",0.7741047
shame,When my mother surprised me while masturbating. ,fear,"[0.32151243, 0.10938399, 0.80173916, 0.50101924, 0.09243367, 0.13264275, 0.3024997]",0.80173916
guilt,I forgot to water the flowers in our flat and was rebuked by my friends who share the flat with me. ,guilt,"[0.8474907, 0.71083903, 0.6090056, 0.9342041, 0.009203054, 0.6731635, 0.80935025]",0.9342041
joy,After my final examination at school I was glad that the examination was over and that I had passed it. ,joy,"[0.0044678324, 0.0019631828, 0.19578767, 0.03589863, 0.9364815, 0.0088644065, 0.002739864]",0.9364815
fear,"When I was a child, I had a nightmare. At that time, I was not yet able to tell anybody about it, so I was very frightened. I could not explain myself all that and I had to deal with it by myself. ",fear,"[0.8398826, 0.841666, 0.99606735, 0.84814817, 0.2984879, 0.94941634, 0.7300704]",0.99606735
anger,I was angry with a person who behaved terribly at a ball offending her relatives. ,anger,"[0.980273, 0.7226379, 0.18716653, 0.2506348, 0.0017010795, 0.023808477, 0.7102269]",0.980273
sadness,"When my grandfather died. When I heard about his death, I had a bad feeling in my stomach and I felt as if I had lost something very precious. ",sadness,"[0.35259685, 0.50190824, 0.86256665, 0.90616494, 0.0044046165, 0.9788569, 0.42989796]",0.9788569
disgust,My brother caught a spider and let his frog eat it. ,guilt,"[0.27574447, 0.18930726, 0.10915089, 0.46703866, 0.060973134, 0.22510125, 0.09896742]",0.46703866
shame,Once I spoke without thinking very much - it was quite a nonsense. ,guilt,"[0.61852425, 0.19156452, 0.6392199, 0.6709203, 0.015919222, 0.4306631, 0.5195397]",0.6709203
guilt,I was not sure whether I should help an old woman going down a flight of stairs. I just watched her and saw how difficult it was for her to do it. ,fear,"[0.23342007, 0.07474153, 0.8864863, 0.65282965, 0.06481114, 0.644362, 0.064608775]",0.8864863
joy,For about one year I had a rather bad relation with my father. Last Christmas Eve he invited me to stay withhim and I was very glad about it. It was a fine evening. ,joy,"[0.07784687, 0.012183741, 0.11149678, 0.113027215, 0.8425417, 0.013487619, 0.006295293]",0.8425417
fear,"I live outside Graz - so I have to go by bus. One day I went home from the bus stop alone. It was dark, I had to go through a forest and there was a dark figure behind me. I was very frightened. ",fear,"[0.20146641, 0.50468785, 0.9673862, 0.52309793, 0.012248524, 0.6904988, 0.32983914]",0.9673862
anger,My sister had promised to help me to do a translation from English into German. But the day I needed her she told me that she was busy - I was very angry. ,anger,"[0.94972754, 0.4102745, 0.1819559, 0.6962161, 0.001255827, 0.09411134, 0.3677595]",0.94972754
sadness,"Several years ago my mother died. She had been ill for a long time, but nevertheless her death came unexpectedly. I did not and I still do not want to believe that it is true. ",sadness,"[0.5385631, 0.48016155, 0.74698603, 0.54424345, 0.009341768, 0.8823666, 0.3448371]",0.8823666
disgust,I have a horror of spiders and snakes. On a walk through the wood I saw the body of a slow-worm (without the head). ,fear,"[0.07269322, 0.73774314, 0.9486562, 0.08264335, 0.0011423974, 0.15818852, 0.051994216]",0.9486562
shame,I came home from a party rather drunk. I said things I would never have said normally. Next morning I was terribly ashamed about what I had said. ,guilt,"[0.4657089, 0.93188566, 0.7913451, 0.9760608, 0.0036615424, 0.91451186, 0.9671614]",0.9760608
guilt,An accident happened to my little cousin because I had not taken enough care of her. She fell on the floor and her hands were hurt. ,guilt,"[0.69869983, 0.47202212, 0.738639, 0.9554552, 0.009341674, 0.86244744, 0.62714356]",0.9554552
joy,I had a little cat which was very sick. As I liked it very much I went to a veterinary with it. He told me how to tend it and it really recovered its health. Everybody said that I had saved its life. ,joy,"[0.08076164, 0.13381042, 0.15659122, 0.1335362, 0.57988465, 0.014440122, 0.0052438164]",0.57988465
fear,"When I was a child, I had a terrible nightmare with St. Nicholas' Devil Servant. I asked my mother if he really existed and she said yes. The following nights I could not sleep and a light had to be left turned on. ",fear,"[0.43699563, 0.42629567, 0.92761123, 0.46987292, 0.0033893227, 0.6459469, 0.22933756]",0.92761123
anger,"As I usually do not start learning until a short time before an examination,, I once made up my mind to try to work for a longer time. But once again I did not do it - and got a bad mark. ",sadness,"[0.5078251, 0.49389905, 0.708087, 0.74332917, 0.022827102, 0.82236004, 0.46571293]",0.82236004
sadness,A friend told me about his cousin who is my girlfriend. He said she had treated him in a mean and nasty way. I was surprised because in front of other people she had always treated him in a friendly way. I am very sad about it. ,sadness,"[0.08781817, 0.17262699, 0.34156606, 0.54282695, 0.0027436318, 0.93782175, 0.7288781]",0.93782175
disgust,"I went out with my sister, her boyfriend and his friend. I did not like this young man. But suddenly he overcame me and kissed me. He was very strong so that I could not defend myself. ",fear,"[0.6055146, 0.7074801, 0.74789894, 0.65564, 0.025203746, 0.70225924, 0.5590752]",0.74789894
shame,During the oral part of my final examination I made a mistake in speaking so that all the teachers laughed at me. ,sadness,"[0.5991862, 0.48884022, 0.65875816, 0.7342825, 0.035862207, 0.81773007, 0.5745427]",0.81773007
guilt,There was a time when I did not get on well with my sister. I always grumbled at her and said bad things about her to my mother. So my mother always scolded her. ,anger,"[0.93100417, 0.6329375, 0.5242005, 0.61551243, 0.05374321, 0.6621683, 0.24784362]",0.93100417
joy,When I passed my final examination at school. ,joy,"[0.10019062, 0.03764603, 0.068937704, 0.07467823, 0.91049856, 0.08966272, 0.016886635]",0.91049856
fear,"When I was on a cave excursion with friends, I suddenly lost them and was afraid of losing my way in the cave. ",fear,"[0.4786646, 0.124544226, 0.96268106, 0.59759104, 0.0015183851, 0.8742254, 0.30094618]",0.96268106
anger,When I felt being treated unjustly by a teacher. ,anger,"[0.8342011, 0.66154355, 0.59190345, 0.76089644, 0.00854631, 0.74146897, 0.50442165]",0.8342011
sadness,When my grandmother died I had a stronger relation to her than to my mother. ,sadness,"[0.22366032, 0.07400851, 0.262893, 0.3527865, 0.07601045, 0.881844, 0.08538754]",0.881844
disgust,When I was molested by an old drunk man. ,fear,"[0.46770787, 0.48890024, 0.622281, 0.5511576, 0.0016955811, 0.59043676, 0.45659232]",0.622281
shame,When I had a Latin examination in school. ,fear,"[0.16713087, 0.16599625, 0.6392054, 0.2217365, 0.060244467, 0.129695, 0.06623644]",0.6392054
guilt,When I had drunk too much and nearly got an alcohol poisoning. ,guilt,"[0.1849846, 0.27089342, 0.7865168, 0.8148088, 0.008441942, 0.5876682, 0.4272045]",0.8148088
joy,When I met my girlfriend again in another town after a long separation. ,joy,"[0.14407977, 0.045351475, 0.5471965, 0.29793486, 0.7866057, 0.07346708, 0.026336772]",0.7866057
fear,"When I went home alone early in the morning, I had to go through a wood. ",sadness,"[0.53095496, 0.36431044, 0.69927305, 0.52536696, 0.08237968, 0.734524, 0.1837493]",0.734524
anger,"A friend was unpunctual, we wanted to prepare ourselves for an examination. ",fear,"[0.35968834, 0.06564901, 0.5039175, 0.26529402, 0.020960405, 0.12661184, 0.15248159]",0.5039175
sadness,When my grandparents moved to another part of the town. ,sadness,"[0.43205574, 0.1461082, 0.6613779, 0.4449197, 0.059593905, 0.74189126, 0.08706345]",0.74189126
disgust,At the butcher's I saw an animal which had just been slaughtered blood was dripping on the floor. ,sadness,"[0.6340843, 0.662255, 0.7043505, 0.6280401, 0.011674912, 0.89136165, 0.5829274]",0.89136165
shame,In school I was very bad in running long distances and my class-mates laughed at me for this reason. ,sadness,"[0.4928921, 0.42440087, 0.70619166, 0.53157234, 0.11352518, 0.72487396, 0.3023811]",0.72487396
guilt,I had to take care of my little brother. When I met a friend I did not pay attention to him for a certain time and he was hurt while he was playing. ,guilt,"[0.22996673, 0.22209424, 0.50750947, 0.81433934, 0.028107578, 0.72953683, 0.36415926]",0.81433934
joy,"On my birthday, an old friend of mine sent me a card. I had not met him for a year and I was very glad that he had thought of me. ",joy,"[0.010576106, 0.00853787, 0.20452368, 0.09848187, 0.9582254, 0.013468535, 0.005321917]",0.9582254
fear,Once I spent a night with a friend at the secondary school. We told each other horror stories and suddenly we heard uncanny noises. I was terribly frightened. ,fear,"[0.1318634, 0.19396679, 0.94633853, 0.5598982, 0.0029728087, 0.43845624, 0.2763711]",0.94633853
anger,"When we still attended school, my brother and I usually went to see our aunt and to show her our term's report. She rewarded us with money. Although my reports were as good as my brother's, he got more money. ",sadness,"[0.30622172, 0.2598997, 0.4432914, 0.3904384, 0.37674284, 0.5683277, 0.15650846]",0.5683277
sadness,"My friend was pregnant, but lost her child during the second month. I went to see her at hospital - she was crying. I felt very sorry for her. ",sadness,"[0.038782537, 0.011893799, 0.770328, 0.5826821, 0.005410615, 0.9680719, 0.3074315]",0.9680719
disgust,"When I attended school, our class visited an institution for mentally and physically handicapped persons. Although I tried to control my feelings, I was disgusted. ",disgust,"[0.7081215, 0.95350444, 0.57475716, 0.6252281, 0.0052927337, 0.7891826, 0.77758265]",0.95350444
