labels,text,emo_name,prob_emo_name,prob_max
joy,"A very good friend of mine had been away for three months. When we met again, we ran up to each other and embraced. ",joy,"[0.50148517, 0.0036812886, 0.1758319, 0.16017194, 0.680917, 0.067967944, 0.020769903]",0.680917
fear,One evening my father told me to go into the cellar and get him a beer. I was terribly frightened at the idea of a man sitting in the cellar and assaulting me. For my defence I took an empty bottle with me. ,fear,"[0.58681893, 0.7068338, 0.98703206, 0.4740111, 0.0077565345, 0.73405945, 0.43774876]",0.98703206
anger,I had stolen a bottle of rum from a person who knows me well. He threatened to call the police if I did not pay Shillings. ,guilt,"[0.31938908, 0.73067397, 0.6734218, 0.877327, 0.21476139, 0.5574216, 0.7555582]",0.877327
sadness,When my uncle died I saw a funeral for the first time. All people stood around the open grave and cried. ,sadness,"[0.5175414, 0.6232435, 0.5382542, 0.37457746, 0.101213396, 0.92605263, 0.44539437]",0.92605263
disgust,"At a party I met a girl who drew me to her, told me some nonsense and always wanted to kiss me. ",shame,"[0.19228588, 0.018987931, 0.13636476, 0.3497656, 0.26509237, 0.19571422, 0.56330156]",0.56330156
shame,I put my head into the pullover of a girl to see her breasts. The girl looked at me so that I felt ashamed. ,shame,"[0.33068696, 0.9262607, 0.6648918, 0.82706845, 0.0010999155, 0.7643937, 0.96037066]",0.96037066
guilt,"My uncle had promised to buy me a bicycle. As time went by and I had not received it yet, I asked my father to buy it for me. Later I heard that my uncle had wanted to offer me the bicycle on my birthday two weeks later. ",sadness,"[0.53356284, 0.49247286, 0.3788842, 0.42169464, 0.07438476, 0.6346959, 0.42856464]",0.6346959
joy,"Several days after my final examination at school, I was sitting in an airplane on my way to Greece. I enjoyed that moment very much. ",joy,"[0.021734675, 0.00041058013, 0.0038339423, 0.058995664, 0.8709152, 0.00061092357, 0.0010636431]",0.8709152
fear,One night I was lying in my bed awake but I had my eyes closed. I saw figures with terrible faces and black frocks bending over me and touching me. I opened my eyes but I could still see them. I had the feeling that somebody was in the room. It was terrible. Only when I turned on the light I was able to go to sleep. ,fear,"[0.469283, 0.8629944, 0.9329944, 0.64712614, 0.037054833, 0.8727293, 0.7148504]",0.9329944
anger,I had arranged with a friend to go with him to Carinthia by car. We had arranged a place where to meet. I was a bit late and my friend had left already. I had no money to go by train. I nearly started to cry because I was so angry - it was very important for me to go to Carinthia. ,anger,"[0.88655645, 0.6732731, 0.691659, 0.458597, 0.033659805, 0.79365265, 0.6598526]",0.88655645
sadness,Our dog had to be shot because he had killed a roe. I liked him very much and so I could not resign myself to that. I hated the hunter who shot him. ,sadness,"[0.52542895, 0.73822194, 0.61116374, 0.58512866, 0.007627398, 0.87896204, 0.7483083]",0.87896204
disgust,I was sitting in a station-hall and watching a lavatory attendant. She was very dirty. She started to eat something out of a dirty cup - it must have been something like lard. Then she took some breadcrumbs out of the pockets of her apron and ate them. I had to leave - I felt like vomitting. ,disgust,"[0.6402125, 0.9811646, 0.66843307, 0.48280892, 0.025938513, 0.723604, 0.8968088]",0.9811646
shame,"I had to go to the doctor's because of a veneral disease. I told the doctor that I must have been infected by my boy-friend. This was not true, but I was ashamed to tell the truth. ",shame,"[0.27799305, 0.87640405, 0.72558546, 0.8311909, 0.02312716, 0.80731225, 0.95661974]",0.95661974
guilt,"When we were playing, I hurt my little sister, but towards my mother I did not admit that it was my fault. ",shame,"[0.7251629, 0.8160483, 0.6358669, 0.8438741, 0.22602691, 0.8228489, 0.90643525]",0.90643525
joy,My neighbour was not able to set his car in motion because it had snowed heavily. I helped him - he was thankful and invited me. ,sadness,"[0.1476137, 0.054617025, 0.2556912, 0.16227655, 0.43967196, 0.5258493, 0.04747976]",0.5258493
fear,"I was skiing with friends and they wanted to ski-jump. I did not want to be left behind, so I braced myself and followed them. ",fear,"[0.2449766, 0.10403713, 0.53638244, 0.42806846, 0.36083698, 0.30018976, 0.051841598]",0.53638244
anger,"At an examination I got a bad mark just because of a small mistake. When I went to the lector and wanted to talk about that, he did not listen to me but sent me away. ",sadness,"[0.6012367, 0.83192545, 0.69110084, 0.75510156, 0.06491962, 0.8646844, 0.83198065]",0.8646844
sadness,My cut was run over by a car. After searching for a long time I found her lying in a kerb. I was rather shocked and angry with the driver. ,anger,"[0.97966206, 0.56384665, 0.6436977, 0.40173516, 0.020042649, 0.77644753, 0.8259661]",0.97966206
disgust,"When I watched a report about El Salvador on TV, I saw people who had been murdered by terrible methods. ",shame,"[0.8304713, 0.89288986, 0.7931994, 0.6773016, 0.051119894, 0.8819576, 0.9075741]",0.9075741
shame,At a cross-country race I wanted to take a short-cut (which is not allowed). I was caught and disqualified. All my friends had observed that. ,shame,"[0.5247956, 0.6958477, 0.49004164, 0.67103237, 0.0047872975, 0.7677098, 0.8257943]",0.8257943
guilt,During a discussion I reacted very aggressively and so I made it impossible to continue discussing. ,anger,"[0.983818, 0.8008652, 0.6637483, 0.65747565, 0.0324494, 0.72389394, 0.86832756]",0.983818
joy,On my birthday I got a present that I had desired for a long time. ,joy,"[0.41718367, 0.0023559101, 0.09789791, 0.1278119, 0.84229034, 0.007893874, 0.0057609044]",0.84229034
anger,"When I am discussing something with a person and I realize that the other person is thinking over her own argumentations instead of listening, I become angry. ",anger,"[0.99724895, 0.09097422, 0.041219726, 0.12048495, 0.0010483165, 0.013878676, 0.14460137]",0.99724895
sadness,When we were on holidays my girl-friend had to leave me after weeks and I had to stay in Turkey for some more weeks because I had a job there. ,sadness,"[0.65579736, 0.760217, 0.69460195, 0.741301, 0.07767129, 0.90875554, 0.7213997]",0.90875554
disgust,I studied medicine for several semesters. I was always disgusted when we had the dissecting-course. I cannot understand why some persons like this course. ,disgust,"[0.3514553, 0.9933715, 0.4383361, 0.32660687, 0.002310485, 0.79515886, 0.80663896]",0.9933715
shame,"Some time ago we had a tournament in our tennis-club. For tactical reasons I was chosen to play against a much weaker player than I am. Although it would have been enough simply to win the game, I defeated him extremely. This would not have been necessary. ",disgust,"[0.06355043, 0.25982723, 0.15152434, 0.09639185, 0.073006675, 0.22082257, 0.13440587]",0.25982723
guilt,I had a discussion with my girl-friend. After some time we started to quarrel and at least - to get the upper hand - I said that she was not as important to me as she might believe. Some time later I apologized for that. ,sadness,"[0.4836582, 0.57146716, 0.4469882, 0.6282874, 0.09861561, 0.6289651, 0.6155444]",0.6289651
joy,On New Year's Eve I went in a disco with friends. I amused myself and got to know many other people. ,joy,"[0.22363187, 0.057590846, 0.20403376, 0.1806178, 0.6829221, 0.026867226, 0.026944151]",0.6829221
fear,"I had to go to the dentist's. When he touched my tooth with his drill, I was terribly aftaid of the pain I would feel any moment. ",fear,"[0.6703785, 0.66137624, 0.9686592, 0.5748106, 0.003311324, 0.8322084, 0.7395728]",0.9686592
anger,I was very hungry and just wanted to start eating when a friend called me who usually talks for a long time. I was angry because I was prevented from eating. ,anger,"[0.9900675, 0.6911345, 0.735968, 0.5342848, 0.18582626, 0.6695653, 0.874975]",0.9900675
sadness,"My sister, whom I like very much, asked me for a favour which I refused her for some flimsy reason. Some time later I felt sorry for that and something like sadness. ",sadness,"[0.0020991894, 0.014619318, 0.102054745, 0.70280284, 0.001163806, 0.9724777, 0.92764866]",0.9724777
disgust,On my way to a concert I went with a man who tried to molest me. At that moment I did not care much but now the impression fills me with disgust. ,disgust,"[0.8823534, 0.9965377, 0.9314673, 0.82036483, 0.005315986, 0.90194464, 0.97661895]",0.9965377
shame,"I asked my friend to come with me to a disco because I wanted to be with a person I know well. But when I amused myself with others I let my friend sit alone, although I had asked her to come. ",guilt,"[0.59588486, 0.6244617, 0.6106321, 0.8421597, 0.10847547, 0.7568616, 0.83573496]",0.8421597
guilt,"I called my little sister to make her pick up her toy from the floor. When she still refused after I had asked her for the fourth time, we began to quarrel. At last the whole family was involved in this quarrel and trouble was brewing. ",anger,"[0.8657065, 0.8419604, 0.7443312, 0.66982204, 0.05365039, 0.6415324, 0.6379664]",0.8657065
joy,"I had a singing-lesson, but I was not very good. The last exercise was singing scales. I did that very well and my teacher seemed satisfied. ",shame,"[0.0018002609, 0.002728827, 0.0026111633, 0.0021312058, 0.00023345015, 0.025801841, 0.0393173]",0.0393173
fear,"A teacher wanted to instill a certain opinion and a certain behaviour into myself, what I refused. I was afraid when I saw him. ",fear,"[0.5688277, 0.7028376, 0.98557776, 0.61066735, 0.007027829, 0.7210251, 0.76406354]",0.98557776
anger,A friend had promised to call me at a certain time. I expected his call impatiently but in vain. ,sadness,"[0.3937811, 0.63192743, 0.5487039, 0.3898497, 0.05435615, 0.75121224, 0.69181615]",0.75121224
sadness,Years ago on Christmas Eve I felt very sad because I realized for the first time how I missed my father who had died at Christmas Years ago. ,sadness,"[0.3580449, 0.18631315, 0.6099095, 0.57590264, 0.0002773315, 0.99730504, 0.707211]",0.99730504
disgust,"A man whom I like, was drunk and tried to molest me. ",shame,"[0.74198264, 0.7259672, 0.7331984, 0.73896545, 0.008230351, 0.7614968, 0.87425554]",0.87425554
shame,It was the time when everybody spoke about and discussed Hainburg. I was also asked for my opinion. I was ashamed because I had no firm view of the whole thing and therefor was not able to join the conversation. ,shame,"[0.5233882, 0.93256587, 0.6573636, 0.76998097, 0.038933575, 0.84365845, 0.963577]",0.963577
guilt,"I was on a concert-tour and therefor seperated from my boy-friend. But I needed warmth which was given by a male member of the orchestra. My feelings towards him were not very deep, but his feelings were. I felt guilty when he said ""I am not a radiator"". ",guilt,"[0.018315708, 0.08984374, 0.06250953, 0.92803115, 0.17346853, 0.4701464, 0.24781471]",0.92803115
joy,"On my th birthday I passed the driving-test. I was glad because I had had to study very much, because I had been lucky and because - as a proof that it was really difficult - not everybody had passed the test. ",joy,"[0.086830206, 0.0003680752, 0.012458762, 0.08885145, 0.92808646, 0.0003389339, 0.00035037094]",0.92808646
fear,At about midnight I had to go by bike through Graz alone. On the whole it was a distance of several kilometers. A car followed me through the streets. Only when I went into a one-way street the car disappeared. The rest of my way home I was very afraid. ,fear,"[0.7624147, 0.7715391, 0.9935434, 0.65192145, 0.011237391, 0.77307135, 0.6478516]",0.9935434
anger,I had studied for almost one week for my physics-examination. With difficulty I passed the examn. I was angry about the teacher and also about myself because I had not remembered enough during the examn and because the time that I spent studying was wasted. ,anger,"[0.9251459, 0.59751046, 0.5448259, 0.67873174, 0.0053209756, 0.7085672, 0.8399809]",0.9251459
sadness,I had cared for a horse for years. One day it was sold and I cried for several days because I was so sad. ,sadness,"[0.73084384, 0.5880881, 0.6715712, 0.74768215, 0.0015176162, 0.99123114, 0.82513434]",0.99123114
disgust,"A friend of mine was telling jokes which I felt to be very disgusting, especially because I was eating. ",disgust,"[0.8543679, 0.9854894, 0.682498, 0.4776047, 0.004046209, 0.6903107, 0.9006812]",0.9854894
shame,At a carneval-party I smooched with a man - some days later I was rather ashamed for that. ,shame,"[0.80354834, 0.97690195, 0.72847, 0.96884567, 0.0008156512, 0.9377353, 0.99211085]",0.99211085
guilt,"By fun I had a tussle with my sister. Suddenly I obviously hurt her unintentionally - and she ran out of the room, crying. ",guilt,"[0.0022187058, 0.0016091252, 0.024576776, 0.16147096, 0.035740707, 0.008488028, 0.0037632287]",0.16147096
joy,"During my first week in Graz I met a girl who I had got to know in the train from Amsterdam to Graz. Although I had considered her very sympathetic, we had seperated without changing our adresses. ",sadness,"[0.056266375, 0.3164778, 0.3167035, 0.3214664, 0.02523717, 0.69550997, 0.35490996]",0.69550997
fear,"Many years ago I saw the film ""Psycho"" by Hitchcock for the first time. When I saw the film I was alone and afterwards I hardly dared to go to bed and hardly was able to sleep. ",fear,"[0.73384464, 0.91353977, 0.91639614, 0.7724802, 0.12061, 0.8001295, 0.77401197]",0.91639614
anger,"I had got a bad cold. My father said I must be crazy to go by motorbike at those temperatures. When I answered him that I did not care about a cold, he said that if I did not care for anything I could leave him (it was for the second time he said something like that). ",disgust,"[0.26795706, 0.7312168, 0.6536612, 0.4156015, 0.04958073, 0.5729023, 0.5508876]",0.7312168
sadness,"I was at home alone when I realized that a young roe approached our house. I hid because I did not want to frighten it. It limped. Some time later, when I thought that it had already run away, I saw it lying on our terrace. I came nearer and saw that it was terribly wounded. I informed the ranger who said that the roe must have been attacked by dogs. He had to shoot it. ",sadness,"[0.3224189, 0.54257834, 0.184668, 0.35077077, 0.12012548, 0.81257385, 0.440096]",0.81257385
disgust,Several years ago I stayed with friends in the mountains for one week. We lived in a hut and had to cook for ourselves. One day my friend did not succeed in preparing spaghetti. That dinner was terrible - nevertheless we all ate rather much and had an improper and unsavoury conversation. ,disgust,"[0.43714473, 0.77488863, 0.36468813, 0.5283733, 0.01866258, 0.6575225, 0.63017124]",0.77488863
shame,My mother and my grandmother were talking about one of my grandmother's friends whom I hardly know. I gave some deprecatory comments on him whereupon my grandmother told me that the man had died recently. ,sadness,"[0.32099038, 0.4675091, 0.43676353, 0.37995046, 0.057819936, 0.7680879, 0.59828043]",0.7680879
guilt,"When I still went to primary-school, I went on a ski-trip with my family. After skiing we went to a restaurant for lunch. Suddenly my father said that he had forgotten something in the car. He gave me the key and asked me to go and get it. I had difficulties with the key which was already bent. I asked my mother to help me. When she tried to turn the key it broke. We had no second key. My mother was blamed for all that and I did not say a word. ",sadness,"[0.22954413, 0.56943375, 0.5391567, 0.2715698, 0.05813894, 0.62211734, 0.42309257]",0.62211734
joy,"I had not studied very much for my final examination at school, so I had to take an additional examination in French. The oral examination was not very hard for me - the more I was glad when I heard that I had passed it. ",joy,"[0.234913, 0.1540286, 0.3584775, 0.43715292, 0.82710403, 0.028076988, 0.44049942]",0.82710403
fear,"When I was years old my tonsils had to be operated on. This is not a complicated operation, but just before it started I was very afraid so that I will never forget it. ",fear,"[0.25861964, 0.74374115, 0.9842982, 0.48177382, 0.0034572275, 0.75298816, 0.5406297]",0.9842982
anger,"My parents are divorced, father pays alimony for me. Two years ago my sister who lives with father, suddenly asked mother for money. As she considered the amount of money my mother offered her too small, she brought an action against mother. I was terribly angry with my sister. ",anger,"[0.9859502, 0.76835746, 0.77162296, 0.49724144, 0.04533588, 0.7785824, 0.7554904]",0.9859502
sadness,"I arranged with a friend to go skating the next day. He asked me to wake him up by telephone at twelve o'clock because we had come home late in the morning. Next day I called him - he was not at home. As something like that had happened to me several times before, I came to the conclusion that one cannot rely on anybody and I felt very sad. ",sadness,"[0.6165727, 0.90962064, 0.68944603, 0.6715233, 0.008332594, 0.989813, 0.83021116]",0.989813
disgust,Whenever I see a spider or a snake I feel disgusted. ,disgust,"[0.7847971, 0.9961409, 0.8962954, 0.3876263, 0.00033050546, 0.9544015, 0.9636258]",0.9961409
shame,"When I had slept with a boy for the first time I felt ashamed for three reasons. First, because I was only years old, second, because I did not really like him, third, because he had caught me napping. ",shame,"[0.5014558, 0.920321, 0.800487, 0.90406233, 0.0016601572, 0.96682435, 0.9824551]",0.9824551
guilt,"I had been together with my boy-friend for two and a half years, when he got to know another girl and not even tried to conceal that from me. I drew my conclusions and left him - I also felt a bit guilty for what had happened. ",guilt,"[0.5459298, 0.86285126, 0.7181993, 0.99377924, 0.056616884, 0.89775705, 0.89092714]",0.99377924
joy,My boy-friend told me that he would take me to the training of the life-saving dogs. ,joy,"[0.088818, 0.23803322, 0.32633883, 0.35729843, 0.62013024, 0.4948777, 0.16368026]",0.62013024
fear,I was in a dark cellar and saw a glowing red point. I thought that it was a person with a cigarette - but it was only the red switch. ,fear,"[0.5808566, 0.57223976, 0.7984357, 0.49185348, 0.115456656, 0.63283014, 0.61352116]",0.7984357
anger,A man treated his dog very badly - he insulted and beated him until the dog kept lying on the floor with his tail drawn in. ,shame,"[0.8198521, 0.8686771, 0.8486975, 0.5635117, 0.023980638, 0.8671762, 0.9211401]",0.9211401
sadness,A horse which I had liked very much was taken away. ,sadness,"[0.8561367, 0.8454944, 0.6719153, 0.782433, 0.05898683, 0.9701194, 0.9205214]",0.9701194
disgust,On TV I saw a report about church in Amerika. A priest was shown who was performing miracles in front of the camera - I felt disgusted. ,disgust,"[0.9065194, 0.9967577, 0.7306588, 0.6428615, 0.0009947219, 0.91690934, 0.97164816]",0.9967577
shame,"When I was a child, my uncle came to see us. I spit at him and ran out - I do not know the reason for that. My father came after me and insisted on my apologizing. ",shame,"[0.6442089, 0.64221567, 0.5296824, 0.37519604, 0.026931718, 0.5595939, 0.7209877]",0.7209877
guilt,I quarreled with my boy-friend. He said it was unfair that I always started crying so that he had to give in. ,anger,"[0.7824911, 0.6100153, 0.61725175, 0.47574177, 0.107336365, 0.72478276, 0.6828528]",0.7824911
joy,"To be able to prepare myself better for an important examination, I did not spend the nitht with my girl-friend but in the students' hostel. I had not done that for months. The day when I had the examn, somebody knocked at my door at seven o'clock in the morning. My girl-friend who likes sleeping late, had come to be able to be with me. ",sadness,"[0.07351783, 0.18806355, 0.095187575, 0.10702955, 0.007487445, 0.23155275, 0.09594875]",0.23155275
fear,"I studied medicine for several semesters and at that time I developed a great fear of examinations. I was most afraid of my examination of anatomy. While other students were examined, I was dissecting. I was able to hear everything and was waiting with fear until it was my turn. ",fear,"[0.7671958, 0.71911544, 0.969835, 0.5942541, 0.0014774562, 0.65967613, 0.65027976]",0.969835
anger,"When I come home in the evening, the first thing I do is to sit down and smoke a cigarette. One day I found the flat in a totally desolate state. My girl-friend had wanted to tidy up but had not finished. ",sadness,"[0.42775524, 0.56491566, 0.25749493, 0.36917537, 0.084279634, 0.6724925, 0.61341757]",0.6724925
sadness,My son's mother told me that she wanted to move to Vienna and take the child with her. This means a rather long distance for me. My whole family was sad and dumbfounded so that my own feelings were intensified. ,sadness,"[0.7189521, 0.836049, 0.8138674, 0.7519163, 0.018159125, 0.94295394, 0.8052721]",0.94295394
disgust,When a very near person got into an awkward situation but showed only helplessness and indecision. ,shame,"[0.12415151, 0.7940801, 0.7070708, 0.64704865, 0.0005619665, 0.89252657, 0.9023055]",0.9023055
shame,I spent an evening with my girl-friend. When we wanted to go to bed I was totally drunk. Next morning I felt rather ashamed. ,shame,"[0.49097073, 0.92265666, 0.6592394, 0.88869196, 0.0232286, 0.84193397, 0.9774684]",0.9774684
guilt,"I threw away an object, which belonged to a friend, because I did not know what to do with it. My friend was very sad about that and I felt guilty. ",guilt,"[0.5295043, 0.7334251, 0.58352435, 0.9901771, 0.0210886, 0.83443356, 0.8612855]",0.9901771
joy,After a long time I saw my boy-friend again. ,joy,"[0.17887215, 0.1269229, 0.22842094, 0.3229608, 0.46107295, 0.39456445, 0.07488464]",0.46107295
fear,My first public appearance in front of a rathe big audience. ,fear,"[0.6539904, 0.30501086, 0.69432795, 0.48666394, 0.21949448, 0.45205045, 0.1999095]",0.69432795
anger,"I was angry about how the government acted concerning Hainburg, especially when I saw a discussion about it on TV. ",anger,"[0.99762934, 0.72202677, 0.3368762, 0.47871125, 0.012251531, 0.11393416, 0.89880586]",0.99762934
sadness,Death of my father ,sadness,"[0.7962985, 0.8931948, 0.92466813, 0.8398565, 0.004651895, 0.9791976, 0.84993744]",0.9791976
disgust,When I got indecent offers. ,disgust,"[0.5457492, 0.88510543, 0.4264091, 0.38863263, 0.0030584286, 0.544859, 0.82988435]",0.88510543
shame,When I bought new skis I was ashamed to tell the assistant that I am not good at skiing and therefor bought racing skis. ,shame,"[0.33718202, 0.94263065, 0.8848497, 0.93736154, 0.05510808, 0.9047724, 0.9675435]",0.9675435
guilt,My schoolmates were teasing a pupil who was not able to defend himself very well I should have taken his part. ,guilt,"[0.38178152, 0.6047161, 0.62232006, 0.82674336, 0.09155115, 0.6113754, 0.7808309]",0.82674336
joy,"I thought that I had failed an examination, but when I was informed about the mark, I saw that I had passed it. ",sadness,"[0.32566473, 0.35188815, 0.5343082, 0.54926544, 0.2558075, 0.6251873, 0.3997207]",0.6251873
fear,Before an examination I had the fealing that I had not learned enough. ,shame,"[0.34808755, 0.39227355, 0.74344987, 0.5996326, 0.0028282623, 0.64195997, 0.81498563]",0.81498563
anger,"Once when I was playing table tennis I was already sure that I would win , but at last I lost the game. ",sadness,"[0.38601577, 0.69318587, 0.27047962, 0.71323705, 0.027699774, 0.83189327, 0.82150894]",0.83189327
sadness,My grandfather's funeral. ,sadness,"[0.4059392, 0.68468326, 0.5577527, 0.59397894, 0.037145242, 0.88955134, 0.4973027]",0.88955134
disgust,In cinema I saw a film which showed how a person was torn out his guts when he was still alive. ,shame,"[0.64835984, 0.854302, 0.6818114, 0.6054577, 0.035306264, 0.7983187, 0.89818233]",0.89818233
shame,"I was sitting in a restaurant with friends. They asked me something which they thought I should know. Actually I know it, but at that time I was not able to remember it. ",shame,"[0.46298653, 0.5186116, 0.5848331, 0.5151632, 0.38200203, 0.6309052, 0.6801103]",0.6801103
guilt,"I had an appointment with a friend. I promised him to meet with him, but at last I did not without having informed him. ",shame,"[0.32981792, 0.395184, 0.39143094, 0.66031027, 0.04092014, 0.68657756, 0.7323236]",0.7323236
joy,"When I had a psychical crisis, I met a girl, who told me that she had had almost the same problems and how she had finally overcome them. ",fear,"[0.26441365, 0.37333998, 0.5204429, 0.4704455, 0.26886433, 0.4887022, 0.25555104]",0.5204429
fear,I had climbed on a cherry tree alone and there was a thick caterpillar beside my fingers. I feel disgusted by caterpillars and snakes. I was terribly afraid of the caterpillar crawling on my fingers. Out of the fear I was almost unable to climb down. ,disgust,"[0.9116627, 0.99093807, 0.9877693, 0.7176823, 0.00523956, 0.9627405, 0.95694494]",0.99093807
anger,A friend of mine told other people that I was a slattern (because of an occurence that had happened some time ago). When I heard about that I was very angry. ,anger,"[0.99315006, 0.5442681, 0.51306075, 0.49510124, 0.01642331, 0.19893605, 0.72627485]",0.99315006
sadness,"My grandfather was seriously ill, he had only a few days left to live. I had always loved him, but never told him. When I saw him for the last time, I had the feeling that I had omitted so many things I could not do again. - There was a fly sitting on his forehead and he was too weak to drive it away. I was very sad when I saw that. ",sadness,"[0.5787556, 0.57101095, 0.677813, 0.8124716, 0.0027883083, 0.98496836, 0.65569144]",0.98496836
disgust,"Normally my father never tells vulgar jokes, we do not speak about sexual things, too. But once he told such a vulgar joke, that I was really disgusted. He did not tell me, but some of his friends, but I was present. ",disgust,"[0.8127006, 0.99243486, 0.7429822, 0.49706596, 0.010882729, 0.8136305, 0.9439653]",0.99243486
shame,"When I was or years old, I pulled down the trousers of a friend because I wanted to know what she looked like. My mother watched that and (as a punishment) sent me into the house. We never spoke about that I think it was as embarassing for her as it was for me. ",shame,"[0.44622797, 0.9041195, 0.74428797, 0.67321813, 0.031082314, 0.83086365, 0.9638293]",0.9638293
guilt,"When I told my boy-friend, who loved me very much, that I wanted to put an end to our relationship. a long time before I told him that and also a long time after that I felt guilty, because I had hurt him so much. ",guilt,"[0.58537525, 0.74942774, 0.74135524, 0.98864645, 0.028661914, 0.89257985, 0.9087921]",0.98864645
joy,"Unexpectedly I met some persons who I like very much. Spontaneously they invited me and integrated me within their group, although it was late in the evening. ",joy,"[0.062186163, 0.0016438406, 0.030911664, 0.1603252, 0.8559805, 0.033463545, 0.0037296803]",0.8559805
fear,"After a footballmatch I went home by car, a friend drove. I did not realize that he was drunk until we were in the car. He was madly racing. Several times we were in dangerous situations and I told him to be cautious, but he did not care. ",disgust,"[0.42616123, 0.74660915, 0.54362816, 0.45148578, 0.034735296, 0.6079335, 0.7015663]",0.74660915
anger,"A friend of mine uses butter instead of oil when he is cooking. I am always angry about that, because it is an unnecessary luxury. Recently we both were cooking and he wanted to use butter again. When I had already put the oil into the pan, he poured it out again and put the butter into the pan. ",anger,"[0.6065588, 0.56170964, 0.38496512, 0.18852928, 0.0033517198, 0.4837642, 0.27991515]",0.6065588
sadness,"After some friends had come to see me. They had stayed for several days and we had got on very well. When they had left, I had a feeling of emptyness. ",sadness,"[0.44060344, 0.5176973, 0.49945652, 0.4545891, 0.04046514, 0.9569205, 0.47089234]",0.9569205
disgust,"I had a quarrel with a friend who lived with me in the same flat. He moved out. Before he went he invited me and some friends for a drink. At last he was totally drunk and smelled disgusting. Besides, he told lies about us and behaved as if he was to be pitied. ",disgust,"[0.70650893, 0.8935659, 0.44642308, 0.32924944, 0.016682122, 0.5706246, 0.6272254]",0.8935659
shame,"I went to see a friend. There were other people, too, and everybody brought some present. I was the onlyone who brought nothing. My friend was very hospitable and did not show anything - although I knew how he felt. ",sadness,"[0.24149628, 0.22937308, 0.36457813, 0.18429385, 0.016761031, 0.60768473, 0.56161416]",0.60768473
guilt,"With a group of handicapped people we went to a party. When we wanted to leave we were not able to find one of these people. I had told his mother that we would leave at . p. m. , actually it was planned for . p. m. Therefore there was a delay. ",guilt,"[0.5700826, 0.6577807, 0.6056892, 0.7726279, 0.077428676, 0.76843286, 0.6965722]",0.7726279
joy,"I had a quarrel with my fiancT. When he admitted his fault, everything was allright. It was then for the first time that he surprised me with coffee and cake and a bunch of flowers. ",joy,"[0.007326083, 0.009396211, 0.029526819, 0.24198471, 0.28224373, 0.021514183, 0.0027822792]",0.28224373
fear,"After my boy-friend had beaten me for the first time, I always trembled when somebody knocked on my door or when I heard steps coming nearer. ",fear,"[0.55860907, 0.84897935, 0.97092754, 0.8707353, 0.0074860877, 0.83523256, 0.919693]",0.97092754
anger,I had not eaten anything for days to be able to pay the fine for my fiancT. But he stayed in another town and spent one thousand shillings in the restaurant during the same time. ,sadness,"[0.2826856, 0.3504101, 0.3827398, 0.4386451, 0.06038116, 0.5351454, 0.25532335]",0.5351454
sadness,"I had to give up my love, because it did not work out well. ",sadness,"[0.7369816, 0.84957445, 0.56479573, 0.78950757, 0.008791333, 0.96256393, 0.9241636]",0.96256393
disgust,I was insulted without a reason by a drunk man. ,shame,"[0.571885, 0.9129771, 0.56481624, 0.28896204, 0.0058713863, 0.78115076, 0.9227859]",0.9227859
shame,"My boyfriend had drunk too much and beaten me. When I had to show the letter the door, which was almost crashed, I felt ashamed. ",shame,"[0.47905466, 0.8839666, 0.68875355, 0.9113931, 0.001930952, 0.8944453, 0.98332316]",0.98332316
guilt,I spied on my fiancT and was terribly jealous. Later I saw that there was no reason for that. ,shame,"[0.5112692, 0.38150832, 0.39441764, 0.66548955, 0.037020624, 0.5438992, 0.7604397]",0.7604397
joy,My sister had a daughter. I saw the baby for the first time through a pane of glass and she looked at me. ,sadness,"[0.4820413, 0.32778555, 0.42530453, 0.4305938, 0.5741547, 0.648426, 0.34263453]",0.648426
fear,"My mother, my sister and I were sitting in the sitting room and watching a film on TV. My father came home drunk and told us to turn off. When we did not do that he switched off the fuse and started shouting. We were sitting in the dark and I was afraid that he would do us a harm. ",fear,"[0.74642795, 0.6166319, 0.98318255, 0.45994487, 0.021190062, 0.6910352, 0.50404507]",0.98318255
anger,I bought an aquarium which made me much pleasure. I was watching the fish when my father came in and asked me how much I had payed for it. He said he would not pay for the current that it would require. ,joy,"[0.0035885319, 0.005428035, 0.024251562, 0.10589281, 0.5569558, 0.027802937, 0.016892219]",0.5569558
sadness,"When I was years old, I got a cat, but after days he died. I was very sad, because I had nursed him and taken him to the veterinary's - but in vain. Although I had had him only for a short time I had liked him very much. ",sadness,"[0.80302495, 0.7550243, 0.7102415, 0.82501733, 0.023964616, 0.994311, 0.8665084]",0.994311
disgust,"When my grandmother was about years old, she lived with us for several years. I saw her illness. I did not even want to breath the air that smelled of her presence. ",disgust,"[0.3530873, 0.893842, 0.751948, 0.5800891, 0.0046752943, 0.8391805, 0.85972285]",0.893842
shame,"I am left-handed. When I attended the first form, we learned to write with pens. I smeared everything I had written. All my friends had written well and wanted to know why the teacher was looking at my note-book. I was ashamed. ",shame,"[0.6730441, 0.87217665, 0.628174, 0.81228054, 0.029573413, 0.8294788, 0.9786992]",0.9786992
