labels,text,emo_name,expr_emo,feels_emo,emotion,prob_emo_name,prob_expr_emo,prob_feels_emo,prob_emotion,ensemble
joy,"I had a quarrel with my fiancT. When he admitted his fault, everything was allright. It was then for the first time that he surprised me with coffee and cake and a bunch of flowers. ",guilt,guilt,guilt,guilt,"[0.06070305, 0.021577884, 0.18453668, 0.6644984, 0.3780493, 0.042379968, 0.108504094]","[0.050152678, 0.032373864, 0.15514155, 0.81414264, 0.51641226, 0.15066767, 0.25081623]","[0.16593775, 0.017036865, 0.5812883, 0.9116552, 0.6182134, 0.09086481, 0.14416967]","[0.011532438, 0.009659163, 0.013466736, 0.38838488, 0.31404766, 0.0141731985, 0.03166485]",guilt
fear,"After my boy-friend had beaten me for the first time, I always trembled when somebody knocked on my door or when I heard steps coming nearer. ",fear,fear,fear,sadness,"[0.97552353, 0.9702994, 0.9961436, 0.9795505, 0.049266633, 0.987038, 0.9807196]","[0.8781503, 0.82739776, 0.9897222, 0.8629433, 0.012298949, 0.977804, 0.9656768]","[0.9647404, 0.9862888, 0.9981659, 0.99532086, 0.0005099409, 0.99300086, 0.9973105]","[0.7362487, 0.8159064, 0.927945, 0.75251687, 0.004749381, 0.95479953, 0.77309996]",sadness
anger,I had not eaten anything for days to be able to pay the fine for my fiancT. But he stayed in another town and spent one thousand shillings in the restaurant during the same time. ,guilt,sadness,guilt,guilt,"[0.90259093, 0.90016305, 0.7972443, 0.95673275, 0.14211446, 0.92877924, 0.7880169]","[0.8560235, 0.6058036, 0.8335663, 0.90587384, 0.08366434, 0.92023903, 0.8663275]","[0.97216856, 0.9458685, 0.9643109, 0.9846021, 0.009501066, 0.97253674, 0.97736585]","[0.48579735, 0.40124893, 0.3346805, 0.7960544, 0.017934663, 0.7820384, 0.49781737]",guilt
sadness,"I had to give up my love, because it did not work out well. ",sadness,guilt,guilt,sadness,"[0.7076399, 0.76549804, 0.29584628, 0.9611386, 0.08564763, 0.9791661, 0.89720225]","[0.9596643, 0.9283685, 0.96540505, 0.9917174, 0.008902805, 0.9887673, 0.9741319]","[0.97135675, 0.91985184, 0.95060253, 0.9858714, 0.0015674201, 0.9858526, 0.9743381]","[0.4747725, 0.5257552, 0.20332097, 0.90850633, 0.0124787595, 0.96054596, 0.8522754]",sadness
disgust,I was insulted without a reason by a drunk man. ,anger,anger,anger,disgust,"[0.98426986, 0.9816797, 0.43582135, 0.7993263, 0.023789778, 0.77862567, 0.92149717]","[0.99079263, 0.97863835, 0.7199741, 0.72795343, 0.004695423, 0.8262817, 0.9372804]","[0.9910977, 0.97497773, 0.31836984, 0.53565294, 0.00095211365, 0.60349655, 0.81114244]","[0.9124237, 0.92620856, 0.07418861, 0.21450399, 0.004776539, 0.17683794, 0.3521802]",anger
shame,"My boyfriend had drunk too much and beaten me. When I had to show the letter the door, which was almost crashed, I felt ashamed. ",shame,guilt,shame,shame,"[0.90394133, 0.9909004, 0.8896768, 0.9925237, 0.054044917, 0.9938367, 0.9971163]","[0.8832162, 0.9720053, 0.95614976, 0.99632937, 0.0061103515, 0.99020255, 0.99623114]","[0.7498073, 0.9801601, 0.9567477, 0.99806577, 0.00042677333, 0.982679, 0.9983845]","[0.10666206, 0.6836046, 0.20551051, 0.9817545, 0.003415857, 0.9492277, 0.99336267]",shame
guilt,I spied on my fiancT and was terribly jealous. Later I saw that there was no reason for that. ,anger,anger,anger,guilt,"[0.9839109, 0.8442964, 0.88701415, 0.9740726, 0.05550484, 0.8861297, 0.81528336]","[0.9806167, 0.9237626, 0.86203, 0.9450693, 0.0027119664, 0.9397021, 0.8864694]","[0.9943229, 0.930815, 0.9322887, 0.9914677, 0.0010020612, 0.9747267, 0.9804551]","[0.89815784, 0.44522625, 0.27645507, 0.913804, 0.0033806295, 0.86434746, 0.37472785]",anger
joy,My sister had a daughter. I saw the baby for the first time through a pane of glass and she looked at me. ,guilt,sadness,guilt,sadness,"[0.35019657, 0.40919563, 0.3409501, 0.82275003, 0.39882687, 0.70928, 0.59777725]","[0.60634726, 0.3891055, 0.72219336, 0.8836848, 0.64997387, 0.9245583, 0.7992462]","[0.7691286, 0.4915892, 0.874766, 0.9546048, 0.44611937, 0.9359885, 0.9490135]","[0.1323096, 0.07733968, 0.06563772, 0.44891927, 0.31794357, 0.68246084, 0.2679083]",sadness
fear,"My mother, my sister and I were sitting in the sitting room and watching a film on TV. My father came home drunk and told us to turn off. When we did not do that he switched off the fuse and started shouting. We were sitting in the dark and I was afraid that he would do us a harm. ",fear,fear,fear,fear,"[0.98419386, 0.7900046, 0.98849595, 0.881312, 0.23785892, 0.7228372, 0.8307945]","[0.96035975, 0.7579055, 0.9846624, 0.9059819, 0.12160855, 0.8295547, 0.86019784]","[0.97702104, 0.8923506, 0.9979226, 0.97173464, 0.030035367, 0.751212, 0.9617552]","[0.81017965, 0.34042117, 0.96014476, 0.67310536, 0.011881443, 0.54496264, 0.51741993]",fear
anger,I bought an aquarium which made me much pleasure. I was watching the fish when my father came in and asked me how much I had payed for it. He said he would not pay for the current that it would require. ,joy,joy,joy,joy,"[0.025804479, 0.0020111804, 0.016206969, 0.6549017, 0.9046079, 0.0026822735, 0.034934554]","[0.02265878, 0.0039898464, 0.03073091, 0.4568705, 0.96042913, 0.007812953, 0.09612086]","[0.077093, 0.0047629825, 0.15974747, 0.9522575, 0.95794374, 0.0053063603, 0.38220555]","[0.014615753, 0.0041707414, 0.011049784, 0.19676088, 0.6481802, 0.0045969323, 0.011225359]",joy
sadness,"When I was years old, I got a cat, but after days he died. I was very sad, because I had nursed him and taken him to the veterinary's - but in vain. Although I had had him only for a short time I had liked him very much. ",sadness,sadness,sadness,sadness,"[0.9349326, 0.79571414, 0.7210063, 0.96420914, 0.012450071, 0.99749976, 0.96455085]","[0.62024915, 0.6943222, 0.85084933, 0.9769, 0.00436596, 0.9936841, 0.9029096]","[0.7606311, 0.89371675, 0.8689015, 0.9956233, 0.000443003, 0.9973822, 0.9931778]","[0.17276537, 0.65991265, 0.47205386, 0.91387117, 0.0027420486, 0.9976775, 0.94685096]",sadness
disgust,"When my grandmother was about years old, she lived with us for several years. I saw her illness. I did not even want to breath the air that smelled of her presence. ",sadness,sadness,disgust,sadness,"[0.8103454, 0.9836247, 0.9280257, 0.91697437, 0.27059093, 0.98615396, 0.8486679]","[0.6896975, 0.9154429, 0.92596036, 0.9113055, 0.097146004, 0.9790702, 0.86174905]","[0.8223521, 0.9936852, 0.97309315, 0.9828028, 0.016342351, 0.98873454, 0.9693704]","[0.57992125, 0.9472012, 0.8181196, 0.8231914, 0.006650128, 0.9882116, 0.8313774]",sadness
shame,"I am left-handed. When I attended the first form, we learned to write with pens. I smeared everything I had written. All my friends had written well and wanted to know why the teacher was looking at my note-book. I was ashamed. ",shame,shame,shame,shame,"[0.9375092, 0.9790294, 0.82081383, 0.9834223, 0.24599764, 0.6649513, 0.99310994]","[0.8634828, 0.89674246, 0.8166745, 0.9838424, 0.06612851, 0.8623839, 0.9912382]","[0.9468562, 0.992454, 0.9323987, 0.99515873, 0.038642276, 0.89293754, 0.99827874]","[0.592373, 0.61383414, 0.39711952, 0.94519484, 0.02634907, 0.81186694, 0.9800149]",shame
guilt,"When I was , we spent our holidays at the seaside. My sister and her friend wanted to go to a bay on an undangerous way. I wanted to arrive before them and went on a shorter, but more dangerous way. When I arrived, I found nobody there. I waited for a long time, but nobody came. On my way back I met my mother who had been searching for me desperatly. She did not scold me, but I saw how much she had worried (herself). ",fear,fear,fear,sadness,"[0.6785663, 0.6106188, 0.85007566, 0.82360005, 0.38843006, 0.7986935, 0.6707107]","[0.6978125, 0.67809206, 0.91983616, 0.91516256, 0.369946, 0.9172178, 0.8337602]","[0.8471452, 0.75138634, 0.9741241, 0.9629563, 0.081858, 0.88271934, 0.92138726]","[0.24447234, 0.2959112, 0.5254931, 0.656708, 0.04133001, 0.7935221, 0.49066976]",sadness
joy,"When I was , I had a mystic vision. I melted into a dazzling light, which omitted perfect love. The physical experience became unimportant, I heard or saw the words ""overcome egotism"". The feeling of joy remained for month after that experience. ",joy,joy,joy,joy,"[0.0052924627, 0.0018107651, 0.00783741, 0.018221337, 0.9768346, 0.0010435783, 0.0038417117]","[0.0042155837, 0.006500524, 0.008670115, 0.02473108, 0.96568465, 0.0014425067, 0.02862545]","[0.001789494, 0.00048879837, 0.08671784, 0.017677058, 0.99445856, 0.0006917507, 0.009317822]","[0.00095352356, 0.00089983694, 0.0013502107, 0.0025784553, 0.99623626, 0.00043115675, 0.001430087]",joy
fear,"When we had swimming instruction, we had to take a header from the springboard. I usually refused to do that, but at least I was forced to. ",guilt,guilt,fear,guilt,"[0.56123346, 0.60055375, 0.5111826, 0.80637014, 0.21522857, 0.39066228, 0.46177468]","[0.41022795, 0.5014817, 0.6515454, 0.8156928, 0.25176677, 0.7540736, 0.7891024]","[0.8378206, 0.7944428, 0.9420394, 0.89695066, 0.123385794, 0.7599685, 0.88149434]","[0.22429547, 0.23829861, 0.27699503, 0.6162601, 0.031141931, 0.37262434, 0.31380978]",guilt
anger,"When I played in a chess championship, I was disturbed by other people. I asked them to be quiet, but in vain. ",guilt,disgust,disgust,disgust,"[0.86879784, 0.7407168, 0.5744539, 0.8864976, 0.20368524, 0.4958859, 0.75833434]","[0.8373834, 0.9377433, 0.7152328, 0.83600914, 0.13853729, 0.80792093, 0.78578717]","[0.9556892, 0.9857491, 0.949378, 0.94665873, 0.013643533, 0.6952103, 0.9392563]","[0.5156993, 0.8933737, 0.3169977, 0.52491647, 0.008818332, 0.7095687, 0.32898977]",disgust
sadness,When my flute-teacher was replaced by a new one. ,sadness,sadness,anger,sadness,"[0.70319635, 0.6642773, 0.42157164, 0.84439063, 0.06517274, 0.93098193, 0.7521431]","[0.9381352, 0.85290223, 0.9209146, 0.93620485, 0.30966395, 0.9723832, 0.9333319]","[0.96096396, 0.809881, 0.9297235, 0.95949835, 0.020955503, 0.9452006, 0.92163426]","[0.29210678, 0.20012383, 0.09330469, 0.4951615, 0.05945622, 0.6239761, 0.20597672]",sadness
disgust,"When I was a child, I was sometimes forced to eat things that disgusted me. ",disgust,shame,disgust,disgust,"[0.90635633, 0.9942333, 0.9191837, 0.97625494, 0.09299907, 0.9585828, 0.93040687]","[0.942882, 0.9527439, 0.9122118, 0.93385756, 0.017882824, 0.93924665, 0.96552557]","[0.9885988, 0.9950783, 0.98950315, 0.98291117, 0.00957582, 0.9774828, 0.9891832]","[0.75711197, 0.96454173, 0.27113205, 0.80586237, 0.008031547, 0.93742067, 0.81524336]",disgust
shame,"When I was years old, some friends of our family had come to watch TV. I lay on the floor and moved my pelvis. When the other people had gone, my mother told me that it had looked as if I had wanted to make sex. ",anger,shame,shame,guilt,"[0.9032815, 0.7381631, 0.6982785, 0.9016092, 0.39288664, 0.6317702, 0.8553157]","[0.8045039, 0.77110624, 0.7792554, 0.919581, 0.2503516, 0.8219117, 0.9261603]","[0.87667173, 0.93897957, 0.9025005, 0.9589225, 0.09357158, 0.7208872, 0.9747829]","[0.29573393, 0.34998554, 0.24491909, 0.64378107, 0.012040608, 0.5023425, 0.594468]",guilt
guilt,When I shirked the gymnastic lesson I met the director of our school who asked me what I was doing. ,guilt,shame,fear,sadness,"[0.86297303, 0.6827721, 0.5606613, 0.9045043, 0.1181884, 0.6033379, 0.85422796]","[0.88498247, 0.7381606, 0.76457816, 0.91998297, 0.0734101, 0.8161332, 0.9458474]","[0.9441865, 0.8250733, 0.9768314, 0.9476505, 0.013503052, 0.8381311, 0.96983653]","[0.1539461, 0.1327664, 0.07426027, 0.30669734, 0.011197813, 0.3295391, 0.32704976]",shame
joy,"When I was in a situation which seemed hopeless for me, I moved back to my parents. For my father it went without saying anything (normally he ofter grumbles at me). ",sadness,fear,fear,fear,"[0.5238265, 0.44370675, 0.90195996, 0.8652021, 0.25256225, 0.95947057, 0.60400397]","[0.22895387, 0.3390533, 0.8543271, 0.8178507, 0.026316509, 0.84671426, 0.75042343]","[0.7572968, 0.40535092, 0.96148646, 0.90440416, 0.0023783343, 0.9356603, 0.7953886]","[0.2969185, 0.067961015, 0.42564836, 0.37726006, 0.017649787, 0.2941877, 0.23878144]",fear
fear,"I lived in a flat with a couple. The woman was so jealous of me, that she sometimes had crying fits. Eventually her husband could not stand that any more and wanted to kill me. ",guilt,anger,anger,sadness,"[0.9491509, 0.8726376, 0.9411573, 0.97952205, 0.06377214, 0.9778357, 0.7276284]","[0.9730849, 0.7884807, 0.84609246, 0.83413076, 0.023703348, 0.96839696, 0.8188976]","[0.99193513, 0.9536191, 0.9806527, 0.9758847, 0.001786892, 0.98135316, 0.9678506]","[0.77666837, 0.6741849, 0.71716446, 0.8492024, 0.005364522, 0.9826948, 0.62267226]",sadness
anger,I have a very big family. At my grandmother's funeral we all met and everybody pretended mourning. In reality it was like a fashion-show everybody wanted to show himself. ,guilt,guilt,shame,guilt,"[0.20224364, 0.318336, 0.18337455, 0.64043653, 0.15008317, 0.42102498, 0.60452205]","[0.49430713, 0.4054482, 0.4416599, 0.6897909, 0.012702468, 0.11567923, 0.6178757]","[0.85599536, 0.829605, 0.889572, 0.94049746, 0.006465312, 0.49632323, 0.9644762]","[0.1299509, 0.12147623, 0.25420588, 0.40427753, 0.0066714617, 0.031896394, 0.15049674]",guilt
sadness,Often a dog which is treated very badly by his owner comes to us. ,sadness,sadness,fear,disgust,"[0.9505428, 0.95933694, 0.77502567, 0.90723217, 0.12491597, 0.98029596, 0.8406382]","[0.71011966, 0.84232396, 0.60328406, 0.759977, 0.027793244, 0.9329987, 0.9065259]","[0.41009924, 0.49551332, 0.8229683, 0.3960477, 0.0026411328, 0.52872187, 0.49209318]","[0.4379819, 0.5994582, 0.2530831, 0.43985274, 0.004511326, 0.5839099, 0.5366339]",sadness
disgust,"After a pleasant evening with friends in my flat, one of them did not want to leave, because he wanted to sleep with me. He said that he had fallen in love with me, that he felt alone and so on. ",guilt,guilt,guilt,guilt,"[0.026400223, 0.018834405, 0.095690094, 0.825093, 0.77886945, 0.04202178, 0.24502204]","[0.016844418, 0.010131512, 0.14409776, 0.81124747, 0.62133926, 0.44948247, 0.3225906]","[0.023180144, 0.004686286, 0.161645, 0.94696265, 0.5039455, 0.6722824, 0.31090972]","[0.0071802326, 0.0050938, 0.009767729, 0.4678663, 0.42692885, 0.29152787, 0.023373466]",guilt
shame,"I look up to my Karate-teacher. When I came to a training lesson after I had not trained for one week, I was totally stiff. I was ashamed. ",guilt,guilt,shame,guilt,"[0.13237262, 0.97349983, 0.93872297, 0.99217844, 0.20136671, 0.98947096, 0.9881562]","[0.052183855, 0.37939513, 0.9776924, 0.99410385, 0.29117972, 0.9875471, 0.99383354]","[0.08958721, 0.53440046, 0.98423797, 0.9972397, 0.014584305, 0.9904935, 0.9974956]","[0.017730145, 0.026527163, 0.45630822, 0.98562, 0.016447341, 0.9811881, 0.97829026]",guilt
guilt,My sisters asked me to fetch them at a discotheque which is km off. There was a thick fog and snowfall. There was not enough room in the car for all of them and they asked me to go there once again. When I did not do that they had a way to make me feel guilty. ,guilt,guilt,guilt,guilt,"[0.73244196, 0.6672774, 0.83003086, 0.9857168, 0.21124305, 0.849033, 0.8814312]","[0.82090825, 0.6373464, 0.8234264, 0.97091424, 0.10010127, 0.8972449, 0.917809]","[0.9277926, 0.9094409, 0.92444295, 0.99567187, 0.0045248284, 0.9483515, 0.9911452]","[0.2906207, 0.20293073, 0.3565571, 0.9765009, 0.011034892, 0.89218944, 0.7139232]",guilt
joy,When I heard that I had passed my final examination at school (with success). ,joy,joy,joy,joy,"[0.014747676, 0.012990515, 0.016858928, 0.09289431, 0.48442322, 0.012459307, 0.011126015]","[0.0350583, 0.016975528, 0.040465474, 0.22606315, 0.960625, 0.14043313, 0.05535365]","[0.06333086, 0.022761622, 0.44422966, 0.10285413, 0.8702679, 0.044478294, 0.020742081]","[0.025488038, 0.006672283, 0.0072734156, 0.04246524, 0.49697602, 0.017557027, 0.007550367]",joy
fear,Before my final examination. ,guilt,guilt,guilt,guilt,"[0.13471131, 0.15231216, 0.1722183, 0.52542835, 0.05345319, 0.24953793, 0.31948155]","[0.22851424, 0.14557557, 0.40905404, 0.74495643, 0.06579357, 0.6727692, 0.70261616]","[0.46247557, 0.21262683, 0.8648755, 0.89409417, 0.019803628, 0.6096825, 0.80394155]","[0.099271834, 0.074459106, 0.068095356, 0.36726552, 0.032373343, 0.27977934, 0.19591896]",guilt
anger,When my mother kept me in leading-strings. ,fear,guilt,fear,guilt,"[0.063169345, 0.4400871, 0.89822054, 0.8770721, 0.28568447, 0.64963067, 0.7086192]","[0.16538696, 0.34419698, 0.8977288, 0.93429357, 0.55152863, 0.9185859, 0.9188909]","[0.7483656, 0.6549298, 0.98302805, 0.9733393, 0.11280813, 0.8950093, 0.9632307]","[0.038147382, 0.082194805, 0.341589, 0.7311664, 0.21096897, 0.5353455, 0.36003804]",guilt
sadness,When my father died. ,sadness,sadness,sadness,sadness,"[0.8452338, 0.7632392, 0.7917678, 0.9530708, 0.04290414, 0.98423034, 0.8767517]","[0.93877655, 0.8154801, 0.94332445, 0.9805058, 0.032142382, 0.9864268, 0.9467491]","[0.9765045, 0.9351684, 0.96161366, 0.9903279, 0.0141063295, 0.9914033, 0.9844675]","[0.47115302, 0.46090296, 0.40849927, 0.84867495, 0.011936245, 0.9521354, 0.53428733]",sadness
disgust,When I worked at the life-saving sevice and saw the first exitus. ,guilt,guilt,guilt,sadness,"[0.08992095, 0.43376884, 0.27744853, 0.7668584, 0.26529956, 0.32548034, 0.5377211]","[0.24517445, 0.557538, 0.5327049, 0.90552276, 0.54738295, 0.8674899, 0.79516757]","[0.65749544, 0.6545346, 0.7612915, 0.89379436, 0.27081466, 0.8683453, 0.8338663]","[0.04833403, 0.1776153, 0.028710382, 0.40699825, 0.10410745, 0.5703716, 0.28910047]",guilt
shame,When I made a fool at an examination. ,guilt,guilt,guilt,shame,"[0.65382695, 0.7814198, 0.25386697, 0.9669393, 0.02334468, 0.47399354, 0.94574034]","[0.9622549, 0.9057017, 0.7804127, 0.98860544, 0.008595061, 0.8616462, 0.9865739]","[0.96478015, 0.92352647, 0.90139955, 0.9860742, 0.0065416074, 0.7964507, 0.97528607]","[0.48959818, 0.4904906, 0.1253205, 0.90927535, 0.007213355, 0.57910305, 0.91529286]",guilt
guilt,When I had wrongly explained someone an important exemple for an examination. ,guilt,guilt,anger,guilt,"[0.68135893, 0.7051215, 0.21836413, 0.97609055, 0.014698558, 0.52533716, 0.89551777]","[0.904976, 0.69516873, 0.47361398, 0.9765097, 0.01625721, 0.7893399, 0.9613349]","[0.5701637, 0.39800692, 0.25109532, 0.5473318, 0.0046381326, 0.367788, 0.4869459]","[0.24003959, 0.39781255, 0.035484567, 0.7656321, 0.008219646, 0.39571255, 0.6427263]",guilt
joy,Last year I went to see friends in Yugoslavia - two girls with whom I get along very well. ,guilt,guilt,fear,joy,"[0.051479083, 0.097762756, 0.3142292, 0.5107325, 0.48531225, 0.17406191, 0.17614146]","[0.2958844, 0.15901381, 0.66500074, 0.7141995, 0.5962076, 0.65564656, 0.34404647]","[0.2783924, 0.05733324, 0.86042863, 0.76754504, 0.3732417, 0.6488992, 0.39803058]","[0.0131382495, 0.0051016524, 0.02153229, 0.19029762, 0.29289487, 0.054775737, 0.009894265]",guilt
fear,"Before I went to the urologist's I was afraid for several reasons because it was for the first time, because the medical check-up might be painful, because of the uncertainty and because someone had informed me about it. ",fear,fear,fear,fear,"[0.14001739, 0.5496366, 0.9965448, 0.94226897, 0.00868468, 0.84967023, 0.7878859]","[0.6844978, 0.682934, 0.9854953, 0.8907343, 0.038585313, 0.8868055, 0.7988286]","[0.5518929, 0.746778, 0.9986713, 0.99388933, 0.0008456966, 0.954902, 0.9830935]","[0.05423641, 0.1658934, 0.98840904, 0.7871519, 0.003544977, 0.8515975, 0.47214863]",fear
anger,My girl-friend did not understand me I was angry with myself because I had problems when we seperated - I could not resign myself to it. ,anger,anger,anger,anger,"[0.99423236, 0.9579886, 0.6462731, 0.9668186, 0.004150128, 0.81783223, 0.94428086]","[0.99404246, 0.98260283, 0.66312176, 0.99190086, 0.00052225747, 0.9632615, 0.9701282]","[0.997888, 0.95849323, 0.96928036, 0.9937814, 0.00022820882, 0.8248364, 0.98744327]","[0.99262613, 0.7346193, 0.07172388, 0.89266795, 0.00050128583, 0.2337845, 0.735367]",anger
sadness,A friend who was years old died. ,sadness,sadness,sadness,sadness,"[0.74664253, 0.90366834, 0.7902686, 0.88775086, 0.02116462, 0.98368305, 0.89881396]","[0.7932799, 0.81786126, 0.85437685, 0.79389364, 0.006985927, 0.9481489, 0.8689994]","[0.8059365, 0.8576476, 0.83555174, 0.88055676, 0.004974305, 0.9694827, 0.74650776]","[0.29120225, 0.51975346, 0.32430106, 0.54747224, 0.0041094194, 0.9548733, 0.44625574]",sadness
disgust,"When I was in the army, we got a certain dish for dinner that I do not like at all. We were not obliged to eat, but I was very hungry. ",disgust,disgust,disgust,disgust,"[0.74666923, 0.93071824, 0.4065834, 0.7115309, 0.040122196, 0.8641604, 0.60586643]","[0.8872455, 0.9747532, 0.7414758, 0.9342269, 0.056091905, 0.93080497, 0.8848379]","[0.9725781, 0.9844653, 0.84969765, 0.9157095, 0.023864502, 0.94541097, 0.960153]","[0.3707069, 0.833643, 0.11169756, 0.32161972, 0.0070869634, 0.5444271, 0.2531293]",disgust
shame,I had to pay a fine because of speeding. ,guilt,guilt,guilt,guilt,"[0.57470405, 0.5520938, 0.14269604, 0.87944865, 0.15996653, 0.73124456, 0.7684134]","[0.8724911, 0.66876394, 0.40857673, 0.94971925, 0.06033329, 0.87462056, 0.8730469]","[0.93472177, 0.6492576, 0.60422176, 0.95582545, 0.0077001266, 0.89271575, 0.7766679]","[0.3294708, 0.3020831, 0.06736971, 0.8046882, 0.015873129, 0.688065, 0.35322437]",guilt
guilt,"A friend who was years old, died of leukemia I had not known that he was so ill and therefore had not cared. ",sadness,shame,fear,guilt,"[0.52304375, 0.9060305, 0.6672093, 0.95002097, 0.092455015, 0.96972275, 0.94279426]","[0.6749594, 0.70772606, 0.6492895, 0.7663313, 0.013303548, 0.2131676, 0.9045389]","[0.79985857, 0.8075806, 0.9239939, 0.8071513, 0.0045667053, 0.14840205, 0.7980875]","[0.21832213, 0.5723133, 0.3167902, 0.6447289, 0.008464639, 0.62532705, 0.6058933]",shame
joy,When we got a young dog. ,guilt,joy,guilt,joy,"[0.110134654, 0.16814579, 0.19189076, 0.526463, 0.47925985, 0.25822246, 0.30280733]","[0.07812324, 0.083656184, 0.5593271, 0.771757, 0.9445933, 0.73618716, 0.67190796]","[0.20306453, 0.14515255, 0.7642733, 0.8538185, 0.8147526, 0.59152573, 0.7145437]","[0.012231639, 0.01667366, 0.029351743, 0.28692847, 0.37797377, 0.24687192, 0.072124586]",joy
fear,I was afraid before I went to the doctor's. ,fear,fear,fear,fear,"[0.07258695, 0.58030355, 0.9976338, 0.95836246, 0.017498905, 0.78341275, 0.8587724]","[0.31452325, 0.70133716, 0.9936166, 0.9837044, 0.0073455833, 0.9827282, 0.97456914]","[0.10964841, 0.76427406, 0.9990995, 0.9961486, 0.0005917377, 0.8781203, 0.99706596]","[0.061757695, 0.3206691, 0.99496955, 0.95320207, 0.00542823, 0.96121943, 0.85797566]",fear
anger,I had an accident with damage to the car body. ,guilt,guilt,guilt,sadness,"[0.5831528, 0.7145016, 0.48051035, 0.89527065, 0.1150185, 0.8939365, 0.81232053]","[0.8203891, 0.7369952, 0.843012, 0.9550744, 0.042720795, 0.9226862, 0.9305996]","[0.88723874, 0.7743835, 0.9073955, 0.9502643, 0.0069883955, 0.9369813, 0.9037856]","[0.20462455, 0.34190896, 0.2505149, 0.77084327, 0.016799513, 0.8374561, 0.4861089]",sadness
sadness,My dog died of a cerebral tumor. ,sadness,sadness,sadness,sadness,"[0.81308836, 0.9042079, 0.84861237, 0.93185323, 0.048529293, 0.9798188, 0.8726435]","[0.9300347, 0.941349, 0.9511438, 0.97383696, 0.017233027, 0.99040586, 0.94823366]","[0.95054996, 0.96157795, 0.9537513, 0.98188895, 0.010129943, 0.9917834, 0.966965]","[0.39294484, 0.67595565, 0.5313005, 0.79408354, 0.010581765, 0.96018124, 0.5709532]",sadness
disgust,When I worked at the life-saving service I was disgusted by a patient whose outward appearance was distasteful. ,disgust,disgust,disgust,disgust,"[0.7655029, 0.99315506, 0.55803645, 0.9385582, 0.0873456, 0.89033884, 0.9551214]","[0.9655306, 0.9855885, 0.7717619, 0.96100724, 0.033303387, 0.97014475, 0.9676244]","[0.9747799, 0.99590766, 0.5864657, 0.9504073, 0.005065515, 0.9483916, 0.92568207]","[0.8718343, 0.9862364, 0.30630314, 0.7691133, 0.008127077, 0.98413, 0.96970874]",disgust
shame,"When I was a child, I had a medical check-up. I had to undress myself and was examined by several doctors. ",guilt,guilt,guilt,guilt,"[0.25132668, 0.2837414, 0.4327774, 0.73108, 0.3009468, 0.4087031, 0.55693674]","[0.6991165, 0.46018282, 0.6844804, 0.8560274, 0.27821678, 0.7956838, 0.8274661]","[0.8139884, 0.43579057, 0.908233, 0.91720253, 0.14211187, 0.7901631, 0.8874501]","[0.19465089, 0.15178011, 0.12326609, 0.4883149, 0.13699526, 0.48823395, 0.29517838]",guilt
guilt,"When a classmate wanted to sit down, I pulled his chair away, so that he was slightly injured. ",anger,anger,anger,guilt,"[0.966841, 0.70317465, 0.6059217, 0.8039274, 0.201753, 0.41213152, 0.7949381]","[0.85859156, 0.6413243, 0.7284674, 0.72153425, 0.17436571, 0.7554855, 0.7458424]","[0.8960693, 0.6663593, 0.8615567, 0.4870671, 0.03125819, 0.5102601, 0.60675037]","[0.3681898, 0.2851294, 0.14350033, 0.3891326, 0.0153923305, 0.27007532, 0.25407284]",anger
joy,"When I heard that a good friend, who had been abroad for a long time, would come and see me. ",guilt,joy,joy,joy,"[0.04497312, 0.118493825, 0.34410614, 0.6853625, 0.5665489, 0.2840886, 0.30205426]","[0.076299116, 0.048481274, 0.62734896, 0.8012918, 0.9524096, 0.76192087, 0.58463496]","[0.10394716, 0.026048053, 0.6274824, 0.7068361, 0.82667816, 0.56925917, 0.25051352]","[0.00873931, 0.0054915734, 0.011776843, 0.2407987, 0.5650398, 0.19014542, 0.02398436]",joy
fear,When I had my first oral examination after a long time especially one day before the examination when I had the feeling that I had not studied enough and had not enough time to make up for it. ,guilt,guilt,guilt,guilt,"[0.7327168, 0.5596375, 0.64129734, 0.9765569, 0.045574013, 0.9311051, 0.8490963]","[0.48041737, 0.25069392, 0.6383099, 0.9606316, 0.023236452, 0.88069206, 0.8560554]","[0.8390028, 0.62267756, 0.8251407, 0.99300224, 0.0009183528, 0.93771654, 0.9756291]","[0.16620149, 0.08014624, 0.121012874, 0.7804069, 0.002423091, 0.57501364, 0.454338]",guilt
anger,"I heard friends grumbling at me in an adjoining room, although they had behaved in a friendly way when I was present. ",anger,anger,anger,anger,"[0.9369816, 0.79030865, 0.44859043, 0.8723506, 0.08094774, 0.7324201, 0.4913646]","[0.936028, 0.6795257, 0.6977974, 0.8413758, 0.020641068, 0.6896258, 0.72630125]","[0.96456945, 0.68199754, 0.926973, 0.917609, 0.0036339143, 0.76075083, 0.8843621]","[0.9042232, 0.372117, 0.17685013, 0.37761724, 0.0048443526, 0.42833075, 0.16300616]",anger
