labels,text,emo_name,expr_emo,feels_emo,emotion,prob_emo_name,prob_expr_emo,prob_feels_emo,prob_emotion,ensemble
shame,"When I went to a sauna with my father for the first time (I was ). When I entered the sauna naked, I felt ashamed for a short time. ",guilt,shame,fear,shame,"[0.09106251, 0.82230717, 0.74035126, 0.9525626, 0.022791503, 0.7674242, 0.95030636]","[0.055046227, 0.62118727, 0.72182536, 0.9696286, 0.0009252385, 0.70460695, 0.9766148]","[0.061394222, 0.958579, 0.99535865, 0.9833134, 0.0014624769, 0.85992396, 0.99532855]","[0.0024258974, 0.75487053, 0.11944045, 0.8675937, 0.0005808461, 0.035081547, 0.98947644]",shame
guilt,"I came home from a discotheque at half past four in the morning, although I had promised my parents to come home at midnight. From a. m. I felt guilty towards my parents. ",guilt,guilt,guilt,guilt,"[0.20548885, 0.049597282, 0.6385556, 0.98338205, 0.010308967, 0.9120185, 0.90628535]","[0.16350673, 0.12847973, 0.7111619, 0.99675024, 0.02510265, 0.96719366, 0.99042296]","[0.4016758, 0.08126721, 0.94915587, 0.9973928, 0.0025388, 0.9760852, 0.976592]","[0.017297564, 0.010241953, 0.07858008, 0.99550855, 0.001477466, 0.740616, 0.84697235]",guilt
joy,A friend I had missed very much came to see me unexpectedly. ,joy,joy,joy,joy,"[0.030868044, 0.0048980275, 0.07827056, 0.15121323, 0.77790576, 0.016992461, 0.017128462]","[0.002904344, 0.0014550574, 0.011976437, 0.062314954, 0.9257928, 0.16548264, 0.009136026]","[0.06273764, 0.016189696, 0.7373247, 0.37384504, 0.96621376, 0.30104586, 0.34748274]","[0.005116323, 0.0009931397, 0.061590772, 0.10594221, 0.94393164, 0.82102495, 0.009128147]",joy
fear,On my way through lonely streets I met with a huge stray dog. It stopped at some distance and looked at me. I tried to ignore it but I was very frightened. ,fear,fear,fear,fear,"[0.11408031, 0.13518536, 0.95929503, 0.54569584, 0.0052819275, 0.6706286, 0.33362624]","[0.15544808, 0.17518762, 0.99736845, 0.46403882, 0.0008463519, 0.59752816, 0.38316843]","[0.7684127, 0.2523014, 0.99821705, 0.6998928, 0.009942923, 0.830391, 0.50164783]","[0.0022387935, 0.003696476, 0.99628145, 0.06740612, 0.0020170067, 0.0067705014, 0.011443827]",fear
anger,"A friend of mine tried to persuade me to go at her place to act as a model because she felt too tired. It was a quarter of an hour before the appointed time, I had just lied down and did not want to go because it was too late anyway. She said that I only was talking about looking for work, but if it was possible I would not accept it. I was angry about this unjust judgment. ",anger,anger,anger,anger,"[0.81741464, 0.44033954, 0.1849395, 0.4472708, 0.018644933, 0.029167967, 0.27311128]","[0.99764985, 0.91285896, 0.0876683, 0.6560575, 0.0023216137, 0.0025821934, 0.11697824]","[0.9642842, 0.13109976, 0.7941017, 0.50518423, 0.0008831919, 0.09724164, 0.15735878]","[0.9973502, 0.08577647, 0.008686577, 0.11324115, 0.0034360853, 0.0009153874, 0.027513662]",anger
sadness,"After I had lived with my boyfriend in a foreign country for half a year, I saw that it was impossible for me to stay with him (for economic reasons). We separated although I loved him. ",sadness,sadness,sadness,sadness,"[0.42627513, 0.1758568, 0.6109562, 0.5275067, 0.20549066, 0.82731575, 0.24918324]","[0.2956817, 0.014323042, 0.44495445, 0.6458597, 0.009053916, 0.9498557, 0.35750797]","[0.73978364, 0.051838998, 0.9593412, 0.71867996, 0.090173826, 0.9790163, 0.31624243]","[0.31513634, 0.0018744852, 0.4055981, 0.53195935, 0.0382069, 0.9524606, 0.37843946]",sadness
disgust,In a certain book I read about cruelties and violence in prison and souteneur circles I felt especially disgusted when I read detailed descriptions of physical and mental torture of less powerful people. ,disgust,disgust,disgust,disgust,"[0.94177276, 0.9847372, 0.763677, 0.7742072, 0.0039187004, 0.5025393, 0.89798725]","[0.96444327, 0.9906809, 0.8919064, 0.88724774, 0.00055217143, 0.057577256, 0.9718897]","[0.98650914, 0.997054, 0.95123386, 0.7726723, 0.0009358266, 0.015630145, 0.95128345]","[0.90518105, 0.9979929, 0.24743734, 0.41998717, 0.00096605404, 0.0031721396, 0.79318696]",disgust
shame,"When I talked to a psychotherapist for the first time, I started to cry first I talked to him but he did not say anything and after a while I was crying. ",sadness,sadness,sadness,sadness,"[0.43452978, 0.24478337, 0.69571424, 0.60554224, 0.02267107, 0.89586306, 0.36769015]","[0.2771744, 0.17392562, 0.73694825, 0.53275055, 0.043224655, 0.97223747, 0.5600056]","[0.4047926, 0.16115028, 0.9662089, 0.8213853, 0.005153816, 0.99096924, 0.6582401]","[0.1433075, 0.09027821, 0.5913926, 0.47539338, 0.0048685493, 0.96231484, 0.41652247]",sadness
guilt,"I went shopping with my mother and sister ( years old). Mother always told my sister what she should buy. Instead of assisting my sister in defending herself against mother's interference, I just behaved aggressively towards my sister. ",anger,anger,anger,anger,"[0.9317692, 0.60966176, 0.6600301, 0.48314613, 0.02898461, 0.5424306, 0.43651816]","[0.9813079, 0.8632852, 0.80001503, 0.80165374, 0.021385582, 0.28906748, 0.6284097]","[0.9899165, 0.59438545, 0.9551976, 0.5757748, 0.1499129, 0.7965697, 0.63890743]","[0.9770195, 0.8727589, 0.8669724, 0.6970934, 0.027343612, 0.2893605, 0.52741665]",anger
joy,"When I worked as an ""au-pair-girl"" in London, I received a call from a good friend who told me that she was in London too and wanted to see me. I was very glad - after that call and especially when I saw her. ",joy,joy,joy,joy,"[0.0040156753, 0.0050335554, 0.075881414, 0.083371885, 0.9858963, 0.0022685025, 0.004342815]","[0.0030217408, 0.000589735, 0.008159212, 0.044908565, 0.9959914, 0.00063027866, 0.00082432805]","[0.36465326, 0.0052412697, 0.46429387, 0.689505, 0.99729973, 0.005480774, 0.31731066]","[0.0008688175, 0.0004393057, 0.001507445, 0.011432838, 0.9927031, 0.00051745167, 0.0007045174]",joy
fear,It was on St. Claus Day when I was five years old. St. Claus and his Devil Servant came to see me. St. Claus' Devil Servant rattled with his chain and bowled terribly. I was so frightened that my parents had to ask him to leave. ,fear,fear,fear,fear,"[0.27446872, 0.2179651, 0.95906126, 0.34705487, 0.0026482944, 0.5191516, 0.14531517]","[0.39579064, 0.80932784, 0.9970036, 0.6726142, 0.0016532894, 0.37063205, 0.45428756]","[0.8934691, 0.8629808, 0.99829763, 0.7890488, 0.016122967, 0.89896864, 0.64937097]","[0.05781733, 0.024620743, 0.99433434, 0.52537954, 0.0012890844, 0.007915447, 0.09849318]",fear
anger,A friend called me and told me that she wanted to come and see me. She lived in a village at km distance fom my home town. Next morning I expected her but she didn't arrive. As I got impatient I called her but her parents told me that she had gone skiing. I was very angry because I had cancelled an appointment to be able to see her. ,anger,anger,anger,anger,"[0.9661252, 0.62586963, 0.49713773, 0.46813807, 0.0018568, 0.1458658, 0.38566226]","[0.9949816, 0.94431067, 0.18429928, 0.43934038, 0.0018998511, 0.012925412, 0.18001045]","[0.99449736, 0.6045584, 0.90080965, 0.3035659, 0.002395768, 0.121286996, 0.2388018]","[0.9964657, 0.33729678, 0.016666729, 0.7326491, 0.0008558452, 0.0015300732, 0.022012088]",anger
sadness,When I was eight years old my father was run over by a car. When I saw his body I was sad beyond words. ,sadness,sadness,sadness,sadness,"[0.017325252, 0.016484942, 0.21641059, 0.5224435, 0.0015546349, 0.93588245, 0.2970221]","[0.0013302395, 0.006361373, 0.1066646, 0.6231131, 0.00056626956, 0.99265176, 0.17941238]","[0.02257879, 0.015870737, 0.9398397, 0.9107686, 0.0009750253, 0.99825174, 0.21854512]","[0.001635297, 0.007951216, 0.01600588, 0.20943604, 0.00066054845, 0.99873155, 0.02137165]",sadness
disgust,A friend prepared a soup with chicken heads and invited me to eat it. I saw the eyes staring at me and the tongues hanging out of the bills. I was so disgusted that I felt nausea and had to leave the room. ,disgust,disgust,disgust,disgust,"[0.15040869, 0.98147833, 0.8060011, 0.25198734, 0.0006189859, 0.3393195, 0.48353055]","[0.60975826, 0.99741864, 0.97993684, 0.4122396, 0.00065444026, 0.37774345, 0.943318]","[0.57762676, 0.99769896, 0.976295, 0.21278793, 0.0006499072, 0.32174143, 0.5386353]","[0.09727946, 0.99751306, 0.47184178, 0.1045986, 0.00031853814, 0.0062683583, 0.6256883]",disgust
shame,"When I had to go to the gynecologist and to sit on that special chair, I felt ashamed. ",shame,shame,shame,shame,"[0.03441329, 0.8613556, 0.56362844, 0.9525179, 0.0012416827, 0.8313124, 0.9686772]","[0.06805456, 0.9908597, 0.833388, 0.994354, 0.00082831515, 0.95577794, 0.9946201]","[0.094516344, 0.9906749, 0.9956442, 0.99555796, 0.00077702466, 0.97835916, 0.9977253]","[0.0031230976, 0.90922856, 0.03740022, 0.9373028, 0.00059877837, 0.36764744, 0.9962042]",shame
guilt,"After a terrible quarrel with my family, I withdrew in my room. I felt guilty because I had caused this scene by my aggressive behavior. ",guilt,guilt,guilt,guilt,"[0.9496905, 0.26048943, 0.519687, 0.992388, 0.004094917, 0.9252556, 0.94611955]","[0.9617582, 0.4961793, 0.59225035, 0.99780136, 0.0008633199, 0.9772469, 0.99572635]","[0.9834099, 0.79052824, 0.98454094, 0.99843055, 0.0009296131, 0.9747591, 0.9920421]","[0.7568885, 0.13937347, 0.10600606, 0.9984315, 0.0011363368, 0.4858254, 0.9674919]",guilt
joy,I had the unexpected possibility to see a friend I like very much. ,joy,joy,joy,joy,"[0.064604394, 0.049997848, 0.068241805, 0.12706584, 0.88030875, 0.012050907, 0.017328484]","[0.001974932, 0.0004086553, 0.005888924, 0.023783315, 0.9390409, 0.0016282822, 0.0040124687]","[0.03010621, 0.0010332298, 0.3863558, 0.22059672, 0.9790446, 0.21518357, 0.085880496]","[0.0043856003, 0.0006785454, 0.008726011, 0.04441327, 0.94052684, 0.03344277, 0.0068210503]",joy
fear,I was afraid of a certain examination although I was relatively well prepared. ,fear,fear,fear,fear,"[0.12026454, 0.03756126, 0.9832287, 0.5540115, 0.0027763085, 0.56993484, 0.3052713]","[0.038540192, 0.028614596, 0.99856037, 0.5858772, 0.0010534222, 0.187033, 0.35543466]","[0.34987155, 0.103053816, 0.99942833, 0.6267, 0.0016159359, 0.5650291, 0.47000542]","[0.002447458, 0.0026058843, 0.9981201, 0.024278613, 0.00068121724, 0.008061213, 0.010528371]",fear
anger,"At the hairdresser's, I got two stains of dyestuff on my new trousers. These stains are not removable, so I cannot put on the trousers again. ",sadness,sadness,sadness,sadness,"[0.6302896, 0.449623, 0.39317018, 0.55622905, 0.0011150579, 0.80521244, 0.40737727]","[0.81504077, 0.87715566, 0.82421595, 0.8285747, 0.0007130723, 0.9640288, 0.9149393]","[0.92852277, 0.9025341, 0.93895847, 0.88379294, 0.002268726, 0.9601384, 0.8711099]","[0.83494514, 0.8836861, 0.64010173, 0.8433635, 0.0016393432, 0.9470645, 0.875082]",sadness
sadness,"In , my grandfather, to whom I had a very close relationship, died. ",sadness,sadness,sadness,sadness,"[0.50020325, 0.24439812, 0.53966135, 0.60363436, 0.0153428, 0.93622774, 0.23943731]","[0.4875405, 0.05475156, 0.7952951, 0.7302297, 0.0018491889, 0.9804524, 0.4706773]","[0.7710245, 0.097946234, 0.9791389, 0.75778073, 0.015122375, 0.99228853, 0.3158367]","[0.5210628, 0.017547889, 0.61722, 0.7288682, 0.009107649, 0.9833183, 0.5791479]",sadness
disgust,A drunken man forced me to kiss him. ,fear,fear,anger,fear,"[0.21138999, 0.11747324, 0.63583475, 0.25108317, 0.0009877369, 0.2010682, 0.2617381]","[0.92343307, 0.7975317, 0.97433406, 0.9448847, 0.0008121762, 0.7675426, 0.8884069]","[0.9742147, 0.92552215, 0.72883946, 0.6576427, 0.02217217, 0.697164, 0.413779]","[0.86833614, 0.46381778, 0.94230115, 0.8703451, 0.0033996853, 0.52124554, 0.7588543]",fear
shame,A friend started to insult another person without reason and I felt ashamed of her behavior. ,guilt,shame,shame,shame,"[0.8332152, 0.88232744, 0.51901525, 0.9783715, 0.0050856746, 0.82923937, 0.9724505]","[0.8990887, 0.9820749, 0.3074882, 0.9969687, 0.0012539553, 0.9555414, 0.9973188]","[0.9265871, 0.92789996, 0.8744651, 0.9963696, 0.0010990001, 0.70210785, 0.99762565]","[0.5712141, 0.90889144, 0.069570564, 0.9780733, 0.0010492075, 0.2610904, 0.9968264]",shame
guilt,"I had to call somebody between and . As I had no possibility to call him at this time, I did not do it until p. m. ",sadness,guilt,fear,guilt,"[0.03211673, 0.01942279, 0.052830618, 0.057929937, 0.00945802, 0.07036036, 0.019412573]","[0.058800377, 0.016602227, 0.07652594, 0.21845524, 0.006638266, 0.062297355, 0.09393594]","[0.07241407, 0.014327546, 0.38335997, 0.18280743, 0.024751108, 0.08110674, 0.038423445]","[0.081013784, 0.037184026, 0.13872541, 0.3279826, 0.026347827, 0.19383188, 0.21040893]",guilt
joy,"After a one year's stay abroad, I returned home. I was even more glad to see how much my family was pleased to see me. ",joy,joy,joy,joy,"[0.023961902, 0.025609715, 0.1697924, 0.14736493, 0.96422046, 0.01418571, 0.0073054438]","[0.002228254, 0.00088798674, 0.0024775395, 0.009861252, 0.994518, 0.0010622967, 0.0012357421]","[0.020372836, 0.0034019868, 0.82240516, 0.04393985, 0.9969272, 0.0026344839, 0.0065103425]","[0.0015515618, 0.0006927001, 0.0021651334, 0.0031389825, 0.99135745, 0.0007692721, 0.0010467547]",joy
fear,"I went home all alone from a restaurant. It was dark, I went very fast. Behind me, there were some drunk men who shouted at me. By chance, I met some friends who accompanied me. ",fear,fear,fear,fear,"[0.0013608814, 0.00020734189, 0.005294406, 0.00041061282, 0.00042151543, 0.00032642024, 0.000490507]","[0.16627385, 0.007735213, 0.78005904, 0.038546745, 0.0005219469, 0.0073465877, 0.052582074]","[0.60733753, 0.01931082, 0.953295, 0.37726316, 0.001284349, 0.015272942, 0.6625753]","[0.19713296, 0.016294563, 0.42305487, 0.09720692, 0.0009873201, 0.008016073, 0.15503797]",fear
anger,"A friend who shares the room with me, opened the window in the morning and left the room the whole day. When I came home in the evening, the room was so cold that I couldn't stay there. ",sadness,disgust,fear,sadness,"[0.33042675, 0.2712041, 0.43172818, 0.3194803, 0.0024318818, 0.49694088, 0.31206515]","[0.66737187, 0.7531759, 0.7062358, 0.7502885, 0.008238278, 0.7475158, 0.68048143]","[0.41174382, 0.08942707, 0.640035, 0.14718217, 0.055438705, 0.43130744, 0.1562125]","[0.62987876, 0.7118673, 0.59453416, 0.73490083, 0.0142886285, 0.8612634, 0.60176796]",sadness
sadness,"When my aunt, whom I had loved very much, died. When I heard about her death, I was not as touched as at the funeral. I really became conscious of her death at that moment. ",sadness,sadness,sadness,sadness,"[0.016820941, 0.006558151, 0.12843446, 0.16695473, 0.05086528, 0.8585952, 0.08009183]","[0.018652078, 0.0015492552, 0.071671925, 0.17450394, 0.007318184, 0.96831715, 0.07232996]","[0.17301331, 0.0062221, 0.6204527, 0.31722495, 0.017919274, 0.9874993, 0.16515332]","[0.0011038886, 0.0005618368, 0.021663658, 0.0900361, 0.0020885307, 0.9798718, 0.010298289]",sadness
disgust,A friend told me how he managed to win the sympathy of as many people as possible. He said he first listened to what they said and then he tried to only say things they would like to hear. He would never express his own opinion. I felt really disgusted when he told that. ,disgust,disgust,disgust,disgust,"[0.7469605, 0.95031714, 0.46533158, 0.61813265, 0.0033429272, 0.4063982, 0.6340365]","[0.9600296, 0.9958252, 0.4252407, 0.91813666, 0.0005539902, 0.29235917, 0.98728555]","[0.98115337, 0.9957814, 0.79250085, 0.5437304, 0.00061889295, 0.6863525, 0.47118717]","[0.9306957, 0.9947194, 0.3817625, 0.66103905, 0.00086510845, 0.06813789, 0.91955256]",disgust
shame,"In a restaurant, I made the acquaintance of a boy who always told the same things in a very loud voice. I laughed and said to him that he always repeated the same things. Some time later I heard that he had undergone a complicated brain operation. ",fear,fear,fear,guilt,"[0.177051, 0.08241088, 0.45721406, 0.35421762, 0.08943367, 0.36729804, 0.16237281]","[0.07559595, 0.18869485, 0.4497578, 0.4152018, 0.23868917, 0.34320423, 0.103176415]","[0.4131393, 0.123112544, 0.95892686, 0.33987257, 0.32913142, 0.27179542, 0.23267518]","[0.0587452, 0.11999706, 0.32364786, 0.36694986, 0.30048373, 0.004542458, 0.20965035]",fear
guilt,After closing the front door I realized that I had left the key inside the house. I felt even more guilty since it was not my own house but the house of people I hardly knew. ,guilt,guilt,guilt,guilt,"[0.2628495, 0.40187567, 0.6991566, 0.9845872, 0.0014403407, 0.9035286, 0.9464691]","[0.09024345, 0.51525533, 0.7075334, 0.99848515, 0.001367497, 0.9807531, 0.99629277]","[0.3422545, 0.63907504, 0.9733647, 0.99789727, 0.00041709686, 0.96833324, 0.99082386]","[0.017283661, 0.26397318, 0.15782456, 0.9980596, 0.00075490196, 0.7063572, 0.98616505]",guilt
joy,"On our way to France, my girlfriend and I went to Verona. By chance we met an Italian couple - they gave us two tickets for the dress-rehearsal of ""Aida"". It was a different world for us full of fascination. After the representation we ate a phantastic pizza in a restaurant near the ""Arena"". ",joy,joy,joy,joy,"[0.07072703, 0.022167416, 0.16295122, 0.27201167, 0.8329873, 0.0056927023, 0.01573485]","[0.0056858556, 0.00047265162, 0.008371446, 0.082121804, 0.9337536, 0.0015812073, 0.002916091]","[0.11595187, 0.0019498827, 0.65871525, 0.09676015, 0.9591529, 0.049358048, 0.026053885]","[0.28563213, 0.00067167304, 0.037804443, 0.09485304, 0.62797916, 0.013360012, 0.15933906]",joy
fear,"On a mountain tour, my girlfriend and I passed by an inn. Near the house there was a big dog which began to follow us. As my girlfriend is afraid of dogs, I had to draw his attention to me. He jumped towards my shoulders and wanted to play with me but I really did not like that. ",fear,fear,fear,disgust,"[0.28762752, 0.42685837, 0.7125865, 0.36538565, 0.0062916162, 0.3408505, 0.12591048]","[0.61109346, 0.85312766, 0.8792644, 0.6721538, 0.0042705336, 0.31528777, 0.28626323]","[0.8751723, 0.9163304, 0.9973174, 0.7949756, 0.020088285, 0.7316156, 0.5159783]","[0.7766979, 0.86052144, 0.810188, 0.77070403, 0.017183173, 0.72775567, 0.5532532]",fear
anger,I arrived in Vienna in the middle of the night. I asked for some silly information - as I realized myself afterwards - and the inquiry clerk reacted in a very arrogant manner. ,guilt,guilt,anger,guilt,"[0.7372358, 0.4770378, 0.51271564, 0.8751938, 0.020911602, 0.6214034, 0.44669282]","[0.8602941, 0.8221847, 0.3626848, 0.92514807, 0.005777633, 0.41769713, 0.85358775]","[0.95121026, 0.6908743, 0.8022062, 0.9234165, 0.013261191, 0.8105454, 0.08372967]","[0.87430114, 0.754049, 0.41060677, 0.8788718, 0.021378757, 0.4761952, 0.86064255]",guilt
sadness,I had to leave my girlfriend for weeks because of my studies. This happens frequently. The last hours before my departure are always very depressing. ,sadness,sadness,sadness,sadness,"[0.347682, 0.65321386, 0.78598595, 0.84185165, 0.015152153, 0.96930707, 0.61240417]","[0.020979388, 0.24176475, 0.49407098, 0.90292555, 0.0007687492, 0.9948572, 0.8427085]","[0.47595167, 0.25363857, 0.9562796, 0.97969544, 0.0012677558, 0.99855524, 0.6890502]","[0.0095518455, 0.14963247, 0.20471603, 0.6685268, 0.0005280327, 0.9988127, 0.4748019]",sadness
disgust,"When I stayed in the house of friends, I washed my face and wanted to dry it with a towel. This towel seemed to have been used over a long time already. It smelled indefinably awful. ",disgust,disgust,disgust,disgust,"[0.5078537, 0.7425993, 0.5690059, 0.43887392, 0.017533805, 0.61404866, 0.430208]","[0.7184675, 0.98714966, 0.5752322, 0.64012426, 0.004778621, 0.8590086, 0.81490743]","[0.87189025, 0.98473376, 0.86223894, 0.64734805, 0.009557305, 0.89047146, 0.66859657]","[0.6415724, 0.9702654, 0.45383334, 0.57285833, 0.004531778, 0.7824549, 0.69421536]",disgust
shame,"A friend of mine has not very much money. Therefore, once I stayed with him and his girlfriend, I bought some meat, but nobody wanted to go and prepare it for dinner. My friend said ""I thought you wanted to invite us for dinner"". ""Of course"", I said, but I thought by myself that it must have been enough that I had bought it. ",guilt,guilt,fear,sadness,"[0.33755854, 0.110238574, 0.45407417, 0.5096726, 0.18121842, 0.46926993, 0.25160992]","[0.3530371, 0.12639606, 0.34128717, 0.85067314, 0.067859106, 0.637054, 0.45279312]","[0.603767, 0.07682266, 0.87140787, 0.52532834, 0.057671722, 0.6281371, 0.22302291]","[0.44978574, 0.10454042, 0.29108453, 0.6424067, 0.19186252, 0.6573046, 0.43844616]",guilt
guilt,"It happened when I still went to school I got closer to a girl but I considered it only as an ""affair"". Only much later I realized how painful this must have been for the girl. ",sadness,guilt,fear,sadness,"[0.34105352, 0.25651026, 0.5522026, 0.77298844, 0.008480319, 0.84791416, 0.32278028]","[0.30182707, 0.20684269, 0.47519034, 0.953684, 0.006349821, 0.94782215, 0.83963996]","[0.6267955, 0.2368684, 0.960812, 0.88642305, 0.0022788339, 0.949071, 0.7385341]","[0.2934199, 0.08295576, 0.34364048, 0.8244371, 0.040742233, 0.9539473, 0.59494984]",sadness
joy,When I was informed that a short story I had written had been accepted for publication. ,joy,joy,joy,joy,"[0.06059997, 0.01926819, 0.2603739, 0.09834169, 0.8311356, 0.008263416, 0.005743683]","[0.031120034, 0.0084639555, 0.07282993, 0.0342765, 0.9186889, 0.0080083115, 0.010536375]","[0.05072218, 0.011743537, 0.895554, 0.10712623, 0.9835743, 0.020657891, 0.020956898]","[0.021311905, 0.009875645, 0.10121404, 0.03053449, 0.91240084, 0.06938172, 0.019154405]",joy
fear,Some friends and I were crossing a street when one of my friends was seized by a car and thrown aside. I had seen the car coming in our direction but I did not have enough time to react and prevent the accident. ,sadness,sadness,guilt,sadness,"[0.6476444, 0.59685946, 0.7500222, 0.83422285, 0.035573173, 0.9047758, 0.59198344]","[0.8539635, 0.7385647, 0.9418474, 0.9634, 0.000848115, 0.98179686, 0.898429]","[0.9087439, 0.716537, 0.8826044, 0.94550467, 0.004347678, 0.937206, 0.7097043]","[0.86133724, 0.7923379, 0.89919394, 0.9449106, 0.0024313314, 0.9731609, 0.8557217]",sadness
anger,"I wanted to clear up a misunderstanding with a friend that I had caused. A third person meddled in our conversation, turned my efforts to ridicule so that I did not succeed in what I had intended. ",sadness,shame,sadness,guilt,"[0.6663485, 0.7496814, 0.7114745, 0.82185364, 0.030097803, 0.87203413, 0.73379666]","[0.82587457, 0.5049662, 0.43009084, 0.9403043, 0.0031837833, 0.91943854, 0.95377624]","[0.8823949, 0.5411713, 0.88075227, 0.43473879, 0.0030730888, 0.88833934, 0.7024524]","[0.8581655, 0.8287867, 0.7002553, 0.8850893, 0.010163823, 0.87852645, 0.8820025]",sadness
sadness,Death of my grandmother. ,sadness,sadness,sadness,sadness,"[0.31505996, 0.1530658, 0.39020517, 0.426962, 0.0014172413, 0.92417896, 0.16254564]","[0.36309466, 0.3121108, 0.73084843, 0.5927007, 0.00044099157, 0.98272645, 0.23080762]","[0.77379835, 0.3567522, 0.9806182, 0.80532753, 0.002350539, 0.99239665, 0.44811746]","[0.7126688, 0.5530358, 0.78692484, 0.8144961, 0.0016885351, 0.97081494, 0.6989425]",sadness
disgust,"In school I had difficulties mith mathematics. When I had to work for an examination, I really felt disgusted. ",disgust,disgust,disgust,disgust,"[0.51953286, 0.90454936, 0.6480546, 0.46198332, 0.003637495, 0.6599308, 0.8511373]","[0.8871912, 0.98327315, 0.86855507, 0.82180375, 0.0012696692, 0.87191933, 0.9794826]","[0.95562935, 0.9946089, 0.98404515, 0.91602683, 0.0015343074, 0.71329445, 0.9841908]","[0.6561458, 0.98622596, 0.1835587, 0.5079915, 0.00091440056, 0.023763426, 0.87583596]",disgust
shame,"I played in a stage play. Suddenly, in front of people, I could not remember the words I had to say. ",sadness,fear,fear,sadness,"[0.28113955, 0.26181158, 0.55584526, 0.40396821, 0.006297707, 0.68602264, 0.41193622]","[0.44436958, 0.3198893, 0.8718799, 0.5806986, 0.022379054, 0.68423426, 0.8682098]","[0.82135874, 0.59534305, 0.9774095, 0.7205074, 0.09350436, 0.84465814, 0.8984056]","[0.36675328, 0.3635068, 0.6777905, 0.52088624, 0.021257913, 0.73970217, 0.70594907]",fear
guilt,One night I did not come home without telling my parents and I did not want to speak about it afterwards. My mother cried. I had a bad conscience and felt guilty. ,guilt,guilt,guilt,guilt,"[0.15637782, 0.48491493, 0.74437547, 0.97031444, 0.010390687, 0.95178884, 0.9475017]","[0.12648125, 0.4159962, 0.85827893, 0.993504, 0.0053075464, 0.98808986, 0.9878544]","[0.673588, 0.7044568, 0.9791612, 0.9977984, 0.023739023, 0.99422497, 0.9862375]","[0.028482096, 0.5110327, 0.58045876, 0.9958476, 0.07494624, 0.9893684, 0.953309]",guilt
joy,After weeks I saw my girlfriend again. ,joy,joy,joy,joy,"[0.114266954, 0.026936566, 0.117467396, 0.16955827, 0.7637551, 0.05857998, 0.025150323]","[0.04948392, 0.008399512, 0.030137103, 0.19850433, 0.8751254, 0.03747861, 0.022461837]","[0.2883285, 0.030083625, 0.93308896, 0.73127455, 0.96528536, 0.22104134, 0.13466425]","[0.10845639, 0.012088985, 0.08681329, 0.39017954, 0.8961609, 0.23946644, 0.0837298]",joy
fear,"One evening, in the tramway, I was afraid of two drunk men molesting my girlfriend and me. ",fear,fear,fear,fear,"[0.3480023, 0.24768731, 0.9496038, 0.52531224, 0.0021382114, 0.5355988, 0.22511433]","[0.32794237, 0.5779563, 0.9978532, 0.8043075, 0.0004757552, 0.48428094, 0.7827374]","[0.8615646, 0.92606765, 0.9991536, 0.8971819, 0.001028601, 0.869847, 0.8511876]","[0.00364509, 0.011205075, 0.99666876, 0.16251266, 0.00066164794, 0.0052454234, 0.014098938]",fear
anger,"I went singing with a group of young people on January th (The three Magi), a local custom called ""star singing"". One of the girls, my girlfriend, broke the star. Being the accompanying person, I felt very angry thinking of the consequences. ",anger,anger,anger,anger,"[0.9372954, 0.73713124, 0.62659365, 0.82144153, 0.002505926, 0.06065487, 0.42764443]","[0.9937378, 0.9580795, 0.731948, 0.9437304, 0.00043377353, 0.005432655, 0.2216518]","[0.99631315, 0.93576026, 0.790523, 0.7729459, 0.0013427044, 0.012610359, 0.48239228]","[0.9964898, 0.81537616, 0.062064946, 0.85210794, 0.00051725324, 0.00076070434, 0.005769134]",anger
sadness,"When the grandmother of my friend died in a hospital. My friend was crying and I was sad, too. ",sadness,sadness,sadness,sadness,"[0.024518536, 0.020853812, 0.43381667, 0.5993997, 0.0021672454, 0.98031336, 0.3311327]","[0.00409495, 0.0045693032, 0.45995897, 0.3274742, 0.00091908633, 0.9968811, 0.22153549]","[0.26008123, 0.059191223, 0.8209001, 0.52658737, 0.012172188, 0.99795544, 0.64722]","[0.0008178627, 0.0014920442, 0.03463284, 0.0996961, 0.00089364615, 0.9988845, 0.014620265]",sadness
disgust,I saw a physically handicapped young man whose spittle ran out of his mouth while speaking. ,sadness,disgust,fear,disgust,"[0.73084843, 0.608042, 0.35165015, 0.24331442, 0.009535587, 0.74628437, 0.29770586]","[0.62439245, 0.9347405, 0.5059625, 0.3351217, 0.0052096965, 0.75898933, 0.47516295]","[0.95265085, 0.92608035, 0.9799947, 0.6126521, 0.08591063, 0.91226196, 0.6466601]","[0.82173705, 0.9241726, 0.6294036, 0.37260568, 0.013502017, 0.8536525, 0.7108916]",disgust
shame,"It was in a group situation suddenly it was my turn to say something, but I felt that I was not able to express myself very well - I felt ashamed and blushed. ",shame,shame,shame,shame,"[0.05948933, 0.75102013, 0.92186505, 0.9467566, 0.0019254053, 0.85113555, 0.9803453]","[0.099952824, 0.6206811, 0.93262506, 0.9892954, 0.00086151855, 0.7979035, 0.9922741]","[0.121495634, 0.94825107, 0.9929559, 0.9882345, 0.00069442095, 0.8866651, 0.998042]","[0.004428468, 0.29458186, 0.33976707, 0.88700026, 0.0007819974, 0.068103746, 0.99468577]",shame
