labels,text,emo_name,expr_emo,feels_emo,emotion,prob_emo_name,prob_expr_emo,prob_feels_emo,prob_emotion,ensemble
fear,"While he was drunk, my life partner tried to hit me. I felt scared and fled to the bathroom. ",fear,fear,fear,fear,"[0.6362706, 0.79833144, 0.97566366, 0.77671045, 0.059721086, 0.8047664, 0.85376257]","[0.9606239, 0.96252096, 0.99335927, 0.94120306, 0.0029098613, 0.9321854, 0.96456736]","[0.9647281, 0.89946187, 0.9898079, 0.8840103, 0.0017453464, 0.84778655, 0.7669773]","[0.7799598, 0.7894342, 0.9740107, 0.7425376, 0.0012951418, 0.745396, 0.71616566]",fear
anger,"A ""higher status"" colleague of mine despised my attitude and organization of work. ",disgust,disgust,disgust,disgust,"[0.8387747, 0.9880164, 0.8883831, 0.5791491, 0.0027806605, 0.755186, 0.9039193]","[0.97281915, 0.9898949, 0.930692, 0.83051085, 0.00041348772, 0.91942674, 0.97442406]","[0.9643589, 0.9944166, 0.91736174, 0.5699053, 0.000106611194, 0.674328, 0.8916651]","[0.90238744, 0.93592626, 0.7656954, 0.6443193, 0.0014220665, 0.8672484, 0.8724209]",disgust
sadness,"I could not meet my love, after having waited for a month, due to illness. ",sadness,sadness,sadness,sadness,"[0.78508306, 0.7899869, 0.6000219, 0.8103118, 0.0053401496, 0.9710953, 0.933313]","[0.77329683, 0.6616405, 0.74637383, 0.9108816, 0.00059142476, 0.98706347, 0.906749]","[0.80232763, 0.5615398, 0.8466977, 0.8087911, 0.0006479078, 0.9711519, 0.6778402]","[0.58370304, 0.61896306, 0.61344683, 0.6832653, 0.016049955, 0.9842614, 0.6754876]",sadness
disgust,"Once again, my life partner came back home drunk at midnight. ",shame,shame,anger,sadness,"[0.7446811, 0.8621458, 0.6509377, 0.77445793, 0.007812074, 0.8581696, 0.90659654]","[0.968903, 0.9668505, 0.8813699, 0.9442069, 0.0005366617, 0.9732732, 0.9762858]","[0.9645159, 0.89092577, 0.55383164, 0.9154597, 0.00039148817, 0.9449559, 0.8551047]","[0.82271194, 0.83416307, 0.6874317, 0.75138044, 0.0071026064, 0.9430691, 0.80353016]",sadness
shame,"My love and me rented a room in a hotel one evening. We stayed there a few hours and when leaving the hotel, I felt ashamed. ",shame,disgust,shame,shame,"[0.40812284, 0.9798741, 0.78530025, 0.9537293, 0.0010369561, 0.92364097, 0.9895252]","[0.9418442, 0.9922158, 0.9649685, 0.9810524, 0.0016778287, 0.9834071, 0.9906748]","[0.9454902, 0.9909244, 0.9799416, 0.9902444, 0.0006487228, 0.9900551, 0.99522746]","[0.69873595, 0.9214241, 0.83162946, 0.89587307, 0.00056360196, 0.97989136, 0.98719853]",shame
guilt,"[ I had, by being silent, disapproved my love and made him unhappy. He had not been able to keep his promise. I thus was thinking about my own conduct towards another person. ] ",shame,guilt,sadness,sadness,"[0.81178975, 0.9233965, 0.70650893, 0.9121807, 0.02547113, 0.9383518, 0.94851536]","[0.96281946, 0.9773931, 0.9112114, 0.987818, 0.0028285445, 0.9796959, 0.98621434]","[0.9586758, 0.8889222, 0.9133424, 0.9527508, 0.0018864099, 0.98418945, 0.9227148]","[0.9015523, 0.926274, 0.8514406, 0.88821226, 0.004708862, 0.9809753, 0.88534075]",sadness
joy,I had just moved to the town where I study and I got a postcard from a good friend (from my home town). ,joy,joy,fear,fear,"[0.43776193, 0.2234082, 0.44763651, 0.3876619, 0.5373719, 0.5035958, 0.10371029]","[0.13847929, 0.21045433, 0.2170662, 0.25695074, 0.630445, 0.36571208, 0.16319302]","[0.2595544, 0.08044535, 0.8782523, 0.34498876, 0.44465685, 0.5638228, 0.11999559]","[0.41360465, 0.42705157, 0.679119, 0.604474, 0.54919213, 0.64238936, 0.34150362]",fear
fear,"My boyfriend hinted over the phone about wanting to ""be free"". He thus did not say it point blank, silence followed. ",sadness,sadness,fear,sadness,"[0.7294693, 0.77339584, 0.63178986, 0.44207805, 0.34941182, 0.78416854, 0.7334775]","[0.31553748, 0.33252892, 0.46097654, 0.20761745, 0.00085433695, 0.8674852, 0.39166057]","[0.46940827, 0.48516142, 0.9709647, 0.48983812, 0.0042076125, 0.73326653, 0.335617]","[0.36969393, 0.45650384, 0.39628556, 0.32900494, 0.020487724, 0.6759166, 0.38452888]",sadness
anger,They had returned much less of my taxes than I had expected. ,disgust,sadness,anger,sadness,"[0.5821441, 0.7875476, 0.63023293, 0.60636836, 0.23083238, 0.71858543, 0.7290134]","[0.93919605, 0.894524, 0.7962616, 0.84585935, 0.30738387, 0.9519192, 0.91838014]","[0.9188208, 0.7326263, 0.8557147, 0.7081363, 0.14687681, 0.8383615, 0.5189889]","[0.7137273, 0.6961203, 0.5779665, 0.5983955, 0.3869232, 0.79193044, 0.6300775]",sadness
sadness,After my boyfriend and I had separated. ,sadness,sadness,fear,sadness,"[0.5850105, 0.6920744, 0.5947945, 0.7045594, 0.22018035, 0.88635355, 0.6839222]","[0.7449626, 0.820116, 0.78538704, 0.7664643, 0.14824449, 0.96726793, 0.87603]","[0.6507121, 0.55497193, 0.9177492, 0.5864822, 0.20184891, 0.81633073, 0.42675743]","[0.6367098, 0.62253547, 0.739959, 0.68659014, 0.20462254, 0.92861325, 0.62070173]",sadness
disgust,"In the morning, the cat of my landlady had vomited on the floor, near the staircase I take to go to the bathroom. ",disgust,disgust,fear,disgust,"[0.7575737, 0.90852433, 0.7634147, 0.784818, 0.08470287, 0.7939893, 0.8855106]","[0.9366623, 0.98195755, 0.9578527, 0.9131897, 0.011953364, 0.9485358, 0.9729402]","[0.8475394, 0.8717111, 0.87770975, 0.79339844, 0.0017371122, 0.8074016, 0.6564634]","[0.682401, 0.8238469, 0.70049006, 0.6174316, 0.037442338, 0.7394113, 0.70409155]",disgust
shame,"My boyfriend's mother, whom I had not met earlier, made an unexpected visit. I was lying lazily on the bed, reading a newspaper and my boyfriend was studying. ",sadness,sadness,fear,fear,"[0.14774954, 0.32633123, 0.2787902, 0.116535194, 0.010025167, 0.55879796, 0.22554967]","[0.49823865, 0.47503015, 0.55693406, 0.48778582, 0.07916669, 0.70837283, 0.3659619]","[0.39874494, 0.26164052, 0.73518974, 0.32224098, 0.030066764, 0.5744465, 0.18017216]","[0.56645584, 0.55119455, 0.6365048, 0.5583571, 0.1153542, 0.5359981, 0.36728933]",sadness
guilt,The cat of my landlady escaped through the window which I had left open. ,shame,shame,fear,fear,"[0.763144, 0.7651762, 0.68358785, 0.7386413, 0.09131433, 0.791272, 0.8586348]","[0.90641576, 0.9460518, 0.95200336, 0.9505149, 0.03898915, 0.9609589, 0.96280026]","[0.85225, 0.7018491, 0.90306056, 0.8634745, 0.012508609, 0.83527744, 0.57865024]","[0.69194543, 0.7189471, 0.82091194, 0.67145383, 0.14275007, 0.8208679, 0.67553335]",sadness
joy,"I got a letter from my best friend, whom I had not heard from for a long time (a good letter). ",joy,joy,joy,joy,"[0.22069094, 0.007245573, 0.19000489, 0.20346983, 0.8562516, 0.07936939, 0.0008128615]","[0.020218106, 0.007077383, 0.07756801, 0.135302, 0.911638, 0.08397578, 0.017746313]","[0.09091724, 0.020320332, 0.76530576, 0.17783365, 0.83079314, 0.45461753, 0.030173285]","[0.21224223, 0.11812207, 0.32441714, 0.51101184, 0.71149606, 0.2389557, 0.1421886]",joy
fear,Someone knocked on the door when I was alone at home (though there was a door bell). I looked through the peep hole but it had been covered. I called my sister but she could not help me as she was hundreds of kilometres away. ,fear,fear,fear,sadness,"[0.6838466, 0.7541339, 0.8792842, 0.4389859, 0.055695806, 0.8317637, 0.7070993]","[0.84079313, 0.83133096, 0.9762784, 0.85768473, 0.0119670965, 0.9189726, 0.8529376]","[0.7026136, 0.615311, 0.9521169, 0.45146176, 0.028949343, 0.8074544, 0.5441522]","[0.7293002, 0.7079361, 0.8574212, 0.614022, 0.1943746, 0.87558943, 0.6140146]",fear
anger,"My parents put pressure on me to buy clothes, when I would not have liked to do so. ",shame,guilt,anger,anger,"[0.57468265, 0.6935539, 0.61300874, 0.7890674, 0.03375178, 0.73283243, 0.88105434]","[0.9429342, 0.9055573, 0.8548224, 0.9606832, 0.0048785624, 0.893058, 0.94983786]","[0.9144776, 0.7278128, 0.868455, 0.8670568, 0.0039965543, 0.79800206, 0.6832654]","[0.7858993, 0.7237319, 0.56506073, 0.72788525, 0.005422189, 0.60905695, 0.7121483]",guilt
sadness,"When my grandfather died, I saw my grandmother crying against my aunt's shoulder (I had never seen my grandmother cry before). ",sadness,sadness,sadness,sadness,"[0.57557166, 0.43681142, 0.70186436, 0.64586294, 0.42752352, 0.9639341, 0.73252106]","[0.20833756, 0.67867297, 0.85754955, 0.8273679, 0.007369665, 0.9824827, 0.6810567]","[0.45675707, 0.37900236, 0.9689762, 0.6637373, 0.0027075047, 0.9791373, 0.27351412]","[0.014522553, 0.20652425, 0.54275185, 0.51808846, 0.011292376, 0.98228884, 0.39566782]",sadness
disgust,"At school, I detested the spinach gruel which had lumps of flour in it. ",disgust,disgust,disgust,disgust,"[0.34272727, 0.9757732, 0.67065585, 0.5418475, 0.0028036253, 0.63398105, 0.7934048]","[0.9419469, 0.99312687, 0.9197438, 0.8907519, 0.008855956, 0.898802, 0.9516774]","[0.6556923, 0.9714736, 0.95161444, 0.53000945, 0.01220027, 0.6471503, 0.4423693]","[0.48965034, 0.96656257, 0.7519349, 0.51246953, 0.0037003765, 0.6049063, 0.70646447]",disgust
shame,I told some acquaintances of mine something that I regretted later. ,shame,shame,guilt,sadness,"[0.86140925, 0.85444736, 0.73296446, 0.94545704, 0.029802678, 0.92857003, 0.956624]","[0.9166503, 0.93029606, 0.7647845, 0.9733584, 0.00064172235, 0.96376383, 0.9792753]","[0.943187, 0.7947619, 0.85805416, 0.9882455, 0.00046645306, 0.9557799, 0.94761926]","[0.8321619, 0.8133924, 0.77218467, 0.8114586, 0.0011672971, 0.94156194, 0.85496503]",sadness
guilt,[ I speak harshly to my parents though they only mean my own good. ] ,shame,anger,anger,anger,"[0.5245225, 0.76790226, 0.7075495, 0.7156231, 0.014604563, 0.62541515, 0.7831797]","[0.98203045, 0.91346484, 0.90447575, 0.9510593, 0.00058875664, 0.8889864, 0.9565667]","[0.989237, 0.81220007, 0.9631522, 0.92620397, 0.0007832354, 0.8848499, 0.8356711]","[0.8086696, 0.58351684, 0.6067925, 0.5541639, 0.0035499001, 0.37347722, 0.59992355]",anger
joy,When I got a letter from home. ,joy,joy,fear,sadness,"[0.32492813, 0.42940846, 0.38357934, 0.40462738, 0.5939013, 0.5634706, 0.21951742]","[0.37997526, 0.5563513, 0.50244015, 0.46561605, 0.8291157, 0.5785156, 0.50571126]","[0.31496266, 0.28796166, 0.8731175, 0.40774512, 0.5885855, 0.5745422, 0.14543428]","[0.33767474, 0.39357653, 0.43666613, 0.3838415, 0.5945729, 0.6429488, 0.31243545]",joy
fear,"While cycling in the country a dog started running beside me, growling and barking, and trying to bite my foot. ",anger,fear,fear,fear,"[0.8982593, 0.7535143, 0.89472246, 0.47270808, 0.01020362, 0.698515, 0.8338572]","[0.9624017, 0.9639295, 0.9768893, 0.86670923, 0.00067955145, 0.88621515, 0.96023566]","[0.9597632, 0.8101464, 0.9785822, 0.7273625, 0.00083221623, 0.6828668, 0.62698936]","[0.6578748, 0.6431251, 0.7880202, 0.43167296, 0.00020075902, 0.08457941, 0.5180043]",fear
anger,"Disagreements with mother. When I moved from KankaanpSS, she had promised to help me move but broke her promise because of some hindrance. ",anger,sadness,anger,sadness,"[0.8942641, 0.8748827, 0.6285825, 0.7047527, 0.0069712126, 0.83974785, 0.7543611]","[0.96140206, 0.9278978, 0.84474224, 0.9183512, 0.0017602259, 0.96358657, 0.9207972]","[0.93319166, 0.7397971, 0.8339854, 0.85746384, 0.0074573816, 0.8971769, 0.67160034]","[0.76292, 0.667288, 0.5982331, 0.6235056, 0.0030877362, 0.8929725, 0.5600618]",sadness
sadness,"When I had to move away from home to study, and I knew that I would not be coming back home for a long time. ",sadness,sadness,fear,sadness,"[0.70094126, 0.7787288, 0.86444074, 0.7610548, 0.062223252, 0.9033741, 0.8404094]","[0.93204314, 0.89989156, 0.97039515, 0.8897633, 0.022768114, 0.9754015, 0.92214245]","[0.6663011, 0.5937233, 0.91030794, 0.6242341, 0.017194396, 0.8913872, 0.5229712]","[0.74955094, 0.6791681, 0.86689436, 0.67157304, 0.07633678, 0.9542959, 0.58294207]",sadness
disgust,When I noticed two spiders running on the floor in different directions. ,fear,disgust,fear,fear,"[0.62492555, 0.78678006, 0.827792, 0.58381355, 0.031519867, 0.65307456, 0.7299509]","[0.8613985, 0.9827428, 0.98217195, 0.7984525, 0.01688443, 0.91704875, 0.961654]","[0.7309506, 0.86591876, 0.9872471, 0.6937428, 0.008649975, 0.64514333, 0.4920135]","[0.5086091, 0.8098343, 0.8675989, 0.5103428, 0.05105978, 0.3862951, 0.6797674]",fear
shame,"When I realized that I had been wrong about a person close to me, because of pre-set ideas and prejudices. ",shame,shame,guilt,sadness,"[0.52948207, 0.57794404, 0.374329, 0.80574065, 0.020442493, 0.7316446, 0.8273157]","[0.7900554, 0.73954797, 0.6624866, 0.9375706, 0.0031874506, 0.952184, 0.9659166]","[0.35790825, 0.3258498, 0.4445742, 0.5256126, 0.001864587, 0.48957255, 0.33291158]","[0.6886566, 0.59385043, 0.6851367, 0.73992735, 0.027670823, 0.85093755, 0.78140837]",sadness
guilt,When I reproached my friend because I was myself low-spirited and disappointed. ,disgust,sadness,sadness,sadness,"[0.769944, 0.99340445, 0.5517247, 0.73556215, 0.0008285575, 0.98805565, 0.86473024]","[0.92506474, 0.9852277, 0.9172221, 0.9504557, 0.0001876333, 0.994034, 0.9718782]","[0.86824137, 0.9763842, 0.8835691, 0.83992934, 0.00041074105, 0.9910097, 0.7710575]","[0.6350844, 0.9484279, 0.6929078, 0.6455862, 0.00028500528, 0.9927435, 0.8876886]",sadness
joy,I found myself a place after looking for one for a long time. ,joy,joy,fear,joy,"[0.41424167, 0.20953643, 0.17596166, 0.28720754, 0.68567735, 0.25076318, 0.11170539]","[0.4467549, 0.34156558, 0.39499775, 0.5049669, 0.82398504, 0.5112889, 0.41602242]","[0.19003737, 0.050731223, 0.5187859, 0.18887092, 0.5111629, 0.14826493, 0.011087324]","[0.48161918, 0.48927492, 0.41939336, 0.46525088, 0.6473969, 0.34877825, 0.36577675]",joy
fear,[ In an aeroplane. ] ,fear,fear,fear,fear,"[0.3093819, 0.5899997, 0.64360666, 0.4622735, 0.51056886, 0.47119614, 0.5334302]","[0.6796228, 0.6310289, 0.88324976, 0.45614755, 0.592543, 0.62157905, 0.68714994]","[0.36817273, 0.43041518, 0.9145763, 0.34470624, 0.1453416, 0.28962955, 0.21754283]","[0.5735551, 0.6765279, 0.67810506, 0.4656067, 0.46745887, 0.35881197, 0.5769353]",fear
anger,I was angry at my boyfriend who had promised to come to see me but did not because he spent the evening with his pals. ,anger,anger,anger,anger,"[0.99014693, 0.5850145, 0.65312254, 0.52099335, 0.0070442166, 0.8446462, 0.8008881]","[0.9960842, 0.97826266, 0.494436, 0.8207098, 0.00011455185, 0.17964649, 0.89582783]","[0.996763, 0.89616835, 0.8948635, 0.92608863, 0.00023976457, 0.95104694, 0.86914027]","[0.98834735, 0.58198774, 0.029033765, 0.17301632, 0.00020256256, 0.003583296, 0.04070444]",anger
sadness,"The breaking up of a relationship. We decided that the relationship could not carry on, so it was no surprise to me. And anyhow, I had known it would happen sooner or later. ",sadness,sadness,sadness,sadness,"[0.77669954, 0.86395425, 0.61190546, 0.5933339, 0.20808165, 0.94778734, 0.8049413]","[0.9382884, 0.9636249, 0.8756681, 0.8970172, 0.031575136, 0.98724675, 0.9362859]","[0.7053949, 0.70577455, 0.82944214, 0.56176895, 0.18463992, 0.9486176, 0.47009546]","[0.8659146, 0.7605949, 0.8622097, 0.6793576, 0.0528613, 0.97925687, 0.566784]",sadness
disgust,The disgust I feel towards a certain person. ,disgust,disgust,disgust,disgust,"[0.9232394, 0.99735665, 0.59779775, 0.9177874, 0.00039044512, 0.9534767, 0.9890237]","[0.9938706, 0.99806637, 0.012345156, 0.13492209, 0.00034873653, 0.7020087, 0.9952336]","[0.86254126, 0.98847115, 0.4228398, 0.02567914, 0.00016470508, 0.027040014, 0.96512157]","[0.8749033, 0.9984413, 0.014374558, 0.05894274, 0.0005584299, 0.0015106709, 0.76716816]",disgust
shame,After an event in which I felt that I had acted unfairly. ,shame,shame,anger,sadness,"[0.916956, 0.77282405, 0.6495872, 0.9033835, 0.0031292173, 0.74676013, 0.9317284]","[0.9769841, 0.95580333, 0.8172888, 0.97910154, 0.00040923947, 0.9755148, 0.98443377]","[0.9892463, 0.8584891, 0.73810685, 0.98577, 0.00030502334, 0.9728242, 0.9577011]","[0.9228106, 0.75782555, 0.73674226, 0.89819896, 0.0005004403, 0.96025753, 0.9076643]",anger
guilt,"At my job, I got disproportionately angry with a child. My reaction was not as it should have been. ",anger,anger,anger,anger,"[0.98378515, 0.53822374, 0.43967718, 0.5723474, 0.013236355, 0.15483059, 0.85501283]","[0.97196466, 0.94214326, 0.776041, 0.9195822, 0.0008204049, 0.020753194, 0.97016823]","[0.97595096, 0.72690505, 0.57980114, 0.8673686, 0.0020704947, 0.43779728, 0.76211244]","[0.95692515, 0.17251733, 0.025933227, 0.123982266, 0.00044778065, 0.00017138057, 0.13479121]",anger
joy,I went to see the entrance examination results at university. I rejoyced at my success. ,joy,joy,joy,joy,"[0.0060048536, 0.00023955846, 0.0004913627, 0.0009647282, 0.9454239, 0.00048482392, 0.00042294856]","[0.0006790746, 0.00040656244, 0.0011043998, 0.0013880737, 0.98815143, 0.00052946305, 0.0004404981]","[0.0014799414, 0.0002973245, 0.20557435, 0.0013337319, 0.98154116, 0.001075388, 0.00041209845]","[0.0007322581, 0.00042656736, 0.0006357291, 0.0012687964, 0.98433334, 0.000425408, 0.0007416235]",joy
fear,"I borrowed a car which was supposed to be used for a long journey a few hours later, and one of the tyres burst in the middle of the town and I did not know what to do. ",sadness,shame,anger,sadness,"[0.7843328, 0.8458019, 0.8781665, 0.8615834, 0.047077324, 0.88275707, 0.87960905]","[0.96845925, 0.94687855, 0.97476494, 0.96882933, 0.025444819, 0.9662988, 0.9788255]","[0.94065624, 0.83551323, 0.92240244, 0.9401945, 0.003655669, 0.9263972, 0.86976033]","[0.7970166, 0.7977707, 0.87194735, 0.7245335, 0.014541345, 0.9041262, 0.76481557]",sadness
anger,"An utterance, which I had intended to be a joke, was taken as an offence. In my opinion, this was stupid, and I got angry. ",anger,anger,anger,anger,"[0.9967899, 0.61954087, 0.37930125, 0.37075278, 0.044143144, 0.34064993, 0.68911976]","[0.9947633, 0.7262288, 0.045844194, 0.4232644, 0.0014956061, 0.047650736, 0.7257862]","[0.998099, 0.8212058, 0.73731655, 0.7351809, 0.0009164116, 0.6698516, 0.64148456]","[0.99153125, 0.48676118, 0.19664077, 0.30256805, 0.00065080595, 0.024219371, 0.2918113]",anger
sadness,My best friend had a relatively severe illness. I was sad because she was suffering. ,sadness,sadness,sadness,sadness,"[0.6202685, 0.42813438, 0.67684525, 0.7339306, 0.0044046505, 0.9887871, 0.7467561]","[0.17218126, 0.8320551, 0.9533285, 0.9497174, 0.000450981, 0.9987562, 0.92878926]","[0.45556727, 0.49890232, 0.8689879, 0.8289348, 0.0008855306, 0.9943553, 0.46718207]","[0.010570295, 0.24498987, 0.78690004, 0.7801992, 0.0003706985, 0.999215, 0.608316]",sadness
disgust,"A man tried to have sexual intercourse with me, though I had communicated my unwillingness. Later on, I felt disgust at that person as well as myself because I had partly submitted. ",disgust,anger,disgust,disgust,"[0.88243735, 0.993572, 0.76646215, 0.8723163, 0.0050381473, 0.8497825, 0.9846993]","[0.98674357, 0.9864913, 0.9202235, 0.97240674, 0.0009107396, 0.96107095, 0.9853415]","[0.95946705, 0.99230605, 0.85128534, 0.83318156, 0.00016583563, 0.870806, 0.9874472]","[0.7956532, 0.9947653, 0.5831461, 0.71335727, 0.00016509865, 0.7084014, 0.9222863]",disgust
shame,"I told my friend about how I had calculated my salary by cheating a little. When my friend remarked about it, I understood that it was wrong to do so, and I felt ashamed. ",shame,shame,shame,shame,"[0.2752342, 0.93832904, 0.5644003, 0.925265, 0.010863902, 0.8474792, 0.9824331]","[0.8159425, 0.9802665, 0.82560587, 0.9860723, 0.0016784597, 0.9742226, 0.9952962]","[0.8786757, 0.98828053, 0.9454748, 0.9972886, 0.0005754764, 0.98941773, 0.9982589]","[0.57753474, 0.88634896, 0.7859283, 0.9334525, 0.0003391231, 0.9650815, 0.98700714]",shame
guilt,"I am going steady with a boy, but I had sexual intercourse with another one, and I felt guilty about it afterwards. ",guilt,guilt,guilt,guilt,"[0.36804053, 0.6486454, 0.6965318, 0.9931851, 0.004392188, 0.83098054, 0.9233176]","[0.6896512, 0.9445154, 0.92301464, 0.99348193, 0.00031638594, 0.9670515, 0.9889215]","[0.53597814, 0.7700799, 0.90923554, 0.99709594, 0.0005679224, 0.9687232, 0.98650557]","[0.119863555, 0.26481903, 0.39951193, 0.97462666, 0.00047782267, 0.6260622, 0.8719144]",guilt
joy,A good report card (a scholarship) in primary school. ,joy,joy,joy,joy,"[0.005767209, 0.00020182133, 0.005547128, 0.004011364, 0.6992445, 0.00042100303, 0.00039564384]","[0.0009325645, 0.00064454845, 0.0019979277, 0.0017737166, 0.7655802, 0.0038515013, 0.0010930779]","[0.0049490873, 0.0005444281, 0.3333237, 0.018246053, 0.5151963, 0.03894159, 0.0008323562]","[0.0094240755, 0.0022977085, 0.027887952, 0.09301363, 0.563228, 0.0058592744, 0.010922302]",joy
fear,I was walking home with a friend at night along a quiet street. Something started rustling in the bush it was an exhibitionist. ,fear,fear,fear,fear,"[0.58337295, 0.48436573, 0.76560277, 0.18943502, 0.03062429, 0.26765263, 0.47433853]","[0.7940694, 0.88709265, 0.9665477, 0.8515611, 0.050046667, 0.7991898, 0.9019846]","[0.6865528, 0.45037618, 0.96561563, 0.48787165, 0.03916925, 0.5117172, 0.2656599]","[0.47531125, 0.45435724, 0.6771758, 0.19691998, 0.07584833, 0.10844613, 0.28680834]",fear
anger,I got angry at a friend of mine whom I caught reading my notebook (almanach). ,anger,anger,anger,anger,"[0.99873585, 0.8059314, 0.53014994, 0.6264189, 0.004735344, 0.09562515, 0.8364316]","[0.99542725, 0.9694641, 0.63718486, 0.7912491, 0.00018649905, 0.017087657, 0.9244471]","[0.99622536, 0.83853894, 0.76136535, 0.4209735, 0.0001726076, 0.15957902, 0.71532166]","[0.99643135, 0.84483683, 0.25334063, 0.62124944, 0.00030654544, 0.0016095341, 0.38116586]",anger
sadness,When my grandmother died of cancer. ,sadness,sadness,sadness,sadness,"[0.5447988, 0.6126188, 0.627848, 0.7322259, 0.05970043, 0.94588995, 0.6185336]","[0.5564236, 0.69827735, 0.88403016, 0.738858, 0.0051247473, 0.989356, 0.67738605]","[0.6373414, 0.56567895, 0.902266, 0.6978104, 0.010013386, 0.9695948, 0.36995202]","[0.5005213, 0.57002276, 0.68496627, 0.5411526, 0.020243665, 0.98492324, 0.47455782]",sadness
disgust,"In a lift a drunken, fat and untidy man tried to make advances at me. ",fear,disgust,anger,disgust,"[0.7443189, 0.7751722, 0.8343844, 0.5439734, 0.011804924, 0.5164222, 0.82994545]","[0.94555485, 0.9738874, 0.93512875, 0.82756734, 0.0011988728, 0.74720216, 0.96482277]","[0.9413832, 0.8860642, 0.86093765, 0.57501376, 0.0013865306, 0.47032645, 0.5608208]","[0.7347544, 0.77807796, 0.7210799, 0.53007567, 0.0027540345, 0.19708173, 0.7318206]",disgust
shame,[ Sometimes I have by accident said to another person something in which it is easy to read a negative attitude. ] ,shame,disgust,fear,disgust,"[0.7656905, 0.7530331, 0.7119093, 0.7542353, 0.0019870677, 0.79993826, 0.8624138]","[0.95467705, 0.96203, 0.95138067, 0.8976311, 0.00028807367, 0.958562, 0.9064351]","[0.5124375, 0.47221515, 0.8254442, 0.4342248, 8.260847e-05, 0.33359113, 0.3972045]","[0.64988077, 0.6934274, 0.5531861, 0.48569068, 0.00022675692, 0.411081, 0.57040244]",fear
guilt,"For the sheer pleasure of it, I quarelled with my boyfriend who was trying to be especially kind to me. ",joy,joy,joy,joy,"[0.026986994, 0.00064983906, 0.0012353455, 0.006367917, 0.9150697, 0.0005274387, 0.005536997]","[0.3097687, 0.0015024178, 0.05735571, 0.022609496, 0.97357404, 0.0012041327, 0.047147565]","[0.51724803, 0.018307013, 0.847256, 0.25254956, 0.96141607, 0.092495434, 0.03378615]","[0.30815095, 0.00072278123, 0.22099052, 0.03391538, 0.91387254, 0.0002431925, 0.011358045]",joy
joy,When I made the acquaintance of a certain person. ,joy,shame,fear,fear,"[0.31903538, 0.48385537, 0.4684151, 0.46529675, 0.5993389, 0.38961163, 0.51983505]","[0.39571652, 0.6166393, 0.6269294, 0.69563776, 0.6516694, 0.654151, 0.8082062]","[0.12509732, 0.1953388, 0.7162474, 0.20866127, 0.2339989, 0.22418573, 0.13996932]","[0.47285804, 0.5380751, 0.61693496, 0.49983144, 0.4055611, 0.45494103, 0.54986626]",fear
fear,"When abroad, while driving a car along a dark, winding road. ",fear,fear,fear,fear,"[0.52150196, 0.5213222, 0.75513136, 0.60563475, 0.26422206, 0.6139334, 0.6518529]","[0.8050015, 0.7510172, 0.9492017, 0.7320148, 0.14243071, 0.84651685, 0.83271277]","[0.40302786, 0.4382438, 0.9619854, 0.43092072, 0.01616648, 0.4463949, 0.2894878]","[0.543546, 0.54557633, 0.7119992, 0.5157292, 0.18226041, 0.47409385, 0.4411993]",fear
anger,When my sister took my things without having asked for my permission first. ,shame,shame,anger,sadness,"[0.8361359, 0.9002772, 0.8233397, 0.88899976, 0.0047795027, 0.8135126, 0.9046024]","[0.97919834, 0.9707644, 0.9164158, 0.95535696, 0.0013816218, 0.97805005, 0.98360413]","[0.99048036, 0.88881534, 0.9393017, 0.95525867, 0.0020862285, 0.98535234, 0.9402967]","[0.914174, 0.86556435, 0.830578, 0.81272954, 0.0215092, 0.97786486, 0.83353835]",sadness
sadness,When my grandfather died. ,sadness,sadness,sadness,sadness,"[0.405455, 0.67094976, 0.5932788, 0.6547051, 0.15979008, 0.9263403, 0.5911355]","[0.67805666, 0.7543848, 0.7878652, 0.72661597, 0.06392406, 0.9887805, 0.7646742]","[0.63179696, 0.4930325, 0.93598914, 0.62361073, 0.055285893, 0.9683272, 0.36350527]","[0.58399844, 0.5526652, 0.70655745, 0.54690385, 0.08970655, 0.9764098, 0.49239084]",sadness
disgust,"When I was working, I got treated in a way which I felt was not democratic. ",anger,disgust,anger,anger,"[0.9210035, 0.8940424, 0.54578453, 0.6806016, 0.01548233, 0.76565623, 0.9096667]","[0.9840799, 0.98633945, 0.8049875, 0.90366167, 0.0014034878, 0.94352067, 0.9660334]","[0.9837673, 0.92193145, 0.8401304, 0.8246862, 0.0005950009, 0.89937305, 0.7499558]","[0.8609521, 0.8436526, 0.61388254, 0.5629099, 0.0015808097, 0.78926903, 0.7600646]",anger
shame,"While working as a domestic helper, one day I had not cleaned up very well and they made a remark about it. ",shame,shame,fear,shame,"[0.6579608, 0.7921418, 0.57945347, 0.73611224, 0.12631667, 0.5647091, 0.8590508]","[0.7612881, 0.888236, 0.67717886, 0.89282465, 0.0027113894, 0.8414499, 0.9476131]","[0.62026125, 0.40180302, 0.7332581, 0.62413067, 0.005315391, 0.31753257, 0.47833678]","[0.8282401, 0.82533044, 0.72262377, 0.7496376, 0.043724783, 0.72958964, 0.8703562]",shame
