labels,text,expr_emo,prob_expr_emo,prob_max
shame,When friends found out that I had been lying about where I had been on a particular occasion. ,shame,"[0.86967325, 0.88702726, 0.8479936, 0.9531325, 0.00675119, 0.88986933, 0.964418]",0.964418
guilt,When my middle child became very difficult to handle after the birth of his baby brother and I did not have any patience with him. ,anger,"[0.9839071, 0.9557828, 0.83607084, 0.9003211, 0.00095489813, 0.93211263, 0.91225344]",0.9839071
joy,When my husband and I decided to take a few days holiday after a particularly trying period. ,sadness,"[0.6337735, 0.63835466, 0.7441681, 0.6516701, 0.012329793, 0.8989735, 0.67842114]",0.8989735
fear,Before a hospital visit prior to a DC under anasthesia for an expected miscarriage. ,sadness,"[0.3023011, 0.59372157, 0.9246075, 0.6353861, 0.0014310667, 0.93411523, 0.71373755]",0.93411523
anger,Exchange of points of view with my sister on a family matter. ,sadness,"[0.022970665, 0.024746481, 0.040570926, 0.05401324, 0.013704229, 0.33308712, 0.06663129]",0.33308712
sadness,Treatment to become pregnant with a negative result. ,sadness,"[0.6729037, 0.8805121, 0.8393486, 0.7352224, 0.0039345156, 0.98066676, 0.9089056]",0.98066676
disgust,"When I woke up one morning and went to the kitchen I discovered that our dog had diarrhoea. There were small ""piles"" all over the floor and the smell was choking. ",disgust,"[0.9070078, 0.98016465, 0.96248066, 0.94829094, 0.0073216315, 0.9538742, 0.9650593]",0.98016465
shame,"When I was young, about or , I did not make it to the toilet on time. I hid the dirty trousers in the cellar as I feared it being discovered by my parents. ",fear,"[0.8775341, 0.95061684, 0.9843104, 0.95280004, 0.049708594, 0.89461225, 0.9721253]",0.9843104
guilt,At work a boy was injured because of my lack of supervision. ,guilt,"[0.9458285, 0.9241699, 0.9131598, 0.9784515, 0.0013929125, 0.9520559, 0.9763247]",0.9784515
joy,When I gave birth to a child and saw that it was normal when it was put against my breast. ,joy,"[0.69403505, 0.5954063, 0.29734325, 0.7213491, 0.93135923, 0.8397083, 0.7503304]",0.93135923
fear,During labour when the foetal sounds became faint and there was a big alert for a forceps delivery. ,fear,"[0.45480374, 0.602845, 0.9461663, 0.47728324, 0.0032684046, 0.88985264, 0.6732981]",0.9461663
anger,"At a cash desk where I had gone to buy rolls of kitchen paper at a reduced price. After queuing with screaming children it turned out that I had taken two roll packets instead of the one roll packet to which the rebate applied. The assistant said ""You will have to get it another time. "" ",shame,"[0.94979376, 0.93517995, 0.9397732, 0.97105676, 0.42422867, 0.94363284, 0.9754926]",0.9754926
sadness,When I first heard that Tage Dannielsson had died. ,sadness,"[0.7480834, 0.80867827, 0.9082672, 0.80920565, 0.010719809, 0.98686546, 0.927898]",0.98686546
disgust,The lift of Stockholm central station stank of vomit and urine. ,disgust,"[0.9219381, 0.9942827, 0.9058722, 0.8847524, 0.00035862363, 0.8764335, 0.9849401]",0.9942827
shame,On the train a drunk person touched my baby and I reacted very disapprovingly. I felt ashamed later as the person had not been aggressive though he could have been. ,disgust,"[0.98516905, 0.9955515, 0.9404387, 0.97638124, 0.0007813843, 0.9689817, 0.9913953]",0.9955515
guilt,I get irritated with my son when he screams or is sick all over his clean clothes. ,anger,"[0.98961824, 0.98889726, 0.15556237, 0.6548162, 0.00024843347, 0.09503433, 0.81368554]",0.98961824
joy,The high school entrance exam. ,fear,"[0.30897784, 0.29395738, 0.32779124, 0.13454367, 0.05039756, 0.19708149, 0.23828974]",0.32779124
fear,"A gang of screaming and drunk youths ""captured"" a tram. ",anger,"[0.9790341, 0.9651942, 0.9568634, 0.80364037, 0.0043486375, 0.7928239, 0.9589677]",0.9790341
anger,An unjust refree decision at a sports event when I was the team leader. ,disgust,"[0.978395, 0.98228747, 0.658325, 0.94733566, 0.00020112704, 0.9784233, 0.97632897]",0.98228747
sadness,When my girlfriend left me. ,sadness,"[0.93566406, 0.8914313, 0.8991145, 0.91300094, 0.0018919304, 0.98586965, 0.94593114]",0.98586965
disgust,I was dominated by a certain person and even though I knew it I could not change my own reactions. ,shame,"[0.9266629, 0.9201772, 0.9214258, 0.8810669, 0.00040224433, 0.89601606, 0.95835173]",0.95835173
shame,When I was given detention at secondary school. ,shame,"[0.80921596, 0.8269691, 0.8347617, 0.8737577, 0.002108327, 0.85817313, 0.94536614]",0.94536614
guilt,When I splashed a child by not slowing down while driving through a puddle of water. ,shame,"[0.9591166, 0.94231653, 0.7512616, 0.9667017, 0.0040077437, 0.93254554, 0.97856903]",0.97856903
joy,"Yesterday, when the final whistle blew at the final match between OIS and IFK and it was certain that OIS had won the Swedish title. ",joy,"[0.61802995, 0.30031073, 0.42936215, 0.2885976, 0.9435376, 0.8495535, 0.14252573]",0.9435376
fear,I was teaching someone to drive and when we were about to crash I was scared. ,fear,"[0.6285833, 0.73389775, 0.99703, 0.9746933, 0.00046380638, 0.95198864, 0.97392195]",0.99703
anger,A drummer who had borrowed my drums destroyed both the drumskin and the sticks. He did not repair them nor did he tell me about it. ,shame,"[0.94120055, 0.93920815, 0.88762194, 0.8401203, 0.069340736, 0.95973444, 0.96730417]",0.96730417
sadness,When my dad gives priority to my kid brother's band and his other activities. We both play in different bands and rehearse in my parents garage. ,anger,"[0.9336589, 0.5959677, 0.53885615, 0.652834, 0.8355155, 0.8813206, 0.6964378]",0.9336589
disgust,A friend unjustly put the blame on me to relieve his conscience and also spread lies for the same purpose. ,shame,"[0.9593062, 0.9600421, 0.85619324, 0.79411024, 0.0001510526, 0.89318466, 0.9630057]",0.9630057
shame,"My behaviour at a recent party. I passed out early, luckily. ",shame,"[0.90614015, 0.9416706, 0.71140087, 0.924358, 0.0016039639, 0.9201324, 0.9812516]",0.9812516
guilt,When I was face to face with my deceived friend after sleeping with his wife. ,shame,"[0.9372966, 0.935688, 0.8780071, 0.91646904, 0.0016979607, 0.89967024, 0.9431519]",0.9431519
joy,"When I dived among sharks and the brightly coloured fish on the outer reef of Tvavni, Fidgi. ",joy,"[0.04128504, 0.0012257121, 0.36256725, 0.063605845, 0.89576, 0.013455433, 0.015480637]",0.89576
fear,"When I missed crashing, by a hair's breadth, into a man who came out metres ahead of me when I was driving at km/h. ",shame,"[0.95469975, 0.92738485, 0.9456134, 0.9367276, 0.023567755, 0.95099264, 0.9749752]",0.9749752
anger,When I told off a computer teacher who did not want to teach me beacause of prejudice. ,anger,"[0.9850037, 0.954707, 0.8862045, 0.8858586, 0.0063893376, 0.8897947, 0.9441051]",0.9850037
sadness,When I could not do anything because of a bad back. ,sadness,"[0.742034, 0.6958521, 0.86897945, 0.8841635, 0.003495042, 0.94183344, 0.9040666]",0.94183344
disgust,When I discovered that the house we had hired in Tonga was full of cockroaches. ,disgust,"[0.9844158, 0.9935915, 0.98406464, 0.96867764, 0.0015359854, 0.98244506, 0.98672116]",0.9935915
shame,When I excreted on the mat instead of the potty. ,shame,"[0.83883595, 0.9259457, 0.73689127, 0.8741665, 0.10830866, 0.89695334, 0.9700844]",0.9700844
guilt,When I pulled a chair from under someone at kindergarten and he hit his head. ,anger,"[0.9646267, 0.92466253, 0.92536515, 0.924532, 0.055765606, 0.9579424, 0.944822]",0.9646267
joy,When I passed the driving test three weeks ago and got my licence. ,joy,"[0.40369055, 0.40618542, 0.46177918, 0.4251031, 0.8809713, 0.31576592, 0.29494998]",0.8809713
fear,When the car I was driving skidded on an icy road and landed in a ditch with one side against a rock. ,fear,"[0.7217501, 0.7539847, 0.93869305, 0.807616, 0.019142684, 0.8946801, 0.92436963]",0.93869305
joy,When I met friends I had not seen for the last - years. ,joy,"[0.11132248, 0.07928798, 0.1945025, 0.36321616, 0.5003492, 0.4481515, 0.2735023]",0.5003492
fear,When a guy chased me when I was out jogging. ,fear,"[0.9614716, 0.8816968, 0.96765614, 0.8695564, 0.0031161266, 0.88770574, 0.9497572]",0.96765614
anger,When the morning newspaper has not arrived. ,sadness,"[0.89610064, 0.82085234, 0.7875611, 0.68704, 0.0069409115, 0.9543456, 0.89882135]",0.9543456
joy,"I feel unbelievably happy about the relationship between my boyfriend and me, it is a reoccurring feeling. ",joy,"[0.00018447278, 0.00021037215, 0.00034272808, 0.0005878567, 0.9960453, 0.00020421544, 0.00025385196]",0.9960453
fear,A reoccurring fear that something will happen to my relatives. ,fear,"[0.036865097, 0.38648286, 0.997207, 0.8421433, 0.00014369162, 0.9668393, 0.6850911]",0.997207
anger,"When I argue with my boyfriend, I feel as though he feels superior to me. ",anger,"[0.8391216, 0.31072155, 0.3977229, 0.2966676, 0.0004723481, 0.29158598, 0.32082757]",0.8391216
sadness,When I failed an exam last Summer. I had worked very hard for it and I was very disappointed thinking that it was hopeless to continue at college. I did overreact. ,anger,"[0.97585166, 0.9706604, 0.95615643, 0.94482404, 0.0020326811, 0.97142756, 0.95271987]",0.97585166
guilt,When I argue with my sister. It feels sometimes that I have the upper hand and I use it. I often argue better and this makes her terribly angry. ,anger,"[0.9836527, 0.8494405, 0.8773132, 0.87121433, 0.09132576, 0.73785573, 0.77771455]",0.9836527
joy,I was very happy when I got an attractive Summer job. ,joy,"[0.00096180564, 0.00060218765, 0.0046872627, 0.011003753, 0.9953679, 0.0007994842, 0.0012090022]",0.9953679
joy,The birth of my child. ,joy,"[0.35981765, 0.054883026, 0.36203098, 0.4623453, 0.9615947, 0.38452435, 0.14565033]",0.9615947
fear,"When I have to leave the baby in the carriage and go shopping, I fear that something will happen to the baby. ",fear,"[0.9285063, 0.9265424, 0.997505, 0.97978723, 0.00061796705, 0.9874649, 0.9553277]",0.997505
anger,When during Winter the water pipes froze and we did not have any water for two days. ,fear,"[0.889603, 0.8764142, 0.94828993, 0.8182861, 0.021055238, 0.93906504, 0.93163943]",0.94828993
sadness,I did not quite succeed in breast feeding my baby. ,sadness,"[0.8397692, 0.8449896, 0.8668045, 0.9363939, 0.05268141, 0.9811546, 0.9650365]",0.9811546
disgust,The smell of garlic in rush-hour bus. ,disgust,"[0.5548581, 0.98544574, 0.6311407, 0.3221471, 0.0009628618, 0.3444633, 0.8583245]",0.98544574
shame,"I fell on the ground while crossing the street. My cap covered my eyes and I felt quite ""difficult"". ",shame,"[0.9631656, 0.9423511, 0.9838012, 0.96924096, 0.0026680198, 0.9652817, 0.9844945]",0.9844945
guilt,"I have a two-month old baby. When I came here, to the university, to attend lectures, I had to leave the baby with his father. I felt guilty. ",guilt,"[0.92060417, 0.95875645, 0.9342054, 0.9952246, 0.0043771346, 0.9556313, 0.9773358]",0.9952246
joy,"During the Christmas holidays, I met some of my old friends, after not having seen them for six months. ",joy,"[0.5032437, 0.5276251, 0.676293, 0.65413016, 0.81966096, 0.74517274, 0.6645868]",0.81966096
fear,"We were driving a car of a friend of mine when we turned in the wrong direction towards an unknown district, and nearly drove down a precipice. ",fear,"[0.9497052, 0.9295348, 0.96792364, 0.9115068, 0.015649538, 0.90553683, 0.9628897]",0.96792364
anger,When our religion teacher presented shocking sectarian thoughts and doom's day as official teaching. ,fear,"[0.94662446, 0.973637, 0.9863127, 0.68088716, 0.00021174681, 0.9296987, 0.94846225]",0.9863127
sadness,"My grandfather died, when I was an exchange student in the USA. ",sadness,"[0.7394315, 0.83159673, 0.8526528, 0.78249663, 0.06748381, 0.98707217, 0.8987588]",0.98707217
disgust,"I happened to see the video-tape movie ""This is America - Part one"" at my friend's place. ",sadness,"[0.67034245, 0.62085056, 0.7375566, 0.6033425, 0.38815862, 0.74870986, 0.6920352]",0.74870986
shame,"I insulted a couple of good friends of mine and even tried to hit them when I was drunk. The next day, I was ashamed of course. ",shame,"[0.97944105, 0.9874014, 0.84174114, 0.97679406, 0.0054785884, 0.95401, 0.993739]",0.993739
guilt,I stole carrots and got caught. I had to apologize to the owner. ,guilt,"[0.9073672, 0.9506136, 0.8577446, 0.99081284, 0.0047682705, 0.9593522, 0.98591065]",0.99081284
joy,"In the underground's escalator, a youngish bum asked me for money. Although I did not give him anything, the fellow told me that I was really good-looking. A man who was in front of me also turned to look at me. ",guilt,"[0.2876786, 0.11797111, 0.54251176, 0.7596056, 0.37658387, 0.44044378, 0.5472521]",0.7596056
fear,I was afraid of moving away from home and moving to Helsinki for my studies. ,fear,"[0.62414366, 0.78873104, 0.9976115, 0.8782507, 0.00029667353, 0.94300365, 0.8837578]",0.9976115
anger,"In the student kitchen that we share, somebody drank from my juice pot (one litre) so that I only got one glass out of the whole pot. ",shame,"[0.9590517, 0.94511443, 0.8889548, 0.9470689, 0.030018723, 0.92768407, 0.97313154]",0.97313154
sadness,My father gave money to my brother but not to me. ,shame,"[0.95652133, 0.87082475, 0.8724946, 0.9311991, 0.056301143, 0.9460904, 0.9637069]",0.9637069
disgust,"During the week-end at home, my mother fries greasy and unhealthy meat dishes which make me feel sick. ",disgust,"[0.96772647, 0.9890884, 0.9191753, 0.94012916, 0.00070037966, 0.9425694, 0.95678806]",0.9890884
shame,I was wearing slippery shoes and I tumbled down in a place where there were many people walking by. ,shame,"[0.8757256, 0.91120243, 0.916778, 0.91015893, 0.044495825, 0.9256964, 0.9560204]",0.9560204
guilt,"I ate a Runeberg's cake, though I knew that I would immediately put on a kilo. ",guilt,"[0.83143854, 0.7827285, 0.75302756, 0.90729666, 0.2880064, 0.8219477, 0.8755238]",0.90729666
fear,"At about nine p. m. , I went home by bike on a dark cycle-track because of lack of time I had to take the short-cut. ",shame,"[0.8905553, 0.8817648, 0.9170876, 0.88063604, 0.12158933, 0.9084786, 0.9436372]",0.9436372
fear,Once I had to go home on foot at a. m. I had to pass through a forest and I was going alone. ,fear,"[0.8718836, 0.9093063, 0.9624229, 0.8747574, 0.22719552, 0.87825143, 0.8808416]",0.9624229
anger,I missed the train and had to wait for the next for two hours. For this reason I missed an appointment which had been very important for me. ,shame,"[0.9396922, 0.88833416, 0.90916175, 0.9225278, 0.003345882, 0.94513893, 0.9611909]",0.9611909
sadness,When my grandmother died. I had lived with her for ten years. ,sadness,"[0.79444325, 0.8378925, 0.8593091, 0.8296608, 0.30128095, 0.9909854, 0.83696884]",0.9909854
disgust,"When I went home by train from Sicilia, I was molested by a man. ",disgust,"[0.9560251, 0.9915377, 0.98301655, 0.96705663, 0.0018137333, 0.97078156, 0.98729986]",0.9915377
shame,I lied to someone and some time later this person found out that I had not told him the truth. ,guilt,"[0.9076739, 0.8580285, 0.84854835, 0.97215116, 0.0016337787, 0.90813076, 0.9706087]",0.97215116
guilt,I had to decline an appointment which had been very important for the other person. For this reason we even got into trouble. ,guilt,"[0.92354375, 0.8289864, 0.86118126, 0.9594935, 0.0045205946, 0.94034374, 0.95438194]",0.9594935
joy,"A person with whom I had been on bad terms, gave me a present. We became reconciled. ",joy,"[0.16180998, 0.36112565, 0.36606982, 0.55472416, 0.8204446, 0.5993223, 0.46037054]",0.8204446
fear,"A friend's father had died, I was to come and see this friend although I did not know his family. ",sadness,"[0.37810564, 0.4797812, 0.63063735, 0.68305314, 0.0036089332, 0.981106, 0.636284]",0.981106
anger,I was watching TV with a friend. After the first film I wanted to watch another film on the same channel. My friend switched over to the other cannel without asking me what I wanted. ,anger,"[0.95537937, 0.9180379, 0.9095488, 0.89297616, 0.17273591, 0.8823396, 0.92938167]",0.95537937
sadness,My boy-friend an I seperated on his initiative. ,sadness,"[0.7768217, 0.73827106, 0.6143705, 0.49962574, 0.022140935, 0.9241657, 0.81991625]",0.9241657
disgust,"A friend's boy-friend treated her very badly, let her serve him, provoked her and just utilized her. ",disgust,"[0.96354663, 0.9761066, 0.8378434, 0.7806459, 0.0003590488, 0.9529304, 0.9678031]",0.9761066
shame,I had lied to a person because I had thought that I could not tell him the truth. When he found out he was not angry but understanding. We talked the whole thing over. ,guilt,"[0.0024633703, 0.8037457, 0.83047724, 0.97277033, 0.06693424, 0.78021884, 0.9684996]",0.97277033
guilt,I had told a person unpleasant things in a bad manner. He was very depressed and caused an accident. ,shame,"[0.9236575, 0.95175177, 0.8384716, 0.97303456, 0.0003715524, 0.93380016, 0.97437865]",0.97437865
joy,After having considered it for hours I was able to overcome my scruples and to call a friend with whom I had fallen in love. I realized that my decision was right - and was very glad. ,joy,"[0.066083625, 0.04217927, 0.3235873, 0.3369151, 0.9837605, 0.011766233, 0.06799232]",0.9837605
fear,After having slept for a short time I woke up - I had the feeling of someone standing beside me and was very frightened. I had to turn on the light turn on the light for several minutes before I was able to get to sleep again. ,fear,"[0.92606777, 0.92919254, 0.98869634, 0.92556554, 0.005120395, 0.9459475, 0.89551216]",0.98869634
anger,"I moved to a flat. A friend who had lived there before, had left the flat in a terrible mess. I was very angry about that sloppiness and impudence. ",anger,"[0.9945326, 0.987755, 0.84643275, 0.900827, 0.03383982, 0.88381135, 0.97194266]",0.9945326
sadness,"My father had a complicated operation. A long time before and also a long time after that, we did not know how he would get over it. During all that time I felt very sad. ",sadness,"[0.6399966, 0.88267374, 0.95340365, 0.8640188, 0.0005267469, 0.988063, 0.90611494]",0.988063
disgust,It was in a tramway-carriage A stranger insulted a girl just because she blew her nose. I detested his behaviour. ,disgust,"[0.9936283, 0.9969722, 0.85623586, 0.9195732, 0.0016517554, 0.92191094, 0.9908325]",0.9969722
shame,"Quite recently I realized that I had had some erroneous views about life. For instance, I had always lived for other people, had forgotten my own person and suppressed my own feelings. I was ashamed because I had not been concious of that until I had a conversation about it with a person. ",shame,"[0.8169523, 0.8526264, 0.7939015, 0.9645113, 0.11614002, 0.9509623, 0.9909099]",0.9909099
guilt,I had a quarrel with near persons. I said many ill-considered things and I regretted it when it was to late. ,shame,"[0.965785, 0.92670196, 0.77178544, 0.9684789, 0.0013448303, 0.95126635, 0.9737066]",0.9737066
joy,In summer when I was sailing with friends in Greece I felt joy. ,joy,"[0.00025312885, 0.00025613094, 0.00031903473, 0.0005440146, 0.99076486, 0.00036913168, 0.00031339406]",0.99076486
fear,I was riding with a friend in his car. At a speed of km/h on the snow-covered motorway I would have liked to get out. ,anger,"[0.9752955, 0.967821, 0.9649356, 0.93172, 0.0022803824, 0.9510308, 0.9596426]",0.9752955
guilt,Meeting a male friend with whose wife I was having an affair. ,shame,"[0.8522112, 0.84228873, 0.86753637, 0.9588184, 0.0011663812, 0.83789384, 0.96081066]",0.96081066
joy,"Walking along the beach with a friend (another girl), talking, picking up shells, laughing, chasing seagulls. ",joy,"[0.00026682133, 0.00035312824, 0.00037914247, 0.003530449, 0.9858067, 0.00035735095, 0.0018356652]",0.9858067
fear,"Climbing a mountain to see a view, towards the top we suddenly came across a ledge with a nearly sheer drop on either side, which I had to cross. ",fear,"[0.83147216, 0.72761106, 0.9626112, 0.7822396, 0.12089365, 0.82321995, 0.8766687]",0.9626112
anger,"A friend suggested in a round-about way that the reason we were late for something was because of me, and that I'm often late. I know this was partly true, but felt it unjustified that particular time and I felt I couldn't do anything about it anyway (i. e. being late). ",guilt,"[0.8436304, 0.8167453, 0.86353487, 0.9384597, 0.07483333, 0.91885716, 0.9185846]",0.9384597
sadness,Talking to a very good friend who had just had a very bad experience which was changing his whole way of looking at life etc. ,sadness,"[0.6634464, 0.70718133, 0.7288844, 0.7326139, 0.0007613715, 0.9236616, 0.8840879]",0.9236616
disgust,I came across a group of people with the same basic ideas/beliefs who were all fighting and going against what they would say was good. ,anger,"[0.8006175, 0.5880316, 0.5452297, 0.6231624, 0.0013399668, 0.79232407, 0.6538437]",0.8006175
shame,"I was working in a job in which I could not work quickly enough, and was told that my work was not up to standard. ",shame,"[0.91207814, 0.9256235, 0.87492824, 0.9402381, 0.00682784, 0.9146808, 0.96632975]",0.96632975
guilt,I had wasted some time instead of doing something I needed to do to give to a friend. (Also in the time I wasted I had done some things I did not consider morally right). ,guilt,"[0.82712406, 0.8297725, 0.7050102, 0.9403452, 0.04651843, 0.90586823, 0.93091035]",0.9403452
joy,On meeting an old friend of mine. ,joy,"[0.18562028, 0.11557416, 0.18087888, 0.25042614, 0.82302666, 0.4678486, 0.17621164]",0.82302666
fear,When my brother was very late in arriving home from work. ,sadness,"[0.79187715, 0.72203016, 0.79863095, 0.8133365, 0.15364279, 0.92723787, 0.8922091]",0.92723787
anger,During a fight with my best friend. ,anger,"[0.96558183, 0.87912625, 0.7503453, 0.61566305, 0.00026810245, 0.65394413, 0.9214122]",0.96558183
sadness,When my dog died. ,sadness,"[0.84400094, 0.88406986, 0.89010984, 0.9200639, 0.00077310164, 0.99280965, 0.91446733]",0.99280965
disgust,During a movie in which I saw the effect of white settlers in Africa. ,disgust,"[0.90795696, 0.95016503, 0.8953765, 0.7569823, 0.0043590628, 0.9313076, 0.92501146]",0.95016503
shame,When I got a bad result for one of my assignments. ,sadness,"[0.9559014, 0.96926594, 0.8991148, 0.95196253, 0.00027537963, 0.98064786, 0.9770471]",0.98064786
guilt,Leaving a friend of mine alone at a dance - I felt I should have kept her company. ,guilt,"[0.9274596, 0.84376025, 0.74600154, 0.98959583, 0.0011098651, 0.98132163, 0.9752787]",0.98959583
joy,"When I realised that I was forgiven by the God who is there, when I realised how much God loves me and that my acceptance with him is not based on my performance - that he loves me unconditionally and showed that love in Christ who died because I do need forgiveness. ",joy,"[0.018971752, 0.12321741, 0.32478896, 0.25717, 0.92015535, 0.55121225, 0.25289533]",0.92015535
fear,"Fear - paralysing - that I would not be accepted by the God who I believed to be there because I was ""morally bankrupt"" (before becoming a Christian and realising that that was why Christ came to free us from sin and to forgive us). ",fear,"[0.028838394, 0.8368218, 0.99822074, 0.9306901, 0.0005131138, 0.76685905, 0.95611686]",0.99822074
anger,"At my father's treatment of my mother, at his disregard for her, and not being committed to her. ",disgust,"[0.9928168, 0.9952407, 0.96130466, 0.9704441, 0.00040937564, 0.99051195, 0.9884349]",0.9952407
sadness,"At a lack of love of my father for my mum, sadness for him more than anyone else because he does not realise how much love and happiness there could be between them, and is, and how much he is damaging himself apart from mum. ",sadness,"[0.39459416, 0.98340684, 0.91759336, 0.9561834, 0.00021213076, 0.99716467, 0.9855618]",0.99716467
disgust,"At what I was capable of of selfishly using others for sexual encounters, while I held a vision of having a deepening above-board (you know, ""girl next door"") devotion to a girl in my head. My drives and actions did not match this so consequently I felt disgusted at my failure. ",disgust,"[0.99181104, 0.9958074, 0.9585453, 0.9618507, 0.003978442, 0.98559535, 0.99066085]",0.9958074
shame,"At using other people, because of sexual experience that was using another to the detriment of both. Anxiety that I may have affected another for the worst. ",fear,"[0.9621201, 0.963651, 0.99160165, 0.9799857, 0.0020174424, 0.9557709, 0.98213667]",0.99160165
guilt,"For the above guilt at not living up to my own moral expectation, guilt for not being the type of person my patents wanted, guilt for just about bloody everything, just realising that I have failed drastically in my own eyes. ",guilt,"[0.8768296, 0.91881156, 0.8903876, 0.9970059, 0.00024819764, 0.9851371, 0.9929652]",0.9970059
fear,"I was rock-climbing and absailing felt OK, but suddenly as I was going over the cliff I was hit by fear - I couldn't go on absailing down the cliff and had to be actually hauled back up it. ",fear,"[0.49197692, 0.88435316, 0.98534065, 0.8775577, 0.00094584795, 0.91817945, 0.9602562]",0.98534065
anger,"I told my boy friend not to park in a certain place because the car would ger towed away - he didn't listen and it was towed away. At that stage, our finances were below the poverty line it cost us $. - all the money we had to get us through that week (including rent). ",shame,"[0.96297777, 0.9508504, 0.9620829, 0.96432066, 0.020740964, 0.9622401, 0.97656643]",0.97656643
sadness,My sister won a scholarship to Norway and it was particularly as she walked across the tarmac to get on the plane and she looked back at us. ,sadness,"[0.65537626, 0.47585663, 0.76911145, 0.66132116, 0.92377704, 0.9548447, 0.6954488]",0.9548447
disgust,I work part-time as a shop-assistant and a customer spoke to me very loudly about an Indian man white woman with children - how horrible that was and would I want to have little dark children. ,disgust,"[0.97554964, 0.9886902, 0.95581716, 0.89684725, 0.00014757678, 0.95612895, 0.96702886]",0.9886902
shame,"My mother told my uncle who is a Roman Catholic Priest (Redemptist Father) that I had been living in a de-facto relationship for three years. He was very, very angry at me. ",anger,"[0.9888686, 0.9805946, 0.9478403, 0.9582528, 0.010483708, 0.95032275, 0.96925396]",0.9888686
guilt,"I ""snapped"" very abruptly at my mother when she said something silly and stupid, (in front of other people) she looked so defenceless hurt told them that I'm always doing that. ",anger,"[0.99398065, 0.9562385, 0.9317462, 0.949506, 0.00030564892, 0.9469151, 0.9623786]",0.99398065
joy,"I received a wedding invitation from an ex-flatmate, enclosed was a small note that overcame a lot of the differences that had arisen between us due to the circumstances in which she left the flat. ",joy,"[0.009829466, 0.09515187, 0.13738233, 0.5466087, 0.8131412, 0.4516255, 0.41098562]",0.8131412
fear,"One afternoon, helping at home on the property, I was (mustering) getting in cattle and a bull turned and came for me. ",fear,"[0.938671, 0.9085438, 0.97862935, 0.8538849, 0.11755705, 0.8949644, 0.9257583]",0.97862935
anger,"Getting a terrible exam mark, which I couldn't understand the reason for, and trying to see a lecturer or tutor, but being given the runaround. ",shame,"[0.97132653, 0.9542332, 0.90527, 0.9477645, 0.0002844534, 0.9717103, 0.9795202]",0.9795202
sadness,"Watching an old lady running up the street to catch her bus and miss it, it reminded me of my own mother and how dreadful it would be to be her in the same situation. ",sadness,"[0.83275473, 0.96329325, 0.98282963, 0.9545444, 0.0003203169, 0.99083763, 0.97317004]",0.99083763
disgust,"Coming home one night - my sister was home, and had been drinking heavily and started picking arguments. ",sadness,"[0.8972263, 0.92370075, 0.89053583, 0.9087164, 0.002230073, 0.9265594, 0.9248145]",0.9265594
fear,When I am travelling by car and have to meet an oncoming car while overtaking. ,fear,"[0.9252404, 0.80526114, 0.93850046, 0.8326656, 0.066605255, 0.74847233, 0.861332]",0.93850046
anger,When a close relative is treated badly. ,sadness,"[0.9166816, 0.95923394, 0.86061263, 0.8603636, 0.00038383645, 0.98450285, 0.948377]",0.98450285
sadness,When a close friend died. ,sadness,"[0.3108428, 0.45403662, 0.6428737, 0.7108838, 0.00028280684, 0.9904626, 0.5604578]",0.9904626
disgust,When I saw all the starving people in Ethiopia on T. V. It felt awful to see such suffering. ,disgust,"[0.9792662, 0.9978903, 0.97439, 0.9758758, 0.00059090613, 0.9962842, 0.98759174]",0.9978903
guilt,When a mistake occurred at work which I was not responsible for. This was disclosed later. ,shame,"[0.7631589, 0.7531851, 0.61083454, 0.82650423, 0.0072155823, 0.89889944, 0.95140153]",0.95140153
joy,When I called my boyfriend he asked me if I would live with him. ,guilt,"[0.44529396, 0.2651634, 0.5912037, 0.6512484, 0.4011798, 0.5303249, 0.5916348]",0.6512484
fear,Last Summer in Italy I was attacked by a dog. It was terrible to feel that untidy dirty dog against my naked skin. ,disgust,"[0.96600634, 0.9911069, 0.97947764, 0.90517324, 0.003165606, 0.97064936, 0.97551095]",0.9911069
anger,When my father's new fiancee treats me like a child. She does not trust me and constantly misunderstands me. I get particularly angry when she says nasty things about my boyfriend with whom she works. ,anger,"[0.9900079, 0.9722625, 0.9139474, 0.84688306, 0.011208414, 0.86958915, 0.93311006]",0.9900079
sadness,"When the guy I was in love with told me that he had met someone else and that we would not meet again for a year. Although we did not have a steady relatioship, we were having an affair. ",sadness,"[0.6696615, 0.28623018, 0.5932281, 0.7261245, 0.0050210357, 0.89771146, 0.68757576]",0.89771146
joy,When my love for a guy was returned. ,joy,"[0.03333054, 0.0005363219, 0.010479851, 0.14407037, 0.9669445, 0.57547444, 0.06546762]",0.9669445
fear,"When I think of death - not my own but that of my parents, brothers and sisters. ",sadness,"[0.7852261, 0.9527642, 0.98580045, 0.9605224, 0.00030097115, 0.9920785, 0.9326026]",0.9920785
anger,My parents did not approve my choice of a boyfriend (now an ex-boyfriend). He happened to be years older than me and he was considered completely unsuitable for me. IDIOT. ,disgust,"[0.94962573, 0.9721122, 0.7957302, 0.7388071, 0.0020849758, 0.7869918, 0.9553977]",0.9721122
disgust,When my uncle comes ( times a year) for the traditional Christmas dinner with my grandparents and other relatives and is very drunk. ,disgust,"[0.7745344, 0.8895011, 0.7189266, 0.7829407, 0.023496453, 0.8461372, 0.8663943]",0.8895011
