labels,text,expr_emo,prob_expr_emo,prob_max
fear,"I was diving below the ice, in a cave, at a depth of metres. Visibility was almost zero and the oxygen level decreased threateningly. There were three of us divers on one safety rope. ",fear,"[0.64609075, 0.5428689, 0.91902655, 0.7679862, 0.16900419, 0.75599647, 0.643883]",0.91902655
anger,My mother carried on using mental pressure concerning something which was serious and a real burden to me. ,fear,"[0.67174655, 0.5308261, 0.9732714, 0.92404205, 0.005373381, 0.92746884, 0.87829906]",0.9732714
sadness,"My grandfather died, I went to the mortuary and saw the corpse. ",sadness,"[0.9195148, 0.8845479, 0.9324545, 0.97837865, 0.07057793, 0.98169786, 0.9386113]",0.98169786
disgust,[ The same as in anger. ] ,anger,"[0.9878533, 0.8048524, 0.026438918, 0.2936075, 0.0026112827, 0.01916355, 0.14348076]",0.9878533
shame,As a child when I was blamed for peeing in the swimming-pool. ,shame,"[0.9363236, 0.88833284, 0.93431854, 0.93855304, 0.013163493, 0.9236398, 0.97293574]",0.97293574
guilt,"A friend of mine was drunk and having an argument on the street with a woman, appparently his girlfriend. I was walking on the other side of the street and thought that I was not supposed to interfere. Later I heard that he had shot himself that evening. ",anger,"[0.8810147, 0.658557, 0.7968791, 0.75742066, 0.06553373, 0.7800213, 0.79851556]",0.8810147
joy,My girlfriend sent me a letter with a shiny picture in it. ,joy,"[0.021472415, 0.017802088, 0.074949756, 0.38368693, 0.8723915, 0.021627234, 0.059506733]",0.8723915
fear,I was about to begin a journey in a car with an acquaintance of mine. ,guilt,"[0.4883393, 0.12508471, 0.82675105, 0.8306664, 0.39876166, 0.46319893, 0.6380169]",0.8306664
anger,On the TV news I heard that Nicaragua had complained about the increasing threat of war with the USA. ,fear,"[0.93545985, 0.5314586, 0.94871646, 0.60755306, 0.082509406, 0.8163326, 0.6909423]",0.94871646
sadness,My girlfriend gave me the mitten (left me). ,sadness,"[0.8583097, 0.7885235, 0.91881335, 0.95196897, 0.1837106, 0.9770951, 0.9469469]",0.9770951
disgust,Watching a violent movie. ,anger,"[0.99149454, 0.963769, 0.9297922, 0.8850626, 0.0048461272, 0.54661816, 0.7926963]",0.99149454
shame,The morning after a wild party. ,guilt,"[0.4455696, 0.3638747, 0.31451398, 0.8443878, 0.11005782, 0.10316018, 0.78734106]",0.8443878
guilt,"I ""picked up"" a girl and I thought that I had misused my position and authority over her as there did not seem to be any realistic possibility of continuing the relationship. ",guilt,"[0.81998324, 0.4901122, 0.93126047, 0.94687283, 0.00879588, 0.8358891, 0.9183815]",0.94687283
joy,"When, to my surprise, I got to know about having got ""very good"" high school graduation marks. ",joy,"[0.09057709, 0.03137382, 0.16930169, 0.48169464, 0.6411995, 0.35099095, 0.4475436]",0.6411995
fear,"My grandmother was about to die, and it had the effect that at night, after having read a book, and once in bed, in perfect darkness, the fear arose that I too may suddenly die. ",fear,"[0.5304269, 0.45002288, 0.9960245, 0.87688094, 0.004275678, 0.97781664, 0.8465268]",0.9960245
anger,"When I checked my examination paper and realized that I had been careless, thoughtless, lazy and hasty so as to make unnecessary mistakes concerning things I know and understand. ",guilt,"[0.88495517, 0.87530357, 0.59188086, 0.98055595, 0.0391861, 0.89279956, 0.9655406]",0.98055595
sadness,"When we decided, my boyfriend and I, that we would separate, I realized that he would have wanted to continue our relationship and the coming separation hurt him. ",sadness,"[0.29321522, 0.15935908, 0.6973588, 0.83302504, 0.0039727003, 0.8936271, 0.760311]",0.8936271
disgust,"When an acquaintance of mine told me about the way his parents treated their sons in an unequal manner. The most successful of them got continuous encouragement, and the youngest was not encouraged and was rejected. ",sadness,"[0.6651295, 0.6596697, 0.6227508, 0.74499154, 0.034091067, 0.93073535, 0.8987266]",0.93073535
shame,"I was talking to a friend of mine about our parents and education. I said something and then realized that I did not know my friend's parents, their motives and education. I felt ashamed at having talked about something I did not know anything about. ",guilt,"[0.6955758, 0.9385064, 0.98443085, 0.99508446, 0.015113371, 0.9874363, 0.9944254]",0.99508446
guilt,My mother told me that the enveloppes that I had been tearing (I had torn the stamps away) in good faith had been the first-day enveloppes which my father had collected as a young man. ,guilt,"[0.8957772, 0.71119463, 0.8551095, 0.944914, 0.14295883, 0.93450546, 0.8999045]",0.944914
joy,"I am not especially good at English, and after the high school graduation exam in English I tensely waited for the result the whole day. In the evening, when I heard that I had done excellently, I became very happy and the anxiety vanished. My family was at home. ",joy,"[0.061467625, 0.11985039, 0.5046756, 0.7644782, 0.9856902, 0.014136078, 0.49727082]",0.9856902
fear,"I feared that I was pregnant. It was not planned and I would have been compelled to have an abortion, which I would not have liked at all. Fortunately, after a week's anxiety, I got to know that I was not pregnant. ",fear,"[0.6996916, 0.54219306, 0.9880676, 0.9260319, 0.010679909, 0.89565337, 0.88043946]",0.9880676
anger,"A member of a religious sect tried to convert me, using really evil tricks to persuade me. After he had left, I was anxious and angry for a long time. After the event, I was alone. ",anger,"[0.9942789, 0.92578703, 0.9794947, 0.89919925, 0.0033229426, 0.88715416, 0.93522125]",0.9942789
sadness,"When my boyfriend wanted to leave me, I felt sad and melancholic. ",sadness,"[0.006074133, 0.07824617, 0.74798095, 0.9527161, 0.0009791248, 0.9661912, 0.8967276]",0.9661912
disgust,"In a film, there was an episode where they used a chain saw to cut a man. I could not look at it, but I could not avoid listening either. I sought shelter in my boyfriend's arms. ",fear,"[0.88748074, 0.92956537, 0.967906, 0.891037, 0.025261743, 0.9474974, 0.9468748]",0.967906
shame,"I thought I would be able to use the mangle of the house, and so I did not want any help. However, I blocked it and I had to get the janitor to help me out. He reproached me for not having followed the instructions ",anger,"[0.95097077, 0.6527016, 0.82069457, 0.9494634, 0.06952197, 0.858834, 0.87660486]",0.95097077
guilt,"I promised my friends that I would take care of something, but I kept forgetting about it. When they asked me about it, I promised to do it immediately. However, I got started only after a couple of months. I felt that I had betrayed my friends. ",guilt,"[0.938142, 0.7259381, 0.82763225, 0.97694165, 0.030948078, 0.90987813, 0.95455104]",0.97694165
joy,"When I got an unexpected letter from a guy, who had been my school mate. ",guilt,"[0.31351328, 0.15652123, 0.51934594, 0.634682, 0.36372134, 0.62356776, 0.5742209]",0.634682
fear,"When my brother went to shoot wild ducks, I feared that the boat would overturn and he would drown or that the gun would accidentally go off. ",fear,"[0.59973776, 0.48593733, 0.9908806, 0.7310527, 0.055894848, 0.7588531, 0.6567823]",0.9908806
anger,My father had once again told me that I should be careful and try to seek admission to other places also apart from the faculty of Social Sciences at the university of Helsinki. I was not at all interested in any other place and had no time to study for other entrance exams. ,fear,"[0.31073397, 0.22132617, 0.87318116, 0.8591354, 0.059639253, 0.6029801, 0.7061747]",0.87318116
sadness,"I would have liked to go out to chat with some acquaintances, but I realized that I was not wanted. I felt hurt, disappointed, lonely and deserted. ",sadness,"[0.9742527, 0.8623882, 0.898859, 0.9853301, 0.0023383843, 0.99378043, 0.96982163]",0.99378043
disgust,"When an acquaintance (he was drunk) of my room-mate vomitted on the kitchen carpet. It was past mid-night and my room-mate had just moved in, this acquaintance had helped her move in. ",shame,"[0.8284582, 0.57811105, 0.76079434, 0.6335422, 0.053576447, 0.72846895, 0.8310319]",0.8310319
shame,"I was carried away while talking about my visits abroad and I tended to boast a little, till I realized that the listener was amused. ",joy,"[0.03608424, 0.014366919, 0.04532078, 0.60386944, 0.76404953, 0.043392174, 0.18187481]",0.76404953
guilt,"When I was baby-sitting at my cousin's place, I tried to have a pleasant time and did not really take care of the child. I do not care very much about children. ",shame,"[0.22381301, 0.541417, 0.6618666, 0.8792374, 0.10419929, 0.70053124, 0.8883904]",0.8883904
joy,"When I got / points in an exam of statistics. The result was unexpected and it made me realize that statistics do not surpass my abilities, as I have sometimes thought. ",guilt,"[0.24595918, 0.11022137, 0.33685085, 0.72756165, 0.2867647, 0.49922755, 0.596044]",0.72756165
fear,When a big angry dog put its snout on my arm and had I made one movement it would have bitten me. ,anger,"[0.9602026, 0.87682617, 0.9473807, 0.82857144, 0.009651516, 0.38822928, 0.83950704]",0.9602026
anger,When my room-mates were watching video-tapes and prevented me from watching the news. The first feeling I had was that I was being treated unfairly and then came the feeling of anger. ,anger,"[0.88156515, 0.7946694, 0.42495248, 0.57525265, 0.0033800353, 0.16293727, 0.626433]",0.88156515
sadness,"[ When after a night of sleeping in another's arms, one wakes alone and knows that the lonely arms of the night are not the same that one meets in the morning. ] ",sadness,"[0.5108695, 0.8453154, 0.9853225, 0.9737345, 0.009151259, 0.9903087, 0.97617775]",0.9903087
disgust,"When an unpleasant person tried to make friends with me. A subtle, small, insignificant, grey being whose helplessness and neutrality evoked the feeling of disgust in me. ",disgust,"[0.9864926, 0.9888775, 0.630589, 0.83562374, 0.0020620073, 0.954062, 0.96630615]",0.9888775
shame,Badly chosen words to a vague acquaintance of mine made me feel ashamed at having given the wrong impression about what I wanted to say. Thoughtlessness. ,guilt,"[0.90413094, 0.99194473, 0.9638399, 0.99701416, 0.0015917837, 0.9763405, 0.99688727]",0.99701416
guilt,"When I behaved improperly - fought in a public place. Afterwards, I felt guilty about my conduct. ",shame,"[0.93337125, 0.81127703, 0.6390493, 0.98634374, 0.03651656, 0.9565735, 0.98699653]",0.98699653
joy,When my friend told me that he would come and meet me in a moment. ,joy,"[0.040787835, 0.058933508, 0.31734264, 0.6320887, 0.68224615, 0.31080547, 0.3821783]",0.68224615
fear,My father had been drinking and I feared him when we went to bed at night. ,fear,"[0.8905689, 0.76151294, 0.989305, 0.84379584, 0.013807176, 0.8837597, 0.88468415]",0.989305
anger,My friends promised me that they would definitely call me to tell me if they were visiting me or not. ,joy,"[0.04156813, 0.056148984, 0.12291318, 0.47595212, 0.7067195, 0.22996512, 0.22434922]",0.7067195
sadness,A close friend of mine had not contacted me for a long time. ,shame,"[0.2534911, 0.1908787, 0.60838, 0.30854273, 0.1529182, 0.49564055, 0.6680193]",0.6680193
disgust,A friend of mine came to see me when he was quite drunk. ,sadness,"[0.73099387, 0.56140924, 0.7579145, 0.7945579, 0.31763867, 0.81252766, 0.74202234]",0.81252766
shame,I said something especially stupid which I did not mean at all. ,shame,"[0.8878244, 0.8143369, 0.514417, 0.9017785, 0.03727135, 0.24011737, 0.96310896]",0.96310896
guilt,"I did not go to help a friend of mine, though she probably needed me. ",shame,"[0.5254552, 0.3768361, 0.6573225, 0.63102096, 0.049567826, 0.47773215, 0.8549921]",0.8549921
joy,"When I felt that an exam, which I had feared, was an easy one and went well. ",fear,"[0.030787613, 0.051220167, 0.77288806, 0.6818523, 0.45810398, 0.26199046, 0.4603524]",0.77288806
fear,I was afraid when my dog ran out through a crack in the fence when a train was coming. ,fear,"[0.8230772, 0.7528766, 0.9943228, 0.97790647, 0.020480689, 0.9564193, 0.9045906]",0.9943228
anger,"When a friend of mine was drawn into a fight because of the stupid gang he belonged to. I felt angry with him and his friends. They could not think about anything sensible, but would fool around without taking into consideration the feelings of other persons. ",anger,"[0.9951925, 0.9908388, 0.57282984, 0.9029063, 0.004637572, 0.7391394, 0.9007351]",0.9951925
sadness,I felt sad after having had an argument with my boyfriend. I felt that he did not understand me and that there was no point in carrying on with the relationship. ,guilt,"[0.008954184, 0.7076417, 0.80265, 0.9927758, 0.00042813495, 0.9896114, 0.9813021]",0.9927758
disgust,"I detested my father who was a drunkard. He would rave, threaten and blame my mother and me. He finally drove us away from home. ",anger,"[0.98593163, 0.9759083, 0.8540027, 0.72921306, 0.005091942, 0.8863191, 0.8885853]",0.98593163
shame,"When I was on holiday with my former boyfriend, he hit me and behaved in a very evil and ugly manner in front of the hotel personnel. ",anger,"[0.9568927, 0.91425174, 0.8972423, 0.74619615, 0.01443603, 0.85782665, 0.93152684]",0.9568927
guilt,"When as a child I stole, from a friend of mine, the ring she had got in an easter egg. ",shame,"[0.83321863, 0.64302903, 0.7205962, 0.82214993, 0.4089522, 0.7801077, 0.87194175]",0.87194175
joy,"When I got home from a pleasant trip abroad, I got to know that I had been accepted at university. ",joy,"[0.009353129, 0.005726151, 0.021824587, 0.31950215, 0.9657092, 0.011401278, 0.03132285]",0.9657092
fear,"At school, I had acted against the will of the group, and the next day they promised to take revenge on me. ",anger,"[0.9729529, 0.7485026, 0.8591273, 0.91977984, 0.00844007, 0.4936065, 0.94822884]",0.9729529
anger,"My mother had for some time been trying to separate me from a good friend who, she thought, was not good company for me. Finally, at breakfast one day, we had an argument and I tried to defend my friend. ",sadness,"[0.5467952, 0.18939029, 0.5714617, 0.6023885, 0.04415323, 0.6854433, 0.6668953]",0.6854433
sadness,I got to know about the death of a close friend. ,sadness,"[0.7144067, 0.58250046, 0.85325557, 0.8623234, 0.007906218, 0.9604333, 0.8321905]",0.9604333
disgust,"When I was watching a movie with many violent episodes. They accurately showed the cutting of corpses, etc. . . ",anger,"[0.9590594, 0.91647965, 0.8131688, 0.7877656, 0.036370028, 0.8419593, 0.7789856]",0.9590594
shame,"When I was caught telling a white lie. At that time, I was not allowed to stay outdoors after p. m. One day when I was late, I made up a story that our neighbour had invited me to his place, though I had actually forgotten about the time while playing with my pals. ",shame,"[0.52563554, 0.6107735, 0.67285997, 0.8809207, 0.12712699, 0.7117601, 0.9396879]",0.9396879
guilt,"When before the last exam I have taken, I went out instead of studying. ",guilt,"[0.7610975, 0.63409394, 0.64272195, 0.89751774, 0.05232525, 0.79853463, 0.8642292]",0.89751774
joy,When I was pressing figures on the curtain cloth. I had bought the cloth after months of hindrances. ,guilt,"[0.5795992, 0.17531723, 0.66001505, 0.90982693, 0.13209333, 0.8137106, 0.6311208]",0.90982693
fear,I am a kindergarten teacher and I am thoroughly weary of my job. After having taken the university entrance exam I suffered from anxiety for weeks as I did not want to carry on with my work - studies were the only alternative. ,sadness,"[0.9091702, 0.98582643, 0.9929807, 0.9865747, 0.0046215355, 0.99497306, 0.936842]",0.99497306
anger,"My life-partner, who was drinking more and more, spoke about kicking the cat. He had never done anything of the kind, but I knew that he would do so one day, without thinking about it. ",guilt,"[0.8542083, 0.6052231, 0.90737504, 0.96499157, 0.037921607, 0.92535883, 0.898206]",0.96499157
sadness,"Estrangement from my best woman friend. We have been going different ways for quite some time now, but the break was total when she got married as her husband is unreasonably jealous of me. ",anger,"[0.95322156, 0.82525074, 0.76114905, 0.73628783, 0.0035177174, 0.93978715, 0.84383225]",0.95322156
disgust,"My life-partner is going through a crisis (way of life, old-fashioned values) and can only get out of it by talking bold decisions. I have noticed his cowardice and attempts to escape his problems by drinking. I detest his drinking and his being full of self-pity. ",disgust,"[0.9022648, 0.9943176, 0.4446792, 0.8902347, 0.02024724, 0.8929887, 0.85307646]",0.9943176
shame,"Again, a quarrel had come up in our difficult relationship. My life-partner threw all the books off the shelf. I am sure that it disturbed our neighbours since this happened late in the night. ",anger,"[0.9778016, 0.73527056, 0.7551733, 0.8619439, 0.0077687507, 0.9098283, 0.79155195]",0.9778016
guilt,"A lonely, neurotic, shy girl lives nearby. She has expressed a wish to meet me, I have however avoided her (turned down an invitation) as the crisis my partner is going through uses up all my empathy. ",sadness,"[0.09220846, 0.115270875, 0.83251584, 0.5289057, 0.004152947, 0.8615606, 0.58901554]",0.8615606
joy,"Begining the week-end with my girlfriend cozyness, beer and wine. ",joy,"[0.011667458, 0.005515404, 0.037870664, 0.2171502, 0.9370149, 0.012788556, 0.115656234]",0.9370149
fear,"The fear about my future work, making ends meet and health. Coping. ",fear,"[0.022187518, 0.06727277, 0.99463296, 0.9556914, 0.0031097594, 0.98010087, 0.87164134]",0.99463296
anger,"A friend of mine ridiculed me, telling me that I would never accomplish anything. I felt that he had interfered with my life. ",anger,"[0.96173966, 0.78597975, 0.86777866, 0.6947701, 0.006442872, 0.46998274, 0.8858651]",0.96173966
sadness,I felt sad at having to leave my girlfriend after constant problems and failed attempts at reconciliation. My sadness was caused by the irreversibility of the decision. ,sadness,"[0.016542071, 0.3198482, 0.6937269, 0.9863944, 0.0017692056, 0.9893171, 0.9233825]",0.9893171
disgust,A man spat on the wall of a house. ,anger,"[0.9951739, 0.984, 0.8450962, 0.9009956, 0.016422408, 0.9194938, 0.9485308]",0.9951739
shame,In an express bus I sat on a seat meant for senior citizens and invalids. ,guilt,"[0.5417273, 0.56361204, 0.5951514, 0.8233715, 0.33052218, 0.7228318, 0.79171765]",0.8233715
guilt,When I did not succeed in finding a job after having finished a nonacademic degree. ,sadness,"[0.907325, 0.8206571, 0.90097356, 0.9624397, 0.0071015777, 0.9652201, 0.94811505]",0.9652201
joy,"When after an overwhelming anxiety and enquiry, I understood something about why I exist and what my task in life is. ",fear,"[0.0516788, 0.060709797, 0.7769271, 0.50389934, 0.0081331795, 0.42923772, 0.49010843]",0.7769271
fear,"At the railway station, while waiting for the last train at night I noticed that a drunk young man was appraching me in a purposeful mannner. ",disgust,"[0.77601147, 0.8139116, 0.8009045, 0.71436715, 0.122564174, 0.76780933, 0.8136279]",0.8139116
anger,"While having a discussion with my mother, I realized that she does not for a moment doubt the justification of her making the decisions concerning my life. ",shame,"[0.110085, 0.30219904, 0.10794417, 0.33752987, 0.16600181, 0.36014304, 0.42294592]",0.42294592
sadness,When I think that I will probably never have a genuine contact with my parents. ,fear,"[0.91671485, 0.67062134, 0.99178255, 0.95571023, 0.005123048, 0.97461027, 0.93186533]",0.99178255
disgust,"While reading Olli Jalonen's new book, the distant, cold and selfish relationships between people (in the book) made me feel disgusted. ",disgust,"[0.9694709, 0.992763, 0.6374015, 0.9215641, 0.00067899015, 0.94198024, 0.9827991]",0.992763
shame,When I approached a person of the opposite sex and was rejected. ,shame,"[0.9410289, 0.8778176, 0.87632847, 0.9390683, 0.024253873, 0.8929039, 0.9450181]",0.9450181
guilt,"When I noticed that my little sister was sulking, because I could not meet her because of a misunderstanding. ",sadness,"[0.91326386, 0.49834698, 0.78975976, 0.93819606, 0.0071368804, 0.97264916, 0.8792221]",0.97264916
joy,"The day I got to know that I would get a shared dwelling with my boyfriend. My parents place was getting a little crowded with my growing bother wanting a room to himself. I first felt doubt, then joy, but also sadness. The feeling of joy was the strongest. ",joy,"[0.007438656, 0.024153614, 0.013356555, 0.17871848, 0.7834655, 0.013574404, 0.20813942]",0.7834655
fear,My grandfather had lung-cancer and was being nursed at home. I felt fear when I was alone with him and he almost choked on mucus secretions. ,fear,"[0.4475613, 0.5272811, 0.9911855, 0.9346376, 0.023484273, 0.9698822, 0.83393955]",0.9911855
anger,The outrageous conduct of a relative towards me and those close to me. (blaming us and lying) ,anger,"[0.9900019, 0.9802563, 0.7420774, 0.8989102, 0.0036095334, 0.3759587, 0.96008617]",0.9900019
sadness,We had to finish the life of our year-old dog. ,sadness,"[0.9307197, 0.9280924, 0.91691685, 0.91425186, 0.00987536, 0.96760356, 0.92900586]",0.96760356
disgust,A very drunk person. ,guilt,"[0.79986805, 0.91515875, 0.68317485, 0.91723347, 0.058037784, 0.6770009, 0.91165054]",0.91723347
shame,"An argument that grew out of an ordinary conversation with a person very close to me, when we should have been having a good time together. ",anger,"[0.96109444, 0.44611037, 0.49175, 0.91284627, 0.006048207, 0.68396693, 0.8342747]",0.96109444
guilt,"While trying to get my little brother over a ditch, he fell on his head and started crying. I was scared of having caused him permanent injury. ",fear,"[0.4443827, 0.5960431, 0.9752474, 0.85575145, 0.032702126, 0.96370757, 0.86554956]",0.9752474
joy,[ A chat on the telephone with a friend. ] ,joy,"[0.010008288, 0.022626996, 0.028823206, 0.37150884, 0.78604645, 0.11003154, 0.12620017]",0.78604645
fear,"[ Meeting some new (unpleasant) people or some new, demanding situation. ] ",disgust,"[0.95461667, 0.97754717, 0.9461158, 0.79918563, 0.0023572922, 0.97422737, 0.9141841]",0.97754717
anger,"[ For example, unfair pushing in a bus. ] ",anger,"[0.9911327, 0.9748292, 0.4094284, 0.9514696, 0.006435956, 0.9263318, 0.95386064]",0.9911327
sadness,"[ When I am, in my opinion, not understood correctly. ] ",anger,"[0.97763306, 0.84501046, 0.76897293, 0.96108395, 0.011215514, 0.7723447, 0.93732524]",0.97763306
disgust,[ When some people act very important in any situation. ] ,guilt,"[0.17226532, 0.13037272, 0.05735431, 0.615353, 0.108267285, 0.25633952, 0.3772155]",0.615353
shame,"[ Generally, when I am late in attending to matters (for example paying bills). ] ",guilt,"[0.76044333, 0.5166015, 0.5612617, 0.9915195, 0.12847438, 0.800519, 0.957449]",0.9915195
guilt,"[ If one has planned to do something ""important"" and then, for some reason, fails to do it. ] ",guilt,"[0.8615245, 0.77046776, 0.84588265, 0.9705893, 0.00877326, 0.94178057, 0.9642223]",0.9705893
joy,"I was in a dancing-tavern and the atmosphere was one of waiting for the end of the world. Suddenly people began dancing wildly, inspired by the band. An unbelievable experience wonderful that even Finns sometimes flare up and forget to think ""what others are thinking of me"". It was delightful to dance to one's heart content. ",fear,"[0.39542034, 0.13916716, 0.7407999, 0.57470447, 0.07666989, 0.3390963, 0.28456903]",0.7407999
fear,"I was travelling back home by boat with two friends of mine after a lovely holiday trip. The night and the sea were dark, and the wind was blowing. I feared that death was there on the boat, I somehow felt sure about it. I feared being left alone. ",fear,"[0.5726951, 0.18016319, 0.9948264, 0.96665657, 0.008405463, 0.9737255, 0.7844276]",0.9948264
anger,"I was at home, filling my tax report. Nobody had time to help me. I would have liked to do it quickly so that I could go and meet a friend of mine who had just returned from hospital. I got angry as both my brother and my father refused to give me their calculator as I had not asked for it nicely. I could not leave as I had to wait for help and the tax report had to be done. ",anger,"[0.99071294, 0.8500251, 0.8240809, 0.93133885, 0.044574395, 0.85248965, 0.82158643]",0.99071294
sadness,"I tried to talk to my parents over the phone, as I wanted to go home for the week-end and I knew that I would not be able to bear it. I tried to reduce the gulf and the conflict between us by talking in order to unite our worlds. Result hysterical mess, blinding and blaming. ",fear,"[0.96224695, 0.70064944, 0.96783763, 0.9322711, 0.0067303292, 0.8737807, 0.917559]",0.96783763
disgust,"My mother called me because she had read through the enveloppe a letter addressed to me. She denied having read it intentionally and said ""the words just popped out through the enveloppe as the sun was shining on it"". Hah Hah. ",guilt,"[0.5705316, 0.2422977, 0.49958152, 0.7906747, 0.4657322, 0.66586035, 0.65907025]",0.7906747
shame,"I feared that I would have to describe my sexual life to an older, strange woman. ",fear,"[0.506457, 0.58350134, 0.9981592, 0.97505003, 0.0029284009, 0.90026885, 0.94000655]",0.9981592
guilt,When I moved away from home. ,guilt,"[0.67283505, 0.40972555, 0.66481733, 0.9020307, 0.12395457, 0.8525807, 0.64360535]",0.9020307
joy,The inflammation of the ear of my child got cured and the doctor said that the ear was completely all right. ,joy,"[0.11192108, 0.10682751, 0.082347155, 0.69936925, 0.73973584, 0.25886667, 0.30781898]",0.73973584
fear,My husband suddenly fell ill seriously and during the medical examinations we did not know what would follow. ,fear,"[0.549653, 0.56890094, 0.94524723, 0.79540676, 0.0705677, 0.9386752, 0.7189168]",0.94524723
anger,The housing council asked the city to cut linden trees so that the inhabitants of the lower floors would have a view to the sea. ,sadness,"[0.2219443, 0.1377673, 0.48741463, 0.64060944, 0.2990219, 0.73205394, 0.58205724]",0.73205394
sadness,"My child, unexpectedly started acting in a restless and disturbing way at school. In addition his performance at school weakened. ",sadness,"[0.92366904, 0.9485665, 0.95170635, 0.91689247, 0.007839731, 0.9614457, 0.87582666]",0.9614457
disgust,"On a trip abroad, a lady-like member of our group turned out to be an alcoholic. She spoilt many days of my holidays because of her behaviour and paranoia. ",shame,"[0.8251855, 0.85803556, 0.83539474, 0.85304576, 0.03756064, 0.8789198, 0.911843]",0.911843
shame,I failed an exam which I thought I would certainly pass. ,guilt,"[0.915369, 0.904681, 0.94031, 0.97011155, 0.007130997, 0.9527323, 0.96662205]",0.97011155
guilt,"I had been guilty of gossiping and blaming others, and one of my superiors at the workplace made a formal reprimand. ",anger,"[0.9407223, 0.72767246, 0.541826, 0.89493644, 0.022408282, 0.70035976, 0.929988]",0.9407223
joy,When a student of mine (at music) performed and played remarkably well. ,joy,"[0.044473417, 0.0150933685, 0.068605684, 0.50233364, 0.87209576, 0.1522055, 0.082859874]",0.87209576
fear,When climbing up the stairs to the top of a ski-jumping hill. ,joy,"[0.22974358, 0.3219226, 0.28675655, 0.74453485, 0.85331786, 0.16102669, 0.49004045]",0.85331786
anger,My boy-friend came home late one night without having told me about it before. ,fear,"[0.6220301, 0.36155877, 0.78074175, 0.5649104, 0.048454303, 0.7475883, 0.7420136]",0.78074175
sadness,The breaking up of a long lasting relationship. ,sadness,"[0.8840767, 0.8022937, 0.8761857, 0.780912, 0.003978945, 0.9703233, 0.86744314]",0.9703233
disgust,"While watching the movie called ""Deer hunter"" on TV, when it showed how prisoners were treated. ",sadness,"[0.89539236, 0.8687165, 0.7639837, 0.74338174, 0.09586447, 0.9101375, 0.8967725]",0.9101375
shame,When I noticed that a person I found attractive had seen me picking my nose. ,shame,"[0.71264124, 0.4371177, 0.48923996, 0.8596472, 0.027738096, 0.88563985, 0.88934237]",0.88934237
guilt,When I think that I have been too stict or narrow minded towards my students. ,guilt,"[0.7822357, 0.48044226, 0.6723031, 0.97916585, 0.01568195, 0.8724732, 0.94225585]",0.97916585
joy,When I made up with a girl-friend of mine after having been on unfriendly terms with her (my fault). I cried with joy that evening. ,joy,"[0.007919533, 0.0038619232, 0.01685475, 0.35672572, 0.97712076, 0.0039747893, 0.03417425]",0.97712076
fear,"While cycling in the country, I came across a large herd of cows. ",sadness,"[0.62360406, 0.70640236, 0.71132773, 0.71700037, 0.3651726, 0.7197204, 0.7016788]",0.7197204
anger,When I heard that my step-mother had treated my mother in a wrong manner. ,sadness,"[0.9661108, 0.9533741, 0.956099, 0.9392189, 0.008063593, 0.972779, 0.9671962]",0.972779
sadness,When my friend did not pass the high school graduation examinations. ,sadness,"[0.9493595, 0.9152248, 0.8775525, 0.95410734, 0.0083161, 0.96237457, 0.9588543]",0.96237457
disgust,"When I heard about the advances an acquaintance of mine had made to my friends, who did not approve of them. ",anger,"[0.967704, 0.94552255, 0.89165837, 0.9162881, 0.005547307, 0.9499338, 0.94613916]",0.967704
shame,"When after having had sexual intercourse with a friend, I thought that he had told about it to a friend of his. ",fear,"[0.62486416, 0.18843748, 0.79097164, 0.62369317, 0.04084566, 0.46675953, 0.6422615]",0.79097164
guilt,"When I promised a male friend of mine to visit him, and did not. ",shame,"[0.91552544, 0.74194056, 0.7239134, 0.9450756, 0.010551893, 0.90860623, 0.95929325]",0.95929325
joy,"During lectures, I sensed an unexpressed understanding with a boy I did not know. We exchange glances I think he likes me, and I like him too. Perhaps he has fallen in love with me . . . . . . . . . ",guilt,"[0.0083739655, 0.0044656824, 0.08612817, 0.32093066, 0.2501643, 0.26435035, 0.2516388]",0.32093066
fear,"At night, I walk home past a forest. Once, somebody got stabbed in the forest. I imagine someone attacking me and I hurry up. ",fear,"[0.875095, 0.5940443, 0.98567235, 0.8323274, 0.047497574, 0.91764784, 0.82640725]",0.98567235
anger,"In a tram, the ticket seller was commanding, taking the role of a leader, trying to emphasize her non-existent authority with undue strictness towards a good-humoured drunk who could not find his ticket at once. ",guilt,"[0.17792408, 0.41631818, 0.43706357, 0.7787584, 0.026183702, 0.2097618, 0.6816371]",0.7787584
sadness,"A relationship in which I had put my trust, broke up. I was sad when I realized how easy it is to forget something that one had once regarded as great and significant. ",sadness,"[0.17995247, 0.5585834, 0.7408403, 0.97132415, 0.0014459781, 0.9940194, 0.93025315]",0.9940194
disgust,"A nightmare. I was dreaming about bloodsuckers, which I tried to shake off from my body, they are everywhere, they get glued, they suck. And there are a lot of them. I panic. ",fear,"[0.9580151, 0.9645973, 0.9946931, 0.959984, 0.0011831772, 0.95222825, 0.9350395]",0.9946931
shame,"I told evil lies about a close friend of mine. I was evil in order to sound jolly, to charm a person whom I wanted to impress. I sold my friend, I was despicable. ",shame,"[0.86258924, 0.8707178, 0.5337068, 0.92296773, 0.06073958, 0.6157909, 0.9455715]",0.9455715
